db_id	provider_name	scientific_name	taxon_family	ncbi_id	long_list	sequencing_status_phyloalps
PHA009549	Valerianella discoidea	Valerianella discoidea (L.) Loisel.	Valerianaceae	368323	PHYLOALPS	sample_acquired
PHA009551	Valerianella echinata	Valerianella echinata (L.) DC.	Valerianaceae	1534712	PHYLOALPS	sample_acquired
PHA009553	Valerianella eriocarpa	Valerianella eriocarpa Desv.	Valerianaceae	245824	PHYLOALPS	sample_acquired
PHA009555	Valerianella locusta	Valerianella locusta (L.) Laterrade	Valerianaceae	59166	PHYLOALPS	sample_acquired
PHA009556	Valerianella rimosa	Valerianella rimosa Bastard	Valerianaceae	768053	PHYLOALPS	sample_acquired
PHA009557	Vallisneria spiralis	Vallisneria spiralis L.	Hydrocharitaceae	55324	PHYLOALPS	sample_acquired
PHT009559	Vantanea parviflora	Vantanea parviflora Lam.	Humiriaceae	1186226	PHYLOALPS	sample_acquired
PHT009560	Vatairea erythrocarpa	Vatairea erythrocarpa (Ducke) Ducke	Fabaceae	688064	PHYLOALPS	sample_acquired
PHT009561	Vataireopsis surinamensis	Vataireopsis surinamensis Lima	Fabaceae	100173	PHYLOALPS	sample_acquired
PHA009562	Velezia rigida	Velezia rigida L.	Caryophyllaceae	325518	PHYLOALPS	sample_acquired
PHA009564	Ventenata dubia	Ventenata dubia (Leers) Cosson & Durieu	Poaceae	388728	PHYLOALPS	sample_acquired
PHA009568	Veratrum album lobelianum	Veratrum lobelianum Bernh.	Melanthiaceae	203095	PHYLOALPS	sample_acquired
PHA009569	Veratrum nigrum	Veratrum nigrum L.	Melanthiaceae	203100	PHYLOALPS	sample_acquired
PHA009571	Verbascum alpinum	Verbascum alpinum Turra	Scrophulariaceae	1534713	PHYLOALPS	sample_acquired
PHA009573	Verbascum blattaria	Verbascum blattaria L.	Scrophulariaceae	46030	PHYLOALPS	sample_acquired
PHA009575	Verbascum boerhavii	Verbascum boerhavii L.	Scrophulariaceae	1534714	PHYLOALPS	sample_acquired
PHA009577	Verbascum chaixii austriacum	Verbascum chaixii Vill. subsp. austriacum (Schott ex Roem. & Schult.) Hayek  	Scrophulariaceae	1534715	PHYLOALPS	sample_acquired
PHA009581	Verbascum chaixii chaixii	Verbascum chaixii Vill.	Scrophulariaceae	1211624	PHYLOALPS	sample_acquired
PHA009583	Verbascum densiflorum	Verbascum densiflorum Bertol.	Scrophulariaceae	1534716	PHYLOALPS	sample_acquired
CAR009584	Verbascum glabratum	Verbascum glabratum Friv.	Scrophulariaceae	1907925	PHYLOALPS	sample_acquired
PHA009586	Verbascum lychnitis	Verbascum lychnitis L.	Scrophulariaceae	1000433	PHYLOALPS	sample_acquired
PHA009589	Verbascum nigrum	Verbascum nigrum L.	Scrophulariaceae	90364	PHYLOALPS	sample_acquired
PHA009591	Verbascum phlomoides	Verbascum phlomoides L.	Scrophulariaceae	90365	PHYLOALPS	sample_acquired
PHA009593	Verbascum phoeniceum	Verbascum phoeniceum L.	Scrophulariaceae	441205	PHYLOALPS	sample_acquired
PHA009595	Verbascum pulverulentum	Verbascum pulverulentum Vill.	Scrophulariaceae	90366	PHYLOALPS	sample_acquired
PHA009597	Verbascum sinuatum	Verbascum sinuatum L.	Scrophulariaceae	1042526	PHYLOALPS	sample_acquired
PHA009600	Verbascum speciosum	Verbascum speciosum Schrad.	Scrophulariaceae	199092	PHYLOALPS	sample_acquired
PHA009603	Verbascum thapsus montanum	Verbascum thapsus L. subsp. montanum (Schrader) Bonnier & Layens	Scrophulariaceae	1671115	PHYLOALPS	sample_acquired
PHA009604	Verbascum thapsus thapsus	Verbascum thapsus L.	Scrophulariaceae	39388	PHYLOALPS	sample_acquired
PHA009606	Verbena officinalis	Verbena officinalis L.	Verbenaceae	79772	PHYLOALPS	sample_acquired
PHA009608	Veronica acinifolia	Veronica acinifolia L.	Plantaginaceae	195122	PHYLOALPS	sample_acquired
PHA009609	Veronica agrestis	Veronica agrestis L.	Plantaginaceae	99384	PHYLOALPS	sample_acquired
PHA009610	Veronica allionii	Veronica allionii Vill.	Plantaginaceae	195123	PHYLOALPS	sample_acquired
PHA009612	Veronica alpina	Veronica alpina L.	Plantaginaceae	165325	PHYLOALPS	sample_acquired
PHA009614	Veronica anagallis-aquatica	Veronica anagallis-aquatica L.	Plantaginaceae	74693	PHYLOALPS	sample_acquired
PHA009617	Veronica anagalloides	Veronica anagalloides Guss.	Plantaginaceae	202411	PHYLOALPS	sample_acquired
PHA009618	Veronica aphylla	Veronica aphylla L.	Plantaginaceae	201447	PHYLOALPS	sample_acquired
PHA009621	Veronica arvensis	Veronica arvensis L.	Plantaginaceae	46032	PHYLOALPS	sample_acquired
PHA009623	Veronica austriaca	Veronica austriaca L.	Plantaginaceae	165327	PHYLOALPS	sample_acquired
CAR009626	Veronica bachofenii	Veronica bachofenii Heuff.	Plantaginaceae	1461185	PHYLOALPS	sample_acquired
CAR009628	Veronica baumgartenii	Veronica baumgartenii Roem. & Schult.	Plantaginaceae	207275	PHYLOALPS	sample_acquired
PHA009630	Veronica beccabunga	Veronica beccabunga L.	Plantaginaceae	165328	PHYLOALPS	sample_acquired
PHA009632	Veronica bellidioides	Veronica bellidioides L.	Plantaginaceae	165329	PHYLOALPS	sample_acquired
PHA009633	Veronica catenata	Veronica catenata Pennell	Plantaginaceae	39418	PHYLOALPS	sample_acquired
PHA009637	Veronica chamaedrys chamaedrys	Veronica chamaedrys L.	Plantaginaceae	913027	PHYLOALPS	sample_acquired
PHA009638	Veronica chamaedrys vindobonensis	Veronica chamaedrys L. susbp. vindobonensis M. Fisch	Plantaginaceae	1904735	PHYLOALPS	sample_acquired
PHA009641	Veronica cymbalaria	Veronica cymbalaria Bodard	Plantaginaceae	165331	PHYLOALPS	sample_acquired
PHA009643	Veronica dillenii	Veronica dillenii Crantz	Plantaginaceae	1534736	PHYLOALPS	sample_acquired
PHA009645	Veronica filiformis	Veronica filiformis Sm.	Plantaginaceae	189991	PHYLOALPS	sample_acquired
PHA009647	Veronica fruticans	Veronica fruticans Jacq.	Plantaginaceae	207273	PHYLOALPS	sample_acquired
PHA009650	Veronica fruticulosa	Veronica fruticulosa L.	Plantaginaceae	165333	PHYLOALPS	sample_acquired
PHA009653	Veronica hederifolia hederifolia	Veronica hederifolia L.	Plantaginaceae	202477	PHYLOALPS	sample_acquired
PHA009655	Veronica hederifolia lucorum	Veronica hederifolia L. subsp. lucorum (Klett & Richt.) Hartl	Plantaginaceae	1534717	PHYLOALPS	sample_acquired
PHA009657	Veronica hederifolia triloba	Veronica hederifolia L. subsp. triloba (Opiz) Celak.	Plantaginaceae	195142	PHYLOALPS	sample_acquired
PHA009659	Veronica jacquinii	Veronica jacquinii Baumg.	Plantaginaceae	201449	PHYLOALPS	sample_acquired
PHA009663	Veronica montana	Veronica montana L.	Plantaginaceae	165339	PHYLOALPS	sample_acquired
PHA009664	Veronica officinalis	Veronica officinalis L.	Plantaginaceae	160511	PHYLOALPS	sample_acquired
PHA009666	Veronica orsiniana	Veronica orsiniana Ten.	Plantaginaceae	1534737	PHYLOALPS	sample_acquired
PHA009667	Veronica peregrina	Veronica peregrina L.	Plantaginaceae	165341	PHYLOALPS	sample_acquired
PHA009669	Veronica persica	Veronica persica Poir.	Plantaginaceae	138560	PHYLOALPS	sample_acquired
PHA009672	Veronica polita	Veronica polita Fr.	Plantaginaceae	195136	PHYLOALPS	sample_acquired
PHA009674	Veronica praecox	Veronica praecox All.	Plantaginaceae	314196	PHYLOALPS	sample_acquired
PHA009676	Veronica prostrata	Veronica prostrata L.	Plantaginaceae	501339	PHYLOALPS	sample_acquired
PHA009677	Veronica prostrata prostrata	Veronica prostrata L.	Plantaginaceae	503394	PHYLOALPS	sample_acquired
PHA009678	Veronica scardica	Veronica scardica Griseb.	Plantaginaceae	495258	PHYLOALPS	sample_acquired
PHA009680	Veronica scutellata	Veronica scutellata L.	Plantaginaceae	195138	PHYLOALPS	sample_acquired
PHA009681	Veronica serpyllifolia humifusa	Veronica serpyllifolia L. subsp. humifusa (Dickson) Syme	Plantaginaceae	1534718	PHYLOALPS	sample_acquired
PHA009684	Veronica serpyllifolia serpyllifolia	Veronica serpyllifolia L.	Plantaginaceae	164258	PHYLOALPS	sample_acquired
PHA009685	Veronica teucrium	Veronica austriaca L. subsp. teucrium (L.) D.A. Webb	Plantaginaceae	1483217	PHYLOALPS	sample_acquired
PHA009689	Veronica triphyllos	Veronica triphyllos L.	Plantaginaceae	195143	PHYLOALPS	sample_acquired
PHA009692	Veronica urticifolia	Veronica urticifolia Jacq.	Plantaginaceae	165344	PHYLOALPS	sample_acquired
PHA009695	Veronica verna	Veronica verna L.	Plantaginaceae	195145	PHYLOALPS	sample_acquired
PHA009698	Viburnum lantana	Viburnum lantana L.	Adoxaceae	237945	PHYLOALPS	sample_acquired
PHA009700	Viburnum opulus	Viburnum opulus L.	Adoxaceae	85293	PHYLOALPS	sample_acquired
PHA009702	Viburnum tinus	Viburnum tinus L.	Adoxaceae	237959	PHYLOALPS	sample_acquired
PHA009706	Vicia bithynica	Vicia bithynica (L.) L.	Fabaceae	84681	PHYLOALPS	sample_acquired
PHA009707	Vicia cracca cracca	Vicia cracca L.	Fabaceae	3905	PHYLOALPS	sample_acquired
PHA009708	Vicia cracca incana	Vicia cracca L. subsp. incana (Gouan) Rouy	Fabaceae	1534720	PHYLOALPS	sample_acquired
PHA009711	Vicia cracca tenuifolia	Vicia tenuifolia Roth	Fabaceae	1042229	PHYLOALPS	sample_acquired
PHA009713	Vicia cusnae	Vicia cusnae Foggi & Ricceri	Fabaceae	1534721	PHYLOALPS	sample_acquired
PHA009715	Vicia dumetorum	Vicia dumetorum L.	Fabaceae	287754	PHYLOALPS	sample_acquired
PHA009717	Vicia grandiflora	Vicia grandiflora Scop.	Fabaceae	200969	PHYLOALPS	sample_acquired
PHA009720	Vicia hirsuta	Vicia hirsuta (L.) Gray	Fabaceae	3910	PHYLOALPS	sample_acquired
PHA009721	Vicia hybrida	Vicia hybrida L.	Fabaceae	298727	PHYLOALPS	sample_acquired
PHA009723	Vicia johannis	Vicia johannis Tamansh.	Fabaceae	85131	PHYLOALPS	sample_acquired
PHA009725	Vicia lathyroides	Vicia lathyroides L.	Fabaceae	347192	PHYLOALPS	sample_acquired
PHA009727	Vicia loiseulerii	Vicia loiseleurii (M.Bieb.) Litv.	Fabaceae	1534722	PHYLOALPS	sample_acquired
PHA009728	Vicia lutea	Vicia lutea L.	Fabaceae	200970	PHYLOALPS	sample_acquired
PHA009730	Vicia melanops	Vicia melanops Sibth. & Sm.	Fabaceae	47765	PHYLOALPS	sample_acquired
PHA009731	Vicia narbonensis	Vicia narbonensis L.	Fabaceae	3912	PHYLOALPS	sample_acquired
PHA009732	Vicia onobrychioides	Vicia onobrychioides L.	Fabaceae	1276840	PHYLOALPS	sample_acquired
PHA009735	Vicia oroboides	Vicia oroboides Wulfen	Fabaceae	516870	PHYLOALPS	sample_acquired
PHA009736	Vicia pannonica	Vicia pannonica Crantz	Fabaceae	29753	PHYLOALPS	sample_acquired
PHA009738	Vicia parviflora	Vicia parviflora Cav.	Fabaceae	1053407	PHYLOALPS	sample_acquired
PHA009739	Vicia peregrina	Vicia peregrina L.	Fabaceae	233247	PHYLOALPS	sample_acquired
PHA009741	Vicia pisiformis	Vicia pisiformis L.	Fabaceae	153960	PHYLOALPS	sample_acquired
PHA009743	Vicia pyrenaica	Vicia pyrenaica Pourret	Fabaceae	347194	PHYLOALPS	sample_acquired
PHA009745	Vicia sallei	Vicia sallei Timb.-Lagr.	Fabaceae	1534723	PHYLOALPS	sample_acquired
PHA009746	Vicia sativa cordata	Vicia sativa L. subsp. cordata (Hoppe) Asch. & Graebn.	Fabaceae	549459	PHYLOALPS	sample_acquired
PHA009747	Vicia sativa nigra	Vicia sativa L. subsp. nigra (L.) Ehrh.	Fabaceae	3909	PHYLOALPS	sample_acquired
PHA009749	Vicia sativa sativa	Vicia sativa L.	Fabaceae	1042228	PHYLOALPS	sample_acquired
PHA009750	Vicia sepium	Vicia sepium L.	Fabaceae	347188	PHYLOALPS	sample_acquired
PHA009752	Vicia serratifolia	Vicia serratifolia Jacq.	Fabaceae	85134	PHYLOALPS	sample_acquired
PHA009755	Vicia sylvatica	Vicia sylvatica L.	Fabaceae	287755	PHYLOALPS	sample_acquired
PHA009756	Vicia tenuifolia dalmatica	Vicia tenuifolia Roth subsp. dalmatica (A.Kern.) Greuter	Fabaceae	1042230	PHYLOALPS	sample_acquired
PHA009758	Vicia tetrasperma	Vicia tetrasperma (L.) Schreber	Fabaceae	154499	PHYLOALPS	sample_acquired
PHA009760	Vicia villosa varia	Vicia villosa Roth subsp. varia (Host) Corb.	Fabaceae	1042234	PHYLOALPS	sample_acquired
PHA009763	Vinca major	Vinca major L.	Apocynaceae	185238	PHYLOALPS	sample_acquired
PHA009766	Vincetoxicum hirundinaria	Vincetoxicum hirundinaria Medik.	Apocynaceae	141524	PHYLOALPS	sample_acquired
PHA009768	Vincetoxicum nigrum	Vincetoxicum nigrum (L.) Moench	Apocynaceae	63502	PHYLOALPS	sample_acquired
PHA009771	Viola alba alba	Viola alba Besser	Violaceae	369418	PHYLOALPS	sample_acquired
PHA009772	Viola alba scotophylla	Viola alba Besser subsp. scotophylla (Jord.) Nyman	Violaceae	1534724	PHYLOALPS	sample_acquired
PHA009775	Viola alpina	Viola alpina Jacq.	Violaceae	1534725	PHYLOALPS	sample_acquired
PHA009777	Viola argenteria	Viola argenteria Moraldo & Forneris 	Violaceae	1534726	PHYLOALPS	sample_acquired
PHA009780	Viola biflora	Viola biflora L.	Violaceae	214529	PHYLOALPS	sample_acquired
PHA009783	Viola calcarata calcarata	Viola calcarata L.	Violaceae	97420	PHYLOALPS	sample_acquired
PHA009786	Viola calcarata villarsiana	Viola calcarata L. subsp. villarsiana (Roemer & Schultes) Me	Violaceae	1534727	PHYLOALPS	sample_acquired
PHA009788	Viola canina canina	Viola canina L.	Violaceae	502511	PHYLOALPS	sample_acquired
PHA009789	Viola canina montana	Viola canina L. subsp. montana (L.) Hartm.	Violaceae	1534728	PHYLOALPS	sample_acquired
PHA009791	Viola cenisia	Viola cenisia L.	Violaceae	1534729	PHYLOALPS	sample_acquired
PHA009793	Viola collina	Viola collina Besser	Violaceae	333555	PHYLOALPS	sample_acquired
PHA009796	Viola comollia	Viola comollia Messara	Violaceae	214043	PHYLOALPS	sample_acquired
PHA009798	Viola cornuta	Viola cornuta L.	Violaceae	232238	PHYLOALPS	sample_acquired
PHA009799	Viola cucullata	Viola obliqua Aiton	Violaceae	97424	PHYLOALPS	sample_acquired
CAR009801	Viola dacica	Viola dacica Borbás	Violaceae	1907926	PHYLOALPS	sample_acquired
CAR009804	Viola declinata	Viola declinata Waldst. & Kit.	Violaceae	1851462	PHYLOALPS	sample_acquired
PHA009805	Viola dubyana	Viola dubyana Burnat ex Gremli	Violaceae	1534730	PHYLOALPS	sample_acquired
PHA009807	Viola elatior	Viola elatior Fr.	Violaceae	97427	PHYLOALPS	sample_acquired
PHA009811	Viola hirta	Viola hirta L.	Violaceae	369421	PHYLOALPS	sample_acquired
CAR009815	Viola jooi	Viola jooi Janka	Violaceae	1851463	PHYLOALPS	sample_acquired
PHA009816	Viola jordanii	Viola jordanii Hanry	Violaceae	502514	PHYLOALPS	sample_acquired
PHA009819	Viola kitaibeliana	Viola kitaibeliana Schultes	Violaceae	214046	PHYLOALPS	sample_acquired
PHA009821	Viola laricicola	Viola laricicola Marcussen	Violaceae	1017136	PHYLOALPS	sample_acquired
PHA009823	Viola lutea lutea	Viola lutea Huds.	Violaceae	214047	PHYLOALPS	sample_acquired
PHA009826	Viola lutea sudetica	Viola lutea Huds. subsp. sudetica (Willd.) W.Becker	Violaceae	1346196	PHYLOALPS	sample_acquired
PHA009828	Viola mirabilis	Viola mirabilis L.	Violaceae	369422	PHYLOALPS	sample_acquired
PHA009833	Viola odorata	Viola odorata L.	Violaceae	97441	PHYLOALPS	sample_acquired
PHA009835	Viola palustris	Viola palustris L.	Violaceae	462882	PHYLOALPS	sample_acquired
PHA009838	Viola persicifolia	Viola persicifolia Schreb.	Violaceae	502524	PHYLOALPS	sample_acquired
PHA009840	Viola pinnata	Viola pinnata L.	Violaceae	97443	PHYLOALPS	sample_acquired
PHA009843	Viola pumila	Viola pumila Chaix	Violaceae	502519	PHYLOALPS	sample_acquired
PHA009846	Viola pyrenaica	Viola pyrenaica Ramond ex DC.	Violaceae	1042420	PHYLOALPS	sample_acquired
PHA009848	Viola reichenbachiana	Viola reichenbachiana Jordan ex Boreau	Violaceae	97450	PHYLOALPS	sample_acquired
PHA009849	Viola riviniana	Viola riviniana Reichenb.	Violaceae	214052	PHYLOALPS	sample_acquired
PHA009850	Viola rupestris	Viola rupestris F.W. Schmidt	Violaceae	502521	PHYLOALPS	sample_acquired
PHA009852	Viola saxatilis	Viola tricolor L. subsp. subalpina Gaudin	Violaceae	1534731	PHYLOALPS	sample_acquired
PHA009854	Viola suavis	Viola suavis M. Bieb.	Violaceae	369424	PHYLOALPS	sample_acquired
PHA009855	Viola thomasiana	Viola thomasiana Song. & E. P. Perrier	Violaceae	1042419	PHYLOALPS	sample_acquired
PHA009856	Viola tricolor	Viola tricolor L.	Violaceae	214053	PHYLOALPS	sample_acquired
PHA009858	Viola valderia	Viola valderia All.	Violaceae	214054	PHYLOALPS	sample_acquired
PHA009862	Viscum album abietis	Viscum album L. subsp. abietis (Wiesb.) Abromeit	Santalaceae	104252	PHYLOALPS	sample_acquired
PHA009865	Viscum album austriacum	Viscum album L. subsp. austriacum (Wiesb.) Vollmann	Santalaceae	104254	PHYLOALPS	sample_acquired
PHA009866	Vitis sylvestris	Vitis sylvestris C.C. Gmel.	Vitaceae	29760	PHYLOALPS	sample_acquired
PHT009867	Vochysia guianensis	Vochysia guianensis Aubl.	Vochysiaceae	1186228	PHYLOALPS	sample_acquired
PHT009869	Vochysia neyratii	Vochysia neyratii Normand	Vochysiaceae	1671117	PHYLOALPS	sample_acquired
PHT009870	Vochysia sabatieri	Vochysia sabatieri Marc.-Berti	Vochysiaceae	1671118	PHYLOALPS	sample_acquired
PHT009871	Vochysia tomentosa	Vochysia tomentosa (G.Mey.) DC.	Vochysiaceae	1186229	PHYLOALPS	sample_acquired
PHT009872	Vochysia tucanorum	Vochysia tucanorum Mart.	Vochysiaceae	376216	PHYLOALPS	sample_acquired
PHT009873	Vochysia vismiifolia	Vochysia vismiifolia Spruce ex Warm.	Vochysiaceae	1671119	PHYLOALPS	sample_acquired
PHT009874	Vouacapoua americana	Vouacapoua americana Aubl.	Fabaceae	115636	PHYLOALPS	sample_acquired
PHT009875	Vouarana guianensis	Vouarana guianensis Aubl.	Sapindaceae	557055	PHYLOALPS	sample_acquired
PHA009876	Voyria caerulea	Voyria caerulea Aubl.	Gentianaceae	931105	PHYLOALPS	sample_acquired
PHA009877	Voyria corymbosa	Voyria corymbosa Splitg.	Gentianaceae	931106	PHYLOALPS	sample_acquired
PHA009878	Voyria rosea	Voyria rosea Aubl.	Gentianaceae	1312888	PHYLOALPS	sample_acquired
PHA009879	Vulpia bromoides	Vulpia bromoides (L.) S.F. Gray	Poaceae	200278	PHYLOALPS	sample_acquired
PHA009880	Vulpia ciliata	Vulpia ciliata Dumort.	Poaceae	200279	PHYLOALPS	sample_acquired
PHA009882	Vulpia membranacea	Vulpia membranacea (L.) Dumort.	Poaceae	201488	PHYLOALPS	sample_acquired
PHA009884	Vulpia myuros	Vulpia myuros (L.) C.C. Gmelin	Poaceae	89686	PHYLOALPS	sample_acquired
PHA009885	Vulpia unilateralis	Vulpia unilateralis (L.) Stace	Poaceae	200282	PHYLOALPS	sample_acquired
CAR009887	Waldsteinia geoides	Waldsteinia geoides Willd.	Rosaceae	148911	PHYLOALPS	sample_acquired
FAM009888	Weinmannia boiviniana	Weinmannia biviniana Tul.	Cunoniaceae	1904736	PHYLOALPS	sample_acquired
PHA009889	Willemetia stipitata	Willemetia stipitata (Jacq.) Dalla Torre	Asteraceae	519273	PHYLOALPS	sample_acquired
PHA009891	Wisteria sinensis	Wisteria sinensis (Sims) Sweet	Fabaceae	20997	PHYLOALPS	sample_acquired
PHA009893	Woodsia alpina	Woodsia alpina (Bolton) S.F. Gray	Woodsiaceae	1303118	PHYLOALPS	sample_acquired
PHA009895	Woodsia ilvensis	Woodsia ilvensis (L.) R. Br.	Woodsiaceae	872911	PHYLOALPS	sample_acquired
PHA009896	Woodsia pulchella	Woodsia pulchella Bertol.	Woodsiaceae	1534733	PHYLOALPS	sample_acquired
PHA009897	Wulfenia carinthiaca	Wulfenia carinthiaca Jacq.	Plantaginaceae	165349	PHYLOALPS	sample_acquired
PHA009899	x Festulolium loliaceum	x Festulolium loliaceum (Huds.) P. Fourn.	Poaceae	1534672	PHYLOALPS	sample_acquired
PHA009900	Xanthium italicum	Xanthium orientale L. subsp. italicum (Moretti) Greuter	Asteraceae	1534735	PHYLOALPS	sample_acquired
PHA009901	Xanthium orientale	Xanthium orientale L.	Asteraceae	1534734	PHYLOALPS	sample_acquired
PHA009902	Xanthium spinosum	Xanthium spinosum L.	Asteraceae	1053410	PHYLOALPS	sample_acquired
PHA009904	Xanthium strumarium	Xanthium strumarium L.	Asteraceae	318068	PHYLOALPS	sample_acquired
PHA009906	Xanthoselinum aslaticum venetum	Xanthoselinum alsaticum (L.) Schur subsp. venetum (Spreng.) Reduron, Charpin & Pimenov	Apiaceae	1533279	PHYLOALPS	sample_acquired
PHA009909	Xeranthemum annuum	Xeranthemum annuum L.	Asteraceae	145993	PHYLOALPS	sample_acquired
PHA009910	Xeranthemum cylindraceum	Xeranthemum cylindraceum Sm.	Asteraceae	143215	PHYLOALPS	sample_acquired
PHA009911	Xeranthemum inapertum	Xeranthemum inapertum (L.) Mill.	Asteraceae	143216	PHYLOALPS	sample_acquired
FAM009914	Xeronema moorei	Xeronema moorei Brongn. & Gris	Xeronemataceae	1904737	PHYLOALPS	sample_acquired
PHT009915	Xylosma benthamii	Xylosma benthamii (Tul.) Triana & Planch.	Salicaceae	1186230	PHYLOALPS	sample_acquired
FAM009916	Xyris anceps	Xyris anceps Lam.	Xyridaceae	584580	PHYLOALPS	sample_acquired
PHT009917	Yvesia madagascariensis	Yvesia madagascariensis A. Camus	Poaceae	744498	PHYLOALPS	sample_acquired
PHA009918	Zannichellia palustris	Zannichellia palustris L.	Potamogetonaceae	29654	PHYLOALPS	sample_acquired
PHA009919	Ziziphora capitata	Ziziphora capitata L.	Lamiaceae	751878	PHYLOALPS	sample_acquired
PHT009920	Zygia tetragona	Zygia tetragona Barneby & J.W. Grimes 	Fabaceae	1186231	PHYLOALPS	sample_acquired
PHA009921	Acer pseudoplatanus	Acer pseudoplatanus L.	Sapindaceae	4026	PHYLOALPS	sample_acquired
PHA009922	Acorus calamus	Acorus calamus L.	Acoraceae	4465	PHYLOALPS	sample_acquired
PHA009923	Althaea officinalis	Althaea officinalis L.	Malvaceae	145745	PHYLOALPS	sample_acquired
PHA009924	Anchusa barrelieri	Anchusa barrellieri Vitman	Boraginaceae	170547	PHYLOALPS	sample_acquired
PHA009926	Anthemis cotula	Anthemis cotula L.	Asteraceae	158220	PHYLOALPS	sample_acquired
PHA009927	Anthyllis vulneraria carpatica	Anthyllis vulneraria L. subsp. carpatica (Pant.) Nyman	Fabaceae	212028	PHYLOALPS	sample_acquired
PHA009929	Aquilegia alpina	Aquilegia alpina L.	Ranunculaceae	218850	PHYLOALPS	sample_acquired
PHA009930	Artemisia verlotiorum	Artemisia verlotiorum Lamotte	Asteraceae	72356	PHYLOALPS	sample_acquired
PHA009931	Artemisia vulgaris	Artemisia vulgaris L.	Asteraceae	4220	PHYLOALPS	sample_acquired
FAM009933	Astelia neocaledonica	Astelia neocaledonica Schltr.	Asteliaceae	1202508	PHYLOALPS	sample_acquired
PHA009934	Aster novi-belgii	Symphyotrichum novi-belgii (L.) G.L. Nesom	Asteraceae	199233	PHYLOALPS	sample_acquired
PHA009936	Azolla filiculoides	Azolla filiculoides Lam.	Salviniaceae	84609	PHYLOALPS	sample_acquired
PHA009938	Bryonia dioica	Bryonia cretica L. subsp. dioica (Jacq.) Tutin	Cucurbitaceae	3652	PHYLOALPS	sample_acquired
FAM009939	Calophyllum brasiliense	Calophyllum brasiliense Cambess.	Calophyllaceae	280748	PHYLOALPS	sample_acquired
PHA009940	Capparis spinosa	Capparis spinosa L.	Capparaceae	65558	PHYLOALPS	sample_acquired
PHA009941	Carex atrata atrata	Carex atrata L.	Cyperaceae	241196	PHYLOALPS	sample_acquired
PHA009943	Carex tomentosa	Carex filiformis L.	Cyperaceae	140859	PHYLOALPS	sample_acquired
PHA009944	Carpobrotus acinaciformis	Carpobrotus acinaciformis (L.) L. Bolus	Aizoaceae	1053334	PHYLOALPS	sample_acquired
PHA009945	Cephalaria alpina	Cephalaria alpina (L.) Schrad. ex Roem. & Schult.	Dipsacaceae	470569	PHYLOALPS	sample_acquired
PHA009946	Cerinthe minor minor	Cerinthe minor L.	Boraginaceae	131385	PHYLOALPS	sample_acquired
PHA009947	Cistus monspeliensis	Cistus monspeliensis L.	Cistaceae	335184	PHYLOALPS	sample_acquired
PHA009948	Clematis alpina	Clematis alpina (L.) Mill.	Ranunculaceae	522534	PHYLOALPS	sample_acquired
PHA009949	Cornus mas	Cornus mas L.	Cornaceae	4285	PHYLOALPS	sample_acquired
PHA009950	Cotinus coggygria	Cotinus coggygria Scop.	Anacardiaceae	269719	PHYLOALPS	sample_acquired
PHA009951	Cuscuta epithymum epithymum	Cuscuta epithymum (L.) L. 	Convolvulaceae	186058	PHYLOALPS	sample_acquired
PHA009953	Cyperus rotundus	Cyperus rotundus L.	Cyperaceae	512623	PHYLOALPS	sample_acquired
FAM009955	Cyrillopsis paraensis	Cyrillopsis paraensis Kuhlm.	Ixonanthaceae	597288	PHYLOALPS	sample_acquired
PHA009956	Cytinus hypocistis	Cytinus hypocistis (L.) L.	Cytinaceae	327100	PHYLOALPS	sample_acquired
PHA009957	Dictamnus albus	Dictamnus albus L.	Rutaceae	298346	PHYLOALPS	sample_acquired
FAM009958	Discophora guianensis	Discophora guianensis Miers	Stemonuraceae	159368	PHYLOALPS	sample_acquired
PHA009959	Drosera x obovata	Drosera × obovata Mert. & W.D.J.Koch	Droseraceae	1532736	PHYLOALPS	sample_acquired
PHA009960	Dryas octopetala	Dryas octopetala L.	Rosaceae	57948	PHYLOALPS	sample_acquired
PHA009961	Dryopteris affinis	Dryopteris affinis (Lowe) Fraser-Jenkins	Dryopteridaceae	239547	PHYLOALPS	sample_acquired
PHA009963	Epipogium aphyllum	Epipogium aphyllum Sw.	Orchidaceae	449980	PHYLOALPS	sample_acquired
PHA009964	Erinus alpinus	Erinus alpinus L.	Plantaginaceae	165304	PHYLOALPS	sample_acquired
PHA009965	Euphorbia austriaca	Euphorbia austriaca A. Kern	Euphorbiaceae	1087754	PHYLOALPS	sample_acquired
PHA009967	Fraxinus excelsior	Fraxinus excelsior L.	Oleaceae	38873	PHYLOALPS	sample_acquired
PHA009968	Genista pilosa	Genista pilosa L.	Fabaceae	238501	PHYLOALPS	sample_acquired
CAR009969	Genista spathulata	Genista spathulata Spach	Fabaceae	1851478	PHYLOALPS	sample_acquired
CAR009970	Gentiana cruciata phlogifolia	Gentiana cruciata L. subsp. phlogifolia (Schott & Kotschy) Tutin	Gentianaceae	1851361	PHYLOALPS	sample_acquired
PHA009971	Gentiana lutea lutea	Gentiana lutea L. subsp lutea	Gentianaceae	553052	PHYLOALPS	sample_acquired
PHA009972	Gentiana terglouensis	Gentiana terglouensis Hacq.	Gentianaceae	49957	PHYLOALPS	sample_acquired
