db_id	provider_name	scientific_name	taxon_family	ncbi_id	long_list	sequencing_status_phyloalps
PHA002393	Cirsium helenioides	Cirsium heterophyllum (L.) Hill	Asteraceae	669658	PHYLOALPS	sample_acquired
PHA002395	Cirsium monspessulanum	Cirsium monspessulanum (L.) Hill	Asteraceae	196729	PHYLOALPS	sample_acquired
PHA002400	Cirsium morisianum	Cirsium morisianum Reichenb. fil.	Asteraceae	1532345	PHYLOALPS	sample_acquired
PHA002403	Cirsium oleraceum	Cirsium oleraceum (L.) Scop.	Asteraceae	297476	PHYLOALPS	sample_acquired
PHA002405	Cirsium palustre	Cirsium palustre (L.) Coss. ex Scop.  	Asteraceae	143190	PHYLOALPS	sample_acquired
PHA002407	Cirsium pannonicum	Cirsium pannonicum (L. f.) Link	Asteraceae	688288	PHYLOALPS	sample_acquired
PHA002412	Cirsium rivulare	Cirsium rivulare (Jacq.) All.	Asteraceae	1532346	PHYLOALPS	sample_acquired
PHA002414	Cirsium spinosissimum	Cirsium spinosissimum (L.) Scop.	Asteraceae	196741	PHYLOALPS	sample_acquired
PHA002415	Cirsium tuberosum	Cirsium tuberosum (L.) All.	Asteraceae	1155261	PHYLOALPS	sample_acquired
PHA002417	Cirsium vulgare	Cirsium vulgare (Savi) Ten.	Asteraceae	92907	PHYLOALPS	sample_acquired
PHA002420	Cirsium waldsteinii	Cirsium waldsteinii Rouy	Asteraceae	1532348	PHYLOALPS	sample_acquired
PHA002422	Cistus albidus	Cistus albidus L.	Cistaceae	335163	PHYLOALPS	sample_acquired
PHA002426	Cistus laurifolius	Cistus laurifolius L.	Cistaceae	335179	PHYLOALPS	sample_acquired
PHA002429	Cistus salviifolius	Cistus salviifolius L.	Cistaceae	335170	PHYLOALPS	sample_acquired
PHA002433	Cladium mariscus	Cladium mariscus (L.) Pohl	Cyperaceae	241641	PHYLOALPS	sample_acquired
PHA002436	Cleistogenes serotina	Cleistogenes serotina (L.) Keng	Poaceae	431244	PHYLOALPS	sample_acquired
PHA002440	Clematis flammula	Clematis flammula L.	Ranunculaceae	1532743	PHYLOALPS	sample_acquired
PHA002442	Clematis recta	Clematis recta L.	Ranunculaceae	748711	PHYLOALPS	sample_acquired
PHA002446	Clematis vitalba	Clematis vitalba L.	Ranunculaceae	37490	PHYLOALPS	sample_acquired
FAM002448	Cleome aculeata	Cleome aculeata L.	Cleomaceae	202652	PHYLOALPS	sample_acquired
FAM002449	Cleome rutidosperma	Cleome rutidosperma DC.	Cleomaceae	190803	PHYLOALPS	sample_acquired
FAM002450	Clethra scabra	Clethra scabra Pers.	Clethraceae	224276	PHYLOALPS	sample_acquired
CAR002452	Clinopodium alpinum majoranifolium	Clinopodium alpinum (L.) Kuntze subsp. majoranifolium (Mill.) Govaerts	Lamiaceae	1907878	PHYLOALPS	sample_acquired
CAR002454	Clinopodium pulegium	Clinopodium pulegium (Rochel) Bräuchler	Lamiaceae	1907879	PHYLOALPS	sample_acquired
PHA002456	Clinopodium vulgare vulgare	Clinopodium vulgare L.	Lamiaceae	1211451	PHYLOALPS	sample_acquired
PHT002459	Clusia grandiflora	Clusia grandiflora Splitg.	Clusiaceae	211497	PHYLOALPS	sample_acquired
PHA002460	Clypeola jonthlaspi	Clypeola jonthlaspi L.	Brassicaceae	457792	PHYLOALPS	sample_acquired
PHA002463	Cnicus benedictus	Centaurea benedicta (L.) L.	Asteraceae	50282	PHYLOALPS	sample_acquired
PHA002464	Cnidium silaifolium	Cnidium silaifolium (Jacq.) Simonk.	Apiaceae	63000	PHYLOALPS	sample_acquired
PHT002467	Coccoloba mollis	Coccoloba mollis Casar.	Polygonaceae	1186097	PHYLOALPS	sample_acquired
PHA002468	Cochlearia pyrenaica excelsa	Cochlearia pyrenaica DC. subsp. excelsa (Zahlbr. ex Fritsch) O. Schwarz	Brassicaceae	126273	PHYLOALPS	sample_acquired
PHA002472	Coeloglossum viride	Dactylorhiza viridis (L.) R.M.Bateman, Pridgeon & M.W.Chase	Orchidaceae	230577	PHYLOALPS	sample_acquired
PHA002476	Coincya cheiranthos cheiranthos	Coincya monensis (L.) Greuter & Burdet subsp. cheiranthos (Vill.) C. Aedo Pérez, Leadlay & Muñoz Garm.	Brassicaceae	400013	PHYLOALPS	sample_acquired
PHA002479	Coincya richeri	Coincya richeri (Vill.) Greuter & Burdet	Brassicaceae	1532745	PHYLOALPS	sample_acquired
PHA002481	Colchicum alpinum	Colchicum alpinum DC.	Colchicaceae	1094039	PHYLOALPS	sample_acquired
PHA002483	Colchicum autumnale	Colchicum autumnale L.	Colchicaceae	45005	PHYLOALPS	sample_acquired
PHA002485	Colutea arborescens arborescens	Colutea arborescens L.	Fabaceae	47649	PHYLOALPS	sample_acquired
PHA002487	Colutea arborescens gallica	Colutea arborescens L. subsp. gallica Browicz	Fabaceae	1532746	PHYLOALPS	sample_acquired
PHA002488	Commelina communis	Commelina communis L.	Commelinaceae	4744	PHYLOALPS	sample_acquired
PHT002491	Conceveiba guianensis	Conceveiba guianensis Aubl.	Euphorbiaceae	316706	PHYLOALPS	sample_acquired
PHA002492	Conium maculatum	Conium maculatum L.	Apiaceae	13447	PHYLOALPS	sample_acquired
FAM002494	Connarus rostratus	Connarus rostratus (Vell.) L.B. Sm.	Connaraceae	1904718	PHYLOALPS	sample_acquired
PHA002496	Conopodium majus	Conopodium majus (Gouan) Loret	Apiaceae	173702	PHYLOALPS	sample_acquired
PHA002497	Conringia orientalis	Conringia orientalis (L.) Dumort.	Brassicaceae	228876	PHYLOALPS	sample_acquired
PHA002498	Consolida ajacis	Consolida ajacis (L.) Schur	Ranunculaceae	37494	PHYLOALPS	sample_acquired
PHA002500	Consolida hispanica	Consolida orientalis (J.Gay) Schrödinger	Ranunculaceae	984854	PHYLOALPS	sample_acquired
PHA002501	Consolida pubescens	Consolida pubescens (DC.) Soó	Ranunculaceae	984865	PHYLOALPS	sample_acquired
PHA002504	Consolida regalis regalis	Consolida regalis S.F. Gray	Ranunculaceae	1211452	PHYLOALPS	sample_acquired
PHA002506	Convallaria majalis	Convallaria majalis L.	Asparagaceae	32189	PHYLOALPS	sample_acquired
PHA002508	Convolvulus arvensis	Convolvulus arvensis L.	Convolvulaceae	4123	PHYLOALPS	sample_acquired
PHA002510	Convolvulus cantabrica	Convolvulus cantabrica L.	Convolvulaceae	267574	PHYLOALPS	sample_acquired
PHA002513	Conyza bonariensis	Erigeron bonariensis L.	Asteraceae	91242	PHYLOALPS	sample_acquired
PHA002514	Conyza canadensis	Erigeron canadensis L.	Asteraceae	72917	PHYLOALPS	sample_acquired
PHA002517	Conyza sumatrensis	Conyza sumatrensis (S.F. Blake) Pruski & G. Sancho	Asteraceae	212787	PHYLOALPS	sample_acquired
PHA002518	Corallorhiza trifida	Corallorhiza trifida Châtel.	Orchidaceae	451881	PHYLOALPS	sample_acquired
PHT002521	Cordia sagotii	Cordia sagotii I.M. Johnst.	Boraginaceae	597282	PHYLOALPS	sample_acquired
PHA002523	Coriaria myrtifolia	Coriaria myrtifolia L.	Coriariaceae	3460	PHYLOALPS	sample_acquired
PHA002524	Coris monspeliensis	Coris monspeliensis L.	Primulaceae	59972	PHYLOALPS	sample_acquired
PHA002527	Cornus sanguinea	Cornus sanguinea L.	Cornaceae	367354	PHYLOALPS	sample_acquired
PHA002529	Cornus sericea	Cornus sericea L.	Cornaceae	179117	PHYLOALPS	sample_acquired
PHA002531	Coronilla coronata	Coronilla coronata L.	Fabaceae	237899	PHYLOALPS	sample_acquired
PHA002533	Coronilla juncea	Coronilla juncea L. 	Fabaceae	390703	PHYLOALPS	sample_acquired
PHA002534	Coronilla minima	Coronilla minima L.	Fabaceae	181252	PHYLOALPS	sample_acquired
PHA002539	Coronilla minima lotoides	Coronilla minima L. subsp. lotoides (Koch) Nyman	Fabaceae	1532747	PHYLOALPS	sample_acquired
PHA002542	Coronilla scorpioides	Coronilla scorpioides (L.) Koch	Fabaceae	118892	PHYLOALPS	sample_acquired
PHA002545	Coronilla vaginalis	Coronilla vaginalis Lam.	Fabaceae	390707	PHYLOALPS	sample_acquired
PHA002548	Coronopus didymus	Lepidium didymum L.	Brassicaceae	398450	PHYLOALPS	sample_acquired
PHA002551	Coronopus squamatus	Lepidium coronopus (L.) Al-Shehbaz	Brassicaceae	228869	PHYLOALPS	sample_acquired
PHA002552	Corrigiola litoralis	Corrigiola litoralis L.	Caryophyllaceae	46118	PHYLOALPS	sample_acquired
PHA002554	Cortaderia selloana	Cortaderia selloana (Schult. & Schult.f.) Asch. & Graebn.	Poaceae	58286	PHYLOALPS	sample_acquired
PHA002555	Cortusa matthioli	Primula matthioli (L.) K.Richt.	Primulaceae	55385	PHYLOALPS	sample_acquired
PHA002557	Corydalis alba	Pseudofumaria alba (Mill.) Lidén	Papaveraceae	367485	PHYLOALPS	sample_acquired
PHA002561	Corydalis cava	Corydalis cava (L.) Schweigg. & Körte	Papaveraceae	581246	PHYLOALPS	sample_acquired
PHA002562	Corydalis intermedia	Corydalis intermedia (L.) Mérat	Papaveraceae	54425	PHYLOALPS	sample_acquired
PHA002563	Corydalis lutea	Pseudofumaria lutea (L.) Borkh.	Papaveraceae	54436	PHYLOALPS	sample_acquired
PHA002565	Corydalis solida	Corydalis solida (L.) Clairv.	Papaveraceae	38914	PHYLOALPS	sample_acquired
PHA002571	Corylus avellana	Corylus avellana L.	Betulaceae	13451	PHYLOALPS	sample_acquired
CAR002573	Corylus colurna	Corylus colurna L.	Betulaceae	101193	PHYLOALPS	sample_acquired
PHA002576	Corynephorus canescens	Corynephorus canescens (L.) P. Beauv.	Poaceae	388701	PHYLOALPS	sample_acquired
FAM002577	Corynocarpus dissimilis	Corynocarpus dissimilis Hemsl.	Corynocarpaceae	95445	PHYLOALPS	sample_acquired
FAM002578	Costus deistelii	Costus deistelii K. Schum.	Costaceae	329249	PHYLOALPS	sample_acquired
CAR002579	Cota macrantha	Cota macrantha (Heuff.) Boiss.  	Asteraceae	589824	PHYLOALPS	sample_acquired
PHA002582	Cotoneaster atlanticus	Cotoneaster atlanticus Klotz	Rosaceae	1532748	PHYLOALPS	sample_acquired
PHA002586	Cotoneaster delphinensis	Cotoneaster delphinensis Chatenier	Rosaceae	1532749	PHYLOALPS	sample_acquired
PHA002587	Cotoneaster horizontalis	Cotoneaster horizontalis Decne.	Rosaceae	690320	PHYLOALPS	sample_acquired
PHA002591	Cotoneaster integerrimus	Cotoneaster integerrimus Medik.	Rosaceae	690321	PHYLOALPS	sample_acquired
PHA002593	Cotoneaster jurana	Cotoneaster juranus Gandoger	Rosaceae	1532750	PHYLOALPS	sample_acquired
PHA002594	Cotoneaster raboutensis	Cotoneaster raboutensis Flinck, J. Fryer, Garraud, B. Hylm & J. Zeller	Rosaceae	1532751	PHYLOALPS	sample_acquired
PHA002595	Cotoneaster salicifolius	Cotoneaster salicifolius Franch.	Rosaceae	690335	PHYLOALPS	sample_acquired
PHA002597	Cotoneaster tomentosus	Cotoneaster tomentosus Lindley	Rosaceae	1143230	PHYLOALPS	sample_acquired
PHT002599	Couratari calycina	Couratari calycina Sandwith	Lecythidaceae	372698	PHYLOALPS	sample_acquired
PHT002600	Couratari guianensis	Couratari guianensis Aubl.	Lecythidaceae	221250	PHYLOALPS	sample_acquired
PHT002601	Couratari multiflora	Couratari multiflora (Sm.) Eyma	Lecythidaceae	221249	PHYLOALPS	sample_acquired
PHA002602	Crambe tatarica	Crambe tatarica Sebeók	Brassicaceae	71346	PHYLOALPS	sample_acquired
PHA002603	Crataegus laevigata	Crataegus laevigata (Poir.) DC.	Rosaceae	298643	PHYLOALPS	sample_acquired
PHA002606	Crataegus monogyna	Crataegus monogyna Jacq.	Rosaceae	140997	PHYLOALPS	sample_acquired
PHA002607	Crepis albida	Crepis albida Vill.	Asteraceae	509640	PHYLOALPS	sample_acquired
PHA002609	Crepis alpestris	Crepis alpestris (Jacq.) Tausch  	Asteraceae	268012	PHYLOALPS	sample_acquired
PHA002610	Crepis aurea	Crepis aurea (L.) Cass.	Asteraceae	212669	PHYLOALPS	sample_acquired
PHA002614	Crepis biennis	Crepis biennis Lapeyr.	Asteraceae	122532	PHYLOALPS	sample_acquired
PHA002616	Crepis bocconei	Crepis bocconi P.D. Sell	Asteraceae	268013	PHYLOALPS	sample_acquired
PHA002617	Crepis bursifolia	Crepis bursifolia L.	Asteraceae	509649	PHYLOALPS	sample_acquired
PHA002618	Crepis capillaris	Crepis capillaris (L.) Wallr.	Asteraceae	13465	PHYLOALPS	sample_acquired
PHA002620	Crepis chondrilloides	Crepis chondrilloides Jacq.	Asteraceae	509650	PHYLOALPS	sample_acquired
PHA002622	Crepis conyzifolia	Crepis conyzifolia (Gouan) A. Kerner	Asteraceae	268015	PHYLOALPS	sample_acquired
PHA002624	Crepis foetida foetida	Crepis foetida L.	Asteraceae	509658	PHYLOALPS	sample_acquired
PHA002626	Crepis froelichiana dinarica	Crepis froelichiana DC. ex Froel. subsp. dinarica (Beck) Gutermann	Asteraceae	1532752	PHYLOALPS	sample_acquired
PHA002627	Crepis froelichiana froelichiana	Crepis froelichiana DC. ex Froel.	Asteraceae	268018	PHYLOALPS	sample_acquired
PHA002629	Crepis jacquinii	Crepis jacquinii Tausch	Asteraceae	268019	PHYLOALPS	sample_acquired
PHA002631	Crepis kerneri	Crepis jacquinii Tausch subsp. kerneri (Rech.f.) Merxm.	Asteraceae	268020	PHYLOALPS	sample_acquired
PHA002634	Crepis mollis	Crepis mollis (Jacq.) Asch.	Asteraceae	268022	PHYLOALPS	sample_acquired
PHA002636	Crepis nemausensis	Crepis sancta (L.) Bornm.	Asteraceae	509687	PHYLOALPS	sample_acquired
PHA002637	Crepis nicaeensis	Crepis nicaeensis Balb. ex Pers.	Asteraceae	268024	PHYLOALPS	sample_acquired
PHA002641	Crepis paludosa	Crepis paludosa (L.) Moench	Asteraceae	310247	PHYLOALPS	sample_acquired
PHA002644	Crepis praemorsa	Crepis praemorsa (L.) Walther	Asteraceae	310246	PHYLOALPS	sample_acquired
PHA002645	Crepis pulchra	Crepis pulchra L.	Asteraceae	268025	PHYLOALPS	sample_acquired
PHA002649	Crepis pygmaea	Crepis pygmaea L.	Asteraceae	268348	PHYLOALPS	sample_acquired
PHA002652	Crepis pyrenaica	Crepis pyrenaica (L.) Greuter	Asteraceae	122533	PHYLOALPS	sample_acquired
PHA002655	Crepis rhaetica	Crepis rhaetica Hegetschw.	Asteraceae	268026	PHYLOALPS	sample_acquired
PHA002658	Crepis setosa	Crepis setosa Haller f.	Asteraceae	268029	PHYLOALPS	sample_acquired
PHA002660	Crepis suffreniana	Crepis suffreniana (DC.) J. Lloyd	Asteraceae	1532753	PHYLOALPS	sample_acquired
PHA002661	Crepis tectorum	Crepis tectorum L.	Asteraceae	55615	PHYLOALPS	sample_acquired
PHA002662	Crepis terglouensis	Crepis terglouensis (Hacq.) A.Kern.	Asteraceae	1532754	PHYLOALPS	sample_acquired
PHA002664	Crepis vesicaria taraxacifolia	Crepis vesicaria L. subsp. taraxacifolia (Thuill.) Thell. 	Asteraceae	268033	PHYLOALPS	sample_acquired
PHA002666	Crepis vesicaria vesicaria	Crepis vesicaria L.	Asteraceae	509697	PHYLOALPS	sample_acquired
PHA002667	Crepis zacintha	Crepis zacintha (L.) Babcock	Asteraceae	509699	PHYLOALPS	sample_acquired
PHA002670	Crocus albiflorus	Crocus caeruleus Weston	Iridaceae	481123	PHYLOALPS	sample_acquired
CAR002673	Crocus banaticus	Crocus banaticus J. Gay	Iridaceae	481020	PHYLOALPS	sample_acquired
CAR002675	Crocus heuffelianus	Crocus heuffelianus Herb.	Iridaceae	1407630	PHYLOALPS	sample_acquired
PHA002677	Crocus ligusticus	Crocus ligusticus Mariotti	Iridaceae	481079	PHYLOALPS	sample_acquired
PHA002679	Crocus sativus	Crocus sativus L.	Iridaceae	82528	PHYLOALPS	sample_acquired
PHA002681	Crocus vernus	Crocus vernus (L.) Hill	Iridaceae	87752	PHYLOALPS	sample_acquired
PHA002685	Crocus versicolor	Crocus versicolor Ker-Gawler	Iridaceae	481125	PHYLOALPS	sample_acquired
PHA002687	Crucianella angustifolia	Crucianella angustifolia L.	Rubiaceae	29784	PHYLOALPS	sample_acquired
PHA002690	Crucianella latifolia	Crucianella latifolia L.	Rubiaceae	1532755	PHYLOALPS	sample_acquired
PHA002692	Cruciata glabra	Cruciata glabra (L.) Opiz	Rubiaceae	29785	PHYLOALPS	sample_acquired
PHA002693	Cruciata laevipes	Cruciata laevipes Opiz	Rubiaceae	29786	PHYLOALPS	sample_acquired
PHA002699	Cruciata pedemontana	Cruciata pedemontana (Bellardi) Ehrend.	Rubiaceae	715652	PHYLOALPS	sample_acquired
PHA002700	Crupina vulgaris	Crupina vulgaris Pers. ex Cass.  	Asteraceae	145813	PHYLOALPS	sample_acquired
PHA002703	Crypsis alopecuroides	Crypsis alopecuroides (Piller & Mitterp.) Schrad.	Poaceae	1532756	PHYLOALPS	sample_acquired
PHA002704	Crypsis schoenoides	Crypsis schoenoides (L.) Lam.	Poaceae	416027	PHYLOALPS	sample_acquired
PHA002707	Cryptogramma crispa	Cryptogramma crispa (L.) R. Br. ex Hook.	Pteridaceae	306132	PHYLOALPS	sample_acquired
PHA002711	Cucubalus baccifer	Silene baccifera (L.) Roth	Caryophyllaceae	54818	PHYLOALPS	sample_acquired
PHT002712	Cupania scrobiculata	Cupania scrobiculata Rich.	Sapindaceae	289801	PHYLOALPS	sample_acquired
PHA002713	Cupressus sempervirens	Cupressus sempervirens L.	Cupressaceae	13469	PHYLOALPS	sample_acquired
PHA002717	Cuscuta campestris	Cuscuta campestris Yunck.	Convolvulaceae	132261	PHYLOALPS	sample_acquired
PHA002718	Cuscuta cesatiana	Cuscuta campestris Yunck.	Convolvulaceae	1671040	PHYLOALPS	sample_acquired
PHA002720	Cuscuta epithymum kotschyi	Cuscuta epithymum (L.) L. subsp. kotschyi (Des Moul.) Arcang.	Convolvulaceae	1532757	PHYLOALPS	sample_acquired
PHA002722	Cuscuta europaea	Cuscuta europaea L.	Convolvulaceae	41803	PHYLOALPS	sample_acquired
PHA002723	Cuscuta planiflora	Cuscuta planiflora Ten.	Convolvulaceae	192822	PHYLOALPS	sample_acquired
PHA002724	Cuscuta scandens	Cuscuta monogyna Vahl	Convolvulaceae	184474	PHYLOALPS	sample_acquired
CAR002726	Cyanus maramarosiensis	Cyanus maramarosiensis (Jáv.) Dostál	Asteraceae	1079196	PHYLOALPS	sample_acquired
PHA002728	Cyclamen purpurascens	Cyclamen purpurascens Mill.	Primulaceae	87532	PHYLOALPS	sample_acquired
PHA002730	Cymbalaria muralis	Cymbalaria muralis P. Gaertn., B.Mey. & Scherb.	Plantaginaceae	4166	PHYLOALPS	sample_acquired
PHA002732	Cynodon dactylon	Cynodon dactylon (L.) Pers.	Poaceae	28909	PHYLOALPS	sample_acquired
PHA002734	Cynoglossum cheirifolium	Pardoglossum cheirifolium (L.) E. Barbier & Mathez	Boraginaceae	203756	PHYLOALPS	sample_acquired
PHA002735	Cynoglossum creticum	Cynoglossum creticum Mill.	Boraginaceae	363801	PHYLOALPS	sample_acquired
PHA002738	Cynoglossum dioscoridis	Cynoglossum dioscoridis Vill.	Boraginaceae	909312	PHYLOALPS	sample_acquired
PHA002748	Cynosurus cristatus	Cynosurus cristatus L.	Poaceae	211939	PHYLOALPS	sample_acquired
PHA002749	Cynosurus echinatus	Cynosurus echinatus L.	Poaceae	211940	PHYLOALPS	sample_acquired
PHA002751	Cynosurus effusus	Cynosurus elegans Desf.	Poaceae	1440530	PHYLOALPS	sample_acquired
PHA002752	Cyperus eragrostis	Cyperus eragrostis Lam.	Cyperaceae	529430	PHYLOALPS	sample_acquired
PHA002757	Cyperus esculentus	Cyperus esculentus L.	Cyperaceae	1053340	PHYLOALPS	sample_acquired
PHA002761	Cyperus flavescens	Pycreus flavescens (L.) P. Beauv. ex Rchb.	Cyperaceae	76497	PHYLOALPS	sample_acquired
PHA002765	Cyperus fuscus	Cyperus fuscus L.	Cyperaceae	529431	PHYLOALPS	sample_acquired
PHA002766	Cyperus glomeratus	Cyperus glomeratus L.	Cyperaceae	1249729	PHYLOALPS	sample_acquired
PHA002768	Cyperus longus	Cyperus longus L.	Cyperaceae	76433	PHYLOALPS	sample_acquired
PHA002769	Cypripedium calceolus	Cypripedium calceolus L.	Orchidaceae	53038	PHYLOALPS	sample_acquired
PHA002771	Cystopteris alpina	Cystopteris alpina (Jacq.) Desv.	Woodsiaceae	1328776	PHYLOALPS	sample_acquired
PHA002773	Cystopteris dickieana	Cystopteris fragilis (L.) Bernh.	Woodsiaceae	1851347	PHYLOALPS	sample_acquired
PHA002775	Cystopteris fragilis	Cystopteris fragilis (L.) Bernh.	Woodsiaceae	32112	PHYLOALPS	sample_acquired
PHA002778	Cystopteris montana	Cystopteris montana (Lam.) Bernh. ex Desv.	Woodsiaceae	1133549	PHYLOALPS	sample_acquired
PHA002779	Cytisophyllum sessilifolium	Cytisophyllum sessilifolium (L.) O. Lang	Fabaceae	3834	PHYLOALPS	sample_acquired
PHA002782	Cytisus ardoinii	Cytisus ardoinii E. Fourn.	Fabaceae	1532758	PHYLOALPS	sample_acquired
PHA002784	Cytisus decumbens	Cytisus decumbens (Durande) Spach	Fabaceae	194238	PHYLOALPS	sample_acquired
PHA002785	Cytisus emeriflorus	Cytisus decumbens (Durande) Spach	Fabaceae	1532759	PHYLOALPS	sample_acquired
CAR002787	Cytisus falcatus	Cytisus hirsutus L.	Fabaceae	1907880	PHYLOALPS	sample_acquired
CAR002789	Cytisus leucotrichus	Cytisus hirsutus L.	Fabaceae	1907881	PHYLOALPS	sample_acquired
PHA002790	Cytisus lotoides	Cytisus lotoides Pourr.	Fabaceae	359563	PHYLOALPS	sample_acquired
PHA002791	Cytisus nigricans nigricans	Lembotropis nigricans (L.) Griseb.	Fabaceae	49815	PHYLOALPS	sample_acquired
PHA002792	Cytisus pseudoprocumbens	Cytisus pseudoprocumbens Markgr.	Fabaceae	359567	PHYLOALPS	sample_acquired
PHA002794	Cytisus sauzeanus	Cytisus sauzeanus Burnat & Briq.	Fabaceae	1532760	PHYLOALPS	sample_acquired
PHA002797	Cytisus scoparius	Cytisus scoparius (L.) Link	Fabaceae	3835	PHYLOALPS	sample_acquired
PHA002798	Cytisus triflorus	Cytisus triflorus Lam.	Fabaceae	515509	PHYLOALPS	sample_acquired
PHA002799	Cytisus villosus	Cytisus elongatus Waldst. & Kit.	Fabaceae	49816	PHYLOALPS	sample_acquired
PHT002800	Dacryodes cuspidata	Dacryodes cuspidata (Cuatrec.) Daly	Burseraceae	597289	PHYLOALPS	sample_acquired
PHA002801	Dactylis glomerata glomerata	Dactylis glomerata L. 	Poaceae	1211456	PHYLOALPS	sample_acquired
PHA002803	Dactylis glomerata hispanica	Dactylis glomerata L. subsp. hispanica (Roth) Nyman	Poaceae	165095	PHYLOALPS	sample_acquired
PHA002805	Dactylis polygama	Dactylis glomerata L.	Poaceae	4509	PHYLOALPS	sample_acquired
PHA002807	Dactylorhiza cruenta	Dactylorhiza incarnata (L.) Soó subsp. cruenta (O.F.Müll.) P.D.Sell	Orchidaceae	469782	PHYLOALPS	sample_acquired
PHA002809	Dactylorhiza fuchsii	Dactylorhiza fuchsii (Druce) Soó	Orchidaceae	230571	PHYLOALPS	sample_acquired
PHA002810	Dactylorhiza incarnata incarnata	Dactylorhiza incarnata (L.) Soó	Orchidaceae	329321	PHYLOALPS	sample_acquired
PHA002811	Dactylorhiza maculata	Dactylorhiza maculata (L.) Soó	Orchidaceae	230572	PHYLOALPS	sample_acquired
PHA002814	Dactylorhiza majalis	Dactylorhiza majalis (Rchb.) P.F. Hunt & Summerh.	Orchidaceae	231484	PHYLOALPS	sample_acquired
PHA002816	Dactylorhiza sambucina	Dactylorhiza sambucina (L.) Soó	Orchidaceae	65785	PHYLOALPS	sample_acquired
PHA002820	Dactylorhiza traunsteineri	Dactylorhiza traunsteineri (Saut. ex Rchb.) Soó	Orchidaceae	230573	PHYLOALPS	sample_acquired
PHA002823	Damasonium alisma	Damasonium alisma Miller	Alismataceae	55451	PHYLOALPS	sample_acquired
PHA002824	Danae racemosa	Danae racemosa (L.) Moench 	Asparagaceae	34184	PHYLOALPS	sample_acquired
PHA002826	Danthonia alpina	Danthonia alpina Vest	Poaceae	500228	PHYLOALPS	sample_acquired
PHA002829	Danthonia decumbens	Danthonia decumbens (L.) DC.	Poaceae	500232	PHYLOALPS	sample_acquired
PHA002830	Daphne alpina	Daphne alpina L.	Thymelaeaceae	1532761	PHYLOALPS	sample_acquired
PHA002833	Daphne blagayana	Daphne blagayana Freyer	Thymelaeaceae	653935	PHYLOALPS	sample_acquired
PHA002837	Daphne cneorum	Daphne cneorum L	Thymelaeaceae	224033	PHYLOALPS	sample_acquired
PHA002839	Daphne laureola	Daphne laureola L.	Thymelaeaceae	223749	PHYLOALPS	sample_acquired
PHA002842	Daphne mezereum	Daphne mezereum L.	Thymelaeaceae	66680	PHYLOALPS	sample_acquired
PHA002843	Daphne petraea	Daphne petraea Leyb.	Thymelaeaceae	1532762	PHYLOALPS	sample_acquired
PHA002845	Daphne striata	Daphne striata Tratt.	Thymelaeaceae	882673	PHYLOALPS	sample_acquired
FAM002848	Darlingtonia californica	Darlingtonia californica Torr.	Sarraceniaceae	4355	PHYLOALPS	sample_acquired
FAM002849	Dasylepis seretii	Dasylepis seretii De Wild.	Achariaceae	1904719	PHYLOALPS	sample_acquired
PHA002850	Dasypyrum villosum	Dasypyrum villosum (L.) Borbás	Poaceae	40247	PHYLOALPS	sample_acquired
FAM002852	Datisca canaboidea	Datisca cannabina L.	Datiscaceae	34296	PHYLOALPS	sample_acquired
PHA002853	Datura innoxia	Datura innoxia Mill.	Solanaceae	4075	PHYLOALPS	sample_acquired
PHA002856	Datura stramonium	Datura stramonium L.	Solanaceae	4076	PHYLOALPS	sample_acquired
PHA002858	Daucus carota	Daucus carota L.	Apiaceae	4039	PHYLOALPS	sample_acquired
FAM002860	Decaisnea fargesii	Decaisnea insignis (Griff.) Hook. f. & Thomson	Lardizabalaceae	41780	PHYLOALPS	sample_acquired
PHT002861	Decaryella madagascariensis	Decaryella madagascariensis A. Camus	Poaceae	1671041	PHYLOALPS	sample_acquired
FAM002862	Degeneria vitiensis	Degeneria vitiensis L.W. Bailey & A.C. Sm.	Degeneriaceae	13483	PHYLOALPS	sample_acquired
PHA002863	Delphinium dubium	Delphinium dubium (Rouy & Fouc.) Pawl.	Ranunculaceae	1127158	PHYLOALPS	sample_acquired
PHA002865	Delphinium elatum elatum	Delphinium elatum L.	Ranunculaceae	46247	PHYLOALPS	sample_acquired
PHA002867	Delphinium elatum helveticum	Delphinium elatum L. subsp. helveticum Pawł.	Ranunculaceae	1532763	PHYLOALPS	sample_acquired
PHA002869	Delphinium fissum	Delphinium fissum Waldst. & Kit. 	Ranunculaceae	1127161	PHYLOALPS	sample_acquired
CAR002870	Delphinium oxysepalum	Delphinium oxysepalum Pax & Borbás	Ranunculaceae	1127183	PHYLOALPS	sample_acquired
PHT002871	Dendrobangia boliviana	Dendrobangia boliviana Rusby 	Cardiopteridaceae	597262	PHYLOALPS	sample_acquired
PHA002873	Deschampsia cespitosa	Deschampsia cespitosa (L.) P. Beauv.	Poaceae	37723	PHYLOALPS	sample_acquired
PHA002876	Deschampsia media	Deschampsia media (Gouan) Roem. & Schult.	Poaceae	1532764	PHYLOALPS	sample_acquired
PHA002877	Descurainia sophia	Descurainia sophia (L.) Webb ex Prantl	Brassicaceae	89411	PHYLOALPS	sample_acquired
PHA002879	Dianthus alpinus	Dianthus alpinus L.	Caryophyllaceae	1532765	PHYLOALPS	sample_acquired
