ORDER	FAMILY	SPECIES	JUSTIFICATION	COPO	NHM	WYTHAM	TOL_SCOTLAND	long_list	family_representative	sample_collected
Lepidoptera	Noctuidae	Noctua pronuba	Availability	COLLECTED	NHM	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Lepidoptera	Noctuidae	Oligia strigilis	Community survey	COLLECTED	NHM	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Lepidoptera	Nolidae	Nola cucullatella	Availability	COLLECTED	NOT COLLECTED	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Lepidoptera	Nolidae	Nycteola revayana	Availability	COLLECTED	NHM	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Lepidoptera	Notodontidae	Phalera bucephala	Community survey	COLLECTED	NHM	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Lepidoptera	Notodontidae	Thaumetopoea processionea	Availability	COLLECTED	NOT COLLECTED	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Lepidoptera	Nymphalidae	Aglais io	All butterflies	NOT COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Lepidoptera	Nymphalidae	Aglais urticae	All butterflies	COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Lepidoptera	Nymphalidae	Apatura iris	All butterflies	COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Lepidoptera	Nymphalidae	Aphantopus hyperantus	All butterflies	COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Lepidoptera	Nymphalidae	Argynnis aglaja	All butterflies	COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Lepidoptera	Nymphalidae	Boloria euphrosyne	All butterflies	COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Lepidoptera	Nymphalidae	Boloria selene	All butterflies	COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Lepidoptera	Nymphalidae	Coenonympha pamphilus	All butterflies	COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Lepidoptera	Nymphalidae	Coenonympha tullia	All butterflies	COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Lepidoptera	Nymphalidae	Erebia aethiops	All butterflies	COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Lepidoptera	Nymphalidae	Erebia epiphron	All butterflies	COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Lepidoptera	Nymphalidae	Euphydryas aurinia	All butterflies	COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Lepidoptera	Nymphalidae	Fabriciana adippe	All butterflies	COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Lepidoptera	Nymphalidae	Hipparchia semele	All butterflies	COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Lepidoptera	Nymphalidae	Lasiommata megera	All butterflies	COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Lepidoptera	Nymphalidae	Limenitis camilla	All butterflies	COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Lepidoptera	Nymphalidae	Maniola jurtina	All butterflies	COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Lepidoptera	Nymphalidae	Melanargia galathea	All butterflies	COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Lepidoptera	Nymphalidae	Melitaea athalia	All butterflies	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Lepidoptera	Nymphalidae	Melitaea cinxia	All butterflies	COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Lepidoptera	Nymphalidae	Nymphalis polychloros	All butterflies	COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Lepidoptera	Nymphalidae	Pararge aegeria	All butterflies	COLLECTED	NOT COLLECTED	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Lepidoptera	Nymphalidae	Polygonia c-album	All butterflies	COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Lepidoptera	Nymphalidae	Vanessa atalanta	All butterflies	COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Lepidoptera	Nymphalidae	Vanessa cardui	All butterflies	COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Lepidoptera	Oecophoridae	Hofmannophila pseudospretella	Availability	COLLECTED	NHM	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Lepidoptera	Oecophoridae	Esperia sulphurella	Availability	COLLECTED	NHM	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Lepidoptera	Opostegidae	Opostega salaciella	Availability	COLLECTED	NOT COLLECTED	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Lepidoptera	Opostegidae	Pseudopostega crepusculella	Availability	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Lepidoptera	Papilionidae	Papilio machaon	All butterflies	COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Lepidoptera	Parametriotidae	Blastodacna hellerella	Availability	NOT COLLECTED	NHM	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Lepidoptera	Parametriotidae	Spuleria flavicaput	Availability	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Lepidoptera	Peleopodidae	Carcina quercana	Monospecific family	COLLECTED	NHM	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Lepidoptera	Pieridae	Anthocharis cardamines	All butterflies	COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Lepidoptera	Pieridae	Colias croceus	All butterflies	COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Lepidoptera	Pieridae	Gonepteryx rhamni	All butterflies	NOT COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Lepidoptera	Pieridae	Leptidea sinapis	All butterflies	COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Lepidoptera	Pieridae	Pieris brassicae	All butterflies	COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Lepidoptera	Pieridae	Pieris napi	All butterflies	COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Lepidoptera	Pieridae	Pieris rapae	All butterflies	COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Lepidoptera	Plutellidae	Plutella xylostella	Availability	COLLECTED	NHM	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Lepidoptera	Plutellidae	Plutella porrectella	Availability	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Lepidoptera	Praydidae	Prays fraxinella	Availability	COLLECTED	NOT COLLECTED	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Lepidoptera	Praydidae	Prays ruficeps	Availability	COLLECTED	NOT COLLECTED	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Lepidoptera	Prodoxidae	Lampronia corticella	Availability	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Lepidoptera	Prodoxidae	Lampronia luzella	Availability	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Lepidoptera	Psychidae	Bacotia claustrella	Availability	COLLECTED	NOT COLLECTED	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Lepidoptera	Psychidae	Taleporia tubulosa	Availability	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Lepidoptera	Pterophoridae	Pterophorus pentadactyla	Availability	COLLECTED	NOT COLLECTED	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Lepidoptera	Pterophoridae	Emmelina monodactyla	Availability	COLLECTED	NHM	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Lepidoptera	Pyralidae	Endotricha flammealis	Availability	COLLECTED	NHM	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Lepidoptera	Pyralidae	Udea olivalis	Availability	COLLECTED	NOT COLLECTED	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Lepidoptera	Riodinidae	Hamearis lucina	All butterflies	COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Lepidoptera	Roeslerstammiidae	Roeslerstammia erxlebella	Dispecific family	COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Lepidoptera	Roeslerstammiidae	Roeslerstammia pronubella	Dispecific family	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Lepidoptera	Saturniidae	Saturnia pavonia	Monospecific family	COLLECTED	NOT COLLECTED	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Lepidoptera	Schreckensteiniidae	Schreckensteinia festaliella	Monospecific family	NOT COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Lepidoptera	Scythrididae	Scythris picaepennis	Availability	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Lepidoptera	Scythrididae	Scythris subcinctella	Availability	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Lepidoptera	Scythropiidae	Scythropia crataegella	Monospecific family	COLLECTED	NHM	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Lepidoptera	Sesiidae	Sesia apiformis	Availability	COLLECTED	NOT COLLECTED	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Lepidoptera	Sesiidae	Synanthedon tipuliformis	Availability	COLLECTED	NHM	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Lepidoptera	Sphingidae	Laothoe populi	Availability	COLLECTED	NHM	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Lepidoptera	Sphingidae	Deilephila elpenor	Availability	COLLECTED	NHM	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Lepidoptera	Stathmopodidae	Stathmopoda pedella	Monospecific family	NOT COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Lepidoptera	Tineidae	Monopis laevigella	Availability	COLLECTED	NOT COLLECTED	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Lepidoptera	Tineidae	Tinea trinotella	Availability	COLLECTED	NHM	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Lepidoptera	Tischeriidae	Tischeria ekebladella	Community survey	COLLECTED	NHM	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Lepidoptera	Tischeriidae	Coptotriche marginea	Availability	COLLECTED	NHM	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Lepidoptera	Tortricidae	Tortrix viridana	Availability	COLLECTED	NHM	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Lepidoptera	Tortricidae	Pammene giganteana	Availability	COLLECTED	NHM	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Lepidoptera	Yponomeutidae	Yponomeuta evonymella	Availability	COLLECTED	NOT COLLECTED	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Lepidoptera	Yponomeutidae	Paraswammerdamia nebulella	Availability	COLLECTED	NOT COLLECTED	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Lepidoptera	Ypsolophidae	Ypsolopha parenthesella	Availability	COLLECTED	NHM	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Lepidoptera	Ypsolophidae	Ypsolopha sequella	Availability	COLLECTED	NOT COLLECTED	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Lepidoptera	Zygaenidae	Zygaena filipendulae	Availability	COLLECTED	NHM	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Lepidoptera	Zygaenidae	Zygaena lonicerae	Availability	COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Mecoptera	Boreidae	Boreus hyemalis	monospecific family	COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Mecoptera	Panorpidae	Panorpa cognata	Availability	COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Mecoptera	Panorpidae	Panorpa germanica	Availability	COLLECTED	NHM	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Megaloptera	Sialidae	Sialis fuliginosa	Availability	COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Megaloptera	Sialidae	Sialis lutaria	Availability	COLLECTED	NHM	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Neuroptera	Chrysopidae	Chrysoperla carnea	Community survey	COLLECTED	NOT COLLECTED	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Neuroptera	Chrysopidae	Nothochrysa fulviceps	Availability	COLLECTED	NOT COLLECTED	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Neuroptera	Coniopterygidae	Conwentzia psociformis	Availability	COLLECTED	NHM	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Neuroptera	Coniopterygidae	Semidalis pseudouncinata	Availability	COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Neuroptera	Hemerobiidae	Drepanepteryx phalaenoides	Availability	COLLECTED	NHM	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Neuroptera	Hemerobiidae	Micromus variegatus	Availability	COLLECTED	NHM	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Neuroptera	Myrmeleontidae	Euroleon nostras	Community survey	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Neuroptera	Osmylidae	Osmylus fulvicephalus	monospecific family	NOT COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Neuroptera	Sisyridae	Sisyra nigra	Availability	COLLECTED	NHM	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Neuroptera	Sisyridae	Sisyra terminalis	Availability	COLLECTED	NHM	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Odonata	Aeshnidae	Aeshna cyanea	Community survey	NOT COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Odonata	Aeshnidae	Aeshna mixta	Availability	COLLECTED	NHM	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Odonata	Calopterygidae	Calopteryx splendens	Community survey	COLLECTED	NHM	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Odonata	Calopterygidae	Calopteryx virgo	Availability	NOT COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Odonata	Coenagrionidae	Coenagrion mercuriale	Community survey	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Odonata	Coenagrionidae	Ischnura elegans	Community survey	COLLECTED	NHM	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Odonata	Cordulegastridae	Cordulegaster boltonii	Monospecific family	COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Odonata	Corduliidae	Somatochlora arctica	Availability	COLLECTED	NOT COLLECTED	NOT COLLECTED	SAN	DTOL	DTOL	DTOL
Odonata	Corduliidae	Cordulia aenea	Availability	COLLECTED	NHM	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Odonata	Gomphidae	Gomphus vulgatissimus	Monospecific family	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Odonata	Lestidae	Lestes sponsa	Availability	NOT COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Odonata	Lestidae	Lestes dryas	Availability	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Odonata	Libellulidae	Sympetrum striolatum	Availability	COLLECTED	NHM	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Odonata	Libellulidae	Orthetrum cancellatum	Availability	COLLECTED	NHM	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Odonata	Platycnemididae	Platycnemis pennipes	Monospecific family	COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Orthoptera	Acrididae	Chorthippus brunneus	Community survey	COLLECTED	NOT COLLECTED	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Orthoptera	Acrididae	Chorthippus parallelus	Community survey	COLLECTED	NOT COLLECTED	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Orthoptera	Conocephalidae	Conocephalus fuscus	Dispecific family	COLLECTED	NHM	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Orthoptera	Conocephalidae	Conocephalus dorsalis	Dispecific family	NOT COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Orthoptera	Gryllidae	Gryllus campestris	Community survey	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Orthoptera	Gryllidae	Gryllus bimaculatus	Community survey	COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Orthoptera	Gryllotalpidae	Gryllotalpa gryllotalpa	Monospecific family	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Orthoptera	Tetrigidae	Tetrix undulata	Availability	COLLECTED	NHM	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Orthoptera	Tetrigidae	Tetrix subulata	Availability	COLLECTED	NHM	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Orthoptera	Tettigoniidae	Tettigonia viridissima	Community survey	NOT COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Orthoptera	Tettigoniidae	Meconema thalassinum	Availability	COLLECTED	NHM	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Phasmida	Phasmatidae	Clitarchus hookeri	Availability	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Phasmida	Phasmatidae	Acanthoxyla prasina	Availability	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Psocodea	Echinophthiriidae	Echinophthirius horridus	Monospecific family	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Psocodea	Haematopinidae	Haematopinus eurysternus	Availability	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Psocodea	Haematopinidae	Haematopinus asini	Availability	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Psocodea	Hoplopleuridae	Hoplopleura sciuricola		NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Psocodea	Linognathidae	Linognathus stenopsis	Availability	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Psocodea	Linognathidae	Linognathus ovillus		NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Psocodea	Pediculidae	Pediculus humanus	Monospecific family	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Psocodea	Philopteridae	Quadraceps obliquus	Dispecific family	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Psocodea	Philopteridae	Cuculicola latirostris	Dispecific family	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Psocodea	Phthiridae	Pthirus pubis	Monospecific family	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Psocodea	Polyplacidae	Polyplax spinulosa	Availability	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Psocodea	Polyplacidae	Haemodipsus ventricosus	Availability	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Plecoptera	Capniidae	Capnia vidua	Availability	NOT COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Plecoptera	Capniidae	Zwicknia bifrons	Availability	NOT COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Plecoptera	Chloroperlidae	Chloroperla tripunctata	Availability	COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Plecoptera	Chloroperlidae	Siphonoperla torrentium	Availability	COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Plecoptera	Leuctridae	Leuctra inermis	Availability	COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Plecoptera	Leuctridae	Leuctra geniculata	Availability	COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Plecoptera	Nemouridae	Nemoura avicularis	Availability	COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Plecoptera	Nemouridae	Protonemura meyeri	Availability	NOT COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Plecoptera	Perlidae	Perla bipunctata	Dispecific family	COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Plecoptera	Perlidae	Dinocras cephalotes	Dispecific family	COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Plecoptera	Perlodidae	Isogenus nubecula	Availability	NOT COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Plecoptera	Perlodidae	Perlodes mortoni	Availability	NOT COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Plecoptera	Taeniopterygidae	Brachyptera putata	Availability	NOT COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Plecoptera	Taeniopterygidae	Taeniopteryx nebulosa	Availability	NOT COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Poduromorpha	Neanuridae	Anurida maritima	Availability	COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Poduromorpha	Neanuridae	Neanura muscorum	Availability	COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Psocodea	Amphipsocidae	Kolbia quisquiliarum	Monospecific family	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Psocodea	Caeciliusidae	Valenzuela flavidus	Availability	NOT COLLECTED	NOT COLLECTED	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Psocodea	Caeciliusidae	Valenzuela burmeisteri 	Availability	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Psocodea	Ectopsocidae	Ectopsocus briggsi	Availability	NOT COLLECTED	NOT COLLECTED	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Psocodea	Ectopsocidae	Ectopsocus petersi	Availability	NOT COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Psocodea	Elipsocidae	Elipsocus hyalinus	Availability	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Psocodea	Elipsocidae	Elipsocus pumilis	Availability	NOT COLLECTED	NOT COLLECTED	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Psocodea	Epipsocidae	Bertkauia lucifuga	Monospecific family	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Psocodea	Lachesillidae	Lachesilla pedicularia	Availability	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Psocodea	Lachesillidae	Lachesilla quercus		NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Psocodea	Lepidopsocidae	Pteroxanium kelloggi	Availability	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Psocodea	Liposcelididae	Liposcelis bostrychophila	Availability	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Psocodea	Liposcelididae	Liposcelis meridionalis	Availability	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Psocodea	Mesopsocidae	Mesopsocus immunis	Availability	NOT COLLECTED	NOT COLLECTED	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Psocodea	Mesopsocidae	Mesopsocus unipunctatus	Availability	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Psocodea	Pachytroctidae	Tapinella castanea	Monospecific family	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Psocodea	Paracaeciliidae	Chilenocaecilius ornatipennis	Monospecific family	COLLECTED	NOT COLLECTED	NOT COLLECTED	SAN	DTOL	DTOL	DTOL
Psocodea	Peripsocidae	Peripsocus subfasciatus	Availability	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Psocodea	Peripsocidae	Peripsocus phaeopterus	Availability	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Psocodea	Philotarsidae	Philotarsus parviceps	Dispecific family	COLLECTED	NHM	WW	SAN	DTOL	DTOL	DTOL
Psocodea	Philotarsidae	Philotarsus picicornis	Dispecific family	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Psocodea	Psocidae	Metylophorus nebulosus	Availability	COLLECTED	NOT COLLECTED	NOT COLLECTED	SAN	DTOL	DTOL	DTOL
Psocodea	Psocidae	Psococerastis gibbosa	Availability	COLLECTED	NHM	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Psocodea	Psoquillidae	Psoquilla marginepunctata		NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Psocodea	Psyllipsocidae	Psyllipsocus ramburii	Dispecific family	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Psocodea	Psyllipsocidae	Dorypteryx domestica	Dispecific family	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
