Family	Genus	Species	Status	2020	lowest_priority	2021	2022	sample_collected	other_priority	family_representative	long_list
Bartramiaceae	Plagiopus	oederianus	dtol			yes		DTOL			DTOL
Brachytheciaceae	Brachytheciastrum	trachypodium	dtol								DTOL
Brachytheciaceae	Brachytheciastrum	velutinum	dtol								DTOL
Brachytheciaceae	Brachythecium	albicans	dtol								DTOL
Brachytheciaceae	Brachythecium	cirrosum	dtol								DTOL
Brachytheciaceae	Brachythecium	erythrorrhizon	dtol								DTOL
Brachytheciaceae	Brachythecium	glareosum	dtol								DTOL
Brachytheciaceae	Brachythecium	mildeanum	dtol								DTOL
Brachytheciaceae	Brachythecium	rivulare	dtol								DTOL
Brachytheciaceae	Brachythecium	rutabulum	dtol			yes		DTOL			DTOL
Brachytheciaceae	Brachythecium	salebrosum	dtol								DTOL
Brachytheciaceae	Cirriphyllum	crassinervium	dtol								DTOL
Brachytheciaceae	Cirriphyllum	piliferum	dtol								DTOL
Brachytheciaceae	Eurhynchiastrum	diversifolium	dtol								DTOL
Brachytheciaceae	Eurhynchium	striatum	dtol			yes		DTOL			DTOL
Brachytheciaceae	Homalothecium	lutescens	dtol								DTOL
Brachytheciaceae	Homalothecium	sericeum	dtol_other_priority	yes				DTOL	DTOL		DTOL
Brachytheciaceae	Kindbergia	praelonga	dtol_family_representative	yes				DTOL		DTOL	DTOL
Brachytheciaceae	Microeurhynchium	pumilum	dtol								DTOL
Brachytheciaceae	Oxyrrhynchium	hians	dtol								DTOL
Brachytheciaceae	Oxyrrhynchium	schleicheri	dtol								DTOL
Brachytheciaceae	Oxyrrhynchium	speciosum	dtol								DTOL
Brachytheciaceae	Plasteurhynchium	meridionale	dtol								DTOL
Brachytheciaceae	Plasteurhynchium	striatulum	dtol								DTOL
Brachytheciaceae	Pseudoscleropodium	purum	dtol			yes		DTOL			DTOL
Brachytheciaceae	Rhynchostegiella	curviseta	dtol								DTOL
Brachytheciaceae	Rhynchostegiella	litorea	dtol								DTOL
Brachytheciaceae	Rhynchostegiella	tenella	dtol				yes	DTOL			DTOL
Brachytheciaceae	Rhynchostegiella	teneriffae	dtol								DTOL
Brachytheciaceae	Rhynchostegium	alopecuroides	dtol								DTOL
Brachytheciaceae	Rhynchostegium	confertum	dtol								DTOL
Brachytheciaceae	Rhynchostegium	megapolitanum	dtol								DTOL
Brachytheciaceae	Rhynchostegium	murale	dtol								DTOL
Brachytheciaceae	Rhynchostegium	riparioides	dtol			yes		DTOL			DTOL
Brachytheciaceae	Rhynchostegium	rotundifolium	dtol								DTOL
Brachytheciaceae	Sciuro-hypnum	glaciale	dtol			yes		DTOL			DTOL
Brachytheciaceae	Sciuro-hypnum	plumosum	dtol			yes		DTOL			DTOL
Brachytheciaceae	Sciuro-hypnum	populeum	dtol				yes	DTOL			DTOL
Brachytheciaceae	Sciuro-hypnum	reflexum	dtol								DTOL
Brachytheciaceae	Sciuro-hypnum	starkei	dtol								DTOL
Brachytheciaceae	Scleropodium	cespitans	dtol								DTOL
Brachytheciaceae	Scleropodium	touretii	dtol								DTOL
Brachytheciaceae	Scorpiurium	circinatum	dtol								DTOL
Bruchiaceae	Bruchia	vogesiaca	dtol_family_representative							DTOL	DTOL
Bruchiaceae	Trematodon	ambiguus	dtol								DTOL
Bryaceae	Bryum	algovicum	dtol								DTOL
Bryaceae	Bryum	alpinum	dtol_family_representative	yes				DTOL		DTOL	DTOL
Bryaceae	Bryum	apiculatum	dtol								DTOL
Bryaceae	Bryum	archangelicum	dtol								DTOL
Bryaceae	Bryum	arcticum	dtol								DTOL
Bryaceae	Bryum	argenteum	dtol								DTOL
Bryaceae	Bryum	bornholmense	dtol								DTOL
Bryaceae	Bryum	caespiticium	dtol								DTOL
Bryaceae	Bryum	calophyllum	dtol								DTOL
Bryaceae	Bryum	canariense	dtol								DTOL
Bryaceae	Bryum	capillare	dtol			yes		DTOL			DTOL
Bryaceae	Bryum	concinnatum	dtol								DTOL
Bryaceae	Bryum	creberrimum	dtol								DTOL
Bryaceae	Bryum	cyclophyllum	dtol								DTOL
Bryaceae	Bryum	demissum	dtol								DTOL
Bryaceae	Bryum	dichotomum	dtol								DTOL
Bryaceae	Bryum	dixonii	dtol								DTOL
Bryaceae	Bryum	donianum	dtol								DTOL
Bryaceae	Bryum	dyffrynense	dtol								DTOL
Bryaceae	Bryum	elegans	dtol								DTOL
Bryaceae	Bryum	gemmiferum	dtol								DTOL
Bryaceae	Bryum	gemmilucens	dtol								DTOL
Bryaceae	Bryum	gemmiparum	dtol								DTOL
Bryaceae	Bryum	intermedium	dtol								DTOL
Bryaceae	Bryum	julaceum	dtol_other_priority			yes		DTOL	DTOL		DTOL
Bryaceae	Bryum	klinggraeffii	dtol								DTOL
Bryaceae	Bryum	knowltonii	dtol								DTOL
Bryaceae	Bryum	kunzei	dtol								DTOL
Bryaceae	Bryum	marratii	dtol								DTOL
Bryaceae	Bryum	mildeanum	dtol								DTOL
Bryaceae	Bryum	moravicum	dtol				yes	DTOL			DTOL
Bryaceae	Bryum	muehlenbeckii	dtol								DTOL
Bryaceae	Bryum	pallens	dtol			yes		DTOL			DTOL
Bryaceae	Bryum	pallescens	dtol								DTOL
Bryaceae	Bryum	pseudotriquetrum	dtol			yes		DTOL			DTOL
Bryaceae	Bryum	radiculosum	dtol								DTOL
Bryaceae	Bryum	riparium	dtol								DTOL
Bryaceae	Bryum	rubens	dtol								DTOL
Bryaceae	Bryum	ruderale	dtol								DTOL
Bryaceae	Bryum	salinum	dtol								DTOL
Bryaceae	Bryum	sauteri	dtol								DTOL
Bryaceae	Bryum	schleicheri	dtol								DTOL
Bryaceae	Bryum	subapiculatum	dtol								DTOL
Bryaceae	Bryum	tenuisetum	dtol								DTOL
Bryaceae	Bryum	torquescens	dtol								DTOL
Bryaceae	Bryum	turbinatum	dtol								DTOL
Bryaceae	Bryum	uliginosum	dtol								DTOL
Bryaceae	Bryum	valparaisense	dtol								DTOL
Bryaceae	Bryum	violaceum	dtol								DTOL
Bryaceae	Bryum	warneum	dtol								DTOL
Bryaceae	Bryum	weigelii	dtol			yes		DTOL			DTOL
Bryaceae	Bryum	zieri	dtol								DTOL
Bryaceae	Rhodobryum	roseum	dtol								DTOL
Buxbaumiaceae	Buxbaumia	aphylla	dtol_family_representative							DTOL	DTOL
Buxbaumiaceae	Buxbaumia	viridis	dtol_other_priority						DTOL		DTOL
Calliergonaceae	Calliergon	cordifolium	dtol				yes	DTOL			DTOL
Calliergonaceae	Calliergon	giganteum	dtol								DTOL
Calliergonaceae	Sarmentypnum	exannulatum	dtol_family_representative	yes				DTOL		DTOL	DTOL
Calliergonaceae	Sarmentypnum	sarmentosum	dtol_other_priority			yes		DTOL	DTOL		DTOL
Calliergonaceae	Straminergon	stramineum	dtol			yes		DTOL			DTOL
Calliergonaceae	Warnstorfia	fluitans	dtol								DTOL
Catoscopiaceae	Catoscopium	nigritum	dtol_family_representative							DTOL	DTOL
Climaciaceae	Climacium	dendroides	dtol_family_representative			yes		DTOL		DTOL	DTOL
Cryphaeaceae	Cryphaea	heteromalla	dtol_family_representative				yes	DTOL		DTOL	DTOL
Cryphaeaceae	Dendrocryphaea	lamyana	dtol								DTOL
Daltoniaceae	Achrophyllum	dentatum	dtol								DTOL
Daltoniaceae	Calyptrochaeta	apiculata	dtol								DTOL
Daltoniaceae	Daltonia	splachnoides	dtol_family_representative				yes	DTOL		DTOL	DTOL
Dicranaceae	Dicranoloma	menziesii	dtol								DTOL
Dicranaceae	Dicranum	bonjeanii	dtol								DTOL
Dicranaceae	Dicranum	elongatum	dtol								DTOL
Dicranaceae	Dicranum	flagellare	dtol								DTOL
Dicranaceae	Dicranum	flexicaule	dtol			yes		DTOL			DTOL
Dicranaceae	Dicranum	fuscescens	dtol				yes	DTOL			DTOL
Dicranaceae	Dicranum	leioneuron	dtol								DTOL
Dicranaceae	Dicranum	majus	dtol_other_priority			yes		DTOL	DTOL		DTOL
Dicranaceae	Dicranum	montanum	dtol								DTOL
Dicranaceae	Dicranum	polysetum	dtol								DTOL
Dicranaceae	Dicranum	scoparium	dtol_family_representative	yes				DTOL		DTOL	DTOL
Dicranaceae	Dicranum	scottianum	dtol				yes	DTOL			DTOL
Dicranaceae	Dicranum	spadiceum	dtol								DTOL
Dicranaceae	Dicranum	spurium	dtol								DTOL
Dicranaceae	Dicranum	tauricum	dtol				yes	DTOL			DTOL
Dicranaceae	Dicranum	undulatum	dtol								DTOL
Dicranaceae	Paraleucobryum	longifolium	dtol								DTOL
Dicranellaceae	Dicranella	cerviculata	dtol								DTOL
Dicranellaceae	Dicranella	crispa	dtol								DTOL
Dicranellaceae	Dicranella	grevilleana	dtol								DTOL
Dicranellaceae	Dicranella	heteromalla	dtol_family_representative	yes				DTOL		DTOL	DTOL
Dicranellaceae	Dicranella	howei	dtol								DTOL
Dicranellaceae	Dicranella	rufescens	dtol								DTOL
Dicranellaceae	Dicranella	schreberiana	dtol								DTOL
Dicranellaceae	Dicranella	staphylina	dtol								DTOL
Dicranellaceae	Dicranella	subulata	dtol_other_priority						DTOL		DTOL
Dicranellaceae	Dicranella	varia	dtol								DTOL
Diphysciaceae	Diphyscium	foliosum	dtol_family_representative							DTOL	DTOL
Disceliaceae	Discelium	nudum	dtol_family_representative							DTOL	DTOL
Distichiaceae	Distichium	capillaceum	dtol_family_representative			yes		DTOL		DTOL	DTOL
Distichiaceae	Distichium	inclinatum	dtol								DTOL
Ditrichaceae	Ceratodon	conicus	dtol								DTOL
Ditrichaceae	Ceratodon	purpureus	dtol			yes		DTOL			DTOL
Ditrichaceae	Cheilothela	chloropus	dtol								DTOL
Ditrichaceae	Ditrichum	cornubicum	dtol								DTOL
Ditrichaceae	Ditrichum	heteromallum	dtol_family_representative							DTOL	DTOL
Ditrichaceae	Ditrichum	lineare	dtol								DTOL
Ditrichaceae	Ditrichum	pallidum	dtol								DTOL
Ditrichaceae	Ditrichum	plumbicola	dtol								DTOL
Ditrichaceae	Ditrichum	pusillum	dtol								DTOL
Ditrichaceae	Ditrichum	subulatum	dtol								DTOL
Ditrichaceae	Ditrichum	zonatum	dtol								DTOL
Ditrichaceae	Pleuridium	acuminatum	dtol								DTOL
Ditrichaceae	Pleuridium	subulatum	dtol				yes	DTOL			DTOL
Ditrichaceae	Pseudephemerum	nitidum	dtol								DTOL
Ditrichaceae	Trichodon	cylindricus	dtol_other_priority			yes		DTOL	DTOL		DTOL
Encalyptaceae	Encalypta	alpina	dtol								DTOL
Encalyptaceae	Encalypta	brevicolla	dtol								DTOL
Encalyptaceae	Encalypta	ciliata	dtol_other_priority			yes		DTOL	DTOL		DTOL
Encalyptaceae	Encalypta	pilifera	dtol								DTOL
Encalyptaceae	Encalypta	rhaptocarpa	dtol								DTOL
Encalyptaceae	Encalypta	streptocarpa	dtol_family_representative	yes				DTOL		DTOL	DTOL
Encalyptaceae	Encalypta	vulgaris	dtol								DTOL
Entodontaceae	Entodon	concinnus	dtol_family_representative			yes		DTOL		DTOL	DTOL
Fissidentaceae	Fissidens	adianthoides	dtol_family_representative			yes		DTOL		DTOL	DTOL
Fissidentaceae	Fissidens	bryoides	dtol			yes		DTOL			DTOL
Fissidentaceae	Fissidens	celticus	dtol								DTOL
Fissidentaceae	Fissidens	crassipes	dtol								DTOL
Fissidentaceae	Fissidens	crispus	dtol								DTOL
Fissidentaceae	Fissidens	curvatus	dtol								DTOL
Fissidentaceae	Fissidens	dubius	dtol				yes	DTOL			DTOL
Fissidentaceae	Fissidens	exilis	dtol								DTOL
Fissidentaceae	Fissidens	fontanus	dtol								DTOL
Fissidentaceae	Fissidens	gracilifolius	dtol								DTOL
Fissidentaceae	Fissidens	incurvus	dtol								DTOL
Fissidentaceae	Fissidens	monguillonii	dtol								DTOL
Fissidentaceae	Fissidens	osmundoides	dtol_other_priority	yes				DTOL	DTOL		DTOL
Fissidentaceae	Fissidens	polyphyllus	dtol								DTOL
Fissidentaceae	Fissidens	pusillus	dtol								DTOL
Fissidentaceae	Fissidens	rivularis	dtol								DTOL
Fissidentaceae	Fissidens	rufulus	dtol								DTOL
Fissidentaceae	Fissidens	serrulatus	dtol								DTOL
Fissidentaceae	Fissidens	taxifolius	dtol			yes		DTOL			DTOL
Fissidentaceae	Fissidens	viridulus	dtol								DTOL
Flexitrichaceae	Flexitrichum	flexicaule	dtol_other_priority						DTOL		DTOL
Flexitrichaceae	Flexitrichum	gracile	dtol_family_representative			yes		DTOL		DTOL	DTOL
Fontinalaceae	Fontinalis	antipyretica	dtol_family_representative	yes				DTOL		DTOL	DTOL
Fontinalaceae	Fontinalis	squamosa	dtol_other_priority			yes		DTOL	DTOL		DTOL
Funariaceae	Entosthodon	attenuatus	dtol								DTOL
Funariaceae	Entosthodon	fascicularis	dtol								DTOL
Funariaceae	Entosthodon	mouretii	dtol								DTOL
Funariaceae	Entosthodon	muhlenbergii	dtol								DTOL
Funariaceae	Entosthodon	obtusus	dtol								DTOL
Funariaceae	Entosthodon	pulchellus	dtol								DTOL
Funariaceae	Funaria	hygrometrica	dtol_family_representative			yes		DTOL		DTOL	DTOL
Funariaceae	Physcomitrium	eurystomum	dtol								DTOL
Funariaceae	Physcomitrium	patens	dtol								DTOL
Funariaceae	Physcomitrium	pyriforme	dtol_other_priority						DTOL		DTOL
Funariaceae	Physcomitrium	readeri	dtol								DTOL
Funariaceae	Physcomitrium	sphaericum	dtol								DTOL
Grimmiaceae	Coscinodon	cribrosus	dtol								DTOL
Grimmiaceae	Grimmia	alpestris	dtol								DTOL
Grimmiaceae	Grimmia	anodon	dtol								DTOL
Grimmiaceae	Grimmia	anomala	dtol								DTOL
Grimmiaceae	Grimmia	arenaria	dtol								DTOL
Grimmiaceae	Grimmia	atrata	dtol				yes	DTOL			DTOL
Grimmiaceae	Grimmia	crinita	dtol								DTOL
Grimmiaceae	Grimmia	decipiens	dtol				yes	DTOL			DTOL
Grimmiaceae	Grimmia	dissimulata	dtol								DTOL
Grimmiaceae	Grimmia	donniana	dtol				yes	DTOL			DTOL
Grimmiaceae	Grimmia	elatior	dtol								DTOL
Grimmiaceae	Grimmia	elongata	dtol				yes	DTOL			DTOL
Grimmiaceae	Grimmia	funalis	dtol			yes		DTOL			DTOL
Grimmiaceae	Grimmia	hartmanii	dtol								DTOL
Grimmiaceae	Grimmia	incurva	dtol								DTOL
Grimmiaceae	Grimmia	laevigata	dtol								DTOL
Grimmiaceae	Grimmia	lisae	dtol								DTOL
Grimmiaceae	Grimmia	longirostris	dtol								DTOL
Grimmiaceae	Grimmia	montana	dtol				yes	DTOL			DTOL
Grimmiaceae	Grimmia	muehlenbeckii	dtol								DTOL
Grimmiaceae	Grimmia	orbicularis	dtol								DTOL
Grimmiaceae	Grimmia	ovalis	dtol								DTOL
Grimmiaceae	Grimmia	pulvinata	dtol			yes		DTOL			DTOL
Grimmiaceae	Grimmia	ramondii	dtol_other_priority	yes				DTOL	DTOL		DTOL
Grimmiaceae	Grimmia	reflexidens	dtol								DTOL
Grimmiaceae	Grimmia	tergestina	dtol								DTOL
Grimmiaceae	Grimmia	torquata	dtol								DTOL
Grimmiaceae	Grimmia	trichophylla	dtol				yes	DTOL			DTOL
Grimmiaceae	Grimmia	unicolor	dtol								DTOL
Grimmiaceae	Racomitrium	aciculare	dtol				yes	DTOL			DTOL
Grimmiaceae	Racomitrium	affine	dtol								DTOL
Grimmiaceae	Racomitrium	aquaticum	dtol				yes	DTOL			DTOL
Grimmiaceae	Racomitrium	canescens	dtol								DTOL
Grimmiaceae	Racomitrium	ellipticum	dtol								DTOL
Grimmiaceae	Racomitrium	elongatum	dtol								DTOL
Grimmiaceae	Racomitrium	ericoides	dtol				yes	DTOL			DTOL
Grimmiaceae	Racomitrium	fasciculare	dtol				yes	DTOL			DTOL
Grimmiaceae	Racomitrium	heterostichum	dtol				yes	DTOL			DTOL
Grimmiaceae	Racomitrium	himalayanum	dtol								DTOL
Grimmiaceae	Racomitrium	lanuginosum	dtol_family_representative	yes				DTOL		DTOL	DTOL
Grimmiaceae	Racomitrium	macounii	dtol								DTOL
Grimmiaceae	Racomitrium	obtusum	dtol								DTOL
Grimmiaceae	Racomitrium	sudeticum	dtol								DTOL
Grimmiaceae	Schistidium	agassizii	dtol								DTOL
Grimmiaceae	Schistidium	apocarpum	dtol								DTOL
Grimmiaceae	Schistidium	atrofuscum	dtol								DTOL
Grimmiaceae	Schistidium	confertum	dtol								DTOL
Grimmiaceae	Schistidium	crassipilum	dtol			yes		DTOL			DTOL
Grimmiaceae	Schistidium	dupretii	dtol								DTOL
Grimmiaceae	Schistidium	elegantulum	dtol								DTOL
Grimmiaceae	Schistidium	flaccidum	dtol								DTOL
Grimmiaceae	Schistidium	flexipile	dtol								DTOL
Grimmiaceae	Schistidium	frigidum	dtol								DTOL
Grimmiaceae	Schistidium	helveticum	dtol								DTOL
Grimmiaceae	Schistidium	maritimum	dtol								DTOL
Grimmiaceae	Schistidium	papillosum	dtol								DTOL
Grimmiaceae	Schistidium	platyphyllum	dtol								DTOL
Grimmiaceae	Schistidium	pruinosum	dtol								DTOL
Grimmiaceae	Schistidium	rivulare	dtol								DTOL
Grimmiaceae	Schistidium	robustum	dtol								DTOL
Grimmiaceae	Schistidium	strictum	dtol	yes				DTOL			DTOL
Grimmiaceae	Schistidium	trichodon	dtol								DTOL
Habrodontaceae	Habrodon	perpusillus	dtol_family_representative							DTOL	DTOL
Hedwigiaceae	Braunia	imberbis	dtol				yes	DTOL			DTOL
Hedwigiaceae	Hedwigia	ciliata	dtol_family_representative							DTOL	DTOL
Hedwigiaceae	Hedwigia	stellata	dtol_other_priority			yes		DTOL	DTOL		DTOL
Hedwigiaceae	Hedwigia	striata	dtol								DTOL
Heterocladiellaceae	Heterocladiella	dimorpha	dtol_family_representative							DTOL	DTOL
Hookeriaceae	Hookeria	lucens	dtol_family_representative			yes		DTOL		DTOL	DTOL
Hylocomiaceae	Hageniella	micans	dtol								DTOL
Hylocomiaceae	Hylocomiadelphus	triquetrus	dtol_family_representative	yes				DTOL		DTOL	DTOL
Hylocomiaceae	Hylocomiastrum	pyrenaicum	dtol								DTOL
Hylocomiaceae	Hylocomiastrum	umbratum	dtol				yes	DTOL			DTOL
Hylocomiaceae	Hylocomium	splendens	dtol	yes				DTOL			DTOL
Hylocomiaceae	Loeskeobryum	brevirostre	dtol				yes	DTOL			DTOL
Hylocomiaceae	Pleurozium	schreberi	dtol	yes				DTOL			DTOL
Hylocomiaceae	Rhytidiadelphus	loreus	dtol	yes				DTOL			DTOL
Hylocomiaceae	Rhytidiadelphus	squarrosus	dtol_other_priority	yes				DTOL	DTOL		DTOL
Hylocomiaceae	Rhytidiadelphus	subpinnatus	dtol								DTOL
Hymenolomataceae	Hymenoloma	crispulum	dtol			yes		DTOL			DTOL
Hypnaceae	Hypnum	andoi	dtol_other_priority	yes				DTOL	DTOL		DTOL
Hypnaceae	Hypnum	cupressiforme	dtol_family_representative	yes				DTOL		DTOL	DTOL
Hypnaceae	Hypnum	imponens	dtol								DTOL
Hypnaceae	Hypnum	jutlandicum	dtol				yes	DTOL			DTOL
Hypnaceae	Hypnum	uncinulatum	dtol								DTOL
Lembophyllaceae	Heterocladium	flaccidum	dtol								DTOL
Lembophyllaceae	Heterocladium	heteropterum	dtol			yes		DTOL			DTOL
Lembophyllaceae	Heterocladium	wulfsbergii	dtol								DTOL
Lembophyllaceae	Isothecium	alopecuroides	dtol_family_representative	yes				DTOL		DTOL	DTOL
Lembophyllaceae	Isothecium	holtii	dtol								DTOL
Lembophyllaceae	Isothecium	interludens	dtol								DTOL
Lembophyllaceae	Isothecium	myosuroides	dtol_other_priority	yes				DTOL	DTOL		DTOL
Leskeaceae	Leskea	polycarpa	dtol_family_representative							DTOL	DTOL
Leucobryaceae	Campylopus	atrovirens	dtol_other_priority	yes				DTOL	DTOL		DTOL
Leucobryaceae	Campylopus	brevipilus	dtol								DTOL
Leucobryaceae	Campylopus	flexuosus	dtol			yes		DTOL			DTOL
Leucobryaceae	Campylopus	fragilis	dtol								DTOL
Leucobryaceae	Campylopus	gracilis	dtol								DTOL
Leucobryaceae	Campylopus	introflexus	dtol								DTOL
Leucobryaceae	Campylopus	pilifer	dtol								DTOL
Leucobryaceae	Campylopus	pyriformis	dtol								DTOL
Leucobryaceae	Campylopus	schimperi	dtol								DTOL
Leucobryaceae	Campylopus	setifolius	dtol								DTOL
Leucobryaceae	Campylopus	shawii	dtol								DTOL
Leucobryaceae	Campylopus	subulatus	dtol								DTOL
Leucobryaceae	Dicranodontium	asperulum	dtol								DTOL
Leucobryaceae	Dicranodontium	denudatum	dtol				yes	DTOL			DTOL
Leucobryaceae	Dicranodontium	subporodictyon	dtol				yes	DTOL			DTOL
Leucobryaceae	Dicranodontium	uncinatum	dtol								DTOL
Leucobryaceae	Leucobryum	glaucum	dtol_family_representative			yes		DTOL		DTOL	DTOL
Leucobryaceae	Leucobryum	juniperoideum	dtol				yes	DTOL			DTOL
Leucodontaceae	Leucodon	sciuroides	dtol_family_representative			yes		DTOL		DTOL	DTOL
Leucodontaceae	Nogopterium	gracile	dtol_other_priority				yes	DTOL	DTOL		DTOL
Meesiaceae	Amblyodon	dealbatus	dtol								DTOL
Meesiaceae	Leptobryum	pyriforme	dtol_other_priority						DTOL		DTOL
Meesiaceae	Meesia	triquetra	dtol								DTOL
Meesiaceae	Meesia	uliginosa	dtol_family_representative			yes		DTOL		DTOL	DTOL
Meesiaceae	Paludella	squarrosa	dtol								DTOL
Micromitriaceae	Micromitrium	tenerum	dtol_family_representative							DTOL	DTOL
Mniaceae	Cinclidium	stygium	dtol								DTOL
Mniaceae	Epipterygium	tozeri	dtol								DTOL
Mniaceae	Mielichhoferia	elongata	dtol								DTOL
Mniaceae	Mielichhoferia	mielichhoferiana	dtol								DTOL
Mniaceae	Mnium	hornum	dtol_family_representative	yes				DTOL		DTOL	DTOL
Mniaceae	Mnium	lycopodioides	dtol								DTOL
Mniaceae	Mnium	marginatum	dtol								DTOL
Mniaceae	Mnium	spinosum	dtol								DTOL
Mniaceae	Mnium	stellare	dtol			yes		DTOL			DTOL
Mniaceae	Mnium	thomsonii	dtol								DTOL
Mniaceae	Plagiomnium	affine	dtol								DTOL
Mniaceae	Plagiomnium	cuspidatum	dtol								DTOL
Mniaceae	Plagiomnium	elatum	dtol								DTOL
Mniaceae	Plagiomnium	ellipticum	dtol				yes	DTOL			DTOL
Mniaceae	Plagiomnium	medium	dtol								DTOL
Mniaceae	Plagiomnium	rostratum	dtol								DTOL
Mniaceae	Plagiomnium	undulatum	dtol_other_priority	yes				DTOL	DTOL		DTOL
Mniaceae	Pohlia	andalusica	dtol								DTOL
Mniaceae	Pohlia	annotina	dtol				yes	DTOL			DTOL
Mniaceae	Pohlia	bulbifera	dtol								DTOL
Mniaceae	Pohlia	camptotrachela	dtol								DTOL
Mniaceae	Pohlia	cruda	dtol								DTOL
Mniaceae	Pohlia	crudoides	dtol								DTOL
Mniaceae	Pohlia	drummondii	dtol								DTOL
Mniaceae	Pohlia	elongata	dtol								DTOL
Mniaceae	Pohlia	filum	dtol								DTOL
Mniaceae	Pohlia	flexuosa	dtol								DTOL
Mniaceae	Pohlia	lescuriana	dtol								DTOL
Mniaceae	Pohlia	ludwigii	dtol								DTOL
Mniaceae	Pohlia	lutescens	dtol								DTOL
Mniaceae	Pohlia	melanodon	dtol								DTOL
Mniaceae	Pohlia	nutans	dtol								DTOL
Mniaceae	Pohlia	obtusifolia	dtol								DTOL
Mniaceae	Pohlia	proligera	dtol								DTOL
Mniaceae	Pohlia	scotica	dtol								DTOL
Mniaceae	Pohlia	wahlenbergii	dtol				yes	DTOL			DTOL
Mniaceae	Pseudobryum	cinclidioides	dtol			yes		DTOL			DTOL
Mniaceae	Rhizomnium	magnifolium	dtol								DTOL
Mniaceae	Rhizomnium	pseudopunctatum	dtol								DTOL
Mniaceae	Rhizomnium	punctatum	dtol			yes		DTOL			DTOL
Myriniaceae	Myrinia	pulvinata	dtol_family_representative							DTOL	DTOL
Myuriaceae	Ctenidium	molluscum	dtol_family_representative	yes				DTOL		DTOL	DTOL
Myuriaceae	Hyocomium	armoricum	dtol_other_priority				yes	DTOL	DTOL		DTOL
Myuriaceae	Myurium	hochstetteri	dtol								DTOL
Neckeraceae	Homalia	trichomanoides	dtol								DTOL
Neckeraceae	Neckera	complanata	dtol				yes	DTOL			DTOL
Neckeraceae	Neckera	crispa	dtol	yes				DTOL			DTOL
Neckeraceae	Neckera	pennata	dtol								DTOL
Neckeraceae	Neckera	pumila	dtol_family_representative	yes				DTOL		DTOL	DTOL
Neckeraceae	Neckera	smithii	dtol								DTOL
Neckeraceae	Pseudanomodon	attenuatus	dtol								DTOL
Neckeraceae	Thamnobryum	alopecurum	dtol_other_priority	yes				DTOL	DTOL		DTOL
Neckeraceae	Thamnobryum	angustifolium	dtol								DTOL
Neckeraceae	Thamnobryum	cataractarum	dtol								DTOL
Neckeraceae	Thamnobryum	maderense	dtol								DTOL
Oedipodiaceae	Oedipodium	griffithianum	dtol_family_representative							DTOL	DTOL
Orthodontiaceae	Leptotheca	gaudichaudii	dtol								DTOL
Orthodontiaceae	Orthodontium	gracile	dtol								DTOL
Orthodontiaceae	Orthodontium	lineare	dtol_family_representative			yes		DTOL		DTOL	DTOL
Orthotrichaceae	Codonoblepharon	forsteri	dtol								DTOL
Orthotrichaceae	Lewinskya	acuminata	dtol								DTOL
Orthotrichaceae	Lewinskya	affinis	dtol				yes	DTOL			DTOL
Orthotrichaceae	Lewinskya	rupestris	dtol			yes		DTOL			DTOL
Orthotrichaceae	Lewinskya	shawii	dtol								DTOL
Orthotrichaceae	Lewinskya	speciosa	dtol								DTOL
Orthotrichaceae	Lewinskya	striata	dtol				yes	DTOL			DTOL
Orthotrichaceae	Nyholmiella	gymnostoma	dtol								DTOL
Orthotrichaceae	Nyholmiella	obtusifolia	dtol								DTOL
Orthotrichaceae	Orthotrichum	alpestre	dtol								DTOL
Orthotrichaceae	Orthotrichum	anomalum	dtol								DTOL
Orthotrichaceae	Orthotrichum	cambrense	dtol								DTOL
Orthotrichaceae	Orthotrichum	columbicum	dtol								DTOL
Orthotrichaceae	Orthotrichum	cupulatum	dtol								DTOL
Orthotrichaceae	Orthotrichum	diaphanum	dtol								DTOL
Orthotrichaceae	Orthotrichum	pallens	dtol								DTOL
Orthotrichaceae	Orthotrichum	patens	dtol								DTOL
Orthotrichaceae	Orthotrichum	pulchellum	dtol				yes	DTOL			DTOL
Orthotrichaceae	Orthotrichum	pumilum	dtol								DTOL
Orthotrichaceae	Orthotrichum	rivulare	dtol								DTOL
Orthotrichaceae	Orthotrichum	rogeri	dtol								DTOL
Orthotrichaceae	Orthotrichum	scanicum	dtol								DTOL
Orthotrichaceae	Orthotrichum	schimperi	dtol								DTOL
Orthotrichaceae	Orthotrichum	sprucei	dtol								DTOL
Orthotrichaceae	Orthotrichum	stramineum	dtol								DTOL
Orthotrichaceae	Orthotrichum	tenellum	dtol								DTOL
Orthotrichaceae	Plenogemma	phyllantha	dtol				yes	DTOL			DTOL
Orthotrichaceae	Pulvigera	lyellii	dtol_family_representative	yes				DTOL		DTOL	DTOL
Orthotrichaceae	Ulota	bruchii	dtol								DTOL
Orthotrichaceae	Ulota	calvescens	dtol								DTOL
Orthotrichaceae	Ulota	coarctata	dtol								DTOL
Orthotrichaceae	Ulota	crispa	dtol				yes	DTOL			DTOL
Orthotrichaceae	Ulota	crispula	dtol								DTOL
Orthotrichaceae	Ulota	drummondii	dtol								DTOL
Orthotrichaceae	Ulota	hutchinsiae	dtol								DTOL
Orthotrichaceae	Ulota	intermedia	dtol								DTOL
Orthotrichaceae	Zygodon	conoideus	dtol								DTOL
