"Order","Suborder","Family","species","Reproductive mode","Meioformula","Fundamental.number","Sex chromosome system","Ploidy level","B chromosomes","Notes","Citation"
"Coleoptera","Polyphaga","Chrysomelidae","Chrysoli bicolor ","Sexual diplodiploidy","2n=24M 11+Xyp","24","Xyp","NA","","  ","Petitpierre, Segarra, Yadav, and Virkki (1988)"
"Coleoptera","Polyphaga","Chrysomelidae","Chrysoli carnifex ","Sexual diplodiploidy","2n=40M 19+Xyp","40","Xyp","NA","","  ","Petitpierre, Kippenberg, Mikhailov, and Bourdonn_ (2004)"
"Coleoptera","Polyphaga","Chrysomelidae","Chrysoli carnifex ","Sexual diplodiploidy","2n=40M 19+Xyp","40","Xyp","NA","","  ","Petitpierre, Segarra, Yadav, and Virkki (1988)"
"Coleoptera","Polyphaga","Chrysomelidae","Chrysoli cerealis ","Sexual diplodiploidy","2n=24M 11+Xyp","24","Xyp","NA","","  ","Petitpierre, Segarra, Yadav, and Virkki (1988)"
"Coleoptera","Polyphaga","Chrysomelidae","Chrysoli coerulans ","Sexual diplodiploidy","2n=24M 11+Xyp","24","Xyp","NA","","  ","Rozek, Lachowska, Petitpierre, and Holecova (2004)"
"Coleoptera","Polyphaga","Chrysomelidae","Chrysoli colasi","Sexual diplodiploidy","2n=24M 11+Xyp","24","Xyp","NA","","  ","Petitpierre and Mikhailov (2013)"
"Coleoptera","Polyphaga","Chrysomelidae","Chrysoli colasi ","Sexual diplodiploidy","2n=24M 11+Xyp","24","Xyp","NA","","  ","Petitpierre, Segarra, Yadav, and Virkki (1988)"
"Coleoptera","Polyphaga","Chrysomelidae","Chrysoli curvilinea ","Sexual diplodiploidy","2n=40M 19+Xyp","40","Xyp","NA","","  ","Petitpierre, Kippenberg, Mikhailov, and Bourdonn_ (2004)"
"Coleoptera","Polyphaga","Chrysomelidae","Chrysoli diluta ","Sexual diplodiploidy","2n=36M 17+Xyp","36","Xyp","NA","","  ","Petitpierre, Segarra, Yadav, and Virkki (1988)"
"Coleoptera","Polyphaga","Chrysomelidae","Chrysoli exanthematica ","Sexual diplodiploidy","2n=23M 11+XO","23","XO","NA","","  ","Petitpierre, Segarra, Yadav, and Virkki (1988)"
"Coleoptera","Polyphaga","Chrysomelidae","Chrysoli fastuosa ","Sexual diplodiploidy","2n=24M 11+Xyp","24","Xyp","NA","","  ","Rozek, Lachowska, Petitpierre, and Holecova (2004)"
"Coleoptera","Polyphaga","Chrysomelidae","Chrysoli femoralis ","Sexual diplodiploidy","2n=24M 11+Xyp","24","Xyp","NA","","  ","Petitpierre, Segarra, Yadav, and Virkki (1988)"
"Coleoptera","Polyphaga","Chrysomelidae","Chrysoli graminis ","Sexual diplodiploidy","2n=24M 11+Xyp","24","Xyp","NA","","  ","Rozek, Lachowska, Petitpierre, and Holecova (2004)"
"Coleoptera","Polyphaga","Chrysomelidae","Chrysoli grossa ","Sexual diplodiploidy","2n=24M 11+Xyp","24","Xyp","NA","","  ","Petitpierre, Segarra, Yadav, and Virkki (1988)"
"Coleoptera","Polyphaga","Chrysomelidae","Chrysoli haemoptera ","Sexual diplodiploidy","2n=40M 19+Xyp","40","Xyp","NA","","  ","Petitpierre, Segarra, Yadav, and Virkki (1988)"
"Coleoptera","Polyphaga","Chrysomelidae","Chrysoli helopioides ","Sexual diplodiploidy","2n=47M 23+XO","47","XO","NA","","  ","Petitpierre, Kippenberg, Mikhailov, and Bourdonn_ (2004)"
"Coleoptera","Polyphaga","Chrysomelidae","Chrysoli herbacea ","Sexual diplodiploidy","2n=24M 11+Xyp","24","Xyp","NA","","  ","Petitpierre, Segarra, Yadav, and Virkki (1988)"
"Coleoptera","Polyphaga","Chrysomelidae","Chrysoli janbechynei ","Sexual diplodiploidy","2n=40M 19+Xyp","40","Xyp","NA","","  ","Petitpierre, Segarra, Yadav, and Virkki (1988)"
"Coleoptera","Polyphaga","Chrysomelidae","Chrysoli kuesteri ","Sexual diplodiploidy","2n=22M 10+Xyp","22","Xyp","NA","","  ","Petitpierre, Segarra, Yadav, and Virkki (1988)"
"Coleoptera","Polyphaga","Chrysomelidae","Chrysoli lucida ","Sexual diplodiploidy","2n=24M 11+Xyp","24","Xyp","NA","","  ","Petitpierre, Segarra, Yadav, and Virkki (1988)"
"Coleoptera","Polyphaga","Chrysomelidae","Chrysoli margita","Sexual diplodiploidy","2n=40M 19+Xyp","40","Xyp","NA","","  ","Petitpierre and Mikhailov (2013)"
"Coleoptera","Polyphaga","Chrysomelidae","Chrysoli margita ","Sexual diplodiploidy","2n=40M 19+Xyp","40","Xyp","NA","","  ","Petitpierre, Kippenberg, Mikhailov, and Bourdonn_ (2004)"
"Coleoptera","Polyphaga","Chrysomelidae","Chrysoli margita ","Sexual diplodiploidy","2n=40M 19+Xyp","40","Xyp","NA","","  ","Petitpierre, Segarra, Yadav, and Virkki (1988)"
"Coleoptera","Polyphaga","Chrysomelidae","Chrysoli obscurella ","Sexual diplodiploidy","2n=47M 23+XO","47","XO","NA","","  ","Petitpierre, Kippenberg, Mikhailov, and Bourdonn_ (2004)"
"Coleoptera","Polyphaga","Chrysomelidae","Chrysoli obsoleta ","Sexual diplodiploidy","2n=23M 11+XO","23","XO","NA","","  ","Petitpierre, Segarra, Yadav, and Virkki (1988)"
"Coleoptera","Polyphaga","Chrysomelidae","Chrysoli oricalcia ","Sexual diplodiploidy","2n=40M 19+Xyp","40","Xyp","NA","","  ","Petitpierre, Segarra, Yadav, and Virkki (1988)"
"Coleoptera","Polyphaga","Chrysomelidae","Chrysoli peregri ","Sexual diplodiploidy","2n=46M 22+Xyp","46","Xyp","NA","","  ","Petitpierre, Segarra, Yadav, and Virkki (1988)"
"Coleoptera","Polyphaga","Chrysomelidae","Chrysoli polita ","Sexual diplodiploidy","2n=24M 11+Xyp","24","Xyp","NA","","  ","Rozek, Lachowska, Petitpierre, and Holecova (2004)"
"Coleoptera","Polyphaga","Chrysomelidae","Chrysoli staphylea ","Sexual diplodiploidy","2n=23M 11+XO","23","XO","NA","","  ","Petitpierre, Segarra, Yadav, and Virkki (1988)"
"Coleoptera","Polyphaga","Chrysomelidae","Chrysoli staphylea ","Sexual diplodiploidy","2n=22M 10+Xyp","22","Xyp","NA","","  ","Petitpierre, Segarra, Yadav, and Virkki (1988)"
"Coleoptera","Polyphaga","Chrysomelidae","Chrysoli timarchoides ","Sexual diplodiploidy","2n=47M 23+XO","47","XO","NA","","  ","Petitpierre, Kippenberg, Mikhailov, and Bourdonn_ (2004)"
"Coleoptera","Polyphaga","Chrysomelidae","Chrysoli timarchoides ","Sexual diplodiploidy","2n=47M 23+XO","47","XO","NA","","  ","Petitpierre, Segarra, Yadav, and Virkki (1988)"
"Coleoptera","Polyphaga","Chrysomelidae","Chrysoli varians ","Sexual diplodiploidy","2n=32M 15+Xyp","32","Xyp","NA","","  ","Petitpierre, Segarra, Yadav, and Virkki (1988)"
"Coleoptera","Polyphaga","Chrysomelidae","Chrysomela tremulae ","Sexual diplodiploidy","2n=34M 16+Xyp","34","Xyp","NA","","  ","Petitpierre, Segarra, Yadav, and Virkki (1988)"
"Coleoptera","Polyphaga","Chrysomelidae","Clytra laeviscula ","Sexual diplodiploidy","2n=24M ","24","","NA","","  ","Petitpierre, Segarra, Yadav, and Virkki (1988)"
"Coleoptera","Polyphaga","Chrysomelidae","Coptocycla adamanti ","Sexual diplodiploidy","2n=18M 8+Xyp","18","Xyp","NA","","  ","Petitpierre, Segarra, Yadav, and Virkki (1988)"
"Coleoptera","Polyphaga","Chrysomelidae","Crepidedera aurea ","Sexual diplodiploidy","2n=18M 8+Xyp","18","Xyp","NA","","  ","Petitpierre, Segarra, Yadav, and Virkki (1988)"
"Coleoptera","Polyphaga","Chrysomelidae","Crepidedera plutus ","Sexual diplodiploidy","2n=26M 12+Xyp","26","Xyp","NA","","  ","Petitpierre, Segarra, Yadav, and Virkki (1988)"
"Coleoptera","Polyphaga","Chrysomelidae","Cryptocephalus hypochoeridis     ","Sexual diplodiploidy","2n=30M 14+Xyr","30","Xyr","NA","","","Petitpierre, Segarra, Yadav, and Virkki (1988)"
"Coleoptera","Polyphaga","Chrysomelidae","Cyrtonus fairmarei     ","Sexual diplodiploidy","2n=40M 19+Xyp","40","Xyp","NA","","  ","Petitpierre and Garneria (2003)"
"Coleoptera","Polyphaga","Chrysomelidae","Diabrotica scutella     ","Sexual diplodiploidy","2n=19M 9+XO","19","XO","NA","yes","","Petitpierre, Segarra, Yadav, and Virkki (1988)"
"Coleoptera","Polyphaga","Chrysomelidae","Disonycha alterta     ","Sexual diplodiploidy","2n=50M 24+NeoXY","50","NeoXY","NA","","","Petitpierre, Segarra, Yadav, and Virkki (1988)"
"Coleoptera","Polyphaga","Chrysomelidae","Estignema chinensis     ","Sexual diplodiploidy","2n=18M 8+Xyp","18","Xyp","NA","","  ","Petitpierre, Segarra, Yadav, and Virkki (1988)"
"Coleoptera","Polyphaga","Chrysomelidae","Galeruca indica     ","Sexual diplodiploidy","2n=46M 22+Xyp","46","Xyp","NA","","  ","Petitpierre, Segarra, Yadav, and Virkki (1988)"
"Coleoptera","Polyphaga","Chrysomelidae","Galeruca taceti     ","Sexual diplodiploidy","2n=40M 19+Xyp","40","Xyp","NA","","  ","Petitpierre, Segarra, Yadav, and Virkki (1988)"
"Coleoptera","Polyphaga","Chrysomelidae","Galerucella bimarnica     ","Sexual diplodiploidy","2n=34M 16+Xyp","34","Xyp","NA","","  ","Petitpierre, Segarra, Yadav, and Virkki (1988)"
"Coleoptera","Polyphaga","Chrysomelidae","Galerucella nymphae     ","Sexual diplodiploidy","2n=34M 16+Xyp","34","Xyp","NA","","  ","Petitpierre, Segarra, Yadav, and Virkki (1988)"
"Coleoptera","Polyphaga","Chrysomelidae","Gastrophysa poligoni     ","Sexual diplodiploidy","2n=24M 11+Xyp","24","Xyp","NA","","  ","Petitpierre, Segarra, Yadav, and Virkki (1988)"
"Coleoptera","Polyphaga","Chrysomelidae","Goniocte nivosa     ","Sexual diplodiploidy","2n=24M 11+Xyp","24","Xyp","NA","","  ","Petitpierre, Segarra, Yadav, and Virkki (1988)"
"Coleoptera","Polyphaga","Chrysomelidae","Goniocte quinquepunctata     ","Sexual diplodiploidy","2n=24M 11+Xyp","24","Xyp","NA","","  ","Petitpierre, Segarra, Yadav, and Virkki (1988)"
"Coleoptera","Polyphaga","Chrysomelidae","Goniocte sibirica     ","Sexual diplodiploidy","2n=24M 11+Xyp","24","Xyp","NA","","  ","Petitpierre, Segarra, Yadav, and Virkki (1988)"
"Coleoptera","Polyphaga","Chrysomelidae","Goniocte springlovae     ","Sexual diplodiploidy","2n=40M 19+Xyp","40","Xyp","NA","","  ","Petitpierre, Segarra, Yadav, and Virkki (1988)"
"Coleoptera","Polyphaga","Chrysomelidae","Goniocte variabilis     ","Sexual diplodiploidy","2n=24M 11+Xyp","24","Xyp","NA","","  ","Petitpierre, Segarra, Yadav, and Virkki (1988)"
"Coleoptera","Polyphaga","Chrysomelidae","Goniocte vimilis     ","Sexual diplodiploidy","2n=24M 11+Xyp","24","Xyp","NA","","  ","Petitpierre, Segarra, Yadav, and Virkki (1988)"
"Coleoptera","Polyphaga","Chrysomelidae","Gyndrobrotica lepida     ","Sexual diplodiploidy","2n=17M 8+XO","17","XO","NA","","  ","Petitpierre, Segarra, Yadav, and Virkki (1988)"
"Coleoptera","Polyphaga","Chrysomelidae","Gyndrobrotica nigrofasciata     ","Sexual diplodiploidy","2n=17M 8+XO","17","XO","NA","yes","","Petitpierre, Segarra, Yadav, and Virkki (1988)"
"Coleoptera","Polyphaga","Chrysomelidae","Gyndrobrotica variabilis     ","Sexual diplodiploidy","2n=17M 8+XO","17","XO","NA","","  ","Petitpierre, Segarra, Yadav, and Virkki (1988)"
"Coleoptera","Polyphaga","Chrysomelidae","Lema coromandelia     ","Sexual diplodiploidy","2n=16M 7+Xyp","16","Xyp","NA","","  ","Petitpierre, Segarra, Yadav, and Virkki (1988)"
"Coleoptera","Polyphaga","Chrysomelidae","Leptinotarsa decimlineata     ","Sexual diplodiploidy","2n=33M 16+XO","33","XO","NA","","  ","Petitpierre, Segarra, Yadav, and Virkki (1988)"
"Coleoptera","Polyphaga","Chrysomelidae","Leptinotarsa decimlineata     ","Sexual diplodiploidy","2n=35M/2n=36F 17+XO","35","XO","NA","","  ","Petitpierre, Segarra, Yadav, and Virkki (1988)"
"Coleoptera","Polyphaga","Chrysomelidae","Leptinotarsa decimlineata     ","Sexual diplodiploidy","2n=36M 17+Xyp","36","Xyp","NA","","  ","Petitpierre, Segarra, Yadav, and Virkki (1988)"
"Coleoptera","Polyphaga","Chrysomelidae","Longitarsus pellucides     ","Sexual diplodiploidy","2n=30M 14+XY","30","XY","NA","","  ","Petitpierre, Segarra, Yadav, and Virkki (1988)"
"Coleoptera","Polyphaga","Chrysomelidae","Longitarus aeruginosus     ","Sexual diplodiploidy","2n=24M 11+XY","24","XY","NA","","  ","Petitpierre (2006)"
"Coleoptera","Polyphaga","Chrysomelidae","Lysathia ludovicia     ","Sexual diplodiploidy","2n=24M 11+Xy+","24","Xy+","NA","","","Petitpierre, Segarra, Yadav, and Virkki (1988)"
"Coleoptera","Polyphaga","Chrysomelidae","Microtenochira quadrata","Sexual diplodiploidy","2n=18M 8+Xyp","18","Xyp","NA","","","Lopes, Ferndes, and Schneider (2016)"
"Coleoptera","Polyphaga","Chrysomelidae","Omophoita persota     ","Sexual diplodiploidy","2n=22M 10+Xy+","22","Xy+","NA","","","Petitpierre, Segarra, Yadav, and Virkki (1988)"
"Coleoptera","Polyphaga","Chrysomelidae","Oulema astrosuturalis     ","Sexual diplodiploidy","2n=20M 9+XY","20","XY","NA","","  ","Petitpierre, Segarra, Yadav, and Virkki (1988)"
"Coleoptera","Polyphaga","Chrysomelidae","Oulema gallaecia     ","Sexual diplodiploidy","2n=16M 7+Xyp","16","Xyp","NA","","  ","Petitpierre, Segarra, Yadav, and Virkki (1988)"
"Coleoptera","Polyphaga","Chrysomelidae","Oulema hoffmannseggi     ","Sexual diplodiploidy","2n=16M 7+Xyp","16","Xyp","NA","","  ","Petitpierre, Segarra, Yadav, and Virkki (1988)"
"Coleoptera","Polyphaga","Chrysomelidae","Pachybrachus azuereus     ","Sexual diplodiploidy","2n=16M 7+Xyr","16","Xyr","NA","","","Petitpierre, Segarra, Yadav, and Virkki (1988)"
"Coleoptera","Polyphaga","Chrysomelidae","Paropsister beata     ","Sexual diplodiploidy","2n=24M 11+Xyp","24","Xyp","NA","","  ","Petitpierre, Segarra, Yadav, and Virkki (1988)"
"Coleoptera","Polyphaga","Chrysomelidae","Phratora vitellie","Sexual diplodiploidy","2n=34M 16+Xyp","34","Xyp","NA","","  ","Petitpierre and Mikhailov (2013)"
"Coleoptera","Polyphaga","Chrysomelidae","Platyphora spectablis","Sexual diplodiploidy","2n=24M 11+Xyp","24","Xyp","NA","","  ","Petitpierre and Mikhailov (2013)"
"Coleoptera","Polyphaga","Chrysomelidae","Psylliodes circumdata     ","Sexual diplodiploidy","2n=32M 15+Xyp","32","Xyp","NA","","  ","Petitpierre, Segarra, Yadav, and Virkki (1988)"
"Coleoptera","Polyphaga","Chrysomelidae","Syphraea cylindrica     ","Sexual diplodiploidy","2n=24M 11+Xy+","24","Xy+","NA","","","Petitpierre, Segarra, Yadav, and Virkki (1988)"
"Coleoptera","Polyphaga","Chrysomelidae","Zygogramma bigenera     ","Sexual diplodiploidy","2n=23M 11+XO","23","XO","NA","","  ","Petitpierre, Segarra, Yadav, and Virkki (1988)"
"Coleoptera","Polyphaga","Ciidae","Octotemnus aevis     ","Sexual diplodiploidy","2n=22M 10+Xyp","22","Xyp","NA","","  ","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Cleridae","Necrobia rujipes","Sexual diplodiploidy","2n=18 M 8+Xyp","18","Xyp","NA","","","Okutaner (2020)"
"Coleoptera","Polyphaga","Coccinellidae","Aiolocaria mirablis     ","Sexual diplodiploidy","2n=17M 8+XO","17","XO","NA","","  ","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Coccinellidae","Aiolocaria mirablis     ","Sexual diplodiploidy","2n=20F ","20","","NA","","  ","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Coccinellidae","Calvia quatruordecimguttata     ","Sexual diplodiploidy","2n=20M ","20","","NA","","  ","Rozek and Holecova (2001)"
"Coleoptera","Polyphaga","Coccinellidae","Chilocorus circumdata     ","Sexual diplodiploidy","2n=22M 10+NeoXY","22","NeoXY","NA","","","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Coccinellidae","Coccidula scutelata","Sexual diplodiploidy","2n=20M 9+Xyp","20","Xyp","NA","","  ","Beauchamp and Angus (2006)"
"Coleoptera","Polyphaga","Coccinellidae","Coelophora iequalis     ","Sexual diplodiploidy","2n=20M 9+Xyr","20","Xyr","NA","","","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Coccinellidae","Epilach admirabilis","Sexual diplodiploidy","2n=18M 8+Xy","18","Xyp","NA","","","Mora, Vela, Sanllorente, Palomeque, and Lorite (2015)"
"Coleoptera","Polyphaga","Coccinellidae","Epilach borealis     ","Sexual diplodiploidy","2n=18M 8+XY","18","XY","NA","","  ","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Coccinellidae","Epilach cacica     ","Sexual diplodiploidy","2n=10M 4+Xyp","10","Xyp","NA","","  ","Vidal (1984)"
"Coleoptera","Polyphaga","Coccinellidae","Epilach paenulata     ","Sexual diplodiploidy","2n=18M 8+Xyp","18","Xyp","NA","","  ","Drets, Corbella, Panzera, and Folle (1983)"
"Coleoptera","Polyphaga","Coccinellidae","Epilach varivestis     ","Sexual diplodiploidy","2n=20M 9+Xyp","20","Xyp","NA","","  ","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Coccinellidae","Exochomus quadrapustulatus     ","Sexual diplodiploidy","2n=14M 6+NeoXY","14","NeoXY","NA","","","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Coccinellidae","Exochomus quadrapustulatus     ","Sexual diplodiploidy","2n=14M 6+NeoXY","14","NeoXY","NA","yes","","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Coccinellidae","Henosepilach argus","Sexual diplodiploidy","2n=18M 8+Xyp","18","Xyp","NA","","","Mora, Vela, Sanllorente, Palomeque, and Lorite (2015)"
"Coleoptera","Polyphaga","Coccinellidae","Henosepilach nipponica     ","Sexual diplodiploidy","2n=20M 9+Xyr","20","Xyr","NA","","origilly reported as Epilach","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Coccinellidae","Henosepilach pustulosa     ","Sexual diplodiploidy","2n=20M 9+XY","20","XY","NA","","origilly reported as Epilach","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Coccinellidae","Henosepilach pustulosa     ","Sexual diplodiploidy","2n=20M 9+Xyp","20","Xyp","NA","","origilly reported as Epilach","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Coccinellidae","Henosepilach septima     ","Sexual diplodiploidy","2n=20M 9+Xyp","20","Xyp","NA","","origilly reported as Epilach","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Coccinellidae","Henosepilach vigintioctomaculata     ","Sexual diplodiploidy","2n=18M 8+XY","18","XY","NA","","origilly reported as Epilach","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Coccinellidae","Henosepilach vigintioctomaculata     ","Sexual diplodiploidy","2n=20M 9+XY","20","XY","NA","","origilly reported as Epilach","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Coccinellidae","Henosepilach vigintioctomaculata     ","Sexual diplodiploidy","2n=20M 9+Xyp","20","Xyp","NA","","origilly reported as Epilach","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Coccinellidae","Henosepilach vigintioctopunctata     ","Sexual diplodiploidy","2n=18M 8+XY","18","XY","NA","","origilly reported as Epilach","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Coccinellidae","Henosepilach vigintioctopunctata     ","Sexual diplodiploidy","2n=18M 8+Xyp","18","Xyp","NA","","origilly reported as Epilach","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Coccinellidae","Henosepilach vigintioctopunctata     ","Sexual diplodiploidy","2n=18M 8+Xyp","18","Xyp","NA","yes","origilly reported as Epilach","Kobayashi et al. (2000)"
"Coleoptera","Polyphaga","Coccinellidae","Henosepilach yasutomii","Sexual diplodiploidy","2n=20M 9+Xy","20","Xyp","NA","","","Mora, Vela, Sanllorente, Palomeque, and Lorite (2015)"
"Coleoptera","Polyphaga","Coccinellidae","Hippodamia tridecimpunctata     ","Sexual diplodiploidy","2n=20M 9+Xyp","20","Xyp","NA","","  ","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Coccinellidae","Mulsanti hudsonica     ","Sexual diplodiploidy","2n=12M 5+NeoXY","12","NeoXY","NA","","","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Coccinellidae","Mulsanti hudsonica     ","Sexual diplodiploidy","2n=12M 5+NeoXY","12","NeoXY","NA","yes","","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Coccinellidae","Phyllobora vigintiduopunctata     ","Sexual diplodiploidy","2n=20M ","20","","NA","","  ","Rozek and Holecova (2001)"
"Coleoptera","Polyphaga","Coccinellidae","Propylaea japonica     ","Sexual diplodiploidy","2n=20M 9+XY","20","XY","NA","","  ","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Coccinellidae","Rodolia cardilis     ","Sexual diplodiploidy","2n=17M 8+XO","17","XO","NA","","  ","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Coccinellidae","Scymnus nubilis     ","Sexual diplodiploidy","2n=16M 7+NeoXY","16","NeoXY","NA","","","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Coccinellidae","Tythaspis sedecimpunctata     ","Sexual diplodiploidy","2n=24M ","24","","NA","","  ","Rozek and Holecova (2001)"
"Coleoptera","Polyphaga","Curculionidae","Acalles echitus","Sexual diplodiploidy","2n=30M 14+Xyp","30","Xyp","NA","","  ","Lachowska, Rozek, and Holecova (2009)"
"Coleoptera","Polyphaga","Curculionidae","Acalles echitus     ","Sexual diplodiploidy","2n=30M 14+Xyp","30","Xyp","NA","","  ","Lachowska, Holecova, and Rozek (2004)"
"Coleoptera","Polyphaga","Curculionidae","Anthonomus sigtus     ","Sexual diplodiploidy","2n=34M 16+Xyp","34","Xyp","NA","","  ","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Curculionidae","Apodrusus wolcotti     ","Sexual diplodiploidy","2n=20M ","20","","NA","","  ","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Curculionidae","Baris arthemisiae     ","Sexual diplodiploidy","2n=38M 18+Xyp","38","Xyp","NA","","  ","Lachowska, Holecova, and Rozek (1998)"
"Coleoptera","Polyphaga","Curculionidae","Barypeithes mollicomis     ","Sexual diplodiploidy","2n=22M 10+Xyp","22","Xyp","NA","","  ","Lachowska (2008)"
"Coleoptera","Polyphaga","Curculionidae","Brachysomus echitus     ","Parthenogenetic","2n=33F ","33","","3","","  ","Lachowska (2008)"
"Coleoptera","Polyphaga","Curculionidae","Calendra linearis     ","Sexual diplodiploidy","2n=24M 11+Xyp","24","Xyp","NA","","  ","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Curculionidae","Cathormiocerus aristatus","Parthenogenetic","2n=33F ","33","","3","","  ","Rozek, Lachowska, Holecova, and Kajtoch (2009)"
"Coleoptera","Polyphaga","Curculionidae","Ceutorrhynchus erysimi     ","Sexual diplodiploidy","2n=28M 13+XY","28","XY","NA","","  ","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Curculionidae","Ceutorrhynchus punctiger     ","Sexual diplodiploidy","2n=24M 11+XY","24","XY","NA","","  ","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Curculionidae","Cionus hortulans     ","Sexual diplodiploidy","2n=38M 18+Xyp","38","Xyp","NA","","  ","Lachowska, Holecova, and Rozek (1998)"
"Coleoptera","Polyphaga","Curculionidae","Cionus olivieri     ","Sexual diplodiploidy","2n=42M 20+Xyp","42","Xyp","NA","","  ","Lachowska, Holecova, and Rozek (1998)"
"Coleoptera","Polyphaga","Curculionidae","Cryptorrhynchus lapathi     ","Sexual diplodiploidy","2n=33-34M 16+Xyp","33","Xyp","NA","","  ","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Curculionidae","Cryptorrhynchus lapathi     ","Sexual diplodiploidy","2n=34M 16+Xyp","34","Xyp","NA","","  ","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Curculionidae","Cryptorrhynchus lapathi     ","Sexual diplodiploidy","2n=36M 17+Xyp","36","Xyp","NA","","  ","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Curculionidae","Diaprepres abbreviata     ","Sexual diplodiploidy","2n=22M 10+Xyp","22","Xyp","NA","","  ","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Curculionidae","Ectatorhinus adamsi     ","Sexual diplodiploidy","2n=38M 18+Xyp","38","Xyp","NA","","  ","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Curculionidae","Ectemnorrhinus viridis     ","Sexual diplodiploidy","2n=22M 10+Xyp","22","Xyp","NA","","  ","Lachowska, Holecova, and Rozek (1998)"
"Coleoptera","Polyphaga","Curculionidae","Euops punctatostriata     ","Sexual diplodiploidy","2n=26M 12+Xyp","26","Xyp","NA","","  ","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Curculionidae","Euops splendida     ","Sexual diplodiploidy","2n=22M 10+XY","22","XY","NA","","  ","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Curculionidae","Hylobius pistri     ","Sexual diplodiploidy","2n=22M 10+Xyp","22","Xyp","NA","","  ","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Curculionidae","Hypera rumicus     ","Sexual diplodiploidy","2n=22M 10+Xyp","22","Xyp","NA","","  ","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Curculionidae","Meotiorrhynchus querendus     ","Sexual diplodiploidy","2n=22M 10+Xyp","22","Xyp","NA","","  ","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Curculionidae","Myllocerus viridens     ","Sexual diplodiploidy","2n=22M 10+Xyp","22","Xyp","NA","","  ","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Curculionidae","Odoiporous longicollis     ","Parthenogenetic","2n=52F ","52","","4","","  ","Tripathi, Jamwal, et al. (2009)"
"Coleoptera","Polyphaga","Curculionidae","Odoiporous longicollis     ","Parthenogenetic","2n=78F ","78","","6","","  ","Tripathi, Jamwal, et al. (2009)"
"Coleoptera","Polyphaga","Curculionidae","Odoiporous longicollis     ","Sexual diplodiploidy","2n=26F ","26","","NA","","  ","Tripathi, Jamwal, et al. (2009)"
"Coleoptera","Polyphaga","Curculionidae","Otiorhynchus meridiolis     ","Sexual diplodiploidy","2n=22M 10+XY","22","XY","NA","","  ","Lachowska, Rozek, and Holecova (2008)"
"Coleoptera","Polyphaga","Curculionidae","Otiorhynchus meridiolis     ","Sexual diplodiploidy","2n=22M 10+Xyp","22","Xyp","NA","","  ","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Curculionidae","Otiorhynchus niger","Parthenogenetic","2n=33","33","","NA","3","","Suomalainen (1969)"
"Coleoptera","Polyphaga","Curculionidae","Otiorhynchus niger","Parthenogenetic","2n=44","44","","NA","4","","Suomalainen (1969)"
"Coleoptera","Polyphaga","Curculionidae","Otiorhynchus pauxillis","Parthenogenetic","2n=29-35","29","","NA","3","","Suomalainen (1969)"
