"Order","Family","Species","Diploid.number","Fundamental.number","Sex.chromosome","Ploidy","Max.Bs","Microchromosomes","Notes","Original.listing","Citation"
"Anura","Aromobatidae","Allobates talamancae","24","48","","NA","NA","NA","","Colostethus talamancae","Bogart, J.P., 1991. The influence of life history on karyotypic evolution in frogs. Amphibian cytogenetics and evolution, pp.233-258."
"Anura","Aromobatidae","Anomaloglossus stepheni","24","46","","NA","NA","NA","","Colostethus stepheni","Veiga-Menoncello, A.C.P., Lima, A.P. and Recco-Pimentel, S.M., 2003. Cytogenetics of two central Amazonian species of Colostethus (Anura, Dendrobatidae) with nidicolous tadpoles. Caryologia, 56(3), pp.253-260."
"Anura","Aromobatidae","Mannophryne herminae","24","48","","NA","NA","NA","","","Kaiser, H., Steinlein, C., Feichtinger, W. and Schmid, M., 2003. Chromosome banding of six dendrobatid frogs (Colostethus, Mannophryne). Herpetologica, 59(2), pp.203-218."
"Anura","Aromobatidae","Mannophryne olmonae","24","48","","NA","NA","NA","","","Kaiser, H., Steinlein, C., Feichtinger, W. and Schmid, M., 2003. Chromosome banding of six dendrobatid frogs (Colostethus, Mannophryne). Herpetologica, 59(2), pp.203-218."
"Anura","Aromobatidae","Mannophryne trinitatis","24","48","","NA","NA","NA","","","Kaiser, H., Steinlein, C., Feichtinger, W. and Schmid, M., 2003. Chromosome banding of six dendrobatid frogs (Colostethus, Mannophryne). Herpetologica, 59(2), pp.203-218."
"Anura","Aromobatidae","Mannophryne trinitatis","24","NA","","NA","NA","NA","","Colostethus trinitatis","Rada de Martinez, D. 1976. Cariotipo de Colostethus trinitatis (Amphibia, Dendrobatidae). Acta Biol. Venezuclica 9: 213-220."
"Anura","Aromobatidae","Rheobates palmatus","24","48","","NA","NA","NA","","Colostethus palmatus","Bogart, J.P., 1991. The influence of life history on karyotypic evolution in frogs. Amphibian cytogenetics and evolution, pp.233-258."
"Anura","Arthroleptidae","Arthroleptis adolfifriederici","14","NA","","NA","NA","NA","","","Nussbaum, R. A. 1979. Mitotic chromosomes of Sooglossidae (Amphibia: Anura). Caryologia 32: 279-298."
"Anura","Arthroleptidae","Arthroleptis poecilonotus","14","28","","NA","NA","NA","","","King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
"Anura","Arthroleptidae","Arthroleptis stenodactylus","14","28","","NA","NA","NA","","","King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
"Anura","Arthroleptidae","Astylosternus diadematus","54","68","","4","NA","NA","","","King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
"Anura","Arthroleptidae","Cardioglossa gracilis","16","32","","NA","NA","NA","","","Bogart, J. P. and M. Tandy. 1981. Chromosome lineages in African ranoid frogs. Monit. Zool. Ital., N. S. suppl. 15, No. 5: 55-91."
"Anura","Arthroleptidae","Cardioglossa leucomystax","18","32","","NA","NA","NA","","","King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
"Anura","Arthroleptidae","Leptopelis aubryi","22","44","","NA","NA","NA","","","King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
"Anura","Arthroleptidae","Leptopelis bocagii","22","44","","NA","NA","NA","","Leptopelis bocagei","King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
"Anura","Arthroleptidae","Leptopelis boulengeri","22","44","","NA","NA","NA","","","King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
"Anura","Arthroleptidae","Leptopelis calcaratus","24","46","","NA","NA","NA","","","King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
"Anura","Arthroleptidae","Leptopelis concolor","24","NA","","NA","NA","NA","","","King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
"Anura","Arthroleptidae","Leptopelis gramineus","24","48","","NA","NA","NA","","","King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
"Anura","Arthroleptidae","Leptopelis palmatus","24","46","","NA","NA","NA","","","King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
"Anura","Arthroleptidae","Leptopelis parkeri","30","40","","NA","NA","NA","","","King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
"Anura","Arthroleptidae","Leptopelis vermiculatus","24","46","","NA","NA","NA","","","King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
"Anura","Arthroleptidae","Leptopelis viridis","24","44","","NA","NA","NA","","Leptopelis hyloides","King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
"Anura","Arthroleptidae","Leptopelis viridis","22","44","","NA","NA","NA","","","King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
"Anura","Arthroleptidae","Nyctibates corrugatus","28","56","","NA","NA","NA","","","King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
"Anura","Ascaphidae","Ascaphus truei","44","NA","","NA","NA","NA","","","Morescalchi, A. 1967. Note citotassonimiche su Ascaphus truei Stejn. (Amphibia Salientia). Atti. Soc. Pelorit. Sci. Fis. Mat. Nat. 13: 23-30."
"Anura","Ascaphidae","Ascaphus truei","46","56","","NA","NA","NA","","","Wickbom, T. 1950 The chromosomes of Ascaphus truei and the evolution of the anuran karyotypes. - Hereditas 36: 406-418."
"Anura","Batrachylidae","Atelognathus nitoi","26","NA","","NA","NA","NA","","","Barrio, A. 1973. Una nueva especie de Telmatobius (Anura, Leptodactylidae) procedente del dominio austral cordillerano argentino. Physis 32: 207-213."
"Anura","Batrachylidae","Atelognathus patagonicus","26","NA","","NA","NA","NA","","Telmatobius patagonicus","King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
"Anura","Batrachylidae","Atelognathus reverberii","26","NA","","NA","NA","NA","","","Cei, J. M. 1969. La Meseta basaltica de Somuncura, Rio Negro. Herpetofauna endemica y sus peliculiares equilibrios biocenoticos. Physis 28: 257-271."
"Anura","Batrachylidae","Batrachyla antartandica","26","50","","NA","NA","NA","","","Cuevas, C.C. and Formas, J.R., 2008. Cytogenetics of Batrachyla species (Anura: Neobatrachia: Ceratophryidae) of southern South America, with phylogenetics comments."
"Anura","Batrachylidae","Batrachyla leptopus","26","52","","NA","NA","NA","","","Cuevas, C.C. and Formas, J.R., 2008. Cytogenetics of Batrachyla species (Anura: Neobatrachia: Ceratophryidae) of southern South America, with phylogenetics comments."
"Anura","Batrachylidae","Batrachyla nibaldoi","26","50","","NA","NA","NA","","","Cuevas, C.C. and Formas, J.R., 2008. Cytogenetics of Batrachyla species (Anura: Neobatrachia: Ceratophryidae) of southern South America, with phylogenetics comments."
"Anura","Batrachylidae","Batrachyla taeniata","26","50","","NA","NA","NA","","","Cuevas, C.C. and Formas, J.R., 2008. Cytogenetics of Batrachyla species (Anura: Neobatrachia: Ceratophryidae) of southern South America, with phylogenetics comments."
"Anura","Batrachylidae","Hylorina sylvatica","26","NA","","NA","NA","NA","","","Barrio, A. and P. Rinaldi de Chieri. 1971. Contribucion al esclarecimiento de la posicion taxofiletica de algunos batracios patagonicos de la familia Leptodactylidae mediante el analisis cariotipico. Physis 30: 673-685."
"Anura","Bombinatoridae","Bombina bombina","24","48","","NA","NA","NA","","","Morescalchi, A. 1965 Il corredo cromosomico di Hyla arborea arborea (L.) e di Hyla regilla Baird and Girard: il problema dei cromosomi sessuali e l'evoluzione del cariotipo di Hyla. - Caryologia 18: 193 - 206."
"Anura","Bombinatoridae","Bombina maxima","28","56","","NA","NA","NA","","","Shushen, Li, 2007 Cytotaxonomy of amphians in China, Beijing : Ke xue chu ban she"
"Anura","Bombinatoridae","Bombina microdeladigitora","28","56","","NA","NA","NA","","Bombina fortinuptialis","Shushen, Li, 2007 Cytotaxonomy of amphians in China, Beijing : Ke xue chu ban she"
"Anura","Bombinatoridae","Bombina orientalis","24","48","XY","NA","NA","NA","","","Ueda, H. 1980: The sex of triploids and gynogenctic diploids in Bombina orientalis. Sci. Rep. Lab.Amphib. Biol. 4: 185 - 200. "
"Anura","Bombinatoridae","Bombina pachypus","24","48","","NA","NA","NA","","","Olmo, E., A. Morcscalchi, V Stingo & G. Odierna 1982: Genome characteristics and the systematics of the Discoglossidae (Amphibia Salientia). - Monitore Zool. Ital. 16: 283 - 299. "
"Anura","Bombinatoridae","Bombina variegata","24","48","","NA","NA","NA","","","Morescalchi, A. 1965 Il corredo cromosomico di Hyla arborea arborea (L.) e di Hyla regilla Baird and Girard: il problema dei cromosomi sessuali e l'evoluzione del cariotipo di Hyla. - Caryologia 18: 193 - 206."
"Anura","Brachycephalidae","Brachycephalus ephippium","22","44","","NA","NA","NA","","","Ananias F, Giaretta AA, Recco-Pimentel SM 2006 Cytogenetics of Brachycephalus ephippium (Anura, Brachycephalidae) with comments on its relationship to the Bufonidae. Amphib-Reptil 27:121-125. "
"Anura","Brachycephalidae","Ischnocnema guentheri","22","44","","NA","NA","NA","","Eleutherodactylus guentheri","Campos, J. R. C., and Kasahara, S. (2006). Os cromossomos dos anfibios anuros do genero Eleutherodactylus (Anura: Leptodactylidae: Eleutherodactylinae).Publicatio UEPG: Ciencias Biologicas e da Saude, Ponta Grossa,12, 27-38."
"Anura","Brachycephalidae","Ischnocnema holti","20","NA","","NA","NA","NA","","Eleutherodactylus holti","Campos, J. R. C., and Kasahara, S. (2006). Os cromossomos dos anfibios anuros do genero Eleutherodactylus (Anura: Leptodactylidae: Eleutherodactylinae).Publicatio UEPG: Ciencias Biologicas e da Saude, Ponta Grossa,12, 27-38."
"Anura","Brachycephalidae","Ischnocnema holti","20","38","","NA","NA","NA","","","De Lucca EJ, Jim J, Foresti F 1974 Chromosomal studies in twelve species of Leptodactylidae and one Brachycephalidae. Caryologia 27:183-192"
"Anura","Brachycephalidae","Ischnocnema juipoca","22","40","","NA","NA","NA","","Eleutherodactylus juipoca","Campos, J. R. C., and Kasahara, S. (2006). Os cromossomos dos anfibios anuros do genero Eleutherodactylus (Anura: Leptodactylidae: Eleutherodactylinae).Publicatio UEPG: Ciencias Biologicas e da Saude, Ponta Grossa,12, 27-38."
"Anura","Brachycephalidae","Ischnocnema lactea","20","40","","NA","NA","NA","","Eleutherodactylus lacteus","Campos, J. R. C., and Kasahara, S. (2006). Os cromossomos dos anfibios anuros do genero Eleutherodactylus (Anura: Leptodactylidae: Eleutherodactylinae).Publicatio UEPG: Ciencias Biologicas e da Saude, Ponta Grossa,12, 27-38."
"Anura","Brachycephalidae","Ischnocnema lactea","20","NA","","NA","NA","NA","","Ischnocnema lacteus Eleutherodactylus lacteus","De Lucca, E. J. and J. Jim. 1974. Os cromossomos de alguns Leptodactylidae (Amphibia-Anura). Rev. Brasil. Biol. 34: 407-410."
"Anura","Brevicipitidae","Breviceps gibbosus","24","48","","NA","NA","NA","","","King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
"Anura","Brevicipitidae","Callulina kreffti","24","NA","","NA","NA","NA","","","Bogart, J. P. and M. Tandy. 1981. Chromosome lineages in African ranoid frogs. Monit. Zool. Ital., N. S. suppl. 15, No. 5: 55-91."
"Anura","Bufonidae","Altiphrynoides malcolmi","22","NA","","NA","NA","NA","","Nectophrynoides  malcolmi","Grandison, A. G. C. 1978. The occurrence of Nectophrynoides (Anura Bufonidae) in Ethiopia. A new concept of the genus with a description of a new species. Monit. Zool. Ital., N. S. Suppl. 11, No. 6: 119-172."
"Anura","Bufonidae","Anaxyrus americanus","22","44","","NA","NA","NA","","Bufo americanus","Sanders, O. and J. C. Cross. 1964 Relationships between certain North American toads as shown by cytological study. Herpetologica 19: 248-255."
"Anura","Bufonidae","Anaxyrus boreas","22","NA","","NA","NA","NA","","Bufo boreas nelsoni","Bogart, J. P. 1972. Karyotypes. In: W. F. Blair (ed.), Evolution in the Genus Bufo. Univ. Texas Press, Austin pp. 171-195, Appendix, pp. 361-381."
"Anura","Bufonidae","Anaxyrus boreas","22","44","","NA","NA","NA","","Bufo boreas boreas","Sanders, O. and J. C. Cross. 1964 Relationships between certain North American toads as shown by cytological study. Herpetologica 19: 248-255."
"Anura","Bufonidae","Anaxyrus boreas","22","NA","","NA","NA","NA","","Bufo boreas halophilus","Sanders, O. and J. C. Cross. 1964 Relationships between certain North American toads as shown by cytological study. Herpetologica 19: 248-255."
"Anura","Bufonidae","Anaxyrus canorus","22","44","","NA","NA","NA","","Bufo canorus","Bogart, J. P. 1972. Karyotypes. In: W. F. Blair (ed.), Evolution in the Genus Bufo. Univ. Texas Press, Austin pp. 171-195, Appendix, pp. 361-381."
"Anura","Bufonidae","Anaxyrus cognatus","22","44","","NA","NA","NA","","Bufo cognatus","Cole, C. J., C. H. Lowe. and J. W. Wright. 1968. Karyotypes of eight species of toads (genus Bufo) in North America. Copeia 1968: 96-100."
"Anura","Bufonidae","Anaxyrus debilis","22","44","","NA","NA","NA","","Bufo debilis","Bogart, J. P. 1972. Karyotypes. In: W. F. Blair (ed.), Evolution in the Genus Bufo. Univ. Texas Press, Austin pp. 171-195, Appendix, pp. 361-381."
"Anura","Bufonidae","Anaxyrus fowleri","22","44","","NA","NA","NA","","Bufo fowleri","King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
"Anura","Bufonidae","Anaxyrus hemiophrys","22","44","","NA","NA","NA","","Bufo hemiophrys","Morescalchi, A. and G. Gargiulo. 1968. Su alcune relazioni cariologiche del genero Bufo (Amphibia, Salientia). Rend. Acc. Sci. Fis. Mat., S.4, 35: 117-120."
"Anura","Bufonidae","Anaxyrus houstonensis","21","NA","","NA","NA","NA","","Bufo houstonensis","Sanders, O. and J. C. Cross. 1964 Relationships between certain North American toads as shown by cytological study. Herpetologica 19: 248-255."
"Anura","Bufonidae","Anaxyrus houstonensis","22","44","","NA","NA","NA","","Bufo houstonensis","Sanders, O. and J. C. Cross. 1964 Relationships between certain North American toads as shown by cytological study. Herpetologica 19: 248-255."
"Anura","Bufonidae","Anaxyrus kelloggi","22","44","","NA","NA","NA","","Bufo kelloggi","Bogart, J. P. 1972. Karyotypes. In: W. F. Blair (ed.), Evolution in the Genus Bufo. Univ. Texas Press, Austin pp. 171-195, Appendix, pp. 361-381."
"Anura","Bufonidae","Anaxyrus microscaphus","22","44","","NA","NA","NA","","Bufo microscaphus","Cole, C. J., C. H. Lowe. and J. W. Wright. 1968. Karyotypes of eight species of toads (genus Bufo) in North America. Copeia 1968: 96-100."
"Anura","Bufonidae","Anaxyrus nelsoni","22","44","","NA","NA","NA","","Bufo nelsoni","King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
"Anura","Bufonidae","Anaxyrus punctatus","22","44","","NA","NA","NA","","Bufo punctatus","Cole, C. J., C. H. Lowe. and J. W. Wright. 1968. Karyotypes of eight species of toads (genus Bufo) in North America. Copeia 1968: 96-100."
"Anura","Bufonidae","Anaxyrus quercicus","22","44","","NA","NA","NA","","Bufo quercicus","Bogart, J. P. 1972. Karyotypes. In: W. F. Blair (ed.), Evolution in the Genus Bufo. Univ. Texas Press, Austin pp. 171-195, Appendix, pp. 361-381."
"Anura","Bufonidae","Anaxyrus retiformis","22","44","","NA","NA","NA","","Bufo retiformis","Cole, C. J., C. H. Lowe. and J. W. Wright. 1968. Karyotypes of eight species of toads (genus Bufo) in North America. Copeia 1968: 96-100."
"Anura","Bufonidae","Anaxyrus speciosus","22","NA","","NA","NA","NA","","Bufo speciosus","Tandy, M. and J. Tandy. 1976. Evolution of acoustic behaviour in African Bufo (Anura: Bufonidae). Zool. Afr. 11: 349-368."
"Anura","Bufonidae","Anaxyrus terrestris","22","44","","NA","NA","NA","","Bufo terrestris","Doyle, B. W. and W. H. Beckert. 1970. Chromosome characteristics of the Bufonidae among species and within populations. Caryologia 23: 143-154."
"Anura","Bufonidae","Anaxyrus woodhousii","22","NA","","NA","NA","NA","","Bufo woodhousii australis","Cole, C. J., C. H. Lowe. and J. W. Wright. 1968. Karyotypes of eight species of toads (genus Bufo) in North America. Copeia 1968: 96-100."
"Anura","Bufonidae","Anaxyrus woodhousii","22","44","","NA","NA","NA","","Bufo woodhousii fowleri","Sanders, O. and J. C. Cross. 1964 Relationships between certain North American toads as shown by cytological study. Herpetologica 19: 248-255."
"Anura","Bufonidae","Anaxyrus woodhousii","22","NA","","NA","NA","NA","","Bufo woodhousii velatus","Sanders, O. and J. C. Cross. 1964 Relationships between certain North American toads as shown by cytological study. Herpetologica 19: 248-255."
"Anura","Bufonidae","Anaxyrus woodhousii","22","44","","NA","NA","NA","","Bufo woodhousii woodhousii","Sanders, O. and J. C. Cross. 1964 Relationships between certain North American toads as shown by cytological study. Herpetologica 19: 248-255."
