"Order","Family","Genus","Species","femalediploidnumber","malediploidnumber","haploidnumber","reproductivemode","sexchromosome","notes","citation"
"Orthoptera","Acrididae","Eurotettix","Eurotettix lilloanus","22","21","11","gonochorous","XXY","X1X1X2X2/X1X2Y","Mesa, A., Ferreira, A., & Carbonell, C. S. (1982). Cariologa de los acridoideos neotropicales: estado actual de su conocimiento y nuevas contribuciones. Ann Soc Ent Fr, 18, 507-526"
"Orthoptera","Acrididae","Eurotettix","Eurotettix schrottkyi","22","21","11","gonochorous","XXY","X1X1X2X2/X1X2Y","Mesa, A., Ferreira, A., & Carbonell, C. S. (1982). Cariologa de los acridoideos neotropicales: estado actual de su conocimiento y nuevas contribuciones. Ann Soc Ent Fr, 18, 507-526"
"Orthoptera","Acrididae","Paraorphula","Paraorphula graminea","24","23","12","gonochorous","XO","","Mesa, A., Ferreira, A., & Carbonell, C. S. (1982). Cariologa de los acridoideos neotropicales: estado actual de su conocimiento y nuevas contribuciones. Ann Soc Ent Fr, 18, 507-526"
"Orthoptera","Romaleidae","Eutropidacris","Eutropidacris collares","24","23","12","gonochorous","XO","","Mesa, A., Ferreira, A., & Carbonell, C. S. (1982). Cariologa de los acridoideos neotropicales: estado actual de su conocimiento y nuevas contribuciones. Ann Soc Ent Fr, 18, 507-526"
"Isoptera","Termitidae","Cubitermes","Cubitermes sankurensis","42","42","21","gonochorous","XXYY","X1X1X2X2/X1X2Y1Y2 sex-linked multivalent in males","Vincke PP, Tilquin JP (1978) A sex-Linked Ring Quadrivalent in Termitidae (Isoptera). Chromosoma 67: 151-156."
"Isoptera","Termitidae","Cubitermes","Cubitermes weissi","42","42","21","gonochorous","XXYY","X1X1X2X2/X1X2Y1Y2 sex-linked multivalent in males","Vincke PP, Tilquin JP (1978) A sex-Linked Ring Quadrivalent in Termitidae (Isoptera). Chromosoma 67: 151-156."
"Isoptera","Termitidae","Kalotermes","Kalotermes Flavicollis","62","62","31","gonochorous","XXYY","X1X1X2X2/X1X2Y1Y2 sex-linked multivalent in males","Vincke PP, Tilquin JP (1978) A sex-Linked Ring Quadrivalent in Termitidae (Isoptera). Chromosoma 67: 151-156."
"Isoptera","Termitidae","Microcerotermes","Microcerotermes fuscotibiatis","42","42","21","gonochorous","XXYY","X1X1X2X2/X1X2Y1Y2 sex-linked multivalent in males","Vincke PP, Tilquin JP (1978) A sex-Linked Ring Quadrivalent in Termitidae (Isoptera). Chromosoma 67: 151-156."
"Isoptera","Termitidae","Reticutitermes","Reticutitermes santonensis","42","42","21","gonochorous","XXYY","X1X1X2X2/X1X2Y1Y2 sex-linked multivalent in males","Vincke PP, Tilquin JP (1978) A sex-Linked Ring Quadrivalent in Termitidae (Isoptera). Chromosoma 67: 151-156."
"Orthoptera","Tettigoniidae","Isophya","Isophya hospodat","32","31","16","gonochorous","XO","","Warcha?owska-?liwa, E., Chobanov, D. P., Grzywacz, B., & Marya?ska-Nadachowska, A. (2008). Taxonomy of the genus Isophya (Orthoptera, Phaneropteridae, Barbitistinae): Comparison of karyological and morphological data.Folia biologica,56(3-4), 227-241."
"Orthoptera","Tettigoniidae","Isophya","Isophya krausii","32","31","16","gonochorous","XO","","Warcha?owska-?liwa, E., Chobanov, D. P., Grzywacz, B., & Marya?ska-Nadachowska, A. (2008). Taxonomy of the genus Isophya (Orthoptera, Phaneropteridae, Barbitistinae): Comparison of karyological and morphological data.Folia biologica,56(3-4), 227-241."
"Orthoptera","Tettigoniidae","Isophya","Isophya modesta longicaudata","32","31","16","gonochorous","XO","","Warcha?owska-?liwa, E., Chobanov, D. P., Grzywacz, B., & Marya?ska-Nadachowska, A. (2008). Taxonomy of the genus Isophya (Orthoptera, Phaneropteridae, Barbitistinae): Comparison of karyological and morphological data.Folia biologica,56(3-4), 227-241."
"Orthoptera","Tettigoniidae","Isophya","Isophya plevnensis","32","31","16","gonochorous","XO","","Warcha?owska-?liwa, E., Chobanov, D. P., Grzywacz, B., & Marya?ska-Nadachowska, A. (2008). Taxonomy of the genus Isophya (Orthoptera, Phaneropteridae, Barbitistinae): Comparison of karyological and morphological data.Folia biologica,56(3-4), 227-241."
"Blattodea","Blaberidae","Leucophaea","Leucophaea maderae","24","23","12","gonochorous","XO","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Blattodea","Blaberidae","Phortioica","Phortioica phoraspoides","66","65","33","gonochorous","XO","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Blattodea","Blattellidae","Parcoblatta","Parcoblatta pennsylvanica","38","37","19","gonochorous","XO","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Embiidina","Oligotomidae","Oligotoma","Oligotoma saundersi","22","21","11","gonochorous","XO","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Grylloblata","Grylloblatidae","Grylloblatta","Grylloblatta campodeioformis","30","30","15","gonochorous","XY","metacentric X and Y associated by one arm","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Mantodea","Empusidae","Gongylus","Gongylus gongyloides","28","27","14","gonochorous","XO","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Mantodea","Hymenopodidae","Euantissa","Euantissa ornata","34","33","17","gonochorous","XO","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Mantodea","Mantidae","Apterornantis","Apterornantis bolivari","30","29","15","gonochorous","XO","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Mantodea","Mantidae","Iris","Iris aratoria","26","25","13","gonochorous","XO","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Mantodea","Mantidae","Kongobatha","Kongobatha diadernata","30","25","15","gonochorous","XO","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Mantodea","Mantidae","Sphodrornantis","Sphodrornantis viridis","24","23","12","gonochorous","XXY","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Mantodea","Mantidae","Vates","Vates pectinicornis","28","27","14","gonochorous","XXY","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Phasmatodea","Phasmidae","Orxines","Orxines macklotti","38","37","19","gonochorous","XO","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Phasmatodea","Phasmidae","Tropiderus","Tropiderus childrenii","34","33","17","gonochorous","XO","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Isoptera","Termitidae","Mastotermes","Mastotermes darwiniensis","98","98","49","gonochorous","XY"," multivalent absent","Bedo DG (1987) undifferentiated sex chromosomes in Mastotermes darwiniensis Froggatt (Isoptera; Mastotermitidae) and the evolution of eusociality in termites. Genome 29: 76-79."
"Blattodea","Polyphagidae","Cryptocercus","Cryptocercus primarius","20","19","10","gonochorous","XO"," multivalent absent order listed as Dictyoptera","Bergamaschi S, Dawes-Gromadzki TZ, Scali V, Marini M, Mantovani B (2007) Karyology, mitochondrial DNA and the phylogeny of Australian termites. Chromosome Res 15: 735-753."
"Blattodea","Polyphagidae","Cryptocercus","Cryptocercus relictus","18","17","9","gonochorous","XO"," multivalent absent order listed as Dictyoptera","Bergamaschi S, Dawes-Gromadzki TZ, Scali V, Marini M, Mantovani B (2007) Karyology, mitochondrial DNA and the phylogeny of Australian termites. Chromosome Res 15: 735-753."
"Isoptera","Kalotermitidae","Cryptotermes","Cryptotermes domesticus","30","29","15","gonochorous","XXY","X1X1X2X2/X1X2Y1","Bergamaschi S, Dawes-Gromadzki TZ, Scali V, Marini M, Mantovani B (2007) Karyology, mitochondrial DNA and the phylogeny of Australian termites. Chromosome Res 15: 735-753."
"Isoptera","Kalotermitidae","Cryptotermes","Cryptotermes domesticus","30","29","15","gonochorous","XXY","X1X1X2X2/X1X2Y1","Bergamaschi S, Dawes-Gromadzki TZ, Scali V, Marini M, Mantovani B (2007) Karyology, mitochondrial DNA and the phylogeny of Australian termites. Chromosome Res 15: 735-753."
"Isoptera","Kalotermitidae","Kalotermes","Kalotermes flavicollis","68","67","34","gonochorous","XXY","X1X1X2X2/X1X2Y1","Bergamaschi S, Dawes-Gromadzki TZ, Scali V, Marini M, Mantovani B (2007) Karyology, mitochondrial DNA and the phylogeny of Australian termites. Chromosome Res 15: 735-753."
"Isoptera","Rhinotermitidae","Coptotermes","Coptotermes acinaciformis","42","42","21","gonochorous","XXYY","X1X1X2X2/X1X2Y1Y2 sex-linked multivalent in males","Bergamaschi S, Dawes-Gromadzki TZ, Scali V, Marini M, Mantovani B (2007) Karyology, mitochondrial DNA and the phylogeny of Australian termites. Chromosome Res 15: 735-753."
"Isoptera","Rhinotermitidae","Reticulitermes","Reticulitermes urbis","42","42","21","gonochorous","homomorphic","","Bergamaschi S, Dawes-Gromadzki TZ, Scali V, Marini M, Mantovani B (2007) Karyology, mitochondrial DNA and the phylogeny of Australian termites. Chromosome Res 15: 735-753."
"Isoptera","Termitidae","Amitermes","Amitermes darwini","42","42","21","gonochorous","XXYY","X1X1X2X2/X1X2Y1Y2 sex-linked multivalent in males","Bergamaschi S, Dawes-Gromadzki TZ, Scali V, Marini M, Mantovani B (2007) Karyology, mitochondrial DNA and the phylogeny of Australian termites. Chromosome Res 15: 735-753."
"Isoptera","Termitidae","Amitermes","Amitermes germanus","42","NA","21","","","","Bergamaschi S, Dawes-Gromadzki TZ, Scali V, Marini M, Mantovani B (2007) Karyology, mitochondrial DNA and the phylogeny of Australian termites. Chromosome Res 15: 735-753."
"Isoptera","Termitidae","Amitermes","Amitermes parvus","42","42","21","gonochorous","XXYY","X1X1X2X2/X1X2Y1Y2 sex-linked multivalent in males","Bergamaschi S, Dawes-Gromadzki TZ, Scali V, Marini M, Mantovani B (2007) Karyology, mitochondrial DNA and the phylogeny of Australian termites. Chromosome Res 15: 735-753."
"Isoptera","Termitidae","Drepanotermes","Drepanotermes septentrionalis","42","42","21","gonochorous","XXYY","X1X1X2X2/X1X2Y1Y2 sex-linked multivalent in males","Bergamaschi S, Dawes-Gromadzki TZ, Scali V, Marini M, Mantovani B (2007) Karyology, mitochondrial DNA and the phylogeny of Australian termites. Chromosome Res 15: 735-753."
"Isoptera","Termitidae","Ephelotermes","Ephelotermes melachoma","42","42","21","gonochorous","XXYY","X1X1X2X2/X1X2Y1Y2 sex-linked multivalent in males","Bergamaschi S, Dawes-Gromadzki TZ, Scali V, Marini M, Mantovani B (2007) Karyology, mitochondrial DNA and the phylogeny of Australian termites. Chromosome Res 15: 735-753."
"Isoptera","Termitidae","Ephelotermes","Ephelotermes taylori","42","42","21","gonochorous","XXYY","X1X1X2X2/X1X2Y1Y2 sex-linked multivalent in males","Bergamaschi S, Dawes-Gromadzki TZ, Scali V, Marini M, Mantovani B (2007) Karyology, mitochondrial DNA and the phylogeny of Australian termites. Chromosome Res 15: 735-753."
"Isoptera","Termitidae","Lophotermes","Lophotermes septentrionalis","42","42","21","gonochorous","XXYY","X1X1X2X2/X1X2Y1Y2 sex-linked multivalent in males","Bergamaschi S, Dawes-Gromadzki TZ, Scali V, Marini M, Mantovani B (2007) Karyology, mitochondrial DNA and the phylogeny of Australian termites. Chromosome Res 15: 735-753."
"Isoptera","Termitidae","Macrognathotermes","Macrognathotermes sunteri","42","42","21","gonochorous","XXYY","X1X1X2X2/X1X2Y1Y2 sex-linked multivalent in males","Bergamaschi S, Dawes-Gromadzki TZ, Scali V, Marini M, Mantovani B (2007) Karyology, mitochondrial DNA and the phylogeny of Australian termites. Chromosome Res 15: 735-753."
"Isoptera","Termitidae","Microcerotermes","Microcerotermes boreus","42","42","21","gonochorous","XXYY","X1X1X2X2/X1X2Y1Y2 sex-linked multivalent in males","Bergamaschi S, Dawes-Gromadzki TZ, Scali V, Marini M, Mantovani B (2007) Karyology, mitochondrial DNA and the phylogeny of Australian termites. Chromosome Res 15: 735-753."
"Isoptera","Termitidae","Microcerotermes","Microcerotermes nervosus","42","42","21","gonochorous","XXYY","X1X1X2X2/X1X2Y1Y2 sex-linked multivalent in males","Bergamaschi S, Dawes-Gromadzki TZ, Scali V, Marini M, Mantovani B (2007) Karyology, mitochondrial DNA and the phylogeny of Australian termites. Chromosome Res 15: 735-753."
"Isoptera","Termitidae","Nasutitermes","Nasutitermes graveolus","42","42","21","gonochorous","XXYY","X1X1X2X2/X1X2Y1Y2 sex-linked multivalent in males","Bergamaschi S, Dawes-Gromadzki TZ, Scali V, Marini M, Mantovani B (2007) Karyology, mitochondrial DNA and the phylogeny of Australian termites. Chromosome Res 15: 735-753."
"Isoptera","Termitidae","Nasutitermes","Nasutitermes longipennis","42","42","21","gonochorous","XXYY","X1X1X2X2/X1X2Y1Y2 sex-linked multivalent in males","Bergamaschi S, Dawes-Gromadzki TZ, Scali V, Marini M, Mantovani B (2007) Karyology, mitochondrial DNA and the phylogeny of Australian termites. Chromosome Res 15: 735-753."
"Isoptera","Termitidae","Nasutitermes","Nasutitermes triodiae","42","42","21","gonochorous","XXYY","X1X1X2X2/X1X2Y1Y2 sex-linked multivalent in males","Bergamaschi S, Dawes-Gromadzki TZ, Scali V, Marini M, Mantovani B (2007) Karyology, mitochondrial DNA and the phylogeny of Australian termites. Chromosome Res 15: 735-753."
"Isoptera","Termitidae","Tumulitermes","Tumulitermes pastinator","42","42","21","gonochorous","XXYY","X1X1X2X2/X1X2Y1Y2 sex-linked multivalent in males","Bergamaschi S, Dawes-Gromadzki TZ, Scali V, Marini M, Mantovani B (2007) Karyology, mitochondrial DNA and the phylogeny of Australian termites. Chromosome Res 15: 735-753."
"Phasmatodea","Phylliidae","Leptynia","Leptynia attenuata","36","35","18","gonochorous","XO","","Bianchi AP, Meliado P (1998) Analysis of the karyotypes of four species of the Leptynia attenuata complex (Insecta Phasmatodea). Caryologia 51: 207-219."
"Phasmatodea","Phylliidae","Leptynia","Leptynia attenuata","36","36","18","gonochorous","XY","","Bianchi AP, Meliado P (1998) Analysis of the karyotypes of four species of the Leptynia attenuata complex (Insecta Phasmatodea). Caryologia 51: 207-219."
"Phasmatodea","Phylliidae","Leptynia","Leptynia caprai","40","39","20","gonochorous","XO","","Bianchi AP, Meliado P (1998) Analysis of the karyotypes of four species of the Leptynia attenuata complex (Insecta Phasmatodea). Caryologia 51: 207-219."
"Phasmatodea","Phylliidae","Leptynia","Leptynia montana","38","37","19","gonochorous","XO","","Bianchi AP, Meliado P (1998) Analysis of the karyotypes of four species of the Leptynia attenuata complex (Insecta Phasmatodea). Caryologia 51: 207-219."
"Orthoptera","Acrididae","Baeacris","Baeacris punctulatus","22","22","11","gonochorous","XY","","Castillo, E. R., Marti, D. A., & Bidau, C. J. (2010). Sex and neo-sex chromosomes in Orthoptera: a review.Journal of Orthoptera Research, 213-231."
"Orthoptera","Acrididae","Dichromatos","Dichromatos lilloanus","22","21","11","gonochorous","XXY","X1X1X2X2/X1X2Y","Castillo, E. R., Marti, D. A., & Bidau, C. J. (2010). Sex and neo-sex chromosomes in Orthoptera: a review.Journal of Orthoptera Research, 213-231."
"Orthoptera","Acrididae","Dichromatos","Dichromatos schrottkyi","22","21","11","gonochorous","XXY","X1X1X2X2/X1X2Y","Castillo, E. R., Marti, D. A., & Bidau, C. J. (2010). Sex and neo-sex chromosomes in Orthoptera: a review.Journal of Orthoptera Research, 213-231."
"Orthoptera","Acrididae","Scotussa","Scotussa daguerrei","22","21","11","gonochorous","XXY","X1X1X2X2/X1X2Y","Castillo, E. R., Marti, D. A., & Bidau, C. J. (2010). Sex and neo-sex chromosomes in Orthoptera: a review.Journal of Orthoptera Research, 213-231."
"Orthoptera","Acrididae","Scotussa","Scotussa daguerrei","22","21","11","gonochorous","XXY","X1X1X2X2/X1X2Y","Castillo, E. R., Marti, D. A., & Bidau, C. J. (2010). Sex and neo-sex chromosomes in Orthoptera: a review.Journal of Orthoptera Research, 213-231."
"Orthoptera","Gryllotalpidae","Gryllotalpa","Gryllotalpa gryllotalpa","12","12","6","gonochorous","XY","some populations with 1-4 b chromosomes","Fyodorova, M. V., Zhantiev, R. D., & Gokhman, V. E. (1991). KARYOTYPES OF THE MOLE-CRICKETS (ORTHOPTERA, GRYLLOTALPIDAE) OF THE EUROPEAN PART OF THE USSR AND THE CAUCASUS.Zoologichesky Zhurnal,70(7), 43-50."
"Orthoptera","Gryllotalpidae","Gryllotalpa","Gryllotalpa unispina","20","19","10","gonochorous","XO","","Fyodorova, M. V., Zhantiev, R. D., & Gokhman, V. E. (1991). KARYOTYPES OF THE MOLE-CRICKETS (ORTHOPTERA, GRYLLOTALPIDAE) OF THE EUROPEAN PART OF THE USSR AND THE CAUCASUS.Zoologichesky Zhurnal,70(7), 43-50."
"Phasmatodea","Phylliidae","Pijnackeria","Pijnackeria hispanica","38","37","19","gonochorous","XO","","Ghiselli F, Milani L, Scali V, Passamonti M (2007) The Leptynia hispanica species complex (Insecta Phasmida): polyploidy, parthenogenesis, hybridization and more. Mol Ecol 16: 4256-4268."
"Phasmatodea","Phylliidae","Pijnackeria","Pijnackeria hispanica","54","54","27","","","","Ghiselli F, Milani L, Scali V, Passamonti M (2007) The Leptynia hispanica species complex (Insecta Phasmida): polyploidy, parthenogenesis, hybridization and more. Mol Ecol 16: 4256-4268."
"Phasmatodea","Phylliidae","Pijnackeria","Pijnackeria hispanica","57","NA","29","","","","Ghiselli F, Milani L, Scali V, Passamonti M (2007) The Leptynia hispanica species complex (Insecta Phasmida): polyploidy, parthenogenesis, hybridization and more. Mol Ecol 16: 4256-4268."
"Phasmatodea","Phylliidae","Pijnackeria","Pijnackeria hispanica","76","NA","38","","","","Ghiselli F, Milani L, Scali V, Passamonti M (2007) The Leptynia hispanica species complex (Insecta Phasmida): polyploidy, parthenogenesis, hybridization and more. Mol Ecol 16: 4256-4268."
"Orthoptera","Tettigoniidae","Aerotegmina","Aerotegmina kilimandjarica","34","33","17","gonochorous","XO","","Hemp, C., Heller, K. G., Warchalowska-Sliwa, E., & Hemp, A. (2013). The genus Aerotegmina (Orthoptera, Tettigoniidae, Hexacentrinae): chromosomes, morphological relations, phylogeographical patterns and description of a new species.Organisms Diversity & Evolution,13(4), 521-530."
"Orthoptera","Tettigoniidae","Aerotegmina","Aerotegmina shengenae","28","27","14","gonochorous","XO","","Hemp, C., Heller, K. G., Warchalowska-Sliwa, E., & Hemp, A. (2013). The genus Aerotegmina (Orthoptera, Tettigoniidae, Hexacentrinae): chromosomes, morphological relations, phylogeographical patterns and description of a new species.Organisms Diversity & Evolution,13(4), 521-530."
"Dermaptera","Arixenidae","Arixenia","Arixenia esau","60","60","30","gonochorous","XY","","Hewitt, G. M. (1979). Grasshoppers and crickets. Animal Cytogenetics. Vol. 3: Insecta 1 Orthoptera."
"Dermaptera","Forficulidae","Anechura","Anechura bipunctata","24","24","12","gonochorous","XY","","Hewitt, G. M. (1979). Grasshoppers and crickets. Animal Cytogenetics. Vol. 3: Insecta 1 Orthoptera."
"Dermaptera","Forficulidae","Forficula","Forficula auricularia","24","24","12","gonochorous","XXY","","Hewitt, G. M. (1979). Grasshoppers and crickets. Animal Cytogenetics. Vol. 3: Insecta 1 Orthoptera."
"Dermaptera","Forficulidae","Forficula","Forficula auricularia","24","24","12","gonochorous","XXY","","Hewitt, G. M. (1979). Grasshoppers and crickets. Animal Cytogenetics. Vol. 3: Insecta 1 Orthoptera."
"Dermaptera","Forficulidae","Forficula","Forficula auricularia","24","24","12","gonochorous","XY","XY males (fused X1X2)","Hewitt, G. M. (1979). Grasshoppers and crickets. Animal Cytogenetics. Vol. 3: Insecta 1 Orthoptera."
"Dermaptera","Forficulidae","Forficula","Forficula auricularia","24","24","12","gonochorous","XY","","Hewitt, G. M. (1979). Grasshoppers and crickets. Animal Cytogenetics. Vol. 3: Insecta 1 Orthoptera."
"Dermaptera","Forficulidae","Forficula","Forficula auricularia","24","25","12","gonochorous","XXY","","Hewitt, G. M. (1979). Grasshoppers and crickets. Animal Cytogenetics. Vol. 3: Insecta 1 Orthoptera."
"Dermaptera","Forficulidae","Forficula","Forficula auricularia","26","25","13","gonochorous","XXY","","Hewitt, G. M. (1979). Grasshoppers and crickets. Animal Cytogenetics. Vol. 3: Insecta 1 Orthoptera."
"Dermaptera","Forficulidae","Forficula","Forficula auricularia","26","25","13","gonochorous","XXY","","Hewitt, G. M. (1979). Grasshoppers and crickets. Animal Cytogenetics. Vol. 3: Insecta 1 Orthoptera."
"Dermaptera","Forficulidae","Forficula","Forficula auricularia","24","NA","12","","","","Hewitt, G. M. (1979). Grasshoppers and crickets. Animal Cytogenetics. Vol. 3: Insecta 1 Orthoptera."
"Dermaptera","Forficulidae","Forficula","Forficula auricularia","26","24","13","gonochorous","XXY","","Hewitt, G. M. (1979). Grasshoppers and crickets. Animal Cytogenetics. Vol. 3: Insecta 1 Orthoptera."
"Dermaptera","Forficulidae","Forficula","Forficula auricularia","26","25","13","gonochorous","XXY","","Hewitt, G. M. (1979). Grasshoppers and crickets. Animal Cytogenetics. Vol. 3: Insecta 1 Orthoptera."
"Dermaptera","Forficulidae","Forficula","Forficula scudderi","24","24","12","gonochorous","XY","","Hewitt, G. M. (1979). Grasshoppers and crickets. Animal Cytogenetics. Vol. 3: Insecta 1 Orthoptera."
"Dermaptera","Forficulidae","Forficula","Forficula scudderi","24","24","12","gonochorous","XY","","Hewitt, G. M. (1979). Grasshoppers and crickets. Animal Cytogenetics. Vol. 3: Insecta 1 Orthoptera."
"Dermaptera","Labiduridae","Anisolabis","Anisolabis maritima","26","25","13","gonochorous","XXY","","Hewitt, G. M. (1979). Grasshoppers and crickets. Animal Cytogenetics. Vol. 3: Insecta 1 Orthoptera."
"Dermaptera","Labiduridae","Euborellia","Euborellia annulipes","26","25","13","gonochorous","XXY","","Hewitt, G. M. (1979). Grasshoppers and crickets. Animal Cytogenetics. Vol. 3: Insecta 1 Orthoptera."
"Dermaptera","Labiduridae","Euborellia","Euborellia moesta","26","25","13","gonochorous","XXY","","Hewitt, G. M. (1979). Grasshoppers and crickets. Animal Cytogenetics. Vol. 3: Insecta 1 Orthoptera."
"Dermaptera","Labiduridae","Labidura","Labidura riparia","12","12","6","gonochorous","XY","heterochromatic Y from Brazil","Hewitt, G. M. (1979). Grasshoppers and crickets. Animal Cytogenetics. Vol. 3: Insecta 1 Orthoptera."
