"Order","Family","Genus","Species","femalediploidnumber","malediploidnumber","haploidnumber","reproductivemode","sexchromosome","notes","citation"
"Orthoptera","Tristiridae","Atacamacris","Atacamacris diminuta","10","10","5","gonochorous","XY","","Mesa, A., Ferreira, A., & Carbonell, C. S. (1982). Cariologa de los acridoideos neotropicales: estado actual de su conocimiento y nuevas contribuciones. Ann Soc Ent Fr, 18, 507-526"
"Phasmatodea","Phylliidae","Clonopsis","Clonopsis felicitatis","36","35","18","gonochorous","XO","","Milani L, Ghiselli F, Pellecchia M, Scali V, Passamonti M (2010) Reticulate evolution in stick insects: the case of Clonopsis (Insecta Phasmida). BMC Evol Biol 10: 258."
"Phasmatodea","Phylliidae","Clonopsis","Clonopsis gallica","54","NA","27","parthenogenetic","","","Milani L, Ghiselli F, Pellecchia M, Scali V, Passamonti M (2010) Reticulate evolution in stick insects: the case of Clonopsis (Insecta Phasmida). BMC Evol Biol 10: 258."
"Phasmatodea","Phylliidae","Clonopsis","Clonopsis gallica","56","56","28","","","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Phasmatodea","Phylliidae","Clonopsis","Clonopsis maroccana","22","21","11","gonochorous","XO","","Milani L, Ghiselli F, Pellecchia M, Scali V, Passamonti M (2010) Reticulate evolution in stick insects: the case of Clonopsis (Insecta Phasmida). BMC Evol Biol 10: 258."
"Phasmatodea","Phylliidae","Clonopsis","Clonopsis soumiae","72","NA","36","parthenogenetic","","","Milani L, Ghiselli F, Pellecchia M, Scali V, Passamonti M (2010) Reticulate evolution in stick insects: the case of Clonopsis (Insecta Phasmida). BMC Evol Biol 10: 258."
"Phasmatodea","Phasmatidae","Acanthoxyla","Acanthoxyla inermis","36","NA","18","","","","MORGAN?RICHARDS, M. A. R. Y., & Trewick, S. A. (2005). Hybrid origin of a parthenogenetic genus?.Molecular ecology,14(7), 2133-2142."
"Phasmatodea","Phasmatidae","Acanthoxyla","Acanthoxyla intermedia","38","NA","19","parthenogenetic","","","MORGAN?RICHARDS, M. A. R. Y., & Trewick, S. A. (2005). Hybrid origin of a parthenogenetic genus?.Molecular ecology,14(7), 2133-2142."
"Phasmatodea","Phasmatidae","Clitarchus","Clitarchus hookeri","36","NA","18","","","","MORGAN?RICHARDS, M. A. R. Y., & Trewick, S. A. (2005). Hybrid origin of a parthenogenetic genus?.Molecular ecology,14(7), 2133-2142."
"Phasmatodea","Phasmidae","Carausius","Carausius morosus","64","NA","32","parthenogenetic","","","Pijnacker, L. P., & Ferwerda, M. A. (1980). Sex chromosomes and origin of males and sex mosaics of the parthenogenetic stick insect Carausius morosus Br.Chromosoma,79(1), 105-114."
"Phasmatodea","Phasmidae","Carausius","Carausius morosus","NA","65","33","","","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Phasmatodea","Phylliidae","Bacillus","Bacillus atticus","34","NA","17","","","","Scali V, Passamonti M, Marescalchi O, Mantovani B (2003) Linkage between sexual and asexual lineages: genome evolution in Bacillus stick insects. Biological Journal of the Linnean Society 79: 137-150."
"Phasmatodea","Phylliidae","Bacillus","Bacillus lynceorum","51","NA","26","parthenogenetic","","","Scali V, Passamonti M, Marescalchi O, Mantovani B (2003) Linkage between sexual and asexual lineages: genome evolution in Bacillus stick insects. Biological Journal of the Linnean Society 79: 137-150."
"Phasmatodea","Phylliidae","Bacillus","Bacillus whitei","35","NA","18","parthenogenetic","","","Scali V, Passamonti M, Marescalchi O, Mantovani B (2003) Linkage between sexual and asexual lineages: genome evolution in Bacillus stick insects. Biological Journal of the Linnean Society 79: 137-150."
"Orthoptera","Acrididae","Coryphosima","Coryphosima stenoptera","24","23","12","gonochorous","XO","","Seino, R. A., Kekeunou, S., Dongmo, T. I., & Manjeli, Y. (2012). Karyotype analysis and meiosis in Coryphosima stenoptera producta (Walker) and Chirista compta (Walker)(Orthoptera: Acrididae: Acridinae) from Cameroon.Int. J. Biosci,2(12), 168-176."
"Isoptera","Termitidae","Kalotermes","Kalotermes approximatus","34","33","17","gonochorous","XXY","X1X1X2X2/X1X2Y1 sex-linked multivalent in males","Syren RM, Luykx P (1981) Geographic-Variation of Sex-Linked Translocation Heterozygosity in the Termite Kalotermes-Approximatus Snyder (Insecta, Isoptera). Chromosoma 82: 65-88."
"Isoptera","Termitidae","Kalotermes","Kalotermes approximatus","32","32","16","gonochorous","XXYY","X1X1X2X2/X1X2Y1Y2 sex-linked multivalent in males","Syren RM, Luykx P (1981) Geographic-Variation of Sex-Linked Translocation Heterozygosity in the Termite Kalotermes-Approximatus Snyder (Insecta, Isoptera). Chromosoma 82: 65-88."
"Phasmatodea","Phasmatidae","Acanthoxyla","Acanthoxyla geisovii","38","NA","19","parthenogenetic","","","Trewick, S. A., Morgan-Richards, M., & Collins, L. J. (2008). Are you my mother? Phylogenetic analysis reveals orphan hybrid stick insect genus is part of a monophyletic New Zealand clade.Molecular phylogenetics and evolution,48(3), 799-808."
"Phasmatodea","Phasmatidae","Acanthoxyla","Acanthoxyla huttoni","NA","NA","NA","parthenogenetic","","","Trewick, S. A., Morgan-Richards, M., & Collins, L. J. (2008). Are you my mother? Phylogenetic analysis reveals orphan hybrid stick insect genus is part of a monophyletic New Zealand clade.Molecular phylogenetics and evolution,48(3), 799-808."
"Phasmatodea","Phasmatidae","Acanthoxyla","Acanthoxyla prasina","NA","NA","NA","parthenogenetic","","","Trewick, S. A., Morgan-Richards, M., & Collins, L. J. (2008). Are you my mother? Phylogenetic analysis reveals orphan hybrid stick insect genus is part of a monophyletic New Zealand clade.Molecular phylogenetics and evolution,48(3), 799-808."
"Phasmatodea","Phasmatidae","Acanthoxyla","Acanthoxyla suteri","NA","NA","NA","parthenogenetic","","","Trewick, S. A., Morgan-Richards, M., & Collins, L. J. (2008). Are you my mother? Phylogenetic analysis reveals orphan hybrid stick insect genus is part of a monophyletic New Zealand clade.Molecular phylogenetics and evolution,48(3), 799-808."
"Phasmatodea","Timematidae","Timema","Timema poppensis","24","NA","12","gonochorous","","","Vickery, V. R., & Sandoval, C. P. (1999). Two new species of Timema (Phasmatoptera: Timematodea: Timematidae), one parthenogenetic, in California.Journal of Orthoptera Research, 45-47."
"Phasmatodea","Timematidae","Timema","Timema shepardi","24","NA","12","parthenogenetic","","","Vickery, V. R., & Sandoval, C. P. (1999). Two new species of Timema (Phasmatoptera: Timematodea: Timematidae), one parthenogenetic, in California.Journal of Orthoptera Research, 45-47."
"Isoptera","Termitidae","Acidnotermes","Acidnotermes praus","42","42","21","gonochorous","XXYY","X1X1X2X2/X1X2Y1Y2 sex-linked multivalent in males","Vincke PP, Tilquin JP (1978) A sex-Linked Ring Quadrivalent in Termitidae (Isoptera). Chromosoma 67: 151-156."
"Isoptera","Termitidae","Crenetermes","Crenetermes albotarsalis","42","42","21","gonochorous","XXYY","X1X1X2X2/X1X2Y1Y2 sex-linked multivalent in males","Vincke PP, Tilquin JP (1978) A sex-Linked Ring Quadrivalent in Termitidae (Isoptera). Chromosoma 67: 151-156."
"Isoptera","Termitidae","Cubitermes","Cubitermes exiguus","42","42","21","gonochorous","XXYY","X1X1X2X2/X1X2Y1Y2 sex-linked multivalent in males","Vincke PP, Tilquin JP (1978) A sex-Linked Ring Quadrivalent in Termitidae (Isoptera). Chromosoma 67: 151-156."
"Isoptera","Termitidae","Macrotermes","Macrotermes bellicosus","42","42","21","gonochorous","XXYY","X1X1X2X2/X1X2Y1Y2 sex-linked multivalent in males","Vincke PP, Tilquin JP (1978) A sex-Linked Ring Quadrivalent in Termitidae (Isoptera). Chromosoma 67: 151-156."
"Isoptera","Termitidae","Noditermes","Noditermes lamanianus","38","38","19","gonochorous","XXYY","X1X1X2X2/X1X2Y1Y2 sex-linked multivalent in males","Vincke PP, Tilquin JP (1978) A sex-Linked Ring Quadrivalent in Termitidae (Isoptera). Chromosoma 67: 151-156."
"Isoptera","Termitidae","Odontotermes","Odontotermes redemanni","48","48","24","gonochorous","XXYY","X1X1X2X2/X1X2Y1Y2 sex-linked multivalent in males","Vincke PP, Tilquin JP (1978) A sex-Linked Ring Quadrivalent in Termitidae (Isoptera). Chromosoma 67: 151-156."
"Isoptera","Termitidae","Pseudacanthotermes","Pseudacanthotermes militaris","42","42","21","gonochorous","XXYY","X1X1X2X2/X1X2Y1Y2 sex-linked multivalent in males","Vincke PP, Tilquin JP (1978) A sex-Linked Ring Quadrivalent in Termitidae (Isoptera). Chromosoma 67: 151-156."
"Isoptera","Termitidae","Reticulitermes","Reticulitermes flavipes","42","42","21","gonochorous","XXYY","X1X1X2X2/X1X2Y1Y2 sex-linked multivalent in males","Vincke PP, Tilquin JP (1978) A sex-Linked Ring Quadrivalent in Termitidae (Isoptera). Chromosoma 67: 151-156."
"Isoptera","Termitidae","Reticulitermes","Reticulitermes lucifugus","42","42","21","gonochorous","XXYY","X1X1X2X2/X1X2Y1Y2 sex-linked multivalent in males","Vincke PP, Tilquin JP (1978) A sex-Linked Ring Quadrivalent in Termitidae (Isoptera). Chromosoma 67: 151-156."
"Isoptera","Termitidae","Schedorhinotermes","Schedorhinotermes lamanianus","38","38","19","gonochorous","XXYY","X1X1X2X2/X1X2Y1Y2 sex-linked multivalent in males","Vincke PP, Tilquin JP (1978) A sex-Linked Ring Quadrivalent in Termitidae (Isoptera). Chromosoma 67: 151-156."
"Isoptera","Termitidae","Thoracotermes","Thoracotermes macrothorax","42","42","21","gonochorous","XXYY","X1X1X2X2/X1X2Y1Y2 sex-linked multivalent in males","Vincke PP, Tilquin JP (1978) A sex-Linked Ring Quadrivalent in Termitidae (Isoptera). Chromosoma 67: 151-156."
"Isoptera","Termitidae","Tuberculitermes","Tuberculitermes bycanistes","42","42","21","gonochorous","XXYY","X1X1X2X2/X1X2Y1Y2 sex-linked multivalent in males","Vincke PP, Tilquin JP (1978) A sex-Linked Ring Quadrivalent in Termitidae (Isoptera). Chromosoma 67: 151-156."
"Isoptera","Termitidae","Zootermopsis","Zootermopsis angusticollis","52","52","26","gonochorous","XXYY","X1X1X2X2/X1X2Y1Y2 sex-linked multivalent in males","Vincke PP, Tilquin JP (1978) A sex-Linked Ring Quadrivalent in Termitidae (Isoptera). Chromosoma 67: 151-156."
"Isoptera","Termitidae","Zootermopsis","Zootermopsis angusticollis","52","52","26","gonochorous","XXYY","X1X1X2X2/X1X2Y1Y2 sex-linked multivalent in males","Vincke PP, Tilquin JP (1978) A sex-Linked Ring Quadrivalent in Termitidae (Isoptera). Chromosoma 67: 151-156."
"Isoptera","Termitidae","Zootermopsis","Zootermopsis nevadensis","52","52","26","gonochorous","XXYY","X1X1X2X2/X1X2Y1Y2 sex-linked multivalent in males","Vincke PP, Tilquin JP (1978) A sex-Linked Ring Quadrivalent in Termitidae (Isoptera). Chromosoma 67: 151-156."
"Orthoptera","Tettigoniidae","Isophya","Isophya altaica","32","31","16","gonochorous","XO","","Warcha?owska-?liwa, E., Chobanov, D. P., Grzywacz, B., & Marya?ska-Nadachowska, A. (2008). Taxonomy of the genus Isophya (Orthoptera, Phaneropteridae, Barbitistinae): Comparison of karyological and morphological data.Folia biologica,56(3-4), 227-241."
"Orthoptera","Tettigoniidae","Isophya","Isophya andreevae","32","31","16","gonochorous","XO","","Warcha?owska-?liwa, E., Chobanov, D. P., Grzywacz, B., & Marya?ska-Nadachowska, A. (2008). Taxonomy of the genus Isophya (Orthoptera, Phaneropteridae, Barbitistinae): Comparison of karyological and morphological data.Folia biologica,56(3-4), 227-241."
"Orthoptera","Tettigoniidae","Isophya","Isophya bureschi","32","31","16","gonochorous","XO","","Warcha?owska-?liwa, E., Chobanov, D. P., Grzywacz, B., & Marya?ska-Nadachowska, A. (2008). Taxonomy of the genus Isophya (Orthoptera, Phaneropteridae, Barbitistinae): Comparison of karyological and morphological data.Folia biologica,56(3-4), 227-241."
"Orthoptera","Tettigoniidae","Isophya","Isophya camptoxypha","32","31","16","gonochorous","XO","","Warcha?owska-?liwa, E., Chobanov, D. P., Grzywacz, B., & Marya?ska-Nadachowska, A. (2008). Taxonomy of the genus Isophya (Orthoptera, Phaneropteridae, Barbitistinae): Comparison of karyological and morphological data.Folia biologica,56(3-4), 227-241."
"Orthoptera","Tettigoniidae","Isophya","Isophya gulae","32","31","16","gonochorous","XO","","Warcha?owska-?liwa, E., Chobanov, D. P., Grzywacz, B., & Marya?ska-Nadachowska, A. (2008). Taxonomy of the genus Isophya (Orthoptera, Phaneropteridae, Barbitistinae): Comparison of karyological and morphological data.Folia biologica,56(3-4), 227-241."
"Orthoptera","Tettigoniidae","Isophya","Isophya miksici","32","31","16","gonochorous","XO","","Warcha?owska-?liwa, E., Chobanov, D. P., Grzywacz, B., & Marya?ska-Nadachowska, A. (2008). Taxonomy of the genus Isophya (Orthoptera, Phaneropteridae, Barbitistinae): Comparison of karyological and morphological data.Folia biologica,56(3-4), 227-241."
"Orthoptera","Tettigoniidae","Isophya","Isophya modestior","32","31","16","gonochorous","XO","","Warcha?owska-?liwa, E., Chobanov, D. P., Grzywacz, B., & Marya?ska-Nadachowska, A. (2008). Taxonomy of the genus Isophya (Orthoptera, Phaneropteridae, Barbitistinae): Comparison of karyological and morphological data.Folia biologica,56(3-4), 227-241."
"Orthoptera","Tettigoniidae","Isophya","Isophya obtusa","32","31","16","gonochorous","XO","","Warcha?owska-?liwa, E., Chobanov, D. P., Grzywacz, B., & Marya?ska-Nadachowska, A. (2008). Taxonomy of the genus Isophya (Orthoptera, Phaneropteridae, Barbitistinae): Comparison of karyological and morphological data.Folia biologica,56(3-4), 227-241."
"Orthoptera","Tettigoniidae","Isophya","Isophya petkovi","32","31","16","gonochorous","XO","","Warcha?owska-?liwa, E., Chobanov, D. P., Grzywacz, B., & Marya?ska-Nadachowska, A. (2008). Taxonomy of the genus Isophya (Orthoptera, Phaneropteridae, Barbitistinae): Comparison of karyological and morphological data.Folia biologica,56(3-4), 227-241."
"Orthoptera","Tettigoniidae","Isophya","Isophya pienensis","32","31","16","gonochorous","XO","","Warcha?owska-?liwa, E., Chobanov, D. P., Grzywacz, B., & Marya?ska-Nadachowska, A. (2008). Taxonomy of the genus Isophya (Orthoptera, Phaneropteridae, Barbitistinae): Comparison of karyological and morphological data.Folia biologica,56(3-4), 227-241."
"Orthoptera","Tettigoniidae","Isophya","Isophya rectipennis","32","31","16","gonochorous","XO","","Warcha?owska-?liwa, E., Chobanov, D. P., Grzywacz, B., & Marya?ska-Nadachowska, A. (2008). Taxonomy of the genus Isophya (Orthoptera, Phaneropteridae, Barbitistinae): Comparison of karyological and morphological data.Folia biologica,56(3-4), 227-241."
"Orthoptera","Tettigoniidae","Isophya","Isophya rhodopensis","32","31","16","gonochorous","XO","","Warcha?owska-?liwa, E., Chobanov, D. P., Grzywacz, B., & Marya?ska-Nadachowska, A. (2008). Taxonomy of the genus Isophya (Orthoptera, Phaneropteridae, Barbitistinae): Comparison of karyological and morphological data.Folia biologica,56(3-4), 227-241."
"Orthoptera","Tettigoniidae","Isophya","Isophya schneideri","32","31","16","gonochorous","XO","","Warcha?owska-?liwa, E., Chobanov, D. P., Grzywacz, B., & Marya?ska-Nadachowska, A. (2008). Taxonomy of the genus Isophya (Orthoptera, Phaneropteridae, Barbitistinae): Comparison of karyological and morphological data.Folia biologica,56(3-4), 227-241."
"Orthoptera","Tettigoniidae","Isophya","Isophya speciosa","32","31","16","gonochorous","XO","","Warcha?owska-?liwa, E., Chobanov, D. P., Grzywacz, B., & Marya?ska-Nadachowska, A. (2008). Taxonomy of the genus Isophya (Orthoptera, Phaneropteridae, Barbitistinae): Comparison of karyological and morphological data.Folia biologica,56(3-4), 227-241."
"Orthoptera","Tettigoniidae","Isophya","Isophya tosevski","32","31","16","gonochorous","XO","","Warcha?owska-?liwa, E., Chobanov, D. P., Grzywacz, B., & Marya?ska-Nadachowska, A. (2008). Taxonomy of the genus Isophya (Orthoptera, Phaneropteridae, Barbitistinae): Comparison of karyological and morphological data.Folia biologica,56(3-4), 227-241."
"Blattodea","Blaberidae","Archimandrita","Archimandrita tessellata","46","45","23","gonochorous","XO","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Blattodea","Blaberidae","Blaberus","Blaberus atropos","74","73","37","gonochorous","XO","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Blattodea","Blaberidae","Blaberus","Blaberus discoidalis","38","37","19","gonochorous","XO","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Blattodea","Blaberidae","Blaberus","Blaberus giganteus","74","73","37","gonochorous","XO","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Blattodea","Blaberidae","Byrsotria","Byrsotria fumigata","48","47","24","gonochorous","XO","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Blattodea","Blaberidae","Diploptera","Diploptera punctata","48","47","24","gonochorous","XO","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Blattodea","Blaberidae","Epilampra","Epilampra maya","36","35","18","gonochorous","XO","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Blattodea","Blaberidae","Eublaberus","Eublaberus distanti","66","65","33","gonochorous","XO","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Blattodea","Blaberidae","Eublaberus","Eublaberus posticus","44","43","22","gonochorous","XO","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Blattodea","Blaberidae","Gromphadorhina","Gromphadorhina portentosa","64","63","32","gonochorous","XO","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Blattodea","Blaberidae","Lanxoblatta","Lanxoblatta emarginata","66","65","33","gonochorous","XO","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Blattodea","Blaberidae","Macropanesthia","Macropanesthia rhinoceros","80","79","40","gonochorous","XO","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Blattodea","Blaberidae","Nauphoeta","Nauphoeta cinerea","38","37","19","gonochorous","XO","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Blattodea","Blaberidae","Panchlora","Panchlora nivea","36","35","18","gonochorous","XO","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Blattodea","Blaberidae","Panchlora","Panchlora viridis","38","37","19","gonochorous","XO","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Blattodea","Blaberidae","Pycnoscelus","Pycnoscelus indicus","36","35","18","gonochorous","XO","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Blattodea","Blaberidae","Pycnoscelus","Pycnoscelus surinamensis","35","NA","18","","","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Blattodea","Blaberidae","Pycnoscelus","Pycnoscelus surinamensis","53","NA","27","","","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Blattodea","Blattellidae","Attaphila","Attaphila fungicola","34","33","17","gonochorous","XO","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Blattodea","Blattellidae","Blattella","Blattella bisignata","24","23","12","gonochorous","XO","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Blattodea","Blattellidae","Blattella","Blattella germanica","24","23","12","gonochorous","XO","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Blattodea","Blattellidae","Blattella","Blattella sauteri","24","23","12","gonochorous","XO","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Blattodea","Blattellidae","Blattella","Blattella vaga","24","23","12","gonochorous","XO","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Blattodea","Blattellidae","Dendroblatta","Dendroblatta sobrina","26","25","13","gonochorous","XO","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Blattodea","Blattellidae","Ectobius","Ectobius pallidus","22","21","11","gonochorous","XO","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Blattodea","Blattellidae","Ischnoptera","Ischnoptera deropeltiformis","50","49","25","gonochorous","XO","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Blattodea","Blattellidae","Ischnoptera","Ischnoptera galibi","44","43","22","gonochorous","XO","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Blattodea","Blattellidae","Loboptera","Loboptera decipiens","34","33","17","gonochorous","XO","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Blattodea","Blattellidae","Lobopterella","Lobopterella dimidiatipes","38","37","19","gonochorous","XO","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Blattodea","Blattellidae","Parcoblatta","Parcoblatta fulvescens","38","37","19","gonochorous","XO","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Blattodea","Blattellidae","Supella","Supella longipalpa","20","19","10","gonochorous","XO","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Blattodea","Blattellidae","Symplocodes","Symplocodes marmorata","40","39","20","gonochorous","XO","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Blattodea","Blattidae","Blatta","Blatta orientalis","48","47","24","gonochorous","XO","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Blattodea","Blattidae","Cryptocercus","Cryptocercus punctulatus","40","39","20","gonochorous","XO","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Blattodea","Polyphagidae","Cryptocercus","Cryptocercus punctulatus","38","37","19","gonochorous","XO"," multivalent absent order listed as Dictyoptera","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Blattodea","Polyphagidae","Cryptocercus","Cryptocercus punctulatus","48","47","24","gonochorous","XO"," multivalent absent order listed as Dictyoptera","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Blattodea","Blattidae","Deropeltis","Deropeltis erythrocephala","50","49","25","gonochorous","XO","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Blattodea","Blattidae","Eurycotis","Eurycotis decipiens","28","27","14","gonochorous","XO","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Blattodea","Blattidae","Eurycotis","Eurycotis floridana","28","27","14","gonochorous","XO","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Blattodea","Blattidae","Lamproblatta","Lamproblatta albipalpus","18","17","9","gonochorous","XO","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Blattodea","Blattidae","Periplaneta","Periplaneta americana","34","33","17","gonochorous","XO","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Blattodea","Blattidae","Periplaneta","Periplaneta australasiae","28","27","14","gonochorous","XO","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Blattodea","Blattidae","Periplaneta","Periplaneta brunnea","28","27","14","gonochorous","XO","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Blattodea","Blattidae","Periplaneta","Periplaneta fuliginosa","28","27","14","gonochorous","XO","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
