Order	Family	Genus	Species	chr_num_female	chr_num_male	predicted_ploidy	sex_system	karyotype	genotypic	haplodiploidy	environmental	Polyfactorial (yes,no)	molecular_basis
Chiroptera	Vespertilionidae	Pipistrellus 	Pipistrellus  affinis	36	36		gonochorous	XY	male heterogametic				
Chiroptera	Vespertilionidae	Pispitrellus	Pispitrellus subflavus	30	30		gonochorous	XY	male heterogametic				
Chiroptera	Vespertilionidae	Pispitrellus 	Pispitrellus  mimus	38	38		gonochorous	XY	male heterogametic				
Dermoptera	Cynocephalidae	Cynocephalus 	Cynocephalus  variegatus	56	56		gonochorous	XY	male heterogametic				
Insectivora	Soricidae	Motiosorex 	Motiosorex  crawfordi	68	68		gonochorous	XY	male heterogametic				
Insectivora	Tenrecidae	Tenrec	Tenrec eucadatus	38	38		gonochorous	XY	male heterogametic				
Lagomorpha	Leporidae	Lepus 	Lepus  alleni alleni	48	48		gonochorous	XY	male heterogametic				
Lagomorpha	Leporidae	Lepus 	Lepus  californicus eremicus	48	48		gonochorous	XY	male heterogametic				
Lagomorpha	Leporidae	Lepus 	Lepus  townsendii	48	48		gonochorous	XY	male heterogametic				
Lagomorpha	Leporidae	Romerolagus 	Romerolagus  diazi	48	48		gonochorous	XY	male heterogametic				
Lagomorpha	Ochotonidae	Ochotona	Ochotona rufescene rufescens	60	60		gonochorous	XY	male heterogametic				
Lagomorpha	Ochotonidae	Ochotona 	Ochotona  hyperborea	40	40		gonochorous	XY	male heterogametic				
Marsupialia	Dasyuroidea	Dasyurops	Dasyurops maculatus	14	14		gonochorous	XY	male heterogametic				
Marsupialia	Dasyuroidea	Smithopis	Smithopis crassicaudata	14	14		gonochorous	XY	male heterogametic				
Marsupialia	Didelphidae	Chironectes 	Chironectes  panamensis	22	22		gonochorous	XY	male heterogametic				
Marsupialia	Didelphidae	Didelphys	Didelphys albiventris	22	22		gonochorous	XY	male heterogametic				
Marsupialia	Didelphidae	Didelphys	Didelphys marsupialis	22	22		gonochorous	XY	male heterogametic				
Marsupialia	Didelphidae	Marmosa	Marmosa pusilla	14	14		gonochorous	XY	male heterogametic				
Marsupialia	Macropodidae	Wallabia 	Wallabia  eugenii	16	16		gonochorous	XY	male heterogametic				
Marsupialia	Perameloidea	Perameles	Perameles nasuta	14	14		gonochorous	XY	male heterogametic				
Marsupialia	Phalangeridae	Trichosurus 	Trichosurus  vulpecula	20	20		gonochorous	XY	male heterogametic				
Perissodactyla	Equidae	Eqqus	Eqqus asinus	62	62		gonochorous	XY	male heterogametic				
Perissodactyla	Equidae	Eqqus	Eqqus caballus	64	64		gonochorous	XY	male heterogametic				
Perissodactyla	Equidae	Eqqus	Eqqus grevyi	46	46		gonochorous	XY	male heterogametic				
Perissodactyla	Equidae	Eqqus	Eqqus prewalskii	66	66		gonochorous	XY	male heterogametic				
Perissodactyla	Equidae	Eqqus	Eqqus zebra	32	32		gonochorous	XY	male heterogametic				
Perissodactyla	Equidae	Eqqus 	Eqqus  prewalskii	44	44		gonochorous	XY	male heterogametic				
Perissodactyla	Equidae	Equus	Equus hemionus onager	56	56		gonochorous	XY	male heterogametic				
Perissodactyla	Tapiridae	Tapirus 	Tapirus  terrestris	80	80		gonochorous	XY	male heterogametic				
Carnivora	Otariidae	Eumetopias	Eumetopias jubata	36	36		gonochorous	XY	male heterogametic				
Carnivora	Otariidae	Callorhinus 	Callorhinus  ursinus	36	36		gonochorous	XY	male heterogametic				
Primates	Aotidae	Aotus	Aotus boliviensis	50	49		gonochorous	complex XY	male heterogametic				
Primates	Aotidae	Aotus	Aotus inflatus	50	49		gonochorous	complex XY	male heterogametic				
Primates	Callithricidae	Tamarinus 	Tamarinus  mystax	46	46		gonochorous	XY	male heterogametic				
Primates	Callithricidae	Tamarinus 	Tamarinus  nigricollis	46	46		gonochorous	XY	male heterogametic				
Primates	Callitrichidae	Callimico	Callimico goeldii	48	47		gonochorous	complex XY	male heterogametic				
Primates	Callitrichidae	Callithrix	Callithrix argentata	44	44		gonochorous	XY	male heterogametic				
Primates	Callitrichidae	Callithrix	Callithrix humeralifer	46	46		gonochorous	XY	male heterogametic				
Primates	Callitrichidae	Callithrix	Callithrix jacchus	46	46		gonochorous	XY	male heterogametic				
Primates	Callitrichidae	Callithrix	Callithrix pygmaea	44	44		gonochorous	XY	male heterogametic				
Primates	Callitrichidae	Leontopithecus	Leontopithecus rosalia	46	46		gonochorous	XY	male heterogametic				
Primates	Callitrichidae	Saguinus	Saguinus fusicollis	46	46		gonochorous	XY	male heterogametic				
Primates	Callitrichidae	Saguinus	Saguinus oedipus	46	46		gonochorous	XY	male heterogametic				
Primates	Cebidae	Cebus 	Cebus  albifrons	54	54		gonochorous	XY	male heterogametic				
Primates	Cebidae	Lagothrix 	Lagothrix  ubericolor	62	62		gonochorous	XY	male heterogametic				
Primates	Cercopithecidae	Allenopithecus 	Allenopithecus  nigroviridis	48	48		gonochorous	XY	male heterogametic				
Primates	Cercopithecidae	Cercopithecus 	Cercopithecus  ascanius	66	66		gonochorous	XY	male heterogametic				
Primates	Cercopithecoidae	Cercocebus	Cercocebus torquatus	42	42		gonochorous	XY	male heterogametic				
Primates	Cercopithecoidae	Cercopithecus	Cercopithecus aethiops	60	60		gonochorous	XY	male heterogametic				
Primates	Cercopithecoidae	Cercopithecus	Cercopithecus talapoin	54	54		gonochorous	XY	male heterogametic				
Primates	Cercopithecoidae	Cercopithecus 	Cercopithecus  cephus	66	66		gonochorous	XY	male heterogametic				
Primates	Cercopithecoidae	Erythrocebus	Erythrocebus patas	54	54		gonochorous	XY	male heterogametic				
Primates	Cercopithecoidae	Maccaca	Maccaca fascicularis	42	42		gonochorous	XY	male heterogametic				
Primates	Cercopithecoidae	Maccaca	Maccaca mulatta	42	42		gonochorous	XY	male heterogametic				
Primates	Cercopithecoidae	Nasalis	Nasalis larvatus	48	48		gonochorous	XY	male heterogametic				
Primates	Cercopithecoidae	Papio	Papio papio	42	42		gonochorous	XY	male heterogametic				
Primates	Cercopithecoidae	Presbytis	Presbytis entellus	44	44		gonochorous	XY	male heterogametic				
Primates	Cercopithecoidae	Presbytis	Presbytis obscurus	44	44		gonochorous	XY	male heterogametic				
Primates	Colobidae	Prebytis 	Prebytis  cristatus	44	44		gonochorous	XY	male heterogametic				
Primates	Colobidae	Pygathrix 	Pygathrix  nemaeus	44	44		gonochorous	XY	male heterogametic				
Primates	Galagonidae	Galago 	Galago  crassicaudatus monteiri	62	62		gonochorous	XY	male heterogametic				
Primates	Lemuridae	Lemur	Lemur fulvus fulvus	60	60		gonochorous	XY	male heterogametic				
Primates	Lemuridae	Lemur 	Lemur  variegatus subcinctus	46	46		gonochorous	XY	male heterogametic				
Primates	Pongidae	Symphalangus 	Symphalangus  brachytanites	50	50		gonochorous	XY	male heterogametic				
Rodentia	Arvicolae	Clethrionomys	Clethrionomys glareolus	56	56		gonochorous	XY	male heterogametic				
Rodentia	Arvicolae	Clethrionomys	Clethrionomys rufocanus	56	56		gonochorous	XY	male heterogametic				
Rodentia	Arvicolidae	Arvicola	Arvicola terrestris	36	36		gonochorous	XY	male heterogametic				
Rodentia	Arvicolidae	Microtus	Microtus  longicaudus	56	56		gonochorous	XY	male heterogametic				
Rodentia	Arvicolidae	Microtus	Microtus agrestis	50	50		gonochorous	XY	male heterogametic				
Rodentia	Arvicolidae	Microtus	Microtus arvalis	46	46		gonochorous	XY	male heterogametic				
Rodentia	Arvicolidae	Microtus	Microtus oeconomus	30	30		gonochorous	XY	male heterogametic				
Rodentia	Arvicolidae	Pitymys	Pitymys mariae	62	62		gonochorous	XY	male heterogametic				
Rodentia	Arvicolidae	Pitymys	Pitymys thomasi	44	44		gonochorous	XY	male heterogametic				
Rodentia	Capromyidae	Capromys 	Capromys  pilorodes	40	40		gonochorous	XY	male heterogametic				
Rodentia	Castoroidea	Castor	Castor canadiensis	40	40		gonochorous	XY	male heterogametic				
Rodentia	Caviidae	Cavia 	Cavia  porcellus	64	64		gonochorous	XY	male heterogametic				
Rodentia	Cricetidae	Akodon	Akodon sp.-1				gonochorous	complex XY	male heterogametic				
Rodentia	Cricetidae	Akodon	Akodon sp.-2				gonochorous	complex XY	male heterogametic				
Rodentia	Cricetidae	Akodon	Akodon urichi venezeulensis	18	18		gonochorous	XY	male heterogametic				
Rodentia	Cricetidae	Akodon	Akodon xanthorhinus	52	52		gonochorous	XY	male heterogametic				
Rodentia	Cricetidae	Akodon 	Akodon  orophilus	26	26		gonochorous	XY	male heterogametic				
Rodentia	Cricetidae	Aschizomys	Aschizomys imaizumi	56	56		gonochorous	XY	male heterogametic				
Rodentia	Cricetidae	Aschizomys	Aschizomys niigatae	56	56		gonochorous	XY	male heterogametic				
Rodentia	Cricetidae	Baiomys 	Baiomys  taylori subater	48	48		gonochorous	XY	male heterogametic				
Rodentia	Cricetidae	Calomyscus 	Calomyscus  bailwardi	32	32		gonochorous	XY	male heterogametic				
Rodentia	Cricetidae	Clethrionomys 	Clethrionomys  gapperi	56	56		gonochorous	XY	male heterogametic				
Rodentia	Cricetidae	Cricetulus 	Cricetulus  barabensis	20	20		gonochorous	XY	male heterogametic				
Rodentia	Cricetidae	Cricetulus 	Cricetulus  cricetus	22	22		gonochorous	XY	male heterogametic				
Rodentia	Cricetidae	Cricetulus 	Cricetulus  griseus	22	22		gonochorous	XY	male heterogametic				
Rodentia	Cricetidae	Deltamys	Deltamys sp	40	40		gonochorous	XY	male heterogametic				
Rodentia	Cricetidae	Eothenomys 	Eothenomys  kageus	56	56		gonochorous	XY	male heterogametic				
Rodentia	Cricetidae	Eothenomys 	Eothenomys  smithi	56	56		gonochorous	XY	male heterogametic				
Rodentia	Cricetidae	Meriones 	Meriones  hurrianae	40	40		gonochorous	XY	male heterogametic				
Rodentia	Cricetidae	Mesocritus	Mesocritus auratus	44	44		gonochorous	XY	male heterogametic				
Rodentia	Cricetidae	Mesocritus	Mesocritus brandti	42	42		gonochorous	XY	male heterogametic				
Rodentia	Cricetidae	Microtus	Microtus mandarinus mandarinus				gonochorous	complex XY	male heterogametic				
Rodentia	Cricetidae	Microtus 	Microtus  canicaudus	24	24		gonochorous	XY	male heterogametic				
Rodentia	Cricetidae	Microtus 	Microtus  hyperboreus	50	50		gonochorous	XY	male heterogametic				
Rodentia	Cricetidae	Microtus 	Microtus  montanus	24	24		gonochorous	XY	male heterogametic				
Rodentia	Cricetidae	Microtus 	Microtus  montebelli	30	30		gonochorous	XY	male heterogametic				
Rodentia	Cricetidae	Microtus 	Microtus  ochrogaster	54	54		gonochorous	XY	male heterogametic				
Rodentia	Cricetidae	Neotomadon 	Neotomadon  alstoni	48	48		gonochorous	XY	male heterogametic				
Rodentia	Cricetidae	Ochrotomys 	Ochrotomys  nuttalli	52	52		gonochorous	XY	male heterogametic				
Rodentia	Cricetidae	Ondatra 	Ondatra  zibethica	54	54		gonochorous	XY	male heterogametic				
Rodentia	Cricetidae	Onychomys 	Onychomys  torridus	48	48		gonochorous	XY	male heterogametic				
Rodentia	Cricetidae	Ototylomys 	Ototylomys  phyllotis	48	48		gonochorous	XY	male heterogametic				
Rodentia	Cricetidae	Peromyscus 	Peromyscus  boylii	48	48		gonochorous	XY	male heterogametic				
Rodentia	Cricetidae	Peromyscus 	Peromyscus  californicus	48	48		gonochorous	XY	male heterogametic				
Rodentia	Cricetidae	Peromyscus 	Peromyscus  eremicus	48	48		gonochorous	XY	male heterogametic				
Rodentia	Cricetidae	Peromyscus 	Peromyscus  floridanus	48	48		gonochorous	XY	male heterogametic				
Rodentia	Cricetidae	Peromyscus 	Peromyscus  gossypinus	48	48		gonochorous	XY	male heterogametic				
Rodentia	Cricetidae	Peromyscus 	Peromyscus  malanophyrys	48	48		gonochorous	XY	male heterogametic				
Rodentia	Cricetidae	Peromyscus 	Peromyscus  maniculatus	48	48		gonochorous	XY	male heterogametic				
Rodentia	Cricetidae	Peromyscus 	Peromyscus  ochraventer	48	48		gonochorous	XY	male heterogametic				
Rodentia	Cricetidae	Peromyscus 	Peromyscus  polionotus	48	48		gonochorous	XY	male heterogametic				
Rodentia	Cricetidae	Peromyscus 	Peromyscus  truei	48	48		gonochorous	XY	male heterogametic				
Rodentia	Cricetidae	Phenacomys 	Phenacomys  intermedius	56	56		gonochorous	XY	male heterogametic				
Rodentia	Cricetidae	Tscherskia 	Tscherskia  triton	28	28		gonochorous	XY	male heterogametic				
Rodentia	Cricetidae	Tylomys	Tylomys panamensis	52	52		gonochorous	XY	male heterogametic				
Rodentia	Dasyproctidae	Myoprocta	Myoprocta acouchi	62	62		gonochorous	XY	male heterogametic				
Rodentia	Echimyidae	Proechimys 	Proechimys  semispinosus	30	30		gonochorous	XY	male heterogametic				
Rodentia	Gerbillidae	Gerbillus	Gerbillus cheesmani	38	38		gonochorous	XY	male heterogametic				
Rodentia	Gerbillidae	Meriones	Meriones libycus	44	44		gonochorous	XY	male heterogametic				
Rodentia	Gerbillidae	Meriones	Meriones shawi	44	44		gonochorous	XY	male heterogametic				
Rodentia	Gerbillidae	Meriones	Meriones unguiculatus	44	44		gonochorous	XY	male heterogametic				
Rodentia	Gerbillidae	Psammomys	Psammomys obesus	48	48		gonochorous	XY	male heterogametic				
Rodentia	Heteromyidae	Dipodomys	Dipodomys graviceps	70	70		gonochorous	XY	male heterogametic				
Rodentia	Heteromyidae	Dipodomys	Dipodomys ordii largus	74	74		gonochorous	XY	male heterogametic				
Rodentia	Heteromyidae	Dipodomys	Dipodomys ornatus	72	72		gonochorous	XY	male heterogametic				
Rodentia	Heteromyidae	Dipodomys 	Dipodomys  agilis	74	74		gonochorous	XY	male heterogametic				
Rodentia	Heteromyidae	Liomys 	Liomys  pictus	48	48		gonochorous	XY	male heterogametic				
Rodentia	Heteromyidae	Perognathus 	Perognathus  goldmani	42	42		gonochorous	XY	male heterogametic				
Rodentia	Heteromyidae	Perognathus 	Perognathus  spinatus	44	44		gonochorous	XY	male heterogametic				
Rodentia	Hydrochaeridae	Hydrochoeris	Hydrochoeris hydrochaeris	66	66		gonochorous	XY	male heterogametic				
Rodentia	Muridae	Acomys 	Acomys  cahirinus-1	36	36		gonochorous	XY	male heterogametic				
Rodentia	Muridae	Acomys 	Acomys  cahirinus-2	38	38		gonochorous	XY	male heterogametic				
Rodentia	Muridae	Apodemus	Apodemus flavicolis	50	50		gonochorous	XY	male heterogametic				
Rodentia	Muridae	Apodemus 	Apodemus  agrarius	48	48		gonochorous	XY	male heterogametic				
Rodentia	Muridae	Apodemus 	Apodemus  flavicolis	48	48		gonochorous	XY	male heterogametic				
Rodentia	Muridae	Apodemus 	Apodemus  speciosus	48	48		gonochorous	XY	male heterogametic				
Rodentia	Muridae	Mus	Mus minutoides-1	36	35		gonochorous	complex XY	male heterogametic				
Rodentia	Muridae	Mus	Mus minutoides-2				gonochorous	complex XY	male heterogametic				
Rodentia	Muridae	Mus 	Mus  cervicolor	38	38		gonochorous	XY	male heterogametic				
Rodentia	Muridae	Mus 	Mus  poschiavinus	26	26		gonochorous	XY	male heterogametic				
Rodentia	Muridae	Nesokia 	Nesokia  indica	42	42		gonochorous	XY	male heterogametic				
Rodentia	Muridae	Rattus	Rattus natalensis	36	36		gonochorous	XY	male heterogametic				
Rodentia	Muridae	Rattus 	Rattus  agentiventer	42	42		gonochorous	XY	male heterogametic				
Rodentia	Muridae	Rattus 	Rattus  exulans	42	42		gonochorous	XY	male heterogametic				
Rodentia	Muridae	Rattus 	Rattus  mindanensis	42	42		gonochorous	XY	male heterogametic				
Rodentia	Muridae	Rattus 	Rattus  nitidus	42	42		gonochorous	XY	male heterogametic				
Rodentia	Muridae	Taterillus	Taterillus sp.1	22	23		gonochorous	complex XY	male heterogametic				
Rodentia	Muridae	Taterillus	Taterillus sp.2	24	25		gonochorous	complex XY	male heterogametic				
Rodentia	Muridae	Taterillus	Taterillus tranieri	14	15		gonochorous	complex XY	male heterogametic				
Rodentia	Muridae	Tokudaia	Tokudaia osimensis osimensis	25	25		gonochorous	XO	male heterogametic				
Rodentia	Muridae	Tokudaia	Tokudaia osimensis spp	45	45		gonochorous	XO	male heterogametic				
Rodentia	Sciuridae	Eutamias 	Eutamias  amoenus	38	38		gonochorous	XY	male heterogametic				
Rodentia	Sciuridae	Eutamias 	Eutamias  ruficaudus	38	38		gonochorous	XY	male heterogametic				
Rodentia	Sciuridae	Funambulus	Funambulus pennati	54	54		gonochorous	XY	male heterogametic				
Rodentia	Sciuridae	Funambulus 	Funambulus  palmarum	46	46		gonochorous	XY	male heterogametic				
Rodentia	Sciuridae	Funambulus 	Funambulus  tristriatus	46	46		gonochorous	XY	male heterogametic				
Rodentia	Sciuridae	Hylopetes 	Hylopetes  alboniger alboniger	38	38		gonochorous	XY	male heterogametic				
Rodentia	Sciuridae	Sciurus	Sciurus niger rufiventer	40	40		gonochorous	XY	male heterogametic				
Rodentia	Sciuridae	Sciurus 	Sciurus  vulgaris	40	40		gonochorous	XY	male heterogametic				
Rodentia	Sciuridae	Tamiasciurus	Tamiasciurus hudsonicus streatori	46	46		gonochorous	XY	male heterogametic				
Scandentia	Tupaiidae	Tupaia	Tupaia chinenesis	62	62		gonochorous	XY	male heterogametic				
Soricomorpha	Soricidae	Sorex	Sorex araneus Race A	22	23		gonochorous	complex XY	male heterogametic				
Soricomorpha	Soricidae	Sorex	Sorex gemelleus	22	23		gonochorous	complex XY	male heterogametic				
Tubulidentata	Oryceteropidae	Orycteropus	Orycteropus afer	20	20		gonochorous	XY	male heterogametic				
Chelonia	Chelidae	Emydura	Emydura macquarii spp	50	50		gonochorous	homomorphic					
Chelonia	Emydidae	Pseudemys	Pseudemys floridana	50	50		gonochorous				TSD Ia		
Chelonia	Kinosternidae	Kinosternon	Kinosternon arizonense	56	56		gonochorous				TSD II		
Chelonia	Kinosternidae	Kinosternon	Kinosternon scorpioides spp	56	56		gonochorous				TSD II		
Chelonia	Pelomedusidae	Pelomedua	Pelomedua subrufa	36	36		gonochorous				TSD II		
Chelonia	Testudinidae	Eurotestudo	Eurotestudo hermanni	52	52		gonochorous				TSD Ia		
Chelonia	Testudinidae	Malacocherus	Malacocherus tornieri	52	52		gonochorous				TSD Ia		
Chelonia	Trionychidae	Apalone	Apalone mutica-1	66	66		gonochorous	homomorphic					
Chelonia	Trionychidae	Apalone	Apalone mutica-2	66	66		gonochorous	homomorphic					
Sphenodontia	Sphenodontidae	Sphenodon	Sphenodon  guntheri	36			gonochorous				TSD Ib		
Sphenodontia	Sphenodontidae	Sphenodon	Sphenodon  punctatus	36			gonochorous				TSD Ib		
Squamata	Agamidae	Leiolepis	Leiolepis ngovantrii				apomictic						
Squamata	Agamidae	Leiolepis	Leiolepis triploida			3	apomictic						
Squamata	Anguidae	Gerrhonotus	Gerrhonotus multicarinatus	48	48		gonochorous				TSD		
Squamata	Boidae	Acrantophis	Acrantophis dumerilii	34	34		gonochorous	ZW	female heterogametic				
Squamata	Boidae	Boa	Boa constrictor amarili	36	36		gonochorous	ZW	female heterogametic				
Squamata	Chamaeleontidae	Chamaeleo	Chamaeleo chamaeleon	24	24		gonochorous				TSD		
Squamata	Chamaeleontidae	Chamaeleo	Chamaeleo lateralis	24	24		gonochorous	homomorphic			TSD		
Squamata	Chamaeleontidae	Chamaeleo	Chamaeleo pardalis	22	22		gonochorous		GSD				
Squamata	Colubridae	Amphiesma	Amphiesma pryeri	36	36		gonochorous	ZW	female heterogametic				
Squamata	Colubridae	Clelia	Clelia clelia plumbea	50	50		gonochorous	ZW	female heterogametic				
Squamata	Colubridae	Drymarchon	Drymarchon corais corais	36	36		gonochorous	ZW	female heterogametic				
Squamata	Colubridae	Elaphe	Elaphe obsoleta lindhiemeri	36	36		gonochorous	ZW	female heterogametic				
Squamata	Colubridae	Geophis	Geophis omiltermanus	36	36		gonochorous	ZW	female heterogametic				
Squamata	Colubridae	Macropisthodon	Macropisthodon rudis carinatus	46	46		gonochorous	ZW	female heterogametic				
Squamata	Colubridae	Mastigodryas	Mastigodryas bifossatus bifossatus	36	36		gonochorous	ZW	female heterogametic				
Squamata	Colubridae	Natrix	Natrix tesellata	34	34		gonochorous	ZW	female heterogametic				
Squamata	Colubridae	Natrix	Natrix tesellata tessellata	34	34		gonochorous	ZW	female heterogametic				
Squamata	Colubridae	Rhabdophis	Rhabdophis tigrinus tigrinus	40	40		gonochorous	ZW	female heterogametic				
Squamata	Colubridae	Rhachidelus	Rhachidelus brazilii	50	50		gonochorous	ZW	female heterogametic				
Squamata	Corytophanidae	Basiliscus	Basiliscus plumifrons				gonochorous		GSD				
Squamata	Elapidae	Demansia	Demansia olivacea	42	42		gonochorous	ZW	female heterogametic				
Squamata	Elapidae	Denisonia	Denisonia devisii	34	34		gonochorous	ZW	female heterogametic				
Squamata	Elapidae	Denisonia	Denisonia maculata	34	34		gonochorous	ZW	female heterogametic				
Squamata	Elapidae	Echiophis	Echiophis curta	36	36		gonochorous	ZW	female heterogametic				
Squamata	Elapidae	Elapognathus	Elapognathus minor	36	36		gonochorous	ZW	female heterogametic				
Squamata	Elapidae	Microcephalophis	Microcephalophis cantoris	35			gonochorous	ZW	female heterogametic				
Squamata	Elapidae	Micrurus	Micrurus lemniscatus carvalhoi	42	42		gonochorous	ZW	female heterogametic				
Squamata	Elapidae	Micrurus	Micrurus nigrocinctus nigrocinctus	26	26		gonochorous	ZW	female heterogametic				
Squamata	Elapidae	Rhinoplocephalus	Rhinoplocephalus boschmai	36	36		gonochorous	ZW	female heterogametic				
Squamata	Elapidae	Rhinoplocephalus	Rhinoplocephalus nigrostriatus	36	36		gonochorous	ZW	female heterogametic				
Squamata	Gekkonidae	Gekko	Gekko gekko	38	38		gonochorous	XY	male heterogametic				
Squamata	Gekkonidae	Hemidactylus	Hemidactylus stejnegeri	56		3	apomictic						
Squamata	Gekkonidae	Hemidactylus	Hemidactylus vietnamensis	60		3	apomictic	ZW	female heterogametic				
Squamata	Gekkonidae	Heteronotia	Heteronotia binoei-1	63		3	apomictic	ZW	female heterogametic				
Squamata	Gekkonidae	Heteronotia	Heteronotia binoei-2	42	42	2	gonochorous	ZW	female heterogametic				
Squamata	Gekkonidae	Nactus	Nactus arnouxii-1	35		2	apomictic						
Squamata	Gekkonidae	Nactus	Nactus arnouxii-2			2	gonochorous						
Squamata	Gekkonidae	Phelsuma	Phelsuma guimbeaui guimbeaui				gonochorous				TSD II		
Squamata	Gekkonidae	Phelsuma	Phelsuma lineata prusila				gonochorous				TSD II		
Squamata	Gekkonidae	Phelsuma	Phelsuma madagascariensis madagascariensis	36	36		gonochorous				TSD II		
Squamata	Gekkonidae	Phyllodactylus	Phyllodactylus marmoratus				gonochorous	ZW	female heterogametic				
Squamata	Gekkonidae	Tarentola	Tarentola angustimentali				gonochorous				TSD II		
Squamata	Gekkonidae	Tarentola	Tarentola boettgeri hierrensis				gonochorous				TSD II		
Squamata	Gymnophthalmidae	Calyptommatus	Calyptommatus leiolespis	58	57		gonochorous	complex XY	male heterogametic				
Squamata	Gymnophthalmidae	Gymnophthalmus	Gymnophthalmus plei	34	34		gonochorous	XY	male heterogametic				
Squamata	Iguanidae	Anolis	Anolis cristatellus wyleyae	28	28		gonochorous	complex XY	male heterogametic				
Squamata	Iguanidae	Anolis	Anolis oculatus-1	32	32		gonochorous	complex XY	male heterogametic				
Squamata	Iguanidae	Anolis	Anolis oculatus-2	32	32		gonochorous	XY	male heterogametic				
Squamata	Iguanidae	Anolis	Anolis pivodus				gonochorous	complex XY	male heterogametic				
Squamata	Iguanidae	Anolis	Anolis scriptus leucophaeus	28	28		gonochorous	complex XY	male heterogametic				
Squamata	Iguanidae	Anolis	Anolis wattsi	29	29		gonochorous	complex XY	male heterogametic				
Squamata	Iguanidae	Dipsosaurus	Dipsosaurus dorsalisE	36	36		gonochorous	homomorphic					
Squamata	Iguanidae	Sceloporus	Sceloporus pardus				gonochorous	XY	male heterogametic				
Squamata	Iguanidae	Sceloporus	Sceloporus spp.				apomictic						
Squamata	Iguanidae	Tripidodactylus	Tripidodactylus onca				gonochorous		GSD				
Squamata	Iguanidae	Uta	Uta nolascensis	34	34		gonochorous	XY	male heterogametic				
Squamata	Lacertidae	Lacerta	Lacerta monticola	36	36		gonochorous	ZW	female heterogametic				
Squamata	Scincidae	Cyclodina	Cyclodina olivieri	30	30		gonochorous	XY	male heterogametic				
Squamata	Scincidae	Lampropholis	Lampropholis sp.				gonochorous	XY	male heterogametic				
Squamata	Scincidae	Mabuya	Mabuya mabouya mabouya	30	31		gonochorous	XY	male heterogametic				
Squamata	Scincidae	Menetia	Menetia greyii-1			3	apomictic						
Squamata	Scincidae	Menetia	Menetia greyii-2			2	gonochorous						
Squamata	Teiidae	Aspidoscelis	Aspidoscelis laredonsis			2	apomictic						
Squamata	Teiidae	Aspidoscelis	Aspidoscelis neomexicana			2	apomictic						
Squamata	Teiidae	Aspidoscelis	Aspidoscelis opate			3	apomictic						
Squamata	Teiidae	Cnemidophorus	Cnemidophorus pseudolemniscatus	75		3	apomictic						
Squamata	Teiidae	Teius	Teius suquiensis			2	apomictic						
Squamata	Viperidae	Atropoides	Atropoides mummifer	36	36		gonochorous	ZW	female heterogametic				
Squamata	Viperidae	Bothrops	Bothrops mojeni	36	36		gonochorous	ZW	female heterogametic				
Squamata	Viperidae	Crotalus	Crotalus durissus terrificus	36	36		gonochorous	ZW	female heterogametic				
Squamata	Viperidae	Vipera	Vipera ammodytes ammodytes	42	42		gonochorous	ZW	female heterogametic				
Squamata	Viperidae	Vipera	Vipera aspis aspis	42	42		gonochorous	ZW	female heterogametic				
Squamata	Viperidae	Vipera	Vipera aspis zinnikeri	42	42		gonochorous	ZW	female heterogametic				
Squamata	Viperidae	Vipera	Vipera latastei latastei	36	36		gonochorous	ZW	female heterogametic				
