Order	Family	Genus	species	Sexual System	Karyotype	Genotypic	Haplodiploidy	Predicted ploidy	Chromosome_number_female_2N	Chromosome_number_male_2N
Coleoptera	Chrysomelidae	Uroplata	nigritarsis	gonochorous	XY	male heterogametic			20	20
Coleoptera	Chrysomelidae	Walterianella	eugenia	gonochorous	XY	male heterogametic			22	22
Coleoptera	Chrysomelidae	Walterianella	humilis	gonochorous	XY	male heterogametic			22	22
Coleoptera	Chrysomelidae	Walterianella	nr. humilis sp. 1	gonochorous	XY	male heterogametic			22	22
Coleoptera	Chrysomelidae	Walterianella	nr. Opthalmica sp. 1	gonochorous	XY	male heterogametic			22	22
Coleoptera	Chrysomelidae	Walterianella	opthalmica	gonochorous	XY	male heterogametic			22	22
Coleoptera	Chrysomelidae	Walterianella	sp. 1	gonochorous	XY	male heterogametic			22	22
Coleoptera	Chrysomelidae	Walterianella	sp. 2	gonochorous	XY	male heterogametic			22	22
Coleoptera	Chrysomelidae	Walterianella	venusta	gonochorous	XY	male heterogametic			46	46
Coleoptera	Chrysomelidae	Yingaresca	obliterata	gonochorous	XY	male heterogametic			40	40
Coleoptera	Chrysomelidae	Yingaresca	variicornis	gonochorous	XY	male heterogametic			26	26
Coleoptera	Chrysomelidae	Zygogramma	bigenera	gonochorous	XO	male heterogametic			24	23
Coleoptera	Chrysomelidae	Zygogramma	tetragramma	gonochorous	XO	male heterogametic			28	27
Coleoptera	Ciidae	Octotemnus	aevis	gonochorous	XY	male heterogametic			22	22
Coleoptera	Ciidae	Sulcasis	lengi	gonochorous	XY	male heterogametic			22	22
Coleoptera	Cleridae	Enoclerus	nigripes rufiventris	gonochorous	XY	male heterogametic			18	18
Coleoptera	Cleridae	Enoclerus	sp. 1	gonochorous	XY	male heterogametic			18	18
Coleoptera	Cleridae	Enoclerus	sp. 2	gonochorous	XY	male heterogametic			18	18
Coleoptera	Cleridae	Priocera	spinosa	gonochorous	XY	male heterogametic			18	18
Coleoptera	Cleridae	Thanasimus	undulatus	gonochorous	XY	male heterogametic			18	18
Coleoptera	Coccinellidae	Adalia	frigida melanopleura	gonochorous	XY	male heterogametic			20	20
Coleoptera	Coccinellidae	Afissa	parvula	gonochorous	XY	male heterogametic			18	18
Coleoptera	Coccinellidae	Aiolocaria	mirablis	gonochorous	XO	male heterogametic			18	17
Coleoptera	Coccinellidae	Aiolocaria	mirablis	gonochorous					20	
Coleoptera	Coccinellidae	Anatis	15-punctata	gonochorous	XY	male heterogametic			18	18
Coleoptera	Coccinellidae	Anatis	rathvoni	gonochorous	XY	male heterogametic			18	18
Coleoptera	Coccinellidae	Anisocalvia	duodecimmaculata	gonochorous	XY	male heterogametic			20	20
Coleoptera	Coccinellidae	Anisocalvia	duodecimmaculata	gonochorous	XY	male heterogametic			20	20
Coleoptera	Coccinellidae	Anisocalvia	quatuordecimguttata	gonochorous	XY	male heterogametic			20	20
Coleoptera	Coccinellidae	Anisocalvia	quatuordecimguttata	gonochorous	XY	male heterogametic			20	20
Coleoptera	Coccinellidae	Anisocalvia	quatuordecimguttata similis	gonochorous	XY	male heterogametic			20	20
Coleoptera	Coccinellidae	Aphidecta	axyridis	gonochorous	XY	male heterogametic			16	16
Coleoptera	Coccinellidae	Aphidecta	axyridis	gonochorous	XY	male heterogametic			16	16
Coleoptera	Coccinellidae	Aphidecta	axyridis spectablis	gonochorous	XY	male heterogametic			16	16
Coleoptera	Coccinellidae	Aphidecta	bruchii	gonochorous	XY	male heterogametic			18	18
Coleoptera	Coccinellidae	Aphidecta	bruchii	gonochorous	XY	male heterogametic			20	20
Coleoptera	Coccinellidae	Aphidecta	californica	gonochorous	XY	male heterogametic			20	20
Coleoptera	Coccinellidae	Aphidecta	crotchi	gonochorous	XY	male heterogametic			20	20
Coleoptera	Coccinellidae	Aphidecta	novemnotata	gonochorous	XY	male heterogametic			20	20
Coleoptera	Coccinellidae	Aphidecta	repanda	gonochorous	XY	male heterogametic			20	20
Coleoptera	Coccinellidae	Aphidecta	septempunctata	gonochorous	XY	male heterogametic			20	20
Coleoptera	Coccinellidae	Aphidecta	septempunctata bruckii	gonochorous	XY	male heterogametic			20	20
Coleoptera	Coccinellidae	Aphidecta	transversalis	gonochorous	XY	male heterogametic			20	20
Coleoptera	Coccinellidae	Aphidecta	transversoguttata	gonochorous	XY	male heterogametic			20	20
Coleoptera	Coccinellidae	Aphidecta	transversoguttata quinquenotata	gonochorous	XY	male heterogametic			20	20
Coleoptera	Coccinellidae	Aphidecta	trifasciata	gonochorous	XY	male heterogametic			20	20
Coleoptera	Coccinellidae	Aphidecta	trifasciata juliana	gonochorous	XY	male heterogametic			20	20
Coleoptera	Coccinellidae	Aphidecta	trifasciata perplexa	gonochorous	XY	male heterogametic			20	20
Coleoptera	Coccinellidae	Axion	pilatei	gonochorous	XY	male heterogametic			18	18
Coleoptera	Coccinellidae	Azya	luteipes	gonochorous	XY	male heterogametic			24	24
Coleoptera	Coccinellidae	Azya	pontbrianti	gonochorous						24
Coleoptera	Coccinellidae	Azya	trinitatis	gonochorous	XY	male heterogametic			22	22
Coleoptera	Coccinellidae	Brachyacantha	2-3-pustulata	gonochorous	XY	male heterogametic			18	18
Coleoptera	Coccinellidae	Brachyacantha	felina	gonochorous	XY	male heterogametic			16	16
Coleoptera	Coccinellidae	Brachyacantha	ursina ursina	gonochorous	XY	male heterogametic			16	16
Coleoptera	Coccinellidae	Brachyacantha	ursina uteella	gonochorous	XY	male heterogametic			20	20
Coleoptera	Coccinellidae	Brumus	parvicollis	gonochorous						16
Coleoptera	Coccinellidae	Brumus	septentrionis	gonochorous	XY	male heterogametic			18	18
Coleoptera	Coccinellidae	Calvia	quatruordecimguttata	gonochorous						20
Coleoptera	Coccinellidae	Chilocorus	angolensis	gonochorous	XY	male heterogametic			18	18
Coleoptera	Coccinellidae	Chilocorus	bilineatus	gonochorous	XY	male heterogametic			24	24
Coleoptera	Coccinellidae	Chilocorus	cacti cacti	gonochorous	XY	male heterogametic			22	22
Coleoptera	Coccinellidae	Chilocorus	cacti confusor	gonochorous	XY	male heterogametic			22	22
Coleoptera	Coccinellidae	Chilocorus	circumdata	gonochorous	XY	male heterogametic			22	22
Coleoptera	Coccinellidae	Chilocorus	discoideus	gonochorous	XY	male heterogametic			24	24
Coleoptera	Coccinellidae	Chilocorus	distigma	gonochorous	XY	male heterogametic			24	24
Coleoptera	Coccinellidae	Chilocorus	erythrocephalus	gonochorous	XY	male heterogametic			24	24
Coleoptera	Coccinellidae	Chilocorus	fraternus	gonochorous	XY	male heterogametic			22	22
Coleoptera	Coccinellidae	Chilocorus	hexacyclus	gonochorous	XY	male heterogametic			14	14
Coleoptera	Coccinellidae	Chilocorus	n. sp.	gonochorous	XY	male heterogametic			18	18
Coleoptera	Coccinellidae	Chilocorus	orbus	gonochorous	XY	male heterogametic			22	22
Coleoptera	Coccinellidae	Chilocorus	schioedtei	gonochorous	XY	male heterogametic			24	24
Coleoptera	Coccinellidae	Chilocorus	similis	gonochorous	XY	male heterogametic			20	20
Coleoptera	Coccinellidae	Chilocorus	tricyclus	gonochorous	XY	male heterogametic			20	20
Coleoptera	Coccinellidae	Chnoodes	sp.	gonochorous	XY	male heterogametic			18	18
Coleoptera	Coccinellidae	Cladis	nitidula	gonochorous	XY	male heterogametic			16	16
Coleoptera	Coccinellidae	Coccidula	scutelata	gonochorous	XY	male heterogametic			20	20
Coleoptera	Coccinellidae	Coleomegilla	innotata	gonochorous	XY	male heterogametic			20	20
Coleoptera	Coccinellidae	Coleomegilla	maculata lengi	gonochorous	XY	male heterogametic			20	20
Coleoptera	Coccinellidae	Cryptognatha	nodiceps	gonochorous	XY	male heterogametic			14	14
Coleoptera	Coccinellidae	Cryptognatha	simillima	gonochorous	XY	male heterogametic			14	14
Coleoptera	Coccinellidae	Egius	platycephalus	gonochorous	XY	male heterogametic			20	20
Coleoptera	Coccinellidae	Epilachna	12-stigma	gonochorous	XY	male heterogametic			20	20
Coleoptera	Coccinellidae	Epilachna	12-stigma	gonochorous	XY	male heterogametic			14	14
Coleoptera	Coccinellidae	Epilachna	chrysomelina F. x Epilachna capensis Thunb.	gonochorous						18
Coleoptera	Coccinellidae	Epilachna	nipponica	gonochorous	XY	male heterogametic			20	20
Coleoptera	Coccinellidae	Epilachna	obscurella	gonochorous	XY	male heterogametic			18	18
Coleoptera	Coccinellidae	Epilachna	orientalis	gonochorous	XY	male heterogametic			18	18
Coleoptera	Coccinellidae	Epilachna	sp.	gonochorous	XY	male heterogametic			18	18
Coleoptera	Coccinellidae	Epilachna	vigintioctomaculata nipponica	gonochorous	XY	male heterogametic			20	20
Coleoptera	Coccinellidae	Epilachna	vigintioctomaculata x pustulosa	gonochorous	XY	male heterogametic			20	20
Coleoptera	Coccinellidae	Exochomus	bisbinotatus	gonochorous	XY	male heterogametic			14	14
Coleoptera	Coccinellidae	Exochomus	jamaicensis	gonochorous	XY	male heterogametic			18	18
Coleoptera	Coccinellidae	Exochomus	marginipennis californicus	gonochorous	XY	male heterogametic			16	16
Coleoptera	Coccinellidae	Exochomus	marginipennis childreni	gonochorous	XY	male heterogametic			18	18
Coleoptera	Coccinellidae	Exochomus	marginipennis fasciatus	gonochorous						18
Coleoptera	Coccinellidae	Exochomus	metallicus	gonochorous	XY	male heterogametic			18	18
Coleoptera	Coccinellidae	Exochomus	OlituratusO sp. 1	gonochorous	XY	male heterogametic			18	18
Coleoptera	Coccinellidae	Exochomus	OlituratusO sp. 1	gonochorous	XY	male heterogametic			18	18
Coleoptera	Coccinellidae	Exochomus	orbiculus	gonochorous	XY	male heterogametic			18	18
Coleoptera	Coccinellidae	Exochomus	OuropygialisO sp. 1	gonochorous	XY	male heterogametic			16	16
Coleoptera	Coccinellidae	Exochomus	OuropygialisO sp. 2	gonochorous	XY	male heterogametic			16	16
Coleoptera	Coccinellidae	Exochomus	OuropygialisO sp. 3	gonochorous	XY	male heterogametic			18	18
Coleoptera	Coccinellidae	Exochomus	quadrapustulatus	gonochorous	XY	male heterogametic			14	14
Coleoptera	Coccinellidae	Exochomus	quadrapustulatus	gonochorous	XY	male heterogametic			14	14
Coleoptera	Coccinellidae	Exochomus	quadrapustulatus floralis	gonochorous	XY	male heterogametic			14	14
Coleoptera	Coccinellidae	Hippodamia	quinquesignata ambigua	gonochorous	XY	male heterogametic			20	20
Coleoptera	Coccinellidae	Hippodamia	quinquesignata punctulata	gonochorous	XY	male heterogametic			20	20
Coleoptera	Coccinellidae	Hippodamia	sp.	gonochorous	XY	male heterogametic			20	20
Coleoptera	Coccinellidae	Hippodamia	tibialis tibialis	gonochorous	XY	male heterogametic			20	20
Coleoptera	Coccinellidae	Hippodamia	tridecimpunctata	gonochorous	XY	male heterogametic			20	20
Coleoptera	Coccinellidae	Hyperaspis	4-oculata	gonochorous	XY	male heterogametic			14	14
Coleoptera	Coccinellidae	Hyperaspis	annexa	gonochorous						14
Coleoptera	Coccinellidae	Hyperaspis	bigeminata	gonochorous	XY	male heterogametic			14	14
Coleoptera	Coccinellidae	Hyperaspis	billoti	gonochorous	XY	male heterogametic			16	16
Coleoptera	Coccinellidae	Hyperaspis	cincta	gonochorous	XY	male heterogametic			14	14
Coleoptera	Coccinellidae	Hyperaspis	congressis	gonochorous	XY	male heterogametic			14	14
Coleoptera	Coccinellidae	Hyperaspis	dissoluta dissoluta	gonochorous	XY	male heterogametic			14	14
Coleoptera	Coccinellidae	Hyperaspis	donzeli	gonochorous	XY	male heterogametic			14	14
Coleoptera	Coccinellidae	Hyperaspis	jucunda	gonochorous	XY	male heterogametic			16	16
Coleoptera	Coccinellidae	Hyperaspis	lateralis lateralis	gonochorous	XY	male heterogametic			14	14
Coleoptera	Coccinellidae	Hyperaspis	lateralis montanica	gonochorous						14
Coleoptera	Coccinellidae	Hyperaspis	notatula	gonochorous	XY	male heterogametic			14	14
Coleoptera	Coccinellidae	Hyperaspis	paspalis	gonochorous	XY	male heterogametic			14	14
Coleoptera	Coccinellidae	Hyperaspis	trilineata	gonochorous	XY	male heterogametic			14	14
Coleoptera	Coccinellidae	Illeis	indica	gonochorous	XY	male heterogametic			20	20
Coleoptera	Coccinellidae	Menochilus	6-maculatus	gonochorous	XY	male heterogametic			20	20
Coleoptera	Coccinellidae	Microweisea	sp.	gonochorous	XY	male heterogametic			20	20
Coleoptera	Coccinellidae	Mulsantina	n. sp.	gonochorous	XY	male heterogametic			18	18
Coleoptera	Coccinellidae	Mulsantina	picta minor	gonochorous	XY	male heterogametic			20	20
Coleoptera	Coccinellidae	Mulsantina	picta picta	gonochorous	XY	male heterogametic			20	20
Coleoptera	Coccinellidae	Neda	aequatoriana	gonochorous	XY	male heterogametic			20	20
Coleoptera	Coccinellidae	Neomysia	caseyi	gonochorous	XY	male heterogametic			20	20
Coleoptera	Coccinellidae	Neomysia	oregona	gonochorous	XY	male heterogametic			20	20
Coleoptera	Coccinellidae	Neomysia	pullata pullata	gonochorous	XY	male heterogametic			20	20
Coleoptera	Coccinellidae	Neomysia	pullata randalli	gonochorous	XY	male heterogametic			20	20
Coleoptera	Coccinellidae	Olla	abdominalis	gonochorous	XY	male heterogametic			20	20
Coleoptera	Coccinellidae	Pharoscymnus	sp.	gonochorous	XY	male heterogametic			20	20
Coleoptera	Coccinellidae	Phyllobora	vigintiduopunctata	gonochorous						20
Coleoptera	Coccinellidae	Prodilis	indagator	gonochorous	XY	male heterogametic			24	24
Coleoptera	Coccinellidae	Propylaea	japonica	gonochorous	XY	male heterogametic			20	20
Coleoptera	Coccinellidae	Psyllobora	taedata	gonochorous	XY	male heterogametic			18	18
Coleoptera	Coccinellidae	Scymnus	binaevatus	gonochorous	XY	male heterogametic			16	16
Coleoptera	Coccinellidae	Scymnus	marginicollis	gonochorous	XY	male heterogametic			16	16
Coleoptera	Coccinellidae	Scymnus	nubilis	gonochorous	XY	male heterogametic			16	16
Coleoptera	Coccinellidae	Scymnus	sp. 1	gonochorous	XY	male heterogametic			16	16
Coleoptera	Coccinellidae	Scymnus	sp. 2	gonochorous	XY	male heterogametic			18	18
Coleoptera	Coccinellidae	Scymnus	sp. 3	gonochorous	XY	male heterogametic			20	20
Coleoptera	Coccinellidae	Scymnus	sp. 4	gonochorous	XY	male heterogametic			20	20
Coleoptera	Coccinellidae	Scymnus	sp. 5	gonochorous	XY	male heterogametic			16	16
Coleoptera	Coccinellidae	Solanophila	paenulata	gonochorous	XY	male heterogametic			18	18
Coleoptera	Coccinellidae	Sumnius	cardoni	gonochorous	XY	male heterogametic			18	18
Coleoptera	Coccinellidae	Thea	bisoctonotata	gonochorous	XY	male heterogametic			20	20
Coleoptera	Coccinellidae	Tythaspis	sedecimpunctata	gonochorous						24
Coleoptera	Coccinellidae	Various	undet. Spp.	gonochorous	XY	male heterogametic			20	20
Coleoptera	Coccinellidae	Verania	allardi	gonochorous	XY	male heterogametic			20	20
Coleoptera	Coccinellidae	Verania	allardi	gonochorous	XY	male heterogametic			20	20
Coleoptera	Coccinellidae	Verania	discolor	gonochorous	XY	male heterogametic			20	20
Coleoptera	Curculionidae	Acallopistus	sp. 1	gonochorous	XY	male heterogametic			24	24
Coleoptera	Curculionidae	Acicnemis	alni	gonochorous	XY	male heterogametic			24	24
Coleoptera	Curculionidae	Acicnemis	nigra	gonochorous	XY	male heterogametic			22	22
Coleoptera	Curculionidae	Acicnemis	nigra	gonochorous	XY	male heterogametic			24	24
Coleoptera	Curculionidae	Adosomus	melanogrammus	gonochorous	XY	male heterogametic			46	46
Coleoptera	Curculionidae	Alcides	collaris	gonochorous	XY	male heterogametic			28	28
Coleoptera	Curculionidae	Alcides	sp. 1	gonochorous	XY	male heterogametic			34	34
Coleoptera	Curculionidae	Alcides	sp. 1	gonochorous	XY	male heterogametic			40	40
Coleoptera	Curculionidae	Alcidodes	affaber	gonochorous	XY	male heterogametic			32	32
Coleoptera	Curculionidae	Alcidodes	sp. 1	gonochorous	XY	male heterogametic			32	32
Coleoptera	Curculionidae	Amblyrrhinus	poricollis	gonochorous	XY	male heterogametic			22	22
Coleoptera	Curculionidae	Amblyrrhinus	sp. 1	gonochorous	XY	male heterogametic			22	22
Coleoptera	Curculionidae	Amblyrrhinus	subrecticollis	gonochorous	XY	male heterogametic			22	22
Coleoptera	Curculionidae	Anobleptus	sp. 1	gonochorous	XY	male heterogametic			22	22
Coleoptera	Curculionidae	Anobleptus	sp. 1	gonochorous	XY	male heterogametic			24	24
Coleoptera	Curculionidae	Anthonomus	bisignifer	gonochorous	XY	male heterogametic			30	30
Coleoptera	Curculionidae	Anthonomus	bisignifer	gonochorous	XY	male heterogametic			32	32
Coleoptera	Curculionidae	Anthonomus	bisignifer	gonochorous	XY	male heterogametic			34	34
Coleoptera	Curculionidae	Anthonomus	bisignifer	gonochorous	XY	male heterogametic			36	36
Coleoptera	Curculionidae	Anthonomus	bisignifer	gonochorous	XO	male heterogametic			20	19
Coleoptera	Curculionidae	Anthonomus	corvulus	gonochorous	XY	male heterogametic			26	26
Coleoptera	Curculionidae	Anthonomus	haematopus	gonochorous	XY	male heterogametic			32	32
Coleoptera	Curculionidae	Anthonomus	sp. 1	gonochorous	XY	male heterogametic			34	34
Coleoptera	Curculionidae	Anthonomus	sp. 2	gonochorous	XY	male heterogametic			26	26
Coleoptera	Curculionidae	Anthonomus	sp. 3	gonochorous	XY	male heterogametic			32	32
Coleoptera	Curculionidae	Apiophorus	pictus	gonochorous	XY	male heterogametic			30	30
Coleoptera	Curculionidae	Aplotes	roelofsi	gonochorous	XY	male heterogametic			22	22
Coleoptera	Curculionidae	Apodrusus	wolcotti	gonochorous						20
Coleoptera	Curculionidae	Apotomorhinus	cribatus	gonochorous	XY	male heterogametic			26	26
Coleoptera	Curculionidae	Arrhines	languides	gonochorous	XY	male heterogametic			22	22
Coleoptera	Curculionidae	Astycus	lateralis	gonochorous	XY	male heterogametic			22	22
Coleoptera	Curculionidae	Astycus	sp.	gonochorous	XY	male heterogametic			22	22
Coleoptera	Curculionidae	Atactogaster	sp. 1	gonochorous	XY	male heterogametic			48	48
Coleoptera	Curculionidae	Athesapeuta	sp. 1	gonochorous						32
Coleoptera	Curculionidae	Athesapeuta	sp. 2	gonochorous						32
Coleoptera	Curculionidae	Barioscaphus	cordiae	gonochorous	XY	male heterogametic			22	22
Coleoptera	Curculionidae	Baris	arthemisiae	gonochorous	XY	male heterogametic			38	38
Coleoptera	Curculionidae	Baris	ezoana	gonochorous	XY	male heterogametic			32	32
Coleoptera	Curculionidae	Baris	ezoana	gonochorous	XY	male heterogametic			34	34
Coleoptera	Curculionidae	Baris	sp.	gonochorous	XY	male heterogametic			18	18
Coleoptera	Curculionidae	Baris	sp.	gonochorous	XY	male heterogametic			22	22
Coleoptera	Curculionidae	Baris	sp.	gonochorous	XY	male heterogametic			32	32
Coleoptera	Curculionidae	Baris	sp.	gonochorous	XY	male heterogametic			54	54
Coleoptera	Curculionidae	Baris	sp.	gonochorous	XY	male heterogametic			32	32
Coleoptera	Curculionidae	Baris	sp.	gonochorous	XY	male heterogametic				
Coleoptera	Curculionidae	Baris	striata	gonochorous						38
Coleoptera	Curculionidae	Barypeithes	mollicomis	gonochorous	XY	male heterogametic			22	22
Coleoptera	Curculionidae	Blosyrus	falcatus	gonochorous	XY	male heterogametic			22	22
Coleoptera	Curculionidae	Blosyrus	japonicus	gonochorous					22	22
Coleoptera	Curculionidae	Blosyrus	japonicus	parthenogenetic				3	33	
Coleoptera	Curculionidae	Blosyrus	japonicus	parthenogenetic				4	44	
Coleoptera	Curculionidae	Blosyrus	japonicus	parthenogenetic				5	55	
Coleoptera	Curculionidae	Blosyrus	japonicus	parthenogenetic				6	66	
Coleoptera	Curculionidae	Brachysomus	dispar	gonochorous	XY	male heterogametic			22	22
Coleoptera	Curculionidae	Byctiscus	congener regalis	gonochorous	XY	male heterogametic			22	22
Coleoptera	Curculionidae	Byrsopages	kiso	gonochorous	XY	male heterogametic			22	22
Coleoptera	Curculionidae	Byrsopages	sp(Mt. Asahidake)	gonochorous	XY	male heterogametic			22	22
Coleoptera	Curculionidae	Byrsopages	sp(Mt. Niseko)	gonochorous	XY	male heterogametic			22	22
Coleoptera	Curculionidae	Byrsopages	sp(Mt. Proshiri)	gonochorous	XY	male heterogametic			22	22
Coleoptera	Curculionidae	Caenocryptorrhynchus	frontalis	gonochorous	XY	male heterogametic			34	34
Coleoptera	Curculionidae	Calendra	australis australis	gonochorous	XY	male heterogametic			26	26
Coleoptera	Curculionidae	Calendra	bruchi	gonochorous	XY	male heterogametic			26	26
Coleoptera	Curculionidae	Calendra	costipennis	gonochorous	XY	male heterogametic			30	30
Coleoptera	Curculionidae	Calendra	linearis	gonochorous	XY	male heterogametic			24	24
Coleoptera	Curculionidae	Calendra	parvula	gonochorous	XY	male heterogametic			26	26
Coleoptera	Curculionidae	Calendra	zeae	gonochorous	XY	male heterogametic			26	26
Coleoptera	Curculionidae	Callirhopalus	minimus	parthenogenetic				3	33	
Coleoptera	Curculionidae	Callirhopalus	minimus	parthenogenetic				4	44	
Coleoptera	Curculionidae	Callirhopalus	obesus	parthenogenetic					44	
Coleoptera	Curculionidae	Callirhopalus	obesus	parthenogenetic					65	
Coleoptera	Curculionidae	Callirhopalus	setosus	parthenogenetic				4	43	
Coleoptera	Curculionidae	Calosirus	albosuturalis	gonochorous	XY	male heterogametic			34	34
Coleoptera	Curculionidae	Carcilia	strigicollis	gonochorous	XY	male heterogametic			22	22
Coleoptera	Curculionidae	Catagmatus	japonicus	gonochorous	XY	male heterogametic			32	32
Coleoptera	Curculionidae	Catapionus	modestus	gonochorous	XY	male heterogametic			22	22
Coleoptera	Curculionidae	Catapionus	obscurus	gonochorous	XY	male heterogametic			22	22
Coleoptera	Curculionidae	Ceutorrhynchus	ancola	gonochorous	XY	male heterogametic			34	34
Coleoptera	Curculionidae	Ceutorrhynchus	costatus	gonochorous	XY	male heterogametic			20	20
Coleoptera	Curculionidae	Ceutorrhynchus	diffusus	gonochorous	XY	male heterogametic			24	24
Coleoptera	Curculionidae	Ceutorrhynchus	erysimi	gonochorous	XY	male heterogametic			28	28
Coleoptera	Curculionidae	Ceutorrhynchus	lewisi	gonochorous	XY	male heterogametic			28	28
Coleoptera	Curculionidae	Ceutorrhynchus	punctiger	gonochorous	XY	male heterogametic			24	24
Coleoptera	Curculionidae	Ceutorrhynchus	sp. 1	gonochorous	XY	male heterogametic			24	24
Coleoptera	Curculionidae	Chlorophanus	grandis	gonochorous	XY	male heterogametic			24	24
Coleoptera	Curculionidae	Cidnorrhinus	4-maculatus	gonochorous	XY	male heterogametic			28	28
Coleoptera	Curculionidae	Cionus	championi	gonochorous	XY	male heterogametic			40	40
Coleoptera	Curculionidae	Cionus	ganglbaueri	gonochorous	XY	male heterogametic			38	38
Coleoptera	Curculionidae	Cionus	hortulans	gonochorous	XY	male heterogametic			38	38
Coleoptera	Curculionidae	Cionus	longicollis-montanus	gonochorous	XY	male heterogametic			40	40
Coleoptera	Curculionidae	Cionus	tamazo	gonochorous	XY	male heterogametic			40	40
Coleoptera	Curculionidae	Cirrorhynchus	kelecsenyi	gonochorous	XY	male heterogametic			30	30
Coleoptera	Curculionidae	Cleonus	japonicus	gonochorous	XY	male heterogametic			28	28
Coleoptera	Curculionidae	Colobodes	konoi	gonochorous	XY	male heterogametic			48	48
Coleoptera	Curculionidae	Colobodes	matasumurau	gonochorous	XY	male heterogametic			48	48
Coleoptera	Curculionidae	Colobodes	matsumurai	gonochorous	XY	male heterogametic				
Coleoptera	Curculionidae	Colobodes	sp. 1 Ov-alum n.sp.O	gonochorous	XY	male heterogametic			48	48
Coleoptera	Curculionidae	Colobodes	sp. 2	gonochorous	XY	male heterogametic			36	36
Coleoptera	Curculionidae	Corigetus	chandigarhensis	gonochorous	XY	male heterogametic			22	22
Coleoptera	Curculionidae	Corigetus	sp. 1	gonochorous	XY	male heterogametic			22	22
Coleoptera	Curculionidae	Cryptorhynchus	sp. 1	gonochorous						38
Coleoptera	Curculionidae	Cryptorrhynchus	erectus	gonochorous	XY	male heterogametic			32	32
Coleoptera	Curculionidae	Cryptorrhynchus	lapathi	gonochorous	XY	male heterogametic			34	34
Coleoptera	Curculionidae	Cryptorrhynchus	lapathi	gonochorous	XY	male heterogametic			34	34
Coleoptera	Curculionidae	Cryptorrhynchus	lapathi	gonochorous	XY	male heterogametic			36	36
Coleoptera	Curculionidae	Cryptorrhynchus	sp. 1	gonochorous	XY	male heterogametic			32	32
Coleoptera	Curculionidae	Cryptorrhynchus	sp. 1	gonochorous	XY	male heterogametic			38	38
Coleoptera	Curculionidae	Curculio	ficusi	gonochorous						26
Coleoptera	Curculionidae	Curculio	flavescens	gonochorous	XY	male heterogametic			26	26
Coleoptera	Curculionidae	Curculio	flavescens	gonochorous	XY	male heterogametic			28	28
Coleoptera	Curculionidae	Curculio	longirostris	gonochorous	XY	male heterogametic			26	26
Coleoptera	Curculionidae	Curculio	minutissimus	gonochorous	XY	male heterogametic			34	34
Coleoptera	Curculionidae	Curculio	pictus	gonochorous	XY	male heterogametic			22	22
Coleoptera	Curculionidae	Curculio	pictus	gonochorous	XY	male heterogametic			26	26
Coleoptera	Curculionidae	Curculio	quercivorus	gonochorous	XY	male heterogametic			32	32
Coleoptera	Curculionidae	Curculio	roelofsi	gonochorous	XY	male heterogametic			26	26
Coleoptera	Curculionidae	Curculio	sp. 1	gonochorous	XY	male heterogametic			24	24
Coleoptera	Curculionidae	Curculio	sp. 1	gonochorous	XY	male heterogametic			26	26
Coleoptera	Curculionidae	Curculio	sp. 1	gonochorous	XY	male heterogametic			28	28
Coleoptera	Curculionidae	Curculio	sp. 1	gonochorous	XY	male heterogametic			26	26
Coleoptera	Curculionidae	Curculio	sp. Nov.	gonochorous						32
Coleoptera	Curculionidae	Cylindrocopturus	sp. 1	gonochorous	XY	male heterogametic			32	32
Coleoptera	Curculionidae	Cyphicerinus	tectonae	gonochorous	XY	male heterogametic			22	22
Coleoptera	Curculionidae	Cyphicerus	aceri	gonochorous	XY	male heterogametic			22	22
Coleoptera	Curculionidae	Cyrtepistomus	bardus	gonochorous	XY	male heterogametic			22	22
Coleoptera	Curculionidae	Cyrtepistomus	gucindus	gonochorous	XY	male heterogametic			22	22
Coleoptera	Curculionidae	Cyrtepistomus	jucundus	gonochorous	XY	male heterogametic			22	22
Coleoptera	Curculionidae	Cyrtepistomus	sp. 1	gonochorous	XY	male heterogametic			22	22
Coleoptera	Curculionidae	Deiradolcus	pubescens	gonochorous	XY	male heterogametic			22	22
Coleoptera	Curculionidae	Deiradolcus	sp. 1	gonochorous	XY	male heterogametic			22	22
Coleoptera	Curculionidae	Demimaea	mori	gonochorous	XY	male heterogametic			24	24
Coleoptera	Curculionidae	Dermatoxenus	clathratus	gonochorous	XY	male heterogametic			22	22
Coleoptera	Curculionidae	Dermatoxenus	sp. 1	gonochorous	XY	male heterogametic			22	22
Coleoptera	Curculionidae	Desmidophorus	hebes	gonochorous	XY	male heterogametic			20	20
Coleoptera	Curculionidae	Desmidophorus	sp. 1	gonochorous	XY	male heterogametic			22	22
Coleoptera	Curculionidae	Diaprepres	abbreviata	gonochorous	XY	male heterogametic			22	22
Coleoptera	Curculionidae	Diatropus	marshalli	gonochorous	XY	male heterogametic			22	22
Coleoptera	Curculionidae	Dicranthus	elegans	gonochorous	XY	male heterogametic			22	22
Coleoptera	Curculionidae	Dicranthus	majzlani	gonochorous	XY	male heterogametic			22	22
Coleoptera	Curculionidae	Didothis	melancholica	gonochorous	XY	male heterogametic			28	28
Coleoptera	Curculionidae	Didothis	sp. 1	gonochorous	XY	male heterogametic			34	34
Coleoptera	Curculionidae	Diocalandra	sp. 1	gonochorous	XY	male heterogametic			26	26
