"distribution","max","median","minimum","resolved_name"
"16","16","16","16","Belonanthus hispida"
"16","16","16","16","Belonanthus longitubulosus"
"15-26-30","30","26","15","Belosynapsis vivipara"
"11","11","11","11","Benkara fasciculata"
"11","11","11","11","Benthamiella graminifolia"
"14","14","14","14","Berberis beaniana"
"14","14","14","14","Berberis francisci-ferdinandi"
"14","14","14","14","Berberis thibetica"
"28","28","28","28","Berberis turcomanica"
"14","14","14","14","Berberis vulgaris subsp. australis"
"14","14","14","14","Berberis vulgaris subsp. seroi"
"14","14","14","14","Berberis × bidentata"
"14","14","14","14","Berberis ×bidentata"
"17","17","17","17","Bergenia crassifolia var. pacifica"
"17","17","17","17","Bergenia Ã ornata"
"17","17","17","17","Bergenia Ã spathulata"
"18-27-31-33","33","27","18","Bergeranthus vespertinus"
"7","7","7","7","Berkheya bergiana"
"8","8","8","8","Berkheya erysithales"
"7","7","7","7","Berkheya radula"
"15","15","15","15","Berlandiera betonicifolia"
"15","15","15","15","Berlandiera humilis"
"15","15","15","15","Berlandiera macrophylla"
"15","15","15","15","Berlandiera monocephala"
"12","12","12","12","Berlinia coriacea"
"20","20","20","20","Berrya cordifolia"
"19","19","19","19","Bersama abyssinica subsp. paullinioides"
"9","9","9","9","Beta vulgaris subsp. adanensis"
"28","28","28","28","Betula litwinowii"
"14-15-21","21","14","14","Betula nana subsp. exilis"
"14","14","14","14","Betula nana subsp. rotundifolia"
"14","14","14","14","Betula pendula var. oycowiensis"
"14-28","28","14","14","Betula platyphylla subsp. mandshurica"
"28-29","29","28","28","Betula pubescens var. glabrata"
"28","28","28","28","Betula pubescens var. pumila"
"14","14","14","14","Betula × aurata"
"14","14","14","14","Betula × caerulea"
"56","56","56","56","Betula × murrayana"
"24","24","24","24","Betula × sargentii"
"28-35","35","35","28","Betula × winteri"
"16","16","16","16","Beyeria lechenaultii"
"10","10","10","10","Bhidea burnsiana"
"11-18-48-49","49","48","11","Biarum carratracense"
"8-48","48","8","8","Biarum eximium"
"16","16","16","16","Biarum fraasianum"
"11-12-13","13","12","11","Biarum marmarisense"
"13-20","20","13","13","Biarum rhopalospadix"
"8-13","13","8","8","Biarum tenuifolium subsp. abbreviatum"
"11","11","11","11","Biarum tenuifolium subsp. arundanum"
"13","13","13","13","Biarum tenuifolium subsp. galianii"
"10","10","10","10","Bidens acrifolia"
"36","36","36","36","Bidens aequisquama"
"24","24","24","24","Bidens anthemoides"
"14-18","18","18","14","Bidens asperata"
"11","11","11","11","Bidens balsana"
"14","14","14","14","Bidens barteri"
"12","12","12","12","Bidens bicolor"
"11-12-24","24","12","11","Bidens bigelovii"
"12","12","12","12","Bidens carpodonta"
"12-23","23","12","12","Bidens chiapensis"
"12","12","12","12","Bidens chrysanthemifolia"
"12","12","","12","Bidens clavata"
"12","12","12","12","Bidens exigua"
"24","24","24","24","Bidens flagellata"
"24","24","24","24","Bidens gardneri"
"17","17","17","17","Bidens ghedoensis"
"22","22","22","22","Bidens goiana"
"18","18","18","18","Bidens hildebrandtii"
"23","23","23","23","Bidens holstii"
"24","24","24","24","Bidens kamtschatica"
"12","12","12","12","Bidens lemmonii"
"11","11","11","11","Bidens leptocephala"
"23","23","23","23","Bidens lineariloba"
"12","12","12","12","Bidens longistyla"
"20","20","20","20","Bidens mannii"
"24","24","24","24","Bidens maximowicziana"
"36","36","36","36","Bidens menziesii subsp. filiformis"
"36","36","36","36","Bidens micrantha subsp. ctenophylla"
"24-34-36","36","34","24","Bidens mollifolia"
"18","18","18","18","Bidens negriana"
"23","23","23","23","Bidens oligoflora"
"12-23-24","24","23","12","Bidens ostruthioides"
"24","24","24","24","Bidens pinnatipartita"
"12","12","12","12","Bidens pringlei"
"12","12","12","12","Bidens pseudalausensis"
"12","12","12","12","Bidens pueblensis"
"11","11","11","11","Bidens purpusorum"
"24","24","24","24","Bidens radiata var. pinnatifida"
"12-24","24","12","12","Bidens reptans var. urbanii"
"12-34","34","12","12","Bidens riparia"
"11-12-34","34","12","11","Bidens rostrata"
"17","17","17","17","Bidens sambucifolia"
"11-24","24","11","11","Bidens schaffneri"
"11","11","11","11","Bidens schaffneri var. wrightii"
"11","11","11","11","Bidens sharpii"
"24","24","24","24","Bidens steppia"
"12","12","12","12","Bidens subspiralis"
"36","36","36","36","Bidens tener"
"36","36","36","36","Bidens ternata"
"12-24-36-48","48","12","12","Bidens triplinervia"
"16","16","16","16","Bidens zavattarii"
"18","18","18","18","Biermannia bimaculata"
"9","9","9","9","Bigelowia nudata var. australis"
"9","9","9","9","Bijlia cana"
"12","12","12","12","Billardiera coriacea"
"16","16","16","16","Biophytum intermedium"
"8","8","8","8","Biophytum nudum"
"9","9","9","9","Biscutella apuana"
"9","9","9","9","Biscutella arvernensis"
"9","9","9","9","Biscutella brevifolia"
"9","9","9","9","Biscutella controversa"
"8","8","8","8","Biscutella didyma subsp. apula"
"9","9","9","9","Biscutella divionensis"
"9","9","9","9","Biscutella ebusitana"
"9","9","9","9","Biscutella glacialis"
"9","9","9","9","Biscutella gredensis"
"9","9","9","9","Biscutella incana"
"9","9","9","9","Biscutella intermedia"
"9-18","18","9","9","Biscutella laevigata subsp. austriaca"
"9","9","9","9","Biscutella laevigata subsp. kerneri"
"9","9","9","9","Biscutella laevigata subsp. varia"
"9","9","9","9","Biscutella lamottei"
"27-32","32","27","27","Biscutella lusitanica"
"9","9","9","9","Biscutella mediterranea"
"9","9","9","9","Biscutella mollis"
"9","9","9","9","Biscutella pichiana"
"9","9","9","9","Biscutella rotgesii"
"9","9","9","9","Biscutella scaposa"
"9","9","9","9","Biscutella sclerocarpa"
"8-9-18","18","9","8","Biscutella sempervirens"
"27","27","27","27","Biscutella sempervirens subsp. vincentina"
"10-27","27","10","10","Bishovia boliviensis"
"10","10","10","10","Bituminaria morisiana"
"7","7","7","7","Bixa arborea"
"18","18","18","18","Blachia calycina"
"10","10","10","10","Blackstonia acuminata subsp. aestiva"
"10","10","10","10","Blackstonia perfoliata subsp. intermedia"
"16","16","16","16","Blennosperma chilense"
"11","11","11","11","Blennospora phlegmatocarpa"
"9","9","9","9","Bloomeria crocea var. montana"
"8","8","8","8","Blumea barbata"
"8-10-36","36","10","8","Blumea belangeriana"
"10-18-30","30","18","10","Blumea eriantha"
"20","20","20","20","Blumea heudelotii"
"10","10","10","10","Blumea lanceolaria var. spectabilis"
"20","20","20","20","Blumea lecomteana"
"8-9","9","8","8","Blumea malcolmii"
"9-10","10","10","9","Blumea obliqua"
"10-20","20","10","10","Blumea oloptera"
"20","20","20","20","Blumea volkensii"
"12","12","12","12","Blumenbachia hierorymi"
"36","36","36","36","Blyxa leiosperma"
"8-9-16-36","36","8","8","Blyxa octandra"
"10","10","10","10","Bobartia lilacina"
"44","44","44","44","Bobea timonioides"
"8","8","8","8","Boea lawesii"
"7","7","7","7","Boeberastrum litorale"
"7","7","7","7","Boeberastrum littoralis"
"11","11","11","11","Boechera californica"
"7-14-21","21","21","7","Boechera holboellii var. pinetorum"
"7","7","7","7","Boechera holboellii var. secunda"
"16","16","16","16","Boechera nuttallii"
"7","7","","7","Boechera pendulina var. russeola"
"7","7","","7","Boechera pulchra var. munciensis"
"11","11","","11","Boechera sparsiflora var. subvillosa"
"14","14","","14","Boechera xylopoda"
"21-28","28","21","21","Boehmeria arenicola"
"14","14","14","14","Boehmeria australis subsp. dealbata"
"14","14","14","14","Boehmeria clidemioides var. diffusa"
"14","14","14","14","Boehmeria dolichostachya"
"14","14","14","14","Boehmeria hamiltoniana"
"14-21","21","21","14","Boehmeria holosericea"
"14","14","14","14","Boehmeria macrophylla var. rotundifolia"
"14","14","14","14","Boehmeria macrophylla var. scabrella"
"21","21","21","21","Boehmeria nakashimae"
"21","21","21","21","Boehmeria tosaensis"
"14","14","14","14","Boehmeria zollingeriana var. blinii"
"21","21","21","21","Boehmeria Ã egregia"
"21","21","21","21","Boehmeria Ã kiusiana"
"21","21","21","21","Boehmeria Ã minor"
"21","21","21","21","Boehmeria Ã praestabilis"
"21","21","21","21","Boehmeria Ã robusta"
"28","28","28","28","Boehmeria × dura"
"21","21","21","21","Boehmeria × egregia"
"12","12","12","12","Boeica brachyandra"
"52","52","52","52","Boerhavia procumbens"
"26","26","26","26","Boerhavia triquetra var. intermedia"
"10","10","10","10","Boesenbergia plicata var. lurida"
"19","19","19","19","Boisduvalia subulata"
"10","10","10","10","Bolanthus creutzburgii"
"13-25-26","26","25","13","Bolboschoenus koshevnikovii"
"54-55","55","54","54","Bolboschoenus maritimus subsp. maritimus"
"45-52-55","55","52","45","Bolboschoenus maritimus subsp. paludosus"
"9","9","9","9","Boltonia apalachicolensis"
"18","18","18","18","Boltonia asteroides var. asteroides"
"9","9","9","9","Boltonia asteroides var. latisquama"
"9-18","18","18","9","Boltonia asteroides var. recognita"
"9","9","9","9","Boltonia caroliniana"
"9","9","9","9","Boltonia decurrens"
"9","9","9","9","Boltonia diffusa var. interior"
"9","9","9","9","Bolusia rhodesiana"
"9","9","9","9","Bomarea carderi"
"9","9","9","9","Bomarea patacoensis"
"9","9","9","9","Bombax insigne"
"15","15","15","15","Bonamia mossambicensis"
"14","14","14","14","Bonamia pickeringii"
"9","9","9","9","Boronia barkeriana"
"16","16","16","16","Boronia chartacea"
"7","7","7","7","Boronia clavata"
"9-18","18","9","9","Boronia crassifolia"
"9","9","9","9","Boronia crenulata subsp. viminea"
"9","9","9","9","Boronia fastigiata"
"16-18","18","16","16","Boronia fraseri"
"16","16","16","16","Boronia mollis"
"8-16","16","8","8","Boronia molloyae"
"18","18","18","18","Boronia nana var. pubescens"
"9","9","9","9","Boronia nematophylla"
"7","7","7","7","Boronia pulchella"
"9","9","9","9","Boronia purdieana"
"14","14","14","14","Borrichia × cubana"
"9","9","9","9","Bossiaea aquifolium subsp. laidlawiana"
"9","9","9","9","Bossiaea disticha"
"9","9","9","9","Bossiaea pulchella"
"9","9","9","9","Bossiaea rhombifolia subsp. concolor"
"9","9","9","9","Bossiaea stephensonii"
"30","30","30","30","Bothriochloa edwardsiana"
"10","10","10","10","Bothriochloa ensiformis"
"30","30","30","30","Bothriochloa hirtifolia"
"10-20","20","20","10","Bothriochloa kuntzeana"
"30-40","40","30","30","Bothriochloa laguroides subsp. torreyana"
"10","10","10","10","Bothriochloa longifolia"
"60","60","60","60","Bothriochloa longipaniculata"
"20","20","20","20","Bothriochloa pseudoischaemum"
"10-20","20","20","10","Bothriochloa radicans"
"60","60","60","60","Bothriochloa wrightii"
"10","10","10","10","Bothriocline inyangana"
"10-20","20","20","10","Bothriocline longipes"
"9","9","9","9","Bothriocline pectinata"
"20","20","20","20","Bothriocline ripensis"
"36","36","36","36","Bouvardia chrysantha"
"18-36","36","18","18","Bouvardia leiantha"
"36","36","36","36","Bouvardia multiflora"
"10","10","10","10","Bowiea volubilis subsp. gariepensis"
"10","10","10","10","Bowiea volubilis subsp. volubilis"
"18-27","27","18","18","Brachanthemum fruticulosum"
"9","9","9","9","Brachanthemum mongolicum"
"9","9","9","9","Brachiaria chusqueoides"
"18","18","18","18","Brachiaria ciliatissima"
"9-18-20-40","40","18","9","Brachiaria decumbens"
"9","9","9","9","Brachiaria eminii"
"9","9","9","9","Brachiaria glomerata"
"16-32","32","32","16","Brachiaria kurzii"
"18","18","18","18","Brachiaria munae"
"16-18-32","32","18","16","Brachiaria remota"
"9","9","9","9","Brachiaria ruziziensis"
"18","18","18","18","Brachiaria semiverticillata"
"12-18","18","12","12","Brachiaria stigmatisata"
"9","9","9","9","Brachyactis pubescens"
"20","20","20","20","Brachychiton albidus"
"20","20","20","20","Brachychiton chillagoensis"
"20","20","20","20","Brachychiton diversifolius"
"20","20","20","20","Brachychiton grandiflorus"
"20","20","20","20","Brachychiton incanus"
"20","20","20","20","Brachychiton multicaulis"
"20","20","20","20","Brachychiton tuberculatus"
"20","20","20","20","Brachychiton viridiflorus"
"20","20","20","20","Brachychiton viscidulus"
"20","20","20","20","Brachychiton vitifolius"
"21","21","21","21","Brachycorythis galeandra"
"21","21","21","21","Brachycorythis helferi"
"21-23","23","21","21","Brachycorythis splendida"
"30","30","30","30","Brachyglottis bidwillii"
"30","30","30","30","Brachyglottis bidwillii var. viridis"
"30","30","30","30","Brachyglottis bifistulosa"
"30","30","30","30","Brachyglottis cockaynei"
"30","30","30","30","Brachyglottis hectori"
"30","30","30","30","Brachyglottis kirkii var. angustior"
"30","30","30","30","Brachyglottis myrianthos"
"30","30","30","30","Brachyglottis pentacopa"
"30","30","30","30","Brachyglottis repanda var. fragrans"
"30","30","30","30","Brachyglottis rotundifolia"
"30","30","30","30","Brachyglottis saxifragoides"
"30","30","30","30","Brachyglottis southlandica var. albidula"
"30","30","30","30","Brachyglottis traversii"
"30","30","30","30","Brachyglottis turneri"
"18","18","18","18","Brachylaena rotundata"
"10","10","10","10","Brachyotum multinervium"
"10","10","10","10","Brachyotum radula"
"10","10","10","10","Brachyotum tyrianthinum"
"9","9","9","9","Brachypodium arbusculum"
"8","8","8","8","Brachypodium sylvaticum subsp. glaucovirens"
"14","14","14","14","Brachypodium × cugnacii"
"9","9","9","9","Brachyscome angustifolia var. heterophylla"
"9","9","9","9","Brachyscome bellidioides"
"18","18","","18","Brachyscome ciliaris var. lanuginosa"
"9","9","9","9","Brachyscome ciliaris var. lyrifolia"
"9","9","9","9","Brachyscome cuneifolia"
"3","3","3","3","Brachyscome debilis"
"9","9","9","9","Brachyscome linearis"
"9","9","9","9","Brachyscome longiscapa"
"7-9","9","7","7","Brachyscome multifida var. dilatata"
"9","9","9","9","Brachyscome oncocarpa"
"45","45","45","45","Brachyscome radicata"
"6","6","6","6","Brachyscome rara"
"9","9","9","9","Brachyscome sinclairii"
"9","9","9","9","Brachyscome spathulata subsp. glabra"
"9","9","9","9","Brachyscome tenuiscapa var. pubescens"
"8-9","9","8","8","Brachysema aphyllum"
"16","16","16","16","Brachysema macrocarpum"
"11","11","11","11","Brachystelma cupulatum"
"11","11","11","11","Brachystelma gracile"
"11","11","11","11","Brachystelma laevigatum"
"11","11","11","11","Brachystelma stenophyllum"
"9","9","9","9","Brachythrix stolzii"
"3-4-6-9","9","3","3","Bradburia hirtella"
"4-5","5","4","4","Bradburia pilosa"
"19","19","19","19","Brasilia sickii"
"20","20","20","20","Brassavola perrinii"
"30","30","30","30","Brassia chloroleuca"
"9","9","9","9","Brassica cretica subsp. aegaea"
"7","7","7","7","Brassica deflexa subsp. leptocarpa"
"15","15","15","15","Brassica elongata subsp. integrifolia"
"8-16","16","16","8","Brassica fruticulosa subsp. cossoniana"
"16","16","16","16","Brassica fruticulosa subsp. glaberrima"
"16","16","16","16","Brassica fruticulosa subsp. numidica"
"8-12-16","16","12","8","Brassica fruticulosa subsp. radicata"
"10","10","10","10","Brassica nivalis"
"11","11","11","11","Brassica nivalis subsp. jordanoffii"
"10","10","10","10","Brassica rapa subsp. trilocularis"
"10","10","10","10","Brassica repanda subsp. africana"
"10","10","10","10","Brassica repanda subsp. almeriensis"
"10","10","10","10","Brassica repanda subsp. blancoana"
"10","10","10","10","Brassica repanda subsp. cantabrica"
"10","10","10","10","Brassica repanda subsp. confusa"
"10","10","10","10","Brassica repanda subsp. glabrescens"
"10","10","10","10","Brassica repanda subsp. latisiliqua"
"10","10","10","10","Brassica repanda subsp. maritima"
"10","10","10","10","Brassica repanda subsp. saxatilis"
"11","11","11","11","Brassica souliei subsp. amplexicaulis"
"9","9","9","9","Brassica tyrrhena"
"9","9","9","9","Brassica villosa subsp. tinei"
"17","17","17","17","Breea segeta"
"9-10","10","10","9","Brenandendron donianum"
"9","9","9","9","Brickellia chenopodina"
"9","9","9","9","Brickellia eupatorioides var. corymbulosa"
"9","9","9","9","Brickellia eupatorioides var. floridana"
"9","9","9","9","Brickellia eupatorioides var. gracillima"
"9","9","9","9","Brickellia eupatorioides var. texana"
"9","9","9","9","Brickellia hastata"
"9","9","9","9","Brickellia incana"
"9","9","9","9","Brickellia leptophylla"
"9","9","9","9","Brickellia macromera"
"9","9","9","9","Brickellia microphylla var. scabra"
"9","9","9","9","Brickellia nelsonii"
"9","9","9","9","Brickellia oblongifolia var. linifolia"
"9","9","9","9","Brickellia schaffneri"
"9","9","9","9","Brickellia secundiflora var. nepetifolia"
"9","9","9","9","Brickellia veronicaefolia"
"17","17","17","17","Briggsia aurantiaca"
"14","14","14","14","Brimeura duvigneaudii"
"7-14-15-16-20-21","21","14","7","Brimeura fastigiata"
"7","7","7","7","Briza marcowiczii"
"14","14","14","14","Briza scabra"
"5-6-12","12","6","5","Brodiaea californica subsp. leptandra"
"20","20","20","20","Brodiaea elegans subsp. hooveri"
"16","16","16","16","Brodiaea insignis"
"16","16","16","16","Brodiaea kinkiensis"
"6","6","6","6","Brodiaea pallida"
"24","24","24","24","Brodiaea terrestris subsp. kernensis"
"24","24","24","24","Bromelia alta"
"47","47","47","47","Bromelia goeldiana"
"21","21","21","21","Bromus bonariensis"
"14","14","14","14","Bromus cabrerensis"
"7-14","14","14","7","Bromus himalaicus"
"14","14","14","14","Bromus hordeaceus subsp. thominei"
"7","7","7","7","Bromus japonicus subsp. anatolicus"
"28","28","28","28","Bromus maritimus"
"7","7","7","7","Bromus moellendorffianus"
"7","7","7","7","Bromus moesiacus"
"14","14","14","14","Bromus pannonicus subsp. monocladus"
"21","21","21","21","Bromus parodii"
"21","21","21","21","Bromus paulsenii"
"28","28","28","28","Bromus polyanthus"
"7","7","7","7","Bromus pseudosecalinus"
"14-21-28-42","42","21","14","Bromus pumpellianus"
"28","28","28","28","Bromus sitchensis var. aleutensis"
"7","7","7","7","Bromus variegatus subsp. villosulus"
"9","9","9","9","Brongniartia minutifolia"
"10","10","10","10","Bronwenia acapulcensis var. llanensis"
"11","11","11","11","Brunsvigia marginata"
"11","11","11","11","Brya buxifolia"
"10-20","20","10","10","Bryonia cretica subsp. dioica"
"17","17","17","17","Bufonia kotschyana"
"9","9","9","9","Bufonia macrocarpa"
"16","16","16","16","Bufonia oliveriana"
"8","8","8","8","Bufonia perennis"
"17","17","17","17","Bufonia perennis subsp. mauritanica"
"9","9","9","9","Bufonia stricta"
"9","9","9","9","Bufonia stricta var. euboica"
"17","17","17","17","Buforrestia mannii"
"14","14","14","14","Buglossoides arvensis subsp. permixta"
"14","14","14","14","Buglossoides goulandriorum subsp. thessalica"
"14","14","14","14","Bulbine alata"
"7-13","13","7","7","Bulbine annua"
"7","7","7","7","Bulbine asphodeloides"
"7","7","7","7","Bulbine fallax"
"7","7","7","7","Bulbine haworthioides"
"7","7","7","7","Bulbine lagopus"
"7","7","7","7","Bulbine mesembryanthemoides"
"7","7","7","7","Bulbine praemorsa"
"7","7","7","7","Bulbine sedifolia"
"7","7","7","7","Bulbine torta"
"7","7","7","7","Bulbine triebneri"
"7","7","7","7","Bulbinella gibbsii"
"7","7","7","7","Bulbinella modesta"
"7","7","7","7","Bulbinella nutans subsp. nutans"
"7","7","7","7","Bulbinella talbotii"
"19","19","19","19","Bulbophyllum acutibracteatum var. rubrobrunneopapillosum"
"20","20","20","20","Bulbophyllum aeolium"
"19","19","19","19","Bulbophyllum biantennatum"
"20","20","20","20","Bulbophyllum bisetum"
"19","19","19","19","Bulbophyllum cochleatum var. tenuicaule"
"19","19","19","19","Bulbophyllum cornutum"
"19","19","19","19","Bulbophyllum elassonotum"
"19","19","19","19","Bulbophyllum eublepharum"
"19-21","21","19","19","Bulbophyllum evrardii"
"19-20","20","19","19","Bulbophyllum falcatum var. velutinum"
"19-20","20","19","19","Bulbophyllum gamblei"
"19","19","19","19","Bulbophyllum gibbosum"
"19","19","19","19","Bulbophyllum ipanemense"
"19","19","19","19","Bulbophyllum josephi var. mahonii"
"20","20","20","20","Bulbophyllum khasyanum"
"18-19","19","18","18","Bulbophyllum minutipetalum"
"19-20-29","29","19","19","Bulbophyllum ornatissimum"
"19","19","19","19","Bulbophyllum orthoglossum"
"19","19","19","19","Bulbophyllum penicillium"
"19","19","19","19","Bulbophyllum phalaenopsis"
"19","19","19","19","Bulbophyllum polyrrhizum"
"19","19","19","19","Bulbophyllum purpureorhachis"
"20","20","20","20","Bulbophyllum raui"
"19","19","19","19","Bulbophyllum reflexiflorum"
"19","19","19","19","Bulbophyllum refractum"
"19","19","19","19","Bulbophyllum resupinatum var. filiforme"
"19","19","19","19","Bulbophyllum rigidum"
"19-29","29","19","19","Bulbophyllum rubrolabellum"
"19","19","19","19","Bulbophyllum rufinum"
"19","19","19","19","Bulbophyllum saltatorium var. albociliatum"
"19","19","19","19","Bulbophyllum saltatorium var. calamarium"
"19","19","19","19","Bulbophyllum schinzianum var. phaeopogon"
"20","20","20","20","Bulbophyllum secundum"
"19","19","19","19","Bulbophyllum trachyanthum"
"19","19","19","19","Bulbophyllum unifoliatum"
"19","19","","19","Bulbophyllum vagans"
"30","30","30","30","Bulbostylis ciliatifolia var. coarctata"
"5","5","5","5","Bulbostylis cioniana"
"10","10","10","10","Bulbostylis puberula"
"25","25","25","25","Bulbostylis trilobata"
"30","30","30","30","Bulbostylis vestita"
"13","13","13","13","Bulnesia retamo"
"10","10","10","10","Bunium alpinum subsp. montanum"
"10","10","10","10","Bunium macuca"
"10","10","10","10","Buphthalmum inuloides"
"10-11","11","10","10","Buphthalmum salicifolium subsp. flexile"
"7","7","7","7","Bupleurum aira"
"7","7","7","7","Bupleurum aitchisonii"
"8","8","8","8","Bupleurum alpigenum"
"7-16","16","16","7","Bupleurum atlanticum"
"15","15","15","15","Bupleurum atlanticum subsp. mairei"
"8","8","8","8","Bupleurum capillare"
"8","8","8","8","Bupleurum commutatum"
"8-16","16","16","8","Bupleurum dianthifolium"
"8","8","8","8","Bupleurum distichophyllum"
"16","16","16","16","Bupleurum elatum"
"6-7-8-9","9","7","6","Bupleurum falcatum subsp. cernuum"
"7-8","8","7","7","Bupleurum falcatum subsp. persicum"
"7-8-16","16","8","7","Bupleurum falcatum subsp. polyphyllum"
"8-16","16","8","8","Bupleurum faurelii"
"7","7","7","7","Bupleurum foliosum"
"6","6","6","6","Bupleurum gilesii"
"8","8","8","8","Bupleurum glumaceum"
"7","7","7","7","Bupleurum gracile"
"7","7","7","7","Bupleurum gulczense"
"8","8","8","8","Bupleurum gussonei"
"16","16","16","16","Bupleurum handiense"
"8","8","8","8","Bupleurum heldreichii"
"6","6","6","6","Bupleurum jucundum"
"8","8","8","8","Bupleurum kakiskalae"
"8","8","8","8","Bupleurum khasianum"
"8","8","8","8","Bupleurum kurdicum"
"7","7","7","7","Bupleurum linczevskii"
"8","8","8","8","Bupleurum lipskyanum"
"8","8","8","8","Bupleurum lophocarpum"
"7","7","7","7","Bupleurum marginatum var. stenophyllum"
"8","8","8","8","Bupleurum marschallianum"
"8","8","8","8","Bupleurum martjanovii"
"16","16","16","16","Bupleurum mesatlanticum"
"8","8","8","8","Bupleurum nipponicum"
"8","8","8","8","Bupleurum pauciradiatum"
"7","7","7","7","Bupleurum plantaginifolium"
"8","8","8","8","Bupleurum pulchellum"
"7-8","8","8","7","Bupleurum ramosissimum"
"7-14","14","7","7","Bupleurum ranunculoides subsp. telonense"
"7-8-18","18","8","7","Bupleurum rigidum subsp. paniculatum"
"8","8","8","8","Bupleurum rosulare"
"6-7","7","6","6","Bupleurum sachalinense"
"16","16","16","16","Bupleurum salicifolium subsp. aciphyllum"
"8-16","16","16","8","Bupleurum spinosum"
"8","8","8","8","Bupleurum subovatum"
"8","8","8","8","Bupleurum subuniflorum"
"8","8","8","8","Bupleurum sulphureum"
"8","8","8","8","Bupleurum virgatum"
"87-99","99","87","87","Burmannia dasyantha"
"16","16","16","16","Butia stolonifera"
"13","13","13","13","Butomus junceus"
"28","28","28","28","Buxus sempervirens subsp. hyrcana"
"14","14","14","14","Buxus sinica var. koreana"
"12","12","12","12","Byrsonima oblongifolia"
"21","21","21","21","Bystropogon canariensis var. smithianus"
"26","26","26","26","Byttneria australis"
"13","13","13","13","Byttneria catalpifolia subsp. africana"
"13","13","13","13","Byttneria catalpifolia subsp. sidifolia"
"28","28","28","28","Byttneria hatschbachii"
"14","14","14","14","Byttneria melastomifolia"
"13","13","13","13","Byttneria oranensis"
"14","14","14","14","Byttneria ramosissima"
"14","14","14","14","Byttneria rhamnifolia"
"14","14","14","14","Byttneria scalpellata"
"28","28","28","28","Byttneria subsessilis"
"14","14","14","14","Byttneria tucumanensis"
"12","12","12","12","Caccinia macranthera var. glauca"
"9-16-17","17","16","9","Cadaba fruticosa"
"12","12","12","12","Caesalpinia pluviosa var. peltophoroides"
"12","12","12","12","Caesalpinia pulcherrima f. flava"
"7","7","7","7","Caiophora buraeavi"
"11","11","11","11","Cajanus albicans"
"8-11","11","11","8","Cajanus goensis"
"11","11","11","11","Cajanus heynei"
"11-16","16","11","11","Cajanus kerstingii"
"11","11","11","11","Cajanus mollis"
"11","11","11","11","Cajanus rugosus"
"11","11","11","11","Cajanus trinervius"
"11","11","11","11","Cajanus volubilis"
"9","9","9","9","Cakile edentula subsp. harperi"
"9","9","9","9","Cakile edentula var. lacustris"
"9","9","9","9","Cakile lanceolata subsp. fusiformis"
"9","9","9","9","Cakile maritima subsp. baltica"
"9","9","9","9","Cakile maritima subsp. euxina"
"15","15","15","15","Caladium macrotites"
"14","14","14","14","Calamagrostis balkharica"
"14","14","14","14","Calamagrostis caucasica"
"14","14","14","14","Calamagrostis debilis"
"28","28","28","28","Calamagrostis distantifolia"
"14","14","14","14","Calamagrostis eminens"
"14","14","14","14","Calamagrostis fauriei"
"14-28-29-35-42-50-52-57-58-60-70","70","42","14","Calamagrostis inexpansa"
"28","28","28","28","Calamagrostis korotkyi"
"14","14","14","14","Calamagrostis moupinensis"
"14","14","14","14","Calamagrostis niitakayamensis"
"14","14","14","14","Calamagrostis petelotii"
"14","14","14","14","Calamagrostis pittieri"
"28","28","28","28","Calamagrostis poluninii"
"14-21-28","28","21","14","Calamagrostis sachalinensis"
"14","14","14","14","Calamagrostis stolizkai"
"14-21","21","14","14","Calamagrostis tashiroi"
"14","14","14","14","Calamagrostis youngii"
"14","14","14","14","Calamagrostis zenkeri"
"14","14","14","14","Calamagrostis × acutiflora"
"14","14","14","14","Calamagrostis × hartmaniana"
"19-20","20","19","19","Calanthe actinomorpha"
"19-20-24-40","40","20","19","Calanthe biloba"
"20","20","20","20","Calanthe chevalieri"
"14-20","20","20","14","Calanthe chloroleuca"
"20","20","20","20","Calanthe conspicua"
"20","20","20","20","Calanthe coreana"
"23","23","23","23","Calanthe cremeoviridis"
"20","20","20","20","Calanthe hattorii"
"23","23","23","23","Calanthe hirsuta"
"20","20","20","20","Calanthe pulchra"
"20","20","20","20","Calanthe trulliformis"
"20","20","20","20","Calanthe ventilabrum"
"9","9","9","9","Calathea albertii"
"9","9","","9","Calathea argyrophylla"
"13","13","13","13","Calathea bachemiana"
"12","12","12","12","Calathea flavescens"
"11","11","11","11","Calathea mediopicta"
"13","13","","13","Calathea ovandensis"
"13","13","13","13","Calathea virginalis"
"8","8","8","8","Calathodes polycarpa"
"18","18","18","18","Calceolaria adenanthera"
"18","18","18","18","Calceolaria aiseniana"
"18","18","18","18","Calceolaria alba"
"9","9","9","9","Calceolaria ascendens subsp. glandulifera"
"9","9","9","9","Calceolaria ascendens subsp. pristiphylla"
"9","9","9","9","Calceolaria auriculata"
"18","18","18","18","Calceolaria australis"
"18","18","18","18","Calceolaria bicolor"
"9","9","9","9","Calceolaria campanae"
"18","18","18","18","Calceolaria cataractarum"
"9","9","9","9","Calceolaria collina subsp. conferta"
"9","9","9","9","Calceolaria corymbosa subsp. floccosa"
"9","9","9","9","Calceolaria corymbosa subsp. tetraphylla"
"18","18","18","18","Calceolaria crenata"
"18","18","18","18","Calceolaria cumbemayensis"
"9","9","9","9","Calceolaria dentata subsp. araucana"
