"distribution","max","median","minimum","resolved_name"
"14","14","14","14","Dictyospermum montanum"
"14","14","14","14","Dictyospermum ovalifolium"
"11","11","11","11","Didymocarpus antirrhinoides"
"12-18","18","12","12","Didymocarpus pedicellatus"
"16","16","16","16","Didymocarpus purpureus"
"11","11","11","11","Didymocarpus sulphureus"
"18-75","75","18","18","Didymoplexiella siamensis"
"27","27","27","27","Dieffenbachia bowmannii"
"17","17","17","17","Dieffenbachia leopoldi"
"17","17","17","17","Dieffenbachia leopoldii"
"17","17","17","17","Dieffenbachia macrophylla"
"10","10","10","10","Dierama cupuliflorum"
"10","10","10","10","Dierama dracomontanum"
"10","10","10","10","Dierama galpinii"
"10","10","10","10","Dierama gracile"
"10","10","10","10","Dierama igneum"
"10","10","10","10","Dierama inyangense"
"10","10","10","10","Dierama luteo-albidum"
"10","10","10","10","Dierama medium"
"10","10","10","10","Dierama pendulum"
"10","10","10","10","Dierama reynoldsii"
"10","10","10","10","Dierama trichorhizum"
"18","18","18","18","Diervilla × splendens"
"4","4","4","4","Dieteria bigelovii var. commixta"
"4","4","4","4","Dieteria bigelovii var. mucronata"
"4","4","4","4","Dieteria canescens var. ambigua"
"4-5","5","4","4","Dieteria canescens var. aristata"
"4","4","4","4","Dieteria canescens var. glabra"
"4-24","24","4","4","Dieteria canescens var. incana"
"4","4","4","4","Dieteria canescens var. leucanthemifolia"
"4","4","4","4","Dieteria canescens var. nebraskana"
"4","4","4","4","Dieteria canescens var. shastensis"
"30","30","30","30","Digitacalia chiapensis"
"30","30","30","30","Digitacalia napeifolia"
"28","28","28","28","Digitalis ambigua"
"28","28","28","28","Digitalis ferruginea subsp. schischkinii"
"28","28","28","28","Digitalis laevigata subsp. graeca"
"24-28","28","28","24","Digitalis lutea subsp. australis"
"28","28","28","28","Digitalis mariana subsp. heywoodii"
"28","28","28","28","Digitalis minor var. palaui"
"9","9","9","9","Digitaria argyrograpta"
"54","54","54","54","Digitaria badia"
"9","9","9","9","Digitaria brazzae"
"27","27","27","27","Digitaria costaricensis"
"18","18","18","18","Digitaria diversinervis"
"9-15-17-18-27","27","18","9","Digitaria eriantha subsp. pentzii"
"9","9","9","9","Digitaria gazensis"
"27","27","27","27","Digitaria griffithii"
"9-18","18","9","9","Digitaria leptalea"
"54","54","54","54","Digitaria leucitis"
"9-36","36","9","9","Digitaria maitlandii"
"9","9","9","9","Digitaria natalensis"
"9","9","9","9","Digitaria perrottetii"
"27","27","27","27","Digitaria texana"
"9","9","9","9","Digitaria thouaresiana"
"18","18","18","18","Digitaria tomentosa"
"9-18","18","9","9","Digitaria tricholaenoides"
"18-36","36","18","18","Digitaria wallichiana"
"30","30","30","30","Diheteropogon filifolius"
"8","8","8","8","Dillenia reifferscheidia"
"7","7","7","7","Dillwynia acicularis"
"7","7","7","7","Dillwynia brunioides"
"7","7","7","7","Dillwynia cinerascens"
"7","7","7","7","Dillwynia dillwynioides"
"7-14","14","7","7","Dillwynia floribunda"
"7","7","7","7","Dillwynia floribunda var. teretifolia"
"7","7","7","7","Dillwynia juniperina"
"14","14","14","14","Dillwynia prostrata"
"7","7","7","7","Dillwynia ramosissima"
"7","7","7","7","Dillwynia retorta"
"7","7","7","7","Dillwynia sericea"
"7","7","","7","Dillwynia stipulifera"
"7","7","7","7","Dillwynia tenuifolia"
"7","7","7","7","Dillwynia uncinata"
"20","20","20","20","Dimerandra stenopetala"
"6","6","6","6","Dimeria blatteri"
"7","7","7","7","Dimeria connivens"
"7","7","7","7","Dimeria neglecta"
"6","6","6","6","Dimeria santapaui"
"6","6","6","6","Dimeria stapfiana"
"6","6","6","6","Dimeria woodrowii"
"24","24","24","24","Dimorphanthera anchorifera"
"9","9","9","9","Dimorphocarpa candicans"
"9","9","9","9","Dimorphocarpa pinnatifida"
"19-20","20","19","19","Dimorphotheca barberae"
"10","10","10","10","Dimorphotheca montana"
"10","10","10","10","Dimorphotheca nudicaulis"
"10","10","10","10","Dimorphotheca spectabilis"
"14","14","14","14","Diodella serrulata"
"18","18","18","18","Dioscorea bernoulliana"
"20-30","30","20","20","Dioscorea cayennensis subsp. rotundata"
"18","18","18","18","Dioscorea ceratandra"
"10","10","10","10","Dioscorea chingii"
"20","20","20","20","Dioscorea collettii var. hypoglauca"
"18","18","18","18","Dioscorea escuintlensis"
"18","18","18","18","Dioscorea hondurensis"
"10","10","10","10","Dioscorea poilanei"
"10","10","","10","Dioscorea reticulata"
"15","15","15","15","Diosma aristata"
"15","15","15","15","Diospyros acapulcensis subsp. nicaraguensis"
"15","15","15","15","Diospyros galpinii"
"15","15","15","15","Diospyros glandulifera"
"15","15","15","15","Diospyros oocarpa"
"15","15","15","15","Diospyros pubescens"
"15","15","15","15","Diospyros quiloensis"
"30","30","30","30","Diospyros ramulosa"
"15","15","15","15","Diospyros tricolor"
"6","6","6","6","Dipcadi biflorum"
"11","11","11","11","Dipcadi ciliare"
"4-17","17","4","4","Dipcadi serotinum var. fulvum"
"15-16","16","15","15","Diplarrena moraea"
"24","24","24","24","Diplax polynoda"
"19","19","19","19","Diplocentrum recurvum"
"21","21","21","21","Diplomeris hirsuta"
"9","9","9","9","Diplostephium konotrichum"
"9","9","9","9","Diplostephium macrocephalum"
"9","9","9","9","Diplostephium wurdackii"
"13","13","13","13","Diplotaxis harra subsp. crassifolia"
"13","13","13","13","Diplotaxis harra subsp. glauca"
"13","13","13","13","Diplotaxis harra subsp. hirta"
"13","13","13","13","Diplotaxis harra subsp. lagascana"
"8","8","8","8","Diplotaxis maurorum"
"11","11","11","11","Diplotaxis muralis subsp. simplex"
"11","11","11","11","Diplotaxis pitardiana"
"10","10","10","10","Diplotaxis siifolia subsp. vicentina"
"8","8","8","8","Diplotaxis virgata subsp. brachycarpa"
"18","18","18","18","Diplycosia elliptica"
"17-18","18","17","17","Diplycosia myrtillus"
"9","9","9","9","Dipsacus comosus"
"9","9","9","9","Dipsacus dipsacoides"
"8-9","9","9","8","Dipsacus ferox"
"9","9","9","9","Dipsacus pinnatifidus"
"9","9","9","9","Dipsacus valsecchii"
"7","7","7","7","Dirhamphis balansae"
"15","15","15","15","Dirhamphis mexicana"
"8","8","8","8","Disanthus cercidifolius subsp. longipes"
"10","10","10","10","Discolobium leptophyllum"
"11","11","11","11","Disocactus ackermannii subsp. conzattianus"
"27","27","27","27","Disphyma clavellatum"
"8","8","8","8","Disporum leucanthum"
"8","8","8","8","Disporum × hishiyamanum"
"10","10","10","10","Distephanus anisochaetoides"
"10","10","10","10","Disynaphia halimifolia"
"10","10","10","10","Disynaphia ligulaefolia"
"9","9","9","9","Dittrichia viscosa subsp. revoluta"
"44","44","44","44","Dodecatheon austrofrigidum"
"22","22","22","22","Dodecatheon clevelandii subsp. insulare"
"11","11","11","11","Dodecatheon clevelandii subsp. patulum"
"22-33-44","44","33","22","Dodecatheon clevelandii subsp. sanctarum"
"22","22","22","22","Dodecatheon conjugens subsp. viscidum"
"22-44","44","22","22","Dodecatheon pulchellum subsp. cusickii"
"44-66","66","44","44","Dodecatheon pulchellum subsp. macrocarpum"
"33","33","33","33","Dodecatheon subalpinum"
"14","14","14","14","Dodonaea viscosa subsp. angustifolia"
"14-15","15","14","14","Dodonaea viscosa subsp. angustissima"
"14","14","14","14","Dodonaea viscosa subsp. cuneata"
"9","9","9","9","Doellingeria dimorphophylla"
"9","9","9","9","Doellingeria umbellata var. pubens"
"20","20","20","20","Dolichandrone falcata"
"20","20","20","20","Dolichorrhiza correvoniana"
"20","20","20","20","Dolichorrhiza renifolia"
"10","10","10","10","Dolichos glabrescens"
"10","10","10","10","Dolichos sericeus subsp. formosus"
"10","10","10","10","Dolichos tenuicaulis"
"10","10","10","10","Dolichos tonkouiensis"
"10","10","10","10","Dolichos trilobus subsp. occidentalis"
"27","27","27","27","Dombeya buettneri"
"30","30","30","30","Dombeya torrida subsp. erythroleuca"
"20","20","20","20","Donnellsmithia silvicola"
"20-22","22","20","20","Donnellsmithia tuberosa"
"7","7","7","7","Dopatrium lobelioides"
"30","30","30","30","Doronicum carpetanum subsp. diazii"
"30","30","30","30","Doronicum carpetanum subsp. kuepferi"
"60","60","60","60","Doronicum carpetanum subsp. pubescens"
"12","12","12","12","Dorstenia barteri var. multiradiata"
"12","12","12","12","Dorstenia convexa"
"18","18","18","18","Dorstenia embergeri"
"7-14","14","7","7","Dorycnium axilliflorum"
"7","7","7","7","Dorycnium broussonetii"
"7","7","7","7","Dorycnium eriophthalmum"
"7","7","7","7","Dorycnium fulgurans"
"7","7","7","7","Dorycnium herbaceum"
"7","7","7","7","Dorycnium pentaphyllum subsp. gracile"
"7","7","7","7","Dorycnium pentaphyllum subsp. haussknechtii"
"7","7","7","7","Dorycnium pentaphyllum subsp. herbaceum"
"7","7","7","7","Dorycnium spectabile"
"11","11","11","11","Downingia pusilla subsp. humilis"
"10","10","10","10","Draba abajoensis"
"20","20","20","20","Draba alajica"
"24","24","24","24","Draba arbuscula"
"18","18","18","18","Draba argyrea"
"12","12","12","12","Draba arida"
"8","8","8","8","Draba aspera"
"13","13","13","13","Draba asprella var. zionensis"
"20","20","20","20","Draba asterophora"
"8-12","12","8","8","Draba brachycarpa"
"8","8","8","8","Draba bruniifolia subsp. heterocoma"
"8","8","8","8","Draba bruniifolia subsp. olympica"
"24","24","24","24","Draba cheiranthoides"
"9","9","9","9","Draba graminea"
"12","12","12","12","Draba grayana"
"8","8","8","8","Draba helleriana var. patens"
"8","8","8","8","Draba hispanica subsp. laderoi"
"12","12","12","12","Draba incrassata"
"16","16","16","16","Draba korabensis"
"8","8","8","8","Draba loiseleurii"
"8","8","8","8","Draba magadanensis"
"24","24","","24","Draba oreodoxa"
"24","24","24","24","Draba pamplonensis"
"20","20","20","20","Draba paucifructa"
"10","10","10","10","Draba pedicellata"
"16","16","16","16","Draba pennellii"
"10","10","10","10","Draba santaquinensis"
"26","26","26","26","Draba serpentina"
"18","18","18","18","Draba sharsmithii"
"16","16","16","16","Draba simonkaiana"
"16","16","16","16","Draba smithii"
"16","16","16","16","Draba subnivalis"
"20","20","20","20","Dracaena cerasifera"
"20","20","20","20","Dracaena cristula"
"21","21","21","21","Dracaena glomerata"
"20","20","20","20","Dracaena ombet subsp. schizantha"
"20","20","20","20","Dracaena reflexa var. angustifolia"
"20","20","20","20","Dracaena surculosa var. maculata"
"7","7","7","7","Dracocephalum charkeviczii"
"10","10","10","10","Dracocephalum subcapitatum"
"13","13","13","13","Dracontium dubium"
"13","13","13","13","Dracontium nivosum"
"13","13","13","13","Dracontium prancei"
"13","13","13","13","Dracontium purdieanum"
"13","13","13","13","Dracophyllum recurvum"
"13","13","13","13","Dracophyllum subulatum"
"13","13","13","13","Dracophyllum urvilleanum"
"21","21","21","21","Dregeochloa pumila"
"24","24","24","24","Drepanostachyum polystachyum"
"9","9","","9","Drimia aurantiaca"
"10","10","10","10","Drimia glaucescens"
"10","10","10","10","Drimia polyphylla"
"10","10","10","10","Drimia sudanica"
"11","11","11","11","Drimiopsis botryoides subsp. prostrata"
"20","20","20","20","Drimiopsis burkei subsp. stolonissima"
"43","43","43","43","Drimys granadensis var. mexicana"
"18","18","18","18","Drosanthemum autumnale"
"6","6","6","6","Drosera banksii"
"10","10","10","10","Drosera burmanni"
"10","10","10","10","Drosera echinoblastus"
"15","15","15","15","Drosera heterophylla"
"16","16","16","16","Drosera hookeri"
"12","12","12","12","Drosera macrophylla"
"7","7","7","7","Drosera mannii"
"14","14","14","14","Drosera neesii"
"7","7","7","7","Drosera oreopodion"
"5","5","5","5","Drosera paleacea subsp. leioblastus"
"5","5","","5","Drosera paleacea subsp. roseana"
"9","9","9","9","Drosera platystigma"
"13","13","13","13","Drosera ramellosa"
"8","8","8","8","Drosera walyunga"
"14","14","14","14","Drosera whittakeri"
"15","15","15","15","Drosera × obovata"
"30","30","30","30","Drosera × tokaiensis"
"14","14","14","14","Drummondita miniata"
"9","9","9","9","Dryas caucasica"
"9","9","9","9","Dryas integrifolia subsp. chamissonis"
"9","9","9","9","Dryas integrifolia subsp. crenulata"
"9","9","9","9","Dryas integrifolia subsp. sylvatica"
"9","9","9","9","Dryas octopetala var. asiatica"
"9","9","9","9","Dryas oxyodonta"
"9","9","9","9","Dryas sumneviczii"
"22","22","22","22","Drymaria debilis"
"36","36","36","36","Drymaria grandiflora"
"12","12","12","12","Drymaria pratheri"
"24","24","24","24","Drymaria villosa"
"18","18","18","18","Drymaria villosa subsp. palustris"
"7","7","7","7","Drymocallis geoides"
"7","7","7","7","Drymocallis regisborisii"
"7","7","7","7","Dryobalanops sumatrensis"
"20","20","20","20","Drypetes aylmeri"
"14","14","14","14","Dubautia knudsenii subsp. nagatae"
"14","14","14","14","Dubautia laxa subsp. bryanii"
"14","14","14","14","Dubautia laxa subsp. pseudoplantaginea"
"13","13","13","13","Dubautia linearis subsp. hillebrandii"
"13","13","13","13","Dubautia linearis subsp. opposita"
"13","13","13","13","Dubautia molokaiensis"
"14","14","14","14","Dubautia scabra subsp. leiophylla"
"8","8","8","8","Dubyaea oligocephala"
"17","17","17","17","Dudleya abramsii subsp. affinis"
"17","17","17","17","Dudleya abramsii subsp. bettinae"
"17","17","17","17","Dudleya abramsii subsp. costatifolia"
"17","17","17","17","Dudleya abramsii subsp. murina"
"17","17","17","17","Dudleya abramsii subsp. parva"
"17","17","17","17","Dudleya abramsii subsp. setchellii"
"17-34","34","17","17","Dudleya blochmanae"
"17-34-51-68","68","34","17","Dudleya caespitosa"
"17","17","17","17","Dudleya calcicola"
"68","68","68","68","Dudleya campanulata"
"68","68","68","68","Dudleya collomiae"
"34","34","34","34","Dudleya cultrata"
"17","17","17","17","Dudleya cymosa subsp. agourensis"
"17","17","17","17","Dudleya cymosa subsp. crebifolia"
"17","17","17","17","Dudleya cymosa subsp. marcescens"
"17","17","17","17","Dudleya cymosa subsp. ovatifolia"
"17","17","17","17","Dudleya cymosa subsp. paniculata"
"17","17","17","17","Dudleya cymosa subsp. pumila"
"34","34","34","34","Dudleya gatesii"
"34-51-68","68","34","34","Dudleya lanceolata"
"17-34","34","17","17","Dudleya pauciflora"
"17","17","17","17","Dudleya saxosa subsp. aloides"
"34","34","34","34","Dudleya traskae"
"17-34","34","17","17","Dudleya virens subsp. hassei"
"17","17","17","17","Dudleya virens subsp. insularis"
"15","15","15","15","Dugaldia pinetorum"
"11","11","11","11","Dumaniana glandulosa"
"11","11","11","11","Dunbaria ferruginea"
"10","10","10","10","Dunbaria truncata"
"22-23","23","22","22","Duvalia caespitosa"
"22","22","22","22","Duvalia caespitosa var. compacta"
"33","33","33","33","Duvalia corderoyi"
"11","11","11","11","Duvalia galgallensis"
"11","11","11","11","Duvalia gracilis"
"33","33","33","33","Duvalia immaculata"
"11","11","11","11","Duvalia modesta"
"11","11","11","11","Duvalia parviflora"
"11","11","11","11","Duvalia pillansii"
"22","22","22","22","Duvalia pubescens"
"11","11","11","11","Duvalia somalensis"
"22","22","22","22","Duvalia vestita"
"25","25","25","25","Dyckia julianae"
"25","25","25","25","Dyckia ragonesei"
"50","50","50","50","Dyckia remotiflora var. montevidensis"
"16","16","16","16","Dypsis mcdonaldiana"
"15","15","15","15","Dyschoriste novogaliciana"
"15","15","15","15","Dyschoriste saltuensis"
"28","28","28","28","Dyschoriste vagans"
"20","20","20","20","Dyscritothamnus filifolius"
"42","42","42","42","Dysoxylum pachyphyllum"
"16","16","16","16","Dysphania venturii"
"13","13","13","13","Dyssodia decipiens"
"13","13","13","13","Dyssodia tagetiflora"
"20","20","20","20","Earina aestivalis"
"7","7","7","7","Ebenidium bourgeaui"
"7","7","7","7","Ebenidium depressum"
"7","7","7","7","Ebenidium longipes"
"7","7","7","7","Ebenidium macrophyllum"
"7","7","7","7","Ebenidium plumosum"
"7","7","7","7","Ebenus longipes subsp. argentea"
"36","36","36","36","Eberlanzia hospitalis"
"9","9","9","9","Eberlanzia stylosa"
"8","8","8","8","Echeandia echeandioides"
"8","8","8","8","Echeandia gracilis"
"8","8","8","8","Echeandia hintonii"
"40","40","40","40","Echeandia longipedicellata"
"8","8","8","8","Echeandia macvaughii"
"8","8","8","8","Echeandia montealbanensis"
"40","40","40","40","Echeandia occidentalis"
"8","8","8","8","Echeandia parvicapsulata"
"8","8","8","8","Echeandia pihuamensis"
"8","8","8","8","Echeandia reflexa"
"8","8","8","8","Echeandia robusta"
"40","40","40","40","Echeandia udipratensis"
"44","44","44","44","Echeveria ballsii"
"130","130","130","130","Echeveria chilonensis"
"27","27","27","27","Echeveria colorata f. brandtii"
"31","31","","31","Echeveria decumbens"
"18","18","18","18","Echeveria difractens"
"31-32","32","31","31","Echeveria elegans var. simulans"
"27-162","162","162","27","Echeveria fulgens var. obtusifolia"
"41-60-62-150","150","60","41","Echeveria halbingeri var. sanchez-mejoradae"
"31-32-34-60","60","32","31","Echeveria hyalina"
"27-28","28","27","27","Echeveria maxonii"
"54","54","54","54","Echeveria pallida"
"15","15","15","15","Echeveria papillosa"
"42","42","42","42","Echeveria pendulosa"
"120","120","120","120","Echeveria peruviana"
"24","24","24","24","Echeveria pilosa"
"56-58-62","62","58","56","Echeveria pittieri"
"25","25","25","25","Echeveria setosa var. ciliata"
"28","28","28","28","Echeveria steyermarkii"
"60","60","60","60","Echeveria tolucensis"
"13","13","13","13","Echeveria walpoleana"
"11","11","11","11","Echidnopsis chrysantha"
"11","11","11","11","Echinacea paradoxa var. neglecta"
"11","11","11","11","Echinocactus polycephalus subsp. xeranthemoides"
"11","11","11","11","Echinocereus chloranthus var. cylindricus"
"22","22","22","22","Echinocereus engelmannii var. chrysocentrus"
"22","22","22","22","Echinocereus engelmannii var. munzii"
"22","22","22","22","Echinocereus engelmannii var. variegatus"
"11-12","12","11","11","Echinocereus enneacanthus subsp. brevispinus"
"22","22","22","22","Echinocereus fasciculatus var. boyce-thompsonii"
"11","11","11","11","Echinocereus fendleri var. ledingii"
"11","11","11","11","Echinocereus fendleri var. rectispinus"
"11","11","11","11","Echinocereus lindsayi"
"22","22","22","22","Echinocereus lloydii"
"11","11","11","11","Echinocereus papillosus var. angusticeps"
"11","11","11","11","Echinocereus pectinatus var. wenigeri"
"22","22","22","22","Echinocereus polyacanthus var. pacificus"
"11","11","11","11","Echinocereus reichenbachii var. baileyi"
"11","11","11","11","Echinocereus reichenbachii var. fitchii"
"11","11","11","11","Echinocereus reichenbachii var. perbellus"
"11","11","11","11","Echinocereus triglochidiatus var. gonacanthus"
"22","22","22","22","Echinocereus triglochidiatus var. gurneyi"
"11","11","11","11","Echinocereus triglochidiatus var. mojavensis"
"11","11","11","11","Echinocereus viridiflorus var. correllii"
"11","11","11","11","Echinocereus viridiflorus var. davisii"
"33","33","33","33","Echinocereus yavapaiensis"
"27","27","27","27","Echinochloa helodes"
"27","27","27","27","Echinochloa holciformis"
"15","15","15","15","Echinocoryne pungens"
"11","11","11","11","Echinomastus johnstonii"
"11","11","11","11","Echinophora tenuifolia subsp. sibthorpiana"
"15-16","16","16","15","Echinops ritro subsp. ruthenicus"
"15","15","15","15","Echinops ritro subsp. siculus"
"16","16","","16","Echinops sphaerocephalus subsp. albidus"
"16","16","","16","Echinops sphaerocephalus subsp. taygeteus"
"14","14","14","14","Echinops spinosissimus subsp. bithynicus"
"14","14","","14","Echinops spinosissimus subsp. neumayeri"
"18","18","18","18","Echinops transcaucasicus"
"11","11","11","11","Echinopsis macrogona"
"11","11","11","11","Echinopsis werdermannii"
"27","27","27","27","Echinospartum ibericum subsp. algibicum"
"26","26","26","26","Echinospartum lusitanicum"
"8-16","16","8","8","Echium creticum subsp. coincyanum"
"8","8","8","8","Echium flavum subsp. saetabense"
"16","16","16","16","Echium gaditanum"
"8","8","8","8","Echium humile subsp. pycnanthum"
"40","40","40","40","Echium italicum subsp. cantabricum"
"8","8","8","8","Echium modestum"
"8","8","8","8","Echium rubrum"
"7-8-14","14","8","7","Echium sabulicola subsp. decipiens"
"8","8","8","8","Echium salmanticum"
"8","8","8","8","Echium strictum subsp. exasperatum"
"8","8","8","8","Echium triste subsp. nivariense"
"16","16","16","16","Edraianthus pulevicii"
"16","16","16","16","Edraianthus sutjeskae"
"9","9","9","9","Egletes prostrata"
"17","17","17","17","Eirmocephala megaphylla"
"23","23","23","23","Ekebergia benguelensis"
"15","15","15","15","Elaeocarpus lanceifolius"
"11","11","11","11","Elaeoselinum asclepium subsp. millefolium"
"11","11","11","11","Elaeoselinum foetidum"
"11","11","11","11","Elaeoselinum tunetanum"
"14","14","14","14","Elaphandra quinquenervis"
"26","26","26","26","Elatostema lanceolatum"
"13-16-26","26","16","13","Elatostema sessile"
"10","10","10","10","Eleocharis flavescens var. olivacea"
"8-9","9","8","8","Eleocharis mamillata subsp. austriaca"
"5","5","5","5","Eleocharis microcarpa var. filiculmis"
"19-20","20","19","19","Eleocharis palustris subsp. waltersii"
"8-16-18","18","8","8","Eleocharis palustris var. vigens"
"10","10","10","10","Eleocharis pellucida var. japonica"
"20","20","20","20","Eleocharis plana"
"100-108","108","100","100","Eleocharis plantaginea"
"5","5","5","5","Eleocharis retroflexa subsp. chaetaria"
"10-19","19","19","10","Eleocharis tenuis var. pseudoptera"
"10","10","10","10","Eleocharis tenuis var. verrucosa"
"8","8","8","8","Eleocharis ussuriensis"
"10","10","10","10","Eleocharis yokoscensis"
"11","11","11","11","Elephantopus hirtiflorus"
"11","11","11","11","Elephantopus scaber subsp. plurisetus"
"24","24","24","24","Elettariopsis trilobum"
"15-16","16","","15","Eleutheranthera tenella"
"24","24","24","24","Eleutherococcus divaricatus var. chiisanensis"
"24","24","24","24","Eleutherococcus nikaianus"
"10","10","10","10","Elionurus barbiculmis"
"5","5","5","5","Elionurus hensii"
"10","10","10","10","Elionurus platypus"
"8-16","16","8","8","Elodea callitrichoides"
"14","14","14","14","Elymus alienus"
"14","14","14","14","Elymus angulatus"
"21","21","21","21","Elymus barystachyus"
"21","21","21","21","Elymus borianus"
"14","14","14","14","Elymus buschianus"
"14","14","14","14","Elymus cacuminus"
"21","21","21","21","Elymus caesifolius"
"14","14","14","14","Elymus caianus"
"14","14","14","14","Elymus cordilleranus"
"14","14","14","14","Elymus curvifolius"
"14","14","14","14","Elymus duthiei"
"21","21","21","21","Elymus edelbergii"
"7-14-21-22-28-33-34-35-37-70","70","14","7","Elymus elongatus"
"7","7","7","7","Elymus elongatus subsp. haifensis"
"7-22","22","7","7","Elymus farctus subsp. bessarabicus"
"14","14","14","14","Elymus farctus subsp. rechingeri"
"14","14","14","14","Elymus flaccidifolius"
"14-21","21","14","14","Elymus formosanus"
"14","14","14","14","Elymus gmelinii var. macratherus"
"21","21","21","21","Elymus hispidus subsp. barbulatus"
"21","21","21","21","Elymus hispidus subsp. pouzolzii"
"21","21","21","21","Elymus hoffmannii"
"14","14","14","14","Elymus hongyuanensis"
"28","28","28","28","Elymus mendocinus"
"14","14","14","14","Elymus nodosus subsp. corsicus"
"14","14","14","14","Elymus parviglume"
"14-21","21","14","14","Elymus purpurascens"
"7-14","14","7","7","Elymus reflexiaristatus"
"21","21","21","21","Elymus repens subsp. arenosus"
"14","14","14","14","Elymus retroflexus"
"14","14","14","14","Elymus scabrifolius"
"14","14","14","14","Elymus sikkimensis"
"14","14","14","14","Elymus stebbinsii"
"14","14","14","14","Elymus submuticus"
"14","14","14","14","Elymus sylvaticus"
"14","14","14","14","Elymus tenuispicus"
"21","21","21","21","Elymus tridentatus"
"14","14","14","14","Elymus viridulus"
"14","14","14","14","Elymus yangiae"
"21","21","21","21","Elymus Ã brachyphyllus"
"9-11-12","12","11","9","Elytranthe parasitica"
"5","5","5","5","Emilia baberka"
"14","14","14","14","Eminium koenenianum"
"14","14","14","14","Eminium lehmannii"
"9-18","18","18","9","Emmenanthe penduliflora var. rosea"
"26","26","26","26","Empetrum eamesii subsp. atropurpureum"
"26","26","26","26","Empetrum nigrum subsp. hermaphroditum"
"7","7","7","7","Empodium namaquensis"
"11","11","11","11","Empogona reflexa"
"10","10","10","10","Enarthrocarpus pterocarpus"
"18","18","18","18","Encelia scaposa"
"17","17","17","17","Encelia stenophylla"
"20","20","20","20","Encyclia flava"
"20","20","20","20","Encyclia ionosma"
"15","15","15","15","Endiandra brassii"
"18","18","18","18","Endostemon tereticaulis"
"11","11","11","11","Endressia pyrenaica"
"9","9","9","9","Englerina heckmanniana"
"9","9","9","9","Englerina inaequilatera"
"9","9","9","9","Englerina kagehensis"
"19-38","38","19","19","Enicostema axillare subsp. littorale"
"7","7","7","7","Ennealophus foliosus"
"7","7","7","7","Ennealophus simplex"
"9-10","10","10","9","Enneapogon pretoriensis"
"10","10","10","10","Enteropogon monostachyos"
"9","9","9","9","Entolasia olivacea"
"13","13","13","13","Epacris crassifolia"
"13","13","13","13","Epacris rigida"
"10","10","10","10","Epaltes mexicana"
"18","18","18","18","Epidendrum angustatum"
"19","19","19","19","Epidendrum appendiculatum"
"14","14","14","14","Epidendrum cnemidophorum"
"20","20","20","20","Epidendrum funckii"
"20","20","20","20","Epidendrum lanipes"
"20","20","20","20","Epidendrum patens"
"18","18","18","18","Epilobium alsinoides subsp. atriplicifolium"
"18","18","18","18","Epilobium alsinoides subsp. tenuipes"
"18","18","18","18","Epilobium amurense subsp. cephalostigma"
"9-18-36-54","54","18","9","Epilobium angustifolium"
"18-36-54","54","36","18","Epilobium angustifolium subsp. circumvagum"
"18","18","18","18","Epilobium astonii"
"18","18","18","18","Epilobium atlanticum"
"18","18","18","18","Epilobium australe"
"18","18","18","18","Epilobium barbeyanum"
"18","18","18","18","Epilobium billardierianum subsp. cinereum"
"18","18","18","18","Epilobium billardierianum subsp. hydrophilum"
"18","18","18","18","Epilobium blinii"
"18","18","18","18","Epilobium brevifolium"
"18","18","18","18","Epilobium brevifolium subsp. trichoneurum"
"18","18","18","18","Epilobium brunnescens subsp. minutiflorum"
"18","18","18","18","Epilobium ciliatum subsp. glandulosum"
"18","18","18","18","Epilobium ciliatum subsp. watsonii"
"18","18","18","18","Epilobium colchicum"
"18","18","18","18","Epilobium confertifolium"
"10","10","10","10","Epilobium confusum"
"18","18","18","18","Epilobium detznerianum"
"18","18","18","18","Epilobium fangii"
"18","18","18","18","Epilobium fastigiatoramosum"
"18","18","18","18","Epilobium fauriei"
"18","18","18","18","Epilobium forbesii"
"18","18","18","18","Epilobium fugitivum"
"18","18","18","18","Epilobium griffithianum"
"18","18","18","18","Epilobium hectori"
"18","18","18","18","Epilobium hooglandii"
"18","18","18","18","Epilobium kermodei"
"18","18","18","18","Epilobium keysseri"
"18","18","18","18","Epilobium laxum"
"18","18","18","18","Epilobium leiophyllum"
"18","18","18","18","Epilobium matthewsii"
"15","15","15","15","Epilobium nivium"
"18","18","18","18","Epilobium oreganum"
"18","18","18","18","Epilobium pannosum"
"18","18","18","18","Epilobium pedicellare"
"18","18","18","18","Epilobium pengii"
"18","18","18","18","Epilobium platystigmatosum"
"18","18","18","18","Epilobium ponticum"
"18","18","18","18","Epilobium pseudorubescens"
"18","18","18","18","Epilobium puberulum"
"18","18","18","18","Epilobium purpuratum"
"18","18","18","18","Epilobium roseum subsp. subsessile"
"18","18","18","18","Epilobium salignum"
"18","18","18","18","Epilobium sinense"
"18","18","18","18","Epilobium stereophyllum"
"18","18","18","18","Epilobium tetragonum subsp. lamyi"
"18","18","18","18","Epilobium tianschanicum"
"18","18","18","18","Epilobium wallichianum"
"18","18","18","18","Epilobium willisii"
"6","6","6","6","Epimedium diphyllum subsp. kitamuranum"
"6-8","8","6","6","Epimedium grandiflorum var. thunbergianum"
"6","6","6","6","Epimedium pinnatum subsp. colchicum"
"6","6","6","6","Epimedium × setosum"
"6","6","6","6","Epimedium × youngianum"
"20-30","30","20","20","Epipactis alata"
"20","20","20","20","Epipactis exilis"
"19","19","19","19","Epipactis helleborine subsp. latina"
