"Order","Suborder","Family","species","Reproductive mode","Meioformula","Sex chromosome system","Ploidy level","B chromosomes","Notes","Citation","Ploidy","Chrnum","Haploid_autosome_num","Sex_chromosomes","estimated_haploid"
"Coleoptera","Adephaga","Carabidae","Bembidion lee","Sexual diplodiploidy","2n=24M 11+XY","XY","NA","","","D. Maddison (1985)","2","24","11","XY","12/12"
"Coleoptera","Adephaga","Carabidae","Bembidion levettei carrianum","Sexual diplodiploidy","2n=22M 10+XY","XY","NA","","","D. Maddison (1985)","2","22","10","XY","11/11"
"Coleoptera","Adephaga","Carabidae","Bembidion levettei levettei","Sexual diplodiploidy","2n=22M 10+XY","XY","NA","","","D. Maddison (1985)","2","22","10","XY","11/11"
"Coleoptera","Adephaga","Carabidae","Bembidion littorale","","2n=36M","","NA","","","Serrano and Galian (1998)","2","36","","",""
"Coleoptera","Adephaga","Carabidae","Bembidion lorquini","Sexual diplodiploidy","2n=22M 10+XY","XY","NA","","","D. Maddison (1985)","2","22","10","XY","11/11"
"Coleoptera","Adephaga","Carabidae","Bembidion maculatum","Sexual diplodiploidy","2n=24M","","NA","","","Serrano and Yadav (1984)","2","24","","",""
"Coleoptera","Adephaga","Carabidae","Bembidion maorinum maorinum","Sexual diplodiploidy","2n=24M 11+XY","XY","NA","","","D. Maddison (1985)","2","24","11","XY","12/12"
"Coleoptera","Adephaga","Carabidae","Bembidion mckinleyi carneum","Sexual diplodiploidy","2n=24M 11+XY","XY","NA","","","D. Maddison (1985)","2","24","11","XY","12/12"
"Coleoptera","Adephaga","Carabidae","Bembidion mckinleyi mckinleyi","Sexual diplodiploidy","2n=24M 11+XY","XY","NA","","","D. Maddison (1985)","2","24","11","XY","12/12"
"Coleoptera","Adephaga","Carabidae","Bembidion nevadense","Sexual diplodiploidy","2n=24M 11+XY","XY","NA","","","D. Maddison (1985)","2","24","11","XY","12/12"
"Coleoptera","Adephaga","Carabidae","Bembidion nitidulus ovalipennis","","2n=24M","","NA","","","Serrano and Galian (1998)","2","24","","",""
"Coleoptera","Adephaga","Carabidae","Bembidion nudipenne","Sexual diplodiploidy","2n=24M 11+XY","XY","NA","","","D. Maddison (1985)","2","24","11","XY","12/12"
"Coleoptera","Adephaga","Carabidae","Bembidion oberthueri-group oberthueri","Sexual diplodiploidy","2n=24M 11+XY","XY","NA","","","D. Maddison (1985)","2","24","11","XY","12/12"
"Coleoptera","Adephaga","Carabidae","Bembidion obtusangulum-group mormon","Sexual diplodiploidy","2n=24M 11+XY","XY","NA","","","D. Maddison (1985)","2","24","11","XY","12/12"
"Coleoptera","Adephaga","Carabidae","Bembidion obtusangulum-group obtusangulum","Sexual diplodiploidy","2n=24M 11+XY","XY","NA","","","D. Maddison (1985)","2","24","11","XY","12/12"
"Coleoptera","Adephaga","Carabidae","Bembidion operosum","Sexual diplodiploidy","2n=24M 11+XY","XY","NA","","","D. Maddison (1985)","2","24","11","XY","12/12"
"Coleoptera","Adephaga","Carabidae","Bembidion platum","Sexual diplodiploidy","2n=24M 11+XY","XY","NA","","","D. Maddison (1985)","2","24","11","XY","12/12"
"Coleoptera","Adephaga","Carabidae","Bembidion praecinctum","Sexual diplodiploidy","2n=24M 11+XY","XY","NA","","","D. Maddison (1985)","2","24","11","XY","12/12"
"Coleoptera","Adephaga","Carabidae","Bembidion praticola","Sexual diplodiploidy","2n=24M 11+XY","XY","NA","","","D. Maddison (1985)","2","24","11","XY","12/12"
"Coleoptera","Adephaga","Carabidae","Bembidion quadrimaculatum dubitans","Sexual diplodiploidy","2n=22M","","NA","","","D. Maddison (1985)","2","22","","",""
"Coleoptera","Adephaga","Carabidae","Bembidion quadrimaculatum oppositum","Sexual diplodiploidy","2n=24M 11+XY","XY","NA","","","D. Maddison (1985)","2","24","11","XY","12/12"
"Coleoptera","Adephaga","Carabidae","Bembidion rivulare","Sexual diplodiploidy","2n=24M 11+XY","XY","NA","","","Serrano and Yadav (1984)","2","24","11","XY","12/12"
"Coleoptera","Adephaga","Carabidae","Bembidion rusticum lenensoides","Sexual diplodiploidy","2n=24M 11+XY","XY","NA","","","D. Maddison (1985)","2","24","11","XY","12/12"
"Coleoptera","Adephaga","Carabidae","Bembidion salirium","Sexual diplodiploidy","2n=24M 11+XY","XY","NA","","","D. Maddison (1985)","2","24","11","XY","12/12"
"Coleoptera","Adephaga","Carabidae","Bembidion satelles","Sexual diplodiploidy","2n=22M","","NA","","","D. Maddison (1985)","2","22","","",""
"Coleoptera","Adephaga","Carabidae","Bembidion sejunctum sejunctum","Sexual diplodiploidy","2n=24M 11+XY","XY","NA","","","D. Maddison (1985)","2","24","11","XY","12/12"
"Coleoptera","Adephaga","Carabidae","Bembidion sejunctum semiaureum","Sexual diplodiploidy","2n=24M 11+XY","XY","NA","","","D. Maddison (1985)","2","24","11","XY","12/12"
"Coleoptera","Adephaga","Carabidae","Bembidion seudderi-group consimile","Sexual diplodiploidy","2n=24M 11+XY","XY","NA","","","D. Maddison (1985)","2","24","11","XY","12/12"
