"Phylum","Class","Order","Family","Genus","Species","2N","N","Reference"
"Acanthocephala","Palaeacanthocephala","Echinorhynchida","Echinorhynchidae","Echinorhynchus","Echinorhyncus proteus","8","4","Makino, S. (1951). An atlas of the chromosome numbers in animals. Iowa State College Press, Ames."
"Annelida","Clitellata","Arhynchobdellida","Erpobdellidae","Erpobdella","Herpobdella bistriata","18","9","Makino, S. (1951). An atlas of the chromosome numbers in animals. Iowa State College Press, Ames."
"Annelida","Clitellata","Arhynchobdellida","Erpobdellidae","Erpobdella","Nephelis vulgaris","16","8","Makino, S. (1951). An atlas of the chromosome numbers in animals. Iowa State College Press, Ames."
"Annelida","Clitellata","Crassiclitellata","Lumbricidae","Allolobophora","Allolobophora foetida","22","11","Makino, S. (1951). An atlas of the chromosome numbers in animals. Iowa State College Press, Ames."
"Annelida","Clitellata","Crassiclitellata","Lumbricidae","Allolobophora","Allolobophora icterica","32","16","Gregory, T. R. and Hebert, P. D. N. (2002). Genome size estimates for some oligochaete annelids. Canadian Journal of Zoology 80: 1485-1489."
"Annelida","Clitellata","Crassiclitellata","Lumbricidae","Allolobophora","Allolobophora terrestris","36","18","Makino, S. (1951). An atlas of the chromosome numbers in animals. Iowa State College Press, Ames."
"Annelida","Clitellata","Crassiclitellata","Lumbricidae","Allolobophora","Allolobophora veneta","36","18","Makino, S. (1951). An atlas of the chromosome numbers in animals. An atlas of the chromosome numbers in animals; Gregory, T. R. and Hebert, P. D. N. (2002). Genome size estimates for some oligochaete annelids. Canadian Journal of Zoology 80: 1485-1489."
"Annelida","Clitellata","Crassiclitellata","Lumbricidae","Dendrobaena","Dendrobaena subrubicunda","68","34","Makino, S. (1951). An atlas of the chromosome numbers in animals. Iowa State College Press, Ames."
"Annelida","Clitellata","Crassiclitellata","Lumbricidae","Eisenia","Eisenia veneta","36","18","Vitturi, R., M. S. Colomba, A. Pirrone, and Libertini A. (2000). Physical mapping of rDNA genes, (TTAGGG)n telomeric sequence and other karyological features in two earthworms of the family Lumbricidae Annelida: Oligochaeta). Heredity 85: 203-207."
"Annelida","Clitellata","Crassiclitellata","Lumbricidae","Eiseniella","Eiseniella faetida","22","11","Gregory, T. R. and Hebert, P. D. N. (2002). Genome size estimates for some oligochaete annelids. Canadian Journal of Zoology 80: 1485-1489; Makino, S. (1951). An atlas of the chromosome numbers in animals. Iowa State College Press, Ames."
"Annelida","Clitellata","Crassiclitellata","Lumbricidae","Enterion","Enterion castaneum","36","18","Gregory, T. R. and Hebert, P. D. N. (2002). Genome size estimates for some oligochaete annelids. Canadian Journal of Zoology 80: 1485-1489."
"Annelida","Clitellata","Crassiclitellata","Lumbricidae","Enterion","Enterion cyaneum","190","95","Gregory, T. R. and Hebert, P. D. N. (2002). Genome size estimates for some oligochaete annelids. Canadian Journal of Zoology 80: 1485-1489."
"Annelida","Clitellata","Crassiclitellata","Lumbricidae","Enterion","Enterion tyrtaeum","36,37,38","18,19","Gregory, T. R. and Hebert, P. D. N. (2002). Genome size estimates for some oligochaete annelids. Canadian Journal of Zoology 80: 1485-1489."
"Annelida","Clitellata","Crassiclitellata","Lumbricidae","Lumbricus","Lumbricus agricola","","16","Makino, S. (1951). An atlas of the chromosome numbers in animals. Iowa State College Press, Ames; Gregory, T. R. and Hebert, P. D. N. (2002). Genome size estimates for some oligochaete annelids. Canadian Journal of Zoology 80: 1485-1489."
"Annelida","Clitellata","Enchytraeida","Enchytraeidae","Enchytraeus","Enchytraeus humicultor","32","16","Makino, S. (1951). An atlas of the chromosome numbers in animals. Iowa State College Press, Ames."
"Annelida","Clitellata","Enchytraeida","Enchytraeidae","Marionina","Marionina adriatica","24","12","Makino, S. (1951). An atlas of the chromosome numbers in animals. Iowa State College Press, Ames."
"Annelida","Clitellata","Haplotaxida","Criodrilidae","Hydrilus","Hydrilus cocciueus","","16","Makino, S. (1951). An atlas of the chromosome numbers in animals. Iowa State College Press, Ames."
"Annelida","Clitellata","Haplotaxida","Ocnerodrilidae","Ilyogenia","Ilyogenia santixavieri","","10","Makino, S. (1951). An atlas of the chromosome numbers in animals. Iowa State College Press, Ames."
"Annelida","Clitellata","Rhynchobdellida","Glossiphoniidae","Glossiphonia","Clepsine complanata","","20","Makino, S. (1951). An atlas of the chromosome numbers in animals. Iowa State College Press, Ames."
"Annelida","Clitellata","Rhynchobdellida","Glossiphoniidae","Glossiphonia","Glossosiphonia papillosa","16","8","Makino, S. (1951). An atlas of the chromosome numbers in animals. Iowa State College Press, Ames."
"Annelida","Polychaeta","Phyllodocida","Chrysopetalidae","Dysponetus","Dysponetus bidentatus","20","10","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Annelida","Polychaeta","Phyllodocida","Nereididae","Platynereis","Platynereis megalops","","14","Soldi, R., Ramella, L., Gambi, M. C., Sordino, P., and Sella, G. (1994). Genome size in polychaetes: relationship with body length and life habit. MÃƒÂ©moires du MusÃƒÂ©um National dÃ¢â‚¬â„¢Histoire Naturelle 162: 129-135."
"Annelida","Polychaeta","Phyllodocida","Tomopteridae","Tomopteris","Tomopteris elegans","10","4,5","Makino, S. (1951). An atlas of the chromosome numbers in animals. Iowa State College Press, Ames."
"Annelida","Polychaeta","Phyllodocida","Tomopteridae","Tomopteris","Tomopteris onisciformis","18","9","Makino, S. (1951). An atlas of the chromosome numbers in animals. Iowa State College Press, Ames."
"Annelida","Polychaeta","","Myzostomatidae","Myzostoma","Myzostoma glabrum","24","12","Makino, S. (1951). An atlas of the chromosome numbers in animals. Iowa State College Press, Ames."
"Arthropoda","Arachnida","Araneae","Agelenidae","Agelena","Agalena naevia","52","25,27,26","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Arachnida","Araneae","Agelenidae","Agelena","Agalena opulenta","44","21,23,22","Makino, S. (1951). An atlas of the chromosome numbers in animals. Iowa State College Press, Ames."
"Arthropoda","Arachnida","Araneae","Agelenidae","Tegenaria","Aranea angulata","","11,13","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Arachnida","Araneae","Agelenidae","Tegenaria","Aranea cucurbitina","","13","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Arachnida","Araneae","Agelenidae","Tegenaria","Aranea diadema","","11,13","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Arachnida","Araneae","Amaurobiidae","Amaurobius","Amaurobius sylvestris","","17","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Arachnida","Araneae","Araneidae","Epeira","Epeira scolopetaria","23","11,12","Makino, S. (1951). An atlas of the chromosome numbers in animals. Iowa State College Press, Ames."
"Arthropoda","Arachnida","Araneae","Clubionidae","Clubiona","Clubiona holoserica","","12","Makino, S. (1951). An atlas of the chromosome numbers in animals. Iowa State College Press, Ames."
"Arthropoda","Arachnida","Araneae","Clubionidae","Clubiona","Clubiona japonica","20","9,11,10","Makino, S. (1951). An atlas of the chromosome numbers in animals. Iowa State College Press, Ames."
"Arthropoda","Arachnida","Araneae","Linyphiidae","Linyphia","Linyphia resupina","","13","Makino, S. (1951). An atlas of the chromosome numbers in animals. Iowa State College Press, Ames."
"Arthropoda","Arachnida","Araneae","Lycosidae","Lycosa","Lycosa indomita","28","13,14","Makino, S. (1951). An atlas of the chromosome numbers in animals. Iowa State College Press, Ames."
"Arthropoda","Arachnida","Araneae","Lycosidae","Tarentula","Tarentula aculeata","","13,15","Makino, S. (1951). An atlas of the chromosome numbers in animals. Iowa State College Press, Ames."
"Arthropoda","Arachnida","Araneae","Lycosidae","Tarentula","Tarentula pulverulenta","","13,15","Makino, S. (1951). An atlas of the chromosome numbers in animals. Iowa State College Press, Ames."
"Arthropoda","Arachnida","Araneae","Philodromidae","Philodromus","Philodromus laevipes","","15","Makino, S. (1951). An atlas of the chromosome numbers in animals. Iowa State College Press, Ames."
"Arthropoda","Arachnida","Araneae","Philodromidae","Philodromus","Philodromus roseus","","13,15","Makino, S. (1951). An atlas of the chromosome numbers in animals. Iowa State College Press, Ames."
"Arthropoda","Arachnida","Araneae","Philodromidae","Tibellus","Tibellus ablongus","","11,13","Makino, S. (1951). An atlas of the chromosome numbers in animals. Iowa State College Press, Ames."
"Arthropoda","Arachnida","Araneae","Pisauridae","Dolomedes","Dolomedes fontanus","","13","Makino, S. (1951). An atlas of the chromosome numbers in animals. Iowa State College Press, Ames."
"Arthropoda","Arachnida","Araneae","Salticidae","Nagaina","Nagaina modesta","34,35,36","17,34,18","Makino, S. (1951). An atlas of the chromosome numbers in animals. Iowa State College Press, Ames."
"Arthropoda","Arachnida","Araneae","Theraphosidae","Aphonopelma","Dugesiella hentzi","22","11","Makino, S. (1951). An atlas of the chromosome numbers in animals. Iowa State College Press, Ames."
"Arthropoda","Arachnida","Araneae","Theridiidae","Theridium","Theridium tepidariorum","24","12","Makino, S. (1951). An atlas of the chromosome numbers in animals. Iowa State College Press, Ames."
"Arthropoda","Arachnida","Araneae","Thomisidae","Misumena","Misumena tricuspidata","23","11,12","Makino, S. (1951). An atlas of the chromosome numbers in animals. Iowa State College Press, Ames."
"Arthropoda","Arachnida","Araneae","Trechaleidae","Linoptes","Linoptes imbrex","33","17","Makino, S. (1951). An atlas of the chromosome numbers in animals. Iowa State College Press, Ames.;S. Smith and Virkki (1978)Blackmon, Heath, and Jeffery P. Demuth. Coleoptera Karyotype Database. The Coleopterists Bulletin 69.1 (2015): 174-175."
"Arthropoda","Arachnida","Astigmata","Acaridae","Caloglyphus","Caloglyphus mycophagus","32","16","Makino, S. (1951). An atlas of the chromosome numbers in animals. Iowa State College Press, Ames."
"Arthropoda","Arachnida","Astigmata","Acaridae","Cologlyphus","Cologlyphus berleis","36","18","Makino, S. (1951). An atlas of the chromosome numbers in animals. Iowa State College Press, Ames."
"Arthropoda","Arachnida","Astigmata","Acaridae","Sancassania","Sancassania berlesi","36","18","Makino, S. (1951). An atlas of the chromosome numbers in animals. Iowa State College Press, Ames."
"Arthropoda","Arachnida","Astigmata","Acaridae","Sancassania","Sancassania mycophagus","32","16","Makino, S. (1951). An atlas of the chromosome numbers in animals. Iowa State College Press, Ames."
"Arthropoda","Arachnida","Astigmata","Acaridae","Tyrophagus","Tyrophagus palmarum","32","16","Makino, S. (1951). An atlas of the chromosome numbers in animals. Iowa State College Press, Ames."
"Arthropoda","Arachnida","Astigmata","Hemisarcoptidae","Hemisarcoptes","Hemisarcoptes coccophagus","28","14","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Arachnida","Astigmata","Histiostomatidae","Anoetus","Anoetus laboratorium","16","8","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Arachnida","Astigmata","Histiostomatidae","Hormosianoetus","Hormosianoetus laboratorium","16","8","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Arachnida","Ixodida","Argasidae","Argas","Argas radiatus","26","13","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Arachnida","Ixodida","Argasidae","Argas","Argas sanchezi","26","13","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Arachnida","Ixodida","Argasidae","Argas","Argas tridentatus","26","13","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Arachnida","Ixodida","Argasidae","Argas","Argas zumpti","26","13","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Arachnida","Ixodida","Argasidae","Ornithodoros","Ornithodoros macmillani","16","8","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Arachnida","Ixodida","Ixodidae","Aponomma","Aponomma hydrosauri","18","9","Geraci, N. S., Johnston, J. S., Robinson, J. P., Wikel, S. K., and Hill, C. A. (2007). Variation in genome size of argasid and ixodid ticks. Insect Biochemistry and Molecular Biology 37: 399-408; Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Arachnida","Ixodida","Ixodidae","Aponomma","Aponomma undatum","20","10","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Arachnida","Ixodida","Ixodidae","Dermacentor","Dermacentor anderson","22","11","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Arachnida","Ixodida","Ixodidae","Haemaphysalis","Haemaphysalis leachii","16","8","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Arachnida","Ixodida","Ixodidae","Hyalomma","Hyalomma franchinii","22","11","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Arachnida","Ixodida","Ixodidae","Ixodes","Ixodes laysanensis","28","14","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Arachnida","Ixodida","Ixodidae","Ixodes","Ixodes reduvius","28","14","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Arachnida","Mesostigmata","Ascidae","Blattisocius","Blattisocius patagiorum","6","3","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Arachnida","Mesostigmata","Laelapidae","Cosmolaelaps","Cosmolaelaps gurabensis","12","6","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Arachnida","Mesostigmata","Laelapidae","Dicrocheles","Dicrocheles phalaenodectes","6","3","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Arachnida","Mesostigmata","Laelapidae","Eulaelaps","Eulaelaps shanghaiensis","16","8","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Arachnida","Mesostigmata","Laelapidae","Pneumolaelaps","Pneumolaelaps lubricus","14","7","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Arachnida","Mesostigmata","Macrochelidae","Macrocheles","Macrocheles boudreauxi","10","5","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Arachnida","Mesostigmata","Macrochelidae","Macrocheles","Macrocheles pisentii","10","5","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Arachnida","Mesostigmata","Macrochelidae","Macrocheles","Macrocheles vernalis","10","5","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Arachnida","Mesostigmata","Macronyssidae","Ophionyssus","Ophionyssus bacoti","16","8","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Arachnida","Mesostigmata","Macronyssidae","Ophionyssus","Ophionyssus sylviarum","18","9","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Arachnida","Mesostigmata","Macronyssidae","Ornithonyssus","Ornithonyssus natrids","18","9","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Arachnida","Mesostigmata","Macronyssidae","Ornithonysus","Ornithonysus sylviarum","18","9","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Arachnida","Mesostigmata","Parasitidae","Eugamasus","Eugamasus kraepelini","12","6","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Arachnida","Mesostigmata","Phytoseiidae","Amblyseius","Amblyseius aberrans","8","4","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Arachnida","Mesostigmata","Phytoseiidae","Amblyseius","Amblyseius chiapensis","8","4","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Arachnida","Mesostigmata","Phytoseiidae","Amblyseius","Amblyseius hibisci","8","4","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Arachnida","Mesostigmata","Phytoseiidae","Amblyseius","Amblyseius judaicus","8","4","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Arachnida","Mesostigmata","Phytoseiidae","Amblyseius","Amblyseius messor","8","4","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Arachnida","Mesostigmata","Phytoseiidae","Amblyseius","Amblyseius vazimba","8","4","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Arachnida","Mesostigmata","Phytoseiidae","Clavidromus","Clavidromus jackmickleyi","8","4","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Arachnida","Mesostigmata","Phytoseiidae","Euseius","Euseius rotundus","8","4","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Arachnida","Mesostigmata","Phytoseiidae","Neoseiulus","Neoseiulus teke","8","4","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Arachnida","Mesostigmata","Phytoseiidae","Paragigagnathus","Paragigagnathus tamaricis","8","4","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Arachnida","Mesostigmata","Phytoseiidae","Phytoseius","Phytoseius amba","8","4","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Arachnida","Mesostigmata","Phytoseiidae","Typhlodromus","Typhlodromus caudiglans","8","4","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Arachnida","Mesostigmata","Phytoseiidae","Typhlodromus","Typhlodromus chazeaui","8","4","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Arachnida","Mesostigmata","Phytoseiidae","Typhlodromus","Typhlodromus contiguus","8","4","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Arachnida","Mesostigmata","Phytoseiidae","Typhlodromus","Typhlodromus drori","8","4","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Arachnida","Mesostigmata","Phytoseiidae","Typhlodromus","Typhlodromus fallacis","8","4","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Arachnida","Mesostigmata","Phytoseiidae","Typhlodromus","Typhlodromus gutierrezi","8","4","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Arachnida","Mesostigmata","Phytoseiidae","Typhlodromus","Typhlodromus invectus","8","4","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Arachnida","Mesostigmata","Phytoseiidae","Typhlodromus","Typhlodromus porathi","8","4","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Arachnida","Mesostigmata","Phytoseiidae","Typhloseiella","Typhloseiella isotricha","8","4","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Arachnida","Opiliones","Phalangiidae","Oligolophus","Oligolophus aspersus","20","10","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Arachnida","Opiliones","Sclerosomatidae","Leiobunum","Liobunum rupestre","","11","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Arachnida","Prostigmata","Camerobiidae","Neophyllobius","Neophyllobius aesculi","22","11","Makino, S. (1951). An atlas of the chromosome numbers in animals. Iowa State College Press, Ames."
"Arthropoda","Arachnida","Prostigmata","Camerobiidae","Neophyllobius","Neophyllobius elegans","22","11","Makino, S. (1951). An atlas of the chromosome numbers in animals. Iowa State College Press, Ames."
"Arthropoda","Arachnida","Prostigmata","Camerobiidae","Neophyllobius","Neophyllobius piniphilus","20","10","Makino, S. (1951). An atlas of the chromosome numbers in animals. Iowa State College Press, Ames."
"Arthropoda","Arachnida","Prostigmata","Cheyletidae","Nodele","Nodele simplex","4","2","Makino, S. (1951). An atlas of the chromosome numbers in animals. Iowa State College Press, Ames."
"Arthropoda","Arachnida","Prostigmata","Cunaxidae","Cunaxa","Cunaxa capreolus","22","11","Makino, S. (1951). An atlas of the chromosome numbers in animals. Iowa State College Press, Ames."
"Arthropoda","Arachnida","Prostigmata","Ereynetidae","Riccardoella","Riccardoella limacum","10","5","Makino, S. (1951). An atlas of the chromosome numbers in animals. Iowa State College Press, Ames."
"Arthropoda","Arachnida","Prostigmata","Eriophyidae","Aceria","Artacris macrorhynchus","4","2","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Arachnida","Prostigmata","Eriophyidae","Aculus","Aculus persicae","4","2","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
