row_number	ncbi_taxid	phylum	subphylum	class	order	family	genus_species	common_name	c_value	chromosome_number	c_value_method	cell_type	standard_species	references
7637	NA	Chordata	Vertebrata	Osteichthyes	Scorpaeniformes	Scorpaenidae	Scorpaenopsis oxycepgus	Tassled scorpionfish	1.2	NA	FIA	RBC	BS, GD, OM, RP	203, 204
7641	NA	Chordata	Vertebrata	Osteichthyes	Scorpaeniformes	Sebastidae	Sebastes atlanticus	Ocean perch	1.01	NA	FIA	RBC	BS, GD, OM, RP	203, 204
7661	NA	Chordata	Vertebrata	Osteichthyes	Siluriformes	Bagridae	Auchenoglanis sp.	Babu	1.1	NA	BFA	RBC	SP	216
7679	NA	Chordata	Vertebrata	Osteichthyes	Siluriformes	Callichthyidae	Corydoras aeneus (4x)	Bronze corydoras	3.3	134	FD	LV	GD	508
7680	NA	Chordata	Vertebrata	Osteichthyes	Siluriformes	Callichthyidae	Corydoras aeneus (4x)	Bronze corydoras	4.12	132	FCM	RBC	MM	359
7681	NA	Chordata	Vertebrata	Osteichthyes	Siluriformes	Callichthyidae	Corydoras aeneus (4x)	Bronze corydoras	4.4	120	BFA	RBC	SP	215, 216
7703	NA	Chordata	Vertebrata	Osteichthyes	Siluriformes	Callichthyidae	Hoplosternum sp.	N/A	0.68	60	FD	RBC	GD, HS	363
7712	NA	Chordata	Vertebrata	Osteichthyes	Siluriformes	Heptapteridae	Heptapterus longicauda	N/A	1.11	52	FD	RBC	CP, GD, OM	126
7725	NA	Chordata	Vertebrata	Osteichthyes	Siluriformes	Loricariidae	Hisonotus sp.1	Armoured catfish	1.33	54	FD	RBC	CP, GD, OM	126
7726	NA	Chordata	Vertebrata	Osteichthyes	Siluriformes	Loricariidae	Hisonotus sp.2	Armoured catfish	0.89	54	FD	RBC	CP, GD, OM	126
7727	NA	Chordata	Vertebrata	Osteichthyes	Siluriformes	Loricariidae	Hypostomus cf. ancistroides	N/A	1.59	68	FD	RBC	CP, GD, OM	76
7731	NA	Chordata	Vertebrata	Osteichthyes	Siluriformes	Loricariidae	Hypostomus sp.1	N/A	1.95	64	FD	RBC	CP, GD, OM	126
7732	NA	Chordata	Vertebrata	Osteichthyes	Siluriformes	Loricariidae	Hypostomus sp.2	N/A	2.19	68	FD	RBC	CP, GD, OM	126
7733	NA	Chordata	Vertebrata	Osteichthyes	Siluriformes	Loricariidae	Hypostomus sp.3	N/A	2.12	72	FD	RBC	CP, GD, OM	126
7734	NA	Chordata	Vertebrata	Osteichthyes	Siluriformes	Loricariidae	Hypostomus sp.4	N/A	2.27	76	FD	RBC	CP, GD, OM	126
7737	NA	Chordata	Vertebrata	Osteichthyes	Siluriformes	Loricariidae	Microlepidogaster sp.	N/A	0.89	NA	FD	RBC	CP, GD, OM	76
7744	NA	Chordata	Vertebrata	Osteichthyes	Siluriformes	Mochokidae	Synodontis notatus (3x?)	Onespot squeaker	1.41	NA	FIA	RBC	BS, GD, OM, RP	203
7750	NA	Chordata	Vertebrata	Osteichthyes	Siluriformes	Pimelodidae	Pimelodella sp.1	Pimelodella	0.57	46	FD	RBC	CP, GD, OM	126
7751	NA	Chordata	Vertebrata	Osteichthyes	Siluriformes	Pimelodidae	Pimelodella sp.2	Pimelodella	1.02	52	FD	RBC	CP, GD, OM	126
7765	NA	Chordata	Vertebrata	Osteichthyes	Siluriformes	Trichomycteridae	Trichomycterus cf. iheringi	N/A	1.15	54	FD	RBC	CP, GD, OM	126
7892	NA	Chordata	Vertebrata	Reptilia	Squamata	Agamidae	Calotes ensicauda	Unknown	2.4	NA	FD	RBC	V	75
7896	NA	Chordata	Vertebrata	Reptilia	Squamata	Agamidae	Laudakia bochariensis	Unknown	1.97	36	FCM	RBC	HS, RT	542
7915	NA	Chordata	Vertebrata	Reptilia	Squamata	Anguidae	Diploglossus fasciatus	Galliwasp	1.6	36	FD	RBC	HS, BI	473
7937	NA	Chordata	Vertebrata	Reptilia	Squamata	Chamaeleonidae	Chamaeleo ceylanicus	Chameleon	2.52	NA	SCF	RBC	HS	106
7939	NA	Chordata	Vertebrata	Reptilia	Squamata	Chamaeleonidae	Chamaeleo hoehnelli	Chameleon	2.24	24	SCF	RBC	HS	106
7950	NA	Chordata	Vertebrata	Reptilia	Squamata	Colubridae	Coluber ravergieri	Ravergier's whip snake	1.71	NA	FCM	RBC	RP	288
7952	NA	Chordata	Vertebrata	Reptilia	Squamata	Colubridae	Coluber sp.1	Whip snake	1.51	NA	SCF	RBC	HS	106
7953	NA	Chordata	Vertebrata	Reptilia	Squamata	Colubridae	Coluber sp.2	Whip snake	1.89	NA	SCF	RBC	HS	106
7969	NA	Chordata	Vertebrata	Reptilia	Squamata	Colubridae	Helicops bicolor	Snake	1.82	36	SCF	RBC	HS	106
8026	NA	Chordata	Vertebrata	Reptilia	Squamata	Cordylidae	Platysaurus guttatus	Ornamental flat lizard	1.93	NA	SCF	RBC	HS	106
8027	NA	Chordata	Vertebrata	Reptilia	Squamata	Cordylidae	Platysaurus guttatus	Ornamental flat lizard	3.22	34	FD	RBC	PS	368
8044	NA	Chordata	Vertebrata	Reptilia	Squamata	Elapidae	Simoselaps fasciolatus	Narrow-banded snake	1.85	NA	FCM	RBC	BF	288
8051	NA	Chordata	Vertebrata	Reptilia	Squamata	Eublepharidae	Eublepharis cf. fuscus	Eyelid gecko	1.88	NA	FCM	RBC	XL	680
8063	NA	Chordata	Vertebrata	Reptilia	Squamata	Gekkonidae	Gekko sinensis	Gecko	2.83	NA	FCM	RBC	HS, RT	542
8081	NA	Chordata	Vertebrata	Reptilia	Squamata	Gekkonidae	Tarentola sp.	Gecko	2.49	NA	SCF	RBC	HS	106
8085	NA	Chordata	Vertebrata	Reptilia	Squamata	Hydrophiidae	Laticauda sp.	Sea snake	3.69	NA	FD	RBC	PS	370
8136	NA	Chordata	Vertebrata	Reptilia	Squamata	Polychrotidae	Anolis cf. nitens, sp.1	Anole	2.29	NA	FCM	RBC	BF	288
8137	NA	Chordata	Vertebrata	Reptilia	Squamata	Polychrotidae	Anolis cf. nitens, sp.2	Anole	2.49	NA	FCM	RBC	BF	288
8139	NA	Chordata	Vertebrata	Reptilia	Squamata	Polychrotidae	Anolis sagraei	Brown anole	1.89	28	SCF	RBC	HS	106
8193	NA	Chordata	Vertebrata	Reptilia	Squamata	Tropiduridae	Tropidurus umbra	Green tree climber	2.11	NA	FCM	RBC	BF	288
7774	NA	Chordata	Vertebrata	Osteichthyes	Synbranchiformes	Synbranchidae	Synbranchus marmoratus 1	Marbled swamp eel	3.8	42	FD	RBC	CP, GD, OM	596
7775	NA	Chordata	Vertebrata	Osteichthyes	Synbranchiformes	Synbranchidae	Synbranchus marmoratus 2	Marbled swamp eel	4.26	42	FD	RBC	CP, GD, OM	596
7776	NA	Chordata	Vertebrata	Osteichthyes	Synbranchiformes	Synbranchidae	Synbranchus marmoratus 3	Marbled swamp eel	3.7	42	FD	RBC	CP, GD, OM	596
7777	NA	Chordata	Vertebrata	Osteichthyes	Synbranchiformes	Synbranchidae	Synbranchus marmoratus 4	Marbled swamp eel	3.28	42	FD	RBC	CP, GD, OM	596
7778	NA	Chordata	Vertebrata	Osteichthyes	Synbranchiformes	Synbranchidae	Synbranchus marmoratus 5	Marbled swamp eel	3.31	42	FD	RBC	CP, GD, OM	596
7779	NA	Chordata	Vertebrata	Osteichthyes	Synbranchiformes	Synbranchidae	Synbranchus marmoratus 6	Marbled swamp eel	3.97	44	FD	RBC	CP, GD, OM	596
7780	NA	Chordata	Vertebrata	Osteichthyes	Synbranchiformes	Synbranchidae	Synbranchus marmoratus 7	Marbled swamp eel	3.22	46	FD	RBC	CP, GD, OM	596
7781	NA	Chordata	Vertebrata	Osteichthyes	Synbranchiformes	Synbranchidae	Synbranchus marmoratus 8	Marbled swamp eel	2.81	46	FD	RBC	CP, GD, OM	596
8241	NA	Chordata	Vertebrata	Reptilia	Testudines	Emydidae	Clemmys sp.	Pond turtle	2.46	NA	FD	RBC	GD	324
8277	NA	Chordata	Vertebrata	Reptilia	Testudines	Testudinidae	Geochelone nigro nigrita	Galapagos tortoise	3.08	NA	FCM	RBC	HS, OM	598
7819	NA	Chordata	Vertebrata	Osteichthyes	Tetraodontiformes	Diodontidae	Diodon liturosis	Black-blotched porcupinefish	0.85	NA	FCM	RBC	MM	359
7838	NA	Chordata	Vertebrata	Osteichthyes	Tetraodontiformes	Ostraciidae	Lactophrys trigonis	Buffalo trunkfish	0.85	NA	BFA	RBC	SP	216
7849	NA	Chordata	Vertebrata	Osteichthyes	Tetraodontiformes	Tetraodontidae	Lagocephalus lunaris (3x?)	Green rough-backed puffer	0.72	NA	FIA	RBC	BS, GD, OM, RP	203, 204
3611	NA	Chordata	Vertebrata	Amphibia	Urodela	Ambystomatidae	Ambystoma laterale (3n?)	Blue-spotted salamander	51.75	NA	BCA	RBC	NS	289
3612	NA	Chordata	Vertebrata	Amphibia	Urodela	Ambystomatidae	Ambystoma laterale (4n?)	Blue-spotted salamander	80.7	NA	BCA	RBC	NS	289
3613	NA	Chordata	Vertebrata	Amphibia	Urodela	Ambystomatidae	Ambystoma laterale-2 jeffersonianum (4n)	N/A	47.5	NA	FCM	RBC	HS, RT	542
3652	NA	Chordata	Vertebrata	Amphibia	Urodela	Ambystomatidae	Ambystoma tigrinum mavoritum	Barred tiger salamander	29.7	28	FCM	RBC	AL	278
3660	NA	Chordata	Vertebrata	Amphibia	Urodela	Amphiumidae	Amphiuma sp.	Amphiuma	84	NA	FD	S	GD	324
3676	NA	Chordata	Vertebrata	Amphibia	Urodela	Hynobiidae	Salamandrella keyserlingi	Siberian Salamander	21.5	62	FD	RBC	RE, HS	333
3677	NA	Chordata	Vertebrata	Amphibia	Urodela	Hynobiidae	Salamandrella keyserlingi	Siberian Salamander	27.74	62	FCM	RBC	HS, RT	542
3708	NA	Chordata	Vertebrata	Amphibia	Urodela	Plethodontidae	Batrachoseps southern nigriventris	Slender salamander	30.17	NA	FIA	RBC	AJ	670
3709	NA	Chordata	Vertebrata	Amphibia	Urodela	Plethodontidae	Batrachoseps sp.	Slender salamander	26.2	NA	FIA	RBC	AJ	670
3754	NA	Chordata	Vertebrata	Amphibia	Urodela	Plethodontidae	Ensatina eschscholtzi	Monterey salamander	31	NA	NS	NS	NS	333
3755	NA	Chordata	Vertebrata	Amphibia	Urodela	Plethodontidae	Ensatina eschscholtzi	Monterey salamander	35.3	NA	FD	RBC	XL, V	462
3756	NA	Chordata	Vertebrata	Amphibia	Urodela	Plethodontidae	Ensatina eschscholtzi	Monterey salamander	41.27	28	FD	RBC	RE, HS	365
3757	NA	Chordata	Vertebrata	Amphibia	Urodela	Plethodontidae	Ensatina eschscholtzi	Monterey salamander	41.5	NA	FCM	RBC	AL	278
3758	NA	Chordata	Vertebrata	Amphibia	Urodela	Plethodontidae	Ensatina eschscholtzi	Monterey salamander	42	NA	FD	RBC	RE, HS	331
3759	NA	Chordata	Vertebrata	Amphibia	Urodela	Plethodontidae	Ensatina eschscholtzi	Monterey salamander	42.17	NA	FD	RBC	RE	366
3760	NA	Chordata	Vertebrata	Amphibia	Urodela	Plethodontidae	Ensatina eschscholtzi croceater	Ensatina salamander	40.5	NA	FIA	RBC	AJ	670
3856	NA	Chordata	Vertebrata	Amphibia	Urodela	Plethodontidae	Thorius sp.	Salamander	25.2	26	FD	RBC	XL, V	462
3868	NA	Chordata	Vertebrata	Amphibia	Urodela	Proteidae	Necturus sp.	Waterdog	24.2	NA	FD	S	GD	324
3876	NA	Chordata	Vertebrata	Amphibia	Urodela	Salamandridae	Cynops ensicauda popei	Sword-tailed newt	43.7	NA	FCM	RBC	PW	652
3890	NA	Chordata	Vertebrata	Amphibia	Urodela	Salamandridae	Lissotriton vulgaris schmidtelrorum	Smooth newt	30	NA	FCM	RBC	PW	652
3893	NA	Chordata	Vertebrata	Amphibia	Urodela	Salamandridae	Mesotriton alpestris montenegrinus	Alpine newt	29.75	NA	FCM	RBC	PW	652
3897	NA	Chordata	Vertebrata	Amphibia	Urodela	Salamandridae	Neurergus strauchi	Salamander	25.67	NA	FIA	RBC	AJ	670
3915	NA	Chordata	Vertebrata	Amphibia	Urodela	Salamandridae	Paramesotriton deloustalii	Newt	50.48	NA	FCM	RBC	PW	652
3956	NA	Chordata	Vertebrata	Amphibia	Urodela	Salamandridae	Triturus alpestris apuanus	Alpine newt	23.7	NA	FD	RBC	V	75
3957	NA	Chordata	Vertebrata	Amphibia	Urodela	Salamandridae	Triturus alpestris montenegrinus	Alpine newt	28.79	NA	FCM	RBC	PW	607
4012	NA	Chordata	Vertebrata	Amphibia	Urodela	Salamandridae	Triturus vulgaris ampelensis	Common newt	28.36	NA	FCM	RBC	PW	607
4016	NA	Chordata	Vertebrata	Amphibia	Urodela	Salamandridae	Triturus vulgaris schmidtlerorum	Common newt	28.89	NA	FCM	RBC	PW	607
2707	NA	Cnidaria	NA	Anthozoa	Actiniaria	Aiptasiidae	Aiptasia sp.	Sea anemone	0.27	NA	FCM	WB	HDH	803
1940	NA	Platyhelminthes	NA	Turbellaria	Alloecoela	Plagiostomidae	Hydrolimax grisea	Flatworm	2.55	NA	FD	WB	V	174
2851	NA	Annelida	NA	Polychaeta	Amphinomida	Amphinomidae	Linopherus ambigua	Polychaete	2.4	NA	FD	WB	V	95
3001	NA	Annelida	NA	Polychaeta	Amphinomida	Amphinomidae	Linopherus ambigua	Polychaete	2.4	NA	FD	WB	V	95
2723	NA	Cnidaria	NA	Hydrozoa	Anthomedusae	Oceanidae	Turritopsis sp.	Jellyfish	0.39	NA	FCM	TN, WB	HDH	731
2460	NA	Mollusca	NA	Gastropoda	Archaeogastropoda	Vermetidae	Aletes squamigerus	Worm shell	1.5	NA	BFA	S	SP	217
2461	NA	Mollusca	NA	Gastropoda	Architaenioglossa	Ampullariidae	Pomacea cuprina	Applesnail	0.67	NA	BFA	S	SP	217
2305	NA	Mollusca	NA	Bivalvia	Arcoida	Arcidae	Anadara broughtoni	Ark	1.45	NA	FIA	NA	CG	678
2468	NA	Mollusca	NA	Gastropoda	Basommatophora	Lymnaeidae	Lymnaea calamphala	Pond snail	1.22	NA	FCM	LV	LS	543
2470	NA	Mollusca	NA	Gastropoda	Basommatophora	Lymnaeidae	Lymnaea fulva	Pond snail	1.3	NA	FCM	LV	LS	543
2471	NA	Mollusca	NA	Gastropoda	Basommatophora	Lymnaeidae	Lymnaea sp.	Pond snail	2	NA	BFA	S	SP	217
2473	NA	Mollusca	NA	Gastropoda	Basommatophora	Physidae	Physa rubra	Snail	1.2	NA	FCM	LV	RT	540
2037	NA	Rotifera	NA	Bdelloidea	Bdelloida	Philodinidae	Philodena rapida	Bdelloid rotifer	0.77	NA	SCF	OC	GD	312
2855	NA	Annelida	NA	Polychaeta	Capitellida	Maldanidae	Axiothella mucosa	Polychaete	2.7	NA	FD	WB	V	95
3005	NA	Annelida	NA	Polychaeta	Capitellida	Maldanidae	Axiothella mucosa	Polychaete	2.7	NA	FD	WB	V	95
1942	NA	Platyhelminthes	NA	Turbellaria	Catenulida	Catenulidae	Myostenostomum tauricum	Flatworm	0.19	NA	FD	WB	V	174
1945	NA	Platyhelminthes	NA	Turbellaria	Catenulida	Stenostomidae	Stenostomum beauchampi	Flatworm	0.23	NA	FD	WB	V	174
2332	NA	Mollusca	NA	Aplacophora	Cavibelonia	Proneomeniidae	Unknown sp. 3	Solenogastre	0.55	NA	FIA	MC	HS, V	717
2333	NA	Mollusca	NA	Aplacophora	Cavibelonia	Proneomeniidae	Unknown sp. 4	Solenogastre	0.61	NA	FCM	MC	HS, V	717
2334	NA	Mollusca	NA	Aplacophora	Cavibelonia	Uncertain	Unknown sp. 1	Solenogastre	0.65	NA	FCM	MC	HS, V	717
2335	NA	Mollusca	NA	Aplacophora	Cavibelonia	Uncertain	Unknown sp. 2	Solenogastre	0.63	NA	FCM	MC	HS, V	717
2801	NA	Annelida	NA	Polychaeta	Chaetopterida	Chaetopteridae	Chaetopterus sp.	Tube worm	0.88	NA	FIA	C	GD	575
2951	NA	Annelida	NA	Polychaeta	Chaetopterida	Chaetopteridae	Chaetopterus sp.	Tube worm	0.88	NA	FIA	C	GD	575
2610	NA	Ectoprocta	NA	Gymnolaemata	Cheilostomata	Spadellidae	Bugula calathus	Bryozoan	0.35	NA	FCM	PPC	HS, MM	400
2611	NA	Ectoprocta	NA	Gymnolaemata	Cheilostomata	Spadellidae	Bugula sp.	Bryozoan	0.2	NA	FCM	PPC	HS, MM	400
2616	NA	Ectoprocta	NA	Gymnolaemata	Cheilostomata	Spadellidae	Mollia patellaria	Bryozoan	0.5	NA	FCM	PPC	HS, MM	400
2618	NA	Ectoprocta	NA	Gymnolaemata	Cheilostomata	Spadellidae	Pentapora ottomulleriana	Bryozoan	0.85	NA	FCM	PPC	HS, MM	400
2619	NA	Ectoprocta	NA	Gymnolaemata	Cheilostomata	Spadellidae	Reptadoenella violacea	Bryozoan	0.65	NA	FCM	PPC	HS, MM	400
2620	NA	Ectoprocta	NA	Gymnolaemata	Cheilostomata	Spadellidae	Rhynchozoon sp.	Bryozoan	1.55	NA	FCM	PPC	HS, MM	400
2623	NA	Ectoprocta	NA	Gymnolaemata	Cheilostomata	Spadellidae	Schizoporella longirostris	Bryozoan	0.35	NA	FCM	PPC	HS, MM	400
2624	NA	Ectoprocta	NA	Gymnolaemata	Cheilostomata	Spadellidae	Sertella mediterranea	Bryozoan	0.95	NA	FCM	PPC	HS, MM	400
2626	NA	Ectoprocta	NA	Gymnolaemata	Cheilostomata	Spadellidae	Watersipora sp.	Bryozoan	0.2	NA	FCM	PPC	HS, MM	455
2634	NA	Ectoprocta	NA	Stenolaemata	Cheilostomata	Spadellidae	Lichenopora radiata	Bryozoan	0.25	NA	FCM	PPC	HS, MM	400
2859	NA	Annelida	NA	Polychaeta	Cirratulida	Cirratulidae	Cirriformia filigera	Polychaete	1	NA	FD	WB	V	95
3009	NA	Annelida	NA	Polychaeta	Cirratulida	Cirratulidae	Cirriformia filigera	Polychaete	1	NA	FD	WB	V	95
2860	NA	Annelida	NA	Polychaeta	Cirratulida	Cirratulidae	Cirriformia grandis	Polychaete	0.7	NA	FD	WB	V	95
3010	NA	Annelida	NA	Polychaeta	Cirratulida	Cirratulidae	Cirriformia grandis	Polychaete	0.7	NA	FD	WB	V	95
2862	NA	Annelida	NA	Polychaeta	Cirratulida	Cirratulidae	Tharyx multibranchis	Polychaete	0.1	NA	FD	WB	MM	146
3012	NA	Annelida	NA	Polychaeta	Cirratulida	Cirratulidae	Tharyx multibranchis	Polychaete	0.1	NA	FD	WB	MM	146
2627	NA	Ectoprocta	NA	Gymnolaemata	Ctenostomata	Spadellidae	Amathia sp.	Bryozoan	0.55	NA	FCM	PPC	HS, MM	404
2628	NA	Ectoprocta	NA	Gymnolaemata	Ctenostomata	Spadellidae	Nolella gigantia	Bryozoan	0.3	NA	FCM	PPC	HS, MM	400
2077	NA	Porifera	NA	Demospongiae	Dendroceratida	Dysideidae	Dysidea crawshagi	Orange sponge	0.06	NA	FD	SC	GD	324
2583	NA	Mollusca	NA	Scaphopoda	Dentaliida	Dentaliidae	Antalis sp.	Tusk shell	3.46	NA	FIA	MC	SP	717
2584	NA	Mollusca	NA	Scaphopoda	Dentaliida	Uncertain	Unknown sp. 5	Tusk shell	4.55	NA	FIA	MC	SP	717
2864	NA	Annelida	NA	Polychaeta	Eunicida	Dorvilleidae	Ophrytrocha costlowi	Polychaete	0.4	6	FD	WB	MM	460, 472
3014	NA	Annelida	NA	Polychaeta	Eunicida	Dorvilleidae	Ophrytrocha costlowi	Polychaete	0.4	6	FD	WB	MM	460, 472
2865	NA	Annelida	NA	Polychaeta	Eunicida	Dorvilleidae	Ophrytrocha diadema	Polychaete	0.39	8	FD	WB	MM	460, 472
3015	NA	Annelida	NA	Polychaeta	Eunicida	Dorvilleidae	Ophrytrocha diadema	Polychaete	0.39	8	FD	WB	MM	460, 472
2866	NA	Annelida	NA	Polychaeta	Eunicida	Dorvilleidae	Ophrytrocha gracilis	Polychaete	0.36	10	FD	WB	MM	460, 472
3016	NA	Annelida	NA	Polychaeta	Eunicida	Dorvilleidae	Ophrytrocha gracilis	Polychaete	0.36	10	FD	WB	MM	460, 472
2867	NA	Annelida	NA	Polychaeta	Eunicida	Dorvilleidae	Ophrytrocha hartmanni	Polychaete	1.04	10	FD	WB	MM	460, 472
3017	NA	Annelida	NA	Polychaeta	Eunicida	Dorvilleidae	Ophrytrocha hartmanni	Polychaete	1.04	10	FD	WB	MM	460, 472
2868	NA	Annelida	NA	Polychaeta	Eunicida	Dorvilleidae	Ophrytrocha labronica	Polychaete	0.39	6	FD	WB	MM	460, 472
3018	NA	Annelida	NA	Polychaeta	Eunicida	Dorvilleidae	Ophrytrocha labronica	Polychaete	0.39	6	FD	WB	MM	460, 472
2869	NA	Annelida	NA	Polychaeta	Eunicida	Dorvilleidae	Ophrytrocha labronica pacifica	Polychaete	0.36	6	FD	WB	MM	460, 472
3019	NA	Annelida	NA	Polychaeta	Eunicida	Dorvilleidae	Ophrytrocha labronica pacifica	Polychaete	0.36	6	FD	WB	MM	460, 472
2870	NA	Annelida	NA	Polychaeta	Eunicida	Dorvilleidae	Ophrytrocha macrovifera	Polychaete	0.72	6	FD	WB	MM	460, 472
3020	NA	Annelida	NA	Polychaeta	Eunicida	Dorvilleidae	Ophrytrocha macrovifera	Polychaete	0.72	6	FD	WB	MM	460, 472
2871	NA	Annelida	NA	Polychaeta	Eunicida	Dorvilleidae	Ophrytrocha notoglandulata	Polychaete	0.32	6	FD	WB	MM	460, 472
3021	NA	Annelida	NA	Polychaeta	Eunicida	Dorvilleidae	Ophrytrocha notoglandulata	Polychaete	0.32	6	FD	WB	MM	460, 472
2872	NA	Annelida	NA	Polychaeta	Eunicida	Dorvilleidae	Ophrytrocha puerilis	Polychaete	0.4	8	FD	WB	MM	460, 472
3022	NA	Annelida	NA	Polychaeta	Eunicida	Dorvilleidae	Ophrytrocha puerilis	Polychaete	0.4	8	FD	WB	MM	460, 472
2873	NA	Annelida	NA	Polychaeta	Eunicida	Dorvilleidae	Ophrytrocha robusta	Polychaete	0.34	10	FD	WB	MM	460, 472
3023	NA	Annelida	NA	Polychaeta	Eunicida	Dorvilleidae	Ophrytrocha robusta	Polychaete	0.34	10	FD	WB	MM	460, 472
2879	NA	Annelida	NA	Polychaeta	Eunicida	Onuphidae	Diopatra cuprea cuprea	Polychaete	2	NA	FD	WB	V	95
3029	NA	Annelida	NA	Polychaeta	Eunicida	Onuphidae	Diopatra cuprea cuprea	Polychaete	2	NA	FD	WB	V	95
2880	NA	Annelida	NA	Polychaeta	Eunicida	Onuphidae	Onuphis eremita oculata	Polychaete	1.7	NA	FD	WB	V	95
3030	NA	Annelida	NA	Polychaeta	Eunicida	Onuphidae	Onuphis eremita oculata	Polychaete	1.7	NA	FD	WB	V	95
2221	NA	Sipuncula	NA	Sipunculidea	Golfingiiformes	Themistidae	Themiste langeniformis	Peanut worm	1.28	NA	FIA	C	GD	575
2096	NA	Porifera	NA	Demospongiae	Hadromerida	Suberitidae	Suberites sp.	Demosponge	0.09	NA	FIA	WB	GD	703
2106	NA	Porifera	NA	Demospongiae	Halisarcida	Halisarcidae	"Halisarca n.sp. ""restingiensis"""	Demosponge	0.15	NA	FIA	WB	GD	703
2107	NA	Porifera	NA	Demospongiae	Halisarcida	Halisarcidae	"Halisarca n.sp. ""restingiensis"""	Demosponge	0.19	NA	FCM	WB	GD	703
2817	NA	Annelida	NA	Oligochaeta	Haplotaxida	Lumbricidae	Allolobophora chloritica	Green earthworm	1.02	32	FIA	C	EF	175
2967	NA	Annelida	NA	Oligochaeta	Haplotaxida	Lumbricidae	Allolobophora chloritica	Green earthworm	1.02	32	FIA	C	EF	175
2821	NA	Annelida	NA	Oligochaeta	Haplotaxida	Lumbricidae	Dendrobaena rubida	European bark worm	1.24	34	FIA	C	EF	175
2971	NA	Annelida	NA	Oligochaeta	Haplotaxida	Lumbricidae	Dendrobaena rubida	European bark worm	1.24	34	FIA	C	EF	175
2834	NA	Annelida	NA	Oligochaeta	Haplotaxida	Naididae	Nais sp.	Naidid worm	3.23	NA	FD	WB	V	175
2984	NA	Annelida	NA	Oligochaeta	Haplotaxida	Naididae	Nais sp.	Naidid worm	3.23	NA	FD	WB	V	175
2733	NA	Cnidaria	NA	Hydrozoa	Limnomedusae	Olindiasidae	Gonionema vertens	Clinging jellyfish	1.25	NA	FCM	TN, WB	HDH	731
2345	NA	Mollusca	NA	Bivavlia	Limoida	Limidae	Lima hemphillii	Fileclam	1.2	NA	BFA	S	SP	217
2598	NA	Gastrotricha	NA	Macrodasyida	Macrodasyida	Thaumastodermatidae	Ptychostomella mediterranea	Gastrotrich	0.15	NA	SCF	SC, S	GD	27
2599	NA	Gastrotricha	NA	Macrodasyida	Macrodasyida	Thaumastodermatidae	Tetranchyroderma polypodium	Gastrotrich	0.63	NA	SCF	SC, S	GD	27
2603	NA	Gastrotricha	NA	Macrodasyida	Macrodasyida	Turbanellidae	Turbanella sp.1	Gastrotrich	0.13	NA	SCF	SC, S	GD	27
2604	NA	Gastrotricha	NA	Macrodasyida	Macrodasyida	Turbanellidae	Turbanella sp.2	Gastrotrich	0.14	NA	SCF	SC, S	GD	27
1950	NA	Platyhelminthes	NA	Turbellaria	Macrostomida	Macrostomidae	Macrostomum gilberti	Flatworm	0.58	NA	FD	WB	V	174
1951	NA	Platyhelminthes	NA	Turbellaria	Macrostomida	Macrostomidae	Macrostomum sensitivum	Flatworm	0.17	NA	FD	WB	V	174
2482	NA	Mollusca	NA	Gastropoda	Mesogastropoda	Diplommatinidae	Arinia japonica	Snail	2.6	NA	FIA	MC	CA	671
2483	NA	Mollusca	NA	Gastropoda	Mesogastropoda	Diplommatinidae	Diplommatina cassa	Snail	2.8	NA	FIA	MC	CA	671
2484	NA	Mollusca	NA	Gastropoda	Mesogastropoda	Diplommatinidae	Diplommatina circumstomata	Snail	4.38	NA	FIA	MC	CA	672
2485	NA	Mollusca	NA	Gastropoda	Mesogastropoda	Diplommatinidae	Diplommatina collarifera collarifera	Snail	5.98	NA	FIA	MC	CA	671
2486	NA	Mollusca	NA	Gastropoda	Mesogastropoda	Diplommatinidae	Diplommatina collarifera collarifera	Snail	6.71	NA	FIA	MC	CA	668
2487	NA	Mollusca	NA	Gastropoda	Mesogastropoda	Diplommatinidae	Diplommatina collarifera okiensis	Snail	7.72	NA	FIA	MC	CA	668
2488	NA	Mollusca	NA	Gastropoda	Mesogastropoda	Diplommatinidae	Diplommatina collarifera tenuiplica	Snail	6.19	NA	FIA	MC	CA	671
2489	NA	Mollusca	NA	Gastropoda	Mesogastropoda	Diplommatinidae	Diplommatina gibbera	Snail	4.45	NA	FIA	MC	CA	671
2490	NA	Mollusca	NA	Gastropoda	Mesogastropoda	Diplommatinidae	Diplommatina hidaensis	Snail	3.26	NA	FIA	MC	CA	674
2491	NA	Mollusca	NA	Gastropoda	Mesogastropoda	Diplommatinidae	Diplommatina kiiensis kiiensis	Snail	7.85	NA	FIA	MC	CA	673
2492	NA	Mollusca	NA	Gastropoda	Mesogastropoda	Diplommatinidae	Diplommatina kiiensis ssp.	Snail	6.17	NA	FIA	MC	CA	673
2493	NA	Mollusca	NA	Gastropoda	Mesogastropoda	Diplommatinidae	Diplommatina kobelti	Snail	4.73	NA	FIA	MC	CA	671
2494	NA	Mollusca	NA	Gastropoda	Mesogastropoda	Diplommatinidae	Diplommatina nipponensis	Snail	5.23	NA	FIA	MC	CA	668
2495	NA	Mollusca	NA	Gastropoda	Mesogastropoda	Diplommatinidae	Diplommatina shikokuensis	Snail	5.56	NA	FIA	MC	CA	671
