institute	id_number	project	higher_group	family	genus	species	standard	buffer	mean1	mean2	cv1	cv2	ratio	ave_sample	ave_standard	gs_pg_2c_replicate	gs_pg_2c	gs_pg_1c	x1c_gbp	cv_sample	cv_standard	sd_r_sample	stdv_gs	measured_by	date	d_to_l_specimen_id	previous_estimate_2c_prime	comments_on_d_to_l_sample	x30	x31	x32	primary
RBGK	MC9432	DTOL	Angiosperm	Asteraceae	Bidens	cernua	<Pisum	GPB3%PVP	170.11	325.33	3.35	2.63	1.912	174.34	331.2	4.75	4.78	2.39	2.34	3.3	2.45	0.011	0.028	Sahr Mian	NA	NA	4.60	NA	NA	NA	NA	1
RBGE	DVK6	DTOL	Angiosperm	Cyperaceae	Carex	leporina	<Solanum	GPB3%PVP	117.62	332.51	3.38	2.31	2.827	118.02	332.52	0.70	0.7	0.35	0.34	3.5	2.42	0.016	0.004	Sahr Mian	NA	NA	-	NA	NA	NA	NA	1
RBGE	DMR277	DTOL	Angiosperm	Junaceae	Juncus	articulatus	<Petro	GPB3%PVP	169.70	410.47	4.41	3.64	2.419	170.78	408.45	1.86	1.88	0.94	0.92	4.36	3.94	0.034	0.019	Sahr Mian	NA	NA	3.70	NA	NA	NA	NA	1
RBGE	DMR276	DTOL	Angiosperm	Cyperaceae	Rhynchospora	alba	<Solanum	GPB3%PVP	104.12	339.63	4.8	2.67	3.262	104.69	341.3	0.61	0.61	0.3	0.3	4.53	2.58	0.003	0	Sahr Mian	NA	NA	-	NA	NA	NA	NA	1
RBGE	DVK4	DTOL	Angiosperm	Poaceae	Festuca	vivipara	>Petro	GPB3%PVP	201.57	434.66	2.46	3.64	2.156	439	203.73	9.70	9.7	4.85	4.74	2.84	2.49	0.003	0.017	Sahr Mian	NA	NA	9.92	NA	NA	NA	NA	1
RBGE	DMR274	DTOL	Angiosperm	Gentianaceae	Gentianella	campestris	>Solanum	GPB3%PVP	171.93	447.46	3.9	3.17	2.602	447.77	173.29	5.15	5.12	2.56	2.5	3.06	3.68	0.018	0.035	Sahr Mian	NA	NA	NA	NA	NA	NA	NA	1
RBGK	MC9436	DTOL	Angiosperm	Solanaceae	Solanum	nigrum	>Petro	GPB3%PVP	236.35	389.12	2.09	2.33	1.646	392.05	237.66	7.41	7.42	3.71	3.63	2.43	2.17	0.003	0.013	Sahr Mian	NA	NA	6.20	NA	NA	NA	NA	1
RBGE	DB1701	DTOL	Bryophyte	Polytrichaceae	Polytrichum	strictum	<Oryza	GPB3%PVP	112.18	253.53	3.45	3.1	2.26	115.17	265.35	0.88	0.87	0.43	0.42	3.65	3.18	0.038	0.015	Sahr Mian	NA	NA	NA	NA	NA	NA	NA	1
RBGE	DB1708	DTOL	Bryophyte	Orthotrichaceae	Lewinskya	striata	<Oryza	GPB3%PVP	175.86	270.94	4.89	3.18	1.541	180.91	278.85	1.30	1.3	0.65	0.63	4.76	2.97	0.005	0.005	Sahr Mian	NA	NA	NA	NA	NA	NA	NA	1
RBGE	DB1711	DTOL	Bryophyte	Grimmiaceae	Racomitrium	fasciculare	<Oryza	GPB3%PVP	70.15	233.76	4.01	3.37	3.332	73.6	252.87	0.60	0.58	0.29	0.28	4.11	3.25	0.088	0.015	Sahr Mian	NA	NA	NA	NA	NA	NA	NA	1
RBGE	DB1712	DTOL	Bryophyte	Grimmiaceae	Racomitrium	ericoides	<Oryza	GPB3%PVP	92.25	309.29	4.43	3.01	3.453	97.94	337.87	0.60	0.58	0.29	0.28	4.23	3.17	0.025	0.014	Sahr Mian	NA	NA	NA	NA	NA	NA	NA	1
RBGE	DB1714	DTOL	Bryophyte	Grimmiaceae	Racomitrium	aciculare	<Oryza	GPB3%PVP	122.76	356.28	4.03	2.98	2.902	124.35	361.45	0.69	0.69	0.34	0.34	4.43	2.9	0.006	0.001	Sahr Mian	NA	NA	NA	NA	NA	NA	NA	1
RBGE	DB1715	DTOL	Bryophyte	Grimmiaceae	Racomitrium	heterostichum	<Oryza	GPB3%PVP	94.11	278.60	4.25	3.11	2.96	99.46	294.52	0.68	0.68	0.34	0.33	3.95	3.32	0.016	0.004	Sahr Mian	NA	NA	NA	NA	NA	NA	NA	1
RBGE	DB1720	DTOL	Bryophyte	Grimmiaceae	Grimmia	trichophylla	<Oryza	GPB3%PVP	120.19	365.01	5.64	3.71	2.538	125.54	342.1	0.66	0.74	0.37	0.36	5.88	3.3	0.035	0.068	Sahr Mian	NA	NA	NA	NA	NA	NA	NA	1
RBGE	DB1722	DTOL	Bryophyte	Scapaniaceae	Scapania	compacta	<Oryza	GPB3%PVP	144.51	328.61	4.79	2.68	2.274	145.72	335.09	0.88	0.87	0.43	0.43	4.48	2.77	0.024	0.009	Sahr Mian	NA	NA	NA	NA	NA	NA	NA	1
RBGE	DB1723	DTOL	Bryophyte	Grimimaceae	Grimmia	montana	<Oryza	GPB3%PVP	197.90	419.39	5.41	2.82	2.119	202.22	428.48	0.94	0.94	0.47	0.46	5.06	2.94	0.011	0.005	Sahr Mian	NA	NA	NA	NA	NA	NA	NA	1
RBGE	DB1724	DTOL	Bryophyte	Leucodontaceae	Nogopterium	gracile	<Oryza	GPB3%PVP	168.00	340.55	4.39	4.7	2.027	173.5	353.38	0.99	0.98	0.49	0.48	3.66	4.16	0.009	0.004	Sahr Mian	NA	NA	NA	NA	NA	NA	NA	1
RBGE	DB1725	DTOL	Bryophyte	Hedwigiaceae	Braunia	imberbis	<Oryza	GPB3%PVP	147.27	501.56	3.83	2.67	3.581	149.68	518.54	0.59	0.58	0.29	0.28	4.25	2.64	0.060	0.01	Sahr Mian	NA	NA	NA	NA	NA	NA	NA	1
RBGE	DB1727	DTOL	Bryophyte	Polytrichaceae	Polytrichum	juniperum	<Oryza	GPB3%PVP	175.94	353.60	4.6	3.86	2.01	182.19	366.34	1.00	0.99	0.5	0.49	3.98	3.45	0.002	0.001	Sahr Mian	NA	NA	NA	NA	NA	NA	NA	1
RBGE	DB1730	DTOL	Bryophyte	Grimmiaceae	Grimmia	decipiens	<Oryza	GPB3%PVP	262.89	365.16	4.97	3.44	1.389	270.35	375.83	1.44	1.44	0.72	0.7	5.1	2.75	0.003	0.003	Sahr Mian	NA	NA	NA	NA	NA	NA	NA	1
RBGE	DB1731	DTOL	Bryophyte	Rhabdoweisiaceae	Cynodontium	bruntonii	<Oryza	GPB3%PVP	186.12	525.52	4.99	3.46	2.824	191.29	545.7	0.71	0.7	0.35	0.34	4.21	2.98	0.025	0.006	Sahr Mian	NA	NA	NA	NA	NA	NA	NA	1
RBGE	DB1732	DTOL	Bryophyte	Aytoniaceae	Reboulia	hemisphaerica	<Oryza	GPB3%PVP	136.81	361.89	8.52	3.71	2.645	137.2	367.49	0.76	0.75	0.37	0.37	7.93	3.8	0.029	0.008	Sahr Mian	NA	NA	NA	NA	NA	NA	NA	1
RBGE	DMR275	DTOL	Angiosperm	Utriculariaceae	Utricularia	minor	<Oryza	GPB3%PVPBmet	143.58	290.63	7.64	3.96	2.024	143.58	290.63	0.49	0.49	0.25	0.24	6.67	4.12	0.071	NA	Sahr Mian	NA	NA	NA	NA	NA	NA	NA	1
RBGE	DB1734	DTOL	Bryophyte	Amblystegiaceae	Platyhypnum	duriuscalum	<Oryza	GPB3%PVP	133.24	358.81	6.05	2.78	2.693	134.87	364.09	0.74	0.74	0.37	0.36	5.33	2.84	0.006	0.002	Sahr Mian	NA	NA	NA	NA	NA	NA	NA	1
RBGE	DB1736	DTOL	Bryophyte	Mniaceae	Pohlia	wahlenbergii	<Solanum	GPB3%PVP	168.51	402.44	4.8	2.96	2.388	170.38	403.98	1.66	1.67	0.84	0.82	5.25	3.67	0.015	0.011	Sahr Mian	NA	NA	NA	Polyploid	NA	NA	NA	1
RBGE	DB1738	DTOL	Bryophyte	Rhabdoweisiaceae	Rhabdoweisia	crispata	<Oryza	GPB3%PVP	110.02	375.76	3.07	1.65	2.961	110.87	346.48	0.59	0.64	0.32	0.31	3	1.8	0.017	0.049	Sahr Mian	NA	NA	NA	NA	NA	NA	NA	1
RBGE	DB1739	DTOL	Bryophyte	Grimmiaceae	Grimmia	donniana	<Oryza	GPB3%PVP	147.46	333.45	4.17	2.83	2.261	151.31	339.46	0.88	0.89	0.45	0.44	3.77	2.66	0.021	0.008	Sahr Mian	NA	NA	NA	NA	NA	NA	NA	1
RBGE	DB1741	DTOL	Bryophyte	Grimmiaceae	Grimmia	atrata	<Oryza	GPB3%PVP	175.33	320.88	2.75	2.1	1.83	178.01	324.98	1.09	1.1	0.55	0.54	2.58	2.17	0.005	0.003	Sahr Mian	NA	NA	NA	NA	NA	NA	NA	1
RBGE	DB1742	DTOL	Bryophyte	Grimmiaceae	Grimmia	elongata	<Oryza	GPB3%PVP	171.53	344.09	4.31	2.78	2.006	173.7	347.62	1.00	1	0.5	0.49	3.81	2.59	0.005	0.002	Sahr Mian	NA	NA	NA	NA	NA	NA	NA	1
RBGE	DB1744	DTOL	Bryophyte	Andreaeaceae	Andreaea	mutabilis	<Oryza	GPB3%PVP	89.74	327.43	7.52	3.56	3.649	89.77	327.71	0.55	0.55	0.27	0.27	7.54	3.4	0.019	0.003	Sahr Mian	NA	NA	NA	NA	NA	NA	NA	1
RBGE	DB1745	DTOL	Bryophyte	Fissidentaceae	Fissidens	dubium	<Oryza	GPB3%PVP	125.48	324.36	7.41	2.08	2.585	125.34	327.03	0.77	0.77	0.38	0.37	7.47	2.29	0.022	0.006	Sahr Mian	NA	NA	NA	NA	NA	NA	NA	1
RBGE	DB1737	DTOL	Bryophyte	Anastrophyllaceae	Barbilophozia	hatcherii	<Solanum	GPB3%PVP	182.29	380.50	4.7	3.15	2.087	190.89	392.54	1.90	1.93	0.96	0.94	4.35	3.14	0.028	0.026	Sahr Mian	NA	NA	NA	NA	NA	NA	NA	1
RBGK	MC9437	DTOL	Angiosperm	Cyperaceae	Carex	disticha	<Solanum	LB01	110.03	264.13	4.69	3.72	2.401	113.46	271.2	0.82	0.83	0.41	0.41	4.42	3.85	0.026	0.009	Nacho	17/09/2023	NA	0.86	NA	NA	NA	NA	1
RBGK	MC9438	DTOL	Angiosperm	Ranunculaceae	Thalictrum	flavum	>Solanum	LB01	190.33	399.25	3.84	3.12	2.098	415.16	200.75	4.15	4.1	2.05	2	3.07	4.48	0.026	0.051	Nacho	17/09/2023	NA	1.61	potential polyploid	NA	NA	NA	1
RBGK	MC9439	DTOL	Angiosperm	Cyperaceae	Carex	lepidocarpa	<Solanum	LB01	145.06	321.10	4.21	2.9	2.214	146.34	322.71	0.89	0.9	0.45	0.44	4.64	3.7	0.012	0.005	Nacho	17/09/2023	NA	0.74	NA	NA	NA	NA	1
RBGK	MC9440	DTOL	Angiosperm	Cyperaceae	Carex	elata	<Solanum	LB01	178.33	353.69	4.94	3.56	1.983	181.56	361.36	1.00	0.99	0.5	0.49	4.74	3.5	0.032	0.016	Nacho	17/09/2023	NA	0.80	NA	NA	NA	NA	1
RBGK	MC9441	DTOL	Angiosperm	Cyperaceae	Carex	distans	<Solanum	LB01	143.98	332.08	4.44	4.07	2.307	146.08	335.56	0.86	0.86	0.43	0.42	4.68	3.7	0.010	0.003	Nacho	17/09/2023	NA	0.74	NA	NA	NA	NA	1
RBGK	MC9442	DTOL	Angiosperm	Rosaceae	Rubus	caesius	<Petro	OXPRO	181.99	503.88	5.02	2.17	2.769	184.24	501.83	1.63	1.65	0.83	0.81	5.05	2.74	0.076	0.047	Nacho	17/09/2023	NA	-	NA	NA	NA	NA	1
RBGK	MC9443	DTOL	Angiosperm	Rubiaceae	Galium	uliginosum	<Solanum	LB01	200.89	301.64	4.79	3.18	1.502	208.16	315.59	1.32	1.31	0.65	0.64	4.49	3.36	0.018	0.015	Nacho	17/09/2023	NA	-	NA	NA	NA	NA	1
RBGK	MC9444	DTOL	Angiosperm	Boraginaceae	Aegonychon	purpureocaeruleum	>Solanum	GPB3%PVP	314.48	465.78	4.28	4.42	1.481	470.64	316.51	2.93	2.94	1.47	1.44	4.33	4.16	0.005	0.029	Sahr Mian	NA	NA	-	NA	NA	NA	NA	1
RBGK	MC9445	DTOL	Angiosperm	Cyperaceae	Carex	montana	<Solanum	GPB3%PVP	148.46	353.22	4.36	2.86	2.379	152.56	363.35	0.83	0.83	0.42	0.41	4.58	3.32	0.008	0.003	Sahr Mian	NA	NA	0.68	NA	NA	NA	NA	1
RBGK	MC9455	DTOL	Angiosperm	Lamiaceae	Melittis	melissophyllum	<Solanum	GPB3%PVP	190.19	325.47	4.79	3.49	1.695	194.59	333.13	1.16	1.16	0.58	0.57	4.82	3.05	0.015	0.008	Sahr Mian	NA	NA	0.95	NA	NA	NA	NA	1
RBGK	MC9450	DTOL	Angiosperm	Lamiaceae	Salvia	pratensis	<Solanum	GPB3%PVP	172.16	324.19	2.23	3.06	1.883	173.65	330.26	1.05	1.04	0.52	0.51	2.08	2.85	0.019	0.01	Sahr Mian	NA	NA	0.91	NA	NA	NA	NA	1
RBGK	MC9446	DTOL	Angioseprm	Rosaceae	Cotoneaster	cambricus	<Petro	GPB3%PVP	182.68	298.65	5.43	3.74	1.635	185.37	301.23	2.75	2.77	1.38	1.35	5.39	3.62	0.014	0.023	Sahr Mian	NA	NA	-	NA	NA	NA	NA	1
RBGK	MC9447	DTOL	Angiosperm	Asteraceae	Galatella	linosyris	>Petro	GPB3%PVP	208.43	466.18	3.78	3	2.237	473.14	213.53	10.06	9.97	4.99	4.88	3.05	3.75	0.021	0.093	Sahr Mian	NA	NA	-	NA	NA	NA	NA	1
RBGK	MC9451	DTOL	Angiosperm	Saxifragaceae	Saxifraga	rosacea	<Pisum MIVERVA MAPLE	Galbraith	132.76	262.13	5.43	2.5	1.974	133.67	263.66	4.92	4.93	2.46	2.41	5.7	2.43	0.002	0.007	Sahr Mian	NA	NA	-	NA	NA	NA	NA	1
RBGK	MC9452	DTOL	Angiosperm	Caryophyllaceae	Viscaria	vulgaris	<Pisum MIVERVA MAPLE	GPB3%PVP	137.85	265.20	3.11	2.58	1.924	141.31	269.94	5.05	5.09	2.54	2.49	3.13	2.65	0.010	0.036	Sahr Mian	NA	NA	2.15	NA	NA	NA	NA	1
RBGK	MC9453	DTOL	Angiosperm	Rosaceae	Sorbus	strirtoniana	<Petro	GPB3%PVP	236.94	374.82	3.37	1.82	1.582	247.55	382.57	2.84	2.91	1.46	1.42	4.06	2.31	0.020	0.07	Sahr Mian	NA	NA	-	NA	NA	NA	NA	1
RBGK	MC9448	DTOL	Angiosperm	Asteraceae	Hieracium	snowdoniense	>Petro	GPB3%PVP	173.01	433.25	4.62	4.55	2.504	439.39	177.05	11.27	11.17	5.58	5.46	4.12	4.57	0.026	0.115	Sahr Mian	NA	NA	-	NA	NA	NA	NA	1
RBGK	MC9454	DTOL	Angiosperm	Asteraceae	Tephroseris	intergrifolia subsp maritima	>Petro	GPB3%PVP	121.92	426.12	3.19	4.43	3.495	429.37	122.83	15.73	15.73	7.87	7.69	4.91	3.48	0.016	0.072	Sahr Mian	NA	NA	-	NA	NA	NA	NA	1
RBGK	MC9449	DTOL	Angiosperm	Brassicaceae	Matthiola	sinuata	>Solanum	GPB3%PVP	114.27	257.71	3.32	2.1	2.255	261.93	117.17	4.47	4.43	2.21	2.16	2.24	3.29	0.017	0.033	Sahr Mian	NA	NA	4.50	NA	NA	NA	NA	1
RBGK	MC9460	DTOL	Angiosperm	Asteraceae	Artemisia	campestris	>Petro	GPB3%PVP	174.94	416.28	2.31	1.95	2.38	424.13	180.78	10.71	10.56	5.28	5.16	1.78	2.19	0.033	0.147	Sahr Mian	NA	NA	6/8/11	polyploid/ octoploid?	NA	NA	NA	1
RBGK	MC9462	DTOL	Angiosperm	Juncaceae	Luzula	spicata	<Solanum	GPB3%PVP	139.71	294.66	4.6	4.43	2.109	146.14	305.76	0.94	0.95	0.47	0.46	4.62	4.68	0.015	0.007	Sahr Mian	NA	NA	3.89	NA	NA	NA	NA	1
RBGK	MC9469	DTOL	Angiosperm	Brassicaceae	Turritis	glabra	<Solanum	GPB3%PVP	84.86	343.66	5.62	4.64	4.049	86.91	356.09	0.49	0.48	0.24	0.24	5.05	4.25	0.041	0.005	Sahr Mian	NA	NA	0.48	NA	NA	NA	NA	1
RBGK	MC9463	DTOL	Angiosperm	Apiaceae	Sium	latifoilum	>Petro	GPB3%PVP	313.06	379.38	2.82	2.81	1.212	385.14	318.36	5.45	5.44	2.72	2.66	3.3	3.49	0.002	0.01	Sahr Mian	NA	NA	-	NA	NA	NA	NA	1
RBGK	MC9456	DTOL	Angiosperm	Asteraceae	Pulicaria	vulgaris	<Petro	GPB3%PVP	141.30	306.02	3.22	2.13	2.166	145.3	311.54	2.08	2.1	1.05	1.03	3.57	2.48	0.019	0.018	Sahr Mian	NA	NA	-	NA	NA	NA	NA	1
RBGK	MC9458	DTOL	Angiosperm	Lamiaceae	Teucrium	botrys	<Oryza	GPB3%PVP	208.66	304.23	6.23	3.24	1.458	211.54	309.89	0.69	0.68	0.34	0.33	5.6	3.26	0.009	0.004	Sahr Mian	NA	NA	-	NA	NA	NA	NA	1
RBGK	MC9459	DTOL	Angiosperm	Fabaceae	Ononis	reclinata	<Petro	GPB3%PVP	197.80	297.11	3.93	3.32	1.502	200.88	300.57	3.00	3.01	1.5	1.47	4.03	3.39	0.006	0.012	Sahr Mian	NA	NA	-	NA	NA	NA	NA	1
RBGK	MC9457	DTOL	Angiosperm	Brassicaceae	Arabis	alpina	<Solanum	Galbraith	113.79	292.53	8.06	4.06	2.571	115.35	296.61	0.77	0.77	0.39	0.38	7.42	3.59	0.020	0.006	Sahr Mian	NA	NA	0.76	Endopolyploidy	NA	NA	NA	1
RBGK	MC9465	DTOL	Angiosperm	Molluginaceae	Mollugo	verticillata	>Solanum	GPB3%PVP	255.56	364.67	3.32	2.1	2.255	375.27	263.75	2.83	2.82	1.41	1.38	2.24	3.29	0.017	0.008	Sahr Mian	NA	NA	1.7	Potential polyploid	NA	NA	NA	1
RBGK	MC9466	DTOL	Angiosperm	Onagraceae	Ludwigia	grandifolia	<Petro	GPB3%PVP	226.20	323.35	4.97	3.27	1.429	232.64	329.36	3.15	3.18	1.59	1.55	4.75	3.41	0.013	0.029	Sahr Mian	NA	NA	-	NA	NA	NA	NA	1
RBGK	MC9467	DTOL	Angiosperm	Apiaceae	Seseli	libanotis	>Petro	GPB3%PVP	222.18	413.95	2.37	2.29	1.863	416.19	224.29	8.38	8.35	4.18	4.08	2.32	2.57	0.007	0.03	Sahr Mian	NA	NA	-	NA	NA	NA	NA	1
RBGK	MC9468	DTOL	Angiosperm	Apiaceae	Bupleurum	falcatum	<Solanum	GPB3%PVP	104.54	266.66	5	4.03	2.551	105.76	271.76	0.78	0.77	0.39	0.38	5.19	3.57	0.019	0.006	Sahr Mian	NA	NA	5.70	NA	NA	NA	NA	1
RBGE	DB1746	DTOL	Bryophyte	Leucobryaceae	Campylopus	introflexus	<Oryza	OXPRO	237.03	366.15	4.91	3.48	1.545	242.13	374.83	0.65	0.65	0.32	0.32	4.63	3.58	0.010	0.004	Sahr Mian	NA	NA	NA	2N PEAK RECORDED	NA	NA	NA	1
RBGE	BD1747	DTOL	Bryophyte	Pottiaceae	Streblotrichum	convolutum var. commutatum	<Oryza	OXPRO	142.44	323.75	4.24	3.12	2.273	143.64	332.48	0.88	0.86	0.43	0.42	4.32	3.03	0.042	0.016	Sahr Mian	NA	NA	NA	NA	NA	NA	NA	1
RBGE	DB1752	DTOL	Bryophyte	Brachytheciaceae	Brachythecium	rivulare	<Oryza	OXPRO	179.62	336.60	4.86	3.51	1.874	187.17	346.76	1.07	1.08	0.54	0.53	5.28	3.61	0.019	0.011	Sahr Mian	NA	NA	NA	NA	NA	NA	NA	1
RBGE	DB1758	DTOL	Bryophyte	Ricciaceae	Riccia	sorocarpa	<Oryza	OXPRO	181.60	330.86	7.73	4.12	1.822	181.6	330.86	1.10	1.1	0.55	0.54	7.73	4.12	#DIV/0!	NA	Sahr Mian	NA	NA	NA	NA	NA	NA	NA	1
RBGE	DB1751	DTOL	Bryophyte	Amblystegiaceae	Hygroamblystegium	tenax	<Solanum	GPB3%PVP	165.97	342.26	3.68	2.74	2.062	169.85	348	1.92	1.93	0.97	0.95	3.81	2.59	0.014	0.013	Sahr Mian	NA	NA	NA	NA	NA	NA	NA	1
RBGE	DB1754	DTOL	Bryophyte	Orthotrichaceae	Orthotrichum	anomalum	<Oryza	OXPRO	114.47	328.65	3.93	4.54	2.871	117.44	339.45	0.70	0.69	0.35	0.34	3.63	3.52	0.021	0.005	Sahr Mian	NA	NA	NA	NA	NA	NA	NA	1
RBGE	DB1755	DTOL	Bryophyte	Pottiaceae	Bryoerythrophyllum	recurvirostrum	<Oryza	OXPRO	157.93	313.73	4.12	3.47	1.987	161.47	325.58	1.01	0.99	0.5	0.49	3.24	3.25	0.027	0.014	Sahr Mian	NA	NA	NA	NA	NA	NA	NA	1
RBGE	DB1756	DTOL	Bryophyte	Brachytheciaceae	Rhynchostegium	confertum	<Oryza	OXPRO	274.74	337.52	5	4.16	1.229	274.74	337.52	0.81	0.81	0.41	0.4	5	4.16	#DIV/0!	NA	Sahr Mian	NA	NA	NA	2N PEAK RECORDED	NA	NA	NA	1
RBGE	DB1757	DTOL	Bryophyte	Pottiaceae	Hennediella	stanfordensis	<Oryza	OXPRO	164.14	316.54	7.03	4.86	1.987	164.14	316.54	1.04	1.04	0.52	0.51	7.03	4.86	#DIV/0!	NA	Sahr Mian	NA	NA	NA	NA	NA	NA	NA	1
RBGE	DB1759	DTOL	Bryophyte	Polytrichaceae	Polytrichum	piliferum	<Oryza	OXPRO	182.84	343.45	3.31	4.16	1.878	187.84	352.85	1.06	1.06	0.53	0.52	3.49	3.4	0.004	0.002	Sahr Mian	NA	NA	NA	NA	NA	NA	NA	1
RBGK	MC9475	DTOL	Angiosperm	Iridaceae	Crocus	tommasinianus	<Pisum	GPB3%PVP	117.86	204.93	3.32	1.76	1.739	120.11	206.7	5.23	5.28	2.64	2.58	3.14	1.69	0.017	0.053	Sahr Mian	10/02/2023	KDTOL10736	NA	NA	NA	NA	NA	1
RBGK	MC9476	DTOL	Angiosperm	Ranunculaceae	Eranthis	hyemalis	>Pisum	GPB3%PVP	106.67	298.52	1.94	2.1	2.798	297.54	107	25.44	25.28	12.64	12.36	2.15	1.98	0.017	0.152	Sahr Mian	10/02/2023	KDTOL10737	NA	NA	NA	NA	NA	1
RBGK	MC9474	DTOL	Angiosperm	Amaryllidaceae	Galanthus	nivalis	>Allium	GPB3%PVPBmet	126.32	255.09	2.97	2.69	2.019	260.55	130.4	70.46	69.72	34.86	34.1	2.91	3.13	0.020	0.691	Sahr Mian	10/02/2023	KDTOL10730	NA	NA	NA	NA	NA	1
IGER	MC9489	DTOL	Angiosperm	Poaceae	Bromus	secalinus	>Pisum	GPB3%PVP	132.57	333.23	2.63	2.29	2.514	336.28	135.79	22.85	22.52	11.26	11.01	1.8	2.32	0.037	0.336	Sahr Mian	14/02/2023	KDTOL10745	NA	NA	NA	NA	NA	1
IGER	MC9490	DTOL	Angiosperm	Fabaceae	Vicia	orobus	>Petro	GPB3%PVP	201.79	277.00	1.93	1.72	1.373	277.95	203.25	6.18	6.15	3.08	3.01	1.52	1.65	0.006	0.025	Sahr Mian	14/02/2023	KDTOL10746	NA	NA	NA	NA	NA	1
IGER	MC9487	DTOL	Angiosperm	Fabaceae	Trifolium	medium	>Petro	GPB3%PVP	137.97	281.88	1.74	2.11	2.043	285.27	140.34	9.19	9.15	4.57	4.47	2.18	1.82	0.010	0.046	Sahr Mian	14/02/2023	KDTOL10743	NA	NA	NA	NA	NA	1
IGER	MC9488	DTOL	Angiosperm	Fabaceae	Trifolium	squamosum	<Solanum	GPB3%PVP	148.05	264.43	2.91	2.52	1.786	151.16	271.67	1.11	1.1	0.55	0.54	2.61	2.46	0.015	0.009	Sahr Mian	14/02/2023	KDTOL10744	NA	NA	NA	NA	NA	1
RBGK	MC9477	DTOL	Angiosperm	Liliaceae	Gagea	bohemica	>Pisum	GPB3%PVP	216.71	420.94	1.7	2.62	1.942	422.41	218.05	17.66	17.61	8.8	8.61	2.66	1.92	0.005	0.042	Sahr Mian	06/03/2023	KDTOL10747	NA	NA	NA	NA	NA	1
RBGK	MC9478	DTOL	Angiosperm	Plantaginaceae	Veronica	verna	<Solanum	GPB3%PVP	192.64	321.98	5.15	3.11	1.671	200.4	334.38	1.18	1.19	0.59	0.58	4.65	3.06	0.005	0.003	Sahr Mian	06/03/2023	KDTOL10750	NA	NA	NA	NA	NA	1
RBGK	MC9479	DTOL	Angiosperm	Plantaginaceae	Veronica	triphyllos	<Solanum	GPB3%PVP	201.15	314.38	5.01	3.42	1.563	209.24	324.63	1.27	1.28	0.64	0.62	4.82	3.51	0.010	0.008	Sahr Mian	06/03/2023	KDTOL10754	NA	NA	NA	NA	NA	1
RBGK	MC9480	DTOL	Angiosperm	Plantaginaceae	Veronica	praecox	<Solanum	GPB3%PVP	195.19	331.47	5.65	3.19	1.698	199.7	342.4	1.17	1.16	0.58	0.56	5.28	2.71	0.018	0.012	Sahr Mian	06/03/2023	KDTOL10758	NA	NA	NA	NA	NA	1
RBGK	MC9481	DTOL	Angiosperm	Asteraceae	Tephroseris	palustris	>Petro	GPB3%PVP	198.76	436.04	2.43	2.49	2.194	441.76	203.34	9.87	9.78	4.89	4.78	2.35	2.39	0.019	0.086	Sahr Mian	06/03/2023	KDTOL10762	NA	NA	NA	NA	NA	1
RBGK	MC9482	DTOL	Angiosperm	Brassicaceae	Thlaspi	perfoliatum	<Oryza	GPB3%PVP	223.00	348.10	6.68	2.2	1.561	225.87	349.68	1.28	1.29	0.65	0.63	6.74	3	0.018	0.015	Sahr Mian	06/03/2023	KDTOL10763	NA	NA	NA	NA	NA	1
RBGK	MC9483	DTOL	Angiosperm	Brassicaceae	Arabis	scabra	<Solanum	GPB3%PVP	145.69	338.16	5.9	3.54	2.321	150.57	352.47	0.85	0.85	0.42	0.41	5.34	2.9	0.022	0.008	Sahr Mian	06/03/2023	KDTOL10767	NA	Endopolyploidy	NA	NA	NA	1
RBGK	MC9484	DTOL	Angiosperm	Brassicaceae	Hornungia	petraea	<Solanum	GPB3%PVP	103.15	286.85	4.02	3.65	2.781	104.78	291.9	0.71	0.71	0.36	0.35	4.37	2.87	0.007	0.002	Sahr Mian	06/03/2023	KDTOL10771	NA	NA	NA	NA	NA	1
RBGK	MC9485	DTOL	Angiosperm	Ranunculaceae	Helleborus	verna subsp. occidentalis	>Pisum	GPB3%PVP	95.93	345.18	2.97	3.45	3.598	348.58	97.44	32.71	32.52	16.26	15.9	3.5	3.15	0.027	0.248	Sahr Mian	06/03/2023	KDTOL10772	NA	NA	NA	NA	NA	1
RBGK	MC9486	DTOL	Angiosperm	Asteraceae	Homogyne	alpina	>Pisum	GPB3%PVP	206.58	357.89	2.98	3.69	1.732	362.3	209.84	15.75	15.69	7.85	7.67	3.75	3.03	0.005	0.047	Sahr Mian	06/03/2023	KDTOL10773	NA	NA	NA	NA	NA	1
RBGE	DB1763	DTOL	Bryophyte	NA	Syntrichia	ruraliformis	<Oryza	OXPRO	139.23	326.19	3.01	3.54	2.343	141.47	335.89	0.85	0.84	0.42	0.41	3.02	2.89	0.027	0.01	Sahr Mian	NA	NA	NA	NA	NA	NA	NA	1
RBGE	DB1765	DTOL	Bryophyte	NA	Calliergon	giganteum	<Oryza	OXPRO	137.20	327.38	5.88	3.98	2.386	144.77	344.02	0.84	0.84	0.42	0.41	4.43	3.5	0.010	0.003	Sahr Mian	NA	NA	NA	NA	NA	NA	NA	1
