phylum	ECHabs92	scientific_name	subspecies	authority_subspecies
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Stipa danubialis		Dihoru & Roman
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Stipa styriaca		Martinovsky
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Stipa veneta		Moraldo
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Stipa zalesskii		Wilensky
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Trisetum subalpestre		(Hartman) Neuman
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Ribes sardoum		Martelli
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Hippuris tetraphylla		L. Fil.
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Hypericum aciferum		(Greuter) N.K.B. Robson
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Crocus cyprius		Boiss. et Kotschy
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Crocus hartmannianus		Holmboe
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Gladiolus palustris		Gaud.
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Iris aphylla	Iris aphylla hungarica	L. subsp. hungarica Hegi
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Iris humilis	Iris humilis arenaria	Georgi subsp. arenaria (Waldst. et Kit.) A. et D.Löve
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Juncus valvatus		Link
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Luzula arctica		Blytt
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Dracocephalum austriacum		L.
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Micromeria taygetea		P.H. Davis
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Nepeta dirphya		(Boiss.) Heldr. ex Halacsy
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Nepeta sphaciotica		P.H. Davis
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Origanum dictamnus		L.
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Phlomis brevibracteata		Turril
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Phlomis cypria		Post
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Salvia veneris		Hedge
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Sideritis cypria		Post
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Sideritis incana	Sideritis incana glauca	(Cav.) Malagarriga
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Sideritis javalambrensis		Pau
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Sideritis serrata		Cav. ex Lag.
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Teucrium lepicephalum		Pau
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Teucrium turredanum		Losa & Rivas Goday
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Thymus camphoratus		Hoffmanns. & Link
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Thymus carnosus		Boiss.
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Thymus lotocephalus		G. López & R. Morales ( Thymus cephalotos L.)
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Anthyllis hystrix		Cardona, Contandr. & E. Sierra
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Astragalus algarbiensis		Coss. ex Bunge
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Astragalus aquilanus		Anzalone
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Astragalus centralpinus		Braun-Blanquet
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Astragalus macrocarpus	Astragalus macrocarpus lefkarensis	DC. subsp. lefkarensis
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Astragalus maritimus		Moris
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Astragalus peterfii		Jáv.
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Astragalus tremolsianus		Pau
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Astragalus verrucosus		Moris
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Cytisus aeolicus		Guss. ex Lindl.
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Genista dorycnifolia		Font Quer
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Genista holopetala		(Fleischm. ex Koch) Baldacci
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Melilotus segetalis	Melilotus segetalis fallax	(Brot.) Ser. subsp. fallax Franco
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Ononis hackelii		Lange
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Trifolium saxatile		All.
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Vicia bifoliolata		J.D. Rodríguez
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Pinguicula crystallina		Sm.
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Pinguicula nevadensis		(Lindb.) Casper
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Allium grosii		Font Quer
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Androcymbium rechingeri		Greuter
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Asphodelus bento-rainhae		P. Silva
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Chionodoxa lochiae		Meikle in Kew Bull.
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Colchicum arenarium		Waldst. et Kit.
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Hyacinthoides vicentina		(Hoffmans. & Link) Rothm.
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Muscari gussonei		(Parl.) Tod.
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Scilla litardierei		Breist.
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Scilla morrisii		Meikle
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Tulipa cypria		Stapf
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Tulipa hungarica		Borbas
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Linum dolomiticum		Borbas
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Linum muelleri		Moris ( Linum maritimum muelleri )
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Lythrum flexuosum		Lag.
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Kosteletzkya pentacarpos		(L.) Ledeb.
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Najas flexilis		(Willd.) Rostk. & W.L. Schmidt
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Najas tenuissima		(A. Braun) Magnus
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Syringa josikaea		Jacq. Fil. ex Reichenb.
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Anacamptis urvilleana		Sommier et Caruana Gatto
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Calypso bulbosa		L.
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Cephalanthera cucullata		Boiss. & Heldr.
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Cypripedium calceolus		L.
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Dactylorhiza kalopissii		E. Nelson
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Gymnigritella runei		Teppner & Klein
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Himantoglossum adriaticum		Baumann
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Himantoglossum caprinum		(Bieb.) V. Koch
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Liparis loeselii		(L.) Rich.
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Ophrys kotschyi		H.Fleischm. et Soo
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Ophrys lunulata		Parl.
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Ophrys melitensis		(Salkowski) J et P Devillers-Terschuren
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Platanthera obtusata	Platanthera obtusata oligantha	(Pursh) subsp. oligantha (Turez.) Hulten
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Orobanche densiflora		Salzm. ex Reut.
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Paeonia cambessedesii		(Willk.) Willk.
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Paeonia clusii	Paeonia clusii rhodia	F.C. Stern subsp. rhodia (Stearn) Tzanoudakis
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Paeonia officinalis	Paeonia officinalis banatica	L. subsp. banatica (Rachel) Soo
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Paeonia parnassica		Tzanoudakis
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Phoenix theophrasti		Greuter
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Corydalis gotlandica		Lidén
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Papaver laestadianum		(Nordh.) Nordh.
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Papaver radicatum	Papaver radicatum hyperboreum	Rottb. subsp. hyperboreum Nordh.
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Plantago algarbiensis		Sampaio ( Plantago bracteosa (Willk.) G. Sampaio)
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Plantago almogravensis		Franco
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Armeria berlengensis		Daveau
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Armeria helodes		Martini & Pold
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Armeria neglecta		Girard
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Armeria pseudarmeria		(Murray) Mansfeld
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Armeria rouyana		Daveau
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Armeria soleirolii		(Duby) Godron
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Armeria velutina		Welw. ex Boiss. & Reuter
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Limonium dodartii	Limonium dodartii lusitanicum	(Girard) O. Kuntze subsp. lusitanicum (Daveau) Franco
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Limonium insulare		(Beg. & Landi) Arrig. & Diana
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Limonium lanceolatum		(Hoffmans. & Link) Franco
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Limonium multiflorum		Erben
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Limonium pseudolaetum		Arrig. & Diana
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Limonium strictissimum		(Salzmann) Arrig.
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Persicaria foliosa		(H. Lindb.) Kitag.
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Polygonum praelongum		Coode & Cullen
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Rumex rupestris		Le Gall
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Androsace mathildae		Levier
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Androsace pyrenaica		Lam.
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Cyclamen fatrense		Halda et Sojak
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Primula apennina		Widmer
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Primula carniolica		Jacq.
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Primula nutans		Georgi
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Primula palinuri		Petagna
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Primula scandinavica		Bruun
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Soldanella villosa		Darracq.
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Aconitum corsicum	Aconitum corsicum corsicum	Gayer ( Aconitum napellus subsp. corsicum )
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Aconitum firmum	Aconitum firmum moravicum	(Reichenb.) Neilr subsp. moravicum Skalicky
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Adonis distorta		Ten.
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Aquilegia bertolonii		Schott
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Aquilegia kitaibelii		Schott
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Aquilegia pyrenaica	Aquilegia pyrenaica cazorlensis	D.C. subsp. cazorlensis (Heywood) Galiano
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Consolida samia		P.H. Davis
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Delphinium caseyi		B.L. Burtt
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Pulsatilla grandis		Wenderoth
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Pulsatilla patens		(L.) Miller
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Pulsatilla pratensis	Pulsatilla pratensis hungarica	(L.) Miller subsp. hungarica Soo
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Pulsatilla slavica		G. Reuss.
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Pulsatilla subslavica		Futak ex Goliasova
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Pulsatilla vulgaris	Pulsatilla vulgaris gotlandica	Hill. subsp. gotlandica (Johanss.) Zaemelis & Paegle
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Ranunculus kykkoensis		Meikle
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Ranunculus lapponicus		L.
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Ranunculus weyleri		Mares
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Reseda decursiva		Forssk.
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Agrimonia pilosa		Ledebour
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Potentilla delphinensis		Gren. & Godron
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Potentilla emilii-popii		Nyárády
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Pyrus magyarica		Terpo
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Sorbus teodorii		Liljefors
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Galium cracoviense		Ehrend.
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Galium litorale		Guss.
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Galium moldavicum		(Dobrescu) Franco
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Galium sudeticum		Tausch
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Galium viridiflorum		Boiss. & Reuter
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Salix salvifolia	Salix salvifolia australis	Brot. subsp. australis Franco
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Thesium ebracteatum		Hayne
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Saxifraga berica		(Beguinot) D.A. Webb
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Saxifraga florulenta		Moretti
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Saxifraga hirculus		L.
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Saxifraga osloënsis		Knaben
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Saxifraga tombeanensis		Boiss. ex Engl.
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Antirrhinum charidemi		Lange
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Chaenorrhinum serpyllifolium	Chaenorrhinum serpyllifolium lusitanicum	(Lange) Lange subsp. lusitanicum R. Fernandes
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Euphrasia genargentea		(Feoli) Diana
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Euphrasia marchesettii		Wettst. ex Marches.
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Linaria algarviana		Chav.
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Linaria coutinhoi		Valdés
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Linaria loeselii		Schweigger
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Linaria ficalhoana		Rouy
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Linaria flava		(Poiret) Desf.
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Linaria hellenica		Turrill
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Linaria pseudolaxiflora		Lojacono
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Linaria ricardoi		Cout.
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Linaria tonzigii		Lona
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Linaria tursica		B. Valdés & Cabezudo
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Odontites granatensis		Boiss.
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Pedicularis sudetica		Willd.
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Rhinanthus oesilensis		(Ronniger & Saarsoo) Vassilcz
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Tozzia carpathica		Wol.
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Verbascum litigiosum		Samp.
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Veronica micrantha		Hoffmanns. & Link
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Veronica oetaea		L.-A. Gustavsson
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Atropa baetica		Willk.
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Daphne arbuscula		Celak
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Daphne petraea		Leybold
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Daphne rodriguezii		Texidor
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Zelkova abelicea		(Lam.) Boiss.
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Angelica heterocarpa		Lloyd
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Angelica palustris		(Besser) Hoffm.
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Apium bermejoi		Llorens
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Apium repens		(Jacq.) Lag.
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Athamanta cortiana		Ferrarini
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Bupleurum capillare		Boiss. & Heldr.
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Bupleurum kakiskalae		Greuter
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Eryngium alpinum		L.
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Eryngium viviparum		Gay
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Ferula sadleriana		Lebed.
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Hladnikia pastinacifolia		Reichenb.
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Laserpitium longiradium		Boiss.
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Naufraga balearica		Constans & Cannon
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Oenanthe conioides		Lange
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Petagnia saniculifolia		Guss.
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Rouya polygama		(Desf.) Coincy
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Seseli intricatum		Boiss.
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Seseli leucospermum		Waldst. et Kit
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Thorella verticillatinundata		(Thore) Briq.
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Centranthus trinervis		(Viv.) Beguinot
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Viola delphinantha		Boiss.
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Viola hispida		Lam.
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Viola jaubertiana		Mares & Vigineix
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Viola rupestris	Viola rupestris relicta	F.W. Schmidt subsp. relicta Jalas
Streptophyta	ECHabs92_Annex_IIb	Bruchia vogesiaca		Schwaegr. (o)
Streptophyta	ECHabs92_Annex_IIb	Bryhnia novae-angliae		(Sull & Lesq.) Grout (o)
Streptophyta	ECHabs92_Annex_IIb	Bryoerythrophyllum campylocarpum		(C. Müll.) Crum. ( Bryoerythrophyllum machadoanum (Sergio) M.O. Hill) (o)
Streptophyta	ECHabs92_Annex_IIb	Buxbaumia viridis		(Moug.) Moug. & Nestl. (o)
Streptophyta	ECHabs92_Annex_IIb	Cephalozia macounii		(Aust.) Aust. (o)
Streptophyta	ECHabs92_Annex_IIb	Cynodontium suecicum		(H. Arn. & C. Jens.) I. Hag. (o)
Streptophyta	ECHabs92_Annex_IIb	Dichelyma capillaceum		(Dicks) Myr. (o)
Streptophyta	ECHabs92_Annex_IIb	Dicranum viride		(Sull. & Lesq.) Lindb. (o)
Streptophyta	ECHabs92_Annex_IIb	Distichophyllum carinatum		Dix. & Nich. (o)
Streptophyta	ECHabs92_Annex_IIb	Drepanocladus		(Hamatocaulis) vernicosus (Mitt.) Warnst. (o)
Streptophyta	ECHabs92_Annex_IIb	Encalypta mutica		(I. Hagen) (o)
Streptophyta	ECHabs92_Annex_IIb	Hamatocaulis lapponicus		(Norrl.) Hedenäs (o)
Streptophyta	ECHabs92_Annex_IIb	Herzogiella turfacea		(Lindb.) I. Wats. (o)
Streptophyta	ECHabs92_Annex_IIb	Hygrohypnum montanum		(Lindb.) Broth. (o)
Streptophyta	ECHabs92_Annex_IIb	Jungermannia handelii		(Schiffn.) Amak. (o)
Streptophyta	ECHabs92_Annex_IIb	Mannia triandra		(Scop.) Grolle (o)
Streptophyta	ECHabs92_Annex_IIb	Marsupella profunda		Lindb. (o)
Streptophyta	ECHabs92_Annex_IIb	Meesia longiseta		Hedw. (o)
Streptophyta	ECHabs92_Annex_IIb	Nothothylas orbicularis		(Schwein.) Sull. (o)
Streptophyta	ECHabs92_Annex_IIb	Ochyraea tatrensis		Vana (o)
Streptophyta	ECHabs92_Annex_IIb	Orthothecium lapponicum		(Schimp.) C. Hartm. (o)
Streptophyta	ECHabs92_Annex_IIb	Orthotrichum rogeri		Brid. (o)
Streptophyta	ECHabs92_Annex_IIb	Petalophyllum ralfsii		(Wils.) Nees & Gott. (o)
Streptophyta	ECHabs92_Annex_IIb	Plagiomnium drummondii		(Bruch & Schimp.) T. Kop. (o)
Streptophyta	ECHabs92_Annex_IIb	Riccia breidleri		Jur. (o)
Streptophyta	ECHabs92_Annex_IIb	Riella helicophylla		(Bory & Mont.) Mont. (o)
Streptophyta	ECHabs92_Annex_IIb	Scapania massolongi		(K. Müll.) K. Müll. (o)
Streptophyta	ECHabs92_Annex_IIb	Sphagnum pylaisii		Brid. (o)
Streptophyta	ECHabs92_Annex_IIb	Tayloria rudolphiana		(Garov) B. & S. (o)
Streptophyta	ECHabs92_Annex_IIb	Tortella rigens		(N. Alberts) (o)
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Hymenophyllum maderensis		Gibby & Lovis
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Polystichum drepanum		(Sw.) C. Presl.
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Isoetes azorica		Durieu & Paiva ex Milde
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Marsilea azorica		Launert & Paiva
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Caralluma burchardii		N. E. Brown
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Ceropegia chrysantha		Svent.
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Echium candicans		L. fil.
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Echium gentianoides		Webb & Coincy
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Myosotis azorica		H.C. Watson
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Myosotis maritima		Hochst. in Seub.
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Azorina vidalii		(H.C. Watson) Feer
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Musschia aurea		(L. f.) DC.
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Musschia wollastonii		Lowe
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Sambucus palmensis		Link
