taxonKey	scientificName	acceptedTaxonKey	acceptedScientificName	numberOfOccurrences	taxonRank	taxonomicStatus	kingdom	kingdomKey	phylum	phylumKey	class	classKey	order	orderKey	family	familyKey	genus	genusKey	species	speciesKey	iucnRedListCategory
1004104	Nevianipora milneana (d'Orbigny, 1842)	1004104	Nevianipora milneana (d'Orbigny, 1842)	1	SPECIES	ACCEPTED	Animalia	1	Bryozoa	53	Stenolaemata	226	Cyclostomatida	1497	Diaperoeciidae	9588	Nevianipora	1004101	Nevianipora milneana	1004104	NE
1317122	Cardiocondyla venustula Wheeler, 1908	1317122	Cardiocondyla venustula Wheeler, 1908	19	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Cardiocondyla	1317100	Cardiocondyla venustula	1317122	NE
2252462	Terebratulina cailleti Crosse, 1865	2252462	Terebratulina cailleti Crosse, 1865	4	SPECIES	ACCEPTED	Animalia	1	Brachiopoda	110	Rhynchonellata	210	Terebratulida	509	Cancellothyrididae	3061	Terebratulina	2252458	Terebratulina cailleti	2252462	NE
2286832	Tellina punicea Born, 1778	6527913	Eurytellina punicea (Born, 1778)	1	SPECIES	SYNONYM	Animalia	1	Mollusca	52	Bivalvia	137	Cardiida	9529005	Tellinidae	3448	Eurytellina	4588818	Eurytellina punicea	6527913	NE
2293607	Perotrochus gemma F.M.Bayer, 1965	7261237	Perotrochus quoyanus quoyanus	2	SPECIES	SYNONYM	Animalia	1	Mollusca	52	Gastropoda	225	Pleurotomariida	9684115	Pleurotomariidae	6805	Perotrochus	2293603	Perotrochus quoyanus	2293608	NE
2703629	Panicum aquaticum Poir.	2703629	Panicum aquaticum Poir.	3	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Poaceae	3073	Panicum	2705064	Panicum aquaticum	2703629	NE
2868390	Caladium bicolor (Aiton) Vent.	2868390	Caladium bicolor (Aiton) Vent.	3	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Alismatales	551	Araceae	6979	Caladium	2868340	Caladium bicolor	2868390	NE
2928747	Datura metel L.	2928747	Datura metel L.	4	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Solanales	1176	Solanaceae	7717	Datura	2928734	Datura metel	2928747	NE
3988931	Lagerstroemia flos-reginae Retz.	9412642	Lagerstroemia speciosa subsp. speciosa	1	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Myrtales	690	Lythraceae	6684	Lagerstroemia	3188723	Lagerstroemia speciosa	3188724	NE
4278399	Laurencia poitei (J.V.Lamour.) M.A.Howe	6452946	Yuzurua poiteaui (J.V.Lamour.) Martin-Lescanne	2	SPECIES	SYNONYM	Plantae	6	Rhodophyta	106	Florideophyceae	342	Ceramiales	665	Rhodomelaceae	4895	Yuzurua	6452945	Yuzurua poiteaui	6452946	NE
5272485	Cladophora laetevirens (Dillwyn) Kützing	5272485	Cladophora laetevirens (Dillwyn) Kützing	7	SPECIES	ACCEPTED	Plantae	6	Chlorophyta	36	Ulvophyceae	195	Cladophorales	1362	Cladophoraceae	4854	Cladophora	2643712	Cladophora laetevirens	5272485	NE
5340379	Geophila repens (L.) I.M.Johnst.	5340379	Geophila repens (L.) I.M.Johnst.	2	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Gentianales	412	Rubiaceae	8798	Geophila	2919183	Geophila repens	5340379	NE
5353813	Arachis glabrata Benth.	5353813	Arachis glabrata Benth.	3	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fabales	1370	Fabaceae	5386	Arachis	2956684	Arachis glabrata	5353813	NE
5959839	Phyllodactylus pulcher Gray, 1828	5959839	Phyllodactylus pulcher Gray, 1828	3	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Squamata	11592253			Phyllodactylidae	5789853	Phyllodactylus	2446566	Phyllodactylus pulcher	5959839	CR
5968650	Temnonotus simplex A.Milne-Edwards, 1875	5968649	Temnonotus granulosus A.Milne-Edwards, 1875	2	SPECIES	SYNONYM	Animalia	1	Arthropoda	54	Malacostraca	229	Decapoda	637	Majidae	8147	Temnonotus	4645724	Temnonotus granulosus	5968649	NE
5970138	Cymopolia cursor A.Milne-Edwards, 1880	5178276	Palicus cursor (A.Milne-Edwards, 1880)	6	SPECIES	SYNONYM	Animalia	1	Arthropoda	54	Malacostraca	229	Decapoda	637	Palicidae	11227742	Palicus	2221560	Palicus cursor	5178276	NE
7686757	Paraleyrodes urichii Quaintance & Baker, 1913	7686757	Paraleyrodes urichii Quaintance & Baker, 1913	26	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hemiptera	809	Aleyrodidae	4304	Paraleyrodes	2012114	Paraleyrodes urichii	7686757	NE
8189568	Mugil cephalus Linnaeus, 1758	8189568	Mugil cephalus Linnaeus, 1758	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44			Mugiliformes	1067	Mugilidae	8473	Mugil	7822511	Mugil cephalus	8189568	LC
8387514	Strombus raninus Gmelin, 1791	6489915	Lobatus raninus (Gmelin, 1791)	1	SPECIES	SYNONYM	Animalia	1	Mollusca	52	Gastropoda	225	Littorinimorpha	7390893	Strombidae	7064	Lobatus	4612037	Lobatus raninus	6489915	NE
9112206	Leptinaria antillarum Shuttleworth, 1854	8134004	Leptinaria unilamellata (d'Orbigny, 1838)	3	SPECIES	SYNONYM	Animalia	1	Mollusca	52	Gastropoda	225	Stylommatophora	1456	Achatinidae	2630	Leptinaria	4598196	Leptinaria unilamellata	8134004	NE
9206565	Porites flexuosa Dana, 1846	9206565	Porites flexuosa Dana, 1846	3	SPECIES	ACCEPTED	Animalia	1	Cnidaria	43	Anthozoa	206	Scleractinia	714	Poritidae	9241	Porites	3250147	Porites flexuosa	9206565	NE
1864377	Deilephila elpenor Linnaeus, 1758	1864377	Deilephila elpenor Linnaeus, 1758	9	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Sphingidae	8868	Deilephila	1864355	Deilephila elpenor	1864377	NE
2271065	Leilaster radians (Perrier, 1881)	2271065	Leilaster radians (Perrier, 1881)	1	SPECIES	ACCEPTED	Animalia	1	Echinodermata	50	Asteroidea	214	Valvatida	810	Leilasteridae	9481	Leilaster	2271064	Leilaster radians	2271065	NE
2275519	Ophiozonella tessellata (Lyman, 1878)	2275519	Ophiozonella tessellata (Lyman, 1878)	9	SPECIES	ACCEPTED	Animalia	1	Echinodermata	50	Ophiuroidea	350	Amphilepidida	9661062	Hemieuryalidae	5681	Ophiozonella	9727557	Ophiozonella tessellata	2275519	NE
2287696	Pitar fulminatus (Menke, 1828)	2287696	Pitar fulminatus (Menke, 1828)	56	SPECIES	ACCEPTED	Animalia	1	Mollusca	52	Bivalvia	137	Venerida	9310756	Veneridae	3445	Pitar	2287694	Pitar fulminatus	2287696	NE
2303477	Glyphoturris diminuta (C.B.Adams, 1850)	2303475	Glyphoturris quadrata (Reeve, 1845)	1	SPECIES	SYNONYM	Animalia	1	Mollusca	52	Gastropoda	225	Neogastropoda	982	Mangeliidae	5857036	Glyphoturris	2303473	Glyphoturris quadrata	2303475	NE
2382517	Haemulon macrostomum Günther, 1859	2382517	Haemulon macrostomum Günther, 1859	2	SPECIES	ACCEPTED	Animalia	1	Chordata	44			Perciformes	587	Haemulidae	4276	Haemulon	2382500	Haemulon macrostomum	2382517	LC
2402953	Hoplunnis similis Smith, 1989	2402953	Hoplunnis similis Smith, 1989	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44			Anguilliformes	495	Nettastomatidae	2954	Hoplunnis	2402938	Hoplunnis similis	2402953	NE
2404869	Ichthyapus ophioneus (Evermann & Marsh, 1900)	2404869	Ichthyapus ophioneus (Evermann & Marsh, 1900)	24	SPECIES	ACCEPTED	Animalia	1	Chordata	44			Anguilliformes	495	Ophichthidae	2955	Ichthyapus	2404854	Ichthyapus ophioneus	2404869	LC
2918843	Spermacoce tenuior L.	2918843	Spermacoce tenuior L.	4	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Gentianales	412	Rubiaceae	8798	Spermacoce	2918053	Spermacoce tenuior	2918843	NE
3086412	Peperomia pellucida (L.) Kunth	3086412	Peperomia pellucida (L.) Kunth	9	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Piperales	404	Piperaceae	6678	Peperomia	3086367	Peperomia pellucida	3086412	NE
4144673	Lasiacis anomala Hitchc.	4144673	Lasiacis anomala Hitchc.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Poaceae	3073	Lasiacis	2702848	Lasiacis anomala	4144673	NE
4372332	Acrosterigma magnum (Linnaeus, 1758)	4372332	Acrosterigma magnum (Linnaeus, 1758)	5	SPECIES	ACCEPTED	Animalia	1	Mollusca	52	Bivalvia	137	Cardiida	9529005	Cardiidae	6858	Acrosterigma	2286555	Acrosterigma magnum	4372332	NE
4504485	Strumigenys membranifera Emery, 1869	1321175	Pyramica membranifera (Emery, 1869)	1	SPECIES	SYNONYM	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Pyramica	1321015	Pyramica membranifera	1321175	NE
5178625	Sergia grandis (Sund, 1920)	9664299	Phorcosergia grandis (Sund, 1920)	4	SPECIES	SYNONYM	Animalia	1	Arthropoda	54	Malacostraca	229	Decapoda	637	Sergestidae	7010	Phorcosergia	9180748	Phorcosergia grandis	9664299	NE
5178764	Actaea bifrons Rathbun, 1898	5178764	Actaea bifrons Rathbun, 1898	4	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Malacostraca	229	Decapoda	637	Xanthidae	4568	Actaea	2227733	Actaea bifrons	5178764	NE
5188085	Astrophyton muricatum (Lamarck, 1816)	5188085	Astrophyton muricatum (Lamarck, 1816)	16	SPECIES	ACCEPTED	Animalia	1	Echinodermata	50	Ophiuroidea	350	Euryalida	702	Gorgonocephalidae	5678	Astrophyton	7235339	Astrophyton muricatum	5188085	NE
5427659	Xanthomonas phaseoli	5427659	Xanthomonas phaseoli	1	SPECIES	ACCEPTED	Bacteria	3	Proteobacteria	111	Gammaproteobacteria	362	Xanthomonadales	820	Xanthomonadaceae	5611	Xanthomonas	3220012	Xanthomonas phaseoli	5427659	NE
5571405	Ficus mathewsii (Miq.) Miq.	5571405	Ficus mathewsii (Miq.) Miq.	4	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Rosales	691	Moraceae	6640	Ficus	2984588	Ficus mathewsii	5571405	LC
5970139	Palicus sicus (A.Milne-Edwards, 1880)	5970139	Palicus sicus (A.Milne-Edwards, 1880)	4	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Malacostraca	229	Decapoda	637	Palicidae	11227742	Palicus	2221560	Palicus sicus	5970139	NE
6487299	Hippoporina rutelliformis Winston & Woollacott, 2009	6487299	Hippoporina rutelliformis Winston & Woollacott, 2009	1	SPECIES	ACCEPTED	Animalia	1	Bryozoa	53	Gymnolaemata	252	Cheilostomatida	467	Bitectiporidae	5796	Hippoporina	1005085	Hippoporina rutelliformis	6487299	NE
7516623	Strombus costatus Gmelin, 1791	9578385	Macrostrombus costatus (Gmelin, 1791)	2	SPECIES	SYNONYM	Animalia	1	Mollusca	52	Gastropoda	225	Littorinimorpha	7390893	Strombidae	7064	Macrostrombus	6489924	Macrostrombus costatus	9578385	NE
9030089	Hantkenina mexicana Cushman, 1925	9030089	Hantkenina mexicana Cushman, 1925	1	SPECIES	ACCEPTED	Chromista	4	Foraminifera	8376456	Globothalamea	7434778	Rotaliida	7692889	Hantkeninidae	7499919	Hantkenina	8280098	Hantkenina mexicana	9030089	NE
9277899	Hantkenina suprasuturalis Brönnimann, 1950	9277899	Hantkenina suprasuturalis Brönnimann, 1950	1	SPECIES	ACCEPTED	Chromista	4	Foraminifera	8376456	Globothalamea	7434778	Rotaliida	7692889	Hantkeninidae	7499919	Hantkenina	8280098	Hantkenina suprasuturalis	9277899	NE
9452352	Camonea umbellata (L.) A.R.Simões & Staples	9452352	Camonea umbellata (L.) A.R.Simões & Staples	2	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Solanales	1176	Convolvulaceae	2389	Camonea	9637520	Camonea umbellata	9452352	NE
11446403	Antipathes dissecta Duchassaing de Fombressin & Michelotti, 1864	11446403	Antipathes dissecta Duchassaing de Fombressin & Michelotti, 1864	1	SPECIES	ACCEPTED	Animalia	1	Cnidaria	43	Anthozoa	206	Antipatharia	831	Antipathidae	8160	Antipathes	2258096	Antipathes dissecta	11446403	NE
2225800	Geograpsus lividus (H.Milne Edwards, 1837)	2225800	Geograpsus lividus (H.Milne Edwards, 1837)	9	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Malacostraca	229	Decapoda	637	Grapsidae	8043	Geograpsus	2225798	Geograpsus lividus	2225800	NE
2227633	Micropanope xanthiformis	2227632	Nanoplax xanthiformis (A.Milne-Edwards, 1880)	2	SPECIES	SYNONYM	Animalia	1	Arthropoda	54	Malacostraca	229	Decapoda	637	Pseudorhombilidae	4557	Nanoplax	2227631	Nanoplax xanthiformis	2227632	NE
2284819	Dentalium gouldii Dall, 1889	2284818	Paradentalium gouldii (Dall, 1889)	2	SPECIES	SYNONYM	Animalia	1	Mollusca	52	Scaphopoda	276	Dentaliida	1152	Dentaliidae	3323	Paradentalium	2284808	Paradentalium gouldii	2284818	NE
2306638	Ischnochiton pseudovirgatus Kaas, 1972	2306638	Ischnochiton pseudovirgatus Kaas, 1972	1	SPECIES	ACCEPTED	Animalia	1	Mollusca	52	Polyplacophora	346	Chitonida	8278247	Ischnochitonidae	7625	Ischnochiton	2306523	Ischnochiton pseudovirgatus	2306638	NE
2390733	Selene setapinnis (Mitchill, 1815)	2390733	Selene setapinnis (Mitchill, 1815)	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44			Perciformes	587	Carangidae	4253	Selene	2390697	Selene setapinnis	2390733	LC
2480967	Sula dactylatra Lesson, 1831	2480967	Sula dactylatra Lesson, 1831	26	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Suliformes	7192775	Sulidae	9351	Sula	2480966	Sula dactylatra	2480967	LC
2642947	Caulerpa webbiana Mont.	2642947	Caulerpa webbiana Mont.	2	SPECIES	ACCEPTED	Plantae	6	Chlorophyta	36	Ulvophyceae	195	Bryopsidales	625	Caulerpaceae	4674	Caulerpa	2642861	Caulerpa webbiana	2642947	NE
4358972	Syrnola unifasciata (Forbes, 1844)	7802627	Tibersyrnola unifasciata (Forbes, 1844)	1	SPECIES	SYNONYM	Animalia	1	Mollusca	52	Gastropoda	225			Pyramidellidae	6783	Tibersyrnola	4607390	Tibersyrnola unifasciata	7802627	NE
5181841	Calyx podatypa (de Laubenfels, 1934)	5181841	Calyx podatypa (de Laubenfels, 1934)	1	SPECIES	ACCEPTED	Animalia	1	Porifera	105	Demospongiae	199	Haplosclerida	1239	Phloeodictyidae	3914	Calyx	2245291	Calyx podatypa	5181841	NE
5662446	Cordia curassavica (Jacq.) Roem. & Schult.	4060951	Varronia curassavica Jacq.	1	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Boraginales	7226464	Cordiaceae	4930453	Varronia	7131431	Varronia curassavica	4060951	NE
6452946	Yuzurua poiteaui (J.V.Lamour.) Martin-Lescanne	6452946	Yuzurua poiteaui (J.V.Lamour.) Martin-Lescanne	3	SPECIES	ACCEPTED	Plantae	6	Rhodophyta	106	Florideophyceae	342	Ceramiales	665	Rhodomelaceae	4895	Yuzurua	6452945	Yuzurua poiteaui	6452946	NE
6507209	Drillia enae (Bartsch, 1934)	6507210	Douglassia enae Bartsch, 1934	15	SPECIES	SYNONYM	Animalia	1	Mollusca	52	Gastropoda	225	Neogastropoda	982	Drilliidae	6777	Douglassia	3243306	Douglassia enae	6507210	NE
7061273	Oxyura jamaicensis jamaicensis	7061273	Oxyura jamaicensis jamaicensis	1	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Anseriformes	1108	Anatidae	2986	Oxyura	2498299	Oxyura jamaicensis	2498305	
7341835	Setophaga petechia petechia	7341835	Setophaga petechia petechia	13	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Parulidae	5263	Setophaga	2489984	Setophaga petechia	7341834	
9054024	Discocyclina barkeri Vaughan & Cole, 1941	10369722	Neodiscocyclina barkeri (Vaughan & Cole, 1941)	14	SPECIES	SYNONYM	Chromista	4	Foraminifera	8376456	Globothalamea	7434778	Rotaliida	7692889	Orbitoclypeidae	11647824	Orbitoclypeus	4889227	Neodiscocyclina barkeri	10369722	NE
9817657	Coscinodiscus lobatus Barker & Meakin, 1946	9817657	Coscinodiscus lobatus Barker & Meakin, 1946	5	SPECIES	DOUBTFUL	Chromista	4	Ochrophyta	98	Bacillariophyceae	7947184	Coscinodiscales	1098	Coscinodiscaceae	2920	Coscinodiscus	3191512	Coscinodiscus lobatus	9817657	NE
11367332	Cassia fistula Brenan	5357107	Cassia afrofistula Brenan	1	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fabales	1370	Fabaceae	5386	Cassia	2963414	Cassia afrofistula	5357107	NE
1118163	Achryson surinamum (Linnaeus, 1767)	1118163	Achryson surinamum (Linnaeus, 1767)	2	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Coleoptera	1470	Cerambycidae	5602	Achryson	1118118	Achryson surinamum	1118163	NE
2223277	Parartemesia tropicalis Bouvier, 1905	2223273	Mesopenaeus tropicalis (Bouvier, 1905)	1	SPECIES	SYNONYM	Animalia	1	Arthropoda	54	Malacostraca	229	Decapoda	637	Solenoceridae	7011	Mesopenaeus	2223271	Mesopenaeus tropicalis	2223273	NE
2225637	Cronius ruber (Lamarck, 1818)	2225637	Cronius ruber (Lamarck, 1818)	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Malacostraca	229	Decapoda	637	Portunidae	11222513	Cronius	2225636	Cronius ruber	2225637	NE
2226151	Alpheus peasei (Armstrong, 1940)	2226151	Alpheus peasei (Armstrong, 1940)	6	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Malacostraca	229	Decapoda	637	Alpheidae	4472	Alpheus	2222298	Alpheus peasei	2226151	NE
2292812	Dentistyla asperrima (Dall, 1881)	2292812	Dentistyla asperrima (Dall, 1881)	3	SPECIES	ACCEPTED	Animalia	1	Mollusca	52	Gastropoda	225	Seguenziida	9759304	Chilodontaidae	9760249	Dentistyla	2292811	Dentistyla asperrima	2292812	NE
2301919	Niveria pediculus (Linnaeus, 1758)	4963075	Pusula pediculus (Linnaeus, 1758)	1	SPECIES	SYNONYM	Animalia	1	Mollusca	52	Gastropoda	225	Littorinimorpha	7390893	Triviidae	7061	Pusula	2301907	Pusula pediculus	4963075	NE
2302787	Olivella watermani McGinty, 1940	2302787	Olivella watermani McGinty, 1940	23	SPECIES	ACCEPTED	Animalia	1	Mollusca	52	Gastropoda	225	Neogastropoda	982	Olividae	2687	Olivella	2302757	Olivella watermani	2302787	NE
2347061	Astronesthes atlanticus Parin & Borodulina, 1996	2347061	Astronesthes atlanticus Parin & Borodulina, 1996	2	SPECIES	ACCEPTED	Animalia	1	Chordata	44			Stomiiformes	774	Stomiidae	2225	Astronesthes	2347002	Astronesthes atlanticus	2347061	LC
2350062	Acanthophacelus reticulatus (Peters, 1859)	2350050	Poecilia reticulata Peters, 1859	3	SPECIES	SYNONYM	Animalia	1	Chordata	44			Cyprinodontiformes	547	Poeciliidae	7659	Poecilia	2347767	Poecilia reticulata	2350050	NE
2659543	Laurencia papillosa (C.Agardh) Grev.	5823941	Palisada perforata (Bory) K.W.Nam	14	SPECIES	SYNONYM	Plantae	6	Rhodophyta	106	Florideophyceae	342	Ceramiales	665	Rhodomelaceae	4895	Palisada	4375909	Palisada perforata	5823941	NE
3047621	Sinapis alba L.	3047621	Sinapis alba L.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Brassicales	7225535	Brassicaceae	3112	Sinapis	3047584	Sinapis alba	3047621	NE
3169782	Rauvolfia tetraphylla L.	3169782	Rauvolfia tetraphylla L.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Gentianales	412	Apocynaceae	6701	Rauvolfia	3169769	Rauvolfia tetraphylla	3169782	LC
5178542	Coenobita clypeatus (Fabricius, 1787)	5178542	Coenobita clypeatus (Fabricius, 1787)	10	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Malacostraca	229	Decapoda	637	Coenobitidae	8033	Coenobita	7717617	Coenobita clypeatus	5178542	NE
5180109	Volvulina sigsbeei Schmidt, 1880	2235807	Cyrtaulon sigsbeei (Schmidt, 1880)	3	SPECIES	SYNONYM	Animalia	1	Porifera	105	Hexactinellida	146	Sceptrulophora	9264139	Tretodictyidae	3226	Cyrtaulon	2235806	Cyrtaulon sigsbeei	2235807	NE
5341706	Turbina corymbosa (L.) Raf.	8390235	Ipomoea corymbosa (L.) Roth	4	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Solanales	1176	Convolvulaceae	2389	Ipomoea	2928509	Ipomoea corymbosa	8390235	NE
5570706	Ficus cestrifolia Schott ex Spreng.	5570706	Ficus cestrifolia Schott ex Spreng.	2	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Rosales	691	Moraceae	6640	Ficus	2984588	Ficus cestrifolia	5570706	NE
5859631	Hypselodoris ruthae Ev.Marcus & Hughes, 1974	6519398	Felimare ruthae (Ev.Marcus & Hughes, 1974)	1	SPECIES	SYNONYM	Animalia	1	Mollusca	52	Gastropoda	225	Nudibranchia	980	Chromodorididae	7046	Felimare	2292417	Felimare ruthae	6519398	NE
6487307	Smittoidea reginae Winston & Woollacott, 2009	6487307	Smittoidea reginae Winston & Woollacott, 2009	1	SPECIES	ACCEPTED	Animalia	1	Bryozoa	53	Gymnolaemata	252	Cheilostomatida	467	Smittinidae	11246595	Smittoidea	1006621	Smittoidea reginae	6487307	NE
6501454	Mitra lenhilli Petuch, 1988	9716142	Isara lenhilli (Petuch, 1988)	1	SPECIES	SYNONYM	Animalia	1	Mollusca	52	Gastropoda	225	Neogastropoda	982	Mitridae	6773	Isara	4628734	Isara lenhilli	9716142	NE
6507123	Syntomodrillia carolinae Bartsch, 1934	6507123	Syntomodrillia carolinae Bartsch, 1934	1	SPECIES	ACCEPTED	Animalia	1	Mollusca	52	Gastropoda	225	Neogastropoda	982	Drilliidae	6777	Syntomodrillia	4603619	Syntomodrillia carolinae	6507123	NE
8338124	Struvea delicatula Kütz., 1866	7864030	Phyllodictyon anastomosans (Harv.) Kraft & M.J.Wynne	2	SPECIES	SYNONYM	Plantae	6	Chlorophyta	36	Ulvophyceae	195	Siphonocladales	1365	Boodleaceae	7725918	Phyllodictyon	7590324	Phyllodictyon anastomosans	7864030	NE
8462789	Fulica podagrica Brodkorb, 1965	8462789	Fulica podagrica Brodkorb, 1965	3	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Gruiformes	1493	Rallidae	9342	Fulica	2474376	Fulica podagrica	8462789	NE
8984109	Leucobryum martianum (Hornsch.) Hampe ex Müll.Hal.	8984109	Leucobryum martianum (Hornsch.) Hampe ex Müll.Hal.	1	SPECIES	DOUBTFUL	Plantae	6	Bryophyta	35	Bryopsida	327	Dicranales	1335	Dicranaceae	4635	Leucobryum	2675642	Leucobryum martianum	8984109	NE
9158152	Montastraea nancyi (Pandolfi, 2007)	9158152	Montastraea nancyi (Pandolfi, 2007)	10	SPECIES	ACCEPTED	Animalia	1	Cnidaria	43	Anthozoa	206	Scleractinia	714	Merulinidae	8219	Orbicella	3250181	Montastraea nancyi	9158152	NE
2226040	Homola barbata (Fabricius, 1793)	2226040	Homola barbata (Fabricius, 1793)	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Malacostraca	229	Decapoda	637	Homolidae	8045	Homola	2226033	Homola barbata	2226040	NE
2274721	Hemieuryale pustulata v.Martens, 1867	2274721	Hemieuryale pustulata v.Martens, 1867	12	SPECIES	ACCEPTED	Animalia	1	Echinodermata	50	Ophiuroidea	350	Amphilepidida	9661062	Hemieuryalidae	5681	Hemieuryale	2274719	Hemieuryale pustulata	2274721	NE
2275228	Ophiacantha scutata Lyman, 1878	2275228	Ophiacantha scutata Lyman, 1878	3	SPECIES	ACCEPTED	Animalia	1	Echinodermata	50	Ophiuroidea	350	Ophiacanthida	9659424	Ophiacanthidae	3222	Ophiacantha	2275033	Ophiacantha scutata	2275228	NE
2285818	Aequipecten muscosus (W.Wood, 1828)	2285816	Lindapecten muscosus (W.Wood, 1828)	1	SPECIES	SYNONYM	Animalia	1	Mollusca	52	Bivalvia	137	Pectinida	9250425	Pectinidae	3472	Lindapecten	2285815	Lindapecten muscosus	2285816	NE
2285842	Aequipecten phrygium (Dall, 1886)	2285841	Cryptopecten phrygium (Dall, 1886)	7	SPECIES	SYNONYM	Animalia	1	Mollusca	52	Bivalvia	137	Pectinida	9250425	Pectinidae	3472	Cryptopecten	2285840	Cryptopecten phrygium	2285841	NE
2293567	Diodora cayenensis (Lamarck, 1822)	2293567	Diodora cayenensis (Lamarck, 1822)	5	SPECIES	ACCEPTED	Animalia	1	Mollusca	52	Gastropoda	225	Lepetellida	9799313	Fissurellidae	6810	Diodora	2293544	Diodora cayenensis	2293567	NE
2398672	Abudefduf troschelii (Gill, 1862)	2398672	Abudefduf troschelii (Gill, 1862)	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44			Perciformes	587	Pomacentridae	4499	Abudefduf	2398621	Abudefduf troschelii	2398672	LC
2515915	Uromyces leptodermus Syd. & P.Syd.	2515914	Uromyces setariae-italicae Yoshino	3	SPECIES	SYNONYM	Fungi	5	Basidiomycota	34	Pucciniomycetes	270	Pucciniales	1126	Pucciniaceae	3251	Uromyces	2513550	Uromyces setariae-italicae	2515914	NE
2644557	Chaetomorpha aerea (Dillwyn) Kützing	2644592	Chaetomorpha linum (O.F.Müller) Kützing	2	SPECIES	SYNONYM	Plantae	6	Chlorophyta	36	Ulvophyceae	195	Cladophorales	1362	Cladophoraceae	4854	Chaetomorpha	8343734	Chaetomorpha linum	2644592	NE
4944880	Madracis duncani Wells, 1945	4944880	Madracis duncani Wells, 1945	15	SPECIES	ACCEPTED	Animalia	1	Cnidaria	43	Anthozoa	206	Scleractinia	714	Pocilloporidae	5174	Madracis	2259474	Madracis duncani	4944880	NE
5178456	Gennadas talismani Bouvier, 1906	5178456	Gennadas talismani Bouvier, 1906	5	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Malacostraca	229	Decapoda	637	Benthesicymidae	8028	Gennadas	2223153	Gennadas talismani	5178456	NE
5184520	Gardineria paradoxa (Pourtalès, 1868)	5184520	Gardineria paradoxa (Pourtalès, 1868)	8	SPECIES	ACCEPTED	Animalia	1	Cnidaria	43	Anthozoa	206	Scleractinia	714	Gardineriidae	8197	Gardineria	2259430	Gardineria paradoxa	5184520	NE
5187789	Ophiothrix platyactis H.L.Clark, 1939	5187789	Ophiothrix platyactis H.L.Clark, 1939	1	SPECIES	ACCEPTED	Animalia	1	Echinodermata	50	Ophiuroidea	350	Amphilepidida	9661062	Ophiotrichidae	3249433	Ophiothrix	2275832	Ophiothrix platyactis	5187789	NE
