"Order","Suborder","Family","species","Reproductive mode","Meioformula","Sex chromosome system","Ploidy level","B chromosomes","Notes","Citation",Ploidy,Chrnum,Haploid_autosome_num,Sex_chromosomes,estimated_haploid
"Coleoptera","Adephaga","Carabidae","Haptoderus cantabricus","Sexual diplodiploidy","2n=37M 18+XO","XO",NA,"","","Serrano and Galian (1998)",2,37,18,XO,19/18
"Coleoptera","Adephaga","Carabidae","Haptoderus cf. nemoralis","Sexual diplodiploidy","2n=37M 18+XO","XO",NA,"","","Serrano and Galian (1998)",2,37,18,XO,19/18
"Coleoptera","Adephaga","Carabidae","Haptoderus sp","","2n=37M","",NA,"","","Serrano and Galian (1998)",2,37,,,
"Coleoptera","Adephaga","Carabidae","Harpalus aesculans","Sexual diplodiploidy","2n=37M 18+XO","XO",NA,"","","Serrano and Yadav (1984)",2,37,18,XO,19/18
"Coleoptera","Adephaga","Carabidae","Harpalus affinis","Sexual diplodiploidy","2n=37M 18+XO","XO",NA,"","","Serrano and Yadav (1984)",2,37,18,XO,19/18
"Coleoptera","Adephaga","Carabidae","Harpalus albanicus","","2n=37M","",NA,"","","Serrano and Galian (1998)",2,37,,,
"Coleoptera","Adephaga","Carabidae","Harpalus anxius subcylindricus","Sexual diplodiploidy","2n=37M 18+XO","XO",NA,"","","Serrano and Yadav (1984)",2,37,18,XO,19/18
"Coleoptera","Adephaga","Carabidae","Harpalus atratus","Sexual diplodiploidy","2n=37M 18+XO","XO",NA,"","","Serrano and Yadav (1984)",2,37,18,XO,19/18
"Coleoptera","Adephaga","Carabidae","Harpalus attenuatus","Sexual diplodiploidy","2n=37M 18+XO","XO",NA,"","","Serrano and Yadav (1984)",2,37,18,XO,19/18
"Coleoptera","Adephaga","Carabidae","Harpalus compar","Sexual diplodiploidy","2n=37M 18+XO","XO",NA,"","","Serrano and Yadav (1984)",2,37,18,XO,19/18
"Coleoptera","Adephaga","Carabidae","Harpalus contemptus","Sexual diplodiploidy","2n=37M 18+XO","XO",NA,"","","Serrano and Yadav (1984)",2,37,18,XO,19/18
"Coleoptera","Adephaga","Carabidae","Harpalus decipiens","Sexual diplodiploidy","2n=37M 18+XO","XO",NA,"","","Serrano and Yadav (1984)",2,37,18,XO,19/18
"Coleoptera","Adephaga","Carabidae","Harpalus dimidiatus","Sexual diplodiploidy","2n=35M 17+XO","XO",NA,"","","Serrano and Yadav (1984)",2,35,17,XO,18/17
"Coleoptera","Adephaga","Carabidae","Harpalus distinguendus","Sexual diplodiploidy","2n=37M 18+XO","XO",NA,"","","Serrano and Yadav (1984)",2,37,18,XO,19/18
"Coleoptera","Adephaga","Carabidae","Harpalus ebeninus","Sexual diplodiploidy","2n=37M 18+XO","XO",NA,"","","Serrano and Yadav (1984)",2,37,18,XO,19/18
"Coleoptera","Adephaga","Carabidae","Harpalus faunus","Sexual diplodiploidy","2n=32M 15+NeoXY","NeoXY",NA,"","","Serrano and Yadav (1984)",2,32,15,NeoXY,16/16
"Coleoptera","Adephaga","Carabidae","Harpalus honestus","Sexual diplodiploidy","2n=37M 18+XO","XO",NA,"","","Serrano and Yadav (1984)",2,37,18,XO,19/18
"Coleoptera","Adephaga","Carabidae","Harpalus indicola","Sexual diplodiploidy","2n=37M 18+XO","XO",NA,"","","Serrano and Yadav (1984)",2,37,18,XO,19/18
"Coleoptera","Adephaga","Carabidae","Harpalus lethierryi aeculanus","Sexual diplodiploidy","2n=37M 18+XO","XO",NA,"","","Serrano and Galian (1998)",2,37,18,XO,19/18
"Coleoptera","Adephaga","Carabidae","Harpalus microthorax","Sexual diplodiploidy","2n=37M 18+XO","XO",NA,"","","Serrano and Galian (1998)",2,37,18,XO,19/18
"Coleoptera","Adephaga","Carabidae","Harpalus neglectus","Sexual diplodiploidy","2n=37M 18+XO","XO",NA,"","","Serrano and Yadav (1984)",2,37,18,XO,19/18
"Coleoptera","Adephaga","Carabidae","Harpalus oblitus patruelis","Sexual diplodiploidy","2n=37M 18+XO","XO",NA,"","","Serrano and Yadav (1984)",2,37,18,XO,19/18
"Coleoptera","Adephaga","Carabidae","Harpalus opacipennis","Sexual diplodiploidy","2n=37M 18+XO","XO",NA,"","","Serrano and Yadav (1984)",2,37,18,XO,19/18
"Coleoptera","Adephaga","Carabidae","Harpalus pennsylvanicus","Sexual diplodiploidy","2n=37M 18+XO","XO",NA,"","","Serrano and Yadav (1984)",2,37,18,XO,19/18
"Coleoptera","Adephaga","Carabidae","Harpalus pygmaeus","","2n=39M","",NA,"","","Serrano and Galian (1998)",2,39,,,
"Coleoptera","Adephaga","Carabidae","Harpalus rubripes","Sexual diplodiploidy","2n=37M 18+XO","XO",NA,"","","Serrano and Yadav (1984)",2,37,18,XO,19/18
"Coleoptera","Adephaga","Carabidae","Harpalus rufipes","Sexual diplodiploidy","2n=37M 18+XO","XO",NA,"yes","","Serrano and Galian (1998)",2,37,18,XO,19/18
"Coleoptera","Adephaga","Carabidae","Harpalus serripes","Sexual diplodiploidy","2n=37M 18+XO","XO",NA,"","","Serrano and Yadav (1984)",2,37,18,XO,19/18
"Coleoptera","Adephaga","Carabidae","Harpalus serripes","Sexual diplodiploidy","2n=39M 19+XO","XO",NA,"","","Serrano and Yadav (1984)",2,39,19,XO,20/19
"Coleoptera","Adephaga","Carabidae","Harpalus sp","Sexual diplodiploidy","2n=38M 18+XY","XY",NA,"","","Serrano and Galian (1998)",2,38,18,XY,19/19
"Coleoptera","Adephaga","Carabidae","Harpalus sp.","Sexual diplodiploidy","2n=38M 18+XY","XY",NA,"","","Serrano and Yadav (1984)",2,38,18,XY,19/19
"Coleoptera","Adephaga","Carabidae","Harpalus sulphuripes","Sexual diplodiploidy","2n=37M 18+XO","XO",NA,"","","Serrano and Yadav (1984)",2,37,18,XO,19/18
"Coleoptera","Adephaga","Carabidae","Harpalus tridens","Sexual diplodiploidy","2n=37M 18+XO","XO",NA,"","","Serrano and Yadav (1984)",2,37,18,XO,19/18
"Coleoptera","Adephaga","Carabidae","Harpalus wagnerii","Sexual diplodiploidy","2n=30M 14+XY","XY",NA,"","","Serrano and Yadav (1984)",2,30,14,XY,15/15
"Coleoptera","Adephaga","Carabidae","Laemostenus complatus","Sexual diplodiploidy","2n=40M/2n=40F 19+XY","XY",NA,"","","Serrano and Galian (1998)",2/2,40/40,19,XY,20/20
"Coleoptera","Adephaga","Carabidae","Laemostenus oblongus","","2n=30-60F","",NA,"","","Serrano and Galian (1998)",2,30/60,,,
"Coleoptera","Adephaga","Carabidae","Lebia atriventris","Sexual diplodiploidy","2n=31M 15+XO","XO",NA,"","","Serrano and Yadav (1984)",2,31,15,XO,16/15
"Coleoptera","Adephaga","Carabidae","Lebia cyanocephala","Sexual diplodiploidy","2n=33M 16+XO","XO",NA,"","","Serrano and Galian (1998)",2,33,16,XO,17/16
"Coleoptera","Adephaga","Carabidae","Lecanomerus sp. 1","Sexual diplodiploidy","2n=34F","",NA,"","","Galian and Moore (1994)",2,34,,,
"Coleoptera","Adephaga","Carabidae","Lestichus chloronotus","Sexual diplodiploidy","2n=37M 18+XO","XO",NA,"","","Galian and Moore (1994)",2,37,18,XO,19/18
"Coleoptera","Adephaga","Carabidae","Licinus aequatus","Sexual diplodiploidy","2n=38M 18+XY","XY",NA,"","","Serrano and Galian (1998)",2,38,18,XY,19/19
"Coleoptera","Adephaga","Carabidae","Licinus punctatulus granulatus","Sexual diplodiploidy","2n=26M 12+XY","XY",NA,"","","Serrano and Yadav (1984)",2,26,12,XY,13/13
"Coleoptera","Adephaga","Carabidae","Licinus punctatulus punctatulus","Sexual diplodiploidy","2n=26M 12+XY","XY",NA,"","","Serrano and Yadav (1984)",2,26,12,XY,13/13
"Coleoptera","Adephaga","Carabidae","Lionychus albonotatus","Sexual diplodiploidy","2n=33M 16+XO","XO",NA,"","","Serrano and Galian (1998)",2,33,16,XO,17/16
"Coleoptera","Adephaga","Carabidae","Lionyehus albonotatus","Sexual diplodiploidy","2n=33M 16+XO","XO",NA,"","","Serrano and Yadav (1984)",2,33,16,XO,17/16
"Coleoptera","Adephaga","Carabidae","Lophyra cate","Sexual diplodiploidy","2n=23M 10+XXY","XXY",NA,"","","Serrano and Yadav (1984)",2,23,10,XXY,12/11
"Coleoptera","Adephaga","Carabidae","Lophyra flexuosa","Sexual diplodiploidy","2n=22M/2n=24F 9+XXXY","XXXY",NA,"","","Proenca and Galian (2003)",2/2,22/24,9,XXXY,12/10
"Coleoptera","Adephaga","Carabidae","Lophyridia lunulata","Sexual diplodiploidy","2n=22M/2n=24F 9+XXXY","XXXY",NA,"","","Serrano and Yadav (1984)",2/2,22/24,9,XXXY,12/10
"Coleoptera","Adephaga","Carabidae","Loricera pilicornis","Sexual diplodiploidy","2n=19M","",NA,"","","Serrano and Yadav (1984)",2,19,,,
"Coleoptera","Adephaga","Carabidae","Loxandrus sp. 1","Sexual diplodiploidy","2n=35M 17+XO","XO",NA,"","","Galian and Moore (1994)",2,35,17,XO,18/17
"Coleoptera","Adephaga","Carabidae","Loxandrus sp. 2","Sexual diplodiploidy","2n=35M 17+XO","XO",NA,"","","Galian and Moore (1994)",2,35,17,XO,18/17
"Coleoptera","Adephaga","Carabidae","Loxandrus sp. 3","Sexual diplodiploidy","2n=33M","",NA,"","","Galian and Moore (1994)",2,33,,,
"Coleoptera","Adephaga","Carabidae","Loxoncus microgonus","Sexual diplodiploidy","2n=38M 18+Xyp","Xyp",NA,"","","Serrano and Yadav (1984)",2,38,18,Xyp,19/19
"Coleoptera","Adephaga","Carabidae","Macrocheilus trimaculatus","Sexual diplodiploidy","2n=34M 16+XY","XY",NA,"","","Serrano and Yadav (1984)",2,34,16,XY,17/17
"Coleoptera","Adephaga","Carabidae","Mantichora amigdaloides","Sexual diplodiploidy","2n=38M 18+XY","XY",NA,"","","Galian,Hogan,and Vogler (2002)",2,38,18,XY,19/19
"Coleoptera","Adephaga","Carabidae","Masoreus wetterhallii","Sexual diplodiploidy","2n=35M 17+XO","XO",NA,"","","Serrano and Galian (1998)",2,35,17,XO,18/17
"Coleoptera","Adephaga","Carabidae","Mecyclothorax lewisensis","Sexual diplodiploidy","2n=23M 11+XO","XO",NA,"","","Galian and Moore (1994)",2,23,11,XO,12/11
"Coleoptera","Adephaga","Carabidae","Mecyclothorax punctipennis","Sexual diplodiploidy","2n=16M 7+XY","XY",NA,"","","Galian and Moore (1994)",2,16,7,XY,8/8
"Coleoptera","Adephaga","Carabidae","Megacephala brasiliensis","Sexual diplodiploidy","2n=12M/2n=12F 5+XY","XY",NA,"","","Proenca,Serrano,and Collares-Pereira (2002)",2/2,12/12,5,XY,6/6
"Coleoptera","Adephaga","Carabidae","Megacephala cruciata","Sexual diplodiploidy","2n=31M/2n=32F 15+XO","XO",NA,"","","Proenca,Collares-Pereira,and Serrano (2005)",2/2,31/32,15,XO,16/15
"Coleoptera","Adephaga","Carabidae","Megacephala euphratica","Sexual diplodiploidy","2n=31M 15+XO","XO",NA,"","","Serrano and Galian (1998)",2,31,15,XO,16/15
"Coleoptera","Adephaga","Carabidae","Megacephala rutilans","Sexual diplodiploidy","2n=23M 11+XO","XO",NA,"","","Proenca,Collares-Pereira,and Serrano (2005)",2,23,11,XO,12/11
"Coleoptera","Adephaga","Carabidae","Megacephala rutilans","Sexual diplodiploidy","2n=25M/2n=26F 12+XO","XO",NA,"","","Proenca,Collares-Pereira,and Serrano (2005)",2/2,25/26,12,XO,13/12
"Coleoptera","Adephaga","Carabidae","Megacephala sobri","Sexual diplodiploidy","2n=29M/2n=30F 14+XO","XO",NA,"","","Proenca,Collares-Pereira,and Serrano (2005)",2/2,29/30,14,XO,15/14
"Coleoptera","Adephaga","Carabidae","Melanius anthracinus","Sexual diplodiploidy","2n=37M 18+XO","XO",NA,"","","Yadav,Lyapunova,Korablev,Baklushiskaya-Yani,and Vorontosov (1991)",2,37,18,XO,19/18
"Coleoptera","Adephaga","Carabidae","Melanius gracilis","Sexual diplodiploidy","2n=37M 18+XO","XO",NA,"","","Yadav,Lyapunova,Korablev,Baklushiskaya-Yani,and Vorontosov (1991)",2,37,18,XO,19/18
"Coleoptera","Adephaga","Carabidae","Melanius minus","Sexual diplodiploidy","2n=37M 18+XO","XO",NA,"","","Yadav,Lyapunova,Korablev,Baklushiskaya-Yani,and Vorontosov (1991)",2,37,18,XO,19/18
"Coleoptera","Adephaga","Carabidae","Melanius nigrita","Sexual diplodiploidy","2n=41M 20+XO","XO",NA,"","","Yadav,Lyapunova,Korablev,Baklushiskaya-Yani,and Vorontosov (1991)",2,41,20,XO,21/20
"Coleoptera","Adephaga","Carabidae","Melanius nigrita","Sexual diplodiploidy","2n=40M 19+XY","XY",NA,"","","Yadav,Lyapunova,Korablev,Baklushiskaya-Yani,and Vorontosov (1991)",2,40,19,XY,20/20
"Coleoptera","Adephaga","Carabidae","Melanius nigrita","Sexual diplodiploidy","2n=40M 19+XY","XY",NA,"","","Yadav,Lyapunova,Korablev,Baklushiskaya-Yani,and Vorontosov (1991)",2,40,19,XY,20/20
"Coleoptera","Adephaga","Carabidae","Melanius nigrita","Sexual diplodiploidy","2n=46M 22+XY","XY",NA,"","","Yadav,Lyapunova,Korablev,Baklushiskaya-Yani,and Vorontosov (1991)",2,46,22,XY,23/23
"Coleoptera","Adephaga","Carabidae","Melanius nigrita","Sexual diplodiploidy","2n=43M","",NA,"","","Yadav,Lyapunova,Korablev,Baklushiskaya-Yani,and Vorontosov (1991)",2,43,,,
"Coleoptera","Adephaga","Carabidae","Melanius nigrita","Sexual diplodiploidy","2n=51M","",NA,"","","Yadav,Lyapunova,Korablev,Baklushiskaya-Yani,and Vorontosov (1991)",2,51,,,
"Coleoptera","Adephaga","Carabidae","Melanius rhaeticus","Sexual diplodiploidy","2n=43M","",NA,"","","Yadav,Lyapunova,Korablev,Baklushiskaya-Yani,and Vorontosov (1991)",2,43,,,
"Coleoptera","Adephaga","Carabidae","Melanius rhaeticus","Sexual diplodiploidy","2n=46M","",NA,"","","Yadav,Lyapunova,Korablev,Baklushiskaya-Yani,and Vorontosov (1991)",2,46,,,
"Coleoptera","Adephaga","Carabidae","Microlestes abeillei","Sexual diplodiploidy","2n=31M 15+XO","XO",NA,"","","Serrano and Galian (1998)",2,31,15,XO,16/15
"Coleoptera","Adephaga","Carabidae","Microlestes gallicus","Sexual diplodiploidy","2n=31M 15+XO","XO",NA,"","","Serrano and Yadav (1984)",2,31,15,XO,16/15
"Coleoptera","Adephaga","Carabidae","Microlestes luctuosos","Sexual diplodiploidy","2n=31M 15+XO","XO",NA,"","","Serrano and Yadav (1984)",2,31,15,XO,16/15
"Coleoptera","Adephaga","Carabidae","Microlestes negrita","Sexual diplodiploidy","2n=31M 15+XO","XO",NA,"","","Serrano and Yadav (1984)",2,31,15,XO,16/15
"Coleoptera","Adephaga","Carabidae","Myriochile fastidiosa","Sexual diplodiploidy","2n=23M 10+XXY","XXY",NA,"","","Serrano and Yadav (1984)",2,23,10,XXY,12/11
"Coleoptera","Adephaga","Carabidae","Myriochile melancholica","Sexual diplodiploidy","2n=22M 9+XXXY","XXXY",NA,"","","Galian,Ortiz,and Serrano (1990b)",2,22,9,XXXY,12/10
"Coleoptera","Adephaga","Carabidae","Myriochile undulata","Sexual diplodiploidy","2n=25M 11+XXY","XXY",NA,"","","Serrano and Yadav (1984)",2,25,11,XXY,13/12
"Coleoptera","Adephaga","Carabidae","Mystropomus subcostatus","Sexual diplodiploidy","2n=43M","",NA,"","","Galian and Moore (1994)",2,43,,,
"Coleoptera","Adephaga","Carabidae","Nebria asturiensis","","2n=42M","",NA,"","","Serrano and Galian (1998)",2,42,,,
"Coleoptera","Adephaga","Carabidae","Nebria belloti","","2n=38M","",NA,"","","Serrano and Galian (1998)",2,38,,,
"Coleoptera","Adephaga","Carabidae","Nebria brevicollis","Sexual diplodiploidy","2n=30M","",NA,"","","Serrano and Yadav (1984)",2,30,,,
"Coleoptera","Adephaga","Carabidae","Nebria dilatata","Sexual diplodiploidy","2n=52M","",NA,"","","Serrano and Yadav (1984)",2,52,,,
"Coleoptera","Adephaga","Carabidae","Nebria expansus","","2n=46M","",NA,"","","Serrano and Galian (1998)",2,46,,,
"Coleoptera","Adephaga","Carabidae","Nebria fulvibarbis","","2n=40M","",NA,"","","Serrano and Galian (1998)",2,40,,,
"Coleoptera","Adephaga","Carabidae","Nebria gyllenhali","","2n=34-35M","",NA,"","","Serrano and Galian (1998)",2,34/35,,,
"Coleoptera","Adephaga","Carabidae","Nebria livida","","2n=34M","",NA,"","","Serrano and Galian (1998)",2,34,,,
"Coleoptera","Adephaga","Carabidae","Nebria picicornis","","2n=46M","",NA,"","","Serrano and Galian (1998)",2,46,,,
"Coleoptera","Adephaga","Carabidae","Nebria rubicunda","","2n=46M","",NA,"","","Serrano and Galian (1998)",2,46,,,
"Coleoptera","Adephaga","Carabidae","Nebria sali","Sexual diplodiploidy","2n=42M","",NA,"","","Serrano and Yadav (1984)",2,42,,,
"Coleoptera","Adephaga","Carabidae","Neocollyris crassicornis","Sexual diplodiploidy","2n=27M 12+XXY","XXY",NA,"","","Serrano and Galian (1998)",2,27,12,XXY,14/13
"Coleoptera","Adephaga","Carabidae","Neocollyris fuscitarsis","Sexual diplodiploidy","2n=27M 12+XXY","XXY",NA,"","","Serrano and Galian (1998)",2,27,12,XXY,14/13
"Coleoptera","Adephaga","Carabidae","Neocollyris redtenbacheri","Sexual diplodiploidy","2n=27M 12+XXY","XXY",NA,"","","Serrano and Galian (1998)",2,27,12,XXY,14/13
"Coleoptera","Adephaga","Carabidae","Neocollyris sp. 1","Sexual diplodiploidy","2n=28M 12+XXXY","XXXY",NA,"","","Galian,Hogan,and Vogler (2002)",2,28,12,XXXY,15/13
"Coleoptera","Adephaga","Carabidae","Nesarpalus fortutus","","2n=37M","",NA,"","","Serrano and Galian (1998)",2,37,,,
"Coleoptera","Adephaga","Carabidae","Nesarpalus sanctaecrucis","Sexual diplodiploidy","2n=37M 18+XO","XO",NA,"","","Serrano and Yadav (1984)",2,37,18,XO,19/18
"Coleoptera","Adephaga","Carabidae","Notagonum sp. 1","Sexual diplodiploidy","2n=28M 13+XY","XY",NA,"","","Galian and Moore (1994)",2,28,13,XY,14/14
"Coleoptera","Adephaga","Carabidae","Notagonum submetalicum","Sexual diplodiploidy","","",NA,"","","Galian and Moore (1994)",,,,,
"Coleoptera","Adephaga","Carabidae","Notiobia germari","Sexual diplodiploidy","2n=41M 20+XO","XO",NA,"","","Galian and Moore (1994)",2,41,20,XO,21/20
"Coleoptera","Adephaga","Carabidae","Notiobia melaria","Sexual diplodiploidy","2n=37M 18+XO","XO",NA,"","","Galian and Moore (1994)",2,37,18,XO,19/18
"Coleoptera","Adephaga","Carabidae","Notiobia schnusei","Sexual diplodiploidy","2n=37M","",NA,"","","Serrano and Yadav (1984)",2,37,,,
"Coleoptera","Adephaga","Carabidae","Notiophilus quadripunctatus","Sexual diplodiploidy","2n=24M","",NA,"","","Serrano and Yadav (1984)",2,24,,,
"Coleoptera","Adephaga","Carabidae","Notonomus bodeae","Sexual diplodiploidy","2n=37M 18+XO","XO",NA,"yes","","Galian and Moore (1994)",2,37,18,XO,19/18
"Coleoptera","Adephaga","Carabidae","Notonomus flos","Sexual diplodiploidy","2n=35M 17+XO","XO",NA,"","","Galian and Moore (1994)",2,35,17,XO,18/17
"Coleoptera","Adephaga","Carabidae","Notonomus hopsoni","Sexual diplodiploidy","2n=35M","",NA,"","","Galian and Moore (1994)",2,35,,,
"Coleoptera","Adephaga","Carabidae","Notonomus macoyi","Sexual diplodiploidy","2n=35M 17+XO","XO",NA,"","","Galian and Moore (1994)",2,35,17,XO,18/17
"Coleoptera","Adephaga","Carabidae","Notonomus margitus","Sexual diplodiploidy","2n=35M/2n=36F 17+XO","XO",NA,"","","Galian and Moore (1994)",2/2,35/36,17,XO,18/17
"Coleoptera","Adephaga","Carabidae","Notonomus masculinus","Sexual diplodiploidy","2n=35M/2n=36F 17+XO","XO",NA,"","","Galian and Moore (1994)",2/2,35/36,17,XO,18/17
"Coleoptera","Adephaga","Carabidae","Notonomus mediosulcatus","Sexual diplodiploidy","2n=56F","",NA,"","","Galian and Moore (1994)",2,56,,,
"Coleoptera","Adephaga","Carabidae","Notonomus muelleri","Sexual diplodiploidy","2n=33M 16+XO","XO",NA,"yes","","Galian and Moore (1994)",2,33,16,XO,17/16
"Coleoptera","Adephaga","Carabidae","Notonomus obscurus","Sexual diplodiploidy","2n=29M 14+XO","XO",NA,"","","Galian and Moore (1994)",2,29,14,XO,15/14
"Coleoptera","Adephaga","Carabidae","Notonomus opulentus","Sexual diplodiploidy","2n=35M 17+XO","XO",NA,"yes","","Galian and Moore (1994)",2,35,17,XO,18/17
"Coleoptera","Adephaga","Carabidae","Notonomus peronii","Sexual diplodiploidy","2n=30M 14+XY","XY",NA,"","","Galian and Moore (1994)",2,30,14,XY,15/15
"Coleoptera","Adephaga","Carabidae","Notonomus philippi","Sexual diplodiploidy","2n=35M 17+XO","XO",NA,"","","Galian and Moore (1994)",2,35,17,XO,18/17
"Coleoptera","Adephaga","Carabidae","Notonomus phillipsii","Sexual diplodiploidy","2n=45M 22+XO","XO",NA,"yes","","Galian and Moore (1994)",2,45,22,XO,23/22
"Coleoptera","Adephaga","Carabidae","Notonomus pluripunctatus","Sexual diplodiploidy","2n=35M 17+XO","XO",NA,"","","Galian and Moore (1994)",2,35,17,XO,18/17
"Coleoptera","Adephaga","Carabidae","Notonomus rainbowi","Sexual diplodiploidy","2n=35M 17+XO","XO",NA,"","","Galian and Moore (1994)",2,35,17,XO,18/17
"Coleoptera","Adephaga","Carabidae","Notonomus satrapa","Sexual diplodiploidy","2n=35M 17+XO","XO",NA,"","","Galian and Moore (1994)",2,35,17,XO,18/17
"Coleoptera","Adephaga","Carabidae","Notonomus taylori","Sexual diplodiploidy","2n=35M","",NA,"","","Galian and Moore (1994)",2,35,,,
"Coleoptera","Adephaga","Carabidae","Notonomus triplogenioides","Sexual diplodiploidy","2n=42F","",NA,"","","Galian and Moore (1994)",2,42,,,
"Coleoptera","Adephaga","Carabidae","Notonomus variicollis","Sexual diplodiploidy","2n=35M 17+XO","XO",NA,"","","Galian and Moore (1994)",2,35,17,XO,18/17
"Coleoptera","Adephaga","Carabidae","Odacantha melanura","","2n=24M","",NA,"","","Serrano and Galian (1998)",2,24,,,
"Coleoptera","Adephaga","Carabidae","Odontocarus cephalotes","","2n=40M","",NA,"","","Serrano and Galian (1998)",2,40,,,
"Coleoptera","Adephaga","Carabidae","Odontocheila confusa","Sexual diplodiploidy","2n=22M/2n=22F 10+XY","XY",NA,"yes","","Proenca,Serrano,and Collares-Pereira (2002)",2/2,22/22,10,XY,11/11
"Coleoptera","Adephaga","Carabidae","Odontocheila nodicornis","Sexual diplodiploidy","2n=35M/2n=36F 17+XO","XO",NA,"","","Proenca,Serrano,and Collares-Pereira (2002)",2/2,35/36,17,XO,18/17
"Coleoptera","Adephaga","Carabidae","Olisthopus glabratus","Sexual diplodiploidy","2n=41M","",NA,"","","Serrano and Yadav (1984)",2,41,,,
"Coleoptera","Adephaga","Carabidae","Omaseidius melarius","Sexual diplodiploidy","2n=37M/2n=38F 18+XO","XO",NA,"","","Yadav,Lyapunova,Korablev,Baklushiskaya-Yani,and Vorontosov (1991)",2/2,37/38,18,XO,19/18
"Coleoptera","Adephaga","Carabidae","Omaseus atterrimus","Sexual diplodiploidy","2n=37M 18+XO","XO",NA,"","","Yadav,Lyapunova,Korablev,Baklushiskaya-Yani,and Vorontosov (1991)",2,37,18,XO,19/18
"Coleoptera","Adephaga","Carabidae","Omaseus atterrimus","Sexual diplodiploidy","2n=41M 20+XO","XO",NA,"","","Yadav,Lyapunova,Korablev,Baklushiskaya-Yani,and Vorontosov (1991)",2,41,20,XO,21/20
"Coleoptera","Adephaga","Carabidae","Omaseus elongatus","Sexual diplodiploidy","2n=37M 18+XO","XO",NA,"","","Yadav,Lyapunova,Korablev,Baklushiskaya-Yani,and Vorontosov (1991)",2,37,18,XO,19/18
"Coleoptera","Adephaga","Carabidae","Omaseus elongatus","Sexual diplodiploidy","2n=37M","",NA,"yes","","Yadav,Lyapunova,Korablev,Baklushiskaya-Yani,and Vorontosov (1991)",2,37,,,
"Coleoptera","Adephaga","Carabidae","Omaseus nigerimus","Sexual diplodiploidy","2n=37M 18+XO","XO",NA,"","","Yadav,Lyapunova,Korablev,Baklushiskaya-Yani,and Vorontosov (1991)",2,37,18,XO,19/18
"Coleoptera","Adephaga","Carabidae","Omophron limbatum","Sexual diplodiploidy","2n=36M 17+XY","XY",NA,"","","Serrano and Galian (1998)",2,36,17,XY,18/18
"Coleoptera","Adephaga","Carabidae","Omophron ovale","Sexual diplodiploidy","2n=36M 17+XY","XY",NA,"","","Serrano and Galian (1998)",2,36,17,XY,18/18
"Coleoptera","Adephaga","Carabidae","Omphra sp","Sexual diplodiploidy","2n=19M 9+XO","XO",NA,"","","Serrano and Galian (1998)",2,19,9,XO,10/9
"Coleoptera","Adephaga","Carabidae","Omus californicus","Sexual diplodiploidy","2n=36M 17+XY","XY",NA,"","","Galian,Hogan,and Vogler (2002)",2,36,17,XY,18/18
"Coleoptera","Adephaga","Carabidae","Omus dejeani","Sexual diplodiploidy","2n=36M 17+XY","XY",NA,"","","Galian,Hogan,and Vogler (2002)",2,36,17,XY,18/18
"Coleoptera","Adephaga","Carabidae","Oodes helopiodes","","2n=30M","",NA,"","","Serrano and Galian (1998)",2,30,,,
"Coleoptera","Adephaga","Carabidae","Oodes modestus","Sexual diplodiploidy","2n=38F","",NA,"","","Galian and Moore (1994)",2,38,,,
"Coleoptera","Adephaga","Carabidae","Oodes monticola","Sexual diplodiploidy","2n=22M 10+XY","XY",NA,"","","Serrano and Galian (1998)",2,22,10,XY,11/11
"Coleoptera","Adephaga","Carabidae","Oodes parallelus","Sexual diplodiploidy","2n=24M 11+XY","XY",NA,"","","Serrano and Galian (1998)",2,24,11,XY,12/12
"Coleoptera","Adephaga","Carabidae","Ophonus ardosiacus","Sexual diplodiploidy","2n=37M 18+XO","XO",NA,"","","Serrano and Galian (1998)",2,37,18,XO,19/18
"Coleoptera","Adephaga","Carabidae","Ophonus azureus","Sexual diplodiploidy","2n=37M 18+XO","XO",NA,"","","Serrano and Yadav (1984)",2,37,18,XO,19/18
"Coleoptera","Adephaga","Carabidae","Ophonus cordatus","Sexual diplodiploidy","2n=37M 18+XO","XO",NA,"","","Serrano and Yadav (1984)",2,37,18,XO,19/18
"Coleoptera","Adephaga","Carabidae","Ophonus diffinis","Sexual diplodiploidy","2n=37M 18+XO","XO",NA,"","","Serrano and Yadav (1984)",2,37,18,XO,19/18
"Coleoptera","Adephaga","Carabidae","Ophonus incisus","","2n=37M","",NA,"","","Serrano and Galian (1998)",2,37,,,
"Coleoptera","Adephaga","Carabidae","Ophonus longicollis","Sexual diplodiploidy","2n=37M","",NA,"","","Serrano and Yadav (1984)",2,37,,,
"Coleoptera","Adephaga","Carabidae","Ophonus parallelus","Sexual diplodiploidy","2n=37M 18+XO","XO",NA,"","","Serrano and Yadav (1984)",2,37,18,XO,19/18
"Coleoptera","Adephaga","Carabidae","Ophonus rufibarbis","","2n=37M","",NA,"","","Serrano and Galian (1998)",2,37,,,
"Coleoptera","Adephaga","Carabidae","Ophonus rufipes","Sexual diplodiploidy","2n=37M 18+XO","XO",NA,"yes","","Serrano and Yadav (1984)",2,37,18,XO,19/18
"Coleoptera","Adephaga","Carabidae","Ophonus sabulicola hispanus","","2n=37M","",NA,"","","Serrano and Galian (1998)",2,37,,,
"Coleoptera","Adephaga","Carabidae","Ophonus similis","Sexual diplodiploidy","2n=37M 18+XO","XO",NA,"","","Serrano and Yadav (1984)",2,37,18,XO,19/18
