Order	Family	Genus	Species	species author	infraspecific	common name	Hybrid	Sexual system	selfing	Growth Form	Woodiness count	Life_Form	gametophytic	gametophytic_min	sporophytic	sporophytic_min	karyotype	mol_basis	genotypic
Cucurbitales	Begoniaceae	Begonia	admirabilis	Brade				monoecy		herb									
Cucurbitales	Begoniaceae	Begonia	adpressa	Sosef				monoecy		herb		perennial							
Cucurbitales	Begoniaceae	Begonia	adscendens	C.B.Clarke				monoecy		herb		perennial							
Cucurbitales	Begoniaceae	Begonia	aenea	Linden & André				monoecy		herb		perennial							
Cucurbitales	Begoniaceae	Begonia	aequata	A.Gray						herb		perennial							
Cucurbitales	Begoniaceae	Begonia	aequatorialis	L.B.Sm. & B.G.Schub.				monoecy		herb									
Cucurbitales	Begoniaceae	Begonia	aequilateralis	Irmsch.				monoecy		herb		perennial							
Cucurbitales	Begoniaceae	Begonia	aeranthos	L.B.Sm. & B.G.Schub.				monoecy		herb		perennial							
Cucurbitales	Begoniaceae	Begonia	affinis	Merr.						herb		perennial							
Cucurbitales	Begoniaceae	Begonia	aggeloptera	N.Hall				monoecy		herb		perennial							
Cucurbitales	Begoniaceae	Begonia	agusanensis	Merr.						herb		perennial							
Cucurbitales	Begoniaceae	Begonia	alba	Merr.				monoecy		herb		perennial							
Cucurbitales	Begoniaceae	Begonia	albidula	Brade				monoecy		herb									
Cucurbitales	Begoniaceae	Begonia	albobracteata	Ridl.						herb		perennial							
Cucurbitales	Begoniaceae	Begonia	albococcinea	Hook.				monoecy		herb		perennial							
Cucurbitales	Begoniaceae	Begonia	albomaculata	C.DC. ex Huber															
Cucurbitales	Begoniaceae	Begonia	alcarrasica	J.Sierra				monoecy		herb									
Cucurbitales	Begoniaceae	Begonia	alchemilloides	A.DC.				monoecy		herb									
Cucurbitales	Begoniaceae	Begonia	algaia	L.B.Sm. & Wassh.				monoecy		herb		perennial							
Cucurbitales	Begoniaceae	Begonia	alice-clarkae	Ziesenh.				monoecy		herb		perennial			28	28			
Cucurbitales	Begoniaceae	Begonia	aliciae	C.E.C.Fisch.				monoecy		herb		perennial							
Cucurbitales	Begoniaceae	Begonia	alicida	C.B.Clarke				monoecy		herb		perennial							
Cucurbitales	Begoniaceae	Begonia	almedana	Burt-Utley & Utley															
Cucurbitales	Begoniaceae	Begonia	alnifolia	A.DC.				monoecy		herb		perennial							
Cucurbitales	Begoniaceae	Begonia	alpina	L.B.Sm. & Wassh.				monoecy		herb		perennial							
Cucurbitales	Begoniaceae	Begonia	altamiroi	Brade				monoecy		herb		perennial							
Cucurbitales	Begoniaceae	Begonia	altissima	Ridl.						herb		perennial							
Cucurbitales	Begoniaceae	Begonia	altoperuviana	A.DC.				monoecy		herb		perennial							
Cucurbitales	Begoniaceae	Begonia	alvarezii	Merr.				monoecy		herb		perennial							
Cucurbitales	Begoniaceae	Begonia	alveolata	T.T.Yu				monoecy		herb		perennial							
Cucurbitales	Begoniaceae	Begonia	amphioxus	Sands				monoecy		herb									
Cucurbitales	Begoniaceae	Begonia	ampla	Hook.f.				monoecy		herb		perennial			36-40	36			
Cucurbitales	Begoniaceae	Begonia	anaimalaiensis	Bedd.															
Cucurbitales	Begoniaceae	Begonia	andamensis	Parish ex C.B.Clarke				monoecy		herb		perennial							
Cucurbitales	Begoniaceae	Begonia	andersonii	Kiew & S.Julia															
Cucurbitales	Begoniaceae	Begonia	andina	Rusby				monoecy		herb		perennial							
Cucurbitales	Begoniaceae	Begonia	androrangensis	Humbert				monoecy		herb		perennial							
Cucurbitales	Begoniaceae	Begonia	anemoniflora	Irmsch.				monoecy		herb									
Cucurbitales	Begoniaceae	Begonia	angilogensis	Merr.															
Cucurbitales	Begoniaceae	Begonia	angolensis	Irmsch.				monoecy		herb		perennial							
Cucurbitales	Begoniaceae	Begonia	angraensis	Brade				dioecy		herb		perennial			56	56			
Cucurbitales	Begoniaceae	Begonia	angularis	Raddi				monoecy		herb		perennial							
Cucurbitales	Begoniaceae	Begonia	angulata	Vell.				monoecy		herb		perennial							
Cucurbitales	Begoniaceae	Begonia	angustilimba	Merr.						herb		perennial							
Cucurbitales	Begoniaceae	Begonia	angustiloba	A.DC.				monoecy		herb									
Cucurbitales	Begoniaceae	Begonia	anisoptera	Merr.				monoecy		herb		perennial							
Cucurbitales	Begoniaceae	Begonia	anisosepala	Hook.f.				monoecy		herb		perennial							
Cucurbitales	Begoniaceae	Begonia	anjuanensis	Humbert ex Aymonin & Bosser				monoecy		herb		perennial							
Cucurbitales	Begoniaceae	Begonia	ankaranensis	Humbert ex Aymonin & Bosser				monoecy		herb	1;0;0	perennial							
Cucurbitales	Begoniaceae	Begonia	annobonensis	A.DC.				monoecy		herb		annual			22	22			
Cucurbitales	Begoniaceae	Begonia	annulata	K.Koch				monoecy		herb		perennial							
Cucurbitales	Begoniaceae	Begonia	anodifolia	A.DC.				monoecy		herb									
Cucurbitales	Begoniaceae	Begonia	antaisaka	Humbert															
Cucurbitales	Begoniaceae	Begonia	anthonyi	Kiew															
Cucurbitales	Begoniaceae	Begonia	antongilensis	Humbert				monoecy		herb		perennial							
Cucurbitales	Begoniaceae	Begonia	antsingyensis	Humbert ex Aymonin & Bosser				monoecy		herb		perennial							
Cucurbitales	Begoniaceae	Begonia	antsiranensis	Aymonin & Bosser				monoecy		herb		perennial							
Cucurbitales	Begoniaceae	Begonia	apayaoensis	Merr.						herb		perennial							
Cucurbitales	Begoniaceae	Begonia	apparicioi	Brade				monoecy		herb		perennial							
Cucurbitales	Begoniaceae	Begonia	aptera	Blume				monoecy		herb		perennial	11;11	11	22	22			
Cucurbitales	Begoniaceae	Begonia	arachnoidea	C.I. Peng Y. Liu & S.M. Ku															
Cucurbitales	Begoniaceae	Begonia	arborescens	Raddi				monoecy		herb		perennial							
Cucurbitales	Begoniaceae	Begonia	arboreta	Y.M.Shui						herb									
Cucurbitales	Begoniaceae	Begonia	archboldiana	Merr. & L.M.Perry															
Cucurbitales	Begoniaceae	Begonia	areolata	Miq.				monoecy		herb		perennial							
Cucurbitales	Begoniaceae	Begonia	arfakensis	(Gibbs) L.L.Forrest & Hollingsw.															
Cucurbitales	Begoniaceae	Begonia	argentea	Linden				monoecy		herb		perennial							
Cucurbitales	Begoniaceae	Begonia	argenteomarginata	Tebbitt				monoecy											
Cucurbitales	Begoniaceae	Begonia	aridicaulis	Ziesenh.				monoecy		herb		perennial			28	28			
Cucurbitales	Begoniaceae	Begonia	arnottiana	(Wight) A.DC.				monoecy		herb		perennial							
Cucurbitales	Begoniaceae	Begonia	arrogans	Irmsch.				monoecy		herb		perennial							
Cucurbitales	Begoniaceae	Begonia	articulata	Irmsch.						herb		perennial							
Cucurbitales	Begoniaceae	Begonia	artior	Irmsch.						herb		perennial							
Cucurbitales	Begoniaceae	Begonia	asperifolia	Irmsch.				monoecy		herb		perennial							
Cucurbitales	Begoniaceae	Begonia	aspleniifolia	Hook.f. ex A.DC.						herb		perennial							
Cucurbitales	Begoniaceae	Begonia	assurgens	Irmsch. ex Weberling				monoecy		herb		perennial							
Cucurbitales	Begoniaceae	Begonia	asteropyrifolia	Y.M.Shui & W.H.Chen						herb									
Cucurbitales	Begoniaceae	Begonia	asympeltata	L.B.Sm. & Wassh.															
Cucurbitales	Begoniaceae	Begonia	atricha	(Miq.) Miq. ex A.DC.						herb		perennial							
Cucurbitales	Begoniaceae	Begonia	atroglandulosa	Sosef				monoecy		herb		perennial							
Cucurbitales	Begoniaceae	Begonia	augustae	Irmsch.						herb		perennial							
Cucurbitales	Begoniaceae	Begonia	augustinei	Hemsl.				monoecy		herb		perennial							
Cucurbitales	Begoniaceae	Begonia	aurantiflora	C.I Peng Yan Liu & S.M.Ku															
Cucurbitales	Begoniaceae	Begonia	auriculata	Hook.f.						herb		perennial							
Cucurbitales	Begoniaceae	Begonia	auritistipula	Y.M.Shui & W.H.Chen						herb|herbaceous vine									
Cucurbitales	Begoniaceae	Begonia	austroguangxiensis	Y.M.Shui & W.H.Chen						herb									
Cucurbitales	Begoniaceae	Begonia	austrotaiwanensis	Y.K.Chen & C.I.Peng				monoecy		herb			18--19(1B?)	18	38	38			
Cucurbitales	Begoniaceae	Begonia	awongii	Sands															
Cucurbitales	Begoniaceae	Begonia	axillaris	Ridl.						herb		perennial							
Cucurbitales	Begoniaceae	Begonia	axillipara	Ridl.						herb		perennial							
Cucurbitales	Begoniaceae	Begonia	azuensis	Urb. & Ekman				monoecy		herb									
Cucurbitales	Begoniaceae	Begonia	baccata	Hook.f.				monoecy		herb		perennial			36	36			
Cucurbitales	Begoniaceae	Begonia	bagotiana	Humbert ex Aymonin & Bosser				monoecy		herb		perennial							
Cucurbitales	Begoniaceae	Begonia	bahakensis	Sands															
Cucurbitales	Begoniaceae	Begonia	bahiensis	A.DC.				monoecy		herb		perennial							
Cucurbitales	Begoniaceae	Begonia	balansae	C.DC.				monoecy		herb									
Cucurbitales	Begoniaceae	Begonia	balansana	Gagnep.				monoecy											
Cucurbitales	Begoniaceae	Begonia	balmisiana	Balmis				monoecy		herb					42	42			
Cucurbitales	Begoniaceae	Begonia	bamaensis	Yan Liu & C.I Peng															
Cucurbitales	Begoniaceae	Begonia	banaoensis	J.Sierra				monoecy		herb									
Cucurbitales	Begoniaceae	Begonia	bangii	Kuntze				monoecy		herb		perennial							
Cucurbitales	Begoniaceae	Begonia	baramensis	Merr.															
Cucurbitales	Begoniaceae	Begonia	barbellata	Ridl.						herb		perennial							
Cucurbitales	Begoniaceae	Begonia	barborkae	Halda															
Cucurbitales	Begoniaceae	Begonia	barkeri	Knowles & Westc.				monoecy		herb		perennial							
Cucurbitales	Begoniaceae	Begonia	barkleyana	L.B.Sm.				monoecy		herb		perennial							
Cucurbitales	Begoniaceae	Begonia	baronii	Baker				monoecy		herb		perennial							
Cucurbitales	Begoniaceae	Begonia	barrigae	L.B.Sm. & B.G.Schub.				monoecy		herb		perennial			78-104?	78			
Cucurbitales	Begoniaceae	Begonia	bartlettiana	Merr. & L.M.Perry				monoecy		herb		perennial							
Cucurbitales	Begoniaceae	Begonia	bataiensis	Kiew															
Cucurbitales	Begoniaceae	Begonia	baturongensis	Kiew															
Cucurbitales	Begoniaceae	Begonia	baumannii	Lemoine ex Wittm.				monoecy		herb									
Cucurbitales	Begoniaceae	Begonia	baviensis	Gagnep.				monoecy		herb		perennial							
Cucurbitales	Begoniaceae	Begonia	beccariana	Ridl.															
Cucurbitales	Begoniaceae	Begonia	beccarii	Warb.															
Cucurbitales	Begoniaceae	Begonia	beddomei	Hook.f.				monoecy		herb		perennial							
Cucurbitales	Begoniaceae	Begonia	bekopakensis	Aymonin & Bosser				monoecy		herb		perennial							
Cucurbitales	Begoniaceae	Begonia	bequaertii	Robyns & Lawalrée				monoecy		herb									
Cucurbitales	Begoniaceae	Begonia	berhamanii	Kiew															
Cucurbitales	Begoniaceae	Begonia	bernieri	A.DC.				monoecy		herb		perennial							
Cucurbitales	Begoniaceae	Begonia	beryllae	Ridl.						herb		perennial							
Cucurbitales	Begoniaceae	Begonia	besleriifolia	Schott				monoecy		herb		perennial							
Cucurbitales	Begoniaceae	Begonia	betsimisaraka	Humbert				monoecy		herb		perennial							
Cucurbitales	Begoniaceae	Begonia	bettinae	Ziesenh.				monoecy		herb		perennial							
Cucurbitales	Begoniaceae	Begonia	bidentata	Raddi				monoecy		herb		perennial							
Cucurbitales	Begoniaceae	Begonia	biflora	T.C.Ku				monoecy		herb		perennial							
Cucurbitales	Begoniaceae	Begonia	bifolia	Ridl.						herb		perennial							
Cucurbitales	Begoniaceae	Begonia	bifurcata	L.B.Sm. & B.G.Schub.				monoecy		herb		perennial							
Cucurbitales	Begoniaceae	Begonia	biguassuensis	Brade				monoecy		herb		perennial							
Cucurbitales	Begoniaceae	Begonia	biliranensis	Merr.				monoecy		herb		perennial							
Cucurbitales	Begoniaceae	Begonia	binuangensis	Merr.						herb		perennial							
Cucurbitales	Begoniaceae	Begonia	bipinnatifida	J.J.Sm.						herb		perennial							
Cucurbitales	Begoniaceae	Begonia	biserrata	Lindl.				monoecy		herb					28	28			
Cucurbitales	Begoniaceae	Begonia	bissei	J.Sierra				monoecy		herb									
Cucurbitales	Begoniaceae	Begonia	bogneri	Ziesenh.				monoecy		herb		perennial			38	38			
Cucurbitales	Begoniaceae	Begonia	boisiana	Gagnep.				monoecy			0;1;0								
Cucurbitales	Begoniaceae	Begonia	boissieri	A.DC.				monoecy		herb									
Cucurbitales	Begoniaceae	Begonia	boiviniana	A.DC.				monoecy		herb		perennial							
Cucurbitales	Begoniaceae	Begonia	boliviensis	A.DC.				monoecy		herb		perennial			28(24-34); 28	28			
Cucurbitales	Begoniaceae	Begonia	bolleana	Urb. & Ekman				monoecy		herb									
Cucurbitales	Begoniaceae	Begonia	bolsteri	Merr.						herb		perennial							
Cucurbitales	Begoniaceae	Begonia	bonii	Gagnep.				monoecy		herb		perennial							
Cucurbitales	Begoniaceae	Begonia	bonitoensis	Brade				monoecy		herb		perennial							
Cucurbitales	Begoniaceae	Begonia	bonthainensis	Hemsl.						herb		perennial							
Cucurbitales	Begoniaceae	Begonia	bonus-henricus	J.J.de Wilde				monoecy		herb		perennial							
Cucurbitales	Begoniaceae	Begonia	boraceiensis	Handro				monoecy		herb		perennial							
Cucurbitales	Begoniaceae	Begonia	borneensis	A.DC.						herb		perennial							
Cucurbitales	Begoniaceae	Begonia	bosseri	Keraudren															
Cucurbitales	Begoniaceae	Begonia	boucheana	(Klotzsch) A.DC.				monoecy		herb		perennial							
Cucurbitales	Begoniaceae	Begonia	bouffordii	C.I Peng						herb			19	19	38;38	38			
Cucurbitales	Begoniaceae	Begonia	bowerae	Ziesenh.		(eyelash )		monoecy		herb		perennial							
Cucurbitales	Begoniaceae	Begonia	brachybotrys	Merr. & L.M.Perry						herb		perennial							
Cucurbitales	Begoniaceae	Begonia	brachyclada	Urb. & Ekman				monoecy		herb		perennial							
Cucurbitales	Begoniaceae	Begonia	brachypoda	O.E.Schulz				monoecy		herb									
Cucurbitales	Begoniaceae	Begonia	bracteata	Jack				monoecy		herb		perennial							
Cucurbitales	Begoniaceae	Begonia	bracteosa	A.DC.				monoecy		herb		perennial							
Cucurbitales	Begoniaceae	Begonia	bradei	Irmsch.				monoecy		herb		perennial							
Cucurbitales	Begoniaceae	Begonia	brandbygeana	L.B.Sm. & Wassh.															
Cucurbitales	Begoniaceae	Begonia	brandisiana	Kurz				monoecy		herb		perennial							
Cucurbitales	Begoniaceae	Begonia	brassii	Merr. & L.M.Perry				monoecy		herb		perennial							
Cucurbitales	Begoniaceae	Begonia	breedlovei	Burt-Utley				monoecy		herb		perennial							
Cucurbitales	Begoniaceae	Begonia	brevibracteata	Kupicha				monoecy		herb		perennial							
Cucurbitales	Begoniaceae	Begonia	brevicaulis	A.DC.				monoecy		herb		perennial							
Cucurbitales	Begoniaceae	Begonia	brevicordata	L.B.Sm. & B.G.Schub.				monoecy		herb		perennial							
Cucurbitales	Begoniaceae	Begonia	brevicyma	C.DC.															
Cucurbitales	Begoniaceae	Begonia	brevilobata	Irmsch.				monoecy		herb		perennial							
Cucurbitales	Begoniaceae	Begonia	brevipedunculata	Y.M.Shui															
Cucurbitales	Begoniaceae	Begonia	brevipes	Merr.						herb		perennial							
Cucurbitales	Begoniaceae	Begonia	brevipetala	(A.DC.) Warb.				monoecy		herb									
Cucurbitales	Begoniaceae	Begonia	brevirimosa	Irmsch.				monoecy		herb		perennial							
Cucurbitales	Begoniaceae	Begonia	brevisetulosa	C.Y.Wu				monoecy		herb		perennial							
Cucurbitales	Begoniaceae	Begonia	bridgesii	A.DC.				monoecy		herb		perennial							
Cucurbitales	Begoniaceae	Begonia	broussonetiifolia	A.DC.															
Cucurbitales	Begoniaceae	Begonia	bruneiana	Sands															
Cucurbitales	Begoniaceae	Begonia	buchtienii	Irmsch.				monoecy		herb		perennial							
Cucurbitales	Begoniaceae	Begonia	buddleiifolia	A.DC.				monoecy		herb		perennial							
Cucurbitales	Begoniaceae	Begonia	bufoderma	L.B.Sm. & Wassh.															
Cucurbitales	Begoniaceae	Begonia	bui-montana					monoecy											
Cucurbitales	Begoniaceae	Begonia	buimontana	Yamam.											30	30			
Cucurbitales	Begoniaceae	Begonia	bulbillifera	Link & Otto				monoecy		herb					28,56	28			
Cucurbitales	Begoniaceae	Begonia	bullata	Urb. & Ekman				monoecy		herb									
Cucurbitales	Begoniaceae	Begonia	burbidgei	Stapf						herb		perennial							
Cucurbitales	Begoniaceae	Begonia	burkillii	Dunn				monoecy		herb		perennial							
Cucurbitales	Begoniaceae	Begonia	burmensis	L.B.Sm. & Wassh.				monoecy		herb		perennial							
Cucurbitales	Begoniaceae	Begonia	burttii	Kiew & S.Julia															
Cucurbitales	Begoniaceae	Begonia	buseyi	Burt-Utley				monoecy		herb		perennial							
Cucurbitales	Begoniaceae	Begonia	cacauicola	L.B.Sm. ex S.F.Sm. & Wassh.															
Cucurbitales	Begoniaceae	Begonia	caespitosa	Jack															
Cucurbitales	Begoniaceae	Begonia	calcarea	Ridl.															
Cucurbitales	Begoniaceae	Begonia	calcicola	Merr.				monoecy		herb		perennial							
Cucurbitales	Begoniaceae	Begonia	calderonii	Standl.				monoecy		herb		perennial							
Cucurbitales	Begoniaceae	Begonia	calliantha	Merr. & L.M.Perry						herb		perennial							
Cucurbitales	Begoniaceae	Begonia	callosa	L.Kollmann															
Cucurbitales	Begoniaceae	Begonia	calvescens	(Brade ex L.B.Sm. & R.C.Sm.) E.L.Jacques & Mamede															
Cucurbitales	Begoniaceae	Begonia	camposportoana	Brade				monoecy		herb		perennial							
Cucurbitales	Begoniaceae	Begonia	canarana	Miq.				monoecy		herb		perennial							
Cucurbitales	Begoniaceae	Begonia	candollei	Ziesenh.				monoecy		herb		perennial							
Cucurbitales	Begoniaceae	Begonia	capanemae	Brade				monoecy		herb		perennial							
Cucurbitales	Begoniaceae	Begonia	capensis	L.f.															
Cucurbitales	Begoniaceae	Begonia	capillipes	Gilg						herb		perennial							
Cucurbitales	Begoniaceae	Begonia	capituliformis	Irmsch.						herb		perennial							
Cucurbitales	Begoniaceae	Begonia	caraguatatubensis	Brade				monoecy		herb		perennial							
Cucurbitales	Begoniaceae	Begonia	cardiocarpa	Liebm.				monoecy		herb		perennial							
Cucurbitales	Begoniaceae	Begonia	cardiophora	Irmsch.				monoecy		herb		perennial							
Cucurbitales	Begoniaceae	Begonia	cariocana	Brade ex L.B.Sm. & Wassh.															
Cucurbitales	Begoniaceae	Begonia	carletonii	Standl.															
Cucurbitales	Begoniaceae	Begonia	carnosa	Teijsm. & Binn.						herb		perennial							
Cucurbitales	Begoniaceae	Begonia	carnosula	Ridl.															
Cucurbitales	Begoniaceae	Begonia	caroliniifolia	Regel				monoecy		herb		perennial							
Cucurbitales	Begoniaceae	Begonia	carpinifolia	Liebm.				monoecy		herb		perennial							
Cucurbitales	Begoniaceae	Begonia	carrieae	Ziesenh.				monoecy		herb		perennial							
Cucurbitales	Begoniaceae	Begonia	casiguranensis	Quisumb. & Merr.						herb		perennial							
Cucurbitales	Begoniaceae	Begonia	castaneifolia	Otto & Dietr.															
Cucurbitales	Begoniaceae	Begonia	castilloi	Merr.															
Cucurbitales	Begoniaceae	Begonia	catharinensis	Brade				monoecy		herb		perennial							
Cucurbitales	Begoniaceae	Begonia	cathayana	Hemsl.				monoecy		herb		perennial			20	20			
Cucurbitales	Begoniaceae	Begonia	cathcartii	Hook.f. & Thomson				monoecy		herb		perennial							
Cucurbitales	Begoniaceae	Begonia	caudata	Merr.						herb		perennial							
Cucurbitales	Begoniaceae	Begonia	cauliflora	Sands				monoecy		herb		perennial							
Cucurbitales	Begoniaceae	Begonia	cavaleriei	H.Lév.				monoecy		herb		perennial			30	30			
Cucurbitales	Begoniaceae	Begonia	cavallyensis	A.Chev.				monoecy		herb		perennial							
Cucurbitales	Begoniaceae	Begonia	cavum	Ziesenh.				monoecy		herb		perennial			28	28			
Cucurbitales	Begoniaceae	Begonia	cebadillensis	Houghton ex L.B.Sm. & Schub.				monoecy		herb		perennial							
Cucurbitales	Begoniaceae	Begonia	cehengensis	T.C.Ku				monoecy		herb		perennial							
Cucurbitales	Begoniaceae	Begonia	celebica	Irmsch.						herb		perennial							
Cucurbitales	Begoniaceae	Begonia	cerasiphylla	L.B.Sm. & Wassh.															
Cucurbitales	Begoniaceae	Begonia	ceratocarpa	S.H.Huang & Y.M.Shui				monoecy		herb					20	20			
Cucurbitales	Begoniaceae	Begonia	chaetocarpa	Kuntze				monoecy		herb		perennial							
Cucurbitales	Begoniaceae	Begonia	chaiana	Kiew & S.Julia															
Cucurbitales	Begoniaceae	Begonia	chiapensis	Burt-Utley				monoecy		herb		perennial							
Cucurbitales	Begoniaceae	Begonia	chiasmogyna	M.Hughes															
Cucurbitales	Begoniaceae	Begonia	chingii	Irmsch.				monoecy		herb		perennial							
Cucurbitales	Begoniaceae	Begonia	chishuiensis	T.C.Ku				monoecy		herb		perennial							
Cucurbitales	Begoniaceae	Begonia	chitoensis	Tang S.Liu & M.J.Lai				monoecy		herb					38	38			
Cucurbitales	Begoniaceae	Begonia	chivatoa	Ziesenh.				monoecy		herb		perennial							
Cucurbitales	Begoniaceae	Begonia	chlorandra	Sands															
Cucurbitales	Begoniaceae	Begonia	chlorocarpa	Irmsch. ex Sands															
Cucurbitales	Begoniaceae	Begonia	chlorolepis	L.B.Sm. & B.G.Schub.				monoecy		herb									
Cucurbitales	Begoniaceae	Begonia	chloroneura	P.Wilkie & Sands				monoecy											
Cucurbitales	Begoniaceae	Begonia	chlorosticta	Sands				monoecy		herb		perennial							
Cucurbitales	Begoniaceae	Begonia	chongii	Sands															
Cucurbitales	Begoniaceae	Begonia	chuniana	C.Y.Wu															
Cucurbitales	Begoniaceae	Begonia	chuyunshanensis	C.I Peng & Y.K.Chen						herb			19	19	52;38	38			
Cucurbitales	Begoniaceae	Begonia	ciliifera	Merr.						herb		perennial							
Cucurbitales	Begoniaceae	Begonia	ciliobracteata	Warb.				monoecy		herb		perennial							
Cucurbitales	Begoniaceae	Begonia	cincinnifera	Irmsch.						herb		perennial							
Cucurbitales	Begoniaceae	Begonia	cinnabarina	Hook.				monoecy		herb	1;0;0				26	26			
Cucurbitales	Begoniaceae	Begonia	circumlobata	Hance				monoecy		herb		perennial							
Cucurbitales	Begoniaceae	Begonia	cirrosa	L.B.Sm. & Wassh.				monoecy		herb		perennial							
Cucurbitales	Begoniaceae	Begonia	cladocarpoides	Humbert ex Aymonin & Bosser				monoecy		herb		perennial							
Cucurbitales	Begoniaceae	Begonia	cladotricha	M.Hughes															
Cucurbitales	Begoniaceae	Begonia	clarkei	Hook.f.				monoecy		herb									
Cucurbitales	Begoniaceae	Begonia	clavicaulis	Irmsch.				monoecy		herb		perennial							
Cucurbitales	Begoniaceae	Begonia	clemensiae	Merr. & L.M.Perry						herb		perennial							
Cucurbitales	Begoniaceae	Begonia	cleopatrae	Coyle															
Cucurbitales	Begoniaceae	Begonia	clypeifolia	Hook.f.				monoecy		herb		perennial							
Cucurbitales	Begoniaceae	Begonia	coccinea	Hook.				monoecy		herb		perennial							
Cucurbitales	Begoniaceae	Begonia	coelocentroides	Y.M.Shui & Z.D.Wei															
Cucurbitales	Begoniaceae	Begonia	cognata	Irmsch.						herb		perennial							
Cucurbitales	Begoniaceae	Begonia	collaris	Brade				monoecy		herb		perennial							
Cucurbitales	Begoniaceae	Begonia	collina	Irmsch.				monoecy		herb		perennial							
Cucurbitales	Begoniaceae	Begonia	collisiae	Merr.				monoecy		herb		perennial							
Cucurbitales	Begoniaceae	Begonia	colombiana	L.B.Sm. & B.G.Schub.				monoecy		herb									
Cucurbitales	Begoniaceae	Begonia	colorata	Warb.				monoecy		herb		perennial							
Cucurbitales	Begoniaceae	Begonia	comata	Kuntze				dioecy		herb		perennial							
Cucurbitales	Begoniaceae	Begonia	comestibilis	D.C.Thomas & Ardi															
Cucurbitales	Begoniaceae	Begonia	comorensis	Warb.				monoecy		herb		perennial							
Cucurbitales	Begoniaceae	Begonia	compacticaulis	Irmsch.				monoecy		herb		perennial							
Cucurbitales	Begoniaceae	Begonia	concanensis	A.DC.											46	46			
Cucurbitales	Begoniaceae	Begonia	conchifolia	A.Dietr.				monoecy		herb	1;0;0	perennial							
Cucurbitales	Begoniaceae	Begonia	concinna	Schott				monoecy		herb		perennial							
Cucurbitales	Begoniaceae	Begonia	confinis	L.B.Sm. & Wassh.				monoecy		herb		perennial							
Cucurbitales	Begoniaceae	Begonia	confusa	L.B.Sm. & B.G.Schub.															
Cucurbitales	Begoniaceae	Begonia	congesta	Ridl.						herb		perennial							
Cucurbitales	Begoniaceae	Begonia	conipila	Irmsch. ex Kiew															
Cucurbitales	Begoniaceae	Begonia	consanguinea	Merr.						herb		perennial							
Cucurbitales	Begoniaceae	Begonia	consobrina	Irmsch.				monoecy		herb		perennial							
Cucurbitales	Begoniaceae	Begonia	contracta	Warb.						herb		perennial							
Cucurbitales	Begoniaceae	Begonia	convallariodora	C.DC.				monoecy		herb		perennial			78-104?	78			
Cucurbitales	Begoniaceae	Begonia	convolvulacea	(Klotzsch) A.DC.				monoecy		herbaceous vine|herb		perennial			38	38			
Cucurbitales	Begoniaceae	Begonia	cooperi	C.DC.				monoecy		herb		perennial			78-104?	78			
Cucurbitales	Begoniaceae	Begonia	copelandii	Merr.				monoecy		herb		perennial							
Cucurbitales	Begoniaceae	Begonia	copeyana	C.DC.															
Cucurbitales	Begoniaceae	Begonia	coptidifolia	H.G.Ye F.G.Wang Y.S.Ye & C.I Peng						herb					22	22			
Cucurbitales	Begoniaceae	Begonia	coptidimontana	C.Y.Wu				monoecy		herb		perennial							
Cucurbitales	Begoniaceae	Begonia	cordata	Vell.															
Cucurbitales	Begoniaceae	Begonia	cordifolia	(Wight) Thwaites				monoecy		herb		perennial							
Cucurbitales	Begoniaceae	Begonia	coriacea	Hassk.				monoecy		herb		perennial							
Cucurbitales	Begoniaceae	Begonia	corneri	Kiew				monoecy		herb		perennial							
Cucurbitales	Begoniaceae	Begonia	cornitepala	Irmsch.				monoecy		herb		perennial							
Cucurbitales	Begoniaceae	Begonia	cornuta	L.B.Sm. & B.G.Schub.				monoecy		herb									
Cucurbitales	Begoniaceae	Begonia	coronensis	Merr.				monoecy		herb		perennial							
Cucurbitales	Begoniaceae	Begonia	corredorana	C.DC.				monoecy		herb		perennial							
Cucurbitales	Begoniaceae	Begonia	corrugata	Kiew & S.Julia															
Cucurbitales	Begoniaceae	Begonia	corzoensis	Ziesenh.				monoecy		herb		perennial							
Cucurbitales	Begoniaceae	Begonia	coursii	Humbert ex Aymonin				monoecy		herb		perennial							
Cucurbitales	Begoniaceae	Begonia	cowellii	Nash				monoecy		herb									
Cucurbitales	Begoniaceae	Begonia	crassicaulis	Lindl.				monoecy		herb	1;0;0	perennial							
Cucurbitales	Begoniaceae	Begonia	crassirostris	Irmsch.				monoecy		herb		perennial			22	22			
Cucurbitales	Begoniaceae	Begonia	crateris	Exell				monoecy		herb		perennial			36	36			
Cucurbitales	Begoniaceae	Begonia	crenata	Dryand.				monoecy		herb		perennial			56	56			
Cucurbitales	Begoniaceae	Begonia	crinita	Oliv. ex Hook.f.				monoecy		herb		perennial							
Cucurbitales	Begoniaceae	Begonia	crispipila	Elmer						herb		perennial							
Cucurbitales	Begoniaceae	Begonia	crispula	Brade				monoecy		herb		perennial							
Cucurbitales	Begoniaceae	Begonia	cristata	Warb. ex L.B.Sm. & Wassh.						herb		perennial							
Cucurbitales	Begoniaceae	Begonia	cristobalensis	Ziesenh.				monoecy		herb		perennial							
Cucurbitales	Begoniaceae	Begonia	croatii	Burt-Utley				monoecy		herb		perennial							
Cucurbitales	Begoniaceae	Begonia	crocea	C.I Peng						herb									
