ncbi_taxon_id	species	family	target_list_status	sequencing_status	country	responsible_persons	notes	project	long_list	family_representative	other_priority	sample_collected	sample_acquired	in_progress	data_generation	in_assembly	insdc_submitted	open	insdc_open	published
252529	Citrullus colocynthis	Cucurbitaceae	other_priority	insdc_open	Greece	Tereza Manousaki & Constantina Theofanopoulou	Ambassador = Anestis Gkanogiannis	ERGA-COM	ERGA-COM		ERGA-COM	ERGA-COM	ERGA-COM	ERGA-COM	ERGA-COM	ERGA-COM		ERGA-COM	ERGA-COM	
