Institute	ID Number	Project	Higher Group	Family	Genus	Species	Standard	Buffer	mean1	mean2	cv1	cv2	ratio	ave.sample	ave.standard	GS (2C)	GS (1C)	1C/Gbp	cv.sample	cv.standard	SD(R).sample	measured by	Date	DToL Specimen ID	Previous estimate (2C) (prime*)	Comments on DToL sample					
Offsite	MC9054	DTOL	Angiosperm	Apiaceae	Daucus	carota	<Solanum	GPB3%PVPBmet	247.71	442.85	3.14	2.68	2.203	255.07	451.8266667	1.13	0.56	0.55	2.86	2.59	0.018	Sahr Mian	28/08/2020	KDTOL10058	0.94 (2016)* 1.19 (1993)	Sanger - low DNA yield					
Offsite	MC9055	DTOL	Angiosperm	Rosaceae	Geum	urbanum	<Petro	GPB3%PVPBmet	283.62	395.49	3.2	2.53	1.394	301.2966667	412.6866667	3.29	1.64	1.61	3.06	2.62	0.022	Sahr Mian	28/08/2020	KDTOL10059	3.01 (2012)* 3.23 (2013)	Sanger - low DNA yield					
Offsite	MC9056	DTOL	Angiosperm	Polygonaceae	Rumex	sanguineus	<Petro	OXPRO	198.72	518.06	3.97	2.72	2.607	214.0466667	545.7133333	1.77	0.88	0.86	3.38	2.62	0.053	Sahr Mian	28/08/2020	KDTOL10060	no previous estimate	All buffers tried	Sanger - low DNA yield				
Offsite	MC9057	DTOL	Angiosperm	Urticaceae	Parietaria	judaica	<Solanum	GPB3%PVPBmet	307.74	404.02	3.6	2.66	1.313	329.55	429.54	1.53	0.77	0.75	3.07	2.55	0.012	Sahr Mian	28/08/2020	KDTOL10061	no previous estimate						
Offsite	MC9058	DTOL	Angiosperm	Fabaceae	Onobrychis	viciifolia	<Petro	GPB3%PVPBmet	298.18	462.13	3.17	2.09	1.550	310.11	478.9833333	2.91	1.46	1.42	3.00	1.90	0.008	Sahr Mian	27/08/2020	KDTOL10062	2.5 (2012)* 2.63 (2013)	Sanger - low DNA yield					
Offsite	MC9059	DTOL	Angiosperm	Simaroubaceae	Ailanthus	altissima	<Petro	GPB3%PVPBmet	276.66	520.7	2.96	2.42	1.881	314.13	589.73	2.40	1.20	1.17	2.79	2.76	0.023	Sahr Mian	27/08/2020	KDTOL10063	2.08 (2013)	Sanger - low DNA yield					
Offsite	MC9060	DTOL	Angiosperm	Asteraceae	Ciceribita	muralis	<Pisum	GPB3%PVPBmet	281.96	651.13	2.9	2.45	2.309	294.7366667	669.9933333	4.00	2.00	1.96	2.87	2.39	0.033	Sahr Mian	28/08/2020	KDTOL10064	4 (2002)*						
Offsite	MC9061	DTOL	Angiosperm	Asteraceae	Bellis	perennis	>Solanum	GPB3%PVPBmet	311.85	558.46	2.93	2.39	1.791	571.1833333	320.9966667	3.56	1.78	1.74	2.64	2.90	0.011	Sahr Mian	28/08/2020	KDTOL10065	3.15 (2013)*  3.9 (1984)						
Offsite	MC9062	DTOL	Angiosperm	Plantaginaceae	Plantago	lanceolata	<Petro	GPB3%PVPBmet	319.19	494.99	2.14	2.08	1.551	330.0033333	508.2033333	2.92	1.46	1.43	2.10	2.00	0.011	Sahr Mian	28/08/2020	KDTOL10066	2.9 (2012)*	Sanger - low DNA yield					
Offsite	MC9063	DTOL	Angiosperm	Plantaginaceae	Linaria	vulgaris	<Petro	GPB3%PVPBmet	204.13	483.19	2.91	2.71	2.367	209.5633333	489.5533333	1.93	0.96	0.94	2.79	2.43	0.032	Sahr Mian	28/08/2020	KDTOL10067	1.74 (2013)* 1.83 (2012)						
Offsite	MC9064	DTOL	Angiosperm	Hypericaceae	Hypericum	perforatum	<Solanum	GPB3%PVPBmet	362.09	451.95	2.56	2.93	1.248	379.9133333	469.6966667	1.62	0.81	0.79	3.13	2.79	0.011	Sahr Mian	9/1/2020	KDTOL10068	0.78 (2013)* 1.57 (2010)*	Sanger - low DNA yield					
Offsite	MC9065	DTOL	Angiosperm	Asteraceae	Tanacetum	vulgare	>Petro	GPB3%PVPBmet	240.75	560.82	2.02	2.11	2.330	571.52	247.2266667	10.40	5.20	5.09	1.90	2.35	0.026	Sahr Mian	9/1/2020	KDTOL10069	7.8 (1998)* 10 (1998)						
Offsite	MC9046	DTOL	Monilophyte	Equisetaceae	Equisetum	telmateia	<Allium	GPB3%PVPBmet	326.98	403.93	3.78	3.05	1.235	351.85	426.41	28.79	14.39	14.08	3.79	2.86	0.021	Sahr Mian	24/8/2020	KDTOL10050	no previous estimate						
RBGE		DTOL	Angiosperm	Araliaceae	Hedera	helix	<Petro	GPB3%PVPBmet	227.58	317.79	2.28	2.09	1.397	229.57	320.56	3.22	1.61	1.58	2.39	2.52	0.004	Sahr Mian	04/12/2020								
RBGE		DTOL	Angiosperm	Fabaceae	Ulex	europaeus	>Petro	GPB3%PVPBmet	193.25	311.01	2.76	3.39	1.609	311.33	193.62	7.24	3.62	3.54	3.24	2.66	0.004	Sahr Mian	04/12/2020								
RBGE		DTOL	Bryophyte		Linularia	cruciata	<Solanum	Galbraith	133.71	359.94	3.71	2.32	3.490	133.97	359.50	1.49	0.75	0.73	6.67	4.12	0.071	Sahr Mian									
RBGE	DB1411	DTOL	Bryophyte		Kindbergia	praelonga	<Solanum	GPB3%PVPBmet	294.93	715.43	3.69	2.56	4.801	310.97	736.12	0.83	0.41	0.40	3.78	2.42	0.140	Sahr Mian	27/08/2020		-						
RBGE	DB1411	DTOL	Bryophyte	Brachytheciaceae	Kindbergia	praelonga	<Solanum	GPB3%PVPBmet	294.93	715.43	3.69	2.56	4.801	310.9666667	736.1166667	0.84	0.42	0.41	3.78	2.42	0.142	Sahr Mian	27/08/2020								
RBGE	DB1412	DTOL	Bryophyte		Plagiomnium	undulatum	<Petro	GPB3%PVPBmet	231.3	470.63	2.55	2.92	4.063	240.22	476.8433333	2.27	1.13	1.11	2.94	2.83	0.136	Sahr Mian	27/08/2020		2.03						
RBGE	DB1412	DTOL	Bryophyte	Plagiomniaceae	Plagiomnium	undulata	<Petro	GPB3%PVPBmet	231.3	470.63	2.55	2.92	4.063	240.22	479.8433333	2.25	1.13	1.10	2.94	2.83	0.136	Sahr Mian	27/08/2020								
RBGE	DB1413	DTOL	Bryophyte		Atrichium	undulatum	>Oryza	GPB3%PVPBmet	119.2	255.11	2.61	2.35	2.140	270.4533333	128.4533333	4.21	2.11	2.06	2.39	2.78	0.030	Sahr Mian	3/9/2020		1.46/3.95						
RBGE	DB1414	DTOL	Bryophyte		Mnium	hornum	<Petro	GPB3%PVPBmet	226.07	522.19	2.82	2.9	1.989	228.8433333	520.83	1.98	0.99	0.97	2.65	2.65	0.011	Sahr Mian	3/9/2020		1.75						
RBGE	DB1415	DTOL	Bryophyte		Dichodontium	palustre	<Oryza	GPB3%PVPBmet	328.48	499.93	3.89	2.82	1.504	341.7366667	538.7666667	0.63	0.32	0.31	4.15	2.52	0.084	Sahr Mian	8/9/2020		-						
RBGE	DB1417	DTOL	Bryophyte		Philonotis	fontana	<Oryza	GPB3%PVPBmet	172.6	488.3	3.95	2.87	1.414	181.01	519.1833333	0.70	0.35	0.34	3.69	3.27	0.020	Sahr Mian	9/9/2020		none						
RBGE	DB1418	DTOL	Bryophyte		Fontinalis	antipyretica	<Solanum	GPB3%PVPBmet	193.07	327.26	3.99	2.84	1.695	208.96	343.5	2.38	1.19	1.16	3.97	2.85	0.030	Sahr Mian	9/9/2020		same						
RBGE	DB1421	DTOL	Bryophyte		Pleurozium	schreberi	<Solanum	OXPRO	162.66	402.64	3.34	3.29	2.475	174.97	417.77	1.64	0.82	0.80	2.99	2.79	0.080	Sahr Mian	7/10/2020		1.51						
RBGE	DB1422	DTOL	Bryophyte		Polytrichhum	commune	<Solanum	GPB3%PVPBmet	152.32	603.5	2.69	3.14	3.962	167.47	626.9	1.05	0.52	0.51	2.69	2.59	0.180	Sahr Mian	1/10/2020		0.93						
RBGE	DB1423	DTOL	Bryophyte		Hylocomium	splendens	<Solanum	GPB3%PVPBmet	279.57	654.83	4.47	2.93	2.332	306.88	691.3	0.87	0.44	0.43	3.76	3.10	0.070	Sahr Mian	9/9/2020		0.78						
RBGE	DB1424	DTOL	Bryophyte		Campylopus	atrovirens	<Oryza	OXPRO	295.58	516.36	3.54	2.78	3.594	301.1566667	526.4133333	0.57	0.29	0.28	3.54	3.02	0.131	Sahr Mian	20/10/20		-						
RBGE	DB1425	DTOL	Bryophyte		Racomitrium	lanuginosum	<Oryza	OXPRO	277.06	547.07	3.42	3.27	1.975	286.6666667	567.2766667	0.51	0.25	0.24	3.29	3.18	0.008	Sahr Mian	2/10/2020		-						
RBGE	DB1426	DTOL	Bryophyte		Amphidium	mougeotii	<Oryza	GPB3%PVPBmet	352.94	507.49	3.74	3.87	1.438	374.35	551.4733333	0.68	0.34	0.33	3.02	3.61	0.035	Sahr Mian	2/10/2020		-						
RBGE	DB1427	DTOL	Bryophyte		Bryum	aplinum	<Solanum	GPB3%PVPBmet	134.22	451.62	3.46	2.43	3.365	136.81	452.39	1.19	0.59	0.58	3.40	2.40	0.050	Sahr Mian	1/10/2020		none, genus est. 1.18-1.85						
RBGE	DB1428	DTOL	Bryophyte		Bryum	julaceum	<Solanum	GPB3%PVPBmet	253.46	610.85	3.25	2.86	3.365	268.94	638.11	0.83	0.41	0.40	3.21	2.86	0.050	Sahr Mian	20/10/10		genus est 1.18-1.85						
RBGE	DB1429	DTOL	Bryophyte		Lejeunea	patens	<Oryza	OXPRO	154.72	686.51	4.78	2.82	4.437	161.2066667	742.9266667	0.43	0.22	0.22	5.79	2.50	0.146	Sahr Mian	7/10/2020		0.4						
RBGE	DB1430	DTOL	Bryophyte		Marsupella	emarginata	<Solanum	OXPRO	185.99	634.55	4.2	2.29	3.412	193.73	658.22	1.15	0.58	0.57	3.97	2.66	0.030	Sahr Mian	7/10/2020		-						
RBGE	DB1431	DTOL	Bryophyte		Breutelia	chrysocoma	<Solanum	GPB3%PVPBmet	133.47	675.74	3.98	2.51	5.063	137.51	696.35	0.77	0.39	0.38	3.86	2.64	0.020	Sahr Mian	2/10/2020		-						
RBGE	DB1432	DTOL	Bryophyte		Fissidens	osmundoides	<Oryza	GPB3%PVPBmet	214.28	438.63	3.35	3.21	2.047	221.7633333	458.6333333	0.97	0.48	0.47	3.46	3.24	0.035	Sahr Mian	1/10/2020		genus estimate 0.57-1.27						
RBGE	DB1433	DTOL	Bryophyte		Frullania	tamarisci	<Solanum	OXPRO	145.82	492.48	5.14	2.62	3.377	151.99	507.29	1.17	0.59	0.58	5.53	2.89	0.040	Sahr Mian	1/10/2020		genus estimate 1.11-1.50						
RBGE	DB1434	DTOL	Bryophyte		Plagiochila	porelloides	>Oryza	GPB3%PVPBmet	173.24	287.05	3.76	3.71	1.657	294.41	180.56	3.26	1.63	1.59	3.77	3.72	0.025	Sahr Mian	1/10/2020		3.14						
RBGE	DB1435	DTOL	Bryophyte		Ptilidium	ciliare	<Solanum	OXPRO	238.9	379.99	4.08	2.71	1.591	248.39	396.05	2.46	1.23	1.20	3.77	3.00	0.000	Sahr Mian	1/10/2020		2.34						
RBGE	DB1436	DTOL	Bryophyte		Rhytidiadelphus	squarrosus	<Solanum	OXPRO	283.58	654.11	2.77	2.42	4.627	306.99	700.22	0.86	0.43	0.42	3.43	2.29	0.080	Sahr Mian	2/10/2020		0.85						
RBGE	DB1438	DTOL	Bryophyte		Aulacomnium	palustre	<Oryza	GPB3%PVPBmet	148.05	372.45	3.83	2.41	2.516	153.5666667	393.28	0.78	0.39	0.38	3.77	3.16	0.048	Sahr Mian	1/10/2020		0.64						
RBGE	DB1439	DTOL	Bryophyte		Hylocomiadelphus	triquetrus	<Solanum	GPB3%PVPBmet	417.04	699.87	3.14	2.7	1.678	451.44	761.65	1.16	0.58	0.57	2.88	2.57	0.020	Sahr Mian	7/10/2020		-						
RBGE	DB1440	DTOL	Bryophyte		Rhytidiadelphus	loreus	<Oryza	GPB3%PVPBmet	191.97	362.43	3.76	3.05	1.888	203.2133333	392.1333333	1.04	0.52	0.51	3.41	2.91	0.038	Sahr Mian	7/10/2020		0.86						
RBGE	DB1441	DTOL	Bryophyte		Didymodon	insulanus	<Oryza	OXPRO	172.23	507.48	3.6	2.82	2.946	185.59	533.18	0.70	0.35	0.34	3.41	3.60	0.061	Sahr Mian	20/10/20		-						
RBGE	DB1442	DTOL	Bryophyte		Hypnum	andoi	<Solanum	OXPRO	203.8	519.1	4.06	3.75	2.547	204.27	538.8	0.74	0.37	0.36	3.64	3.54	0.280	Sahr Mian	8/10/2020		genus estimate 0.54-0.95						
RBGE	DB1443	DTOL	Bryophyte		Hypnum	cupressiforme	<Solanum	OXPRO	259.26	597.83	2.73	2.62	2.196	268.93	608.51	0.87	0.43	0.42	3.19	2.69	0.060	Sahr Mian	8/10/2020		0.41						
RBGE	DB1444	DTOL	Bryophyte		Riccardia	palmata	<Solanum	GPB3%PVPBmet	210.63	351.99	4.18	2.6	1.671	216.4	365.64	2.32	1.16	1.13	3.76	2.76	0.020	Sahr Mian	7/10/2020		1.78						
RBGE	DB1445	DTOL	Bryophyte		Thuidium	tamariscinum	<Solanum	GPB3%PVPBmet	119.59	552.81	3.92	2.47	4.622	125.31	563.52	0.87	0.44	0.43	3.84	2.33	0.120	Sahr Mian	7/10/2020		0.82						
RBGE	DB1446	DTOL	Bryophyte		Porella	cordeana	<Solanum	GPB3%PVPBmet	231.92	327.71	4.9	3	1.413	238.49	338.94	2.76	1.38	1.35	4.42	3.23	0.010	Sahr Mian	7/10/2020		genus estimate 1.68-2.65						
RBGE	DB1447	DTOL	Bryophyte		Neckera	pumila	<Oryza	GPB3%PVPBmet	214.15	478.85	2.81	3.03	2.236	216.49	498.8366667	0.87	0.43	0.42	2.94	2.85	0.059	Sahr Mian	8/10/2020		genus estimate 0.88-1.62						
RBGE	DB1448	DTOL	Bryophyte		Isothecium	myosuroides	<Solanum	GPB3%PVPBmet	313.14	681.25	3.44	2.45	2.175	340.52	725.35	0.92	0.46	0.45	2.97	2.64	0.040	Sahr Mian	8/10/2020		genus estimate 0.86-0.95						
RBGE	DB1449	DTOL	Bryophyte		Isothecium	alopecuroides	<Solanum	GPB3%PVPBmet	345.46	658.71	2.55	2.33	3.757	340.3	644.09	1.04	0.52	0.51	2.47	2.40	0.000	Sahr Mian	8/10/2020		0.95, genus estimate 0.86-0.95						
RBGE	DB1450	DTOL	Bryophyte		Pulvigera	lyelii	<Solanum	OXPRO	165.24	456.32	3.88	2.8	2.761	167.32	457.23	0.72	0.36	0.35	3.97	3.21	0.040	Sahr Mian	8/10/2020		-						
RBGE	DB1451	DTOL	Bryophyte		Homalothecium	sericeum	<Solanum	GPB3%PVPBmet	346.34	668.37	2.91	2.4	1.930	368.57	716.95	1.01	0.50	0.49	2.63	2.28	0.010	Sahr Mian	8/10/2020		0.90						
RBGE	DB1452	DTOL	Bryophyte		Zygodon	viridissimus	<Oryza	OXPRO	130.38	436.84	4.33	3.21	3.350	139.13	448.4366667	0.62	0.31	0.30	5.47	3.66	0.114	Sahr Mian	21/10/20		-						
RBGE	DB1453	DTOL	Bryophyte		Thamnobryum	alopecurum	<Solanum	GPB3%PVPBmet	287.57	589.02	2.89	2.66	2.048	290.76	591.91	0.96	0.48	0.47	3.07	2.80	0.020	Sahr Mian	8/10/2020		0.94						
RBGE	DB1454	DTOL	Bryophyte		Palustriella	commutata	<Oryza	GPB3%PVPBmet	192.02	528.43	3.6	2.54	2.752	205.0266667	554.2266667	0.74	0.37	0.36	3.20	2.61	0.043	Sahr Mian	22/10/20		-						
RBGE	DB1455	DTOL	Bryophyte		Campylium	stellatum	<Solanum	GPB3%PVPBmet	126.5	583.78	3.57	2.32	4.615	131.35	596.58	0.86	0.43	0.42	3.73	2.22	0.060	Sahr Mian	21/10/20		0.73						
RBGE	DB1456	DTOL	Bryophyte		Schistidium	strictum	<Oryza	OXPRO	219.32	712.45	3.96	2.55	3.248	228.4933333	732.0033333	0.62	0.31	0.30	3.52	3.15	0.040	Sahr Mian	21/10/20		genus est 0.69-0.71						
RBGE	DB1457	DTOL	Bryophyte		Ctenidium	molluscum	<Solanum	Galbraith	159.27	737.62	3.2	3.13	4.613	163.03	753.25	0.85	0.42	0.41	3.07	2.73	0.010	Sahr Mian	22/10/20		Genus est 0.76-0.82						
RBGE	DB1458	DTOL	Bryophyte		Tortella	tortuosa	<Oryza	GPB3%PVPBmet	183.96	485.87	3.32	3.68	2.641	191.6533333	521.8566667	0.73	0.37	0.36	3.59	3.13	0.088	Sahr Mian	20/10/20		0.67						
RBGE	DB1459	DTOL	Bryophyte		Thuidium	delicatulum	<Oryza	GPB3%PVPBmet	187.73	449.49	3.89	3.23	2.394	192.5033333	460.23	0.84	0.42	0.41	3.66	3.35	0.018	Sahr Mian	20/10/20		0.77						
RBGE	DB1460	DTOL	Bryophyte		Neckera	crispa	<Solanum	GPB3%PVPBmet	154.18	581.57	3.77	2.83	3.772	167.37	612.8	1.07	0.54	0.53	3.51	2.68	0.100	Sahr Mian	20/10/20		0.99						
RBGE	DB1461	DTOL	Bryophyte		Tritomaria	quinquedentata	<Solanum	GPB3%PVPBmet	302.92	471.45	2.33	2.23	1.556	313.48	471.56	2.61	1.30	1.27	2.39	2.19	0.010	Sahr Mian	21/10/20		2.39						
RBGE	DB1462	DTOL	Bryophyte		Grimmia	ramondii	<Oryza	OXPRO	192.61	667.75	5.96	2.25	3.467	196.21	683.6466667	0.57	0.29	0.28	5.13	2.56	0.015	Sahr Mian	22/10/20		-						
RBGE	DB1463	DTOL	Bryophyte		Ptilium	crista-castrensis	<Oryza	GPB3%PVPBmet	194.36	453.42	3.65	2.62	2.324	204.3833333	472.2133333	0.87	0.43	0.42	3.43	2.81	0.021	Sahr Mian	20/10/20		0.79						
RBGE	DB1464	DTOL	Bryophyte		Palustriella	falcata	<Oryza	Galbraith	188.26	572.44	2.65	2.11	3.041	191.7566667	582.44	0.66	0.33	0.32	2.47	1.94	0.004	Sahr Mian	22/10/20		-						
RBGE	DB1465	DTOL	Bryophyte		Scorpidium	revolvens	<Solanum	OxPRO	204.73	612.56	2.98	2.7	1.556	211.45	628.12	1.32	0.66	0.65	3.22	2.64	0.010	Sahr Mian	21/10/20		-						
RBGE	DB1466	DTOL	Bryophyte		Metzgeria	furcata	<Solanum	GPB3%PVPBmet	219.01	689.66	8.08	2.58	3.149	229.17	708.76	1.27	0.63	0.62	8.78	2.79	0.060	Sahr Mian	3/11/2020		2.02						
RBGE	DB1467	DTOL	Bryophyte		Encalypta	streptocarpa	<Oryza	GPB3%PVPBmet	202.81	407.25	3.06	2.93	2.324	209.2266667	423.35	0.99	0.49	0.48	2.94	2.42	0.021	Sahr Mian	3/11/2020		0.9						
RBGE	DB1468	DTOL	Bryophyte		Calliergonella	cuspidata	<Solanum	GPB3%PVPBmet	265.95	638.65	3.04	3.2	2.402	280.36	669.54	0.82	0.41	0.40	3.45	2.88	0.030	Sahr Mian	3/11/2020		0.69						
RBGE	DB1469	DTOL	Bryophyte		Anomodon	viticulosus	<Oryza	GPB3%PVPBmet	203.77	448.65	3.07	3.69	2.202	217.3	471.2233333	0.92	0.46	0.45	3.09	3.69	0.028	Sahr Mian	3/11/2020		0.8						
RBGE	DB1470	DTOL	Bryophyte		Radula	complanata	<Solanum	GPB3%PVPBmet	186.83	436.84	5.85	2.98	2.338	194.75	447.57	1.71	0.85	0.83	5.92	2.78	0.040	Sahr Mian	3/11/2020		1.51						
RBGE	DB1471	DTOL	Bryophyte		Frullania	dilatata	<Oryza	GPB3%PVPBmet	258.34	385.85	6.4	3.69	2.202	261.5433333	399.7933333	1.31	0.65	0.64	4.76	3.69	0.028	Sahr Mian	3/11/2020		1.11/1.50						
RBGE	DB1471	DTOL	Bryophyte		Frullania	dilatata	<Oryza	GPB3%PVPBmet	329.27	385.85	5.54	3.69	2.202	338.44	399.7933333	1.69	0.85	0.83	5.95	3.69	0.028	Sahr Mian	3/11/2020		1.11/1.50						
RBGE	DB1472	DTOL	Bryophyte		Lepidozia	reptans	<Solanum	GPB3%PVPBmet	198.67	480.6	6.47	3	2.419	204.14	487.67	1.64	0.82	0.80	6.25	3.01	0.030	Sahr Mian	3/11/2020		1.33						
RBGE	DB1473	DTOL	Bryophyte		Dicranella	heteromalla	<Oryza	GPB3%PVPBmet	165.04	452.02	3.51	3.12	3.351	172.5166667	477.7266667	0.72	0.36	0.35	2.95	3.10	0.299	Sahr Mian	3/11/2020		0.63						
RBGE	DB1474	DTOL	Bryophyte		Sanionia	uncinata	<Solanum	GPB3%PVPBmet	278.93	688.59	3.7	3.94	2.632	287.1	725.73	1.55	0.78	0.76	3.02	2.98	0.080	Sahr Mian	4/11/2020		-						
RBGE	DB1475	DTOL	Bryophyte		Lophocolea	bidentata	<Oryza	GPB3%PVPBmet	234.43	372.5	4.75	2.41	1.589	234.56	377.1566667	1.24	0.62	0.61	5.17	2.08	0.017	Sahr Mian	4/11/2020		0.92						
RBGE	DB1476	DTOL	Bryophyte		Plagiothecium	undulatum	<Solanum	GPB3%PVPBmet	364.22	686.69	3.89	3.15	1.885	383.43	709.04	1.06	0.53	0.52	3.89	2.96	0.040	Sahr Mian	4/11/2020		0.94						
RBGE	DB1477	DTOL	Bryophyte		Plagiothecium	denticulatum	<Solanum	GPB3%PVPBmet	299.42	590.89	4.24	2.94	1.968	316.42	609.07	1.02	0.51	0.50	3.90	3.05	0.040	Sahr Mian	4/11/2020		1.10						
RBGE	DB1478	DTOL	Bryophyte		Sphagnum	inundatum	<Solanum	GPB3%PVPBmet	255.2	556.11	3.88	2.55	2.179	260.92	562.61	1.82	0.91	0.89	3.78	2.48	0.020	Sahr Mian	4/11/2020		1.44						
RBGE	DB1479	DTOL	Bryophyte		Pogonatum	urnigerum	<Solanum	GPB3%PVPBmet	155.51	512.09	3.55	2.87	3.293	162.44	525.18	1.21	0.61	0.60	3.16	2.45	0.060	Sahr Mian	4/11/2020		-						
RBGE	DB1486	DTOL	Bryophyte		Bryum	capillare	<Solanum	GPB3%PVPBmet	246.25	479.21	4.61	2.87	1.947	260.78	511.26	1.00	0.50	0.49	4.14	2.88	0.020	Sahr Mian	17/03/2021		1.08						
RBGE	DB1487	DTOL	Bryophyte		Polytrichum	formosum	<Oryza	GPB3%PVPBmet	213.85	324.38	4.18	3.85	1.591	220.61	350.39	1.26	0.63	0.62	6.67	4.12	0.071	Sahr Mian	24/03/2021		1.08						
RBGE	DB1488	DTOL	Bryophyte		Pseudoscleropodium	purum	<Solanum	Ebihara	119.04	568.89	5.21	2.39	4.777	123.7	593.39	0.82	0.41	0.40	4.69	2.36	0.020	Sahr Mian	17/03/2021		-						
RBGE	DB1489	DTOL	Bryophyte		Dicranum	scorparium	>Oryza	GPB3%PVPBmet	234.5	342.82	3.97	3.98	1.462	353.1866667	243.35	1.45	0.73	0.71	3.71	3.87	0.011	Sahr Mian	17/03/2021		1.45						
RBGE	DB1490	DTOL	Bryophyte		Orthocaulis	floerkei	<Solanum	OXPRO	129.02	413.66	5.07	2.41	3.206	135.5	427.67	1.24	0.62	0.61	4.69	2.72	0.040	Sahr Mian	17/03/2021		-						
RBGE	DB1492	DTOL	Bryophyte		Fissidens	sp.	<Oryza	GPB3%PVPBmet	103.49	210.29	3.14	3.75	2.032	107.36	221.86	0.97	0.48	0.47	6.67	4.12	0.071	Sahr Mian	24/03/2021		0.56-1.28						
RBGE	DB1493	DTOL	Bryophyte		Marchantia	quadrata	<Solanum	OXPRO	191.71	423.96	5.45	3.87	2.211	204.01	454.3366667	1.78	0.89	0.87	4.69	2.72	0.040	Sahr Mian	07/04/2021		0.58-1.30 genus est						
RBGE	DB1494	DTOL	Bryophyte		Ptychomitrium	polyphyllum	<Oryza	OXPRO	98.85	495.3	4.41	3.22	5.011	101.73	526.90	0.39	0.19	0.19	6.67	4.12	0.071	Sahr Mian	24/03/2021		-						
RBGE	DB1495	DTOL	Bryophyte		Pellia	epiphylla	<Oryza	GPB3%PVPBmet	113.14	336.66	5.94	4.69	2.976	116.5666667	355.24	0.66	0.33	0.32	6.67	4.12	0.071	Sahr Mian	17/03/2021		4.20						
RBGE	DB1496	DTOL	Bryophyte		Conocephalum	salebrosum	NO RESULT																								
RBGE	DB1497	DTOL	Bryophyte		Sciuro-hypnum	plumosum	<Oryza	OXPRO	209.14	503.33	4.8	3.22	2.407	219.85	517.36	0.85	0.42	0.42	6.67	4.12	0.071	Sahr Mian	24/03/2021		-						
RBGE	DB1498	DTOL	Bryophyte		Dichodontium	flavescens	<Oryza	OXPRO	286.71	560.25	4.55	3.23	1.954	295.47	575.86	0.51	0.26	0.25	6.67	4.12	0.071	Sahr Mian	24/03/2021		-						
RBGE	DB1499	DTOL	Bryophyte		Mylia	taylorii	>Solanum	GPB3%PVPBmet	101.08	382.95	3.42	2.45	1.947	389.03	106.6	14.31	7.15	6.99	3.35	2.94	0.020	Sahr Mian	17/03/2021		14.84						
RBGE	DB1500	DTOL	Bryophyte		Jungermannia	eucordifolia	<Oryza	OXPRO	185.35	510.65	5.13	3.12	2.755	189.95	514.65	0.74	0.37	0.36	6.67	4.12	0.071	Sahr Mian	24/03/2021		0.79						
RBGE	DB1502	DTOL	Bryophyte		Porella	arboris-vitae	<Solanum	OXPRO	212.73	297.1	3.75	2.39	1.397	210.08	302.74	2.75	1.37	1.34	4.69	2.72	0.040	Sahr Mian	24/03/2021		Genus est 0.68 - 2.66						
RBGE	DB1503	DTOL	Bryophyte		Neckera	crispa	<Oryza	GPB3%PVPBmet	107.51	211.36	2.66	4.6	1.966	111.04	216.29	1.03	0.51	0.50	6.67	4.12	0.071	Sahr Mian	24/03/2021		1						
RBGE	DB1504	DTOL	Bryophyte		Ceratodon	purpureus	<Oryza	OXPRO	157.37	342.03	5.57	3.09	2.173	164.73	368.84	0.89	0.45	0.44	6.67	4.12	0.071	Sahr Mian	13/04/2021		0.78						
RBGE	DB1505	DTOL	Bryophyte		Rhynchostegium	riparoides	<Oryza	OXPRO	170.74	397.73	5.03	2.92	2.333	179.06	420.49	0.85	0.43	0.42	6.67	4.12	0.071	Sahr Mian	13/04/2021		0.76						
RBGE	DB1506	DTOL	Bryophyte		Bryum	pseudotriquetrum	<Sol	OXPRO	224.71	432.41	3.96	3.87	1.924	237.61	456.76	2.08	1.04	1.02	6.67	4.12	0.071	Sahr Mian	13/04/2021		-						
RBGE	DB1507	DTOL	Bryophyte		Fissidens	adianthoides	<Oryza	OXPRO	281.42	382.73	3.37	3.81	1.360	294.87	396.00	1.49	0.74	0.73	6.67	4.12	0.071	Sahr Mian	13/04/2021		1.28						
RBGE	DB1507	DTOL	Bryophyte		Oligotrichum	hercynicum	<Solanum	OXPRO	164.35	573.51	3.71	2.32	3.490	168.78	596.91	0.57	0.28	0.28	6.67	4.12	0.071	Sahr Mian	14/04/2021		-						
RBGE	DB1509	DTOL	Bryophyte		Gymnomitrion	obtusum	<Oryza	OXPRO	199.79	468.59	5.99	4.02	2.345	205.08	495.51	0.83	0.41	0.40	6.67	4.12	0.071	Sahr Mian	14/04/2021		-						
RBGE	DB1510	DTOL	Bryophyte		Dicranum	majus	<Sol	OXPRO	365.59	444.48	3.77	2.38	1.216	284.97	346.22	1.65	0.82	0.80	6.67	4.12	0.071	Robyn Powell	14/04/2021		-						
RBGE	DB1511	DTOL	Bryophyte		Hookeria	lucens	>Solanum	OXPRO	81.26	273.97	4.11	3.39	3.371	284.42	85.76	6.63	3.32	3.24	3.74	4.50	0.046	Sahr Mian	14/04/2021		1.61 (1C)	Tetraploid					
RBGE	DB1512	DTOL	Bryophyte		Andreaea	rothii	<Oryza	OXPRO	188.47	602.48	4.32	5.43	3.197	197.94	623.02	0.32	0.16	0.16	6.67	4.12	0.071	Robyn Powell	14/04/2021		-						
