Institute	ID Number	Project	Higher Group	Family	Genus	Species	Standard	Buffer	mean1	mean2	cv1	cv2	ratio	ave.sample	ave.standard	GS (2C)	GS (1C)	1C/Gbp	cv.sample	cv.standard	SD(R).sample	measured by	Date	DToL Specimen ID	Previous estimate (2C) (prime*)	Comments on DToL sample					
MSB	145183	UK Flora			Vicia	bithynica	>Petro	GPB3%PVPBmet	204.59	354.01	3.08	3.55	1.730	356.4266667	205.0333333	7.82	3.91	3.83	3.86	2.99	0.007	Robyn Powell									
MSB	153089	UK Flora			Fumaria	muralis	<Solanum	GPB3%PVPBmet	256.74	378.19	5.3	3.37	1.473	270.0423333	390.9566667	1.38	0.69	0.68	6.02	3.65	0.023	Sahr Mian									
MSB	21799	UK Flora			Primula	farinosa	<Petro	GPB3%PVPBmet	201	243.2	3.54	2.79	1.210	207.7466667	250.4466667	3.73	1.87	1.83	3.34	2.57	0.004	Robyn Powell									
MSB	236469	UK Flora			Salvia	verbenaca	>Solanum	GPB3%PVPBmet	191.66	274.46	4.71	3.25	1.432	284.95	198.73	2.87	1.43	1.40	2.76	3.87	0.002	Robyn Powell									
MSB	236584	UK Flora			Hieracium	siluriense	>Petro		179.8	437.43	3.01	2.53	2.433	439.9733333	181.44	10.91	5.46	5.34	2.37	3.17	0.008	Robyn Powell									
MSB	244905	UK Flora			Thlaspi	perfoliatum	<Petro	GPB3%PVPBmet	148.3	500.73	3.9	1.53	3.377	152.2833333	508.8033333	1.35	0.67	0.66	3.25	1.34	0.037	Robyn Powell									
MSB	33679	UK Flora			Silene	dioica	>Petro	GPB3%PVPBmet	211.11	275.99	2.5	2.69	1.307	277.9233333	212.2533333	5.89	2.95	2.88	2.16	2.28	0.002	Robyn Powell									
MSB	42282	UK Flora			Silene	dioica	>Petro	GPB3%PVPBmet	276.02	365.7	2.31	2.62	1.325	367.18	275.8133333	5.99	3.00	2.93	2.51	2.23	0.006	Robyn Powell									
MSB	539573	UK Flora			Bellis	perennis	<Petro	GPB3%PVPBmet	143.21	175.85	3.98	3.65	1.228	144.5433333	178.3566667	3.65	1.82	1.78	4.39	3.59	0.005	Robyn Powell									
MSB	60556	UK Flora			Cuscuta	europaea	>Petro	GPB3%PVPBmet	182.17	209.99	1.69	2.23	1.153	211.385	182.7	5.21	2.60	2.55	2.74	1.74	0.006	Robyn Powell									
MSB	635257	UK Flora			Viola	persicifolia	<Petro	GPB3%PVPBmet	149.53	465.36	4.27	2.1	3.112	154.0466667	471.8733333	1.47	0.73	0.72	3.96	1.91	0.052	Robyn Powell									
MSB	668125	UK Flora			Blysmus	compressus	>Solanum	GPB3%PVPBmet	144.5	291.04	3.31	3.4	2.014	290.4733333	144.33	4.03	2.01	1.97	3.28	3.29	0.008	Robyn Powell									
MSB	678632	DTOL	Angiosperm	Lamiaceae	Scutellaria	minor	<Solanum	GPB3%PVPBmet	298.80	711.92	3.80	2.74	2.383	318.20	743.14	0.84	0.42	0.41	3.55	2.73	0.04	Sahr Mian	22/07/2020	KDTOL10113	No previous estimate						
MSB	71048	DTOL	Angiosperm	Lamiaceae	Scutellaria	galericulata	<Solanum	GPB3%PVPBmet	284.65	707.99	4.72	3.13	2.487	307.15	747.89	0.80	0.40	0.39	3.98	2.90	0.04	Sahr Mian	22/07/2020	KDTOL10114	No previous estimate						
MSB	735065	UK Flora			Lathyrus	japonicus	>Pisum	GPB3%PVPBmet	175.22	244.94	2.68	2.92	1.398	246.07	176.45	12.68	6.34	6.20	2.80	2.72	0.004	Robyn Powell									
MSB	77855	UK Flora			Rosa	canina	<Petro	GPB3%PVPBmet	133.78	456.54	3.51	1.59	3.413	137.3733333	462.9133333	1.34	0.67	0.65	4.28	2.54	0.054	Robyn Powell									
MSB	806567	UK Flora			Crataegus	monogyna	<Petro	GPB3%PVPBmet	173.12	446.86	4.69	2.17	2.581	173.12	446.86	1.74	0.87	0.85	4.69	2.17	0.000	Robyn Powell									
MSB	809281	UK Flora			Lobelia	urens	<Petro	GPB3%PVPBmet	124.67	555.43	5.05	1.64	4.455	86.56	388.03	1.00	0.50	0.49	4.55	1.61	0.070	Robyn Powell									
MSB	854263	UK Flora			Hieracium	eminentiforme	>Petro		103.22	379.78	3.49	3.93	3.679	384.1733333	104.8166667	16.49	8.25	8.07	3.88	3.43	0.022	Robyn Powell									
MSB	854535	UK Flora			Hieracium	pugsleyi	>Petro	GPB3%PVPBmet	124.14	447.74	3.94	3.1	3.607	451.68	125.325	16.22	8.11	7.93	2.45	3.27	0.004	Robyn Powell									
MSB	854546	UK Flora			Hieracium	hethlandiae	>Petro		144.37	510.23	4.2	4.63	3.534	535.4633333	152.05	15.85	7.92	7.75	4.48	4.05	0.012	Robyn Powell									
MSB	854557	UK Flora			Hieracium	australius	>Petro		170.12	604.8	2.72	2.16	3.555	611.8333333	173.86	15.84	7.92	7.74	2.02	2.45	0.036	Robyn Powell									
MSB	854568	UK Flora			Hieracium	spenceanum	>Petro		186.05	666.5	2.96	2.74	3.582	610.36	173.0833333	15.87	7.93	7.76	4.75	5.10	0.059	Robyn Powell									
MSB	854579	UK Flora			Hieracium	amaurostictum	>Petro		163.81	572.19	2.87	2.59	3.493	576.5633333	165.73	15.66	7.83	7.66	2.27	2.42	0.020	Robyn Powell									
MSB	855336	UK Flora			Crataegus	monogyna	<Petro	GPB3%PVPBmet	245.31	555.72	4.36	2.09	2.265	246.9233333	557.6633333	1.99	1.00	0.97	4.68	2.41	0.026	Robyn Powell									
MSB	855347	UK Flora			Phyteuma	spicatum	<Petro	GPB3%PVPBmet	216.98	389.21	2.55	2.49	1.794	193.02	340.5433333	2.55	1.28	1.25	2.48	2.48	0.013	Robyn Powell									
MSB	859046	UK Flora			Hieracium	dilectum	>Petro		117.79	421.8	2.64	3.01	3.593	427.21	119.61	16.07	8.04	7.86	2.87	2.95	0.015	Robyn Powell									
MSB	859079	UK Flora			Hieracium	lissolepium	>Petro		167.75	589.5	2.76	2.35	3.514	595.2866667	170.4033333	15.72	7.86	7.69	2.14	2.49	0.018	Robyn Powell									
MSB	859080	UK Flora			Hieracium	ronasii	>Petro		115.76	378.48	3.28	3.67	3.270	385.66	118.4566667	14.65	7.33	7.16	3.69	3.35	0.017	Robyn Powell									
MSB	859091	UK Flora			Hieracium	zetlandicum	>Petro		113.38	397.48	3.55	4.24	3.506	398.22	113.37	15.81	7.90	7.73	4.44	4.00	0.008	Robyn Powell									
MSB	863171	UK Flora			Euphrasia	nemorosa	>Oryza	GPB3%PVPBmet	184.34	450.14	4.57	3.23	2.442	449.3666667	185.9733333	2.42	1.21	1.18	2.75	4.93	0.023	Robyn Powell									
MSB	863355	UK Flora			Cyperus	fuscus	<Solanum	GPB3%PVPBmet	121.43	455.99	6.54	3.86	3.755	130.52	477.5366667	0.55	0.27	0.27	6.19	4.04	0.085	Robyn Powell									
MSB	865223	UK Flora			Taxus	baccata	>Pisum	GPB3%PVPBmet	192.51	279.93	2.3	3.88	1.454	284.0166667	195.4766667	13.21	6.60	6.46	2.07	3.77	0.001	Robyn Powell									
MSB	875693	UK Flora			Taraxacum	lamprophyllum	<Pisum		169.3	459.34	3.71	2.75	2.713	174.6366667	467.1466667	3.40	1.70	1.66	2.93	2.23	0.033	Robyn Powell									
MSB	876483	UK Flora			Taraxacum	palustrisquameum	<Pisum		185.19	334.87	3.72	2.95	1.808	196.38	347.6233333	5.14	2.57	2.51	4.07	3.25	0.032	Robyn Powell									
MSB	877996	UK Flora			Hieracium	pachyphylloides	>Petro		115.6	276.15	3.76	3.59	2.389	277.81	116.8466667	10.70	5.35	5.23	3.76	3.83	0.012	Robyn Powell									
MSB	878007	UK Flora			Hieracium	britannicum	>Petro		191.11	302.45	2.09	2.23	1.583	306.3033333	193.8866667	7.11	3.55	3.48	2.18	1.95	0.004	Robyn Powell									
MSB	878661	UK Flora			Hieracium	breconense	>Petro		183.23	440.73	2.64	2.37	2.405	443.9033333	185.2633333	10.78	5.39	5.27	2.39	2.74	0.008	Robyn Powell									
MSB	878672	UK Flora			Hieracium	adelphicum	>Petro		128.92	311.67	2.63	2.52	2.418	315.4066667	130.4366667	10.88	5.44	5.32	2.19	2.53	0.005	Robyn Powell									
MSB	878683	UK Flora			Hieracium	kentii	>Petro		117.61	277.63	4.99	4.79	2.361	279.45	118.81	10.58	5.29	5.18	5.15	4.87	0.016	Robyn Powell									
MSB	879277	UK Flora			Hieracium	anglicum	>Petro		151.79	388.4	2.87	2.14	2.559	390.7366667	153.4366667	11.46	5.73	5.60	2.18	3.06	0.011	Robyn Powell									
MSB	879336	UK Flora			Hieracium	exotericum	>Petro		134.21	320.62	2.73	2.96	2.389	321.895	134.87	10.74	5.37	5.25	2.84	2.60	0.003	Robyn Powell									
MSB	879347	UK Flora			Hieracium	exotericum	>Petro		133.63	318.1	5.19	5.81	2.380	326.51	137.5033333	10.69	5.34	5.23	4.90	4.11	0.013	Robyn Powell									
MSB	879370	UK Flora			Hieracium	scotostictum	>Petro		139.89	329.55	3.81	4.39	2.356	332.98	141.8333333	10.56	5.28	5.17	4.33	3.78	0.010	Robyn Powell									
MSB	879417	UK Flora			Hieracium	sublepistoides	>Petro		142.25	336.58	3.77	3.55	2.366	344.1033333	145.9833333	10.61	5.30	5.19	3.08	3.48	0.015	Robyn Powell									
MSB	879439	UK Flora			Hieracium	vulgatum	>Petro		131.17	338.6	3.05	2.54	2.581	343.5966667	134.1	11.53	5.77	5.64	2.33	2.68	0.017	Robyn Powell									
MSB	882556	UK Flora			Ranunculus	acris	>Petro	GPB3%PVPBmet	206.87	475.93	2.12	2.09	2.301	446.8466667	193.57	10.39	5.19	5.08	1.92	2.46	0.007	Robyn Powell									
MSB	882578	UK Flora			Hieracium	naviense	>Petro		204.82	493.7	2.75	2.3	2.410	499.7433333	208.1966667	10.80	5.40	5.28	2.04	2.61	0.009	Robyn Powell									
MSB	882578	UK Flora			Hieracium	dalense	>Petro		109.09	260.82	4.59	4.27	2.391	260.0533333	109.4366667	10.69	5.35	5.23	4.56	4.84	0.028	Robyn Powell									
MSB	882589	UK Flora			Hieracium	naviense	>Petro		149.54	375.75	8.3	4.26	2.513	387.24	158.1166667	11.02	5.51	5.39	4.05	6.10	0.058	Robyn Powell									
MSB	882615	UK Flora			Hieracium	glaucinum subsp. petiolare	>Petro		142.8	334.27	3.27	3.82	2.341	338.9233333	145.1766667	10.51	5.25	5.14	3.97	3.71	0.009	Robyn Powell									
MSB	882626	UK Flora			Hieracium	glaucinum subsp. petiolare	>Petro	GPB3%PVPBmet	123.42	303.64	2.82	2.42	2.460	305.7133333	124.56	11.04	5.52	5.40	2.37	3.05	0.006	Robyn Powell									
MSB	886783	UK Flora			Fragaria	vesca	<Solanum	GPB3%PVPBmet	142.46	492.9	6.04	4.07	3.460	162.4066667	563.2533333	0.58	0.29	0.28	5.23	3.54	0.030	Robyn Powell									
MSB	888097	UK Flora			Carex	capillaris	<Solanum	GPB3%PVPBmet	223.4	359.9	4.85	3.1	1.611	222.3666667	357.3433333	1.24	0.62	0.61	4.73	3.32	0.009	Robyn Powell									
MSB	888134	UK Flora			Echium	vulgare	<Petro	GPB3%PVPBmet	238.67	585.06	3.96	1.86	2.451	239.7633333	586.19	1.84	0.92	0.90	3.76	1.95	0.009	Robyn Powell									
MSB	888178	UK Flora			Ligusticum	scoticum	>Petro	GPB3%PVPBmet	180.6	259.67	4.49	4.94	1.438	200.8266667	139.1	6.50	3.25	3.18	4.87	4.65	0.007	Robyn Powell									
MSB	888190	UK Flora			Lotus	corniculatus	<Petro	GPB3%PVPBmet	231.75	417	2.91	2.56	1.799	236.0366667	423.2866667	2.51	1.25	1.23	2.75	2.23	0.008	Robyn Powell									
MSB	888260	UK Flora			Rhinanthus	minor	<Petro	GPB3%PVPBmet	254.57	363.02	6	4.78	1.426	254.57	363.02	3.16	1.58	1.54	6.00	4.78	0.000	Robyn Powell									
MSB	889692	UK Flora			Carex	limosa	<Solanum	GPB3%PVPBmet	181.13	336.9	3.65	2.41	1.860	179.4733333	337.49	1.06	0.53	0.52	3.83	2.69	0.022	Robyn Powell									
MSB	890173	UK Flora			Sorbus	aucuparia	<Petro	GPB3%PVPBmet	155.31	434.82	5.08	2.11	2.800	169.3433333	470.1166667	1.62	0.81	0.79	4.95	2.15	0.025	Robyn Powell									
MSB	890324	UK Flora			Lonicera	periclymenum	<Pisum	GPB3%PVPBmet	230.18	330.62	5.24	1.63	1.436	233.5233333	335.0733333	6.34	3.17	3.10	5.10	1.50	0.005	Robyn Powell									
MSB	891077	UK Flora			Oxyria	digyna	<Pisum	GPB3%PVPBmet	179.54	540.33	3.75	2.06	3.010	160.87	484.1366667	3.02	1.51	1.48	3.30	2.04	0.005	Robyn Powell									
MSB	891077	UK Flora			Samolus	valerandi	<Pisum	GPB3%PVPBmet	110.24	702.01	4.94	1.99	6.368	110.3633333	694.6766667	1.44	0.72	0.71	5.00	2.64	0.073	Robyn Powell									
MSB	8911239	UK Flora			Carex	elongata	<Solanum	GPB3%PVPBmet	220.96	491.99	4.76	3.04	2.227	222.9	498.8633333	0.89	0.45	0.44	4.56	3.12	0.022	Robyn Powell									
MSB	891228	UK Flora			Rhinanthus	minor	<Petro	GPB3%PVPBmet	219.75	314.42	4.04	3.53	1.431	231.0666667	331.1833333	3.14	1.57	1.54	4.26	3.06	0.024	Robyn Powell									
MSB	891262	UK Flora			Taraxacum	xiphoideum	<Pisum		162.97	352.89	4.38	3.11	2.165	168.0066667	358.7833333	4.26	2.13	2.08	4.21	3.01	0.027	Robyn Powell									
MSB	891365	UK Flora			Hieracium	charitodon	>Petro		157.31	406.45	3.86	3.16	2.584	411.5666667	160.7333333	11.52	5.76	5.63	3.26	3.55	0.022	Robyn Powell									
MSB	891376	UK Flora			Hieracium	trichocaulon	>Petro	GPB3%PVPBmet	150.67	390.19	3.26	2.68	2.590	403.0566667	157.9	11.49	5.74	5.62	2.48	2.91	0.037	Robyn Powell									
MSB	891480	UK Flora			Hieracium	rubicundiforme	>Petro	GPB3%PVPBmet	124.21	410.33	4.16	4.27	3.304	415.4166667	126.8933333	14.73	7.37	7.20	3.67	3.63	0.028	Robyn Powell									
MSB	891620	UK Flora			Hieracium	saxorum	>Petro	GPB3%PVPBmet	154.73	367.96	4.25	3.93	2.378	373.1766667	158.28	10.61	5.30	5.19	3.65	3.88	0.022	Robyn Powell									
MSB	891712	UK Flora			Hieracium	pulchrius	>Petro		112.86	387.29	4.78	5.67	3.431	394.7033333	114.5566667	15.50	7.75	7.58	5.30	4.63	0.015	Robyn Powell									
MSB	891745	UK Flora			Hieracium	subrubicundum	>Petro		198.14	504.15	4.34	3.75	2.544	505.69	202.32	11.25	5.62	5.50	4.92	5.42	0.038	Robyn Powell									
MSB	891974	UK Flora			Hieracium	scoticum	>Petro		125.36	428.99	2.53	1.63	3.422	438.34	129.2366667	15.26	7.63	7.46	1.66	2.67	0.033	Robyn Powell									
MSB	892074	UK Flora			Sorbus	aucuparia	<Petro	GPB3%PVPBmet	156.13	440.02	4.25	1.81	2.818	173.5966667	479.1233333	1.63	0.82	0.80	3.95	1.83	0.048	Robyn Powell									
MSB	892708	UK Flora			Hieracium	subscoticum	>Petro		161.89	547.66	2.54	2.33	3.383	551.1733333	163.8133333	15.14	7.57	7.40	2.43	2.73	0.019	Robyn Powell									
MSB	892823	UK Flora			Carex	aquatalis	<Solanum	GPB3%PVPBmet	167.11	344.9	4.31	2.43	2.064	165.9766667	343.4033333	0.97	0.48	0.47	4.35	2.77	0.022	Robyn Powell									
MSB	892937	UK Flora			Hieracium	scarpicum	>Petro		142.39	470.58	3.75	3.63	3.305	452.9533333	138.3866667	14.73	7.36	7.20	3.43	3.39	0.036	Robyn Powell									
MSB	892959	UK Flora			Hieracium	flocculosiforme	>Petro		141.28	437.43	3.13	3.05	3.350	442.47	142.96	13.93	6.96	6.81	2.85	2.79	0.035	Robyn Powell									
MSB	893026	UK Flora			Hieracium	melanoglochin	>Petro		214.07	575.83	2.56	2.27	2.690	578.335	215.045	12.10	6.05	5.92	2.18	2.46	0.001	Robyn Powell									
MSB	893141	UK Flora			Vicia	cracca	>Petro	GPB3%PVPBmet	262.65	683.73	1.73	1.89	2.603	594.5433333	228.2733333	11.72	5.86	5.73	2.09	1.91	0.002	Robyn Powell									
MSB	893152	UK Flora			Mertensia	maritima	<Petro	GPB3%PVPBmet	202.22	615	4.7	2.26	3.041	204.55	614.5433333	1.50	0.75	0.73	4.66	1.93	0.036	Robyn Powell									
MSB	893222	UK Flora			Hieracium	dalense	>Petro		146.1	349.2	2.44	1.95	2.390	351.5733333	147.8433333	10.70	5.35	5.23	1.84	2.41	0.013	Robyn Powell									
MSB	893266	UK Flora			Hieracium	proximum	>Petro		191.89	497.43	3.08	2.66	2.592	505.67	196.5433333	11.58	5.79	5.66	2.66	2.88	0.021	Robyn Powell									
MSB	893554	UK Flora			Malus	sylvestris	<Petro	GPB3%PVPBmet	213.58	485.32	11.16	1.75	2.272	218.81	489.5333333	2.01	1.01	0.98	9.78	1.70	0.026	Robyn Powell									
MSB	893749	UK Flora			Prunella	vulgaris	<Solanum	GPB3%PVPBmet	324.75	393.74	4.4	4.74	1.212	324.75	393.74	1.65	0.82	0.81	4.40	4.74	0.000	Robyn Powell									
MSB	893853	UK Flora			Hieracium	eboracense	>Petro		152.56	406.49	3.59	3.49	2.664	409.2866667	154.4533333	11.92	5.96	5.83	2.70	3.07	0.014	Robyn Powell									
MSB	893945	UK Flora			Hieracium	sannoxense	>Petro		209.16	671.11	2.92	2.68	3.209	612.2933333	191.94	14.36	7.18	7.02	2.32	2.55	0.017	Robyn Powell									
MSB	893967	UK Flora			Vicia	sylvatica	>Petro	GPB3%PVPBmet	177.21	562.5	2.52	1.9	3.174	573.75	181.7933333	14.20	7.10	6.94	1.99	2.72	0.029	Robyn Powell									
MSB	894001	UK Flora			Medicago	falcata	<Petro	GPB3%PVPBmet	436.1	512.45	3.85	2.66	1.175	444.5333333	521.37	3.84	1.92	1.88	3.53	2.52	0.003	Robyn Powell									
MSB	894171	UK Flora			Sambucus	nigra	<Allium	GPB3%PVPBmet	179.78	231.86	4.2	2.21	1.290	179.77	232.8933333	26.93	13.47	13.17	4.47	2.25	0.038	Arezoo Dastpak									
MSB	894193	UK Flora			Lathyrus	sylvestris	>Petro	GPB3%PVPBmet	188.46	892.28	2.42	1.77	4.735	873.78	185.3633333	21.21	10.61	10.37	1.98	2.42	0.019	Robyn Powell									
MSB	894311	UK Flora			Hieracium	sowadeense	>Petro		148.74	521.11	3.56	3.06	3.504	527.4	151.5533333	15.66	7.83	7.66	2.75	3.16	0.023	Robyn Powell									
MSB	894333	UK Flora			Hieracium	sowadeense	>Petro		149.3	510.36	2.68	2.03	3.418	517.3733333	152.7166667	15.25	7.62	7.45	2.07	2.61	0.033	Robyn Powell									
MSB	895097	UK Flora			Centaurea	nigra	<Pisum	GPB3%PVPBmet	189.54	398.24	3.49	2.52	2.101	199.3866667	413.71	4.38	2.19	2.14	3.23	2.38	0.023	Robyn Powell									
MSB	895754	UK Flora			Succisa	pratensis	>Petro	GPB3%PVPBmet	241.14	229.92	1.86	2.54	1.244	277.6066667	241.63	5.17	2.59	2.53	2.39	1.70	0.002	Robyn Powell									
MSB	896913	UK Flora			Juniperus	communis	<Allium	GPB3%PVPBmet	224.37	315.95	2	3.44	1.569	222.9766667	338.6733333	22.97	11.49	11.23	2.41	3.52	0.009	Robyn Powell									
MSB	897183	UK Flora			Arenaria	serpyllifolia	<Petro	GPB3%PVPBmet	161.73	895.48	3.7	1.42	5.537	162.49	896.75	0.82	0.41	0.40	3.70	1.60	0.029	Robyn Powell									
MSB	897194	UK Flora			Sherardia	arvensis	<Petro	GPB3%PVPBmet	168.58	605.39	4.97	5.43	3.591	170.4966667	614.0633333	1.25	0.62	0.61	4.31	4.00	0.033	Robyn Powell									
MSB	897208	UK Flora			Anthemis	cotula	<Pisum	GPB3%PVPBmet	164.06	199.9	3.7	2.32	1.218	166.24	202.8733333	7.45	3.72	3.64	3.58	2.26	0.003	Robyn Powell									
MSB	897323	UK Flora			Papaver	argemone	>Solanum	GPB3%PVPBmet	128.07	549.53	2.67	2.38	4.291	548.0433333	127.3433333	8.61	4.30	4.21	1.93	2.59	0.011	Robyn Powell									
MSB	898010	UK Flora			Gentianella	campestris	<Pisum	GPB3%PVPBmet	168.82	969.13	7.75	4.19	5.741	165.4	916.1366667	1.64	0.82	0.80	6.95	4.22	0.183	Robyn Powell									
MSB	898098	UK Flora			Ranunculus	peltatus	>Petro	GPB3%PVPBmet	176.56	368.89	2.22	2.61	2.089	377.2133333	181.1766667	9.37	4.68	4.58	2.58	2.39	0.008	Robyn Powell									
MSB	899453	UK Flora			Rubus	idaeus	<Solanum	GPB3%PVPBmet	289.23	819.98	4.22	2.2	2.835	289.23	819.98	0.71	0.35	0.34	4.22	2.20	0.000	Robyn Powell									
MSB	901587	UK Flora			Viola	riviniana	<Petro	GPB3%PVPBmet	248.15	388.91	3.38	2.46	1.567	209.2566667	323.89	2.91	1.45	1.42	4.09	2.33	0.023	Robyn Powell									
MSB	901635	UK Flora			Lamium	purpureum	<Petro	GPB3%PVPBmet	276.78	454.77	3.27	2.56	1.643	215.2866667	353.2033333	2.74	1.37	1.34	2.96	2.45	0.004	Robyn Powell									
MSB	901680	UK Flora			Stachys	palustris	>Petro	GPB3%PVPBmet	262.36	334.38	4.65	3.06	1.275	338.6733333	268.0933333	5.68	2.84	2.78	3.59	4.72	0.010	Robyn Powell									
MSB	901727	UK Flora			Epilobium	hirsutum	<Solanum	GPB3%PVPBmet	109.3	242.46	2.8	2.44	2.218	110.8333333	244.95	0.90	0.45	0.44	3.02	2.56	0.009	Arezoo Dastpak									
MSB	903662	UK Flora			Veronica	arvensis	<Solanum	GPB3%PVPBmet	171.21	365.56	4.62	2.49	2.135	167.06	361.1	0.93	0.46	0.45	4.56	2.72	0.038	Robyn Powell									
MSB	903673	UK Flora			Lysimachia	arvensis	<Pisum	GPB3%PVPBmet	172.13	577.13	4.96	1.54	3.237	171.55	574.25	2.72	1.36	1.33	4.25	1.51	0.043	Robyn Powell									
MSB	911245	UK Flora			Myosotis	laxa	<Petro	GPB3%PVPBmet	166.65	246.24	4.81	2.96	1.478	169.5633333	249.67	3.06	1.53	1.49	4.70	2.89	0.005	Robyn Powell									
MSB	911359	UK Flora			Schoenoplectus	triqueter	<Petro	GPB3%PVPBmet	162.05	514.83	3.05	1.67	3.177	160.4466667	510.02	1.42	0.71	0.69	3.09	1.97	0.004	Robyn Powell									
MSB	911371	UK Flora			Schoenoplectus	triqueter	<Petro	GPB3%PVPBmet	158.22	504.38	3.51	2.22	3.188	157.68	501.3366667	1.42	0.71	0.69	3.04	2.00	0.009	Robyn Powell									
MSB	912437	UK Flora			Euonymus	europaeus	<Petro	GPB3%PVPBmet	225.45	539	3.91	1.81	2.391	229.0966667	544.2066667	1.89	0.95	0.93	4.12	2.06	0.032	Robyn Powell									
MSB	912518	UK Flora			Sorbus	aucuparia	<Petro	GPB3%PVPBmet	154.63	423.02	3.59	1.79	2.736	157.4266667	426.4633333	1.66	0.83	0.81	3.70	1.73	0.029	Robyn Powell									
MSB	912541	UK Flora			Prunus	avium	<Petro	GPB3%PVPBmet	170.73	795.93	4.71	1.59	4.662	172.5033333	798.2166667	0.97	0.49	0.48	4.51	1.52	0.035	Robyn Powell									
MSB	912596	UK Flora			Pinus	sylvestris	>Allium	GPB3%PVPBmet	329.62	450.6	2.7	2.2	1.367	456.9466667	202.1166667	75.74	37.87	37.04	1.69	2.61	0.000	Robyn Powell									
MSB	914006	UK Flora			Taraxacum	unguilobum	<Pisum		125.66	295.36	4.71	2.2	2.350	128.4866667	296.6433333	3.94	1.97	1.93	3.87	1.92	0.036	Robyn Powell									
MSB	922139	UK Flora			Sorbus	aucuparia	<Petro	GPB3%PVPBmet	150.59	425.84	4.33	2.42	2.828	154.58	431.1966667	1.61	0.81	0.79	4.06	2.17	0.040	Robyn Powell									
MSB	925037	UK Flora			Pinus	sylvestris	>Allium	GPB3%PVPBmet	158.18	217.77	4.22	3.99	1.377	220.0066667	159.9333333	46.08	23.04	22.53	4.09	4.06	0.002	Robyn Powell									
MSB	92911	UK Flora			Melampyrum	arvense	>Pisum	GPB3%PVPBmet	181.11	311.9	3.67	4.53	1.722	323.66	190.72	15.43	7.71	7.54	2.67	4.16	0.023	Robyn Powell									
MSB	930561	UK Flora			Taraxacum	acutifrons	<Pisum		139.52	456.42	2.9	1.47	3.271	142.4633333	458.9666667	2.82	1.41	1.38	2.81	1.49	0.049	Robyn Powell									
MSB	930572	UK Flora			Taraxacum	stenacrum	<Pisum		144.51	400.34	4.81	2.48	2.770	146.7766667	402.06	3.32	1.66	1.62	4.98	2.46	0.027	Robyn Powell									
MSB	930608	UK Flora			Taraxacum	ronae	<Pisum		135.13	363.82	4.47	2.56	2.692	136.6466667	363.4866667	3.42	1.71	1.67	4.14	2.65	0.034	Robyn Powell									
MSB	930619	UK Flora			Taraxacum	pruinatum	<Pisum		155.13	416.64	3.34	2.04	2.686	157.7733333	418.5	3.43	1.71	1.68	3.00	1.96	0.030	Robyn Powell									
MSB	933595	UK Flora			Taraxacum	akteum	<Pisum		130.2	394.29	4.29	2.88	3.028	136.5666667	398.08	3.12	1.56	1.52	3.59	2.53	0.098	Robyn Powell									
MSB	933609	UK Flora			Taraxacum	acutifidum	<Pisum		99.09	238.05	6.42	2.28	2.402	124.9	295.9833333	3.84	1.92	1.88	6.27	2.40	0.035	Robyn Powell									
MSB	933610	UK Flora			Taraxacum	subxanthostigma	<Pisum		192.93	607.28	3.69	2.36	3.148	202.0766667	620.9566667	2.96	1.48	1.45	3.01	1.91	0.069	Robyn Powell									
MSB	933621	UK Flora			Taraxacum	tumentilobum	<Pisum		187.16	414.38	2.98	2.18	2.214	198.8666667	434.0366667	4.16	2.08	2.04	2.71	1.88	0.031	Robyn Powell									
MSB	933643	UK Flora			Hieracium	vagicola	>Petro		165.99	520.58	3.12	2.58	3.136	526.3133333	168.3466667	14.07	7.03	6.88	2.42	2.94	0.015	Robyn Powell									
MSB	933724	UK Flora			Taraxacum	pulchrifolium	<Pisum		170.75	253.44	5.41	3.07	1.484	174.0666667	257.08	6.15	3.08	3.01	5.69	5.48	0.009	Robyn Powell									
MSB	933735	UK Flora			Taraxacum	prionum	<Pisum		173.5	483.21	2.83	2.17	2.785	178.6666667	491.4333333	3.30	1.65	1.62	2.86	2.06	0.034	Robyn Powell									
MSB	933746	UK Flora			Taraxacum	tamesense	<Pisum		112.11	341.55	3.21	2.08	3.047	114.9333333	345.8266667	3.02	1.51	1.48	3.49	2.03	0.039	Robyn Powell									
MSB	933768	UK Flora			Taraxacum	fulgidum	<Pisum		107.66	352.64	4.25	2.41	3.276	109.74	353.91	2.82	1.41	1.38	3.97	2.87	0.045	Robyn Powell									
MSB	933779	UK Flora			Taraxacum	palustre	<Pisum	GPB3%PVPBmet	173.17	362.85	3.43	2.94	2.095	176.35	365.5833333	4.38	2.19	2.14	3.36	2.67	0.022	Robyn Powell									
MSB	934024	UK Flora			Taraxacum	sahlinianum	<Pisum	GPB3%PVPBmet	203.58	653.94	3.57	2.2	3.212	212.2566667	669.7533333	2.88	1.44	1.41	3.03	1.94	0.055	Robyn Powell									
MSB	934101	UK Flora			Taraxacum	rubicundum	<Pisum		135.38	349.23	5.93	5.54	2.580	148.2333333	379.4466667	3.55	1.78	1.74	3.47	2.96	0.017	Robyn Powell									
MSB	934123	UK Flora			Taraxacum	pseudolarssonii	<Pisum		186.35	386.07	2.91	2.01	2.072	192.9833333	393.99	4.45	2.23	2.18	2.82	1.86	0.028	Robyn Powell									
