"Phylum","Class","Order","Family","Genus","Species","2N","N","Reference"
"Acanthocephala","Archiacanthocephala","Oligacanthorhynchida","Oligacanthorhynchidae","Macracanthorhynchus","Macracanthorhynchus hirudinaceus","8,6","3,4","Makino, S. (1951). An atlas of the chromosome numbers in animals. Iowa State College Press, Ames."
"Acanthocephala","Palaeacanthocephala","Echinorhynchida","Echinorhynchidae","Acanthocephalus","Acanthocephalus ranae","","8","Makino, S. (1951). An atlas of the chromosome numbers in animals. Iowa State College Press, Ames."
"Acanthocephala","Palaeacanthocephala","Echinorhynchida","Echinorhynchidae","Echinorhynchus","Echinorhynchus gadi","","8","Makino, S. (1951). An atlas of the chromosome numbers in animals. Iowa State College Press, Ames."
"Acanthocephala","Palaeacanthocephala","Polymorphida","Polymorphidae","Filicollis","Filicollis anatis","","8","Makino, S. (1951). An atlas of the chromosome numbers in animals. Iowa State College Press, Ames."
"Annelida","Clitellata","Acanthobdellida","Acanthobdellidae","Acanthobdella","Acanthobdella peledina","","8","Makino, S. (1951). An atlas of the chromosome numbers in animals. Iowa State College Press, Ames."
"Annelida","Clitellata","Arhynchobdellida","Erpobdellidae","Erpobdella","Erpobdella octoculata","16","8","Makino, S. (1951). An atlas of the chromosome numbers in animals. Iowa State College Press, Ames."
"Annelida","Clitellata","Arhynchobdellida","Haemopidae","Haemopis","Haemopis sanguisuga","","13","Makino, S. (1951). An atlas of the chromosome numbers in animals. Iowa State College Press, Ames."
"Annelida","Clitellata","Branchiobdellida","Branchiobdellidae","Branchiobdella","Branchiobdella astaci","16","8","Makino, S. (1951). An atlas of the chromosome numbers in animals. Iowa State College Press, Ames."
"Annelida","Clitellata","Crassiclitellata","Lumbricidae","Allolobophora","Allolobophora chlorotica","32","16","Makino, S. (1951). An atlas of the chromosome numbers in animals. Iowa State College Press, Ames."
"Annelida","Clitellata","Crassiclitellata","Lumbricidae","Aporrectodea","Aporrectodea caliginosa","36","18","Gregory, T. R. and Hebert, P. D. N. (2002). Genome size estimates for some oligochaete annelids. Canadian Journal of Zoology 80: 1485-1489; Makino, S. (1951). An atlas of the chromosome numbers in animals. Iowa State College Press, Ames."
"Annelida","Clitellata","Crassiclitellata","Lumbricidae","Aporrectodea","Aporrectodea rosea","54,56,57,58","27,28,29","Makino, S. (1951). An atlas of the chromosome numbers in animals. An atlas of the chromosome numbers in animals; Makino, S. (1951). An atlas of the chromosome numbers in animals. Iowa State College Press, Ames; Gregory, T. R. and Hebert, P. D. N. (2002). Genome size estimates for some oligochaete annelids. Canadian Journal of Zoology 80: 1485-1489."
"Annelida","Clitellata","Crassiclitellata","Lumbricidae","Bimastos","Bimastos rubidus","34","17","Gregory, T. R. and Hebert, P. D. N. (2002). Genome size estimates for some oligochaete annelids. Canadian Journal of Zoology 80: 1485-1489; Makino, S. (1951). An atlas of the chromosome numbers in animals. Iowa State College Press, Ames."
"Annelida","Clitellata","Crassiclitellata","Lumbricidae","Dendrobaena","Dendrobaena octaedra","108","54","Gregory, T. R. and Hebert, P. D. N. (2002). Genome size estimates for some oligochaete annelids. Canadian Journal of Zoology 80: 1485-1489."
"Annelida","Clitellata","Crassiclitellata","Lumbricidae","Eisenia","Eisenia fetida","22","11","Makino, S. (1951). An atlas of the chromosome numbers in animals. Iowa State College Press, Ames."
"Annelida","Clitellata","Crassiclitellata","Lumbricidae","Eiseniella","Eiseniella tetraedra","54,72","27,36","Makino, S. (1951). An atlas of the chromosome numbers in animals. Iowa State College Press, Ames."
"Annelida","Clitellata","Crassiclitellata","Lumbricidae","Lumbricus","Lumbricus rubellus","36","18","Makino, S. (1951). An atlas of the chromosome numbers in animals. Iowa State College Press, Ames."
"Annelida","Clitellata","Crassiclitellata","Lumbricidae","Lumbricus","Lumbricus terrestris","32,36,36","16,18","Gregory, T. R. and Hebert, P. D. N. (2002). Genome size estimates for some oligochaete annelids. Canadian Journal of Zoology 80: 1485-1489; Makino, S. (1951). An atlas of the chromosome numbers in animals. Iowa State College Press, Ames."
"Annelida","Clitellata","Enchytraeida","Enchytraeidae","Mesenchytraeus","Mesenchytraeus armatus","32","16","Makino, S. (1951). An atlas of the chromosome numbers in animals. Iowa State College Press, Ames."
"Annelida","Clitellata","Haplotaxida","Naididae","Potamothrix","Potamothrix bavaricus","20","10","Makino, S. (1951). An atlas of the chromosome numbers in animals. Iowa State College Press, Ames."
"Annelida","Clitellata","Haplotaxida","Naididae","Tubifex","Tubifex tubifex","100","50","Makino, S. (1951). An atlas of the chromosome numbers in animals. Iowa State College Press, Ames."
"Annelida","Clitellata","Rhynchobdellida","Glossiphoniidae","Alboglossiphonia","Alboglossiphonia heteroclita","16","8","Makino, S. (1951). An atlas of the chromosome numbers in animals. Iowa State College Press, Ames."
"Annelida","Clitellata","Rhynchobdellida","Glossiphoniidae","Glossiphonia","Glossiphonia complanata","26","13","Makino, S. (1951). An atlas of the chromosome numbers in animals. Iowa State College Press, Ames."
"Annelida","Clitellata","Rhynchobdellida","Glossiphoniidae","Glossiphonia","Glossiphonia concolor","28","14","Makino, S. (1951). An atlas of the chromosome numbers in animals. Iowa State College Press, Ames."
"Annelida","Clitellata","Rhynchobdellida","Glossiphoniidae","Helobdella","Helobdella robusta","18","9","Wedeen, C. J., Price, D. J. and Weisblat D. A. (1990). Analysis of the life cycle, genome, and homeo box genes of the leech Helobdella triserialis. In: The Cellular and Molecular Biology of Pattern Formation, edited by D. L. Stocum and T. L. Karr. Oxford University"
"Annelida","Polychaeta","Echiuroidea","Urechidae","Urechis","Urechis caupo","36","18","Makino, S. (1951). An atlas of the chromosome numbers in animals. Iowa State College Press, Ames."
"Annelida","Polychaeta","Eunicida","Dinophilidae","Dinophilus","Dinophilus gyrociliatus","20,32","10,20,16","Makino, S. (1951). An atlas of the chromosome numbers in animals. Iowa State College Press, Ames; Soldi, R., Ramella, L., Gambi, M. C., Sordino, P., and Sella, G. (1994). Genome size in polychaetes: relationship with body length and life habit. MÃƒÂ©moires du MusÃƒÂ©um National dÃ¢â‚¬â„¢Histoire Naturelle 162: 129-135."
"Annelida","Polychaeta","Eunicida","Dorvilleidae","Ophryotrocha","Ophryotrocha costlowi","6","3","Makino, S. (1951). An atlas of the chromosome numbers in animals. Iowa State College Press, Ames; Sella, G., Redi, G. A., Ramella, L., Soldi, R., and Premoli, M.C. (1993). Genome size and karyotype in some interstitial polychaete species of the genus Ophryotrocha (Dorvilleidae). Genome 36: 652-657."
"Annelida","Polychaeta","Eunicida","Dorvilleidae","Ophryotrocha","Ophryotrocha diadema","8","4","Sella, G., Redi, G. A., Ramella, L., Soldi, R., and Premoli, M.C. (1993). Genome size and karyotype in some interstitial polychaete species of the genus Ophryotrocha (Dorvilleidae). Genome 36: 652-657; Makino, S. (1951). An atlas of the chromosome numbers in animals. Iowa State College Press, Ames."
"Annelida","Polychaeta","Eunicida","Dorvilleidae","Ophryotrocha","Ophryotrocha gracilis","10","5","Sella, G., Redi, G. A., Ramella, L., Soldi, R., and Premoli, M.C. (1993). Genome size and karyotype in some interstitial polychaete species of the genus Ophryotrocha (Dorvilleidae). Genome 36: 652-657."
"Annelida","Polychaeta","Eunicida","Dorvilleidae","Ophryotrocha","Ophryotrocha hartmanni","10","5","Sella, G., Redi, G. A., Ramella, L., Soldi, R., and Premoli, M.C. (1993). Genome size and karyotype in some interstitial polychaete species of the genus Ophryotrocha (Dorvilleidae). Genome 36: 652-657."
"Annelida","Polychaeta","Eunicida","Dorvilleidae","Ophryotrocha","Ophryotrocha labronica","6","3","Sella, G., Redi, G. A., Ramella, L., Soldi, R., and Premoli, M.C. (1993). Genome size and karyotype in some interstitial polychaete species of the genus Ophryotrocha (Dorvilleidae). Genome 36: 652-657."
"Annelida","Polychaeta","Eunicida","Dorvilleidae","Ophryotrocha","Ophryotrocha macrovifera","6","3","Sella, G., Redi, G. A., Ramella, L., Soldi, R., and Premoli, M.C. (1993). Genome size and karyotype in some interstitial polychaete species of the genus Ophryotrocha (Dorvilleidae). Genome 36: 652-657."
"Annelida","Polychaeta","Eunicida","Dorvilleidae","Ophryotrocha","Ophryotrocha notoglandulata","6","3","Sella, G., Redi, G. A., Ramella, L., Soldi, R., and Premoli, M.C. (1993). Genome size and karyotype in some interstitial polychaete species of the genus Ophryotrocha (Dorvilleidae). Genome 36: 652-657."
"Annelida","Polychaeta","Eunicida","Dorvilleidae","Ophryotrocha","Ophryotrocha puerilis","8","4","Sella, G., Redi, G. A., Ramella, L., Soldi, R., and Premoli, M.C. (1993). Genome size and karyotype in some interstitial polychaete species of the genus Ophryotrocha (Dorvilleidae). Genome 36: 652-657."
"Annelida","Polychaeta","Eunicida","Dorvilleidae","Ophryotrocha","Ophryotrocha robusta","10","5","Sella, G., Redi, G. A., Ramella, L., Soldi, R., and Premoli, M.C. (1993). Genome size and karyotype in some interstitial polychaete species of the genus Ophryotrocha (Dorvilleidae). Genome 36: 652-657."
"Annelida","Polychaeta","Eunicida","Histriobdellidae","Histriobdella","Histriobdella homari","","8","Makino, S. (1951). An atlas of the chromosome numbers in animals. Iowa State College Press, Ames."
"Annelida","Polychaeta","Phyllodocida","Hesionidae","Oxydromus","Oxydromus flexuosus","26","13","Soldi, R., Ramella, L., Gambi, M. C., Sordino, P., and Sella, G. (1994). Genome size in polychaetes: relationship with body length and life habit. MÃƒÂ©moires du MusÃƒÂ©um National dÃ¢â‚¬â„¢Histoire Naturelle 162: 129-135."
"Annelida","Polychaeta","Phyllodocida","Nereididae","Alitta","Alitta succinea","20,21,22,23,24,25,26,27,28,29,30","14,10,11,12,13,15","Makino, S. (1951). An atlas of the chromosome numbers in animals. Iowa State College Press, Ames."
"Annelida","Polychaeta","Phyllodocida","Nereididae","Platynereis","Platynereis dumerilii","28","14","Makino, S. (1951). An atlas of the chromosome numbers in animals. Iowa State College Press, Ames."
"Annelida","Polychaeta","Phyllodocida","Syllidae","Parapionosyllis","Parapionosyllis elegans","12","6","Gambi, M.C., L. Ramella, G. Sella, P. Protto, and E. Aldieri (1997). Variation in genome size of benthic polychaetes: Systematic and ecological relationships. Journal of the Marine Biology Association of the United Kingdom 77: 1045-1057."
"Annelida","Polychaeta","Phyllodocida","Syllidae","Plakosyllis","Plakosyllis brevipes","12","6","Gambi, M.C., L. Ramella, G. Sella, P. Protto, and E. Aldieri (1997). Variation in genome size of benthic polychaetes: Systematic and ecological relationships. Journal of the Marine Biology Association of the United Kingdom 77: 1045-1057."
"Annelida","Polychaeta","Phyllodocida","Syllidae","Sphaerosyllis","Sphaerosyllis pirifera","14","7","Gambi, M.C., L. Ramella, G. Sella, P. Protto, and E. Aldieri (1997). Variation in genome size of benthic polychaetes: Systematic and ecological relationships. Journal of the Marine Biology Association of the United Kingdom 77: 1045-1057."
"Annelida","Polychaeta","Phyllodocida","Syllidae","Syllis","Syllis prolifera","26","13","Soldi, R., Ramella, L., Gambi, M. C., Sordino, P., and Sella, G. (1994). Genome size in polychaetes: relationship with body length and life habit. MÃƒÂ©moires du MusÃƒÂ©um National dÃ¢â‚¬â„¢Histoire Naturelle 162: 129-135."
"Annelida","Polychaeta","Sabellida","Sabellariidae","Sabellaria","Sabellaria spinulosa","8","4","Makino, S. (1951). An atlas of the chromosome numbers in animals. Iowa State College Press, Ames."
"Annelida","Polychaeta","Sabellida","Serpulidae","Serpula","Serpula vermicularis","","14","Makino, S. (1951). An atlas of the chromosome numbers in animals. Iowa State College Press, Ames."
"Annelida","Polychaeta","Spionida","Chaetopteridae","Chaetopterus","Chaetopterus pergamentaceus","18","9","Makino, S. (1951). An atlas of the chromosome numbers in animals. Iowa State College Press, Ames."
"Annelida","Polychaeta","Spionida","Spionidae","Prionospio","Prionospio malmgreni","34","17","Gambi, M.C., L. Ramella, G. Sella, P. Protto, and E. Aldieri (1997). Variation in genome size of benthic polychaetes: Systematic and ecological relationships. Journal of the Marine Biology Association of the United Kingdom 77: 1045-1057."
"Annelida","Polychaeta","Terebellida","Terebellidae","Lanice","Lanice conchilega","6","3","Makino, S. (1951). An atlas of the chromosome numbers in animals. Iowa State College Press, Ames."
"Annelida","Polychaeta","","Orbiniidae","Orbinia","Orbinia bioreti","18","9","Gambi, M.C., L. Ramella, G. Sella, P. Protto, and E. Aldieri (1997). Variation in genome size of benthic polychaetes: Systematic and ecological relationships. Journal of the Marine Biology Association of the United Kingdom 77: 1045-1057."
"Arthropoda","Arachnida","Araneae","Agelenidae","Eratigena","Eratigena atrica","42","18,19,20,21,22,23,24","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Arachnida","Araneae","Agelenidae","Tegenaria","Tegenaria domestica","43","23,22","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Arachnida","Araneae","Anyphaenidae","Anyphaena","Anyphaena accentuata","","14","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Arachnida","Araneae","Araneidae","Argiope","Argiope amoena","24","11,13,12","Makino, S. (1951). An atlas of the chromosome numbers in animals. Iowa State College Press, Ames."
"Arthropoda","Arachnida","Araneae","Araneidae","Stroemiellus","Stroemiellus stroemi","","13","Makino, S. (1951). An atlas of the chromosome numbers in animals. Iowa State College Press, Ames."
"Arthropoda","Arachnida","Araneae","Atypidae","Atypus","Atypus karschi","","23","Makino, S. (1951). An atlas of the chromosome numbers in animals. Iowa State College Press, Ames."
"Arthropoda","Arachnida","Araneae","Clubionidae","Clubiona","Clubiona subsultans","","10,12","Makino, S. (1951). An atlas of the chromosome numbers in animals. Iowa State College Press, Ames."
"Arthropoda","Arachnida","Araneae","Dictynidae","Argyroneta","Argyroneta aquatica","","13","Makino, S. (1951). An atlas of the chromosome numbers in animals. Iowa State College Press, Ames."
"Arthropoda","Arachnida","Araneae","Dictynidae","Dictyna","Dictyna arundinacea","24","11,12,13","Makino, S. (1951). An atlas of the chromosome numbers in animals. Iowa State College Press, Ames."
"Arthropoda","Arachnida","Araneae","Gnaphosidae","Berlandina","Berlandina cinerea","22","10,12,11","Makino, S. (1951). An atlas of the chromosome numbers in animals. Iowa State College Press, Ames."
"Arthropoda","Arachnida","Araneae","Gnaphosidae","Callilepis","Callilepis nocturna","","10,12","Makino, S. (1951). An atlas of the chromosome numbers in animals. Iowa State College Press, Ames."
"Arthropoda","Arachnida","Araneae","Gnaphosidae","Drassodes","Drassodes lapidosus","","10,12","Makino, S. (1951). An atlas of the chromosome numbers in animals. Iowa State College Press, Ames."
"Arthropoda","Arachnida","Araneae","Gnaphosidae","Gnaphosa","Gnaphosa muscorum","","10,12","Makino, S. (1951). An atlas of the chromosome numbers in animals. Iowa State College Press, Ames."
"Arthropoda","Arachnida","Araneae","Gnaphosidae","Haplodrassus","Haplodrassus cognatus","","12","Makino, S. (1951). An atlas of the chromosome numbers in animals. Iowa State College Press, Ames."
"Arthropoda","Arachnida","Araneae","Gnaphosidae","Micaria","Micaria nivosa","","10,12","Makino, S. (1951). An atlas of the chromosome numbers in animals. Iowa State College Press, Ames."
"Arthropoda","Arachnida","Araneae","Gnaphosidae","Poecilochroa","Poecilochroa variana","","10,12","Makino, S. (1951). An atlas of the chromosome numbers in animals. Iowa State College Press, Ames."
"Arthropoda","Arachnida","Araneae","Gnaphosidae","Zelotes","Zelotes subterraneus","","10,12","Makino, S. (1951). An atlas of the chromosome numbers in animals. Iowa State College Press, Ames."
"Arthropoda","Arachnida","Araneae","Hahniidae","Hahnia","Hahnia nava","","18","Makino, S. (1951). An atlas of the chromosome numbers in animals. Iowa State College Press, Ames."
"Arthropoda","Arachnida","Araneae","Linyphiidae","Drapetisca","Drapetisca socialis","24","13,12","Makino, S. (1951). An atlas of the chromosome numbers in animals. Iowa State College Press, Ames."
"Arthropoda","Arachnida","Araneae","Linyphiidae","Gongylidium","Gongylidium rufipes","","12","Makino, S. (1951). An atlas of the chromosome numbers in animals. Iowa State College Press, Ames."
"Arthropoda","Arachnida","Araneae","Liphistiidae","Heptathela","Heptathela kimurai","80","40","Makino, S. (1951). An atlas of the chromosome numbers in animals. Iowa State College Press, Ames."
"Arthropoda","Arachnida","Araneae","Lycosidae","Arctosa","Arctosa alpigena","","14","Makino, S. (1951). An atlas of the chromosome numbers in animals. Iowa State College Press, Ames."
"Arthropoda","Arachnida","Araneae","Lycosidae","Arctosa","Arctosa leopardus","","12,14,15","Makino, S. (1951). An atlas of the chromosome numbers in animals. Iowa State College Press, Ames."
"Arthropoda","Arachnida","Araneae","Lycosidae","Pardosa","Pardosa pullata","","15","Makino, S. (1951). An atlas of the chromosome numbers in animals. Iowa State College Press, Ames."
"Arthropoda","Arachnida","Araneae","Lycosidae","Pirata","Pirata piraticus","","12,14","Makino, S. (1951). An atlas of the chromosome numbers in animals. Iowa State College Press, Ames."
"Arthropoda","Arachnida","Araneae","Lycosidae","Piratula","Piratula uliginosa","","13","Makino, S. (1951). An atlas of the chromosome numbers in animals. Iowa State College Press, Ames."
"Arthropoda","Arachnida","Araneae","Lycosidae","Schizocosa","Schizocosa communis","","11","Makino, S. (1951). An atlas of the chromosome numbers in animals. Iowa State College Press, Ames."
"Arthropoda","Arachnida","Araneae","Lycosidae","Schizocosa","Schizocosa crassipes","22","10,12,11","Makino, S. (1951). An atlas of the chromosome numbers in animals. Iowa State College Press, Ames."
"Arthropoda","Arachnida","Araneae","Lycosidae","Trochosa","Trochosa ruricola","16,28","12,14,8","Makino, S. (1951). An atlas of the chromosome numbers in animals. Iowa State College Press, Ames."
"Arthropoda","Arachnida","Araneae","Lycosidae","Trochosa","Trochosa spinipalpis","","14","Makino, S. (1951). An atlas of the chromosome numbers in animals. Iowa State College Press, Ames."
"Arthropoda","Arachnida","Araneae","Lycosidae","Xerolycosa","Xerolycosa miniata","","10,12","Makino, S. (1951). An atlas of the chromosome numbers in animals. Iowa State College Press, Ames."
"Arthropoda","Arachnida","Araneae","Lycosidae","Xerolycosa","Xerolycosa nemoralis","","14","Makino, S. (1951). An atlas of the chromosome numbers in animals. Iowa State College Press, Ames."
"Arthropoda","Arachnida","Araneae","Oxyopidae","Oxyopes","Oxyopes ramosus","21","10,11","Makino, S. (1951). An atlas of the chromosome numbers in animals. Iowa State College Press, Ames."
"Arthropoda","Arachnida","Araneae","Oxyopidae","Oxyopes","Oxyopes salticus","","11","Makino, S. (1951). An atlas of the chromosome numbers in animals. Iowa State College Press, Ames."
"Arthropoda","Arachnida","Araneae","Oxyopidae","Oxyopes","Oxyopes sertatus","21","10,11","Makino, S. (1951). An atlas of the chromosome numbers in animals. Iowa State College Press, Ames."
"Arthropoda","Arachnida","Araneae","Philodromidae","Philodromus","Philodromus aureolus","","13,15","Makino, S. (1951). An atlas of the chromosome numbers in animals. Iowa State College Press, Ames."
"Arthropoda","Arachnida","Araneae","Philodromidae","Philodromus","Philodromus emarginatus","","13,15","Makino, S. (1951). An atlas of the chromosome numbers in animals. Iowa State College Press, Ames."
"Arthropoda","Arachnida","Araneae","Philodromidae","Rhysodromus","Rhysodromus histrio","","15","Makino, S. (1951). An atlas of the chromosome numbers in animals. Iowa State College Press, Ames."
"Arthropoda","Arachnida","Araneae","Philodromidae","Thanatus","Thanatus formicinus","","13,15","Makino, S. (1951). An atlas of the chromosome numbers in animals. Iowa State College Press, Ames."
"Arthropoda","Arachnida","Araneae","Pisauridae","Dolomedes","Dolomedes fimbriatus","","11,13","Makino, S. (1951). An atlas of the chromosome numbers in animals. Iowa State College Press, Ames."
"Arthropoda","Arachnida","Araneae","Pisauridae","Dolomedes","Dolomedes saganus","28","13,15,14","Makino, S. (1951). An atlas of the chromosome numbers in animals. Iowa State College Press, Ames."
"Arthropoda","Arachnida","Araneae","Salticidae","Dendryphantes","Dendryphantes rudis","","15","Makino, S. (1951). An atlas of the chromosome numbers in animals. Iowa State College Press, Ames."
"Arthropoda","Arachnida","Araneae","Salticidae","Evarcha","Evarcha falcata","","13,15","Makino, S. (1951). An atlas of the chromosome numbers in animals. Iowa State College Press, Ames."
"Arthropoda","Arachnida","Araneae","Salticidae","Maevia","Maevia inclemens","28,29","15,14","Makino, S. (1951). An atlas of the chromosome numbers in animals. Iowa State College Press, Ames."
"Arthropoda","Arachnida","Araneae","Salticidae","Mendoza","Mendoza canestrinii","28","13,15,14","Makino, S. (1951). An atlas of the chromosome numbers in animals. Iowa State College Press, Ames."
"Arthropoda","Arachnida","Araneae","Salticidae","Mendoza","Mendoza elongata","28","13,15,14","Makino, S. (1951). An atlas of the chromosome numbers in animals. Iowa State College Press, Ames."
"Arthropoda","Arachnida","Araneae","Salticidae","Myrmarachne","Myrmarachne formicaria","","12","Makino, S. (1951). An atlas of the chromosome numbers in animals. Iowa State College Press, Ames."
"Arthropoda","Arachnida","Araneae","Salticidae","Plexippus","Plexippus paykulli","28","13,15,14","Makino, S. (1951). An atlas of the chromosome numbers in animals. Iowa State College Press, Ames."
"Arthropoda","Arachnida","Araneae","Salticidae","Pseudicius","Pseudicius encarpatus","","15","Makino, S. (1951). An atlas of the chromosome numbers in animals. Iowa State College Press, Ames."
"Arthropoda","Arachnida","Araneae","Salticidae","Salticus","Salticus scenicus","","15","Makino, S. (1951). An atlas of the chromosome numbers in animals. Iowa State College Press, Ames."
"Arthropoda","Arachnida","Araneae","Sparassidae","Heteropoda","Heteropoda venatoria","41,44","19,22,21","Makino, S. (1951). An atlas of the chromosome numbers in animals. Iowa State College Press, Ames."
"Arthropoda","Arachnida","Araneae","Tetragnathidae","Tetragnatha","Tetragnatha extensa","22","10,12,11","Makino, S. (1951). An atlas of the chromosome numbers in animals. Iowa State College Press, Ames."
"Arthropoda","Arachnida","Araneae","Tetragnathidae","Tetragnatha","Tetragnatha maxillosa","24","11,13,12","Makino, S. (1951). An atlas of the chromosome numbers in animals. Iowa State College Press, Ames."
"Arthropoda","Arachnida","Araneae","Tetragnathidae","Tetragnatha","Tetragnatha squamata","22","10,12,11","Makino, S. (1951). An atlas of the chromosome numbers in animals. Iowa State College Press, Ames."
"Arthropoda","Arachnida","Araneae","Theridiidae","Ariamnes","Ariamnes cylindrogaster","22","10,12,11","Makino, S. (1951). An atlas of the chromosome numbers in animals. Iowa State College Press, Ames."
"Arthropoda","Arachnida","Araneae","Theridiidae","Steatoda","Steatoda bipunctata","","12","Makino, S. (1951). An atlas of the chromosome numbers in animals. Iowa State College Press, Ames."
"Arthropoda","Arachnida","Araneae","Thomisidae","Misumena","Misumena vatia","","12","Makino, S. (1951). An atlas of the chromosome numbers in animals. Iowa State College Press, Ames."
"Arthropoda","Arachnida","Araneae","Thomisidae","Xysticus","Xysticus ephippiatus","23","11,12","Makino, S. (1951). An atlas of the chromosome numbers in animals. Iowa State College Press, Ames."
"Arthropoda","Arachnida","Araneae","Thomisidae","Xysticus","Xysticus triguttatus","","11","Makino, S. (1951). An atlas of the chromosome numbers in animals. Iowa State College Press, Ames."
"Arthropoda","Arachnida","Araneae","Thomisidae","Xysticus","Xysticus ulmi","","11,12","Makino, S. (1951). An atlas of the chromosome numbers in animals. Iowa State College Press, Ames."
"Arthropoda","Arachnida","Astigmata","Acaridae","Acarus","Acarus siro","36","18","Makino, S. (1951). An atlas of the chromosome numbers in animals. Iowa State College Press, Ames"
"Arthropoda","Arachnida","Astigmata","Acaridae","Rhizoglyphus","Rhizoglyphus echinopus","20","10","Makino, S. (1951). An atlas of the chromosome numbers in animals. Iowa State College Press, Ames."
"Arthropoda","Arachnida","Astigmata","Acaridae","Sancassania","Sancassania michaeli","32","16","Makino, S. (1951). An atlas of the chromosome numbers in animals. Iowa State College Press, Ames."
"Arthropoda","Arachnida","Astigmata","Acaridae","Tyrophagus","Tyrophagus neiswanderi","24","12","Makino, S. (1951). An atlas of the chromosome numbers in animals. Iowa State College Press, Ames."
"Arthropoda","Arachnida","Astigmata","Acaridae","Tyrophagus","Tyrophagus putrescentiae","32","16","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Arachnida","Astigmata","Glycyphagidae","Glycyphagus","Glycyphagus domesticus","36","18","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Arachnida","Astigmata","Histiostomatidae","Histiostoma","Histiostoma feroniarum","28","14","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Arachnida","Astigmata","Sarcoptidae","Sarcoptes","Sarcoptes scabiei","18","9","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Arachnida","Ixodida","Argasidae","Argas","Argas brumpti","24","12","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Arachnida","Ixodida","Argasidae","Argas","Argas cooleyi","26","13","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Arachnida","Ixodida","Argasidae","Argas","Argas hermanni","26","13","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Arachnida","Ixodida","Argasidae","Argas","Argas japonicus","26","13","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Arachnida","Ixodida","Argasidae","Argas","Argas persicus","26","13","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Arachnida","Ixodida","Argasidae","Argas","Argas reflexus","26","13","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Arachnida","Ixodida","Argasidae","Carios","Carios vespertilionis","26","13","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Arachnida","Ixodida","Argasidae","Ornithodoros","Ornithodoros alactagalis","33,25","13,17","Makino, S. (1951). An atlas of the chromosome numbers in animals. Iowa State College Press, Ames; Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Arachnida","Ixodida","Argasidae","Ornithodoros","Ornithodoros asperus","16","8","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
