Order	Family	Genus	Species	chr_num_female	chr_num_male	predicted_ploidy	sex_system	karyotype	genotypic	haplodiploidy	environmental	Polyfactorial (yes,no)	molecular_basis
Squamata	Elapidae	Acanthophis	Acanthophis pyrrhus	36	36		gonochorous	ZW	female heterogametic				
Squamata	Elapidae	Aipysurus	Aipysurus fuscus	32	32		gonochorous	ZW	female heterogametic				
Squamata	Elapidae	Aipysurus	Aipysurus laevis	32	32		gonochorous	ZW	female heterogametic				
Squamata	Elapidae	Austrelaps	Austrelaps superbus	34	34		gonochorous	ZW	female heterogametic				
Squamata	Elapidae	Bungarus	Bungarus caeruleus	44	44		gonochorous	complex ZW	female heterogametic				
Squamata	Elapidae	Bungarus	Bungarus fasciatus	38	38		gonochorous	ZW	female heterogametic				
Squamata	Elapidae	Bungarus	Bungarus sindanus	36	36		gonochorous	ZW	female heterogametic				
Squamata	Elapidae	Cacophis	Cacophis squamulosus	36	36		gonochorous	ZW	female heterogametic				
Squamata	Elapidae	Demansia	Demansia atra	42	42		gonochorous	ZW	female heterogametic				
Squamata	Elapidae	Demansia	Demansia papuensis	42	42		gonochorous	ZW	female heterogametic				
Squamata	Elapidae	Demansia	Demansia psammophis	42	42		gonochorous	ZW	female heterogametic				
Squamata	Elapidae	Demansia	Demansia torquata	42	42		gonochorous	ZW	female heterogametic				
Squamata	Elapidae	Dendroaspis	Dendroaspis polylepis	36	36		gonochorous	ZW	female heterogametic				
Squamata	Elapidae	Disteira	Disteira major	32	32		gonochorous	ZW	female heterogametic				
Squamata	Elapidae	Drysdalia	Drysdalia coronoides	34	34		gonochorous	ZW	female heterogametic				
Squamata	Elapidae	Drysdalia	Drysdalia mastersii	34	34		gonochorous	ZW	female heterogametic				
Squamata	Elapidae	Drysdalia	Drysdalia rhodogaster	34	34		gonochorous	ZW	female heterogametic				
Squamata	Elapidae	Emydocephalus	Emydocephalus annulatus	32	32		gonochorous	ZW	female heterogametic				
Squamata	Elapidae	Enhydrina	Enhydrina schistosa	32	32		gonochorous	complex ZW	female heterogametic				
Squamata	Elapidae	Furina	Furina diadema	34	34		gonochorous	ZW	female heterogametic				
Squamata	Elapidae	Hemiaspis	Hemiaspis signata	40	40		gonochorous	ZW	female heterogametic				
Squamata	Elapidae	Hoplocephalus	Hoplocephalus bitorquatus	27	28		gonochorous	complex ZW	female heterogametic				
Squamata	Elapidae	Hydrophis	Hydrophis fasciatus	32	32		gonochorous	complex ZW	female heterogametic				
Squamata	Elapidae	Hydrophis	Hydrophis ornatus	32	32		gonochorous	ZW	female heterogametic				
Squamata	Elapidae	Hydrophis	Hydrophis spiralis	32	32		gonochorous	ZW	female heterogametic				
Squamata	Elapidae	Kerilia	Kerilia jerdonii	32	32		gonochorous	ZW	female heterogametic				
Squamata	Elapidae	Laticauda	Laticauda colubrina	34	34		gonochorous	ZW	female heterogametic				
Squamata	Elapidae	Laticauda	Laticauda laticaudata	40	40		gonochorous	ZW	female heterogametic				
Squamata	Elapidae	Laticauda	Laticauda semifasciata	38	38		gonochorous	ZW	female heterogametic				
Squamata	Elapidae	Microcephalophis	Microcephalophis gracilis	34	34		gonochorous	complex ZW	female heterogametic				
Squamata	Elapidae	Micrurus	Micrurus browni	26	26		gonochorous	ZW	female heterogametic				
Squamata	Elapidae	Micrurus	Micrurus diastema	30	30		gonochorous	ZW	female heterogametic				
Squamata	Elapidae	Micrurus	Micrurus elegans	30	30		gonochorous	ZW	female heterogametic				
Squamata	Elapidae	Micrurus	Micrurus fulvius	32	32		gonochorous	ZW	female heterogametic				
Squamata	Elapidae	Micrurus	Micrurus hippocrepis	30	30		gonochorous	ZW	female heterogametic				
Squamata	Elapidae	Micrurus	Micrurus nigrocinctus mosquitensis	30	30		gonochorous	ZW	female heterogametic				
Squamata	Elapidae	Micrurus	Micrurus surinamensis				gonochorous	ZW	female heterogametic				
Squamata	Elapidae	Naja	Naja kaouthia	38	38		gonochorous	ZW	female heterogametic				
Squamata	Elapidae	Naja	Naja melanoleuca	38	38		gonochorous	ZW	female heterogametic				
Squamata	Elapidae	Naja	Naja naja naja	38	38		gonochorous	ZW	female heterogametic				
Squamata	Elapidae	Naja	Naja nigricollis	38	38		gonochorous	ZW	female heterogametic				
Squamata	Elapidae	Naja	Naja oxiana	38	38		gonochorous	ZW	female heterogametic				
Squamata	Elapidae	Notechis	Notechis ater	34	34		gonochorous	ZW	female heterogametic				
Squamata	Elapidae	Notechis	Notechis scutatus	34	34		gonochorous	ZW	female heterogametic				
Squamata	Elapidae	Oxyuranus	Oxyuranus scutellatus	36	36		gonochorous	ZW	female heterogametic				
Squamata	Elapidae	Pelamis	Pelamis platura	38	38		gonochorous	ZW	female heterogametic				
Squamata	Elapidae	Pseudechis	Pseudechis australis	38	38		gonochorous	ZW	female heterogametic				
Squamata	Elapidae	Pseudechis	Pseudechis butleri	36	36		gonochorous	ZW	female heterogametic				
Squamata	Elapidae	Pseudechis	Pseudechis guttatus	36	36		gonochorous	ZW	female heterogametic				
Squamata	Elapidae	Pseudechis	Pseudechis porphyriacus	36	36		gonochorous	ZW	female heterogametic				
Squamata	Elapidae	Pseudonaja	Pseudonaja affinis	34	34		gonochorous	ZW	female heterogametic				
Squamata	Elapidae	Pseudonaja	Pseudonaja nuchalis	34	34		gonochorous	ZW	female heterogametic				
Squamata	Elapidae	Pseudonaja	Pseudonaja textilis	38	38		gonochorous	ZW	female heterogametic				
Squamata	Elapidae	Rhinoplocephalus	Rhinoplocephalus nigrescens	40	40		gonochorous	complex ZW	female heterogametic				
Squamata	Elapidae	Simoselaps	Simoselaps bertholdi	38	38		gonochorous	ZW	female heterogametic				
Squamata	Elapidae	Simoselaps	Simoselaps warro	38	38		gonochorous	ZW	female heterogametic				
Squamata	Elapidae	Suta	Suta dwyeri	30	30		gonochorous	ZW	female heterogametic				
Squamata	Elapidae	Suta	Suta flagellum	30	30		gonochorous	ZW	female heterogametic				
Squamata	Elapidae	Suta	Suta gouldii	30	30		gonochorous	ZW	female heterogametic				
Squamata	Elapidae	Suta	Suta monachus	30	30		gonochorous	ZW	female heterogametic				
Squamata	Elapidae	Suta	Suta nigriceps	30	30		gonochorous	ZW	female heterogametic				
Squamata	Elapidae	Suta	Suta punctata	30	30		gonochorous	ZW	female heterogametic				
Squamata	Elapidae	Suta	Suta suta	30	30		gonochorous	ZW	female heterogametic				
Squamata	Elapidae	Tropidechis	Tropidechis carinatus	34	34		gonochorous	ZW	female heterogametic				
Squamata	Eublepharidae	Coleonyx	Coleonyx brevis				gonochorous	homomorphic					
Squamata	Eublepharidae	Coleonyx	Coleonyx elegans				gonochorous		GSD				
Squamata	Eublepharidae	Coleonyx	Coleonyx mitratus				gonochorous		GSD				
Squamata	Eublepharidae	Coleonyx	Coleonyx variegatus	32	32		gonochorous	homomorphic					
Squamata	Eublepharidae	Eublepharis	Eublepharis macularius	38	38		gonochorous				TSD II		
Squamata	Eublepharidae	Hemitheconyx	Hemitheconyx caudicinctus				gonochorous				TSD II		
Squamata	Gekkonidae	Christinus	Christinus marmoratus	32	32		gonochorous	ZW	female heterogametic				
Squamata	Gekkonidae	Gehyra	Gehyra australis	40	40		gonochorous	ZW	female heterogametic				
Squamata	Gekkonidae	Gehyra	Gehyra nana	44	44		gonochorous		GSD				
Squamata	Gekkonidae	Gehyra	Gehyra purpurascens	40	40		gonochorous		GSD				
Squamata	Gekkonidae	Gehyra	Gehyra variegata				apomictic						
Squamata	Gekkonidae	Gekko	Gekko hokouensis	38	38		gonochorous	ZW	female heterogametic				
Squamata	Gekkonidae	Gekko	Gekko japonicus	38	38		gonochorous	XY	male heterogametic		TSD II	yes	
Squamata	Gekkonidae	Gonatodes	Gonatodes ceciliae	22	22		gonochorous	XY	male heterogametic				
Squamata	Gekkonidae	Gonatodes	Gonatodes vittatus	32	32		gonochorous		GSD				
Squamata	Gekkonidae	Hemidactylus	Hemidactylus garnotii	63|65		3	apomictic						
Squamata	Gekkonidae	Hemidactylus	Hemidactylus karenorum				apomictic						
Squamata	Gekkonidae	Hemidactylus	Hemidactylus mabouia	42	42		gonochorous		GSD				
Squamata	Gekkonidae	Hemidactylus	Hemidactylus sp.	38		2	apomictic						
Squamata	Gekkonidae	Lepidodactylus	Lepidodactylus lugubris	44		2	apomictic	ZW	female heterogametic				
Squamata	Gekkonidae	Phelsuma	Phelsuma abbotti	36	36		gonochorous				TSD II		
Squamata	Gekkonidae	Phelsuma	Phelsuma cepediana	36	36		gonochorous		GSD				
Squamata	Gekkonidae	Phelsuma	Phelsuma dubia	36	36		gonochorous				TSD II		
Squamata	Gekkonidae	Phelsuma	Phelsuma guentheri				gonochorous				TSD II		
Squamata	Gekkonidae	Phelsuma	Phelsuma guimbeaui				gonochorous				TSD II		
Squamata	Gekkonidae	Phelsuma	Phelsuma laticauda				gonochorous				TSD II		
Squamata	Gekkonidae	Phelsuma	Phelsuma lineata	36	36		gonochorous				TSD II		
Squamata	Gekkonidae	Phelsuma	Phelsuma madagascariensis grandis				gonochorous				TSD II		
Squamata	Gekkonidae	Phelsuma	Phelsuma ornata				gonochorous		GSD				
Squamata	Gekkonidae	Phelsuma	Phelsuma sundbergi				gonochorous		GSD				
Squamata	Gekkonidae	Phyllodactylus	Phyllodactylus lanei				gonochorous	ZW	female heterogametic				
Squamata	Gekkonidae	Tarentola	Tarentola annularis				gonochorous				TSD II		
Squamata	Gekkonidae	Tarentola	Tarentola delalandii	42	42		gonochorous				TSD II		
Squamata	Gekkonidae	Tarentola	Tarentola gomerensis				gonochorous				TSD II		
Squamata	Gekkonidae	Tarentola	Tarentola mauritanica	42	42		gonochorous				TSD II		
Squamata	Gymnophthalmidae	Calyptommatus	Calyptommatus nicterus	58	57		gonochorous	complex XY	male heterogametic				
Squamata	Gymnophthalmidae	Calyptommatus	Calyptommatus sinebrachiatus	58	57		gonochorous	complex XY	male heterogametic				
Squamata	Gymnophthalmidae	Gymnophthalmus	Gymnophthalmus underwoodi			2	apomictic						
Squamata	Gymnophthalmidae	Leposoma	Leposoma percarinatum	44|66		2|3	apomictic						
Squamata	Gymnophthalmidae	Micrablepharus	Micrablepharus atticolus	50	50		gonochorous	XY	male heterogametic				
Squamata	Gymnophthalmidae	Micrablepharus	Micrablepharus maximiliani	50	50		gonochorous	XY	male heterogametic				
Squamata	Gymnophthalmidae	Nothobachia	Nothobachia ablephara	62	62		gonochorous	XY	male heterogametic				
Squamata	Iguanidae	Anolis	Anolis acutus	31	31		gonochorous	complex XY	male heterogametic				
Squamata	Iguanidae	Anolis	Anolis bimaculatus	30	30		gonochorous	complex XY	male heterogametic				
Squamata	Iguanidae	Anolis	Anolis biporcatus	30	30		gonochorous	XY	male heterogametic				
Squamata	Iguanidae	Anolis	Anolis carolinensis	36	36		gonochorous	XY	male heterogametic				
Squamata	Iguanidae	Anolis	Anolis conspersus	30	30		gonochorous	XY	male heterogametic				
Squamata	Iguanidae	Anolis	Anolis cooki	30	30		gonochorous	complex XY	male heterogametic				
Squamata	Iguanidae	Anolis	Anolis distichus	34	34		gonochorous	complex XY	male heterogametic				
Squamata	Iguanidae	Anolis	Anolis evermanni	26	26		gonochorous	XY	male heterogametic				
Squamata	Iguanidae	Anolis	Anolis ferreus	30	30		gonochorous	complex XY	male heterogametic				
Squamata	Iguanidae	Anolis	Anolis gingivinus	30	30		gonochorous	complex XY	male heterogametic				
Squamata	Iguanidae	Anolis	Anolis grahami	32	32		gonochorous	XY	male heterogametic				
Squamata	Iguanidae	Anolis	Anolis gundlachi	29	29		gonochorous	XY	male heterogametic				
Squamata	Iguanidae	Anolis	Anolis krugi	29	29		gonochorous	XY	male heterogametic				
Squamata	Iguanidae	Anolis	Anolis leachii	30	30		gonochorous	complex XY	male heterogametic				
Squamata	Iguanidae	Anolis	Anolis marmoratus	30	30		gonochorous	complex XY	male heterogametic				
Squamata	Iguanidae	Anolis	Anolis monensis				gonochorous	complex XY	male heterogametic				
Squamata	Iguanidae	Anolis	Anolis nebulosus	30	30		gonochorous	XY	male heterogametic				
Squamata	Iguanidae	Anolis	Anolis opalinus	30	30		gonochorous	XY	male heterogametic				
Squamata	Iguanidae	Anolis	Anolis poncensis	29	29		gonochorous	XY	male heterogametic				
Squamata	Iguanidae	Anolis	Anolis pulchellus	29	29		gonochorous	complex XY	male heterogametic				
Squamata	Iguanidae	Anolis	Anolis sabanus	30	30		gonochorous	complex XY	male heterogametic				
Squamata	Iguanidae	Anolis	Anolis stratulus	29	29		gonochorous	complex XY	male heterogametic				
Squamata	Iguanidae	Basiliscus	Basiliscus basiliscus				gonochorous		GSD				
Squamata	Iguanidae	Crotaphytus	Crotaphytus collaris	36	36		gonochorous		GSD				
Squamata	Iguanidae	Cupriguanus	Cupriguanus achalensis	36	36		gonochorous		GSD				
Squamata	Iguanidae	Norops	Norops biporcatus	30	30		gonochorous	complex XY	male heterogametic				
Squamata	Iguanidae	Norops	Norops onca	30	30		gonochorous	XY	male heterogametic				
Squamata	Iguanidae	Norops	Norops sagrei	28	28		gonochorous	complex XY	male heterogametic				
Squamata	Iguanidae	Phymaturus	Phymaturus palluma	36	36		gonochorous	complex XY	male heterogametic				
Squamata	Iguanidae	Polychrus	Polychrus acutirostris	20	20		gonochorous	complex XY	male heterogametic				
Squamata	Iguanidae	Polychrus	Polychrus marmoratus	36	36		gonochorous	complex XY	male heterogametic				
Squamata	Iguanidae	Polychrus	Polychrus peruvianus	28	28		gonochorous	complex XY	male heterogametic				
Squamata	Iguanidae	Pristidactylus	Pristidactylus achalensis	36	36		gonochorous	XY	male heterogametic				
Squamata	Iguanidae	Sceloporus	Sceloporus aeneus	24	24		gonochorous	complex XY	male heterogametic				
Squamata	Iguanidae	Sceloporus	Sceloporus anahuacus	30	30		gonochorous	complex XY	male heterogametic				
Squamata	Iguanidae	Sceloporus	Sceloporus asper	32	32		gonochorous	XY	male heterogametic				
Squamata	Iguanidae	Sceloporus	Sceloporus bulleri	32	32		gonochorous	XY	male heterogametic				
Squamata	Iguanidae	Sceloporus	Sceloporus cautus	22	22		gonochorous	XY	male heterogametic				
Squamata	Iguanidae	Sceloporus	Sceloporus chrysostictus	34	34		gonochorous	XY	male heterogametic				
Squamata	Iguanidae	Sceloporus	Sceloporus clarkii	40	40		gonochorous	XY	male heterogametic				
Squamata	Iguanidae	Sceloporus	Sceloporus couchii	34	34		gonochorous	XY	male heterogametic				
Squamata	Iguanidae	Sceloporus	Sceloporus cozumelae	22	22		gonochorous	XY	male heterogametic				
Squamata	Iguanidae	Sceloporus	Sceloporus dugesii	32	32		gonochorous	complex XY	male heterogametic				
Squamata	Iguanidae	Sceloporus	Sceloporus gadoviae	34	34		gonochorous	XY	male heterogametic				
Squamata	Iguanidae	Sceloporus	Sceloporus goldmani	24	24		gonochorous	XY	male heterogametic				
Squamata	Iguanidae	Sceloporus	Sceloporus graciosus	30	30		gonochorous	XY	male heterogametic				
Squamata	Iguanidae	Sceloporus	Sceloporus grammicus	32	32		gonochorous	complex XY	male heterogametic				
Squamata	Iguanidae	Sceloporus	Sceloporus heterolepis	32	32		gonochorous	XY	male heterogametic				
Squamata	Iguanidae	Sceloporus	Sceloporus hunsakeri	34	34		gonochorous	XY	male heterogametic				
Squamata	Iguanidae	Sceloporus	Sceloporus jalapae	34	34		gonochorous	XY	male heterogametic				
Squamata	Iguanidae	Sceloporus	Sceloporus jarrovii	32	32		gonochorous	complex XY	male heterogametic				
Squamata	Iguanidae	Sceloporus	Sceloporus licki	34	34		gonochorous	XY	male heterogametic				
Squamata	Iguanidae	Sceloporus	Sceloporus lundelli	22	22		gonochorous	XY	male heterogametic				
Squamata	Iguanidae	Sceloporus	Sceloporus maculosus	34	34		gonochorous	complex XY	male heterogametic				
Squamata	Iguanidae	Sceloporus	Sceloporus megalepidurus	32	32		gonochorous	complex XY	male heterogametic				
Squamata	Iguanidae	Sceloporus	Sceloporus melanorhinus	40	40		gonochorous	XY	male heterogametic				
Squamata	Iguanidae	Sceloporus	Sceloporus merriami	46	46		gonochorous	XY	male heterogametic				
Squamata	Iguanidae	Sceloporus	Sceloporus mucronatus	32	32		gonochorous	complex XY	male heterogametic				
Squamata	Iguanidae	Sceloporus	Sceloporus nelsoni	34	34		gonochorous	XY	male heterogametic				
Squamata	Iguanidae	Sceloporus	Sceloporus occidentalis	22	22		gonochorous	XY	male heterogametic				
Squamata	Iguanidae	Sceloporus	Sceloporus orcutti	34	34		gonochorous	XY	male heterogametic				
Squamata	Iguanidae	Sceloporus	Sceloporus ornatus	32	32		gonochorous	complex XY	male heterogametic				
Squamata	Iguanidae	Sceloporus	Sceloporus palaciosi	30	30		gonochorous	complex XY	male heterogametic				
Squamata	Iguanidae	Sceloporus	Sceloporus poinsettii	32	32		gonochorous	complex XY	male heterogametic				
Squamata	Iguanidae	Sceloporus	Sceloporus pyrocephalus	34	34		gonochorous	XY	male heterogametic				
Squamata	Iguanidae	Sceloporus	Sceloporus scalaris	34	34		gonochorous	XY	male heterogametic				
Squamata	Iguanidae	Sceloporus	Sceloporus serrifer	32	32		gonochorous	complex XY	male heterogametic				
Squamata	Iguanidae	Sceloporus	Sceloporus siniferus	34	34		gonochorous	XY	male heterogametic				
Squamata	Iguanidae	Sceloporus	Sceloporus spinosus	22	22		gonochorous	XY	male heterogametic				
Squamata	Iguanidae	Sceloporus	Sceloporus torquatus	32	32		gonochorous	XY	male heterogametic				
Squamata	Iguanidae	Sceloporus	Sceloporus undulatus	22	22		gonochorous	XY	male heterogametic				
Squamata	Iguanidae	Sceloporus	Sceloporus uniformis	34	34		gonochorous	XY	male heterogametic				
Squamata	Iguanidae	Sceloporus	Sceloporus variabilis	34	34		gonochorous	XY	male heterogametic				
Squamata	Iguanidae	Tropidurus	Tropidurus amathites	36	36		gonochorous	XY	male heterogametic				
Squamata	Iguanidae	Tropidurus	Tropidurus hispidus	36	36		gonochorous	XY	male heterogametic				
Squamata	Iguanidae	Tropidurus	Tropidurus nanuzae	36			gonochorous	XY	male heterogametic				
Squamata	Iguanidae	Tropidurus	Tropidurus psammonastes		35		gonochorous	XY	male heterogametic				
Squamata	Iguanidae	Tropidurus	Tropidurus torquatus	36	36		gonochorous	complex XY	male heterogametic				
Squamata	Iguanidae	Uma	Uma inornata	34	34		gonochorous	XY	male heterogametic				
Squamata	Iguanidae	Uta	Uta antiquus				gonochorous		GSD				
Squamata	Iguanidae	Uta	Uta palmeri	34	34		gonochorous	XY	male heterogametic				
Squamata	Iguanidae	Uta	Uta squamata	34	34		gonochorous	XY	male heterogametic				
Squamata	Iguanidae	Uta	Uta stansburiana	34	34		gonochorous	XY	male heterogametic				
Squamata	Lacertidae	Acanthodactylus	Acanthodactylus erythrurus	38	38		gonochorous	ZW	female heterogametic				
Squamata	Lacertidae	Algyroides	Algyroides moreoticus	38	38		gonochorous	ZW	female heterogametic				
Squamata	Lacertidae	Algyroides	Algyroides nigropunctatus	38	38		gonochorous	ZW	female heterogametic				
Squamata	Lacertidae	Darevskia	Darevskia armeniaca			2	apomictic						
Squamata	Lacertidae	Darevskia	Darevskia bendimahiensis			2	apomictic						
Squamata	Lacertidae	Darevskia	Darevskia dahli	38	38	2	apomictic	ZW	female heterogametic				
Squamata	Lacertidae	Darevskia	Darevskia mixta	36	36		gonochorous	ZW	female heterogametic				
Squamata	Lacertidae	Darevskia	Darevskia raddei	38	38		gonochorous	ZW	female heterogametic				
Squamata	Lacertidae	Darevskia	Darevskia rostombekovi	38	38	2	apomictic	ZW	female heterogametic				
Squamata	Lacertidae	Darevskia	Darevskia sapphirina			2	apomictic						
Squamata	Lacertidae	Darevskia	Darevskia unisexualis	57	57	2	apomictic	ZW	female heterogametic				
Squamata	Lacertidae	Darevskia	Darevskia uzzelli			2	apomictic						
Squamata	Lacertidae	Darevskia	Darevskia valentini	36	36		gonochorous	ZW	female heterogametic				
Squamata	Lacertidae	Eremias	Eremias arguta	38	38		gonochorous	ZW	female heterogametic				
Squamata	Lacertidae	Eremias	Eremias grammica	38	38		gonochorous	ZW	female heterogametic				
Squamata	Lacertidae	Eremias	Eremias multiocellata	38	38		gonochorous	ZW	female heterogametic		TSD II		
Squamata	Lacertidae	Eremias	Eremias olivieri	38	38		gonochorous	ZW	female heterogametic				
Squamata	Lacertidae	Eremias	Eremias velox	38	38		gonochorous	ZW	female heterogametic				
Squamata	Lacertidae	Gallotia	Gallotia galloti	40	40		gonochorous	ZW	female heterogametic				
Squamata	Lacertidae	Heliobolus	Heliobolus lugubris	38	38		gonochorous	ZW	female heterogametic				
Squamata	Lacertidae	Lacerta	Lacerta agilis	38	38		gonochorous	ZW	female heterogametic				
Squamata	Lacertidae	Lacerta	Lacerta aranica	24	24		gonochorous	ZW	female heterogametic				
Squamata	Lacertidae	Lacerta	Lacerta armeniaca	38	38		gonochorous		GSD				
Squamata	Lacertidae	Lacerta	Lacerta aurelioi	26	26		gonochorous	ZW	female heterogametic				
Squamata	Lacertidae	Lacerta	Lacerta bilineata	38	38		gonochorous	ZW	female heterogametic				
Squamata	Lacertidae	Lacerta	Lacerta cyreni	36	36		gonochorous	ZW	female heterogametic				
Squamata	Lacertidae	Lacerta	Lacerta dugesii	38	38		gonochorous		GSD				
Squamata	Lacertidae	Lacerta	Lacerta graeca	38	38		gonochorous	ZW	female heterogametic				
Squamata	Lacertidae	Lacerta	Lacerta horvathi	36	36		gonochorous	ZW	female heterogametic				
Squamata	Lacertidae	Lacerta	Lacerta jayakari	38	38		gonochorous	ZW	female heterogametic				
Squamata	Lacertidae	Lacerta	Lacerta kulzeri	38	38		gonochorous	ZW	female heterogametic				
Squamata	Lacertidae	Lacerta	Lacerta laevis	38	38		gonochorous	ZW	female heterogametic				
Squamata	Lacertidae	Lacerta	Lacerta lepida	36	36		gonochorous		GSD				
Squamata	Lacertidae	Lacerta	Lacerta strigata	38	38		gonochorous	ZW	female heterogametic				
Squamata	Lacertidae	Lacerta	Lacerta trilineata	38	38		gonochorous	ZW	female heterogametic				
Squamata	Lacertidae	Lacerta	Lacerta viridis	38	38		gonochorous	ZW	female heterogametic				
Squamata	Lacertidae	Lacerta	Lacerta vivipara	36	36		gonochorous	ZW	female heterogametic				
Squamata	Lacertidae	Meroles	Meroles cuneirostris	38	38		gonochorous	ZW	female heterogametic				
Squamata	Lacertidae	Mesalina	Mesalina olivieri	38	38		gonochorous	ZW	female heterogametic				
Squamata	Lacertidae	Ophisops	Ophisops elegans	38	38		gonochorous	ZW	female heterogametic				
Squamata	Lacertidae	Pedioplanis	Pedioplanis namaquensis	38	38		gonochorous	ZW	female heterogametic				
Squamata	Lacertidae	Podarcis	Podarcis dugesii	38	38		gonochorous	ZW	female heterogametic				
Squamata	Lacertidae	Podarcis	Podarcis erhardii	38	38		gonochorous	ZW	female heterogametic				
Squamata	Lacertidae	Podarcis	Podarcis hispanica	38	38		gonochorous	ZW	female heterogametic				
Squamata	Lacertidae	Podarcis	Podarcis melisellensis	38	38		gonochorous	ZW	female heterogametic				
Squamata	Lacertidae	Podarcis	Podarcis muralis	38	38		gonochorous		GSD				
Squamata	Lacertidae	Podarcis	Podarcis pityusensis	38	38		gonochorous				TSD		
Squamata	Lacertidae	Podarcis	Podarcis sicula	38	38		gonochorous		GSD				
Squamata	Lacertidae	Podarcis	Podarcis tiliguerta	38	38		gonochorous		GSD				
Squamata	Lacertidae	Podarcis	Podarcis wagleriana	38	38		gonochorous	ZW	female heterogametic				
Squamata	Lacertidae	Psammodromus	Psammodromus algirus	38	38		gonochorous	ZW	female heterogametic				
Squamata	Lacertidae	Takydromus	Takydromus sexlineatus	38	38		gonochorous	ZW	female heterogametic				
Squamata	Lacertidae	Timon	Timon lepidus	36	36		gonochorous	ZW	female heterogametic				
Squamata	Pygopodidae	Delma	Delma inornata	36	36		gonochorous	XY	male heterogametic				
Squamata	Pygopodidae	Lialis	Lialis burtonis	34	34		gonochorous	complex XY	male heterogametic				
Squamata	Scincidae	Bassiana	Bassiana duperreyi	30	30		gonochorous	XY	male heterogametic		TSD Ia	yes	
Squamata	Scincidae	Claireascincus	Claireascincus baudinii				gonochorous	XY	male heterogametic				
Squamata	Scincidae	Claireascincus	Claireascincus cryodroma				gonochorous	XY	male heterogametic				
Squamata	Scincidae	Claireascincus	Claireascincus entrecasteauxii				gonochorous	XY	male heterogametic				
Squamata	Scincidae	Claireascincus	Claireascincus pagenstecheri				gonochorous	XY	male heterogametic				
Squamata	Scincidae	Claireascincus	Claireascincus rawlinsoni				gonochorous	XY	male heterogametic				
Squamata	Scincidae	Eulamprus	Eulamprus heatwolei				gonochorous				TSD		
Squamata	Scincidae	Eulamprus	Eulamprus tympanum	30	30		gonochorous				TSD Ib		
Squamata	Scincidae	Eumeces	Eumeces fasciatus	26	26		gonochorous		GSD				
Squamata	Scincidae	Eumeces	Eumeces obsoletus	26	26		gonochorous		GSD				
Squamata	Scincidae	Niveoscincus	Niveoscincus ocellatus				gonochorous				TSD Ia		
Squamata	Scincidae	Oligosoma	Oligosoma maccanni				gonochorous		GSD				
Squamata	Scincidae	Oligosoma	Oligosoma suteri				gonochorous		GSD				
Squamata	Scincidae	Pseudemoia	Pseudemoia spenceri				gonochorous	XY	male heterogametic				
Squamata	Scincidae	Saproscincus	Saproscincus czechurai	30	30		gonochorous	XY	male heterogametic				
Squamata	Scincidae	Scincella	Scincella lateralis	30	30		gonochorous	XY	male heterogametic				
Squamata	Scincidae	Sphenomorphus	Sphenomorphus indicus	28	28		gonochorous				TSD Ib		
Squamata	Teiidae	Aspidoscelis	Aspidoscelis angusticeps	44		2	gonochorous						
Squamata	Teiidae	Aspidoscelis	Aspidoscelis cozumela	50		2	apomictic						
Squamata	Teiidae	Aspidoscelis	Aspidoscelis deppei	50		2	gonochorous						
Squamata	Teiidae	Aspidoscelis	Aspidoscelis dixoni			2	apomictic						
Squamata	Teiidae	Aspidoscelis	Aspidoscelis exsanguis			3	apomictic						
Squamata	Teiidae	Aspidoscelis	Aspidoscelis flagellicauda			3	apomictic						
Squamata	Teiidae	Aspidoscelis	Aspidoscelis inornata	46	46		gonochorous	XY	male heterogametic				
Squamata	Teiidae	Aspidoscelis	Aspidoscelis maslini	47		2	apomictic						
Squamata	Teiidae	Aspidoscelis	Aspidoscelis neotesselata			3	apomictic						
Squamata	Teiidae	Aspidoscelis	Aspidoscelis rodecki			2	apomictic						
Squamata	Teiidae	Aspidoscelis	Aspidoscelis sonorae			3	apomictic						
Squamata	Teiidae	Aspidoscelis	Aspidoscelis tesselata			2	apomictic						
Squamata	Teiidae	Aspidoscelis	Aspidoscelis uniparens	46		3	apomictic						
Squamata	Teiidae	Aspidoscelis	Aspidoscelis velox			3	apomictic						
Squamata	Teiidae	Cnemidophorus	Cnemidophorus tigris	46	46		gonochorous	XY	male heterogametic				
Squamata	Teiidae	Cnemidophorus	Cnemidophorus cryptus	48|50		2	apomictic						
Squamata	Teiidae	Cnemidophorus	Cnemidophorus gramivagus	50		2	gonochorous						
Squamata	Teiidae	Cnemidophorus	Cnemidophorus lemniscatus	50		2	gonochorous						
Squamata	Teiidae	Kentropyx	Kentropyx borckianus			2	apomictic						
Squamata	Typhlopidae	Ramphotyphlops	Ramphotyphlops braminus			3	apomictic						
Squamata	Varanidae	Varanus	Varanus acanthurus	40	40		gonochorous	ZW	female heterogametic				
Squamata	Varanidae	Varanus	Varanus albigularis	40	40		gonochorous	ZW	female heterogametic				
Squamata	Varanidae	Varanus	Varanus exanthematicus	40	40		gonochorous		GSD				
Squamata	Varanidae	Varanus	Varanus niloticus	40	40		gonochorous	ZW	female heterogametic				
Squamata	Varanidae	Varanus	Varanus salvator	40	40		gonochorous				TSD		
Squamata	Varanidae	Varanus	Varanus varius	40	40		gonochorous	ZW	female heterogametic				
