Order	Family	Genus	species	Sexual System	Karyotype	Genotypic	Haplodiploidy	Predicted ploidy	Chromosome_number_female_2N	Chromosome_number_male_2N
Coleoptera	Carabidae	Ophonus	incisus							37
Coleoptera	Carabidae	Ophonus	longicollis	gonochorous						37
Coleoptera	Carabidae	Ophonus	parallelus	gonochorous	XO	male heterogametic			38	37
Coleoptera	Carabidae	Ophonus	rufibarbis							37
Coleoptera	Carabidae	Ophonus	stictus	gonochorous	XO	male heterogametic			38	37
Coleoptera	Carabidae	Ophonus	subsinuatus	gonochorous						37
Coleoptera	Carabidae	Orthomus	barbarus	gonochorous	XY	male heterogametic			34	34
Coleoptera	Carabidae	Oxycheila	tristis	gonochorous	complex XY	male heterogametic			32	29
Coleoptera	Carabidae	Oxypselaphus	obscurus	gonochorous	XO	male heterogametic			38	37
Coleoptera	Carabidae	Pamborus	alternans	gonochorous	XY	male heterogametic			22	22
Coleoptera	Carabidae	Pamborus	opacus	gonochorous	XY	male heterogametic			22	22
Coleoptera	Carabidae	Pamborus	tropicus	gonochorous					22	
Coleoptera	Carabidae	Paranchus	albipes	gonochorous	XO	male heterogametic			38	37
Coleoptera	Carabidae	Penetretus	temporalis							32
Coleoptera	Carabidae	Percus	politus	gonochorous						63
Coleoptera	Carabidae	Pericompsus	laetulus	gonochorous	XY	male heterogametic			22	22
Coleoptera	Carabidae	Perileptus	areolatus	gonochorous	XO	male heterogametic			28	27
Coleoptera	Carabidae	Pheropsophus	bimaculatus	gonochorous	XO	male heterogametic			36	35
Coleoptera	Carabidae	Pheropsophus	occipitalis	gonochorous	XO	male heterogametic			36	35
Coleoptera	Carabidae	Pheropsophus	occipitalis	gonochorous	XY	male heterogametic			36	36
Coleoptera	Carabidae	Platyderus	lusitanicus	gonochorous						23
Coleoptera	Carabidae	Platyderus	varians	gonochorous	XO	male heterogametic			38	37
Coleoptera	Carabidae	Platymetopus	flavilabris	gonochorous	XY	male heterogametic			40	40
Coleoptera	Carabidae	Platynus	assimile	gonochorous	XO	male heterogametic			28	27
Coleoptera	Carabidae	Platynus	assimile	gonochorous	XO	male heterogametic			38	37
Coleoptera	Carabidae	Platynus	decentis	gonochorous	XY	male heterogametic			26	26
Coleoptera	Carabidae	Platynus	obscurus	gonochorous	XO	male heterogametic			38	37
Coleoptera	Carabidae	Platynus	ruficornis	gonochorous	XO	male heterogametic			38	37
Coleoptera	Carabidae	Poecilus	chalcites	gonochorous	XO	male heterogametic			38	37
Coleoptera	Carabidae	Poecilus	cupreus	gonochorous	XO	male heterogametic			44	43
Coleoptera	Carabidae	Poecilus	cupreus	gonochorous	XY	male heterogametic			44	44
Coleoptera	Carabidae	Poecilus	kugelanni	gonochorous	XO	male heterogametic			46	45
Coleoptera	Carabidae	Poecilus	lepidus	gonochorous	XO	male heterogametic			32	31
Coleoptera	Carabidae	Poecilus	lepidus	gonochorous						38
Coleoptera	Carabidae	Poecilus	lepidus	gonochorous						38
Coleoptera	Carabidae	Poecilus	lucublandus	gonochorous	XO	male heterogametic			28	27
Coleoptera	Carabidae	Poecilus	purpurascens	gonochorous	XO	male heterogametic			38	37
Coleoptera	Carabidae	Poecilus	quadricollis	gonochorous	XO	male heterogametic			44	43
Coleoptera	Carabidae	Poecilus	sericeus	gonochorous	XY	male heterogametic			32	32
Coleoptera	Carabidae	Poecilus	versicolor	gonochorous	XO	male heterogametic			38	37
Coleoptera	Carabidae	Pogonus	chalceus	gonochorous						22
Coleoptera	Carabidae	Pogonus	gilvipes	gonochorous	XY	male heterogametic			22	22
Coleoptera	Carabidae	Pogonus	meridionalis	gonochorous	XY	male heterogametic			22	22
Coleoptera	Carabidae	Pogonus	testaceus	gonochorous	XY	male heterogametic			22	22
Coleoptera	Carabidae	Pristonychus	terricola	gonochorous						30
Coleoptera	Carabidae	Pseudotetracha	australis	gonochorous	XY	male heterogametic			24	24
Coleoptera	Carabidae	Pseudotetracha	whelani	gonochorous	XY	male heterogametic			26	26
Coleoptera	Carabidae	Pterostichus	aethiops	gonochorous	XO	male heterogametic			38	37
Coleoptera	Carabidae	Pterostichus	alacer	gonochorous	XO	male heterogametic			38	37
Coleoptera	Carabidae	Pterostichus	angustatus	gonochorous	XO	male heterogametic			38	37
Coleoptera	Carabidae	Pterostichus	angustatus	gonochorous	XO	male heterogametic			38	37
Coleoptera	Carabidae	Pterostichus	anthracinus	gonochorous	XO	male heterogametic			38	37
Coleoptera	Carabidae	Pterostichus	bicolor	gonochorous	XO	male heterogametic			38	37
Coleoptera	Carabidae	Pterostichus	cantabricus	gonochorous	XO	male heterogametic			38	37
Coleoptera	Carabidae	Pterostichus	coracinus	gonochorous	XO	male heterogametic			38	37
Coleoptera	Carabidae	Pterostichus	cristatus	gonochorous	XO	male heterogametic			38	37
Coleoptera	Carabidae	Pterostichus	diligens	gonochorous	XY	male heterogametic			30	30
Coleoptera	Carabidae	Pterostichus	elongatus	gonochorous	XO	male heterogametic			38	37
Coleoptera	Carabidae	Pterostichus	flavofemoratus	gonochorous	XO	male heterogametic			38	37
Coleoptera	Carabidae	Pterostichus	globosus ebenus	gonochorous						37
Coleoptera	Carabidae	Pterostichus	herculaneus	gonochorous	XO	male heterogametic			38	37
Coleoptera	Carabidae	Pterostichus	interruptus	gonochorous	XO	male heterogametic			38	37
Coleoptera	Carabidae	Pterostichus	madidus	gonochorous	XO	male heterogametic			38	37
Coleoptera	Carabidae	Pterostichus	melanarius	gonochorous	XO	male heterogametic			38	37
Coleoptera	Carabidae	Pterostichus	melas	gonochorous	XO	male heterogametic			38	37
Coleoptera	Carabidae	Pterostichus	metallicus	gonochorous	XO	male heterogametic			38	37
Coleoptera	Carabidae	Pterostichus	minor	gonochorous	XO	male heterogametic			38	37
Coleoptera	Carabidae	Pterostichus	morio	gonochorous						32
Coleoptera	Carabidae	Pterostichus	multipunctatus	gonochorous	XY	male heterogametic			38	38
Coleoptera	Carabidae	Pterostichus	nemoralis	gonochorous	XO	male heterogametic			38	37
Coleoptera	Carabidae	Pterostichus	niger	gonochorous	XO	male heterogametic			38	37
Coleoptera	Carabidae	Pterostichus	nigrita	gonochorous	XO	male heterogametic			38	37
Coleoptera	Carabidae	Pterostichus	oblongopunctatus	gonochorous	XY	male heterogametic			28	28
Coleoptera	Carabidae	Pterostichus	oblongopunctatus	gonochorous	XY	male heterogametic			28	28
Coleoptera	Carabidae	Pterostichus	patruelis	gonochorous	XY	male heterogametic			28	28
Coleoptera	Carabidae	Pterostichus	rhaeticus	gonochorous	XO	male heterogametic			38	37
Coleoptera	Carabidae	Pterostichus	sp.	gonochorous	XO	male heterogametic			38	37
Coleoptera	Carabidae	Pterostichus	spinolae	gonochorous						37
Coleoptera	Carabidae	Pterostichus	strenuus							30
Coleoptera	Carabidae	Pterostichus	vernalis	gonochorous	XY	male heterogametic			46	46
Coleoptera	Carabidae	Pterostichus	ziegleri	gonochorous						34
Coleoptera	Carabidae	Scarites	buparius	gonochorous	complex XY	male heterogametic				37
Coleoptera	Carabidae	Scarites	buparius	gonochorous	complex XY	male heterogametic				37
Coleoptera	Carabidae	Scarites	buparius	gonochorous	complex XY	male heterogametic				39
Coleoptera	Carabidae	Scarites	eurytus	gonochorous	XO	male heterogametic			46	45
Coleoptera	Carabidae	Scarites	hespericus	gonochorous	XO	male heterogametic			54	53
Coleoptera	Carabidae	Scarites	laevigatus	gonochorous	XO	male heterogametic			62	61
Coleoptera	Carabidae	Scarites	occidentalis	gonochorous	complex XY	male heterogametic				41
Coleoptera	Carabidae	Scarites	occidentalis	gonochorous	complex XY	male heterogametic				41
Coleoptera	Carabidae	Scarites	planus	gonochorous	XO	male heterogametic			40	39
Coleoptera	Carabidae	Scarites	subterraneus	gonochorous	XO	male heterogametic			38	37
Coleoptera	Carabidae	Scarites	terricola	gonochorous	XO	male heterogametic			58	57
Coleoptera	Carabidae	Scybalicus	oblongiusculus							37
Coleoptera	Carabidae	Siagona	europaea	gonochorous	XY	male heterogametic			46	46
Coleoptera	Carabidae	Stenolophus	lecontei	gonochorous	XO	male heterogametic			26	25
Coleoptera	Carabidae	Stenolophus	mixtus	gonochorous	XY	male heterogametic			36	36
Coleoptera	Carabidae	Stenolophus	piceus	gonochorous					38	
Coleoptera	Carabidae	Stenolophus	teutonus	gonochorous	XY	male heterogametic			24	24
Coleoptera	Carabidae	Stomis	pumicatus	gonochorous	XO	male heterogametic			38	37
Coleoptera	Carabidae	Styracoderus	atramentarius							45
Coleoptera	Carabidae	Syntomus	foveatus	gonochorous	XO	male heterogametic			42	41
Coleoptera	Carabidae	Syntomus	obscuroguttatus	gonochorous	XO	male heterogametic			34	33
Coleoptera	Carabidae	Taenidia	circumdata	gonochorous	complex XY	male heterogametic				22
Coleoptera	Carabidae	Trechus	flavolimbatus							23
Coleoptera	Carabidae	Trechus	latus	gonochorous	XO	male heterogametic			24	23
Coleoptera	Carabidae	Trechus	obtusus	gonochorous	XO	male heterogametic			24	23
Coleoptera	Carabidae	Trechus	pilisensis	gonochorous	XO	male heterogametic			24	23
Coleoptera	Carabidae	Trechus	pulchellus	gonochorous	XO	male heterogametic			24	23
Coleoptera	Carabidae	Trechus	quadristriatus	gonochorous	XO	male heterogametic			24	23
Coleoptera	Carabidae	Trichosternus	vigorsi	gonochorous						45
Coleoptera	Carabidae	Zabrus	ambiguus	gonochorous	XO	male heterogametic			60	59
Coleoptera	Carabidae	Zabrus	angustatus	gonochorous						59
Coleoptera	Carabidae	Zabrus	castroi	gonochorous	XO	male heterogametic			60	59
Coleoptera	Carabidae	Zabrus	coiffaiti	gonochorous	XO	male heterogametic			60	59
Coleoptera	Carabidae	Zabrus	consanguineus	gonochorous	XO	male heterogametic			58	57
Coleoptera	Carabidae	Zabrus	constrictus	gonochorous	XO	male heterogametic			50	49
Coleoptera	Carabidae	Zabrus	graecus	gonochorous						48
Coleoptera	Carabidae	Zabrus	gravis	gonochorous	XO	male heterogametic			58	57
Coleoptera	Carabidae	Zabrus	ignavus	gonochorous						47
Coleoptera	Carabidae	Zabrus	laevigatus	gonochorous						46
Coleoptera	Carabidae	Zabrus	laevigatus	gonochorous						50
Coleoptera	Carabidae	Zabrus	marginicollis	gonochorous						57
Coleoptera	Carabidae	Zabrus	obesus	gonochorous						59
Coleoptera	Carabidae	Zabrus	pecoudi	gonochorous						49
Coleoptera	Carabidae	Zabrus	seidlitzi	gonochorous	XO	male heterogametic			58	57
Coleoptera	Carabidae	Zabrus	spinipes	gonochorous						62
Coleoptera	Carabidae	Zabrus	theveneti	gonochorous						59
Coleoptera	Carabidae	Zabrus	vasconicus	gonochorous	XO	male heterogametic			64	63
Coleoptera	Carabidae	Zuphium	olens	gonochorous	XY	male heterogametic			30	30
Coleoptera	Cerambycidae	Acalolepta	fraudatrix	gonochorous						22
Coleoptera	Cerambycidae	Acalolepta	luxuriosa	gonochorous	XY	male heterogametic			24	24
Coleoptera	Cerambycidae	Acalolepta	sejuncta	gonochorous						22
Coleoptera	Cerambycidae	Acanthocinus	aedilis	gonochorous	XY	male heterogametic			22	22
Coleoptera	Cerambycidae	Acanthocinus	griseus	gonochorous						22
Coleoptera	Cerambycidae	Acmaeops	proteus	gonochorous	XY	male heterogametic			22	22
Coleoptera	Cerambycidae	Aegosoma	scabricorne	gonochorous						20
Coleoptera	Cerambycidae	Agapanthia	daurica	gonochorous						20
Coleoptera	Cerambycidae	Agapanthia	villosoviridescens	gonochorous	XY	male heterogametic			20	20
Coleoptera	Cerambycidae	Agapanthia	villosoviridescens	gonochorous	XY	male heterogametic			20	20
Coleoptera	Cerambycidae	Agapanthia	villosoviridescens	gonochorous	XY	male heterogametic			20	20
Coleoptera	Cerambycidae	Anaesthetis	testacea	gonochorous	XY	male heterogametic			22	22
Coleoptera	Cerambycidae	Anisarthron	barbipes	gonochorous	XY	male heterogametic			20	20
Coleoptera	Cerambycidae	Anoplophora	chinensis macularia	gonochorous	XY	male heterogametic			30	30
Coleoptera	Cerambycidae	Anoplophora	malasiaca	gonochorous	XY	male heterogametic			30	30
Coleoptera	Cerambycidae	Apomecyna	neglecta	gonochorous	XY	male heterogametic			22	22
Coleoptera	Cerambycidae	Apriona	japonica	gonochorous						36
Coleoptera	Cerambycidae	Asemum	striatum	gonochorous	XY	male heterogametic			20	20
Coleoptera	Cerambycidae	Batocera	rubus	gonochorous	XY	male heterogametic			20	20
Coleoptera	Cerambycidae	Callidium	violaceum	gonochorous	XY	male heterogametic			22	22
Coleoptera	Cerambycidae	Callipogon	armillatus	gonochorous	XY	male heterogametic			26	26
Coleoptera	Cerambycidae	Cerambyx	scopolii	gonochorous	XY	male heterogametic			20	20
Coleoptera	Cerambycidae	Chloridolum	thaliodes	gonochorous						24
Coleoptera	Cerambycidae	Chlorophorus	annularis	gonochorous	XY	male heterogametic			20	20
Coleoptera	Cerambycidae	Chlorophorus	figuratus	gonochorous	XY	male heterogametic			20	20
Coleoptera	Cerambycidae	Clytus	arietis	gonochorous	XY	male heterogametic			20	20
Coleoptera	Cerambycidae	Clytus	lama	gonochorous	XY	male heterogametic			20	20
Coleoptera	Cerambycidae	Clytus	melaenus	gonochorous	XY	male heterogametic			20	20
Coleoptera	Cerambycidae	Criocephalus	rusticus	gonochorous	XY	male heterogametic			20	20
Coleoptera	Cerambycidae	Cyllene	robiniae	gonochorous	XY	male heterogametic			20	20
Coleoptera	Cerambycidae	Cyrtoclytus	caproides	gonochorous	XY	male heterogametic			20	20
Coleoptera	Cerambycidae	Derancistrus	thomae	gonochorous	XY	male heterogametic			28	28
Coleoptera	Cerambycidae	Dilus	fugax	gonochorous						18
Coleoptera	Cerambycidae	Distenia	gracilis	gonochorous						20
Coleoptera	Cerambycidae	Dorcadion	anatolicum	gonochorous	XY	male heterogametic			24	24
Coleoptera	Cerambycidae	Dorcadion	anatolicum	gonochorous						20
Coleoptera	Cerambycidae	Dorcadion	scabricolle	gonochorous						20
Coleoptera	Cerambycidae	Elaphidion	villosum	gonochorous	XY	male heterogametic			18	18
Coleoptera	Cerambycidae	Epiglenea	comes	gonochorous	XY	male heterogametic			20	20
Coleoptera	Cerambycidae	Ergates	faber	gonochorous						22
Coleoptera	Cerambycidae	Exocentrus	adspersus	gonochorous	XY	male heterogametic			26	26
Coleoptera	Cerambycidae	Exocentrus	lusitanus	gonochorous	XY	male heterogametic			22	22
Coleoptera	Cerambycidae	Exocentrus	punctipennis	gonochorous	XY	male heterogametic			22	22
Coleoptera	Cerambycidae	Gaurotes	doris	gonochorous						22
Coleoptera	Cerambycidae	Gonocallus	collaris	gonochorous	XY	male heterogametic			14	14
Coleoptera	Cerambycidae	Leiopus	stillatus	gonochorous						24
Coleoptera	Cerambycidae	Leontium	viride	gonochorous						26
Coleoptera	Cerambycidae	Liopus	nebulosus	gonochorous	XY	male heterogametic			22	22
Coleoptera	Cerambycidae	Macrotoma	scutellaris	gonochorous	XY	male heterogametic			28	28
Coleoptera	Cerambycidae	Mecynippus	pubicornis	gonochorous						22
Coleoptera	Cerambycidae	Mesechthistatus	binodosus	gonochorous						22
Coleoptera	Cerambycidae	Mesosa	hirsuta	gonochorous	XY	male heterogametic			20	20
Coleoptera	Cerambycidae	Mesosa	longipennis	gonochorous						22
Coleoptera	Cerambycidae	Mesosa	nebulosa	gonochorous	XY	male heterogametic			20	20
Coleoptera	Cerambycidae	Molorchus	umbellatarum	gonochorous	XY	male heterogametic			20	20
Coleoptera	Cerambycidae	Monochamus	marmorator	gonochorous	XY	male heterogametic			20	20
Coleoptera	Cerambycidae	Monochamus	notatus	gonochorous	XY	male heterogametic			20	20
Coleoptera	Cerambycidae	Monochamus	saltuarius	gonochorous	XY	male heterogametic			20	20
Coleoptera	Cerambycidae	Monochamus	sartor	gonochorous	XY	male heterogametic			24	24
Coleoptera	Cerambycidae	Monochamus	scutellatus	gonochorous	XY	male heterogametic			20	20
Coleoptera	Cerambycidae	Monochamus	scutellatus	gonochorous	XY	male heterogametic			20	20
Coleoptera	Cerambycidae	Monochamus	sutor	gonochorous	XY	male heterogametic			20	20
Coleoptera	Cerambycidae	Morimus	orientalis	gonochorous	XY	male heterogametic			24	24
Coleoptera	Cerambycidae	Oberea	affinis	gonochorous	XY	male heterogametic			20	20
Coleoptera	Cerambycidae	Oberea	mandarina	gonochorous	XY	male heterogametic			20	20
Coleoptera	Cerambycidae	Oberea	oculata	gonochorous	XY	male heterogametic			20	20
Coleoptera	Cerambycidae	Oberea	tripunctata	gonochorous	XY	male heterogametic			20	20
Coleoptera	Cerambycidae	Oberea	tripunctata	gonochorous	XY	male heterogametic				
Coleoptera	Cerambycidae	Obrium	brunneum	gonochorous					22	22
Coleoptera	Cerambycidae	Palimna	liturata	gonochorous	XY	male heterogametic			32	32
Coleoptera	Cerambycidae	Phymatodes	maaki	gonochorous	XY	male heterogametic			20	20
Coleoptera	Cerambycidae	Phytoecia	nigricornis	gonochorous	XY	male heterogametic			20	20
Coleoptera	Cerambycidae	Plagionotus	arcuatus	gonochorous	XY	male heterogametic			20	20
Coleoptera	Cerambycidae	Plagionotus	pulcher	gonochorous						20
Coleoptera	Cerambycidae	Pogonocherus	decoratus	gonochorous						20
Coleoptera	Cerambycidae	Pogonocherus	fasciculatus	gonochorous						22
Coleoptera	Cerambycidae	Pogonocherus	hispidulus	gonochorous	XY	male heterogametic			20	20
Coleoptera	Cerambycidae	Pogonocherus	hispidus	gonochorous	XY	male heterogametic			20	20
Coleoptera	Cerambycidae	Pogonocherus	penicellatus	gonochorous	XY	male heterogametic			20	20
Coleoptera	Cerambycidae	Prionus	coriarius	gonochorous						24
Coleoptera	Cerambycidae	Psenocerus	supernotatus	gonochorous	XY	male heterogametic			20	20
Coleoptera	Cerambycidae	Pterolophia	rigida	gonochorous						22
Coleoptera	Cerambycidae	Purpuricenus	spectabilis	gonochorous						28
Coleoptera	Cerambycidae	Pyrestes	haematicus	gonochorous	XY	male heterogametic			20	20
Coleoptera	Cerambycidae	Rhagium	bifasciatum	gonochorous	XY	male heterogametic			20	20
Coleoptera	Cerambycidae	Rhagium	inquisitor	gonochorous	XY	male heterogametic			20	20
Coleoptera	Cerambycidae	Rhagium	mordax	gonochorous					20	
Coleoptera	Cerambycidae	Saperda	calcarata adspersa	gonochorous	XY	male heterogametic			20	20
Coleoptera	Cerambycidae	Saperda	moesta	gonochorous	XY	male heterogametic			20	20
Coleoptera	Cerambycidae	Saperda	perforata	gonochorous	XY	male heterogametic			20	20
Coleoptera	Cerambycidae	Saperda	populnea	gonochorous	XY	male heterogametic			20	20
Coleoptera	Cerambycidae	Saperda	scalaris	gonochorous	XY	male heterogametic			20	20
Coleoptera	Cerambycidae	Saphanus	piceus	gonochorous	XY	male heterogametic			20	20
Coleoptera	Cerambycidae	Spondylis	buprestoides	gonochorous	XY	male heterogametic			30	30
Coleoptera	Cerambycidae	Stenostola	ferrea	gonochorous	XY	male heterogametic			20	20
Coleoptera	Cerambycidae	Strangalia	4-fasciata	gonochorous					20	
Coleoptera	Cerambycidae	Strangalia	maculata	gonochorous					20	
Coleoptera	Cerambycidae	Stromatium	barbatum	gonochorous	XO	male heterogametic			20	19
Coleoptera	Cerambycidae	Tetraopes	femoratus	gonochorous	XY	male heterogametic			20	20
Coleoptera	Cerambycidae	Tetropium	castaneum	gonochorous	XY	male heterogametic			20	20
Coleoptera	Cerambycidae	Tetropium	castaneum	gonochorous	XY	male heterogametic			24	24
Coleoptera	Cerambycidae	Tetropium	fuscum	gonochorous	XY	male heterogametic			22	22
Coleoptera	Cerambycidae	Tetropium	gabrieli	gonochorous	XY	male heterogametic			24	24
Coleoptera	Cerambycidae	Tetrops	praeusta	gonochorous	XY	male heterogametic			20	20
Coleoptera	Cerambycidae	Uraecha	bimaculata	gonochorous						32
Coleoptera	Cerambycidae	Xylotrechus	smei	gonochorous	XY	male heterogametic			20	20
Coleoptera	Chrysomelidae	Acalymma	blandulum	gonochorous	XO	male heterogametic			20	19
Coleoptera	Chrysomelidae	Acalymma	fairmairei	gonochorous	XO	male heterogametic			28	27
Coleoptera	Chrysomelidae	Acalymma	trivittatum	gonochorous	XO	male heterogametic			22	21
Coleoptera	Chrysomelidae	Acalymma	vittatum	gonochorous	XO	male heterogametic			22	21
Coleoptera	Chrysomelidae	Acanthoscelides	obtectus	gonochorous	XY	male heterogametic			20	20
Coleoptera	Chrysomelidae	Agelastica	coerulea	gonochorous	XY	male heterogametic			24	24
Coleoptera	Chrysomelidae	Agroiconota	propinqua	gonochorous	XY	male heterogametic			38	38
Coleoptera	Chrysomelidae	Alagoasa	bicolor	gonochorous	XY	male heterogametic			22	22
Coleoptera	Chrysomelidae	Alagoasa	cruxnigra	gonochorous						22
Coleoptera	Chrysomelidae	Alagoasa	extrema	gonochorous	XY	male heterogametic			22	22
Coleoptera	Chrysomelidae	Alagoasa	libentina	gonochorous	XY	male heterogametic			22	22
Coleoptera	Chrysomelidae	Altica	ambiens	gonochorous	XY	male heterogametic			24	24
Coleoptera	Chrysomelidae	Altica	ampelophaga	gonochorous	XY	male heterogametic			24	24
Coleoptera	Chrysomelidae	Altica	brevicollis	gonochorous	XY	male heterogametic			24	24
Coleoptera	Chrysomelidae	Altica	carinata	gonochorous	XY	male heterogametic			24	24
Coleoptera	Chrysomelidae	Altica	chalybea	gonochorous	XY	male heterogametic			22	22
Coleoptera	Chrysomelidae	Altica	coerulea	gonochorous	XY	male heterogametic			24	24
Coleoptera	Chrysomelidae	Altica	coerulea	gonochorous	complex XY	male heterogametic				23
Coleoptera	Chrysomelidae	Altica	corni	gonochorous	XY	male heterogametic			24	24
Coleoptera	Chrysomelidae	Altica	lythri	gonochorous	XY	male heterogametic			24	24
Coleoptera	Chrysomelidae	Altica	subplicata	gonochorous	XY	male heterogametic			24	24
Coleoptera	Chrysomelidae	Altica	tamaricis	gonochorous	XY	male heterogametic			24	24
Coleoptera	Chrysomelidae	Aphthona	cyparissiae	gonochorous	XY	male heterogametic			32	32
Coleoptera	Chrysomelidae	Aphthona	depressa	gonochorous	XY	male heterogametic			28	28
Coleoptera	Chrysomelidae	Aphthona	depressa	gonochorous	XY	male heterogametic			28	28
Coleoptera	Chrysomelidae	Aphthona	herbigrada	gonochorous	XY	male heterogametic			28	28
Coleoptera	Chrysomelidae	Aphthona	herbigrada	gonochorous	XY	male heterogametic			30	30
Coleoptera	Chrysomelidae	Aphthona	lutescens	gonochorous	XY	male heterogametic			24	24
Coleoptera	Chrysomelidae	Aphthona	nigriceps	gonochorous	XY	male heterogametic			32	32
Coleoptera	Chrysomelidae	Aphthona	venustula	gonochorous	XY	male heterogametic			28	28
Coleoptera	Chrysomelidae	Aphthona	venustula	gonochorous	XY	male heterogametic			28	28
Coleoptera	Chrysomelidae	Apraea	portoricensis	gonochorous	XY	male heterogametic			10	10
Coleoptera	Chrysomelidae	Apraea	portoricensis	gonochorous	XY	male heterogametic			12	12
Coleoptera	Chrysomelidae	Araucanomela	wellingtonensis	gonochorous	XY	male heterogametic			28	28
Coleoptera	Chrysomelidae	Arrhenocoela	lineata	gonochorous	XY	male heterogametic			26	26
Coleoptera	Chrysomelidae	Asiorestia	impressa	gonochorous	XY	male heterogametic			38	38
Coleoptera	Chrysomelidae	Asphaera	abdominalis	gonochorous	XY	male heterogametic			22	22
Coleoptera	Chrysomelidae	Asphaera	unicolor	gonochorous	XY	male heterogametic			22	22
Coleoptera	Chrysomelidae	Aspidimorpha	difformis	gonochorous	XY	male heterogametic			18	18
Coleoptera	Chrysomelidae	Aspidimorpha	dorsata	gonochorous	XY	male heterogametic			16	16
Coleoptera	Chrysomelidae	Aspidimorpha	furcata	gonochorous	XY	male heterogametic			18	18
Coleoptera	Chrysomelidae	Aspidimorpha	indica	gonochorous	XY	male heterogametic			18	18
Coleoptera	Chrysomelidae	Aspidimorpha	miliaris	gonochorous	XY	male heterogametic			18	18
Coleoptera	Chrysomelidae	Aulacophora	cincta	gonochorous	XY	male heterogametic			30	30
Coleoptera	Chrysomelidae	Aulacophora	semifusca	gonochorous	complex XY	male heterogametic				59
Coleoptera	Chrysomelidae	Aulacoscelis	melanocera	gonochorous	XO	male heterogametic			24	23
Coleoptera	Chrysomelidae	Blepharida	rhois	gonochorous	XY	male heterogametic			32	32
Coleoptera	Chrysomelidae	Bromius	obscurus	gonochorous	XY	male heterogametic			16	16
Coleoptera	Chrysomelidae	Bromius	obscurus	parthenogenetic					24	
Coleoptera	Chrysomelidae	Bruchidius	aureus	gonochorous	XY	male heterogametic			20	20
Coleoptera	Chrysomelidae	Bruchidius	saundersi	gonochorous	XY	male heterogametic			20	20
Coleoptera	Chrysomelidae	Bruchidius	urbanus	gonochorous	XY	male heterogametic			20	20
Coleoptera	Chrysomelidae	Bruchus	pisorum	gonochorous	XY	male heterogametic			20	20
Coleoptera	Chrysomelidae	Bruchus	pisorum	gonochorous	XY	male heterogametic			22	22
Coleoptera	Chrysomelidae	Bruchus	pisorum	gonochorous	XY	male heterogametic			22	22
Coleoptera	Chrysomelidae	Bruchus	rufimanus	gonochorous	XO	male heterogametic			38	37
Coleoptera	Chrysomelidae	Calligrapha	alni	gonochorous	XO	male heterogametic			24	23
Coleoptera	Chrysomelidae	Calligrapha	alnicola	parthenogenetic					48	
Coleoptera	Chrysomelidae	Calligrapha	amator	gonochorous	XO	male heterogametic			24	23
Coleoptera	Chrysomelidae	Calligrapha	apicalis	parthenogenetic					48	
Coleoptera	Chrysomelidae	Calligrapha	bidenticola	gonochorous	XO	male heterogametic			24	23
Coleoptera	Chrysomelidae	Calligrapha	confluens	gonochorous	XO	male heterogametic			24	23
Coleoptera	Chrysomelidae	Calligrapha	fulvipes	gonochorous	XO	male heterogametic			24	23
Coleoptera	Chrysomelidae	Calligrapha	ostryae	parthenogenetic					48	
Coleoptera	Chrysomelidae	Calligrapha	philadelphica	gonochorous	XO	male heterogametic			24	23
Coleoptera	Chrysomelidae	Calligrapha	philadelphica	gonochorous	XO	male heterogametic			24	23
Coleoptera	Chrysomelidae	Calligrapha	polyspila	gonochorous	XY	male heterogametic			24	24
Coleoptera	Chrysomelidae	Calligrapha	pruni	gonochorous	XO	male heterogametic			24	23
Coleoptera	Chrysomelidae	Calligrapha	rowena	gonochorous	XO	male heterogametic			24	23
Coleoptera	Chrysomelidae	Calligrapha	scalaris	gonochorous	XO	male heterogametic			24	23
Coleoptera	Chrysomelidae	Calligrapha	scalaris	parthenogenetic					44	
Coleoptera	Chrysomelidae	Calligrapha	verrucosa	gonochorous	XO	male heterogametic			24	23
Coleoptera	Chrysomelidae	Calligrapha	vicina	parthenogenetic					48	
Coleoptera	Chrysomelidae	Calligrapha	virginea	gonochorous					48	
Coleoptera	Chrysomelidae	Callosobruchus	analis	gonochorous	XY	male heterogametic			20	20
Coleoptera	Chrysomelidae	Callosobruchus	analis	gonochorous	XY	male heterogametic			20	20
Coleoptera	Chrysomelidae	Callosobruchus	chinensis	gonochorous	XY	male heterogametic			20	20
Coleoptera	Chrysomelidae	Callosobruchus	chinensis	gonochorous	XO	male heterogametic			20	19
Coleoptera	Chrysomelidae	Callosobruchus	chinensis	gonochorous	XY	male heterogametic			20	20
Coleoptera	Chrysomelidae	Callosobruchus	chinensis	gonochorous	complex XY	male heterogametic				21
Coleoptera	Chrysomelidae	Callosobruchus	maculatus	gonochorous	XY	male heterogametic			20	20
Coleoptera	Chrysomelidae	Callosobruchus	maculatus	gonochorous	XY	male heterogametic			20	20
Coleoptera	Chrysomelidae	Callosobruchus	maculatus	gonochorous	XO	male heterogametic			20	19
Coleoptera	Chrysomelidae	Callosobruchus	maculatus	gonochorous	XY	male heterogametic			20	20
Coleoptera	Chrysomelidae	Callosobruchus	subinnotatus	gonochorous	XY	male heterogametic			20	20
Coleoptera	Chrysomelidae	Caryedon	acaciae	gonochorous	XY	male heterogametic			18	18
