"distribution","max","median","minimum","resolved_name"
"17","17","17","17","Perityle lineariloba"
"17","17","17","17","Perityle lobata"
"17","17","17","17","Perityle megalocephala"
"16-17-18-34-46-51-54","54","34","16","Perityle microglossa"
"17-19","19","17","17","Perityle palmeri"
"17","17","17","17","Perityle parryi"
"17-34-68","68","34","17","Perityle rupestris"
"17","17","17","17","Perityle staurophylla"
"16","16","16","16","Perityle tenella"
"17","17","17","17","Perityle turneri"
"17-19","19","17","17","Perityle vaseyi"
"10-22","22","10","10","Perityle villosa"
"17","17","17","17","Perityle vitreomontana"
"11","11","11","11","Pernettya macrostigma"
"11","11","11","11","Pernettya tasmanica"
"20","20","20","20","Perotis hildebrandtii"
"20","20","20","20","Perotis hordeiformis"
"10-20","20","10","10","Perotis indica"
"20","20","20","20","Perotis patens"
"20","20","20","20","Perotis vaginata"
"9-10","10","9","9","Perovskia abrotanoides"
"10","10","10","10","Perovskia atriplicifolia"
"10","10","10","10","Perovskia scrophulariifolia"
"9","9","9","9","Perralderia coronopifolia"
"12-18-24","24","12","12","Persea americana"
"12","12","12","12","Persea borbonia"
"12","12","12","12","Persea cinerascens"
"12","12","12","12","Persea donnell-smithii"
"24","24","24","24","Persea hintonii"
"12","12","12","12","Persea indica"
"12","12","12","12","Persea macrantha"
"12","12","12","12","Persea major"
"12","12","12","12","Persea palustris"
"12","12","12","12","Persea schiedeana"
"10-11-30","30","10","10","Persicaria alpina"
"11-33-44-48-66","66","44","11","Persicaria amphibia"
"12-20","20","12","12","Persicaria amplexicaulis"
"10-11-20-30","30","20","10","Persicaria barbata"
"12-22-23-24-25-36-42","42","24","12","Persicaria bistorta"
"10","10","10","10","Persicaria bungeana"
"11-18-32-36","36","18","11","Persicaria campanulata"
"11-16","16","11","11","Persicaria chinensis"
"8-10-12-20-30","30","12","8","Persicaria decipiens"
"11-20","20","20","11","Persicaria dubia"
"10","10","10","10","Persicaria foliosa"
"20-30-33","33","30","20","Persicaria glabra"
"10","10","10","10","Persicaria hirsuta"
"9-10-11-12","12","10","9","Persicaria hydropiper"
"10-23","23","10","10","Persicaria lanigera"
"8-11-12-22","22","11","8","Persicaria lapathifolia"
"10","10","10","10","Persicaria laxmannii"
"20","20","20","20","Persicaria longiseta"
"11-20-22","22","20","11","Persicaria maculata"
"10-11-20-21-22","22","20","10","Persicaria maculosa"
"20","20","20","20","Persicaria minor"
"20","20","20","20","Persicaria mitis"
"22-24","24","24","22","Persicaria nepalensis"
"11","11","11","11","Persicaria orientalis"
"11-40-44","44","11","11","Persicaria pensylvanica"
"11","11","11","11","Persicaria pulchra"
"20-22","22","20","20","Persicaria punctata"
"15-20","20","20","15","Persicaria sagittata"
"30","30","10","30","Persicaria sericea"
"10","10","10","10","Persicaria setacea"
"20","20","20","20","Persicaria tinctoria"
"22-24","24","22","22","Persicaria virginiana"
"5-6-22-33-40-44-48-49-50-55-60-65-66-100","100","50","5","Persicaria vivipara"
"11","11","11","11","Persicaria wallichii"
"10","10","10","10","Persicaria weyrichii"
"12-13-14","14","12","12","Pertya glabrescens"
"13","13","13","13","Pertya rigidula"
"12-13","13","13","12","Pertya robusta"
"12-13","13","13","12","Pertya scandens"
"45","45","45","45","Perymenium berlandieri"
"15-33-36-45","45","33","15","Perymenium buphthalmoides"
"15","15","15","15","Perymenium jelskii"
"15","15","15","15","Perymenium macrocephalum"
"23","23","23","23","Petalonyx linearis"
"23","23","23","23","Petalonyx nitidus"
"23","23","23","23","Petalonyx parryi"
"23","23","23","23","Petalonyx thurberi"
"10","10","10","10","Petalostelma dardanoi"
"7","7","7","7","Petalostemon purpureus"
"14","14","14","14","Petalostylis labicheoides"
"30","30","30","30","Petasites albus"
"16-32","32","16","16","Petasites fominii"
"30","30","30","30","Petasites formosanus"
"26-29-30","30","30","26","Petasites fragrans"
"29-30-40-45","45","30","29","Petasites frigidus"
"30","30","30","30","Petasites hybridus"
"29-30-42","42","30","29","Petasites japonicus"
"30","30","30","30","Petasites kablikianus"
"30","30","30","30","Petasites paradoxus"
"30","30","30","30","Petasites radiatus"
"30-60","60","30","30","Petasites rubellus"
"60","60","60","60","Petasites saxatilis"
"14-28-29-30-50","50","30","14","Petasites sibiricus"
"30","30","30","30","Petasites spurius"
"30","30","30","30","Petasites tricholobus"
"10","10","10","10","Peteravenia schultzii"
"10","10","10","10","Peteria scoparia"
"5","5","5","5","Petermannia cirrosa"
"26","26","26","26","Petersianthus macrocarpus"
"15-17-18-36","36","18","15","Petiveria alliacea"
"9-18","18","9","9","Petradoria pumila"
"7-17","17","17","7","Petrea volubilis"
"7","7","7","7","Petrocallis pyrenaica"
"10","10","10","10","Petrocodon hancei"
"16","16","16","16","Petrocosmea barbata"
"17","17","17","17","Petrocosmea nervosa"
"15","15","15","15","Petromarula pinnata"
"9","9","9","9","Petronymphe decora"
"15","15","15","15","Petrorhagia alpina"
"13","13","13","13","Petrorhagia armerioides"
"13-15","15","13","13","Petrorhagia cretica"
"15","15","15","15","Petrorhagia dianthoides"
"15","15","15","15","Petrorhagia dubia"
"15","15","15","15","Petrorhagia glumacea"
"13","13","13","13","Petrorhagia illyrica"
"6-15-18-30","30","30","6","Petrorhagia nanteuilii"
"10-15-30","30","15","10","Petrorhagia prolifera"
"15-30","30","30","15","Petrorhagia saxifraga"
"15","15","15","15","Petrorhagia thessala"
"30","30","30","30","Petrosavia sakuraii"
"11","11","11","11","Petroselinum crispum"
"8-9","9","9","8","Petroselinum segetum"
"8","8","8","8","Petrosimonia brachiata"
"8","8","8","8","Petrosimonia oppositifolia"
"7","7","7","7","Petrosimonia triandra"
"26","26","26","26","Petteria ramentacea"
"7","7","7","7","Petunia altiplana"
"7-11-28","28","7","7","Petunia axillaris"
"7","7","7","7","Petunia bajeensis"
"7","7","7","7","Petunia bonjardinensis"
"7","7","7","7","Petunia guarapuavensis"
"7-8-9-14","14","7","7","Petunia hybrida"
"7","7","7","7","Petunia integrifolia"
"7","7","7","7","Petunia interior"
"7","7","7","7","Petunia mantiqueirensis"
"7","7","7","7","Petunia nyctaginiflora"
"9","9","9","9","Petunia patagonica"
"7","7","7","7","Petunia riograndensis"
"11","11","11","11","Peucedanum alpinum"
"11","11","11","11","Peucedanum alsaticum"
"11","11","11","11","Peucedanum austriacum"
"11","11","11","11","Peucedanum carvifolia"
"11","11","11","11","Peucedanum cervaria"
"11","11","11","11","Peucedanum cervariifolium"
"11","11","11","11","Peucedanum coriaceum"
"11","11","11","11","Peucedanum elegans"
"11","11","11","11","Peucedanum falcaria"
"11","11","11","11","Peucedanum formosanum"
"11","11","11","11","Peucedanum gallicum"
"11","11","11","11","Peucedanum hispanicum"
"11","11","11","11","Peucedanum japonicum"
"11","11","11","11","Peucedanum lancifolium"
"11","11","11","11","Peucedanum latifolium"
"11","11","11","11","Peucedanum litorale"
"22-33","33","33","22","Peucedanum longifolium"
"11","11","11","11","Peucedanum lowei"
"11","11","11","11","Peucedanum macrocarpum"
"33","33","33","33","Peucedanum morisonii"
"11","11","11","11","Peucedanum obtusifolium"
"33","33","33","33","Peucedanum officinale"
"11","11","11","11","Peucedanum oreoselinum"
"11","11","11","11","Peucedanum ostruthium"
"11","11","11","11","Peucedanum palustre"
"11","11","11","11","Peucedanum paucifolium"
"11","11","11","11","Peucedanum praeruptorum"
"11-33","33","33","11","Peucedanum ruthenicum"
"11","11","11","11","Peucedanum schottii"
"11","11","11","11","Peucedanum songpanense"
"11","11","11","11","Peucedanum tauricum"
"11","11","11","11","Peucedanum terebinthaceum"
"11","11","11","11","Peucedanum turgeniifolium"
"11","11","11","11","Peucedanum venetum"
"11","11","11","11","Peucedanum verticillare"
"11","11","11","11","Peucedanum wawrae"
"10-20","20","20","10","Peucephyllum schottii"
"39","39","39","39","Peumus boldus"
"7-14","14","14","7","Peyritschia deyeuxioides"
"14","14","14","14","Peyritschia koelerioides"
"14","14","14","14","Peyritschia pringlei"
"16-17","17","16","16","Pfaffia glomerata"
"18","18","18","18","Pfaffia gnaphalioides"
"11","11","11","11","Pfeiffera ianthothele"
"12","12","12","12","Phacelia adenophora"
"12","12","12","12","Phacelia affinis"
"22","22","22","22","Phacelia argentea"
"11","11","11","11","Phacelia artemisioides"
"13","13","13","13","Phacelia bicolor"
"9","9","9","9","Phacelia bipinnatifida"
"11","11","11","11","Phacelia bolanderi"
"11","11","11","11","Phacelia brachyantha"
"12","12","12","12","Phacelia brachyloba"
"11","11","11","11","Phacelia breweri"
"11-22","22","22","11","Phacelia californica"
"11-12","12","11","11","Phacelia calthifolia"
"11","11","11","11","Phacelia campanularia"
"11","11","11","11","Phacelia cephalotes"
"11","11","11","11","Phacelia cicutaria"
"11","11","11","11","Phacelia coerulea"
"9","9","9","9","Phacelia congesta"
"11","11","11","11","Phacelia cookei"
"11-12","12","11","11","Phacelia crenulata"
"11","11","11","11","Phacelia crenulata var. corrugata"
"22-23-33","33","22","22","Phacelia cumingii"
"11","11","11","11","Phacelia curvipes"
"8","8","8","8","Phacelia dalesiana"
"10","10","10","10","Phacelia davidsonii"
"12","12","12","12","Phacelia demissa"
"11-12","12","11","11","Phacelia distans"
"10","10","10","10","Phacelia divaricata"
"11","11","11","11","Phacelia douglasii"
"5","5","5","5","Phacelia dubia"
"22","22","22","22","Phacelia egena"
"9","9","9","9","Phacelia eisenii"
"9","9","9","9","Phacelia fimbriata"
"11","11","11","11","Phacelia franklinii"
"13","13","13","13","Phacelia fremontii"
"13","13","13","13","Phacelia glaberrima"
"13","13","13","13","Phacelia glandulifera"
"12","12","12","12","Phacelia glechomifolia"
"11","11","11","11","Phacelia grandiflora"
"10","10","10","10","Phacelia greenei"
"9","9","9","9","Phacelia grisea"
"13","13","13","13","Phacelia gymnoclada"
"11-22","22","22","11","Phacelia hastata"
"11-22","22","11","11","Phacelia heterophylla"
"11-12","12","11","11","Phacelia integrifolia"
"13","13","13","13","Phacelia leibergii"
"33","33","33","33","Phacelia leptosepala"
"11","11","11","11","Phacelia linearis"
"12","12","12","12","Phacelia lutea"
"9","9","9","9","Phacelia lyallii"
"11","11","11","11","Phacelia mollis"
"22","22","22","22","Phacelia mutabilis"
"11-22","22","11","11","Phacelia nemoralis"
"11","11","11","11","Phacelia neomexicana"
"11","11","11","11","Phacelia pachyphylla"
"11","11","11","11","Phacelia parryi"
"23","23","23","23","Phacelia pediculoides"
"11","11","11","11","Phacelia perityloides"
"11","11","11","11","Phacelia pinnatifida"
"11","11","11","11","Phacelia popei"
"11","11","11","11","Phacelia popei var. arizonica"
"12","12","12","12","Phacelia pulchella"
"9","9","9","9","Phacelia purshii"
"6-14","14","14","6","Phacelia ranunculacea"
"12","12","12","12","Phacelia rotundifolia"
"11","11","11","11","Phacelia rupestris"
"11","11","11","11","Phacelia secunda"
"11","11","11","11","Phacelia sericea"
"11","11","11","11","Phacelia splendens"
"8","8","8","8","Phacelia stebbinsii"
"12","12","12","12","Phacelia suaveolens"
"11","11","11","11","Phacelia tanacetifolia"
"11","11","11","11","Phacelia viscida"
"19-38","38","19","19","Phacellanthus tubiflorus"
"10","10","10","10","Phacelurus digitatus"
"9-10-20","20","10","9","Phacelurus gabonensis"
"16-20","20","16","16","Phacelurus latifolius"
"10-11-20-30-35-40","40","10","10","Phacelurus speciosus"
"27","27","27","27","Phacelurus zea"
"16","16","16","16","Phacocapnos pruinosus"
"9","9","9","9","Phaeanthus ophthalmicus"
"23","23","23","23","Phaedranassa carmiolii"
"23","23","23","23","Phaedranassa dubia"
"8","8","8","8","Phaenocoma prolifera"
"12","12","12","12","Phaenosperma globosa"
"12","12","12","12","Phaenosperma globosum"
"9-12","12","9","9","Phagnalon barbeyanum"
"9","9","9","9","Phagnalon bicolor"
"9","9","9","9","Phagnalon calycinum"
"9","9","9","9","Phagnalon niveum"
"9","9","9","9","Phagnalon purpurascens"
"9","9","9","9","Phagnalon pycnophyllon"
"9","9","9","9","Phagnalon pygmaeum"
"9","9","9","9","Phagnalon rupestre"
"9","9","9","9","Phagnalon rupestre subsp. graecum"
"9","9","9","9","Phagnalon saxatile"
"9","9","9","9","Phagnalon sordidum"
"9","9","9","9","Phagnalon umbelliforme"
"19-21","21","21","19","Phaius flavus"
"21-22-31","31","22","21","Phaius mishmensis"
"20","20","20","20","Phaius pulchellus"
"19-21-22-23-24-26","26","21","19","Phaius tankervilleae"
"21-24","24","24","21","Phaius wallichii"
"9","9","9","9","Phalacrocarpum oppositifolium"
"9","9","9","9","Phalacrocarpum sericeum"
"9","9","","9","Phalacroloma strigosum"
"9","9","9","9","Phalacroseris bolanderi"
"19-20-38-57-76","76","19","19","Phalaenopsis amabilis"
"19","19","19","19","Phalaenopsis amboinensis"
"19-38","38","19","19","Phalaenopsis aphrodite"
"19","19","19","19","Phalaenopsis bastianii"
"19","19","19","19","Phalaenopsis bellina"
"19","19","19","19","Phalaenopsis celebensis"
"19","19","19","19","Phalaenopsis chibae"
"19","19","19","19","Phalaenopsis cochlearis"
"19","19","19","19","Phalaenopsis corningiana"
"19","19","19","19","Phalaenopsis cornu-cervi"
"19","19","19","19","Phalaenopsis deliciosa"
"19","19","19","19","Phalaenopsis equestris"
"19","19","19","19","Phalaenopsis fasciata"
"19","19","19","19","Phalaenopsis floresensis"
"19","19","19","19","Phalaenopsis fuscata"
"19","19","19","19","Phalaenopsis gigantea"
"19","19","19","19","Phalaenopsis hieroglyphica"
"19","19","19","19","Phalaenopsis inscriptiosinensis"
"19","19","19","19","Phalaenopsis kunstleri"
"19","19","19","19","Phalaenopsis lindenii"
"19","19","19","19","Phalaenopsis lobbii"
"19","19","19","19","Phalaenopsis lueddemanniana"
"19","19","19","19","Phalaenopsis mannii"
"19","19","19","19","Phalaenopsis mariae"
"19","19","19","19","Phalaenopsis micholitzii"
"19","19","19","19","Phalaenopsis modesta"
"19","19","19","19","Phalaenopsis pallens"
"19","19","19","19","Phalaenopsis parishii"
"19","19","19","19","Phalaenopsis philippinensis"
"19","19","19","19","Phalaenopsis pulcherrima"
"19","19","19","19","Phalaenopsis pulchra"
"19","19","19","19","Phalaenopsis reichenbachiana"
"19","19","19","19","Phalaenopsis sanderiana"
"19","19","19","19","Phalaenopsis schilleriana"
"19","19","19","19","Phalaenopsis speciosa"
"19","19","19","19","Phalaenopsis stuartiana"
"19","19","19","19","Phalaenopsis sumatrana"
"18-19-20-30","30","20","18","Phalaenopsis taenialis"
"19","19","19","19","Phalaenopsis tetraspis"
"19","19","19","19","Phalaenopsis venosa"
"19","19","19","19","Phalaenopsis violacea"
"7","7","7","7","Phalaris angusta"
"7-14-28-33-38","38","14","7","Phalaris aquatica"
"7-14-21-24-28","28","14","7","Phalaris arundinacea"
"6-7","7","6","6","Phalaris brachystachys"
"14","14","14","14","Phalaris californica"
"6-12-14","14","6","6","Phalaris canariensis"
"7","7","7","7","Phalaris caroliniana"
"7-14-21","21","7","7","Phalaris coerulescens"
"7","7","7","7","Phalaris lemmonii"
"7-14-21-28","28","14","7","Phalaris minor"
"7","7","7","7","Phalaris paradoxa"
"7-28","28","7","7","Phalaris platensis"
"6","6","6","6","Phalaris truncata"
"5","5","5","5","Phalocallis coelestis"
"4","4","4","4","Phanerandra esquamata"
"9","9","9","9","Phanerostylis pedunculosa"
"12-22","22","12","12","Pharus lappulaceus"
"12","12","12","12","Pharus latifolius"
"12","12","12","12","Pharus parvifolius"
"11","11","11","11","Phaseolus acutifolius"
"11","11","11","11","Phaseolus angustissimus"
"10","10","10","10","Phaseolus anisotrichos"
"11","11","11","11","Phaseolus augustii"
"11","11","11","11","Phaseolus chiapasanus"
"11-12","12","11","11","Phaseolus coccineus"
"11","11","11","11","Phaseolus dumosus"
"11","11","11","11","Phaseolus esperanzae"
"11","11","11","11","Phaseolus filiformis"
"11","11","11","11","Phaseolus glabellus"
"11","11","11","11","Phaseolus grayanus"
"11","11","11","11","Phaseolus hintonii"
"11","11","11","11","Phaseolus jaliscanus"
"11","11","11","11","Phaseolus lunatus"
"11","11","11","11","Phaseolus macrolepis"
"11","11","11","11","Phaseolus maculatus"
"10","10","10","10","Phaseolus macvaughii"
"11","11","11","11","Phaseolus marechalii"
"11","11","11","11","Phaseolus micranthus"
"11","11","11","11","Phaseolus microcarpus"
"11","11","11","11","Phaseolus neglectus"
"11","11","11","11","Phaseolus oligospermus"
"11","11","11","11","Phaseolus pachyrrhizoides"
"11","11","11","11","Phaseolus pauciflorus"
"11","11","11","11","Phaseolus pluriflorus"
"11","11","11","11","Phaseolus polystachios"
"11","11","11","11","Phaseolus sonorensis"
"11-12","12","11","11","Phaseolus vulgaris"
"11","11","11","11","Phaseolus xanthotrichus"
"11","11","11","11","Phaseolus xolocotzii"
"16","16","16","16","Phaulopsis angolana"
"28-32-35","35","28","28","Phaulopsis dorsiflora"
"16-17","17","17","16","Phaulopsis imbricata"
"16","16","16","16","Phaulopsis pulchella"
"16","16","16","16","Phaulopsis rupestris"
"16","16","16","16","Phaulopsis talbotii"
"15-16","16","15","15","Phedimus middendorffianus"
"16-18-30","30","18","16","Phedimus selskianus"
"14","14","14","14","Pheidonocarpa corymbosa"
"14-33-38-39-40","40","38","14","Phellodendron amurense"
"39","39","39","39","Phellodendron chinense"
"40","40","40","40","Phellodendron sachalinense"
"19","19","19","19","Phelypaea coccinea"
"24","24","24","24","Phemeranthus aurantiacus"
"12","12","12","12","Phemeranthus brevicaulis"
"12-24","24","12","12","Phemeranthus mengesii"
"12-24","24","12","12","Phemeranthus parviflorus"
"12","12","12","12","Phemeranthus rugospermus"
"12-24","24","24","12","Phemeranthus teretifolius"
"11","11","11","11","Phenakospermum guyannense"
"13","13","13","13","Phenax laevigatus"
"28","28","28","28","Philactis nelsonii"
"28-42","42","28","28","Philactis zinnioides"
"13","13","13","13","Philadelphus californicus"
"13","13","13","13","Philadelphus coronarius"
"13","13","13","13","Philadelphus coulteri"
"13","13","13","13","Philadelphus delavayi"
"13","13","13","13","Philadelphus hirsutus"
"13","13","13","13","Philadelphus incanus"
"13","13","13","13","Philadelphus inodorus"
"13","13","13","13","Philadelphus lewisii"
"13","13","13","13","Philadelphus mexicanus"
"13","13","13","13","Philadelphus pekinensis"
"13","13","13","13","Philadelphus pubescens"
"13","13","13","13","Philadelphus satsumi"
"13","13","13","13","Philadelphus schrenkii"
"13","13","13","13","Philadelphus sericanthus"
"13","13","13","13","Philadelphus subcanus"
"13","13","13","13","Philadelphus tenuifolius"
"13","13","13","13","Philadelphus tomentosus"
"11","11","11","11","Philenoptera cyanescens"
"6-15-19","19","15","6","Philesia magellanica"
"9-10","10","10","9","Philibertia gilliesii"
"23-24","24","23","23","Phillyrea angustifolia"
"23-24","24","23","23","Phillyrea latifolia"
"16-17-18-24","24","18","16","Philodendron bipinnatifidum"
"17","17","17","17","Philodendron blanchetianum"
"17","17","17","17","Philodendron cordatum"
"16-21","21","16","16","Philodendron erubescens"
"17","17","17","17","Philodendron eximium"
"23","23","23","23","Philodendron fragrantissimum"
"15-17","17","15","15","Philodendron giganteum"
"15-17","17","17","15","Philodendron gloriosum"
"17","17","17","17","Philodendron grandifolium"
"17","17","17","17","Philodendron hastatum"
"15-16-17-18","18","16","15","Philodendron hederaceum"
"18","18","18","18","Philodendron lacerum"
"18","18","18","18","Philodendron leal-costae"
"18","18","18","18","Philodendron lundii"
"17","17","17","17","Philodendron martianum"
"16-17","17","17","16","Philodendron melanochrysum"
"15","15","15","15","Philodendron melinonii"
"17","17","17","17","Philodendron ornatum"
"17","17","17","17","Philodendron panduriforme"
"16-17","17","16","16","Philodendron pedatum"
"16","16","16","16","Philodendron quinquenervium"
"16","16","16","16","Philodendron radiatum"
"20","20","20","20","Philodendron rudgeanum"
"18","18","18","18","Philodendron rugosum"
"18","18","18","18","Philodendron speciosum"
"13-15-16-17","17","16","13","Philodendron squamiferum"
"16","16","16","16","Philodendron surinamense"
"9-18","18","18","9","Philodendron undulatum"
"17","17","17","17","Philodendron verrucosum"
"17","17","17","17","Philodendron warszewiczii"
"17-27","27","27","17","Philodendron wendlandii"
"19","19","19","19","Philoglossa mimuloides"
"18","18","18","18","Philoglossa peruviana"
"13","13","13","13","Philonotion americanum"
"14","14","14","14","Philotheca tubiflora"
"8","8","8","8","Philydrum lanuginosum"
"13","13","13","13","Phinaea multiflora"
"14","14","14","14","Phippsia algida"
"9","9","9","9","Phitosia crocifolia"
"6","6","6","6","Phlegmatospermum cochlearinum"
"7-14-28","28","14","7","Phleum alpinum"
"7-13","13","7","7","Phleum arenarium"
"7-14-21","21","7","7","Phleum bertolonii"
"7","7","7","7","Phleum boissieri"
"7-14","14","14","7","Phleum crypsoides"
"5","5","5","5","Phleum echinatum"
"7","7","7","7","Phleum exaratum"
"7-14-21","21","7","7","Phleum hirsutum"
"7-21","21","7","7","Phleum montanum"
"14","14","14","14","Phleum paniculatum"
"7-14-21","21","7","7","Phleum phleoides"
"7-14-18-20-21-24-28-35-42","42","21","7","Phleum pratense"
"7","7","7","7","Phleum subulatum"
"11-22-24-40-42","42","22","11","Phlojodicarpus villosus"
"17","17","17","17","Phlomidoschema parviflorum"
"10","10","10","10","Phlomis bruguieri"
"10","10","10","10","Phlomis cancellata"
"10","10","10","10","Phlomis cretica"
"5-10","10","10","5","Phlomis crinita"
"10","10","10","10","Phlomis cypria"
"10","10","10","10","Phlomis floccosa"
"10","10","10","10","Phlomis fruticosa"
"10","10","10","10","Phlomis herba-venti"
"10","10","10","10","Phlomis italica"
"10","10","10","10","Phlomis lanata"
"10-11","11","10","10","Phlomis lychnitis"
"10","10","10","10","Phlomis olivieri"
"10","10","10","10","Phlomis orientalis"
"10","10","10","10","Phlomis purpurea"
"10","10","10","10","Phlomis samia"
"11","11","11","11","Phlomoides arctifolia"
"10","10","10","10","Phlomoides betonicoides"
"11-14-21","21","11","11","Phlomoides bracteosa"
"11","11","11","11","Phlomoides hamosa"
"11","11","11","11","Phlomoides labiosa"
"11","11","11","11","Phlomoides laciniata"
"11","11","11","11","Phlomoides lehmanniana"
"11-44","44","44","11","Phlomoides macrophylla"
"11","11","11","11","Phlomoides maximowiczii"
"6-23","23","6","6","Phlomoides pratensis"
"11","11","11","11","Phlomoides schugnanica"
"11","11","11","11","Phlomoides speciosa"
"11","11","11","11","Phlomoides spectabilis"
"7-11-12","12","11","7","Phlomoides tuberosa"
"11","11","11","11","Phlomoides umbrosa"
"7","7","7","7","Phlox adsurgens"
"7","7","7","7","Phlox alaskensis"
"7","7","7","7","Phlox amoena"
"7","7","7","7","Phlox amplifolia"
"21","21","21","21","Phlox andicola"
"7","7","7","7","Phlox bifida"
"7","7","7","7","Phlox bryoides"
"14","14","14","14","Phlox buckleyi"
"7","7","7","7","Phlox carolina"
"7","7","7","7","Phlox cuspidata"
"7","7","7","7","Phlox divaricata"
"7-14","14","7","7","Phlox douglasii"
"5-7-12-14","14","7","5","Phlox drummondii"
"14","14","14","14","Phlox floridana"
"7","7","7","7","Phlox glaberrima"
"14","14","14","14","Phlox hoodii"
"14","14","14","14","Phlox longifolia"
"7","7","7","7","Phlox maculata"
"7","7","7","7","Phlox nivalis"
"7","7","7","7","Phlox oklahomensis"
"7","7","7","7","Phlox ovata"
"7","7","7","7","Phlox paniculata"
"7-14","14","7","7","Phlox pilosa"
"7","7","7","7","Phlox sibirica"
"7","7","7","7","Phlox stolonifera"
"7-14","14","7","7","Phlox subulata"
"17-34","34","34","17","Phoebanthus grandiflorus"
"17","17","17","17","Phoebanthus tenuifolius"
"12","12","12","12","Phoebe angustifolia"
"12","12","12","12","Phoebe attenuata"
"12","12","12","12","Phoebe paniculata"
"12","12","12","12","Phoebe zhennan"
"14","14","14","14","Phoenicaulis cheiranthoides"
"16","16","16","16","Phoenicophorium borsigianum"
"18","18","18","18","Phoenix canariensis"
"14-17-18-20","20","18","14","Phoenix dactylifera"
"18","18","18","18","Phoenix loureiroi"
"18","18","18","18","Phoenix paludosa"
"16-18","18","18","16","Phoenix pusilla"
"18","18","18","18","Phoenix reclinata"
"18","18","18","18","Phoenix roebelenii"
"18","18","18","18","Phoenix rupicola"
"18","18","18","18","Phoenix sylvestris"
"18","18","18","18","Phoenix theophrasti"
"19-20-21","21","20","19","Pholidota articulata"
"19-20","20","19","19","Pholidota chinensis"
"20-21","21","20","20","Pholidota imbricata"
"20","20","20","20","Pholidota pallida"
"20","20","20","20","Pholidota protracta"
"18","18","18","18","Pholisma arenarium"
"18","18","18","18","Pholisma sonorae"
"9","9","9","9","Pholistoma auritum"
"9","9","9","9","Pholistoma membranaceum"
"7","7","7","7","Pholiurus pannonicus"
"14","14","14","14","Phoradendron anceps"
"14","14","14","14","Phoradendron bolleanum"
"14","14","14","14","Phoradendron chrysocladon"
"14","14","14","14","Phoradendron leucarpum"
"14","14","14","14","Phoradendron nervosum"
"14","14","14","14","Phoradendron perrottetii"
"14","14","14","14","Phoradendron piperoides"
"14-28","28","14","14","Phoradendron quadrangulare"
"14","14","14","14","Phoradendron tonduzii"
"14","14","14","14","Phoradendron tunaeforme"
"16","16","16","16","Phormium colensoi"
"16","16","16","16","Phormium tenax"
"17","17","17","17","Photinia bodinieri"
"17","17","17","17","Photinia davidiana"
"17","17","17","17","Photinia glabra"
"17","17","17","17","Photinia integrifolia"
"17-34","34","17","17","Photinia villosa"
"9","9","9","9","Phragmanthera usuiensis"
"12","12","12","12","Phragmipedium besseae"
"9","9","9","9","Phragmipedium boissierianum"
"10","10","10","10","Phragmipedium caricinum"
"14-16","16","14","14","Phragmipedium caudatum"
"14","14","14","14","Phragmipedium lindenii"
"11","11","11","11","Phragmipedium lindleyanum"
"5-10-11","11","10","5","Phragmipedium longifolium"
"10-11","11","11","10","Phragmipedium pearcei"
"15","15","15","15","Phragmipedium schlimii"
"9","9","9","9","Phragmipedium vittatum"
"14","14","14","14","Phragmipedium warszewiczianum"
"14-18-20-21-22-23-24-25-26-27-28-36-42-48-60","60","24","14","Phragmites australis"
"24","24","24","24","Phragmites japonicus"
"12-18-19-24-25","25","24","12","Phragmites karka"
"24","24","24","24","Phragmites mauritianus"
"25","25","25","25","Phragmocarpidium heringeri"
"15","15","15","15","Phreatia micrantha"
"12","12","12","12","Phrodus microphyllus"
"7-14","14","14","7","Phryma leptostachya"
"18","18","18","18","Phrynium pubinerve"
"8-16","16","8","8","Phthirusa pyrifolia"
"9","9","9","9","Phuopsis stylosa"
"8","8","8","8","Phycella australis"
"18","18","18","18","Phyla canescens"
"16","16","16","16","Phyla lanceolata"
"9-16-17-18","18","18","9","Phyla nodiflora"
"16","16","16","16","Phyllactis rigida"
"13-14","14","13","13","Phyllagathis fengii"
"13","13","13","13","Phyllanthopsis phyllanthoides"
"13-14-26","26","13","13","Phyllanthus acidus"
"26","26","26","26","Phyllanthus acuminatus"
"13-26","26","13","13","Phyllanthus amarus"
"26","26","26","26","Phyllanthus angustifolius"
"26","26","26","26","Phyllanthus anisolobus"
"13","13","13","13","Phyllanthus arbuscula"
"26","26","26","26","Phyllanthus brasiliensis"
"9-14-18","18","14","9","Phyllanthus caroliniensis"
"13","13","13","13","Phyllanthus claussenii"
"7-12-13-20","20","12","7","Phyllanthus debilis"
"13","13","13","13","Phyllanthus dinklagei"
"13-14","14","14","13","Phyllanthus distichus"
"50","50","50","50","Phyllanthus embergeri"
"14-26-49-52","52","49","14","Phyllanthus emblica"
"13","13","13","13","Phyllanthus engleri"
"12-13","13","13","12","Phyllanthus fraternus"
"13","13","13","13","Phyllanthus hypospodius"
"50-78","78","50","50","Phyllanthus juglandifolius"
"26","26","26","26","Phyllanthus lacunarius"
"52","52","52","52","Phyllanthus lawii"
"13-26","26","13","13","Phyllanthus maderaspatensis"
"18-20","20","18","18","Phyllanthus magnificens"
"26","26","26","26","Phyllanthus mimosoides"
"13-26","26","13","13","Phyllanthus muellerianus"
"7-13-14-18","18","13","7","Phyllanthus niruri"
