row_number	ncbi_taxid	phylum	subphylum	class	order	family	genus_species	common_name	c_value	chromosome_number	c_value_method	cell_type	standard_species	references
4947	671158	Chordata	Vertebrata	Chondrichthyes	Carchariniformes	Carcharhinidae	Carcharhinus brachyurus	Copper shark	2.86	NA	FIA	RBC	BS, GD, OM, RP	203, 204
4948	671159	Chordata	Vertebrata	Chondrichthyes	Carchariniformes	Carcharhinidae	Carcharhinus galapagensis	Galapagos shark	4.25	NA	FD	RBC	CP	12
4949	61865	Chordata	Vertebrata	Chondrichthyes	Carchariniformes	Carcharhinidae	Carcharhinus limbatus	Blacktip shark	3.05	NA	FCM	RBC	GD	738
4950	61865	Chordata	Vertebrata	Chondrichthyes	Carchariniformes	Carcharhinidae	Carcharhinus limbatus	Blacktip shark	3.7	80	BFA	RBC	SP	219
4951	61865	Chordata	Vertebrata	Chondrichthyes	Carchariniformes	Carcharhinidae	Carcharhinus limbatus	Blacktip shark	3.9	NA	FCM	RBC	GD	458
4952	61865	Chordata	Vertebrata	Chondrichthyes	Carchariniformes	Carcharhinidae	Carcharhinus limbatus	Blacktip shark	4.1	NA	FD	RBC	SC	480
4953	302049	Chordata	Vertebrata	Chondrichthyes	Carchariniformes	Carcharhinidae	Carcharhinus longimanus	Oceanic whitetip shark	3.34	NA	FD	RBC	GD	324
4954	263686	Chordata	Vertebrata	Chondrichthyes	Carchariniformes	Carcharhinidae	Carcharhinus melanopterus	Blacktip reef shark	3	NA	FIA	RBC	BS, GD, OM, RP	203, 204
4955	7807	Chordata	Vertebrata	Chondrichthyes	Carchariniformes	Carcharhinidae	Carcharhinus obscurus	Dusky shark	2.73	78	FD	RBC	GD	324
4956	7807	Chordata	Vertebrata	Chondrichthyes	Carchariniformes	Carcharhinidae	Carcharhinus obscurus	Dusky shark	3	NA	FD	RBC	CP	12
4957	303935	Chordata	Vertebrata	Chondrichthyes	Carchariniformes	Carcharhinidae	Carcharhinus perezii	Caribbean reef shark	5.85	NA	FD	RBC	SC	480
4958	7808	Chordata	Vertebrata	Chondrichthyes	Carchariniformes	Carcharhinidae	Carcharhinus plumbeus	Sandbar shark	2.98	74	FD	RBC	CP	12
4959	7819	Chordata	Vertebrata	Chondrichthyes	Carchariniformes	Carcharhinidae	Galeocerdo cuvier	Tiger shark	3.79	86	FCM	RBC	MM	359
4960	7819	Chordata	Vertebrata	Chondrichthyes	Carchariniformes	Carcharhinidae	Galeocerdo cuvier	Tiger shark	4.15	NA	FCM	RBC	GD	458
4961	7819	Chordata	Vertebrata	Chondrichthyes	Carchariniformes	Carcharhinidae	Galeocerdo cuvier	Tiger shark	4.93	NA	FIA	RBC	BS, GD, OM, RP	204
4962	7819	Chordata	Vertebrata	Chondrichthyes	Carchariniformes	Carcharhinidae	Galeocerdo cuvier	Tiger shark	6.55	NA	FD	RBC	SC	480
4963	7821	Chordata	Vertebrata	Chondrichthyes	Carchariniformes	Carcharhinidae	Negaprion brevirostris	Lemon shark	3.7	NA	BFA	RBC	SP	219
4964	7815	Chordata	Vertebrata	Chondrichthyes	Carchariniformes	Carcharhinidae	Prionace glauca	Blue shark	4.3	86	BFA	RBC	SP	219
4965	7815	Chordata	Vertebrata	Chondrichthyes	Carchariniformes	Carcharhinidae	Prionace glauca	Blue shark	4.3	NA	FD	RBC	CP	12
4966	118256	Chordata	Vertebrata	Chondrichthyes	Carchariniformes	Carcharhinidae	Rhizoprionodon porosus	Caribbean sharpnose shark	3.9	NA	FD	RBC	SC	480
4967	303945	Chordata	Vertebrata	Chondrichthyes	Carchariniformes	Carcharhinidae	Rhizoprionodon terraenovae	Atlantic sharpnose shark	3.6	80	FCM	RBC	GD	458
4968	496413	Chordata	Vertebrata	Chondrichthyes	Carchariniformes	Carcharhinidae	Triaenodon obesus	Whitetip reef shark	2.88	NA	FCM	FC	DV	804
4969	740693	Chordata	Vertebrata	Chondrichthyes	Carchariniformes	Scyliorhinidae	Cephaloscyllium ventriosum	Swellshark	6.9	NA	FD	RBC	SC	480
4970	740693	Chordata	Vertebrata	Chondrichthyes	Carchariniformes	Scyliorhinidae	Cephaloscyllium ventriosum	Swellshark	7.7	64	BFA	RBC	SP	219
4971	740693	Chordata	Vertebrata	Chondrichthyes	Carchariniformes	Scyliorhinidae	Cephaloscyllium ventriosum	Swellshark	9.05	NA	FCM	RBC	GD	458
4972	77914	Chordata	Vertebrata	Chondrichthyes	Carchariniformes	Scyliorhinidae	Galeus melastomus	Blackmouth catshark	6.15	NA	FD	RBC	SC	480
4973	7830	Chordata	Vertebrata	Chondrichthyes	Carchariniformes	Scyliorhinidae	Scyliorhinus canicula	Smallspotted catshark	5.65	NA	FD	RBC	SC	476, 478
4974	7830	Chordata	Vertebrata	Chondrichthyes	Carchariniformes	Scyliorhinidae	Scyliorhinus canicula	Smallspotted catshark	7.5	80	NS	NS	GD	534
4975	68454	Chordata	Vertebrata	Chondrichthyes	Carchariniformes	Scyliorhinidae	Scyliorhinus stellaris	Nursehound shark	6.15	72	FD	RBC	NS	334
4976	68454	Chordata	Vertebrata	Chondrichthyes	Carchariniformes	Scyliorhinidae	Scyliorhinus stellaris	Nursehound shark	6.15	NA	FD	RBC	NS	476, 478, 479
4977	7823	Chordata	Vertebrata	Chondrichthyes	Carchariniformes	Sphyrnidae	Sphyrna lewini	Scalloped hammerhead shark	3.06	NA	FIA	RBC	BS, GD, OM, RP	203, 204
4978	7823	Chordata	Vertebrata	Chondrichthyes	Carchariniformes	Sphyrnidae	Sphyrna lewini	Scalloped hammerhead shark	3.3	NA	FCM	RBC	GD	458
4979	7823	Chordata	Vertebrata	Chondrichthyes	Carchariniformes	Sphyrnidae	Sphyrna lewini	Scalloped hammerhead shark	3.5	78	BFA	RBC	SP	219
4980	7823	Chordata	Vertebrata	Chondrichthyes	Carchariniformes	Sphyrnidae	Sphyrna lewini	Scalloped hammerhead shark	4.45	NA	FD	RBC	SC	480
4981	7824	Chordata	Vertebrata	Chondrichthyes	Carchariniformes	Sphyrnidae	Sphyrna tiburo	Bonnethead shark	3.9	NA	BFA	RBC	SP	219
4982	86063	Chordata	Vertebrata	Chondrichthyes	Carchariniformes	Triakidae	Galeorhinus galeus	Tope shark	8.65	NA	FD	RBC	SC	478
4983	112232	Chordata	Vertebrata	Chondrichthyes	Carchariniformes	Triakidae	Mustelus asterias	Starry smooth-hound shark	4.3	NA	FD	RBC	SC	480
4984	320419	Chordata	Vertebrata	Chondrichthyes	Carchariniformes	Triakidae	Mustelus californicus	Grey smooth-hound shark	6.4	NA	BFA	RBC	SP	219
4985	7812	Chordata	Vertebrata	Chondrichthyes	Carchariniformes	Triakidae	Mustelus canis	Dusky smooth-hound shark	4.6	NA	BFA	RBC	SP	219
4986	7812	Chordata	Vertebrata	Chondrichthyes	Carchariniformes	Triakidae	Mustelus canis	Dusky smoothhound	4.2	NA	FCM	RBC	GD	738
4987	303944	Chordata	Vertebrata	Chondrichthyes	Carchariniformes	Triakidae	Mustelus norrisi	Narrowfin smooth-hound shark	4.5	NA	BFA	RBC	SP	219
4989	30493	Chordata	Vertebrata	Chondrichthyes	Carchariniformes	Triakidae	Triakis semifasciata	Leopard shark	4.8	72	BFA	RBC	SP	219
5207	9614	Chordata	Vertebrata	Mammalia	Carnivora	Canidae	Canis latrans	Coyote	2.82	78	FCM	EP	HS, GD	566
5208	9612	Chordata	Vertebrata	Mammalia	Carnivora	Canidae	Canis lupus	Timber wolf	2.81	78	FCM	EP	HS, GD	566
5209	45781	Chordata	Vertebrata	Mammalia	Carnivora	Canidae	Canis rufus	Red wolf	3.04	NA	FCM	SP	HS, RT	542
5210	9622	Chordata	Vertebrata	Mammalia	Carnivora	Canidae	Lycaon pictus	African hunting dog	2.73	NA	FCM	LK	HS, OM	598
5213	55040	Chordata	Vertebrata	Mammalia	Carnivora	Canidae	Urocyon cinereoargenteus	Gray fox	3.07	66	FCM	EP	HS, GD	566
5214	9627	Chordata	Vertebrata	Mammalia	Carnivora	Canidae	Vulpes vulpes	Red fox	2.85	34	FCM	EP	HS, GD	566
5215	32536	Chordata	Vertebrata	Mammalia	Carnivora	Felidae	Acinonyx jubatus	Cheetah	2.56	38	FD	S	FC	576
5216	9685	Chordata	Vertebrata	Mammalia	Carnivora	Felidae	Felis catus	Domestic cat	2.86	NA	FD	LG	HS	244
5217	9685	Chordata	Vertebrata	Mammalia	Carnivora	Felidae	Felis catus	Domestic cat	2.91	38	FCM	SP	HS, RT	542
5218	9685	Chordata	Vertebrata	Mammalia	Carnivora	Felidae	Felis catus	Domestic cat	3.1	NA	FCM	LK	GD	392
5219	9685	Chordata	Vertebrata	Mammalia	Carnivora	Felidae	Felis catus	Domestic cat	3.22	NA	SCF	LK	HS	106
5220	9685	Chordata	Vertebrata	Mammalia	Carnivora	Felidae	Felis catus	Domestic cat	3.45	NA	BCA	BR	HS	213
5221	9696	Chordata	Vertebrata	Mammalia	Carnivora	Felidae	Puma concolor	Cougar	3.05	38	FD	S	FC	576
5222	13125	Chordata	Vertebrata	Mammalia	Carnivora	Felidae	Lynx lynx	Lynx	2.92	38	FCM	SP	HS, RT	542
5223	9683	Chordata	Vertebrata	Mammalia	Carnivora	Felidae	Felis silvestris	Wildcat	2.92	NA	FCM	SP	HS, RT	542
5224	9683	Chordata	Vertebrata	Mammalia	Carnivora	Felidae	Felis silvestris	Wildcat	3	38	FCM	SP	HS, RT	542
5225	61452	Chordata	Vertebrata	Mammalia	Carnivora	Felidae	Neofelis nebulosa	Clouded leopard	2.77	NA	FCM	LK	HS, OM	598
5226	9689	Chordata	Vertebrata	Mammalia	Carnivora	Felidae	Panthera leo	African lion	2.95	NA	FCM	LK	HS, OM	598
5228	9694	Chordata	Vertebrata	Mammalia	Carnivora	Felidae	Panthera tigris	Tiger	2.71	NA	FCM	LK	HS, OM	598
5233	36239	Chordata	Vertebrata	Mammalia	Carnivora	Mustelidae	Mustela nivalis	Least weasel	3.08	42	SCF	LK	HS	106
5234	9668	Chordata	Vertebrata	Mammalia	Carnivora	Mustelidae	Mustela putorius	Domestic ferret	2.81	NA	FCM	LK	HS, OM	598
5235	9704	Chordata	Vertebrata	Mammalia	Carnivora	Otariidae	Zalophus californianus	California sea lion	3.15	NA	FCM	LK	GD	637
5236	39090	Chordata	Vertebrata	Mammalia	Carnivora	Phocidae	Phoca largha	Spotted seal / Largha seal	2.94	NA	FCM	LK	GD	637
5237	9654	Chordata	Vertebrata	Mammalia	Carnivora	Procyonidae	Procyon lotor	Raccoon	2.85	38	FCM	EP	HS, GD	566
5238	9644	Chordata	Vertebrata	Mammalia	Carnivora	Ursidae	Ursus arctos	Brown bear	2.75	74	FCM	SP	HS, RT	542
4147	8790	Chordata	Vertebrata	Aves	Casuariiformes	Dromaiidae	Dromaius novaehollandiae	Emu	1.55	NA	FD	RBC	GD	316
4148	8790	Chordata	Vertebrata	Aves	Casuariiformes	Dromaiidae	Dromaius novaehollandiae	Emu	1.63	80	FCM	RBC	GD, HS, V	347, 502
6076	7892	Chordata	Vertebrata	Osteichthyes	Ceratodontiformes	Ceratodontidae	Neoceratodus forsteri	Australian (Queensland) lungfish	52.75	NA	FCM	RBC	GD	437
6077	7892	Chordata	Vertebrata	Osteichthyes	Ceratodontiformes	Ceratodontidae	Neoceratodus forsteri	Australian (Queensland) lungfish	54.6	NA	FIA	RBC	AJ	575
6078	7892	Chordata	Vertebrata	Osteichthyes	Ceratodontiformes	Ceratodontidae	Neoceratodus forsteri	Australian (Queensland) lungfish	74.86	54	FD	RBC	MM	385
5240	27602	Chordata	Vertebrata	Mammalia	Cetacea	Balaenidae	Balaena mysticetus	Bowhead whale	2.93	NA	FCM	SP	GD	744
5242	9739	Chordata	Vertebrata	Mammalia	Cetacea	Delphinidae	Tursiops truncatus	Bottlenose dolphin	3.03	44	FD	LG	HS	244
5243	9739	Chordata	Vertebrata	Mammalia	Cetacea	Delphinidae	Tursiops truncatus	Bottlenose dolphin	3.27	NA	FCM	LK	GD	637
5244	118797	Chordata	Vertebrata	Mammalia	Cetacea	Lipotidae	Lipotes vexillifer	Chinese river dolphin / Baiji	3.91	NA	FCM	LK	GD	637
5245	9749	Chordata	Vertebrata	Mammalia	Cetacea	Monodontidae	Delphinapterus leucas	Beluga whale	3.29	NA	FCM	LK	GD	637
6079	639296	Chordata	Vertebrata	Osteichthyes	Characiformes	Acestrorhynchidae	Acestrorhynchus pantaneiro	N/A	0.85	NA	FD	RBC	CP, GD, OM	77
6080	42577	Chordata	Vertebrata	Osteichthyes	Characiformes	Acestrorhynchidae	Acestrorhynchus sp.	N/A	1.55	NA	FD	RBC	CP, GD, OM	77
6081	303978	Chordata	Vertebrata	Osteichthyes	Characiformes	Alestiidae	Arnoldichthys spilopterus	Niger tetra	1.2	56	BFA	RBC	SP	216
6082	303967	Chordata	Vertebrata	Osteichthyes	Characiformes	Anostomidae	Anostomus anostomus	Striped headstander	1.4	54	BFA	RBC	SP	215, 216
6083	303996	Chordata	Vertebrata	Osteichthyes	Characiformes	Anostomidae	Chilodus punctatus	Spotted headstander	1.6	NA	BFA	RBC	SP	215, 216
