row_number	ncbi_taxid	phylum	subphylum	class	order	family	genus_species	common_name	c_value	chromosome_number	c_value_method	cell_type	standard_species	references
4738	91791	Chordata	Vertebrata	Aves	Piciformes	Capitonidae	Eubucco richardsoni	Lemon-throated barbet	1.62	NA	FIA	RBC	GD	711
4739	NA	Chordata	Vertebrata	Aves	Piciformes	Capitonidae	Eubucco versicolor	Versicoloured barbet	1.6	NA	FIA	RBC	GD	711
4740	91777	Chordata	Vertebrata	Aves	Piciformes	Capitonidae	Psilopogon pyrolophus	Fire-tufted barbet	1.69	NA	FCM	RBC	GD, HS, V	347, 502
4741	135170	Chordata	Vertebrata	Aves	Piciformes	Galbulidae	Galbula cyanescens	Bluish-fronted jacamar	1.13	NA	FIA	RBC	GD	711
4742	219522	Chordata	Vertebrata	Aves	Piciformes	Indicatoridae	Indicator minor	Lesser honeyguide	1.37	NA	FIA	RBC	GD	711
4743	189529	Chordata	Vertebrata	Aves	Piciformes	Indicatoridae	Indicator variegatus	Scaly-throated honeyguide	2.05	NA	FIA	RBC	GD	711
4744	240737	Chordata	Vertebrata	Aves	Piciformes	Lybiidae	Lybius torquatus	Black-collared barbet	1.75	NA	FIA	RBC	GD	711
4745	NA	Chordata	Vertebrata	Aves	Piciformes	Lybiidae	Trachyphonus vaillantii	Crested barbet	1.68	NA	FIA	RBC	GD	711
4746	240729	Chordata	Vertebrata	Aves	Piciformes	Lybiidae	Tricholaema leucomelas	Acacia pied barbet	1.58	NA	FIA	RBC	GD	711
4747	56085	Chordata	Vertebrata	Aves	Piciformes	Picidae	Campephilus haematogaster	Crimson-bellied woodpecker	1.51	NA	FIA	RBC	GD	711
4748	381862	Chordata	Vertebrata	Aves	Piciformes	Picidae	Campephilus rubricollis	Red-necked woodpecker	1.39	NA	FIA	RBC	GD	711
4749	1642381	Chordata	Vertebrata	Aves	Piciformes	Picidae	Campethera abingoni	Golden-tailed woodpecker	1.56	NA	FIA	RBC	GD	711
4750	121134	Chordata	Vertebrata	Aves	Piciformes	Picidae	Colaptes atricollis	Black-necked woodpecker	1.51	NA	FIA	RBC	GD	711
4751	121136	Chordata	Vertebrata	Aves	Piciformes	Picidae	Colaptes rivolii	Crimson-mantled woodpecker	1.54	NA	FIA	RBC	GD	711
4752	51361	Chordata	Vertebrata	Aves	Piciformes	Picidae	Colaptes rubiginosus	Golden-olive woodpecker	1.54	NA	FIA	RBC	GD	711
4753	9222	Chordata	Vertebrata	Aves	Piciformes	Picidae	Colaptes rupicola	Andean flicker	1.48	NA	FIA	RBC	GD	711
4754	121135	Chordata	Vertebrata	Aves	Piciformes	Picidae	Dryocopus lineatus	Lineated woodpecker	1.67	NA	FIA	RBC	GD	711
4755	1734477	Chordata	Vertebrata	Aves	Piciformes	Picidae	Jynx ruficollis	Red-throated wryneck	1.31	NA	FIA	RBC	GD	711
4756	372299	Chordata	Vertebrata	Aves	Piciformes	Picidae	Melanerpes cruentatus	Yellow-tufted woodpecker	1.63	NA	FIA	RBC	GD	711
4757	211600	Chordata	Vertebrata	Aves	Piciformes	Picidae	Melanerpes formicivorus	Acorn woodpecker	1.69	NA	FIA	RBC	GD	711
4758	279969	Chordata	Vertebrata	Aves	Piciformes	Picidae	Picoides dorsalis	American three-toed woodpecker	1.33	NA	FIA	RBC	GD	711
4761	51356	Chordata	Vertebrata	Aves	Piciformes	Picidae	Picoides villosus	Hairy woodpecker	1.38	NA	FIA	RBC	GD	711
4762	2039162	Chordata	Vertebrata	Aves	Piciformes	Picidae	Picumnus subtilis	Fine-barred piculet	1.59	NA	FIA	RBC	GD	711
4763	56077	Chordata	Vertebrata	Aves	Piciformes	Picidae	Veniliornis callonotus	Scarlet-backed woodpecker	1.49	NA	FIA	RBC	GD	711
4764	91748	Chordata	Vertebrata	Aves	Piciformes	Ramphastidae	Aulacorhynchus derbianus	Chestnut-tipped toucanet	1.69	NA	FIA	RBC	GD	711
4765	57399	Chordata	Vertebrata	Aves	Piciformes	Ramphastidae	Aulacorhynchus prasinus	Emerald toucanet	1.67	NA	FIA	RBC	GD	711
4766	91773	Chordata	Vertebrata	Aves	Piciformes	Ramphastidae	Megalaima mystacophanos	Red-throated barbet	2.02	NA	FCM	RBC	HS, OM	598
4768	390974	Chordata	Vertebrata	Aves	Piciformes	Ramphastidae	Pteroglossus azara	Ivory-billed aracari	1.49	NA	FIA	RBC	GD	711
4769	95722	Chordata	Vertebrata	Aves	Piciformes	Ramphastidae	Pteroglossus beauharnaesii	Curl-crested aracari	1.43	NA	FIA	RBC	GD	711
4770	91792	Chordata	Vertebrata	Aves	Piciformes	Ramphastidae	Pteroglossus inscriptus	Lettered aracari	1.56	NA	FIA	RBC	GD	711
4771	95723	Chordata	Vertebrata	Aves	Piciformes	Ramphastidae	Ramphastos toco	Toco toucan	1.8	106	FD	RBC	GD	529
4772	125240	Chordata	Vertebrata	Aves	Piciformes	Ramphastidae	Ramphastos tucanus	White-throated toucan	1.57	NA	FIA	RBC	GD	711
4773	240743	Chordata	Vertebrata	Aves	Piciformes	Ramphastidae	Selenidera reinwardtii	Golden-collared toucanet	1.56	NA	FIA	RBC	GD	711
7440	195658	Chordata	Vertebrata	Osteichthyes	Pleuronectiformes	Achiridae	Trinectes maculatus	Hogchoker	0.65	NA	BFA	RBC	SP	215, 216
7441	366903	Chordata	Vertebrata	Osteichthyes	Pleuronectiformes	Bothidae	Psettina tosana	N/A	0.59	44	FCM	RBC	MM	359
7442	435147	Chordata	Vertebrata	Osteichthyes	Pleuronectiformes	Cynoglossidae	Cynoglossus bilineatus	Fourlined tonguesole	0.62	NA	FIA	RBC	BS, GD, OM, RP	204
7443	341733	Chordata	Vertebrata	Osteichthyes	Pleuronectiformes	Cynoglossidae	Paraplagusia japonica	Black cow-tongue	0.73	38	FCM	RBC	MM	359
7444	305513	Chordata	Vertebrata	Osteichthyes	Pleuronectiformes	Cynoglossidae	Symphurus atricaudus	California tonguefish	1.1	NA	BFA	RBC	SP	216
7445	319774	Chordata	Vertebrata	Osteichthyes	Pleuronectiformes	Paralichthyidae	Citharichthys sordidus	Pacific sanddab	0.96	NA	BFA	RBC	SP	216
7446	253860	Chordata	Vertebrata	Osteichthyes	Pleuronectiformes	Paralichthyidae	Etropus crossotus	Fringed flounder	1	NA	BFA	RBC	SP	216
7447	319776	Chordata	Vertebrata	Osteichthyes	Pleuronectiformes	Paralichthyidae	Paralichthys californicus	California flounder	0.8	NA	BFA	RBC	SP	216
7448	66718	Chordata	Vertebrata	Osteichthyes	Pleuronectiformes	Paralichthyidae	Paralichthys dentatus	Summer flounder	0.53	NA	SCF	RBC	GD	809
7449	8255	Chordata	Vertebrata	Osteichthyes	Pleuronectiformes	Paralichthyidae	Paralichthys olivaceus	Bastard halibut	0.71	48	FCM	RBC	MM	359
7450	8255	Chordata	Vertebrata	Osteichthyes	Pleuronectiformes	Paralichthyidae	Paralichthys olivaceus	Bastard halibut	0.74	NA	FCM	RBC	GD	748
7451	253863	Chordata	Vertebrata	Osteichthyes	Pleuronectiformes	Paralichthyidae	Pseudorhombus arsius	Largetooth flounder	0.49	NA	FIA	RBC	BS, GD, OM, RP	204
7452	1680616	Chordata	Vertebrata	Osteichthyes	Pleuronectiformes	Paralichthyidae	Pseudorhombus jenynsii	Small-toothed flounder	0.54	NA	FIA	RBC	BS, GD, OM, RP	203, 204
7453	195660	Chordata	Vertebrata	Osteichthyes	Pleuronectiformes	Paralichthyidae	Xystreurys liolepis	Fantail flounder	0.74	48	BFA	RBC	SP	215, 216
7454	195660	Chordata	Vertebrata	Osteichthyes	Pleuronectiformes	Paralichthyidae	Xystreurys liolepis	Fantail flounder	0.81	NA	FD	RBC	HS	352
7455	195645	Chordata	Vertebrata	Osteichthyes	Pleuronectiformes	Pleuronectidae	Atheresthes evermanni	Kamchatka flounder	0.78	NA	FIA	RBC	BS, GD, OM, RP	204
7456	428034	Chordata	Vertebrata	Osteichthyes	Pleuronectiformes	Pleuronectidae	Atheresthes stomias	Arrowtooth flounder	0.71	NA	FIA	RBC	BS, GD, OM, RP	204
7457	195609	Chordata	Vertebrata	Osteichthyes	Pleuronectiformes	Pleuronectidae	Eopsetta jordani	Petrale sole	0.75	NA	BFA	RBC	SP	215, 216
7458	195612	Chordata	Vertebrata	Osteichthyes	Pleuronectiformes	Pleuronectidae	Glyptocephalus zachirus	Rex sole	0.76	NA	FIA	RBC	BS, GD, OM, RP	204
7459	195612	Chordata	Vertebrata	Osteichthyes	Pleuronectiformes	Pleuronectidae	Glyptocephalus zachirus	Rex sole	0.84	NA	BFA	RBC	SP	216
7460	30945	Chordata	Vertebrata	Osteichthyes	Pleuronectiformes	Pleuronectidae	Hippoglossoides elassodon	Flathead sole	0.78	NA	FIA	RBC	BS, GD, OM, RP	204
7461	34817	Chordata	Vertebrata	Osteichthyes	Pleuronectiformes	Pleuronectidae	Hippoglossoides platessoides	American plaice	0.84	NA	FIA	RBC	BS, GD, OM, RP	204
7462	8267	Chordata	Vertebrata	Osteichthyes	Pleuronectiformes	Pleuronectidae	Hippoglossus hippoglossus	Atlantic halibut	0.73	NA	FIA	RBC	BS, GD, OM, RP	203, 204
7463	195615	Chordata	Vertebrata	Osteichthyes	Pleuronectiformes	Pleuronectidae	Hippoglossus stenolepis	Pacific halibut	0.84	NA	FIA	RBC	BS, GD, OM, RP	204
7464	195623	Chordata	Vertebrata	Osteichthyes	Pleuronectiformes	Pleuronectidae	Lepidopsetta bilineata	Rock sole	0.72	NA	FIA	RBC	BS, GD, OM, RP	203, 204
7465	195624	Chordata	Vertebrata	Osteichthyes	Pleuronectiformes	Pleuronectidae	Limanda aspera	Yellowfin sole	0.81	NA	FIA	RBC	BS, GD, OM, RP	203, 204
7466	8258	Chordata	Vertebrata	Osteichthyes	Pleuronectiformes	Pleuronectidae	Myzopsetta ferruginea	Yellowtail flounder	0.77	NA	FIA	RBC	BS, GD, OM, RP	203, 204
7467	195626	Chordata	Vertebrata	Osteichthyes	Pleuronectiformes	Pleuronectidae	Lyopsetta exilis	Slender sole	0.73	48	BFA	RBC	SP	215, 216
7468	89058	Chordata	Vertebrata	Osteichthyes	Pleuronectiformes	Pleuronectidae	Microstomus pacificus	Dover sole	0.97	NA	BFA	RBC	SP	216
7469	172659	Chordata	Vertebrata	Osteichthyes	Pleuronectiformes	Pleuronectidae	Parophrys vetulus	English sole	0.65	NA	BFA	RBC	SP	215, 216
7470	143345	Chordata	Vertebrata	Osteichthyes	Pleuronectiformes	Pleuronectidae	Kareius bicoloratus	Stone flounder	0.65	48	FCM	RBC	MM	359
7471	195632	Chordata	Vertebrata	Osteichthyes	Pleuronectiformes	Pleuronectidae	Platichthys stellatus	Starry flounder	0.66	NA	FCM	RBC	PO	775
7472	8265	Chordata	Vertebrata	Osteichthyes	Pleuronectiformes	Pleuronectidae	Pseudopleuronectes americanus	Winter flounder	0.7	NA	FIA	RBC	BS, GD, OM, RP	203, 204
7474	244455	Chordata	Vertebrata	Osteichthyes	Pleuronectiformes	Pleuronectidae	Pleuronichthys cornutus	Ridged-eye flounder	0.59	48	FCM	RBC	MM	359
7475	195635	Chordata	Vertebrata	Osteichthyes	Pleuronectiformes	Pleuronectidae	Pleuronichthys verticalis	Hornyhead turbot	0.67	48	FD	RBC	HS	352
7476	8265	Chordata	Vertebrata	Osteichthyes	Pleuronectiformes	Pleuronectidae	Pseudopleuronectes americanus	Winter flounder	0.7	48	BFA	RBC	SP	216
7477	8265	Chordata	Vertebrata	Osteichthyes	Pleuronectiformes	Pleuronectidae	Pseudopleuronectes americanus	Winter flounder	0.75	NA	FD	RBC	MM	385
7478	245875	Chordata	Vertebrata	Osteichthyes	Pleuronectiformes	Pleuronectidae	Pseudopleuronectes yokohamae	Marbled flounder	0.67	48	FCM	RBC	MM	359
7479	195645	Chordata	Vertebrata	Osteichthyes	Pleuronectiformes	Pleuronectidae	Atheresthes evermanni	Kamchatka flounder	0.71	NA	FIA	RBC	BS, GD, OM, RP	203, 204
7480	443810	Chordata	Vertebrata	Osteichthyes	Pleuronectiformes	Pleuronectidae	Rhombosolea tapirina	Greenback flounder	0.55	NA	FIA	RBC	BS, GD, OM, RP	204
7481	195640	Chordata	Vertebrata	Osteichthyes	Pleuronectiformes	Psettodidae	Psettodes erumei	Indian spiny turbot	0.71	NA	FIA	RBC	BS, GD, OM, RP	203, 204
7482	183654	Chordata	Vertebrata	Osteichthyes	Pleuronectiformes	Scophthalmidae	Scophthalmus aquosus	Windowpane	0.65	NA	FIA	RBC	BS, GD, OM, RP	204
7483	52904	Chordata	Vertebrata	Osteichthyes	Pleuronectiformes	Scophthalmidae	Scophthalmus maximus	Turbot	0.86	NA	FIA	RBC	BS, GD, OM, RP	203, 204
7484	8286	Chordata	Vertebrata	Osteichthyes	Pleuronectiformes	Soleidae	Pardachirus pavoninus	Peacock sole	1.04	NA	FIA	RBC	BS, GD, OM, RP	204
7485	90069	Chordata	Vertebrata	Osteichthyes	Pleuronectiformes	Soleidae	Solea solea	Common sole	0.73	42	FCM	KC	GD	638
7486	1286175	Chordata	Vertebrata	Osteichthyes	Pleuronectiformes	Soleidae	Soleichthys heterorhinos	Sole	0.73	NA	FIA	RBC	BS, GD, OM, RP	203, 204
4774	37050	Chordata	Vertebrata	Aves	Podicipediformes	Podicipedidae	Podiceps auritus	Horned grebe	1.52	80	FD	LV	MM, BT	23
4775	100828	Chordata	Vertebrata	Aves	Podicipediformes	Podicipedidae	Tachybaptus ruficollis	Little grebe	1.59	NA	FIA	RBC	GD	711
7488	27687	Chordata	Vertebrata	Osteichthyes	Polypteriformes	Polypteridae	Erpetoichthys calabaricus	Reedfish	4.53	NA	FD	RBC	OM	533
7489	27687	Chordata	Vertebrata	Osteichthyes	Polypteriformes	Polypteridae	Erpetoichthys calabaricus	Reedfish	4.9	36	BFA	RBC	SP	219
7494	8291	Chordata	Vertebrata	Osteichthyes	Polypteriformes	Polypteridae	Polypterus sp.	Bichir	4.7	NA	BFA	RBC	SP	219
5586	9483	Chordata	Vertebrata	Mammalia	Primates	Callithricidae	Callithrix jacchus	Marmoset	3.43	44	FD	LK	HS	386
5588	9502	Chordata	Vertebrata	Mammalia	Primates	Cebidae	Alouatta caraya	Howler monkey	3.84	52	FD	LK	HS	302
5589	30589	Chordata	Vertebrata	Mammalia	Primates	Cebidae	Alouatta palliata	Howler monkey	3.63	NA	FD	LK	HS	302
5590	182253	Chordata	Vertebrata	Mammalia	Primates	Cebidae	Alouatta pigra	Howler monkey	3.63	52	FD	LK	HS	386
5591	9507	Chordata	Vertebrata	Mammalia	Primates	Cebidae	Ateles belzebuth	Spider monkey	2.88	NA	FIA	LK	GD	718
5592	9507	Chordata	Vertebrata	Mammalia	Primates	Cebidae	Ateles belzebuth	Spider monkey	3.63	34	FD	LK	HS	302
5594	9509	Chordata	Vertebrata	Mammalia	Primates	Cebidae	Ateles geoffroyi	Black-handed spider monkey	3.25	34	FD	LK	HS	302
5595	9509	Chordata	Vertebrata	Mammalia	Primates	Cebidae	Ateles geoffroyi	Spider monkey	3.19	NA	FIA	LK	GD	718
5596	9510	Chordata	Vertebrata	Mammalia	Primates	Cebidae	Ateles paniscus	Spider monkey	3.47	34	FD	LK	HS	302
5597	202457	Chordata	Vertebrata	Mammalia	Primates	Cebidae	Plecturocebus cupreus	Titi monkey	2.3	46	FD	LK	HS	386
5598	30592	Chordata	Vertebrata	Mammalia	Primates	Cebidae	Cheracebus torquatus	Titi monkey	2.26	20	FD	LK	HS	386
5599	9514	Chordata	Vertebrata	Mammalia	Primates	Cebidae	Cebus albifrons	Capuchin monkey	3.98	52	FD	LK	HS	302, 386
5600	9515	Chordata	Vertebrata	Mammalia	Primates	Cebidae	Sapajus apella	Capuchin monkey	3.7	54	FD	LK	HS	302
5601	9516	Chordata	Vertebrata	Mammalia	Primates	Cebidae	Cebus capucinus	Capuchin monkey	3.8	NA	FD	LK	HS	302
5602	9516	Chordata	Vertebrata	Mammalia	Primates	Cebidae	Cebus capucinus	Capuchin monkey	3.88	52	FD	LK	HS	386
5603	1126382	Chordata	Vertebrata	Mammalia	Primates	Cebidae	Sapajus libidinosus	Black-striped capuchin	3.4	NA	FIA	LK	SS	797
5604	867366	Chordata	Vertebrata	Mammalia	Primates	Cebidae	Sapajus nigritus	Black capuchin	3.04	NA	FIA	LK	SS	797
5605	37295	Chordata	Vertebrata	Mammalia	Primates	Cebidae	Cebus olivaceus	Capuchin monkey	3.4	52	FD	LK	HS	302, 386
5606	9519	Chordata	Vertebrata	Mammalia	Primates	Cebidae	Lagothrix lagotricha	Woolly monkey	3.54	62	FD	LK	HS	386
5607	9521	Chordata	Vertebrata	Mammalia	Primates	Cebidae	Saimiri sciureus	Squirrel monkey	3.3	44	FD	LK	HS	302
5608	54135	Chordata	Vertebrata	Mammalia	Primates	Cercopithecidae	Allenopithecus nigroviridis	Allen's monkey	5.19	60	FD	LK	HS	134
5609	9532	Chordata	Vertebrata	Mammalia	Primates	Cercopithecidae	Cercocebus galeritus	Mangabey	3.51	42	FD	LK	HS	386
5610	9532	Chordata	Vertebrata	Mammalia	Primates	Cercopithecidae	Cercocebus galeritus	Mangabey	4.73	NA	FD	LK	HS	299, 302
5611	9530	Chordata	Vertebrata	Mammalia	Primates	Cercopithecidae	Cercocebus torquatus	Mangabey	4.9	42	FD	LK	HS	299, 302
5612	9531	Chordata	Vertebrata	Mammalia	Primates	Cercopithecidae	Cercocebus atys	Mangabey	3.74	42	FD	LK	HS	386
5613	9535	Chordata	Vertebrata	Mammalia	Primates	Cercopithecidae	Cercopithecus cephus	Mustached monkey	3.54	66	FD	LK	HS	299, 302
5614	9535	Chordata	Vertebrata	Mammalia	Primates	Cercopithecidae	Cercopithecus cephus	Mustached monkey	5.21	NA	FD	LK	HS	134
5615	36227	Chordata	Vertebrata	Mammalia	Primates	Cercopithecidae	Cercopithecus neglectus	De Brazza's monkey	4.87	58	FD	LK	HS	134
5616	36228	Chordata	Vertebrata	Mammalia	Primates	Cercopithecidae	Cercopithecus nictitans	White-nosed Guenon	4.4	66	FD	LK	HS	386
5624	60710	Chordata	Vertebrata	Mammalia	Primates	Cercopithecidae	Chlorocebus pygerythrus	Vervet	4.19	60	FD	LK	HS	134
5625	60711	Chordata	Vertebrata	Mammalia	Primates	Cercopithecidae	Chlorocebus sabaeus	Green monkey	3.76	NA	FD	KC	HS	253
5626	60711	Chordata	Vertebrata	Mammalia	Primates	Cercopithecidae	Chlorocebus sabaeus	Green monkey	4.02	NA	FD	LK	HS	134
5627	60711	Chordata	Vertebrata	Mammalia	Primates	Cercopithecidae	Chlorocebus sabaeus	Green monkey	4.04	60	FCM	LK	HS	306
5628	60712	Chordata	Vertebrata	Mammalia	Primates	Cercopithecidae	Chlorocebus tantalus	Savannah Guenon	3.93	60	FD	LK	HS	134
5629	9572	Chordata	Vertebrata	Mammalia	Primates	Cercopithecidae	Colobus polykomos	Black-and-white colobus monkey	3.61	44	FD	LK	HS	386
5630	517012	Chordata	Vertebrata	Mammalia	Primates	Cercopithecidae	Colobus satanas	Black colobus monkey	3.61	44	FD	LK	HS	299, 302
5631	9538	Chordata	Vertebrata	Mammalia	Primates	Cercopithecidae	Erythrocebus patas	Patas monkey	3.52	54	FD	LK	HS	299, 302
5632	9538	Chordata	Vertebrata	Mammalia	Primates	Cercopithecidae	Erythrocebus patas	Patas monkey	3.83	NA	FD	KC	HS	253
5633	75566	Chordata	Vertebrata	Mammalia	Primates	Cercopithecidae	Lophocebus aterrimus	Black mangabey	3.76	42	FD	LK	HS	386
5634	9540	Chordata	Vertebrata	Mammalia	Primates	Cercopithecidae	Macaca arctoides	Stump-tailed macaque	3.46	42	FD	LK	HS	386
5635	9541	Chordata	Vertebrata	Mammalia	Primates	Cercopithecidae	Macaca fascicularis	Crab-eating macaque	3.41	42	FD	LG	HS	244
5636	9541	Chordata	Vertebrata	Mammalia	Primates	Cercopithecidae	Macaca fascicularis	Crab-eating macaque	3.45	NA	FD	LK	HS	135
5637	9542	Chordata	Vertebrata	Mammalia	Primates	Cercopithecidae	Macaca fuscata	Japanese macaque	3.56	42	FD	LK	HS	386
5638	90383	Chordata	Vertebrata	Mammalia	Primates	Cercopithecidae	Macaca maura	Macaque	3.43	42	FD	LK	HS	386
5639	9544	Chordata	Vertebrata	Mammalia	Primates	Cercopithecidae	Macaca mulatta	Rhesus monkey	3.14	NA	FD	LK	HS	299, 302
5640	9544	Chordata	Vertebrata	Mammalia	Primates	Cercopithecidae	Macaca mulatta	Rhesus monkey	3.59	42	FD	LK	HS	135
5641	9545	Chordata	Vertebrata	Mammalia	Primates	Cercopithecidae	Macaca nemestrina	Pigtail macaque	3.56	42	FD	LK	HS	386
5642	54600	Chordata	Vertebrata	Mammalia	Primates	Cercopithecidae	Macaca nigra	Celebes ape	3.45	42	FD	LK	HS	386
5643	54601	Chordata	Vertebrata	Mammalia	Primates	Cercopithecidae	Macaca silenus	Liontail macaque	3.18	NA	FD	LK	HS	299, 302
5644	54601	Chordata	Vertebrata	Mammalia	Primates	Cercopithecidae	Macaca silenus	Liontail macaque	3.63	42	FD	LK	HS	386
5645	9546	Chordata	Vertebrata	Mammalia	Primates	Cercopithecidae	Macaca sylvanus	Barbary ape	3.5	42	FD	LK	HS	386
5646	9561	Chordata	Vertebrata	Mammalia	Primates	Cercopithecidae	Mandrillus sphinx	Mandrill	3.5	42	FD	LK	HS	386
5647	36231	Chordata	Vertebrata	Mammalia	Primates	Cercopithecidae	Miopithecus talapoin	Talapoin	3.67	54	FD	LK	HS	134
5648	43780	Chordata	Vertebrata	Mammalia	Primates	Cercopithecidae	Nasalis larvatus	Proboscis monkey	4.32	48	FD	LK	HS	299, 302
5649	9557	Chordata	Vertebrata	Mammalia	Primates	Cercopithecidae	Papio hamadryas	Hamadryas baboon	3.53	42	FD	LK	HS	386
5650	9557	Chordata	Vertebrata	Mammalia	Primates	Cercopithecidae	Papio hamadryas	Hamadryas baboon	3.54	NA	FD	LK	HS	299, 302
5651	30608	Chordata	Vertebrata	Mammalia	Primates	Cheirogaleidae	Microcebus murinus	Mouse lemur	3.12	66	FD	LK	HS	386
5652	9593	Chordata	Vertebrata	Mammalia	Primates	Hominidae	Gorilla gorilla	Gorilla	3.57	NA	FD	LK	HS	302
5653	9593	Chordata	Vertebrata	Mammalia	Primates	Hominidae	Gorilla gorilla	Gorilla	4.16	48	FCM	LK	HS	389, 390
5654	9593	Chordata	Vertebrata	Mammalia	Primates	Hominidae	Gorilla gorilla	Western lowland gorilla	3.52	NA	FCM	LK	HS, OM	598
5655	9606	Chordata	Vertebrata	Mammalia	Primates	Hominidae	Homo sapiens	Human	3.5	46	FCM	LK	HS, OM	598
5656	9598	Chordata	Vertebrata	Mammalia	Primates	Hominidae	Pan troglodytes	Chimpanzee	3.46	NA	FCM	LK	HS, OM	598
5657	9598	Chordata	Vertebrata	Mammalia	Primates	Hominidae	Pan troglodytes	Chimpanzee	3.63	NA	FD	LK	HS	135, 388
5658	9598	Chordata	Vertebrata	Mammalia	Primates	Hominidae	Pan troglodytes	Chimpanzee	3.76	48	FCM	LK	HS	390
5659	9598	Chordata	Vertebrata	Mammalia	Primates	Hominidae	Pan troglodytes	Chimpanzee	3.85	NA	FD	LK	HS	302
5660	9600	Chordata	Vertebrata	Mammalia	Primates	Hominidae	Pongo pygmaeus	Orangutan	3.6	48	FCM	SP	HS, RT	542
5661	9600	Chordata	Vertebrata	Mammalia	Primates	Hominidae	Pongo pygmaeus	Orangutan	3.66	NA	FD	LK	HS	135, 388
5662	9600	Chordata	Vertebrata	Mammalia	Primates	Hominidae	Pongo pygmaeus	Orangutan	4.1	NA	FD	LK	HS	302
5663	9579	Chordata	Vertebrata	Mammalia	Primates	Hylobatidae	Hylobates agilis	Dark-handed gibbon	2.77	NA	FD	LK	HS	302
5664	9579	Chordata	Vertebrata	Mammalia	Primates	Hylobatidae	Hylobates agilis	Dark-handed gibbon	3.48	44	FD	LK	HS	135, 388
5665	9587	Chordata	Vertebrata	Mammalia	Primates	Hylobatidae	Hylobates klossii	Kloss's gibbon	3.26	44	FD	LK	HS	135, 388
5666	9580	Chordata	Vertebrata	Mammalia	Primates	Hylobatidae	Hylobates lar	White-handed gibbon	2.93	NA	FD	LK	HS	302
5667	9580	Chordata	Vertebrata	Mammalia	Primates	Hylobatidae	Hylobates lar	White-handed gibbon	3.24	44	FD	LK	HS	135, 388
5668	81572	Chordata	Vertebrata	Mammalia	Primates	Hylobatidae	Hylobates moloch	Silvery gibbon	3.24	44	FD	LK	HS	135, 388
5671	9590	Chordata	Vertebrata	Mammalia	Primates	Hylobatidae	Symphalangus syndactylus	Siamang	2.98	NA	FD	LK	HS	302
5672	9590	Chordata	Vertebrata	Mammalia	Primates	Hylobatidae	Symphalangus syndactylus	Siamang	3.76	50	FD	LK	HS	135, 388
5673	13514	Chordata	Vertebrata	Mammalia	Primates	Lemuridae	Eulemur coronatus	Crowned lemur	3.47	46	FCM	LK	HS	306, 439
5674	13514	Chordata	Vertebrata	Mammalia	Primates	Lemuridae	Eulemur coronatus	Crowned lemur	3.71	NA	FD	LK	HS	386
5676	13515	Chordata	Vertebrata	Mammalia	Primates	Lemuridae	Eulemur fulvus	Brown lemur	3.09	48	FD	LK	HS	386
5677	13515	Chordata	Vertebrata	Mammalia	Primates	Lemuridae	Eulemur fulvus	Brown lemur	3.62	NA	FD	LK	HS	300, 302
5680	30602	Chordata	Vertebrata	Mammalia	Primates	Lemuridae	Eulemur macaco	Black lemur	2.68	NA	FCM	LK	HS, OM	598
5681	30602	Chordata	Vertebrata	Mammalia	Primates	Lemuridae	Eulemur macaco	Black lemur	2.74	48	FCM	LK	HS	306, 439
5682	30602	Chordata	Vertebrata	Mammalia	Primates	Lemuridae	Eulemur macaco	Black lemur	3.13	NA	FD	LK	HS	386
5683	30602	Chordata	Vertebrata	Mammalia	Primates	Lemuridae	Eulemur macaco	Black lemur	3.59	NA	FD	LK	HS	300, 302
5686	34829	Chordata	Vertebrata	Mammalia	Primates	Lemuridae	Eulemur rubriventer	Red-bellied lemur	2.59	50	FCM	LK	HS	306, 439
5691	1328070	Chordata	Vertebrata	Mammalia	Primates	Lemuridae	Prolemur simus	Broad-nosed gentle lemur	3.25	60	FD	LK	HS	386
5692	9447	Chordata	Vertebrata	Mammalia	Primates	Lemuridae	Lemur catta	Ring-tailed lemur	3.11	56	FD	LK	HS	386
5693	9447	Chordata	Vertebrata	Mammalia	Primates	Lemuridae	Lemur catta	Ring-tailed lemur	3.45	NA	FD	LK	HS	300, 302
5694	9465	Chordata	Vertebrata	Mammalia	Primates	Lorisidae	Galago senegalensis	Bushbaby	3.96	NA	FD	LK	HS	300, 302
5695	9465	Chordata	Vertebrata	Mammalia	Primates	Lorisidae	Galago senegalensis	Bushbaby	4.19	36	FD	LK	HS	303
5697	9470	Chordata	Vertebrata	Mammalia	Primates	Lorisidae	Nycticebus coucang	Slow loris	3.58	50	FD	LK	HS	386
5703	9453	Chordata	Vertebrata	Mammalia	Primates	Megaladapidae	Lepilemur mustelinus	Weasel lemur	3.25	20	FD	LK	HS	386
5704	1868482	Chordata	Vertebrata	Mammalia	Primates	Tarsiidae	Carlito syrichta	Tarsier	5.26	80	FD	LK	HS	302
5019	685728	Chordata	Vertebrata	Chondrichthyes	Pristiformes	Pristidae	Pristis pectinata	Smalltooth sawfish	2.8	NA	BFA	RBC	SP	219
5705	9783	Chordata	Vertebrata	Mammalia	Proboscidea	Elephantidae	Elephas maximus	Asian elephant	4.03	NA	FCM	LK	HS, OM	598
5706	9785	Chordata	Vertebrata	Mammalia	Proboscidea	Elephantidae	Loxodonta africana	African elephant	4.11	NA	FCM	LK	HS, OM	598
