"Order","Family","Genus","Species","femalediploidnumber","malediploidnumber","haploidnumber","reproductivemode","sexchromosome","notes","citation"
"Orthoptera","Acrididae","Sitalces","Sitalces volxemi","20","19","10","gonochorous","XO","","Mesa, A., Ferreira, A., & Carbonell, C. S. (1982). Cariologa de los acridoideos neotropicales: estado actual de su conocimiento y nuevas contribuciones. Ann Soc Ent Fr, 18, 507-526"
"Orthoptera","Acrididae","Stenopola","Stenopola bohlsii","24","23","12","gonochorous","XO","","Mesa, A., Ferreira, A., & Carbonell, C. S. (1982). Cariologa de los acridoideos neotropicales: estado actual de su conocimiento y nuevas contribuciones. Ann Soc Ent Fr, 18, 507-526"
"Orthoptera","Acrididae","Stenopola","Stenopola boliviana","24","23","12","gonochorous","XO","","Mesa, A., Ferreira, A., & Carbonell, C. S. (1982). Cariologa de los acridoideos neotropicales: estado actual de su conocimiento y nuevas contribuciones. Ann Soc Ent Fr, 18, 507-526"
"Orthoptera","Acrididae","Stenopola","Stenopola dorsalis","24","23","12","gonochorous","XO","","Mesa, A., Ferreira, A., & Carbonell, C. S. (1982). Cariologa de los acridoideos neotropicales: estado actual de su conocimiento y nuevas contribuciones. Ann Soc Ent Fr, 18, 507-526"
"Orthoptera","Acrididae","Stenopola","Stenopola pallida","22","21","11","gonochorous","XO","","Mesa, A., Ferreira, A., & Carbonell, C. S. (1982). Cariologa de los acridoideos neotropicales: estado actual de su conocimiento y nuevas contribuciones. Ann Soc Ent Fr, 18, 507-526"
"Orthoptera","Acrididae","Stenopola","Stenopola rubrifons","24","23","12","gonochorous","XO","","Mesa, A., Ferreira, A., & Carbonell, C. S. (1982). Cariologa de los acridoideos neotropicales: estado actual de su conocimiento y nuevas contribuciones. Ann Soc Ent Fr, 18, 507-526"
"Orthoptera","Acrididae","Stereotettix","Stereotettix sp. 1","24","23","12","gonochorous","XO","","Mesa, A., Ferreira, A., & Carbonell, C. S. (1982). Cariologa de los acridoideos neotropicales: estado actual de su conocimiento y nuevas contribuciones. Ann Soc Ent Fr, 18, 507-526"
"Orthoptera","Acrididae","Xiphiola","Xiphiola borellii","24","23","12","gonochorous","XO","","Mesa, A., Ferreira, A., & Carbonell, C. S. (1982). Cariologa de los acridoideos neotropicales: estado actual de su conocimiento y nuevas contribuciones. Ann Soc Ent Fr, 18, 507-526"
"Orthoptera","Acrididae","Zygoclistron","Zygoclistron falconinum","20","20","10","gonochorous","XY","","Mesa, A., Ferreira, A., & Carbonell, C. S. (1982). Cariologa de los acridoideos neotropicales: estado actual de su conocimiento y nuevas contribuciones. Ann Soc Ent Fr, 18, 507-526"
"Orthoptera","Acrididae","Zygoclistron","Zygoclistron nasicum","20","20","10","gonochorous","XY","","Mesa, A., Ferreira, A., & Carbonell, C. S. (1982). Cariologa de los acridoideos neotropicales: estado actual de su conocimiento y nuevas contribuciones. Ann Soc Ent Fr, 18, 507-526"
"Orthoptera","Acrididae","Zygoclistron","Zygoclistron trachystictum","20","20","10","gonochorous","XY","","Mesa, A., Ferreira, A., & Carbonell, C. S. (1982). Cariologa de los acridoideos neotropicales: estado actual de su conocimiento y nuevas contribuciones. Ann Soc Ent Fr, 18, 507-526"
"Orthoptera","Ommexechidae","Aucacris","Aucacris bullocki","24","23","12","gonochorous","XO","","Mesa, A., Ferreira, A., & Carbonell, C. S. (1982). Cariologa de los acridoideos neotropicales: estado actual de su conocimiento y nuevas contribuciones. Ann Soc Ent Fr, 18, 507-526"
"Orthoptera","Ommexechidae","Calcitrena","Calcitrena maculosa","24","23","12","gonochorous","XO","","Mesa, A., Ferreira, A., & Carbonell, C. S. (1982). Cariologa de los acridoideos neotropicales: estado actual de su conocimiento y nuevas contribuciones. Ann Soc Ent Fr, 18, 507-526"
"Orthoptera","Ommexechidae","Clarazella","Clarazella bimaculata","24","23","12","gonochorous","XO","","Mesa, A., Ferreira, A., & Carbonell, C. S. (1982). Cariologa de los acridoideos neotropicales: estado actual de su conocimiento y nuevas contribuciones. Ann Soc Ent Fr, 18, 507-526"
"Orthoptera","Ommexechidae","Clarazella","Clarazella patagona","24","23","12","gonochorous","XO","","Mesa, A., Ferreira, A., & Carbonell, C. S. (1982). Cariologa de los acridoideos neotropicales: estado actual de su conocimiento y nuevas contribuciones. Ann Soc Ent Fr, 18, 507-526"
"Orthoptera","Ommexechidae","Conometopus","Conometopus sulcaticollis","26","25","13","gonochorous","XO","","Mesa, A., Ferreira, A., & Carbonell, C. S. (1982). Cariologa de los acridoideos neotropicales: estado actual de su conocimiento y nuevas contribuciones. Ann Soc Ent Fr, 18, 507-526"
"Orthoptera","Ommexechidae","Cumainocloidus","Cumainocloidus cordillerae","24","23","12","gonochorous","XO","","Mesa, A., Ferreira, A., & Carbonell, C. S. (1982). Cariologa de los acridoideos neotropicales: estado actual de su conocimiento y nuevas contribuciones. Ann Soc Ent Fr, 18, 507-526"
"Orthoptera","Ommexechidae","Descampsacris","Descampsacris serrulata","24","23","12","gonochorous","XO","","Mesa, A., Ferreira, A., & Carbonell, C. S. (1982). Cariologa de los acridoideos neotropicales: estado actual de su conocimiento y nuevas contribuciones. Ann Soc Ent Fr, 18, 507-526"
"Orthoptera","Ommexechidae","Neuquina","Neuquina fictor","22","22","11","gonochorous","XY","","Mesa, A., Ferreira, A., & Carbonell, C. S. (1982). Cariologa de los acridoideos neotropicales: estado actual de su conocimiento y nuevas contribuciones. Ann Soc Ent Fr, 18, 507-526"
"Orthoptera","Ommexechidae","Ommexecha","Ommexecha sp.","24","23","12","gonochorous","XO","","Mesa, A., Ferreira, A., & Carbonell, C. S. (1982). Cariologa de los acridoideos neotropicales: estado actual de su conocimiento y nuevas contribuciones. Ann Soc Ent Fr, 18, 507-526"
"Orthoptera","Ommexechidae","Ommexechia","Ommexechia germari","22","21","11","gonochorous","XO","","Mesa, A., Ferreira, A., & Carbonell, C. S. (1982). Cariologa de los acridoideos neotropicales: estado actual de su conocimiento y nuevas contribuciones. Ann Soc Ent Fr, 18, 507-526"
"Orthoptera","Ommexechidae","Pachyosa","Pachyosa signata","22","22","11","gonochorous","XY","","Mesa, A., Ferreira, A., & Carbonell, C. S. (1982). Cariologa de los acridoideos neotropicales: estado actual de su conocimiento y nuevas contribuciones. Ann Soc Ent Fr, 18, 507-526"
"Orthoptera","Ommexechidae","Spathalium","Spathalium audouini","22","22","11","gonochorous","XY","","Mesa, A., Ferreira, A., & Carbonell, C. S. (1982). Cariologa de los acridoideos neotropicales: estado actual de su conocimiento y nuevas contribuciones. Ann Soc Ent Fr, 18, 507-526"
"Orthoptera","Ommexechidae","Tetrixocephalus","Tetrixocephalus chilensis","24","23","12","gonochorous","XO","","Mesa, A., Ferreira, A., & Carbonell, C. S. (1982). Cariologa de los acridoideos neotropicales: estado actual de su conocimiento y nuevas contribuciones. Ann Soc Ent Fr, 18, 507-526"
"Orthoptera","Ommexechidae","Tetrixocephalus","Tetrixocephalus micropterus","24","23","12","gonochorous","XO","","Mesa, A., Ferreira, A., & Carbonell, C. S. (1982). Cariologa de los acridoideos neotropicales: estado actual de su conocimiento y nuevas contribuciones. Ann Soc Ent Fr, 18, 507-526"
"Orthoptera","Ommexechidae","Tetrixocephalus","Tetrixocephalus sergioi","24","23","12","gonochorous","XO","","Mesa, A., Ferreira, A., & Carbonell, C. S. (1982). Cariologa de los acridoideos neotropicales: estado actual de su conocimiento y nuevas contribuciones. Ann Soc Ent Fr, 18, 507-526"
"Orthoptera","Ommexechidae","Tetrixocephalus","Tetrixocephalus sp.","24","23","12","gonochorous","XO","","Mesa, A., Ferreira, A., & Carbonell, C. S. (1982). Cariologa de los acridoideos neotropicales: estado actual de su conocimiento y nuevas contribuciones. Ann Soc Ent Fr, 18, 507-526"
"Orthoptera","Ommexechidae","Tetrixocephalus","Tetrixocephalus willemsei","22","22","11","gonochorous","XY","","Mesa, A., Ferreira, A., & Carbonell, C. S. (1982). Cariologa de los acridoideos neotropicales: estado actual de su conocimiento y nuevas contribuciones. Ann Soc Ent Fr, 18, 507-526"
"Orthoptera","Romaleidae","Alcamenes","Alcamenes clarazianus","24","23","12","gonochorous","XO","","Mesa, A., Ferreira, A., & Carbonell, C. S. (1982). Cariologa de los acridoideos neotropicales: estado actual de su conocimiento y nuevas contribuciones. Ann Soc Ent Fr, 18, 507-526"
"Orthoptera","Romaleidae","Antandrus","Antandrus viridus","24","23","12","gonochorous","XO","","Mesa, A., Ferreira, A., & Carbonell, C. S. (1982). Cariologa de los acridoideos neotropicales: estado actual de su conocimiento y nuevas contribuciones. Ann Soc Ent Fr, 18, 507-526"
"Orthoptera","Romaleidae","Chariacris","Chariacris miniacea","24","23","12","gonochorous","XO","","Mesa, A., Ferreira, A., & Carbonell, C. S. (1982). Cariologa de los acridoideos neotropicales: estado actual de su conocimiento y nuevas contribuciones. Ann Soc Ent Fr, 18, 507-526"
"Orthoptera","Romaleidae","Chromacris","Chromacris miles","24","23","12","gonochorous","XO","","Mesa, A., Ferreira, A., & Carbonell, C. S. (1982). Cariologa de los acridoideos neotropicales: estado actual de su conocimiento y nuevas contribuciones. Ann Soc Ent Fr, 18, 507-526"
"Orthoptera","Romaleidae","Chromacris","Chromacris peruviana","24","23","12","gonochorous","XO","","Mesa, A., Ferreira, A., & Carbonell, C. S. (1982). Cariologa de los acridoideos neotropicales: estado actual de su conocimiento y nuevas contribuciones. Ann Soc Ent Fr, 18, 507-526"
"Orthoptera","Romaleidae","Diponthus","Diponthus clarazianus","24","23","12","gonochorous","XO","","Mesa, A., Ferreira, A., & Carbonell, C. S. (1982). Cariologa de los acridoideos neotropicales: estado actual de su conocimiento y nuevas contribuciones. Ann Soc Ent Fr, 18, 507-526"
"Orthoptera","Romaleidae","Diponthus","Diponthus communis","22","22","11","gonochorous","XY","","Mesa, A., Ferreira, A., & Carbonell, C. S. (1982). Cariologa de los acridoideos neotropicales: estado actual de su conocimiento y nuevas contribuciones. Ann Soc Ent Fr, 18, 507-526"
"Orthoptera","Romaleidae","Diponthus","Diponthus dispar","22","21","11","gonochorous","XO","","Mesa, A., Ferreira, A., & Carbonell, C. S. (1982). Cariologa de los acridoideos neotropicales: estado actual de su conocimiento y nuevas contribuciones. Ann Soc Ent Fr, 18, 507-526"
"Orthoptera","Romaleidae","Diponthus","Diponthus electus","22","21","11","gonochorous","XO","","Mesa, A., Ferreira, A., & Carbonell, C. S. (1982). Cariologa de los acridoideos neotropicales: estado actual de su conocimiento y nuevas contribuciones. Ann Soc Ent Fr, 18, 507-526"
"Orthoptera","Romaleidae","Diponthus","Diponthus maculiferus","22","21","11","gonochorous","XO","","Mesa, A., Ferreira, A., & Carbonell, C. S. (1982). Cariologa de los acridoideos neotropicales: estado actual de su conocimiento y nuevas contribuciones. Ann Soc Ent Fr, 18, 507-526"
"Orthoptera","Romaleidae","Diponthus","Diponthus prope communis","24","23","12","gonochorous","XO","","Mesa, A., Ferreira, A., & Carbonell, C. S. (1982). Cariologa de los acridoideos neotropicales: estado actual de su conocimiento y nuevas contribuciones. Ann Soc Ent Fr, 18, 507-526"
"Orthoptera","Romaleidae","Diponthus","Diponthus sp.","24","23","12","gonochorous","XO","","Mesa, A., Ferreira, A., & Carbonell, C. S. (1982). Cariologa de los acridoideos neotropicales: estado actual de su conocimiento y nuevas contribuciones. Ann Soc Ent Fr, 18, 507-526"
"Orthoptera","Romaleidae","Elaeochlora","Elaeochlora basalis","24","23","12","gonochorous","XO","","Mesa, A., Ferreira, A., & Carbonell, C. S. (1982). Cariologa de los acridoideos neotropicales: estado actual de su conocimiento y nuevas contribuciones. Ann Soc Ent Fr, 18, 507-526"
"Orthoptera","Romaleidae","Elaeochlora","Elaeochlora brachyptera","24","23","12","gonochorous","XO","","Mesa, A., Ferreira, A., & Carbonell, C. S. (1982). Cariologa de los acridoideos neotropicales: estado actual de su conocimiento y nuevas contribuciones. Ann Soc Ent Fr, 18, 507-526"
"Orthoptera","Romaleidae","Elaeochlora","Elaeochlora sp.","24","23","12","gonochorous","XO","","Mesa, A., Ferreira, A., & Carbonell, C. S. (1982). Cariologa de los acridoideos neotropicales: estado actual de su conocimiento y nuevas contribuciones. Ann Soc Ent Fr, 18, 507-526"
"Orthoptera","Romaleidae","Elaeochlora","Elaeochlora trilineata","24","23","12","gonochorous","XO","","Mesa, A., Ferreira, A., & Carbonell, C. S. (1982). Cariologa de los acridoideos neotropicales: estado actual de su conocimiento y nuevas contribuciones. Ann Soc Ent Fr, 18, 507-526"
"Orthoptera","Romaleidae","Elaeochlora","Elaeochlora viridicata","24","23","12","gonochorous","XO","","Mesa, A., Ferreira, A., & Carbonell, C. S. (1982). Cariologa de los acridoideos neotropicales: estado actual de su conocimiento y nuevas contribuciones. Ann Soc Ent Fr, 18, 507-526"
"Orthoptera","Romaleidae","Eutropidacris","Eutropidacris collares","24","23","12","gonochorous","XO","","Mesa, A., Ferreira, A., & Carbonell, C. S. (1982). Cariologa de los acridoideos neotropicales: estado actual de su conocimiento y nuevas contribuciones. Ann Soc Ent Fr, 18, 507-526"
"Orthoptera","Romaleidae","Procolpia","Procolpia minor","24","23","12","gonochorous","XO","","Mesa, A., Ferreira, A., & Carbonell, C. S. (1982). Cariologa de los acridoideos neotropicales: estado actual de su conocimiento y nuevas contribuciones. Ann Soc Ent Fr, 18, 507-526"
"Orthoptera","Romaleidae","Securigera","Securigera acutangula","24","23","12","gonochorous","XO","","Mesa, A., Ferreira, A., & Carbonell, C. S. (1982). Cariologa de los acridoideos neotropicales: estado actual de su conocimiento y nuevas contribuciones. Ann Soc Ent Fr, 18, 507-526"
"Orthoptera","Romaleidae","Xestotrachelus","Xestotrachelus robustus","24","23","12","gonochorous","XO","","Mesa, A., Ferreira, A., & Carbonell, C. S. (1982). Cariologa de los acridoideos neotropicales: estado actual de su conocimiento y nuevas contribuciones. Ann Soc Ent Fr, 18, 507-526"
"Orthoptera","Romaleidae","Xyleus","Xyleus attenuatus","24","23","12","gonochorous","XO","","Mesa, A., Ferreira, A., & Carbonell, C. S. (1982). Cariologa de los acridoideos neotropicales: estado actual de su conocimiento y nuevas contribuciones. Ann Soc Ent Fr, 18, 507-526"
"Orthoptera","Romaleidae","Xyleus","Xyleus gracilis","24","23","12","gonochorous","XO","","Mesa, A., Ferreira, A., & Carbonell, C. S. (1982). Cariologa de los acridoideos neotropicales: estado actual de su conocimiento y nuevas contribuciones. Ann Soc Ent Fr, 18, 507-526"
"Orthoptera","Romaleidae","Xyleus","Xyleus sp. 1","24","23","12","gonochorous","XO","","Mesa, A., Ferreira, A., & Carbonell, C. S. (1982). Cariologa de los acridoideos neotropicales: estado actual de su conocimiento y nuevas contribuciones. Ann Soc Ent Fr, 18, 507-526"
"Orthoptera","Romaleidae","Xyleus","Xyleus sp. 2","24","23","12","gonochorous","XO","","Mesa, A., Ferreira, A., & Carbonell, C. S. (1982). Cariologa de los acridoideos neotropicales: estado actual de su conocimiento y nuevas contribuciones. Ann Soc Ent Fr, 18, 507-526"
"Orthoptera","Romaleidae","Xyleus","Xyleus sp. 3","24","23","12","gonochorous","XO","","Mesa, A., Ferreira, A., & Carbonell, C. S. (1982). Cariologa de los acridoideos neotropicales: estado actual de su conocimiento y nuevas contribuciones. Ann Soc Ent Fr, 18, 507-526"
"Orthoptera","Romaleidae","Zoniopoda","Zoniopoda juncorum","24","23","12","gonochorous","XO","","Mesa, A., Ferreira, A., & Carbonell, C. S. (1982). Cariologa de los acridoideos neotropicales: estado actual de su conocimiento y nuevas contribuciones. Ann Soc Ent Fr, 18, 507-526"
"Orthoptera","Romaleidae","Zoniopoda","Zoniopoda similis","24","23","12","gonochorous","XO","","Mesa, A., Ferreira, A., & Carbonell, C. S. (1982). Cariologa de los acridoideos neotropicales: estado actual de su conocimiento y nuevas contribuciones. Ann Soc Ent Fr, 18, 507-526"
"Orthoptera","Tristiridae","Elysiacris","Elysiacris angusticollis","22","21","11","gonochorous","XO","","Mesa, A., Ferreira, A., & Carbonell, C. S. (1982). Cariologa de los acridoideos neotropicales: estado actual de su conocimiento y nuevas contribuciones. Ann Soc Ent Fr, 18, 507-526"
"Orthoptera","Tristiridae","Illapelia","Illapelia penai","24","23","12","gonochorous","XO","","Mesa, A., Ferreira, A., & Carbonell, C. S. (1982). Cariologa de los acridoideos neotropicales: estado actual de su conocimiento y nuevas contribuciones. Ann Soc Ent Fr, 18, 507-526"
"Orthoptera","Tristiridae","Peplacris","Peplacris recutita","22","21","11","gonochorous","XO","","Mesa, A., Ferreira, A., & Carbonell, C. S. (1982). Cariologa de los acridoideos neotropicales: estado actual de su conocimiento y nuevas contribuciones. Ann Soc Ent Fr, 18, 507-526"
"Orthoptera","Tristiridae","Tropidostethus","Tropidostethus bicarinatus","22","21","11","gonochorous","XO","","Mesa, A., Ferreira, A., & Carbonell, C. S. (1982). Cariologa de los acridoideos neotropicales: estado actual de su conocimiento y nuevas contribuciones. Ann Soc Ent Fr, 18, 507-526"
"Phasmatodea","Phylliidae","Clonopsis","Clonopsis androgenes","44","NA","22","","","","Milani L, Ghiselli F, Pellecchia M, Scali V, Passamonti M (2010) Reticulate evolution in stick insects: the case of Clonopsis (Insecta Phasmida). BMC Evol Biol 10: 258."
"Phasmatodea","Phylliidae","Clonopsis","Clonopsis sp. 2","72","NA","36","","","","Milani L, Ghiselli F, Pellecchia M, Scali V, Passamonti M (2010) Reticulate evolution in stick insects: the case of Clonopsis (Insecta Phasmida). BMC Evol Biol 10: 258."
"Phasmatodea","Phylliidae","Clonopsis","Clonopsis sp. 1","36","35","18","gonochorous","XO","","Milani L, Scali V, Passamonti M (2009) TheClonopsis gallicapuzzle: Mendelian species, polyploid parthenogens with karyotype re-diploidization and clonal androgens in Moroccan stick insects (Phasmida). Journal of Zoological Systematics and Evolutionary Research 47: 132-140."
"Phasmatodea","Phylliidae","Bacillus","Bacillus grandii benazzii","34","33","17","gonochorous","XO","","Scali V, Passamonti M, Marescalchi O, Mantovani B (2003) Linkage between sexual and asexual lineages: genome evolution in Bacillus stick insects. Biological Journal of the Linnean Society 79: 137-150."
"Phasmatodea","Phylliidae","Bacillus","Bacillus grandii grandii","34","33","17","gonochorous","XO","","Scali V, Passamonti M, Marescalchi O, Mantovani B (2003) Linkage between sexual and asexual lineages: genome evolution in Bacillus stick insects. Biological Journal of the Linnean Society 79: 137-150."
"Phasmatodea","Phylliidae","Bacillus","Bacillus rossius-grandii benazzii","35","NA","18","","","","Scali V, Passamonti M, Marescalchi O, Mantovani B (2003) Linkage between sexual and asexual lineages: genome evolution in Bacillus stick insects. Biological Journal of the Linnean Society 79: 137-150."
"Phasmatodea","Phylliidae","Bacillus","Bacillus rossius-grandii grandii","35","NA","18","","","","Scali V, Passamonti M, Marescalchi O, Mantovani B (2003) Linkage between sexual and asexual lineages: genome evolution in Bacillus stick insects. Biological Journal of the Linnean Society 79: 137-150."
"Phasmatodea","Phylliidae","Pijnackeria","Pijnackeria barbarae","38","37","19","gonochorous","XO","","Scali, V., Milani, L., & Passamonti, M. (2013). Description and ecology of new P ijnackeria stick insects: four bisexual species and a triploid parthenogen with their phyletic relationships.Journal of Zoological Systematics and Evolutionary Research,51(3), 213-226."
"Phasmatodea","Phylliidae","Pijnackeria","Pijnackeria lelongi","38","37","19","gonochorous","XO","","Scali, V., Milani, L., & Passamonti, M. (2013). Description and ecology of new P ijnackeria stick insects: four bisexual species and a triploid parthenogen with their phyletic relationships.Journal of Zoological Systematics and Evolutionary Research,51(3), 213-226."
"Phasmatodea","Phylliidae","Pijnackeria","Pijnackeria lucianae","38","37","19","gonochorous","XO","","Scali, V., Milani, L., & Passamonti, M. (2013). Description and ecology of new P ijnackeria stick insects: four bisexual species and a triploid parthenogen with their phyletic relationships.Journal of Zoological Systematics and Evolutionary Research,51(3), 213-226."
"Phasmatodea","Phylliidae","Pijnackeria","Pijnackeria masettii","58","57","29","gonochorous","XO","","Scali, V., Milani, L., & Passamonti, M. (2013). Description and ecology of new P ijnackeria stick insects: four bisexual species and a triploid parthenogen with their phyletic relationships.Journal of Zoological Systematics and Evolutionary Research,51(3), 213-226."
"Phasmatodea","Phylliidae","Pijnackeria","Pijnackeria originis","38","37","19","gonochorous","XO","","Scali, V., Milani, L., & Passamonti, M. (2013). Description and ecology of new P ijnackeria stick insects: four bisexual species and a triploid parthenogen with their phyletic relationships.Journal of Zoological Systematics and Evolutionary Research,51(3), 213-226."
"Orthoptera","Acrididae","Chirista","Chirista compta","24","23","12","gonochorous","XO","","Seino, R. A., Kekeunou, S., Dongmo, T. I., & Manjeli, Y. (2012). Karyotype analysis and meiosis in Coryphosima stenoptera producta (Walker) and Chirista compta (Walker)(Orthoptera: Acrididae: Acridinae) from Cameroon.Int. J. Biosci,2(12), 168-176."
"Dermaptera","Forficulidae","Forficula","Forficula sp","28","27","14","gonochorous","XXY","","Srikantappa, L., & Aswathanarayana, N. V. (1978). Chromosomes and meiosis in two species of Dermaptera.Cytobios,20(78), 93-98."
"Dermaptera","Pygicranidae","Diplatys","Diplatys gladiator","18","18","9","gonochorous","XY","","Srikantappa, L., & Aswathanarayana, N. V. (1978). Chromosomes and meiosis in two species of Dermaptera.Cytobios,20(78), 93-98."
"Phasmatodea","Phasmatidae","Acanthoxyla","Acanthoxyla fasciata","NA","NA","NA","parthenogenetic","","","Trewick, S. A., Morgan-Richards, M., & Collins, L. J. (2008). Are you my mother? Phylogenetic analysis reveals orphan hybrid stick insect genus is part of a monophyletic New Zealand clade.Molecular phylogenetics and evolution,48(3), 799-808."
"Phasmatodea","Phasmatidae","Acanthoxyla","Acanthoxyla speciosa","NA","NA","NA","parthenogenetic","","","Trewick, S. A., Morgan-Richards, M., & Collins, L. J. (2008). Are you my mother? Phylogenetic analysis reveals orphan hybrid stick insect genus is part of a monophyletic New Zealand clade.Molecular phylogenetics and evolution,48(3), 799-808."
"Isoptera","Termitidae","Afrosubulitermes","Afrosubulitermes congoensis","42","42","21","gonochorous","XXYY","X1X1X2X2/X1X2Y1Y2 sex-linked multivalent in males","Vincke PP, Tilquin JP (1978) A sex-Linked Ring Quadrivalent in Termitidae (Isoptera). Chromosoma 67: 151-156."
"Isoptera","Termitidae","Cubitermes","Cubitermes sp. 1.","42","42","21","gonochorous","XXYY","X1X1X2X2/X1X2Y1Y2 sex-linked multivalent in males","Vincke PP, Tilquin JP (1978) A sex-Linked Ring Quadrivalent in Termitidae (Isoptera). Chromosoma 67: 151-156."
"Isoptera","Termitidae","Microcerotermes","Microcerotermes fuscotibiatis","42","42","21","gonochorous","XXYY","X1X1X2X2/X1X2Y1Y2 sex-linked multivalent in males","Vincke PP, Tilquin JP (1978) A sex-Linked Ring Quadrivalent in Termitidae (Isoptera). Chromosoma 67: 151-156."
"Isoptera","Termitidae","Microcerotermes","Microcerotermes parvulus","42","42","21","gonochorous","XXYY","X1X1X2X2/X1X2Y1Y2 sex-linked multivalent in males","Vincke PP, Tilquin JP (1978) A sex-Linked Ring Quadrivalent in Termitidae (Isoptera). Chromosoma 67: 151-156."
"Isoptera","Termitidae","Microcerotermes","Microcerotermes sp.1","44","44","22","gonochorous","XXYY","X1X1X2X2/X1X2Y1Y2 sex-linked multivalent in males","Vincke PP, Tilquin JP (1978) A sex-Linked Ring Quadrivalent in Termitidae (Isoptera). Chromosoma 67: 151-156."
"Isoptera","Termitidae","Microcerotermes","Microcerotermes sp.2","42","42","21","gonochorous","XXYY","X1X1X2X2/X1X2Y1Y2 sex-linked multivalent in males","Vincke PP, Tilquin JP (1978) A sex-Linked Ring Quadrivalent in Termitidae (Isoptera). Chromosoma 67: 151-156."
"Isoptera","Termitidae","Microtermes","Microtermes sp.1","42","42","21","gonochorous","XXYY","X1X1X2X2/X1X2Y1Y2 sex-linked multivalent in males","Vincke PP, Tilquin JP (1978) A sex-Linked Ring Quadrivalent in Termitidae (Isoptera). Chromosoma 67: 151-156."
"Isoptera","Termitidae","Nasutitermes","Nasutitermes arboreus","42","42","21","gonochorous","XXYY","X1X1X2X2/X1X2Y1Y2 sex-linked multivalent in males","Vincke PP, Tilquin JP (1978) A sex-Linked Ring Quadrivalent in Termitidae (Isoptera). Chromosoma 67: 151-156."
"Isoptera","Termitidae","Odontotermes","Odontotermes snyderi","42","42","21","gonochorous","XXYY","X1X1X2X2/X1X2Y1Y2 sex-linked multivalent in males","Vincke PP, Tilquin JP (1978) A sex-Linked Ring Quadrivalent in Termitidae (Isoptera). Chromosoma 67: 151-156."
"Isoptera","Termitidae","Odontotermes","Odontotermes sp.1","42","42","21","gonochorous","XXYY","X1X1X2X2/X1X2Y1Y2 sex-linked multivalent in males","Vincke PP, Tilquin JP (1978) A sex-Linked Ring Quadrivalent in Termitidae (Isoptera). Chromosoma 67: 151-156."
"Isoptera","Termitidae","Ophiotermes","Ophiotermes mandibularis","42","42","21","gonochorous","XXYY","X1X1X2X2/X1X2Y1Y2 sex-linked multivalent in males","Vincke PP, Tilquin JP (1978) A sex-Linked Ring Quadrivalent in Termitidae (Isoptera). Chromosoma 67: 151-156."
"Isoptera","Termitidae","Pericapritermes","Pericapritermes sp.1","42","42","21","gonochorous","XXYY","X1X1X2X2/X1X2Y1Y2 sex-linked multivalent in males","Vincke PP, Tilquin JP (1978) A sex-Linked Ring Quadrivalent in Termitidae (Isoptera). Chromosoma 67: 151-156."
"Isoptera","Termitidae","Procubitermes","Procubitermes sp. 1","38","38","19","gonochorous","XXYY","X1X1X2X2/X1X2Y1Y2 sex-linked multivalent in males","Vincke PP, Tilquin JP (1978) A sex-Linked Ring Quadrivalent in Termitidae (Isoptera). Chromosoma 67: 151-156."
"Isoptera","Termitidae","Protermes","Protermes minimus","42","42","21","gonochorous","XXYY","X1X1X2X2/X1X2Y1Y2 sex-linked multivalent in males","Vincke PP, Tilquin JP (1978) A sex-Linked Ring Quadrivalent in Termitidae (Isoptera). Chromosoma 67: 151-156."
"Isoptera","Termitidae","Reticutitermes","Reticutitermes santonensis","42","42","21","gonochorous","XXYY","X1X1X2X2/X1X2Y1Y2 sex-linked multivalent in males","Vincke PP, Tilquin JP (1978) A sex-Linked Ring Quadrivalent in Termitidae (Isoptera). Chromosoma 67: 151-156."
"Isoptera","Termitidae","Tenuirostritermes","Tenuirostritermes tenuirostris","NA","NA","NA","gonochorous","XXYY","X1X1X2X2/X1X2Y1Y2 sex-linked multivalent in males","Vincke PP, Tilquin JP (1978) A sex-Linked Ring Quadrivalent in Termitidae (Isoptera). Chromosoma 67: 151-156."
"Isoptera","Termitidae","Unguitermes","Unguitermes bouilloni","42","42","21","gonochorous","XXYY","X1X1X2X2/X1X2Y1Y2 sex-linked multivalent in males","Vincke PP, Tilquin JP (1978) A sex-Linked Ring Quadrivalent in Termitidae (Isoptera). Chromosoma 67: 151-156."
"Orthoptera","Tettigoniidae","Isophya","Isophya hemiptera","30","30","15","gonochorous","XY","neo-XY","Warcha?owska-?liwa, E., Chobanov, D. P., Grzywacz, B., & Marya?ska-Nadachowska, A. (2008). Taxonomy of the genus Isophya (Orthoptera, Phaneropteridae, Barbitistinae): Comparison of karyological and morphological data.Folia biologica,56(3-4), 227-241."
"Orthoptera","Tettigoniidae","Isophya","Isophya hospodat","32","31","16","gonochorous","XO","","Warcha?owska-?liwa, E., Chobanov, D. P., Grzywacz, B., & Marya?ska-Nadachowska, A. (2008). Taxonomy of the genus Isophya (Orthoptera, Phaneropteridae, Barbitistinae): Comparison of karyological and morphological data.Folia biologica,56(3-4), 227-241."
"Orthoptera","Tettigoniidae","Isophya","Isophya kalishevskii","32","31","16","gonochorous","XO","","Warcha?owska-?liwa, E., Chobanov, D. P., Grzywacz, B., & Marya?ska-Nadachowska, A. (2008). Taxonomy of the genus Isophya (Orthoptera, Phaneropteridae, Barbitistinae): Comparison of karyological and morphological data.Folia biologica,56(3-4), 227-241."
