"Order","Family","Species","Diploid.number","Fundamental.number","Sex.chromosome","Ploidy","Max.Bs","Microchromosomes","Notes","Original.listing","Citation"
"Anura","Hylodidae","Hylodes glaber","26","NA","","NA","NA","NA","","Hylodes pulcher","De Lucca, E. J. and J. Jim. 1974. Os cromossomos de alguns Leptodactylidae (Amphibia-Anura). Rev. Brasil. Biol. 34: 407-410."
"Anura","Hylodidae","Hylodes glaber","26","NA","","NA","NA","NA","","Hylodes glabrus","Denaro, L. 1972 Karyotypes of Leptodactylidae anurans. J. Herpetol. 6: 71-74."
"Anura","Hylodidae","Megaelosia lutzae","32","58","","NA","NA","NA","","","Rosa, C., Aguiar- Jr, O., Giaretta, A.A. and Recco-Pimentel, S.M., 2003. Karyotypic variation in the genus Megaelosia (Anura, Hylodinae) with the first description of a B-chromosome in a leptodactylid frog. Copeia, 2003(1), pp.166-174."
"Anura","Hylodidae","Megaelosia massarti","28","56","","NA","1","NA","","","AA, G., 1995. The karyotype of the stream dwelling frog Megaelosia massarti (Anura, Leptodactylidae, Hylodinae). Cytologia, 60(1), pp.49-52."
"Anura","Hyperoliidae","Kassina sp","24","48","","NA","NA","NA","","","King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
"Anura","Leptodactylidae","Adenomera aff bokermanni","23","36","","NA","NA","NA","","","Coelho, A.C., de Mattos, T.L., Viana, P., Terencio, M.L., Schneider, C.H., Menin, M. and Gross, M.C., 2016. Intra-generic and interspecific karyotype patterns of Leptodactylus and Adenomera (Anura, Leptodactylidae) with inclusion of five species from Central Amazonia. Genetica, 144(1), pp.37-46."
"Anura","Leptodactylidae","Adenomera cf bokermanni","23","34","","NA","NA","NA","likely population is segregating for a fusion of chromosme 7 and 9","Leptodactylus cf bokermanni","Reinaldo Cruz Campos, J., Ananias, F., Aguirre Brasileiro, C., Yamamoto, M., Fernando Baptista Haddad, C., and Kasahara, S. (2009). Chromosome evolution in three Brazilian Leptodactylus species (Anura, Leptodactylidae), with phylogenetic considerations.Hereditas,146(2), 104-111."
"Anura","Leptodactylidae","Adenomera cf marmorata","24","34","","NA","NA","NA","","","Coelho, A.C., de Mattos, T.L., Viana, P., Terencio, M.L., Schneider, C.H., Menin, M. and Gross, M.C., 2016. Intra-generic and interspecific karyotype patterns of Leptodactylus and Adenomera (Anura, Leptodactylidae) with inclusion of five species from Central Amazonia. Genetica, 144(1), pp.37-46."
"Anura","Leptodactylidae","Adenomera cf marmorata","24","48","","NA","NA","NA","","","Coelho, A.C., de Mattos, T.L., Viana, P., Terencio, M.L., Schneider, C.H., Menin, M. and Gross, M.C., 2016. Intra-generic and interspecific karyotype patterns of Leptodactylus and Adenomera (Anura, Leptodactylidae) with inclusion of five species from Central Amazonia. Genetica, 144(1), pp.37-46."
"Anura","Leptodactylidae","Leptodactylus cf marmoratus","24","34","","NA","NA","NA","","","Reinaldo Cruz Campos, J., Ananias, F., Aguirre Brasileiro, C., Yamamoto, M., Fernando Baptista Haddad, C., and Kasahara, S. (2009). Chromosome evolution in three Brazilian Leptodactylus species (Anura, Leptodactylidae), with phylogenetic considerations.Hereditas,146(2), 104-111."
"Anura","Leptodactylidae","Leptodactylus gracilis delattini","22","44","","NA","NA","NA","","","Silva, A.P.Z., Garcia, P.C., Martins, V.G., Bacci, M. and Kasahara, S., 2004. Chromosomal and molecular analyses of Leptodactylus gracilis gracilis, L. gracilis delattini, and L. plaumanni (Anura, Leptodactylidae): taxonomic implications. Amphibia-Reptilia, 25(2), pp.185-196."
"Anura","Leptodactylidae","Leptodactylus gracilis gracilis","22","44","","NA","NA","NA","","","Silva, A.P.Z., Garcia, P.C., Martins, V.G., Bacci, M. and Kasahara, S., 2004. Chromosomal and molecular analyses of Leptodactylus gracilis gracilis, L. gracilis delattini, and L. plaumanni (Anura, Leptodactylidae): taxonomic implications. Amphibia-Reptilia, 25(2), pp.185-196."
"Anura","Leptodactylidae","Paratelmatobius lutzii","24","48","","NA","NA","NA","","","King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
"Anura","Leptodactylidae","Physalaemus sp","22","44","","NA","NA","NA","","","King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
"Anura","Leptodactylidae","Pleurodema cordobae sp. nov.","88","NA","","8","NA","NA","","","Becak, M.L., 2018. Speciation Routes of Anurans. In Reptiles and Amphibians. IntechOpen."
"Anura","Leptodactylidae","Pleurodema somuncurense","22","NA","","NA","NA","NA","","Somuncuria somuncurensis","Cei, J. M. 1969. La Meseta basaltica de Somuncura, Rio Negro. Herpetofauna endemica y sus peliculiares equilibrios biocenoticos. Physis 28: 257-271."
"Anura","Leptodactylidae","Pseudopaludicola atragula","18","NA","","NA","NA","NA","","","Cardozo, D., Boeris, J.M., Ferro, J.M., Borteiro, C., Kolenc, F., Suarez, P., Netto, F., Brusquetti, F. and Baldo, D., 2016. Evidence for independent instances of chromosome number reduction in the genus Pseudopaludicola (Anura: Leptodactylidae). Salamandra, 52(1), pp.11-22."
"Anura","Leptodactylidae","Pseudopaludicola ibisoroca","18","32","","NA","NA","NA","","","Pansonato, A., Veiga-Menoncello, A.C.P., Mudrek, J.R., Jansen, M., Recco-Pimentel, S.M., Martins, I.A. and Strassmann, C., 2016. Two new species of Pseudopaludicola (Anura: Leptodactylidae: Leiuperinae) from eastern Bolivia and western Brazil. Herpetologica, 72(3), pp.235-255."
"Anura","Leptodactylidae","Scythrophrys sp","24","NA","","NA","NA","NA","","","Lourenco, L.B., De Anchietta Garcia, P.C. and Recco_Pimentel, S.M., 2003. Intrageneric karyotypic divergence in Scythrophrys and new insights into the relationship with Paratelmatobius (Anura, Leptodactylidae). Italian Journal of Zoology, 70(2), pp.183-190."
"Anura","Limnodynastidae","Lechriodus aganoposis","22","44","","NA","NA","NA","","","King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
"Anura","Mantellidae","Boophis aff erythrodactylus","26","52","","NA","NA","NA","","","King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
"Anura","Mantellidae","Boophis aff idae","26","52","","NA","NA","NA","","","King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
"Anura","Mantellidae","Boophis aff majori","26","52","","NA","NA","NA","","","King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
"Anura","Mantellidae","Boophis aff tephraeomystax","26","52","","NA","NA","NA","","","King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
"Anura","Mantellidae","Guibemantis aff bicalcaratus","26","52","","NA","NA","NA","","Mantidactylus aff bicalcaratus","King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
"Anura","Mantellidae","Guibemantis aff pulcher","26","52","","NA","NA","NA","","Mantidactylus aff pulcher","King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
"Anura","Mantellidae","Guibemantis cf punctatus","26","NA","","NA","NA","NA","","Mantidactylus cf punctatus","Odierna, G., Vences, M., Aprea, G., Lotters, S. and Andreone, F., 2001. Chromosome data for Malagasy poison frogs (Amphibia: Ranidae: Mantella) and their bearing on taxonomy and phylogeny. Zoological Science, 18(4), pp.505-514."
"Anura","Mantellidae","Guibemantis pulcher ","26","52","","NA","NA","NA","","Mantidactylus pulcher","King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
"Anura","Mantellidae","Mantella cf betsileo","26","NA","","NA","NA","NA","","","Odierna, G., Vences, M., Aprea, G., Lotters, S. and Andreone, F., 2001. Chromosome data for Malagasy poison frogs (Amphibia: Ranidae: Mantella) and their bearing on taxonomy and phylogeny. Zoological Science, 18(4), pp.505-514."
"Anura","Mantellidae","Mantella cowanii","26","52","","NA","NA","NA","","","King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
"Anura","Mantellidae","Mantidactylus ambohimitombi","24","48","","NA","NA","NA","","","King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
"Anura","Megophryidae","Leptobrachella alpina","24","42","","NA","NA","NA","","Leptolalax alpinus","Shushen, Li, 2007 Cytotaxonomy of amphians in China, Beijing : Ke xue chu ban she"
"Anura","Megophryidae","Megophrys giganticus","26","48","","NA","NA","NA","","","Rao, D.Q. and Yang, D.T., 1997. The karyotypes of Megophryinae (Pelobatidae) with a discussion on their classification and phylogenetic relationships.Asiatic Herpetological Research,7, pp.93-102."
"Anura","Megophryidae","Megophrys giganticus","26","50","","NA","NA","NA","","","Rao, D.Q. and Yang, D.T., 1997. The karyotypes of Megophryinae (Pelobatidae) with a discussion on their classification and phylogenetic relationships.Asiatic Herpetological Research,7, pp.93-102."
"Anura","Megophryidae","Megophrys koui","26","NA","","NA","NA","NA","","Ophryophryne pachyprocta","Rao, D.Q. and Yang, D.T., 1997. The karyotypes of Megophryinae (Pelobatidae) with a discussion on their classification and phylogenetic relationships.Asiatic Herpetological Research,7, pp.93-102."
"Anura","Megophryidae","Megophrys shuichengensis","26","52","","NA","NA","NA","","","Shushen, Li, 2007 Cytotaxonomy of amphians in China, Beijing : Ke xue chu ban she"
"Anura","Megophryidae","Megophrys sp","28","48","","NA","NA","NA","","Brachytarsophrys sp. nov. (I)","Rao, D.Q. and Yang, D.T., 1997. The karyotypes of Megophryinae (Pelobatidae) with a discussion on their classification and phylogenetic relationships.Asiatic Herpetological Research,7, pp.93-102."
"Anura","Megophryidae","Megophrys sp","26","44","","NA","NA","NA","","Brachytarsophrys sp. nov. (II)","Rao, D.Q. and Yang, D.T., 1997. The karyotypes of Megophryinae (Pelobatidae) with a discussion on their classification and phylogenetic relationships.Asiatic Herpetological Research,7, pp.93-102."
"Anura","Megophryidae","Ophryophryne pachyprocta","26","52","","NA","NA","NA","invalid combination identification uncertain","","Shushen, Li, 2007 Cytotaxonomy of amphians in China, Beijing : Ke xue chu ban she"
"Anura","Megophryidae","Oreolalax granulosus","26","52","","NA","NA","NA","","","Shushen, Li, 2007 Cytotaxonomy of amphians in China, Beijing : Ke xue chu ban she"
"Anura","Megophryidae","Scutiger pingwuensis","26","52","","NA","NA","NA","","","Shushen, Li, 2007 Cytotaxonomy of amphians in China, Beijing : Ke xue chu ban she"
"Anura","Microhylidae","Asterophrys sp","26","52","","NA","NA","NA","","","King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
"Anura","Microhylidae","Barygenys atra","26","NA","","NA","NA","NA","","","Kuramoto, M. 1990. A list of chromosome numbers of anuran amphibians. Bulletin of Fukuoka University of Education, 39(3), pp.83-127."
"Anura","Microhylidae","Callulops stictogaster","26","NA","","NA","NA","NA","","Phrynomantis stictogaster","Cole, C. J. and R. G. Zweifel. 1971. Chromosomes of a new Guinean microhylid frog, Cophixalus riparius Zweifel. Herpetol. Rev. 3: 15-16."
"Anura","Microhylidae","Chiasmocleis bicegoi","24","46","","NA","NA","NA","","","King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
"Anura","Microhylidae","Choerophryne variegata","26","NA","","NA","NA","NA","","Cophixalus variegatus","Kuramoto, M. and A. Allison. 1989. Karyotypes of microhylid frogs of Papua New Guinea and their systematic implications. Herpetologica 45: 250-259."
"Anura","Microhylidae","Cophixalus kaindiensis","26","NA","","NA","NA","NA","","","Kuramoto, M. and A. Allison. 1989. Karyotypes of microhylid frogs of Papua New Guinea and their systematic implications. Herpetologica 45: 250-259."
"Anura","Microhylidae","Cophixalus parkeri","26","NA","","NA","NA","NA","","","Kuramoto, M. and A. Allison. 1989. Karyotypes of microhylid frogs of Papua New Guinea and their systematic implications. Herpetologica 45: 250-259."
"Anura","Microhylidae","Cophixalus riparius","26","52","","NA","NA","NA","","","King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
"Anura","Microhylidae","Cophixalus shellyi","26","NA","","NA","NA","NA","","","Kuramoto, M. and A. Allison. 1989. Karyotypes of microhylid frogs of Papua New Guinea and their systematic implications. Herpetologica 45: 250-259."
"Anura","Microhylidae","Cophyla barbouri ","26","NA","","NA","NA","NA","","Platypelis barbouri","Bachmann, K. and R. Blommers-Schlosser 1975. Nuclear DNA amounts of the frogs of Madagascar. Zoologischer Anzeiger 194: 13-21."
"Anura","Microhylidae","Cophyla barbouri ","26","48","","NA","NA","NA","","Paracophyla tuberculata","King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
"Anura","Microhylidae","Cophyla cowanii","26","NA","","NA","NA","NA","","Platypelis cowanii","Blommers-Schlosser, R. M. A. 1978. Cytotaxonomy of the Ranidae, Rhacophoridae, Hyperoliidae (Anura) from Madagascar with a note on the karotype of two amphibians of the Seychelles. Genetica 48: 23-40."
"Anura","Microhylidae","Cophyla pollicaris","26","50","","NA","NA","NA","","Platypelis pollicaris","King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
"Anura","Microhylidae","Copiula fistulans","26","NA","","NA","NA","NA","","","Kuramoto, M. and A. Allison. 1989. Karyotypes of microhylid frogs of Papua New Guinea and their systematic implications. Herpetologica 45: 250-259."
"Anura","Microhylidae","Dyscophus sp","26","52","","NA","NA","NA","","","King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
"Anura","Microhylidae","Oreophryne biroi","26","NA","","NA","NA","NA","","","Kuramoto, M. 1990. A list of chromosome numbers of anuran amphibians. Bulletin of Fukuoka University of Education, 39(3), pp.83-127."
"Anura","Microhylidae","Oreophryne cf anulata","22","44","","NA","NA","NA","","","DE LA SENA, C.A., 2015. Karyotype of a rare minute frog, Oreophryne cf. anulata (Anura: Microhylidae), in Agusan Marsh, Mindanao, Philippines.Herpetological Bulletin, (134)."
"Anura","Microhylidae","Sphenophryne brevicrus","26","NA","","NA","NA","NA","","","Kuramoto, M. 1990. A list of chromosome numbers of anuran amphibians. Bulletin of Fukuoka University of Education, 39(3), pp.83-127."
"Anura","Microhylidae","Sphenophryne rhododactyla","26","NA","","NA","NA","NA","","","Kuramoto, M. and A. Allison. 1989. Karyotypes of microhylid frogs of Papua New Guinea and their systematic implications. Herpetologica 45: 250-259."
"Anura","Myobatrachidae","Geocrinia leai","24","48","","NA","NA","NA","","","King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
"Anura","Myobatrachidae","Geocrinia lutea","24","48","","NA","NA","NA","","","King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
"Anura","Myobatrachidae","Rheobatrachus vitellinus","24","40","","NA","NA","NA","","","King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
"Anura","Myobatrachidae","Taudactylus diurnus","24","48","","NA","NA","NA","","","King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
"Anura","Myobatrachidae","Taudactylus eungellensis","24","48","","NA","NA","NA","","","King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
"Anura","Myobatrachidae","Taudactylus liemi","24","48","","NA","NA","NA","","","King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
"Anura","Myobatrachidae","Taudactylus rheophilus","24","48","","NA","NA","NA","","","King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
"Anura","Odontophrynidae","Odontophrynus cordobae sp. nov.","22","NA","","2","NA","NA","","","Becak, M.L., 2018. Speciation Routes of Anurans. In Reptiles and Amphibians. IntechOpen."
"Anura","Odontophrynidae","Odontophrynus juquinha","22","44","","NA","NA","NA","","","Rocha, P.C., DE SENA, L.M.F., Pezzuti, T.L., LEITE, F.S.F., Svartman, M., ROSSET, S.D., Baldo, D. and GARCIA, P.C.D.A., 2017. A new diploid species belonging to the Odontophrynus americanus species group (Anura: Odontophrynidae) from the Espinhaco range, Brazil. Zootaxa, 4329(4), pp.327-350."
"Anura","Odontophrynidae","Odontophrynus maisuma","22","44","","NA","NA","NA","","","Borteiro, C., Kolenc, F. and Pereyra, M.O., 2010. A diploid surrounded by polyploids: tadpole description, natural history and cytogenetics of Odontophrynus maisuma Rosset from Uruguay (Anura: Cycloramphidae). Zootaxa, 2611(1), pp.1-15."
"Anura","Pelobatidae","Pelobates vespertinus","26","52","","NA","NA","NA","","","Suryadnaya, N.N., 2014. Comparative Analysis of Karyotypes of Two Cryptic Species of Pelobatid Frogs (Amphibia, Anura) of Ukraine. Vestnik zoologii, 48(6), pp.511-520."
"Anura","Pelodryadidae","Litoria contrastens","26","NA","","NA","NA","NA","","Litoria contrastens","Menzies, J. I. and J. Tippett. 1976. Chromosome numbers of Papuan hylid frogs and the karyotype of Litoria infrafrenata (Amphibia, Anura, Hylidae). J. Herpetol. 10: 167-173."
"Anura","Pelodryadidae","Litoria cooloolensis","26","52","","NA","NA","NA","","","King M. 1980. C-banding studies on Australian hylid frogs: Secondary contriction structure and the concept of euchromatin transformation. Chromosoma 80: 191-217."
"Anura","Pelodryadidae","Litoria pygmaea","26","NA","","NA","NA","NA","","","Menzies, J. I. and J. Tippett. 1976. Chromosome numbers of Papuan hylid frogs and the karyotype of Litoria infrafrenata (Amphibia, Anura, Hylidae). J. Herpetol. 10: 167-173."
"Anura","Pelodryadidae","Litoria timida","26","NA","","NA","NA","NA","","","Menzies, J. I. and J. Tippett. 1976. Chromosome numbers of Papuan hylid frogs and the karyotype of Litoria infrafrenata (Amphibia, Anura, Hylidae). J. Herpetol. 10: 167-173."
"Anura","Pelodryadidae","Litoria vocivincens","26","NA","","NA","NA","NA","","","Menzies, J. I. and J. Tippett. 1976. Chromosome numbers of Papuan hylid frogs and the karyotype of Litoria infrafrenata (Amphibia, Anura, Hylidae). J. Herpetol. 10: 167-173."
"Anura","Pelodryadidae","Nyctimystes daymani","26","NA","","NA","NA","NA","","","Menzies, J. I. and J. Tippett. 1976. Chromosome numbers of Papuan hylid frogs and the karyotype of Litoria infrafrenata (Amphibia, Anura, Hylidae). J. Herpetol. 10: 167-173."
"Anura","Pelodryadidae","Ranoidea australis","26","52","","NA","NA","NA","","Cyclorana australis","Morescalchi, A. 1979. New developments in vertebrate cytotaxonomy. I. Cytotaxonomy of the amphibians. Genetica 50: 179-193."
"Anura","Pelodryadidae","Ranoidea becki","26","NA","","NA","NA","NA","","Litoria becki","Duellman. W. E. 1967. Additional studies of chromosomes of anuran amphibians. Syst. Zool. 16: 38-43."
"Anura","Pelodryadidae","Ranoidea cryptotis","26","52","","NA","NA","NA","","Cyclorana cryptotis","King M., M. J. Tyler, M. Davies and D. King. 1979. Karyotypic studies on Cyclorana and associated genera of Australian frogs. Aust. J. Zool. 27: 699-708."
"Anura","Pelodryadidae","Ranoidea dayi","26","52","","NA","NA","NA","","Nyctimystes hosmeri","King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
"Anura","Pelodryadidae","Ranoidea jungguy","26","NA","","NA","NA","NA","","Litoria jungguy","Donnellan, S.C. and Mahony, M.J., 2004. Allozyme, chromosomal and morphological variability in the Litoria lesueuri species group (Anura: Hylidae), including a description of a new species. Australian Journal of Zoology, 52(1), pp.1-28."
"Anura","Pelodryadidae","Ranoidea lesueurii","26","52","","NA","NA","NA","","Litoria lesueurii","Donnellan, S.C. and Mahony, M.J., 2004. Allozyme, chromosomal and morphological variability in the Litoria lesueuri species group (Anura: Hylidae), including a description of a new species. Australian Journal of Zoology, 52(1), pp.1-28."
"Anura","Pelodryadidae","Ranoidea longipes","26","52","","NA","NA","NA","","Cyclorana longipes","King M., M. J. Tyler, M. Davies and D. King. 1979. Karyotypic studies on Cyclorana and associated genera of Australian frogs. Aust. J. Zool. 27: 699-708."
"Anura","Pelodryadidae","Ranoidea maini","26","52","","NA","NA","NA","","Cyclorana maini","King M., M. J. Tyler, M. Davies and D. King. 1979. Karyotypic studies on Cyclorana and associated genera of Australian frogs. Aust. J. Zool. 27: 699-708."
"Anura","Pelodryadidae","Ranoidea novaehollandiae","26","52","","NA","NA","NA","","Cyclorana novaehollandiae","King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
"Anura","Pelodryadidae","Ranoidea nyakalensis","26","52","","NA","NA","NA","","Litoria nyakalensis","Kakampuy, W., Supaprom, T., Steinlein, C. and Schmid, M., 2013. Chromosome banding of two Litoria species (Anura, Hylidae).Warasan Songkhla Nakharin (Chabap Witthayasat Lae Technology)."
"Anura","Pelodryadidae","Ranoidea vagitus","26","52","","NA","NA","NA","","","Schmid, M., Bogart, J.P. and Hedges, S.B., 2018. The Arboranan Frogs. Cytogenetic and Genome Research, 155(1-4)."
"Anura","Pelodryadidae","Ranoidea verrucosa","26","52","","NA","NA","NA","","Cyclorana verrucosa","King M., M. J. Tyler, M. Davies and D. King. 1979. Karyotypic studies on Cyclorana and associated genera of Australian frogs. Aust. J. Zool. 27: 699-708."
"Anura","Pelodryadidae","Ranoidea wilcoxii","26","NA","","NA","NA","NA","","Litoria wilcoxii","Donnellan, S.C. and Mahony, M.J., 2004. Allozyme, chromosomal and morphological variability in the Litoria lesueuri species group (Anura: Hylidae), including a description of a new species. Australian Journal of Zoology, 52(1), pp.1-28."
"Anura","Petropedetidae","Petropedetes sp","26","NA","","NA","NA","NA","","","King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
"Anura","Phrynobatrachidae","Phrynobatrachus sp","20","40","","NA","NA","NA","","","Bogart, J.P., 1991. The influence of life history on karyotypic evolution in frogs. Amphibian cytogenetics and evolution, pp.233-258."
"Anura","Phyllomedusidae","Pithecopus palliatus","26","52","","NA","NA","NA","","Phyllomedusa palliata","King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
"Anura","Pipidae","Xenopus cf. boumbaensis","108","NA","","12","NA","NA","","","Schmid, M., Evans, B. J., and Bogart, J. P. (2015). Polyploidy in amphibia. Cytogenetic and genome research, 145(3-4), 315-330."
"Anura","Pipidae","Xenopus sp.nov X","72","NA","","8","NA","NA","","","Schmid, M., Evans, B. J., and Bogart, J. P. (2015). Polyploidy in amphibia. Cytogenetic and genome research, 145(3-4), 315-330."
"Anura","Ptychadenidae","Ptychadena sp","24","NA","","NA","NA","NA","","","King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
"Anura","Ranidae","Hylarana narina","26","52","","NA","NA","NA","identification uncertain","","Shushen, Li, 2007 Cytotaxonomy of amphians in China, Beijing : Ke xue chu ban she"
"Anura","Ranidae","Hylarana sp","26","52","","NA","NA","NA","","","King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
"Anura","Ranidae","Lithobates chiricahuensis x pipiens","36","NA","","3","NA","NA","","","Schmid, M., Evans, B. J., and Bogart, J. P. (2015). Polyploidy in amphibia. Cytogenetic and genome research, 145(3-4), 315-330."
"Anura","Ranidae","Odorrana andersoni","26","52","","NA","NA","NA","","","Shushen, Li, 2007 Cytotaxonomy of amphians in China, Beijing : Ke xue chu ban she"
"Anura","Ranidae","Papurana grisea","26","52","","NA","NA","NA","","Rana grisea","King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
"Anura","Ranidae","Pelophylax sp","26","52","","NA","NA","NA","","","Bashirichelkasari, N. and Kami, H.G., 2017. Karyological study of the Marsh frog (Pelophylax sp.) in Guilan province, Iran (Anura: Ranidae). Herpetology Notes, 10, pp.677-680."
"Anura","Ranidae","Pelophylax terentievi","26","52","","NA","NA","NA","","","Shushen, Li, 2007 Cytotaxonomy of amphians in China, Beijing : Ke xue chu ban she"
"Anura","Ranidae","Rana japonica chaochiaoensis","26","NA","","NA","NA","NA","","","Li, S. S., Y. X. Wang, C. Y. Li, R. F. Wang and G. Z. Liu. 1981. A comparative investigation of the karyotypes form four amphibian species. Zool. Re. 2(1): 17-24. +4 pls."
"Anura","Ranidae","Rana neba","42","78","","NA","3","NA","","","Eto, K., Matsui, M. and Kokuryo, Y., 2016. A note on natural triploidy in a Japanese brown frog, Rana neba (Anura; Ranidae). Current herpetology, 35(2), pp.128-131."
"Anura","Ranidae","Rana neba","28","52","","NA","NA","NA","","","Eto, K., Matsui, M. and Kokuryo, Y., 2016. A note on natural triploidy in a Japanese brown frog, Rana neba (Anura; Ranidae). Current herpetology, 35(2), pp.128-131."
"Anura","Rhacophoridae","Rhacophorus arboreus","26","52","","NA","NA","NA","","","King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
"Anura","Rhacophoridae","Rhacophorus schlegelii","26","52","","NA","NA","NA","","","King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
"Anura","Rhinodermatidae","Rhinoderma rufum","26","48","","NA","NA","NA","","","King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
"Anura","Strabomantidae","Geobatrachus walkeri","20","NA","","NA","NA","NA","","","Ardila-Rabayo, M. C. 1979. Status sistematico del genero Geobatrachus Ruthven 1915 (Amphibia: Anura). Caldasia 12: 383-495."
"Anura","Telmatobiidae","Telmatobius arequipensis","26","52","","NA","NA","NA","","","Barrionuevo, J.S. and Baldo, D., 2009. A new species of Telmatobius (Anura, Ceratophryidae) from Northern Jujuy Province, Argentina. Zootaxa, 2030, pp.1-20."
"Anura","Telmatobiidae","Telmatobius ceiorum","26","52","","NA","NA","NA","","","Barrionuevo, J.S. and Baldo, D., 2009. A new species of Telmatobius (Anura, Ceratophryidae) from Northern Jujuy Province, Argentina. Zootaxa, 2030, pp.1-20."
"Anura","Telmatobiidae","Telmatobius jelskii","26","52","","NA","NA","NA","","","Barrionuevo, J.S. and Baldo, D., 2009. A new species of Telmatobius (Anura, Ceratophryidae) from Northern Jujuy Province, Argentina. Zootaxa, 2030, pp.1-20."
"Anura","Telmatobiidae","Telmatobius laticeps","26","52","","NA","NA","NA","","","Barrionuevo, J.S. and Baldo, D., 2009. A new species of Telmatobius (Anura, Ceratophryidae) from Northern Jujuy Province, Argentina. Zootaxa, 2030, pp.1-20."
"Anura","Telmatobiidae","Telmatobius oxycephalus","26","52","","NA","NA","NA","","","Barrionuevo, J.S. and Baldo, D., 2009. A new species of Telmatobius (Anura, Ceratophryidae) from Northern Jujuy Province, Argentina. Zootaxa, 2030, pp.1-20."
"Anura","Telmatobiidae","Telmatobius phillippii","26","52","","NA","NA","NA","","","Barrionuevo, J.S. and Baldo, D., 2009. A new species of Telmatobius (Anura, Ceratophryidae) from Northern Jujuy Province, Argentina. Zootaxa, 2030, pp.1-20."
"Anura","Telmatobiidae","Telmatobius rimac","26","52","","NA","NA","NA","","","Barrionuevo, J.S. and Baldo, D., 2009. A new species of Telmatobius (Anura, Ceratophryidae) from Northern Jujuy Province, Argentina. Zootaxa, 2030, pp.1-20."
