taxon_id	input	rank	suggested
1586963	Agonum livens     	species	Agonum lugens
63920	Bembidion americanum     	species	Bembidion mexicanum
1166844	Bembidion honestum 	species	Bembidion modestum
1166737	Bembidion maculatum 	species	Bembidion bimaculatum
1944110	Bembidion operosum     	species	Bembidion petrosum
	Bembidion tricolor     	species	bembidion iricolor	bembidion varicolor
87489	Calathus cogtus	species	Calathus cognatus
	Carabus arcensis arcensis 	species	carabus arvensis arvensis
	Carabus pyreeus pyreeus 	species	carabus pyrenaeus pyrenaeus
109858	Chlaenius aestivus 	species	Chlaenius vestitus
2495036	Harpalus affinis 	species	Harpactus affinis
	Monochamus galloprovinciallis galloprovinciallis 	species	monochamus galloprovincialis galloprovincialis
	Calligrapha californica corepsivora 	species	calligrapha californica coreopsivora
	Calligrapha multipunctata bigsbya 	species	calligrapha multipunctata bigsbyana
294614	Chaetocnema chloropha 	species	Chaetocnema chlorophana
	Chrysoli banksi 	species	chrysolina banksi	chrysolina banksii
	Chrysoli gemita 	species	chrysolina gemina	chrysolina geminata
79523	Timarcha gradensis     	species	Timarcha granadensis
	Enoclerus nigripes rujiventris	species	enoclerus nigripes rufiventris
888089	Trogoderma parabile     	species	Trogoderma variabile
	Cerchus ligrius     	species	ceruchus lignarius	trechus nigrinus
	Cyclocephala maffafa grandis    	species	cyclocephala mafaffa grandis
	Dystes hercules hercules    	species	dynastes hercules hercules
	Euphoria lurida     	species	euphorbia lucida	euphorbia lurida
	Homaloplia	species	homalopsis	homalopoma
1588300	Onthophagus punctatus     	species	Onthophilus punctatus
	Protaetia cuprea bancoi    	species	protaetia cuprea brancoi
	Creophilus maxillosis villosus    	species	creophilus maxillosus villosus
	Phaleria acumita     	species	phaleria acuminata	sphaeria acuminata
360588	Pimelia elevata     	species	Pimelea clavata
