assembly_accession	organism_name	Assembly_BioProject_Lineage_Accession	Assembly BioProject Lineage Title	project	sequencing_status
GCA_023864345.3	Schistocerca serialis cubense	PRJNA772722	Whole genome sequencing and chromosome-level assembly for six Schistocerca species (Orthoptera: Acrididae)	i5K	insdc_open
