ncbi_taxon_id	species	family	target_list_status	sequencing_status	synonym	publication_id	long_list	family_representative	other_priority	in_progress	sample_acquired	published	insdc_open	sample_collected
	Andreaea regularis	Andreaeaceae	family_representative	in_progress	Andreaea pycnotyla; Andreaea pygmaea	Andreaea pycnotyla; Andreaea pygmaea	PGP	PGP		PGP	PGP			PGP
