"taxonID","parentNameUsageID","acceptedNameUsageID","datasetID","scientificName","scientificNameAuthorship","taxonRank","taxonConceptID","taxonomicStatus","nomenclaturalStatus","genus","family","order","class","phylum","kingdom","long_list"
"NHMSYS0000067763","NHMSYS0020706901","","UKSI","Sanguinicola inermis","Plehn, 1905","Species","NBNORG0000048539","accepted","","Sanguinicola","Sanguinicolidae","Diplostomida","Trematoda","Platyhelminthes","Animalia","DTOL"
"NHMSYS0000067959","NHMSYS0020706617","","UKSI","Anomotaenia ? stentorea","(Frölich, 1802)","Species","NBNORG0000048615","accepted","","Anomotaenia","Dilepididae","Cyclophyllidea","Cestoda","Platyhelminthes","Animalia","DTOL"
"NHMSYS0000067963","NHMSYS0020706621","","UKSI","Aploparaksis ? crassirostris","(Krabbe, 1869)","Species","NBNORG0000048618","accepted","","Aploparaksis","Hymenolepididae","Cyclophyllidea","Cestoda","Platyhelminthes","Animalia","DTOL"
"NHMSYS0000067973","NHMSYS0020706636","","UKSI","Choanotaenia ? borealis","(von Linstow, 1905)","Species","NBNORG0000048627","accepted","","Choanotaenia","Dilepididae","Cyclophyllidea","Cestoda","Platyhelminthes","Animalia","DTOL"
"NHMSYS0000067976","NHMSYS0020706636","","UKSI","Choanotaenia ? crateriformis","(Goeze, 1782)","Species","NBNORG0000048630","accepted","","Choanotaenia","Dilepididae","Cyclophyllidea","Cestoda","Platyhelminthes","Animalia","DTOL"
"NHMSYS0000067981","NHMSYS0020706636","","UKSI","Choanotaenia ? paradoxa","(Rudolphi, 1802)","Species","NBNORG0000048634","accepted","","Choanotaenia","Dilepididae","Cyclophyllidea","Cestoda","Platyhelminthes","Animalia","DTOL"
"NHMSYS0000068024","NHMSYS0020706664","","UKSI","Hymenolepis ? jaegerskioeldi","Fuhrmann, 1913","Species","NBNORG0000048667","accepted","","Hymenolepis","Hymenolepididae","Cyclophyllidea","Cestoda","Platyhelminthes","Animalia","DTOL"
"NHMSYS0000068040","NHMSYS0020706664","","UKSI","Hymenolepis ? pistillum","(Dujardin, 1845)","Species","NBNORG0000048678","accepted","","Hymenolepis","Hymenolepididae","Cyclophyllidea","Cestoda","Platyhelminthes","Animalia","DTOL"
"NHMSYS0000068042","NHMSYS0020706664","","UKSI","Hymenolepis ? scalaris","(Dujardin, 1845)","Species","NBNORG0000048680","accepted","","Hymenolepis","Hymenolepididae","Cyclophyllidea","Cestoda","Platyhelminthes","Animalia","DTOL"
"NHMSYS0000068051","NHMSYS0020706664","","UKSI","Hymenolepis ? uncinata","(Stieda, 1862)","Species","NBNORG0000048685","accepted","","Hymenolepis","Hymenolepididae","Cyclophyllidea","Cestoda","Platyhelminthes","Animalia","DTOL"
"NHMSYS0000068053","NHMSYS0020706665","","UKSI","Idiogenes ? grandiporus","Cholodkovsky, 1905","Species","NBNORG0000048687","accepted","","Idiogenes","Davaineidae","Cyclophyllidea","Cestoda","Platyhelminthes","Animalia","DTOL"
"NHMSYS0000068054","NHMSYS0020706668","","UKSI","Leporidotaenia cf. wimerosa","(Moniez, 1880)","Species","NBNORG0000048688","accepted","","Leporidotaenia","Anoplocephalidae","Cyclophyllidea","Cestoda","Platyhelminthes","Animalia","DTOL"
"NHMSYS0000068059","NHMSYS0020706671","","UKSI","Mesocestoides sp. tetrathyridium","","Species","NBNORG0000048693","accepted","","Mesocestoides","Mesocestoididae","Cyclophyllidea","Cestoda","Platyhelminthes","Animalia","DTOL"
"NHMSYS0000068081","NHMSYS0020706702","","UKSI","Raillietina (Skrjabinia) bonini","(Megin, 1899)","Species","NBNORG0000048714","accepted","","Raillietina","Davaineidae","Cyclophyllidea","Cestoda","Platyhelminthes","Animalia","DTOL"
"NHMSYS0000068082","NHMSYS0020706702","","UKSI","Raillietina ? brevicollis","(Frölich, 1802)","Species","NBNORG0000048715","accepted","","Raillietina","Davaineidae","Cyclophyllidea","Cestoda","Platyhelminthes","Animalia","DTOL"
"NHMSYS0000068083","NHMSYS0020706702","","UKSI","Raillietina (Paroniella) urogalli","(Modeer, 1790)","Species","NBNORG0000048716","accepted","","Raillietina","Davaineidae","Cyclophyllidea","Cestoda","Platyhelminthes","Animalia","DTOL"
"NHMSYS0000068144","NHMSYS0020706629","","UKSI","Bothriocephalus ? bipunctatus","(Zeder, 1782)","Species","NBNORG0000048767","accepted","","Bothriocephalus","Bothriocephalidae","Bothriocephalidea","Cestoda","Platyhelminthes","Animalia","DTOL"
"NHMSYS0000068253","NHMSYS0020706683","","UKSI","Nybelinia sp.","","Species","NBNORG0000048871","accepted","","Nybelinia","Tentaculariidae","Trypanorhyncha","Cestoda","Platyhelminthes","Animalia","DTOL"
"NHMSYS0000068520","NHMSYS0020930015","","UKSI","Axonchium (Hypaxonchium) propinquum","(de Man, 1921)","Species","NBNORG0000048981","accepted","","Axonchium","Belondiridae","Dorylaimida","Adenophorea","Nematoda","Animalia","DTOL"
"NHMSYS0000068589","NHMSYS0020706230","","UKSI","Dorylaimellus (Axodorylaimellus) parvulus","Thorne, 1939","Species","NBNORG0000049049","accepted","","Dorylaimellus","Belondiridae","Dorylaimida","Adenophorea","Nematoda","Animalia","DTOL"
"NHMSYS0000068590","NHMSYS0020706230","","UKSI","Dorylaimellus (Dorylaimellus) montenegricus","Andrássy, 1959","Species","NBNORG0000049050","accepted","","Dorylaimellus","Belondiridae","Dorylaimida","Adenophorea","Nematoda","Animalia","DTOL"
"NHMSYS0000068591","NHMSYS0020706230","","UKSI","Dorylaimellus (Jamilius) globatus","Yeates, 1970","Species","NBNORG0000049051","accepted","","Dorylaimellus","Belondiridae","Dorylaimida","Adenophorea","Nematoda","Animalia","DTOL"
"NHMSYS0000068595","NHMSYS0020929912","","UKSI","Enchodelus (Enchodelus) macrodorus","(de Man, 1880)","Species","NBNORG0000049055","accepted","","Enchodelus","Nordiidae","Dorylaimida","Adenophorea","Nematoda","Animalia","DTOL"
"NHMSYS0000068731","NHMSYS0020930342","","UKSI","Paralongidorus (Siddiqia) maximus","(Bütschli, 1874)","Species","NBNORG0000049187","accepted","","Paralongidorus","Longidoridae","Dorylaimida","Adenophorea","Nematoda","Animalia","DTOL"
"NHMSYS0000068830","NHMSYS0020706320","","UKSI","Tylencholaimellus (Tylencholaimellus) fenensis","Yeates, 1970","Species","NBNORG0000049285","accepted","","Tylencholaimellus","Leptonchidae","Dorylaimida","Adenophorea","Nematoda","Animalia","DTOL"
"NHMSYS0000068831","NHMSYS0020930546","","UKSI","Tylencholaimus (Disctylencholaimus) minimus","de Man, 1876","Species","NBNORG0000049286","accepted","","Tylencholaimus","Tylencholaimidae","Dorylaimida","Adenophorea","Nematoda","Animalia","DTOL"
"NHMSYS0000304926","NHMSYS0019997134","","UKSI","Thecocodium brieni","Bouillon, 1967","Species","NBNORG0000049788","accepted","","Thecocodium","Ptilocodiidae","Anthoathecata","Hydrozoa","Cnidaria","Animalia","DTOL"
"NHMSYS0000310525","NHMSYS0000310523","","UKSI","Ptilidium pulcherrimum","(Weber) Vainio","Species","NBNORG0000050605","accepted","","Ptilidium","Ptilidiaceae","Ptilidiales","Jungermanniopsida","Marchantiophyta","Plantae","DTOL"
"NHMSYS0000315716","NHMSYS0001744874","","UKSI","Leptodemus cf. serratus","Zelinka, 1928","Species","NBNORG0000050867","accepted","","Leptodemus","Pycnophyidae","Homalorhagida","","Kinorhyncha","Animalia","DTOL"
"NHMSYS0000318598","NHMSYS0021050730","","UKSI","Apseudes ? vicinus","Hansen, 1913","Species","NBNORG0000050885","accepted","","Apseudes","Apseudidae","Tanaidacea","Malacostraca","Arthropoda","Animalia","DTOL"
"NHMSYS0000318661","NHMSYS0021050791","","UKSI","Pseudotanais ? lilljeborgi","G.O. Sars, 1882","Species","NBNORG0000050920","accepted","","Pseudotanais","Pseudotanaidae","Tanaidacea","Malacostraca","Arthropoda","Animalia","DTOL"
"NHMSYS0000322211","NHMSYS0020703757","","UKSI","Archiconchoecia aff. cucullata","(Brady, 1902)","Species","NBNORG0000050944","accepted","","Archiconchoecia","Halocyprididae","Halocyprida","Ostracoda","Arthropoda","Animalia","DTOL"
"NHMSYS0000322501","NHMSYS0021052748","","UKSI","Conchoecia aff. edentata","","Species","NBNORG0000051119","accepted","sensu Gooday, 1976","Conchoecia","Halocyprididae","Halocyprida","Ostracoda","Arthropoda","Animalia","DTOL"
"NHMSYS0000335474","NHMSYS0001745225","","UKSI","Apristurus sp. A","","Species","NBNORG0000051428","accepted","","Apristurus","Scyliorhinidae","Carcharhiniformes","Elasmobranchii","Chordata","Animalia","DTOL"
"NHMSYS0000335475","NHMSYS0001745225","","UKSI","Apristurus sp. B","","Species","NBNORG0000051429","accepted","","Apristurus","Scyliorhinidae","Carcharhiniformes","Elasmobranchii","Chordata","Animalia","DTOL"
"NHMSYS0000335513","NHMSYS0001745230","","UKSI","Dipturus sp.","","Species","NBNORG0000051441","accepted","","Dipturus","Rajidae","Rajiformes","Elasmobranchii","Chordata","Animalia","DTOL"
"NHMSYS0000335578","NBNSYS0000183367","","UKSI","Lepidion ? schmidti","Svetovidov, 1936","Species","NBNORG0000051459","accepted","","Lepidion","Moridae","Gadiformes","Actinopterygii","Chordata","Animalia","DTOL"
"NHMSYS0000336937","NHMSYS0020706582","","UKSI","Ephydatia (Meyenia) fluviatilis","Linneaus, 1758","Species","NBNORG0000051508","accepted","","Ephydatia","Spongillidae","Haplosclerida","Demospongiae","Porifera","Animalia","DTOL"
"NHMSYS0000336938","NHMSYS0020706582","","UKSI","Ephydatia (Meyenia) mülleri","Lieberkühn, 1856","Species","NBNORG0000051509","accepted","","Ephydatia","Spongillidae","Haplosclerida","Demospongiae","Porifera","Animalia","DTOL"
"NHMSYS0000338142","NHMSYS0001593220","","UKSI","Attheyella (Attheyella) crassa","(G.O. Sars, 1863)","Species","NBNORG0000051565","accepted","","Attheyella","Canthocamptidae","Harpacticoida","Maxillopoda","Arthropoda","Animalia","DTOL"
"NHMSYS0000338144","NHMSYS0001593220","","UKSI","Attheyella (Mrazekiella) dentata","(Poggenpol, 1874)","Species","NBNORG0000051566","accepted","","Attheyella","Canthocamptidae","Harpacticoida","Maxillopoda","Arthropoda","Animalia","DTOL"
"NHMSYS0000338145","NHMSYS0001593220","","UKSI","Attheyella (Mrazekiella) trispinosa","(Brady, 1880)","Species","NBNORG0000051567","accepted","","Attheyella","Canthocamptidae","Harpacticoida","Maxillopoda","Arthropoda","Animalia","DTOL"
"NHMSYS0000338146","NHMSYS0001593220","","UKSI","Attheyella (Mrazekiella) wulmeri","(De Kerhervé, 1914)","Species","NBNORG0000051568","accepted","","Attheyella","Canthocamptidae","Harpacticoida","Maxillopoda","Arthropoda","Animalia","DTOL"
"NHMSYS0000338165","NHMSYS0001593237","","UKSI","Bryocamptus (Arcticocamptus) cuspidatus","(Schmeil, 1893)","Species","NBNORG0000051579","accepted","","Bryocamptus","Canthocamptidae","Harpacticoida","Maxillopoda","Arthropoda","Animalia","DTOL"
"NHMSYS0000338166","NHMSYS0001593237","","UKSI","Bryocamptus (Arcticocamptus) rhaeticus","(Schmeil, 1893)","Species","NBNORG0000051580","accepted","","Bryocamptus","Canthocamptidae","Harpacticoida","Maxillopoda","Arthropoda","Animalia","DTOL"
"NHMSYS0000338168","NHMSYS0001593237","","UKSI","Bryocamptus (Bryocamptus) minutus","(Claus, 1863)","Species","NBNORG0000051581","accepted","","Bryocamptus","Canthocamptidae","Harpacticoida","Maxillopoda","Arthropoda","Animalia","DTOL"
"NHMSYS0000338170","NHMSYS0001593237","","UKSI","Bryocamptus (Limocamptus) echinatus","(Mrázek, 1893)","Species","NBNORG0000051582","accepted","","Bryocamptus","Canthocamptidae","Harpacticoida","Maxillopoda","Arthropoda","Animalia","DTOL"
"NHMSYS0000338171","NHMSYS0001593237","","UKSI","Bryocamptus (Limocamptus) praegeri","(Scourfield, 1912)","Species","NBNORG0000051583","accepted","","Bryocamptus","Canthocamptidae","Harpacticoida","Maxillopoda","Arthropoda","Animalia","DTOL"
"NHMSYS0000338173","NHMSYS0001593237","","UKSI","Bryocamptus (Rheocamptus) pygmaeus","(G.O. Sars, 1863)","Species","NBNORG0000051584","accepted","","Bryocamptus","Canthocamptidae","Harpacticoida","Maxillopoda","Arthropoda","Animalia","DTOL"
"NHMSYS0000338174","NHMSYS0001593237","","UKSI","Bryocamptus (Rheocamptus) typhlops","(Mrázek, 1893)","Species","NBNORG0000051585","accepted","","Bryocamptus","Canthocamptidae","Harpacticoida","Maxillopoda","Arthropoda","Animalia","DTOL"
"NHMSYS0000338175","NHMSYS0001593237","","UKSI","Bryocamptus (Rheocamptus) weberi","(Kessler, 1914)","Species","NBNORG0000051586","accepted","","Bryocamptus","Canthocamptidae","Harpacticoida","Maxillopoda","Arthropoda","Animalia","DTOL"
"NHMSYS0000338176","NHMSYS0001593237","","UKSI","Bryocamptus (Rheocamptus) zschokkei","(Schmeil, 1893)","Species","NBNORG0000051587","accepted","","Bryocamptus","Canthocamptidae","Harpacticoida","Maxillopoda","Arthropoda","Animalia","DTOL"
"NHMSYS0000338182","NHMSYS0001593298","","UKSI","Canthocamptus (Canthocamptus) microstaphylinus","Wolf, 1905","Species","NBNORG0000051590","accepted","","Canthocamptus","Canthocamptidae","Harpacticoida","Maxillopoda","Arthropoda","Animalia","DTOL"
"NHMSYS0000338183","NHMSYS0001593298","","UKSI","Canthocamptus (Canthocamptus) staphylinus","(Jurine, 1820)","Species","NBNORG0000051591","accepted","","Canthocamptus","Canthocamptidae","Harpacticoida","Maxillopoda","Arthropoda","Animalia","DTOL"
"NHMSYS0000338284","NHMSYS0021051452","","UKSI","Eurycletodes (Eurycletodes) laticauda","(Boeck, 1873)","Species","NBNORG0000051656","accepted","","Eurycletodes","Argestidae","Harpacticoida","Maxillopoda","Arthropoda","Animalia","DTOL"
"NHMSYS0000338288","NHMSYS0021051452","","UKSI","Eurycletodes (Oligocletodes) echinatus","Lang, 1936","Species","NBNORG0000051659","accepted","","Eurycletodes","Argestidae","Harpacticoida","Maxillopoda","Arthropoda","Animalia","DTOL"
"NHMSYS0000338289","NHMSYS0021051452","","UKSI","Eurycletodes (Oligocletodes) irelandica","Roe, 1959","Species","NBNORG0000051660","accepted","","Eurycletodes","Argestidae","Harpacticoida","Maxillopoda","Arthropoda","Animalia","DTOL"
"NHMSYS0000338436","NHMSYS0021051967","","UKSI","Leptopsyllus (Leptopsyllus) celticus","Bodin & Jackson, 1987","Species","NBNORG0000051759","accepted","","Leptopsyllus","Paramesochridae","Harpacticoida","Maxillopoda","Arthropoda","Animalia","DTOL"
"NHMSYS0000338437","NHMSYS0021051967","","UKSI","Leptopsyllus (Leptopsyllus) elongatus","Drzycimski, 1967","Species","NBNORG0000051760","accepted","","Leptopsyllus","Paramesochridae","Harpacticoida","Maxillopoda","Arthropoda","Animalia","DTOL"
"NHMSYS0000338438","NHMSYS0021051967","","UKSI","Leptopsyllus (Leptopsyllus) harveyi","Wells, 1963","Species","NBNORG0000051761","accepted","","Leptopsyllus","Paramesochridae","Harpacticoida","Maxillopoda","Arthropoda","Animalia","DTOL"
"NHMSYS0000338439","NHMSYS0021051967","","UKSI","Leptopsyllus (Leptopsyllus) paratypicus","Nicholls, 1939","Species","NBNORG0000051762","accepted","","Leptopsyllus","Paramesochridae","Harpacticoida","Maxillopoda","Arthropoda","Animalia","DTOL"
"NHMSYS0000338479","NHMSYS0001593758","","UKSI","Moraria (Moraria) arboricola","Scourfield, 1915","Species","NBNORG0000051784","accepted","","Moraria","Canthocamptidae","Harpacticoida","Maxillopoda","Arthropoda","Animalia","DTOL"
"NHMSYS0000338483","NHMSYS0001593758","","UKSI","Moraria (Moraria) poppei","(Mrázek, 1893)","Species","NBNORG0000051785","accepted","","Moraria","Canthocamptidae","Harpacticoida","Maxillopoda","Arthropoda","Animalia","DTOL"
"NHMSYS0000338484","NHMSYS0001593758","","UKSI","Moraria (Moraria) sphagnicola","Gurney, 1930","Species","NBNORG0000051786","accepted","","Moraria","Canthocamptidae","Harpacticoida","Maxillopoda","Arthropoda","Animalia","DTOL"
"NHMSYS0000338485","NHMSYS0001593758","","UKSI","Moraria (Moraria) varica","(Graeter, 1911)","Species","NBNORG0000051787","accepted","","Moraria","Canthocamptidae","Harpacticoida","Maxillopoda","Arthropoda","Animalia","DTOL"
"NHMSYS0000338724","NHMSYS0021051913","","UKSI","Stenhelia (Delavalia) pygmaea","(Brady, 1905)","Species","NBNORG0000051925","accepted","","Stenhelia","Miraciidae","Harpacticoida","Maxillopoda","Arthropoda","Animalia","DTOL"
"NHMSYS0000338754","NHMSYS0001593897","","UKSI","Tachidius (Tachidius) discipes","Giesbrecht, 1881","Species","NBNORG0000051941","accepted","","Tachidius","Tachidiidae","Harpacticoida","Maxillopoda","Arthropoda","Animalia","DTOL"
"NHMSYS0000341617","NBNSYS0000180545","","UKSI","Clathria (Microciona) ascendens","(Cabioch, 1968)","Species","NBNORG0000052000","accepted","","Clathria","Microcionidae","Poecilosclerida","Demospongiae","Porifera","Animalia","DTOL"
"NHMSYS0000341619","NBNSYS0000180545","","UKSI","Clathria (Microciona) ditoxa","(Stephens, 1916)","Species","NBNORG0000052002","accepted","","Clathria","Microcionidae","Poecilosclerida","Demospongiae","Porifera","Animalia","DTOL"
"NHMSYS0000341620","NBNSYS0000180545","","UKSI","Clathria (Microciona) elliptichela","(Alander, 1942)","Species","NBNORG0000052003","accepted","","Clathria","Microcionidae","Poecilosclerida","Demospongiae","Porifera","Animalia","DTOL"
"NHMSYS0000341621","NBNSYS0000180545","","UKSI","Clathria (Microciona) fallax","(Bowerbank, 1866)","Species","NBNORG0000052004","accepted","","Clathria","Microcionidae","Poecilosclerida","Demospongiae","Porifera","Animalia","DTOL"
"NHMSYS0000341623","NBNSYS0000180545","","UKSI","Clathria (Microciona) laevis","(Bowerbank, 1866)","Species","NBNORG0000052006","accepted","","Clathria","Microcionidae","Poecilosclerida","Demospongiae","Porifera","Animalia","DTOL"
"NHMSYS0000341626","NBNSYS0000180545","","UKSI","Clathria (Microciona) osismica","(Cabioch, 1968)","Species","NBNORG0000052008","accepted","","Clathria","Microcionidae","Poecilosclerida","Demospongiae","Porifera","Animalia","DTOL"
"NHMSYS0000341627","NBNSYS0000180545","","UKSI","Clathria (Microciona) spinarcus","(Carter & Hope, 1889)","Species","NBNORG0000052009","accepted","","Clathria","Microcionidae","Poecilosclerida","Demospongiae","Porifera","Animalia","DTOL"
"NHMSYS0000341628","NBNSYS0000180545","","UKSI","Clathria (Microciona) strepsitoxa","(Hope, 1889)","Species","NBNORG0000052010","accepted","","Clathria","Microcionidae","Poecilosclerida","Demospongiae","Porifera","Animalia","DTOL"
"NHMSYS0000341629","NBNSYS0000180545","","UKSI","Clathria (Microciona) tenuissima","(Stephens, 1916)","Species","NBNORG0000052011","accepted","","Clathria","Microcionidae","Poecilosclerida","Demospongiae","Porifera","Animalia","DTOL"
"NHMSYS0000341684","NBNSYS0000175613","","UKSI","Halichondria (Eumastia) sitiens","(Schmidt, 1870)","Species","NBNORG0000052035","accepted","","Halichondria","Halichondriidae","Halichondrida","Demospongiae","Porifera","Animalia","DTOL"
"NHMSYS0000341818","NBNSYS0000178072","","UKSI","Sphaerotylus sp.","","Species","NBNORG0000052073","accepted","","Sphaerotylus","Polymastiidae","Hadromerida","Demospongiae","Porifera","Animalia","DTOL"
"NHMSYS0000343140","NHMSYS0001702034","","UKSI","Helicodiscus singleyanus","(Pilsbry, 1890)","Species","NBNORG0000052096","accepted","","Helicodiscus","Helicodiscidae","Pulmonata","Gastropoda","Mollusca","Animalia","DTOL"
"NHMSYS0000343659","NBNSYS0000173836","","UKSI","Anoplodactylus sp. A","Bamber & Thurston, 1995","Species","NBNORG0000052106","accepted","","Anoplodactylus","Phoxichilidiidae","Pantopoda","Pycnogonida","Arthropoda","Animalia","DTOL"
"NHMSYS0000344498","NHMSYS0000457712","","UKSI","Crocosmia paniculata","(Klatt) Goldblatt","Species","NBNORG0000052160","accepted","","Crocosmia","Iridaceae","Asparagales","Magnoliopsida","Tracheophyta","Plantae","DTOL"
"NHMSYS0000345832","NHMSYS0000463793","","UKSI","Sorbus decipiens","(Bechst.) Irmisch","Species","NBNORG0000052184","accepted","","Sorbus","Rosaceae","Rosales","Magnoliopsida","Tracheophyta","Plantae","DTOL"
"NHMSYS0000352681","NHMSYS0000352680","","UKSI","Pseudochantransis pygmaea","","Species","NBNORG0000052223","accepted","","Pseudochantransis","","","","","Fungi","DTOL"
"NHMSYS0000355803","NHMSYS0020706477","","UKSI","Orchestina sp.","","Species","NBNORG0000052260","accepted","","Orchestina","Oonopidae","Araneae","Arachnida","Arthropoda","Animalia","DTOL"
"NHMSYS0000355808","NHMSYS0020706541","","UKSI","Theridion sp.","","Species","NBNORG0000052261","accepted","","Theridion","Theridiidae","Araneae","Arachnida","Arthropoda","Animalia","DTOL"
"NHMSYS0000356752","NHMSYS0000356751","","UKSI","Neobisium (Neobisium) carcinoides","(Herman, 1804)","Species","NBNORG0000052327","accepted","","Neobisium","Neobisiidae","Pseudoscorpiones","Arachnida","Arthropoda","Animalia","DTOL"
"NHMSYS0000356753","NHMSYS0000356751","","UKSI","Neobisium (Neobisium) carpenteri","(Kew, 1910)","Species","NBNORG0000052328","accepted","","Neobisium","Neobisiidae","Pseudoscorpiones","Arachnida","Arthropoda","Animalia","DTOL"
"NHMSYS0000356754","NHMSYS0000356751","","UKSI","Neobisium (Neobisium) maritimum","(Leach, 1817)","Species","NBNORG0000052329","accepted","","Neobisium","Neobisiidae","Pseudoscorpiones","Arachnida","Arthropoda","Animalia","DTOL"
"NHMSYS0000356765","NHMSYS0000356764","","UKSI","Roncus (Roncus) lubricus","L. Koch, 1873","Species","NBNORG0000052334","accepted","","Roncus","Neobisiidae","Pseudoscorpiones","Arachnida","Arthropoda","Animalia","DTOL"
"NHMSYS0000363400","NHMSYS0001491749","","UKSI","Parmelia saxatilis s. str.","(L.) Ach.","Species","NBNORG0000125441","accepted","","Parmelia","Parmeliaceae","Lecanorales","Lecanoromycetes","Ascomycota","Fungi","DTOL"
"NHMSYS0000364214","NHMSYS0001499010","","UKSI","Sticta fuliginosa s. str.","(Hoffm.) Ach.","Species","NBNORG0000125442","accepted","","Sticta","Lobariaceae","Peltigerales","Lecanoromycetes","Ascomycota","Fungi","DTOL"
"NHMSYS0000364601","NHMSYS0001475246","","UKSI","Aspicilia cinerea s. str.","(L.) Körb.","Species","NBNORG0000125443","accepted","","Aspicilia","Megasporaceae","Pertusariales","Lecanoromycetes","Ascomycota","Fungi","DTOL"
"NHMSYS0000364668","NHMSYS0001486555","","UKSI","Lecidea lactea s. str.","Flörke ex Schaer.","Species","NBNORG0000125444","accepted","","Lecidea","Lecideaceae","Lecideales","Lecanoromycetes","Ascomycota","Fungi","DTOL"
"NHMSYS0000364677","NHMSYS0001487366","","UKSI","Lepraria incana s. str.","(L.) Ach.","Species","NBNORG0000125445","accepted","","Lepraria","Stereocaulaceae","Lecanorales","Lecanoromycetes","Ascomycota","Fungi","DTOL"
"NHMSYS0000364693","NHMSYS0001491015","","UKSI","Ochrolechia turneri s. str.","(Sm.) Hasselrot","Species","NBNORG0000125446","accepted","","Ochrolechia","Ochrolechiaceae","Pertusariales","Lecanoromycetes","Ascomycota","Fungi","DTOL"
"NHMSYS0000364730","BMSSYS0000015729","","UKSI","Punctelia subrudecta s. str.","(Nyl.) Krog","Species","NBNORG0000125447","accepted","","Punctelia","Parmeliaceae","Lecanorales","Lecanoromycetes","Ascomycota","Fungi","DTOL"
"NHMSYS0000377500","NHMSYS0020703997","","UKSI","Styloniscus mauritiensis","(Barnard, 1936)","Species","NBNORG0000052824","accepted","","Styloniscus","Styloniscidae","Isopoda","Malacostraca","Arthropoda","Animalia","DTOL"
"NHMSYS0000377644","NHMSYS0020528104","","UKSI","Arion ater seg.","(Linnaeus, 1758)","Species","NBNORG0000052903","accepted","","Arion","Arionidae","Pulmonata","Gastropoda","Mollusca","Animalia","DTOL"
"NHMSYS0000377648","NHMSYS0020528104","","UKSI","Arion lusitanicus seg.","Mabille, 1868","Species","NBNORG0000052906","accepted","","Arion","Arionidae","Pulmonata","Gastropoda","Mollusca","Animalia","DTOL"
"NHMSYS0000377650","NHMSYS0020528144","","UKSI","Cochlicopa lubrica seg.","(Müller, 1774)","Species","NBNORG0000052908","accepted","","Cochlicopa","Cochlicopidae","Pulmonata","Gastropoda","Mollusca","Animalia","DTOL"
"NHMSYS0000377654","NHMSYS0020527846","","UKSI","Limax flavus seg.","Linnaeus, 1758","Species","NBNORG0000052911","accepted","","Limax","Limacidae","Pulmonata","Gastropoda","Mollusca","Animalia","DTOL"
"NHMSYS0000377657","NHMSYS0001702156","","UKSI","Physa 'heterostropha'","","Species","NBNORG0000052913","accepted","","Physa","Physidae","Hygrophila","Gastropoda","Mollusca","Animalia","DTOL"
"NHMSYS0000377659","NHMSYS0001702247","","UKSI","Truncatellina cylindrica seg.","(Ferussac, 1807)","Species","NBNORG0000052915","accepted","","Truncatellina","Vertiginidae","Pulmonata","Gastropoda","Mollusca","Animalia","DTOL"
"NHMSYS0000377665","NHMSYS0000869670","","UKSI","Chrysoperla species A","(in press)","Species","NBNORG0000052916","accepted","","Chrysoperla","Chrysopidae","Neuroptera","Insecta","Arthropoda","Animalia","DTOL"
"NHMSYS0000455574","NHMSYS0000455572","","UKSI","Aconitum napellus","L.","Species","NBNORG0000052964","accepted","","Aconitum","Ranunculaceae","Ranunculales","Magnoliopsida","Tracheophyta","Plantae","DTOL"
"NHMSYS0000455625","NHMSYS0000455624","","UKSI","Aesculus carnea","J. Zeyh.","Species","NBNORG0000052989","accepted","","Aesculus","Sapindaceae","Sapindales","Magnoliopsida","Tracheophyta","Plantae","DTOL"
"NHMSYS0000456682","NHMSYS0000456656","","UKSI","Bromus pseudosecalinus","P.M. Sm.","Species","NBNORG0000053427","accepted","","Bromus","Poaceae","Poales","Magnoliopsida","Tracheophyta","Plantae","DTOL"
"NHMSYS0000456733","NHMSYS0000456728","","UKSI","Bupleurum subovatum","Link ex Spreng.","Species","NBNORG0000053442","accepted","","Bupleurum","Apiaceae","Apiales","Magnoliopsida","Tracheophyta","Plantae","DTOL"
"NHMSYS0000457090","NHMSYS0000457087","","UKSI","Ceratochloa marginata","(Nees ex Steud.) B.D. Jacks.","Species","NBNORG0000053595","accepted","","Ceratochloa","Poaceae","Poales","Magnoliopsida","Tracheophyta","Plantae","DTOL"
"NHMSYS0000457241","NHMSYS0000457240","","UKSI","Chasmanthe bicolor","(Gasp. ex Ten.) N.E. Br.","Species","NBNORG0000053638","accepted","","Chasmanthe","Iridaceae","Asparagales","Magnoliopsida","Tracheophyta","Plantae","DTOL"
"NHMSYS0000457554","NHMSYS0000457545","","UKSI","Cotoneaster amoenus","E.H. Wilson","Species","NBNORG0000053793","accepted","","Cotoneaster","Rosaceae","Rosales","Magnoliopsida","Tracheophyta","Plantae","DTOL"
"NHMSYS0000457556","NHMSYS0000457545","","UKSI","Cotoneaster ascendens","Flinck & B. Hylmö","Species","NBNORG0000053794","accepted","","Cotoneaster","Rosaceae","Rosales","Magnoliopsida","Tracheophyta","Plantae","DTOL"
"NHMSYS0000457559","NHMSYS0000457545","","UKSI","Cotoneaster bacillaris","Wall. ex Lindl.","Species","NBNORG0000053796","accepted","","Cotoneaster","Rosaceae","Rosales","Magnoliopsida","Tracheophyta","Plantae","DTOL"
"NHMSYS0000457566","NHMSYS0000457545","","UKSI","Cotoneaster calocarpus","(Rehder & E.H. Wilson) Flinck & B. Hylmö","Species","NBNORG0000053798","accepted","","Cotoneaster","Rosaceae","Rosales","Magnoliopsida","Tracheophyta","Plantae","DTOL"
