taxon_id	input	rank	suggested
9593	Gorrila gorrila	species	Gorilla gorilla
2489341	Strigops habroptilus	species	Strigops habroptila
282414	Suliformes	order	Squaliformes
	Cheloniidae	order	chiltoniidae	chthoniidae	chelonariidae
	Emydidae	order	empididae	embiidae	alydidae
	Chelidae	order	cleridae	xyelidae	neelidae
	Iguania (Chamaeleoninae)	order	iguana chamaeleontina
	Scincoidea	order	scirtoidea
	Gekkota 	order	gekko
	Dibamidae	order	dialidae	tinamidae
fOphBar	Opidion barbatum	species	Ophidion barbatum
8892	Trachiniformes	order	Apodiformes
72105	Sebastes umbosus	species	Sebastes umbrosus
10224	Saccoglossus kowalewski	species	Saccoglossus kowalevskii
	Enterogona	order	enterosora	enterocola	enteromonas
