ncbi_taxon_id	species	family	target_list_status	sequencing_status	project	long_list	family_representative	other_priority	sample_collected	sample_acquired	in_progress	data_generation	in_assembly	insdc_submitted	open	insdc_open	published
	Facelina rutila	Facelinidae	long_list		ATLASEA	ATLASEA											
	Facelinopsis marioni	Facelinidae	long_list		ATLASEA	ATLASEA											
	Calmella gaditana	Flabellinidae	long_list		ATLASEA	ATLASEA											
	Paraflabellina gabinierei	Flabellinidae	long_list		ATLASEA	ATLASEA											
	Goniodoris barroisi	Goniodorididae	long_list		ATLASEA	ATLASEA											
	Trapania fusca	Goniodorididae	long_list		ATLASEA	ATLASEA											
	Hero blanchardi	Heroidae	long_list		ATLASEA	ATLASEA											
	Eliotia souleyeti	Madrellidae	long_list		ATLASEA	ATLASEA											
	Atalodoris albonigra	Onchidorididae	long_list		ATLASEA	ATLASEA											
	Atalodoris depressa	Onchidorididae	long_list		ATLASEA	ATLASEA											
	Atalodoris inconspicua	Onchidorididae	long_list		ATLASEA	ATLASEA											
	Atalodoris oblonga	Onchidorididae	long_list		ATLASEA	ATLASEA											
	Atalodoris sparsa	Onchidorididae	long_list		ATLASEA	ATLASEA											
	Cephalopyge trematoides	Phylliroidae	long_list		ATLASEA	ATLASEA											
	Phylliroe lichtensteinii	Phylliroidae	long_list		ATLASEA	ATLASEA											
	Piseinotecus sphaeriferus	Piseinotecidae	long_list		ATLASEA	ATLASEA											
	Polycera maculata	Polyceridae	long_list		ATLASEA	ATLASEA											
	Limacia iberica	Polyceridae	long_list		ATLASEA	ATLASEA											
	Duvaucelia plebeia	Tritoniidae	long_list		ATLASEA	ATLASEA											
	Tritoniopsis cincta	Tritoniidae	long_list		ATLASEA	ATLASEA											
	Ammonicera andresi	Omalogyridae	long_list		ATLASEA	ATLASEA											
	Ammonicera columbretensis	Omalogyridae	long_list		ATLASEA	ATLASEA											
	Ammonicera fischeriana	Omalogyridae	long_list		ATLASEA	ATLASEA											
	Omalogyra simplex	Omalogyridae	long_list		ATLASEA	ATLASEA											
	Retrotortina fuscata	Omalogyridae	long_list		ATLASEA	ATLASEA											
	Lobiger serradifalci	Oxynoidae	long_list		ATLASEA	ATLASEA											
	Oxynoe olivacea	Oxynoidae	long_list		ATLASEA	ATLASEA											
	Pectinodonta maxima	Pectinodontidae	long_list		ATLASEA	ATLASEA											
	Berthella aurantiaca	Pleurobranchidae	long_list		ATLASEA	ATLASEA											
	Berthella elongata	Pleurobranchidae	long_list		ATLASEA	ATLASEA											
	Berthellina engeli	Pleurobranchidae	long_list		ATLASEA	ATLASEA											
	Berthellina quadridens	Pleurobranchidae	long_list		ATLASEA	ATLASEA											
	Paraclione flavescens	Clionidae	long_list		ATLASEA	ATLASEA											
	Thalassopterus zancleus	Clionidae	long_list		ATLASEA	ATLASEA											
	Corolla chrysosticta	Cymbuliidae	long_list		ATLASEA	ATLASEA											
	Auristomia erjaveciana	Pyramidellidae	long_list		ATLASEA	ATLASEA											
	Brachystomia carrozzai	Pyramidellidae	long_list		ATLASEA	ATLASEA											
	Brachystomia eulimoides	Pyramidellidae	long_list		ATLASEA	ATLASEA											
	Brachystomia scalaris	Pyramidellidae	long_list		ATLASEA	ATLASEA											
	Euparthenia bulinea	Pyramidellidae	long_list		ATLASEA	ATLASEA											
	Euparthenia humboldti	Pyramidellidae	long_list		ATLASEA	ATLASEA											
	Folinella excavata	Pyramidellidae	long_list		ATLASEA	ATLASEA											
	Jordaniella truncatula	Pyramidellidae	long_list		ATLASEA	ATLASEA											
	Megastomia alungata	Pyramidellidae	long_list		ATLASEA	ATLASEA											
	Odostomella bicincta	Pyramidellidae	long_list		ATLASEA	ATLASEA											
	Odostomia improbabilis	Pyramidellidae	long_list		ATLASEA	ATLASEA											
	Odostomia nardoi	Pyramidellidae	long_list		ATLASEA	ATLASEA											
	Odostomia turriculata	Pyramidellidae	long_list		ATLASEA	ATLASEA											
	Ondina anceps	Pyramidellidae	long_list		ATLASEA	ATLASEA											
	Ondina crystallina	Pyramidellidae	long_list		ATLASEA	ATLASEA											
	Ondina modiola	Pyramidellidae	long_list		ATLASEA	ATLASEA											
	Ondina vitrea	Pyramidellidae	long_list		ATLASEA	ATLASEA											
	Parthenina dollfusi	Pyramidellidae	long_list		ATLASEA	ATLASEA											
	Parthenina emaciata	Pyramidellidae	long_list		ATLASEA	ATLASEA											
	Parthenina multicostata	Pyramidellidae	long_list		ATLASEA	ATLASEA											
	Parthenina palazzii	Pyramidellidae	long_list		ATLASEA	ATLASEA											
	Parthenina penchynati	Pyramidellidae	long_list		ATLASEA	ATLASEA											
	Spiralina alpinoligustica	Pyramidellidae	long_list		ATLASEA	ATLASEA											
	Spiralina spiralis	Pyramidellidae	long_list		ATLASEA	ATLASEA											
	Tragula fenestrata	Pyramidellidae	long_list		ATLASEA	ATLASEA											
	Careliopsis modesta	Pyramidellidae	long_list		ATLASEA	ATLASEA											
	Eulimella cossignaniorum	Pyramidellidae	long_list		ATLASEA	ATLASEA											
	Eulimella hoeisaeteri	Pyramidellidae	long_list		ATLASEA	ATLASEA											
	Pyrgiscus jeffreysii	Pyramidellidae	long_list		ATLASEA	ATLASEA											
	Pyrgostylus striatulus	Pyramidellidae	long_list		ATLASEA	ATLASEA											
	Turbonilla gradata	Pyramidellidae	long_list		ATLASEA	ATLASEA											
	Turbonilla hamata	Pyramidellidae	long_list		ATLASEA	ATLASEA											
	Turbonilla paucistriata	Pyramidellidae	long_list		ATLASEA	ATLASEA											
	Ringicula ciommeii	Ringiculidae	long_list		ATLASEA	ATLASEA											
	Rissoella inflata	Rissoellidae	long_list		ATLASEA	ATLASEA											
	Runcina banyulensis	Runcinidae	long_list		ATLASEA	ATLASEA											
	Runcina capreensis	Runcinidae	long_list		ATLASEA	ATLASEA											
	Runcina elongata	Runcinidae	long_list		ATLASEA	ATLASEA											
	Runcina hansbechi	Runcinidae	long_list		ATLASEA	ATLASEA											
	Runcina kressae	Runcinidae	long_list		ATLASEA	ATLASEA											
	Runcina langei	Runcinidae	long_list		ATLASEA	ATLASEA											
	Runcina rotunda	Runcinidae	long_list		ATLASEA	ATLASEA											
	Danilia costellata	Chilodontaidae	long_list		ATLASEA	ATLASEA											
	Lischkeia alicei	Eucyclidae	long_list		ATLASEA	ATLASEA											
	Putzeysia wiseri	Eucyclidae	long_list		ATLASEA	ATLASEA											
	Akritogyra conspicua		long_list		ATLASEA	ATLASEA											
	Williamia gussoni	Siphonariidae	long_list		ATLASEA	ATLASEA											
	Calliostoma funiculatum	Calliostomatidae	long_list		ATLASEA	ATLASEA											
	Calliostoma gualterianum	Calliostomatidae	long_list		ATLASEA	ATLASEA											
	Calliostoma spongiarum	Calliostomatidae	long_list		ATLASEA	ATLASEA											
	Tricolia punctura	Phasianellidae	long_list		ATLASEA	ATLASEA											
	Dikoleps depressa	Skeneidae	long_list		ATLASEA	ATLASEA											
	Dikoleps marianae	Skeneidae	long_list		ATLASEA	ATLASEA											
	Dikoleps templadoi	Skeneidae	long_list		ATLASEA	ATLASEA											
	Dikoleps umbilicostriata	Skeneidae	long_list		ATLASEA	ATLASEA											
	Skenea catenoides	Skeneidae	long_list		ATLASEA	ATLASEA											
	Skenea costulata	Skeneidae	long_list		ATLASEA	ATLASEA											
	Skeneoides exilissima	Skeneidae	long_list		ATLASEA	ATLASEA											
	Gibbula drepanensis	Trochidae	long_list		ATLASEA	ATLASEA											
	Gibbula tantilla	Trochidae	long_list		ATLASEA	ATLASEA											
	Gibbula vimontiae	Trochidae	long_list		ATLASEA	ATLASEA											
	Jujubinus baudoni	Trochidae	long_list		ATLASEA	ATLASEA											
	Jujubinus unidentatus	Trochidae	long_list		ATLASEA	ATLASEA											
	Steromphala albida	Trochidae	long_list		ATLASEA	ATLASEA											
	Steromphala leucophaea	Trochidae	long_list		ATLASEA	ATLASEA											
	Steromphala racketti	Trochidae	long_list		ATLASEA	ATLASEA											
	Steromphala tumida	Trochidae	long_list		ATLASEA	ATLASEA											
	Tylodina duebenii	Tylodinidae	long_list		ATLASEA	ATLASEA											
	Spiricella unguiculus	Umbraculidae	long_list		ATLASEA	ATLASEA											
	Cerithidium submammillatum	Cerithiidae	long_list		ATLASEA	ATLASEA											
	Cerithium alucastrum	Cerithiidae	long_list		ATLASEA	ATLASEA											
	Cerithium protractum	Cerithiidae	long_list		ATLASEA	ATLASEA											
	Cerithium renovatum	Cerithiidae	long_list		ATLASEA	ATLASEA											
	Cerithium repandum	Cerithiidae	long_list		ATLASEA	ATLASEA											
	Cerithiopsis annae	Cerithiopsidae	long_list		ATLASEA	ATLASEA											
	Cerithiopsis carlottae	Cerithiopsidae	long_list		ATLASEA	ATLASEA											
	Cerithiopsis diadema	Cerithiopsidae	long_list		ATLASEA	ATLASEA											
	Cerithiopsis scalaris	Cerithiopsidae	long_list		ATLASEA	ATLASEA											
	Costulopsis denticulata	Cerithiopsidae	long_list		ATLASEA	ATLASEA											
	Costulopsis nana	Cerithiopsidae	long_list		ATLASEA	ATLASEA											
	Dizoniopsis concatenata	Cerithiopsidae	long_list		ATLASEA	ATLASEA											
	Dizoniopsis coppolae	Cerithiopsidae	long_list		ATLASEA	ATLASEA											
	Krachia cylindrata	Cerithiopsidae	long_list		ATLASEA	ATLASEA											
	Krachia tiara	Cerithiopsidae	long_list		ATLASEA	ATLASEA											
	Seila trilineata	Cerithiopsidae	long_list		ATLASEA	ATLASEA											
	Epitonium algerianum	Epitoniidae	long_list		ATLASEA	ATLASEA											
	Epitonium candidissimum	Epitoniidae	long_list		ATLASEA	ATLASEA											
	Epitonium finitimum	Epitoniidae	long_list		ATLASEA	ATLASEA											
	Epitonium linctum	Epitoniidae	long_list		ATLASEA	ATLASEA											
	Epitonium pulchellum	Epitoniidae	long_list		ATLASEA	ATLASEA											
	Epitonium spiniferum	Epitoniidae	long_list		ATLASEA	ATLASEA											
	Epitonium spirilla	Epitoniidae	long_list		ATLASEA	ATLASEA											
	Epitonium striatissimum	Epitoniidae	long_list		ATLASEA	ATLASEA											
	Epitonium vittatum	Epitoniidae	long_list		ATLASEA	ATLASEA											
	Gregorioiscala pachya	Epitoniidae	long_list		ATLASEA	ATLASEA											
	Opalia coronata	Epitoniidae	long_list		ATLASEA	ATLASEA											
	Petalopoma elisabettae	Siliquariidae	long_list		ATLASEA	ATLASEA											
	Tenagodus obtusus	Siliquariidae	long_list		ATLASEA	ATLASEA											
	Metaxia abrupta	Triphoridae	long_list		ATLASEA	ATLASEA											
	Monophorus alboranensis	Triphoridae	long_list		ATLASEA	ATLASEA											
	Monophorus thiriotae	Triphoridae	long_list		ATLASEA	ATLASEA											
	Obesula marisnostri	Triphoridae	long_list		ATLASEA	ATLASEA											
	Archimediella triplicata	Turritellidae	long_list		ATLASEA	ATLASEA											
	Turritella decipiens	Turritellidae	long_list		ATLASEA	ATLASEA											
	Callochiton doriae	Callochitonidae	long_list		ATLASEA	ATLASEA											
	Acanthochitona oblonga	Acanthochitonidae	long_list		ATLASEA	ATLASEA											
	Acanthochitona pilosa	Acanthochitonidae	long_list		ATLASEA	ATLASEA											
	Rhyssoplax corallina	Chitonidae	long_list		ATLASEA	ATLASEA											
	Stenosemus dolii	Ischnochitonidae	long_list		ATLASEA	ATLASEA											
	Lepidochitona furtiva	Lepidochitonidae	long_list		ATLASEA	ATLASEA											
	Lepidochitona monterosatoi	Lepidochitonidae	long_list		ATLASEA	ATLASEA											
	Belknapchiton alveolus	Leptochitonidae	long_list		ATLASEA	ATLASEA											
	Leptochiton cimicoides	Leptochitonidae	long_list		ATLASEA	ATLASEA											
	Parachiton africanus	Leptochitonidae	long_list		ATLASEA	ATLASEA											
	Episiphon filum	Gadilinidae	long_list		ATLASEA	ATLASEA											
	Bathycadulus segonzaci	Gadilidae	long_list		ATLASEA	ATLASEA											
	Cadulus gracilis	Gadilidae	long_list		ATLASEA	ATLASEA											
	Cadulus unilobatus	Gadilidae	long_list		ATLASEA	ATLASEA											
	Dischides politus	Gadilidae	long_list		ATLASEA	ATLASEA											
	Gadila celtica	Gadilidae	long_list		ATLASEA	ATLASEA											
	Paragymnomenia richardi	Amphimeniidae	long_list		ATLASEA	ATLASEA											
	Ichthyomenia ichthyodes	Dondersiidae	long_list		ATLASEA	ATLASEA											
	Stylomenia salvatori	Dondersiidae	long_list		ATLASEA	ATLASEA											
	Pararrhopalia pruvoti	Pruvotinidae	long_list		ATLASEA	ATLASEA											
	Pruvotia sopita	Rhopalomeniidae	long_list		ATLASEA	ATLASEA											
	Kruppomenia delta	Simrothiellidae	long_list		ATLASEA	ATLASEA											
	Kruppomenia levis	Simrothiellidae	long_list		ATLASEA	ATLASEA											
	Simrothiella vasconiensis	Simrothiellidae	long_list		ATLASEA	ATLASEA											
	Axonolaimus tirrenicus	Axonolaimidae	long_list		ATLASEA	ATLASEA											
	Odontophora fatisca	Axonolaimidae	long_list		ATLASEA	ATLASEA											
	Odontophora paratenuicaudata	Axonolaimidae	long_list		ATLASEA	ATLASEA											
	Parodontophora marina	Axonolaimidae	long_list		ATLASEA	ATLASEA											
	Comesoma simile	Comesomatidae	long_list		ATLASEA	ATLASEA											
	Comesoma vulgare	Comesomatidae	long_list		ATLASEA	ATLASEA											
	Dorylaimopsis mediterranea	Comesomatidae	long_list		ATLASEA	ATLASEA											
	Hopperia massiliensis	Comesomatidae	long_list		ATLASEA	ATLASEA											
	Laimella longicaudata	Comesomatidae	long_list		ATLASEA	ATLASEA											
	Laimella minuta	Comesomatidae	long_list		ATLASEA	ATLASEA											
	Laimella vera	Comesomatidae	long_list		ATLASEA	ATLASEA											
	Minolaimus cervoides	Comesomatidae	long_list		ATLASEA	ATLASEA											
	Minolaimus lineatus	Comesomatidae	long_list		ATLASEA	ATLASEA											
	Pierrickia decasetosa	Comesomatidae	long_list		ATLASEA	ATLASEA											
	Sabatieria conicauda	Comesomatidae	long_list		ATLASEA	ATLASEA											
	Sabatieria granulosa	Comesomatidae	long_list		ATLASEA	ATLASEA											
	Sabatieria lepida	Comesomatidae	long_list		ATLASEA	ATLASEA											
	Sabatieria pisinna	Comesomatidae	long_list		ATLASEA	ATLASEA											
	Sabatieria sarcina	Comesomatidae	long_list		ATLASEA	ATLASEA											
	Sabatieria stekhoveni	Comesomatidae	long_list		ATLASEA	ATLASEA											
	Sabatieria vasicola	Comesomatidae	long_list		ATLASEA	ATLASEA											
	Coninckia mediterranea	Coninckiidae	long_list		ATLASEA	ATLASEA											
	Pseudaraeolaimus cassidaigniensis	Diplopeltidae	long_list		ATLASEA	ATLASEA											
	Pseudaraeolaimus laminata	Diplopeltidae	long_list		ATLASEA	ATLASEA											
	Southerniella allometrica	Diplopeltidae	long_list		ATLASEA	ATLASEA											
	Mudwigglus minutus	Diplopeltidae	long_list		ATLASEA	ATLASEA											
	Chromadorina demani	Chromadoridae	long_list		ATLASEA	ATLASEA											
	Prochromadorella actuaria	Chromadoridae	long_list		ATLASEA	ATLASEA											
	Prochromadorella mediterranea	Chromadoridae	long_list		ATLASEA	ATLASEA											
	Prochromadorella subterranea	Chromadoridae	long_list		ATLASEA	ATLASEA											
	Actinonema fidatum	Chromadoridae	long_list		ATLASEA	ATLASEA											
	Trochamus carinatus	Chromadoridae	long_list		ATLASEA	ATLASEA											
	Chromadorita obliqua	Chromadoridae	long_list		ATLASEA	ATLASEA											
	Ptycholaimellus jacobi	Chromadoridae	long_list		ATLASEA	ATLASEA											
	Acantholaimus akvavitus	Chromadoridae	long_list		ATLASEA	ATLASEA											
	Acantholaimus arminius	Chromadoridae	long_list		ATLASEA	ATLASEA											
	Acantholaimus cyathibucca	Chromadoridae	long_list		ATLASEA	ATLASEA											
	Acantholaimus gigantasetosus	Chromadoridae	long_list		ATLASEA	ATLASEA											
	Acantholaimus incomptus	Chromadoridae	long_list		ATLASEA	ATLASEA											
	Acantholaimus iubilus	Chromadoridae	long_list		ATLASEA	ATLASEA											
	Acantholaimus maks	Chromadoridae	long_list		ATLASEA	ATLASEA											
	Acantholaimus megamphis	Chromadoridae	long_list		ATLASEA	ATLASEA											
	Acantholaimus minutus	Chromadoridae	long_list		ATLASEA	ATLASEA											
	Acantholaimus obviatus	Chromadoridae	long_list		ATLASEA	ATLASEA											
	Acantholaimus quintus	Chromadoridae	long_list		ATLASEA	ATLASEA											
	Acantholaimus septimus	Chromadoridae	long_list		ATLASEA	ATLASEA											
	Acantholaimus setosus	Chromadoridae	long_list		ATLASEA	ATLASEA											
	Acantholaimus spinicauda	Chromadoridae	long_list		ATLASEA	ATLASEA											
	Cyatholaimus oculatus	Cyatholaimidae	long_list		ATLASEA	ATLASEA											
	Cyatholaimus prinzi	Cyatholaimidae	long_list		ATLASEA	ATLASEA											
	Longicyatholaimus cervoides	Cyatholaimidae	long_list		ATLASEA	ATLASEA											
	Longicyatholaimus falcatus	Cyatholaimidae	long_list		ATLASEA	ATLASEA											
	Marylynnia bellula	Cyatholaimidae	long_list		ATLASEA	ATLASEA											
	Acanthonchus pugionatus	Cyatholaimidae	long_list		ATLASEA	ATLASEA											
	Paracanthonchus barka	Cyatholaimidae	long_list		ATLASEA	ATLASEA											
	Paracanthonchus tyrrhenicus	Cyatholaimidae	long_list		ATLASEA	ATLASEA											
	Craspodema octogoniata	Cyatholaimidae	long_list		ATLASEA	ATLASEA											
	Neotonchus cupulatus	Ethmolaimidae	long_list		ATLASEA	ATLASEA											
	Neotonchus pseudocorcundus	Ethmolaimidae	long_list		ATLASEA	ATLASEA											
	Neotonchus vitielloi	Ethmolaimidae	long_list		ATLASEA	ATLASEA											
	Choniolaimus crassus	Selachinematidae	long_list		ATLASEA	ATLASEA											
	Gammanema mediterraneum	Selachinematidae	long_list		ATLASEA	ATLASEA											
	Halichoanolaimus lanceolatus	Selachinematidae	long_list		ATLASEA	ATLASEA											
	Latronema orcinum	Selachinematidae	long_list		ATLASEA	ATLASEA											
	Richtersia spicana	Selachinematidae	long_list		ATLASEA	ATLASEA											
	Synonchium obtusum	Selachinematidae	long_list		ATLASEA	ATLASEA											
	Synonema cosmopoliticum	Aponchiidae	long_list		ATLASEA	ATLASEA											
	Acanthopharynx affinis	Desmodoridae	long_list		ATLASEA	ATLASEA											
	Acanthopharynx perarmata	Desmodoridae	long_list		ATLASEA	ATLASEA											
	Desmodora conica	Desmodoridae	long_list		ATLASEA	ATLASEA											
	Molgolaimus lazonus	Desmodoridae	long_list		ATLASEA	ATLASEA											
	Molgolaimus parallgeni	Desmodoridae	long_list		ATLASEA	ATLASEA											
	Metachromadora quadribulba	Desmodoridae	long_list		ATLASEA	ATLASEA											
	Onyx monstrosum	Desmodoridae	long_list		ATLASEA	ATLASEA											
	Perspiria flagellata	Desmodoridae	long_list		ATLASEA	ATLASEA											
	Epsilonema lasium	Epsilonematidae	long_list		ATLASEA	ATLASEA											
	Epsilonema spinulosum	Epsilonematidae	long_list		ATLASEA	ATLASEA											
	Metepsilonema amphidoxum	Epsilonematidae	long_list		ATLASEA	ATLASEA											
	Metepsilonema callosum	Epsilonematidae	long_list		ATLASEA	ATLASEA											
	Metepsilonema comptum	Epsilonematidae	long_list		ATLASEA	ATLASEA											
	Metepsilonema corrugatum	Epsilonematidae	long_list		ATLASEA	ATLASEA											
	Metepsilonema hagmeieri	Epsilonematidae	long_list		ATLASEA	ATLASEA											
	Metepsilonema volutum	Epsilonematidae	long_list		ATLASEA	ATLASEA											
	Perepsilonema coomansi	Epsilonematidae	long_list		ATLASEA	ATLASEA											
	Perepsilonema crassum	Epsilonematidae	long_list		ATLASEA	ATLASEA											
	Perepsilonema longispiculosum	Epsilonematidae	long_list		ATLASEA	ATLASEA											
	Perepsilonema mediterraneum	Epsilonematidae	long_list		ATLASEA	ATLASEA											
	Leptepsilonema antonioi	Epsilonematidae	long_list		ATLASEA	ATLASEA											
	Leptepsilonema dauvini	Epsilonematidae	long_list		ATLASEA	ATLASEA											
	Desmoscolex asetosus	Desmoscolecidae	long_list		ATLASEA	ATLASEA											
	Desmoscolex deconincki	Desmoscolecidae	long_list		ATLASEA	ATLASEA											
	Desmoscolex eurycricus	Desmoscolecidae	long_list		ATLASEA	ATLASEA											
	Desmoscolex geraerti	Desmoscolecidae	long_list		ATLASEA	ATLASEA											
	Desmoscolex longisetosus	Desmoscolecidae	long_list		ATLASEA	ATLASEA											
	Desmoscolex macrophasmatus	Desmoscolecidae	long_list		ATLASEA	ATLASEA											
	Desmoscolex minutus	Desmoscolecidae	long_list		ATLASEA	ATLASEA											
	Desmoscolex multiannulatus	Desmoscolecidae	long_list		ATLASEA	ATLASEA											
	Desmoscolex paralongisetosus	Desmoscolecidae	long_list		ATLASEA	ATLASEA											
	Desmoscolex petalodes	Desmoscolecidae	long_list		ATLASEA	ATLASEA											
	Desmoscolex roscoffiensis	Desmoscolecidae	long_list		ATLASEA	ATLASEA											
	Desmoscolex segonzaci	Desmoscolecidae	long_list		ATLASEA	ATLASEA											
	Haptotricoma boucheri	Desmoscolecidae	long_list		ATLASEA	ATLASEA											
	Quadricoma cobbi	Desmoscolecidae	long_list		ATLASEA	ATLASEA											
	Quadricoma gascognensis	Desmoscolecidae	long_list		ATLASEA	ATLASEA											
	Quadricoma trigintatres	Desmoscolecidae	long_list		ATLASEA	ATLASEA											
	Tricoma brevichaeta	Desmoscolecidae	long_list		ATLASEA	ATLASEA											
	Tricoma islandica	Desmoscolecidae	long_list		ATLASEA	ATLASEA											
	Tricoma steineri	Desmoscolecidae	long_list		ATLASEA	ATLASEA											
	Metalinhomoeus biratus	Linhomoeidae	long_list		ATLASEA	ATLASEA											
	Metalinhomoeus paratypicus	Linhomoeidae	long_list		ATLASEA	ATLASEA											
	Metalinhomoeus parvasetosus	Linhomoeidae	long_list		ATLASEA	ATLASEA											
	Terschellingia capitata	Linhomoeidae	long_list		ATLASEA	ATLASEA											
	Anticyclus gigas	Linhomoeidae	long_list		ATLASEA	ATLASEA											
	Didelta longicaudatum	Linhomoeidae	long_list		ATLASEA	ATLASEA											
	Didelta scutellatum	Linhomoeidae	long_list		ATLASEA	ATLASEA											
	Disconema longamphida	Linhomoeidae	long_list		ATLASEA	ATLASEA											
	Disconema longicaudatum	Linhomoeidae	long_list		ATLASEA	ATLASEA											
	Disconema minutum	Linhomoeidae	long_list		ATLASEA	ATLASEA											
	Linhomoeus anteporus	Linhomoeidae	long_list		ATLASEA	ATLASEA											
	Linhomoeus caxinus	Linhomoeidae	long_list		ATLASEA	ATLASEA											
	Linhomoeus filiformis	Linhomoeidae	long_list		ATLASEA	ATLASEA											
	Linhomoeus lepturus	Linhomoeidae	long_list		ATLASEA	ATLASEA											
	Sphaerocephalum chabaudi	Linhomoeidae	long_list		ATLASEA	ATLASEA											
	Eumonhystera macramphis	Monhysteridae	long_list		ATLASEA	ATLASEA											
	Siphonolaimus banyulensis	Siphonolaimidae	long_list		ATLASEA	ATLASEA											
	Sphaerolaimus glaphyrus	Sphaerolaimidae	long_list		ATLASEA	ATLASEA											
	Sphaerolaimus minutus	Sphaerolaimidae	long_list		ATLASEA	ATLASEA											
	Sphaerolaimus paragracilis	Sphaerolaimidae	long_list		ATLASEA	ATLASEA											
	Sphaerolaimus profundus	Sphaerolaimidae	long_list		ATLASEA	ATLASEA											
	Parasphaerolaimus dispar	Sphaerolaimidae	long_list		ATLASEA	ATLASEA											
	Daptonema circulum	Xyalidae	long_list		ATLASEA	ATLASEA											
	Daptonema paratortum	Xyalidae	long_list		ATLASEA	ATLASEA											
	Daptonema planiere	Xyalidae	long_list		ATLASEA	ATLASEA											
	Daptonema prominens	Xyalidae	long_list		ATLASEA	ATLASEA											
	Daptonema pseudotortum	Xyalidae	long_list		ATLASEA	ATLASEA											
	Elzalia mediterranea	Xyalidae	long_list		ATLASEA	ATLASEA											
	Paramonohystera pilosa	Xyalidae	long_list		ATLASEA	ATLASEA											
	Rhynchonema ambianorum	Xyalidae	long_list		ATLASEA	ATLASEA											
	Rhynchonema ceramotos	Xyalidae	long_list		ATLASEA	ATLASEA											
	Rhynchonema quemer	Xyalidae	long_list		ATLASEA	ATLASEA											
	Steineria longicaudata	Xyalidae	long_list		ATLASEA	ATLASEA											
	Theristus longisetosus	Xyalidae	long_list		ATLASEA	ATLASEA											
	Theristus monstrosus	Xyalidae	long_list		ATLASEA	ATLASEA											
	Theristus roscoffiensis	Xyalidae	long_list		ATLASEA	ATLASEA											
	Trophomera diploptera	Benthimermithidae	long_list		ATLASEA	ATLASEA											
	Trophomera hopei	Benthimermithidae	long_list		ATLASEA	ATLASEA											
	Trophomera leptosoma	Benthimermithidae	long_list		ATLASEA	ATLASEA											
	Dagda bipapillata	Camacolaimidae	long_list		ATLASEA	ATLASEA											
	Procamacolaimus acer	Camacolaimidae	long_list		ATLASEA	ATLASEA											
	Procamacolaimus profundus	Camacolaimidae	long_list		ATLASEA	ATLASEA											
	Metadasynemella cassidiniensis	Ceramonematidae	long_list		ATLASEA	ATLASEA											
	Metadasynemella elegans	Ceramonematidae	long_list		ATLASEA	ATLASEA											
	Metadasynemella falciphalla	Ceramonematidae	long_list		ATLASEA	ATLASEA											
	Metadasynemella macrophalla	Ceramonematidae	long_list		ATLASEA	ATLASEA											
	Ceramonema chitwoodi	Ceramonematidae	long_list		ATLASEA	ATLASEA											
	Ceramonema filipjevi	Ceramonematidae	long_list		ATLASEA	ATLASEA											
	Ceramonema salsicum	Ceramonematidae	long_list		ATLASEA	ATLASEA											
	Ceramonema undulatum	Ceramonematidae	long_list		ATLASEA	ATLASEA											
	Pselionema deconincki	Ceramonematidae	long_list		ATLASEA	ATLASEA											
	Pselionema detriticola	Ceramonematidae	long_list		ATLASEA	ATLASEA											
	Pselionema dissimile	Ceramonematidae	long_list		ATLASEA	ATLASEA											
	Pselionema minutum	Ceramonematidae	long_list		ATLASEA	ATLASEA											
	Pselionema parasimplex	Ceramonematidae	long_list		ATLASEA	ATLASEA											
	Pselionema richardi	Ceramonematidae	long_list		ATLASEA	ATLASEA											
	Pselionema simile	Ceramonematidae	long_list		ATLASEA	ATLASEA											
	Pselionema simplex	Ceramonematidae	long_list		ATLASEA	ATLASEA											
	Diplopeltoides bulbosus	Diplopeltoididae	long_list		ATLASEA	ATLASEA											
	Setoplectus gerlachi	Haliplectidae	long_list		ATLASEA	ATLASEA											
	Antomicron profundum	Leptolaimidae	long_list		ATLASEA	ATLASEA											
	Leptolaimoides tubulosus	Leptolaimidae	long_list		ATLASEA	ATLASEA											
	Leptolaimus alatus	Leptolaimidae	long_list		ATLASEA	ATLASEA											
	Leptolaimus pumicosus	Leptolaimidae	long_list		ATLASEA	ATLASEA											
	Leptolaimus vinnulus	Leptolaimidae	long_list		ATLASEA	ATLASEA											
	Leptolaimus vitielloi	Leptolaimidae	long_list		ATLASEA	ATLASEA											
	Rhadinema timmi	Rhadinematidae	long_list		ATLASEA	ATLASEA											
	Tarvaia cladara	Tarvaiidae	long_list		ATLASEA	ATLASEA											
	Contracaecum pedum	Anisakidae	long_list		ATLASEA	ATLASEA											
	Goezia ascaroides	Anisakidae	long_list		ATLASEA	ATLASEA											
	Aphelenchoides christinae	Aphelenchoididae	long_list		ATLASEA	ATLASEA											
	Cucullanus cirratus	Cucullanidae	long_list		ATLASEA	ATLASEA											
	Cucullanus heterochrous	Cucullanidae	long_list		ATLASEA	ATLASEA											
	Cucullanus longicollis	Cucullanidae	long_list		ATLASEA	ATLASEA											
	Cucullanus micropapillatus	Cucullanidae	long_list		ATLASEA	ATLASEA											
	Cucullanus truttae	Cucullanidae	long_list		ATLASEA	ATLASEA											
	Dichelyne minutus	Cucullanidae	long_list		ATLASEA	ATLASEA											
	Dichelyne tripapillatus	Cucullanidae	long_list		ATLASEA	ATLASEA											
	Spinitectus inermis	Cystidicolidae	long_list		ATLASEA	ATLASEA											
