	NCBI_taxon_id	Genus	species	family	target_list_status	sequencing_status	synonym	project	Sample located	data_generation	in_assembly	insdc_submitted	sample_acquired	family_representative	long_list	other_priority
34		Norana	najaformis	Hormogastridae	long_list	data_generation		CBP		CBP			CBP		CBP	
