"lfd. Nr","Überfamilie","Familie","Unterfamilie","Tribus","Subtribus","Gattung","Art","Autoren","Trivialnamen (meist deutsche Namen)","KR-Nr.","GUID","Anmer-kung zum Artstatus","zu löschen!","Änderungs-Datum","Kommentar Änderung gegenüber Version 1 vom 4. Februar 2017","Anmerkung Faunistik Europa","Vorkommen in Europa sensu Fauna Europaea","Vorkommen in Europa i.w.S.","D","CH","A","Hinweis auf eingeschränkte Verbreitung","Anzahl Länder mit Nachweisen","Lebendbild","Diagnosebild"
"290","Nepticuloidea","Nepticulidae","Nepticulinae","Trifurculini","","Muhabbetana","vincamajorella","(Hartig, 1964)","","249","4adf3711-1042-4024-abe5-b3da26cfb4bd","","","","","","etabliert","etabliert","","","","nur Italien","1","","Ja"
"292","Nepticuloidea","Nepticulidae","Nepticulinae","Trifurculini","","Muhabbetana","tergestina","(Klimesch, 1940)","","251","2f377802-adeb-4489-acb6-0cd55521c0d0","","zu löschen!","19/01/2021","(bei K+R 1996 als Ectoedemia tergestina): Synonym zu Muhabbetana euphorbiella","","[-]","[-]","","","","","","[-]","[-]"
"316","Nepticuloidea","Nepticulidae","Nepticulinae","Trifurculini","","Etainia","obtusa","(Puplesis & Diškus, 1996)","","00247a","77a84193-9d9a-4504-95ac-c52732281b9b","","","","","","etabliert","etabliert","","","","nur Mittelmeerraum","4","",""
"320","Nepticuloidea","Nepticulidae","Nepticulinae","Trifurculini","","Zimmermannia","hispanica","van Nieukerken, 1985","","263","d236f314-7a38-4d26-92d2-47cd075d8edc","","","","","","etabliert","etabliert","","","","","3","","Ja"
"321","Nepticuloidea","Nepticulidae","Nepticulinae","Trifurculini","","Zimmermannia","monemvasiae","van Nieukerken, 1985","","264","c8c4fefd-c8d0-4802-ad0b-3692f87e1e1b","","","","","","etabliert","etabliert","","","","nur Griechenland (inkl. Inseln)","2","",""
"323","Nepticuloidea","Nepticulidae","Nepticulinae","Trifurculini","","Zimmermannia","liguricella","Klimesch, 1953","","266","4ff542e3-7a24-4e92-880f-0ba5be678820","","","","","","etabliert","etabliert","","","","","4","","Ja"
"325","Nepticuloidea","Nepticulidae","Nepticulinae","Trifurculini","","Zimmermannia","vivesi","Laštůvka, Laštůvka & van Nieukerken, 2010","","00266b","f01fc609-c131-4951-a184-46c04d907a7a","","","","","","etabliert","etabliert","","","","nur Mittelmeerraum","2","",""
"330","Nepticuloidea","Nepticulidae","Nepticulinae","Trifurculini","","Ectoedemia","similigena","Puplesis, 1994","","271","585e8e64-f8e1-414a-80b3-b247e5155a18","","zu löschen!","19/01/2021","Synonym zu Ectoedemia turbidella","","[-]","[-]","","","","","","[-]","[-]"
"373","Nepticuloidea","Opostegidae","Opostegoidinae","","","Opostegoides","menthinella","(Mann, 1855)","","312","2d52a48f-b32a-4229-bd75-8d2d9c4aef0d","","","","","","etabliert","etabliert","","","","","9","",""
"377","Nepticuloidea","Opostegidae","Oposteginae","","","Pseudopostega","gnathosmagnella","Nel & Varenne, 2021","","00319a","071e1e2f-e637-4f11-8c9d-e0fae0ea41c8","","","08/01/2022","neu beschriebene Art","","etabliert","etabliert","","","","nur Frankreich","1","",""
"383","Adeloidea","Heliozelidae","","","","Heliozela","lithargyrellum","(Zeller, 1850)","","332","5ad04c83-3a00-4f1a-be4d-1429d685c040","","","","","D-CH-A","etabliert","etabliert","?","","","","6","","Ja"
"401","Adeloidea","Adelidae","Adelinae","","","Nemophora","basella","(Eversmann, 1844)","","343","942cc5e0-8527-4d23-a984-ec6697025f26","","","","","","etabliert","etabliert","","","","","2","Ja","Ja"
"402","Adeloidea","Adelidae","Adelinae","","","Nemophora","raddaella","(Hübner, 1793)","Raddas Langhornfalter, Raddas Langhornmotte, Raddasche Schabe","345","294d97ae-3908-4802-813e-99f3ffaa15e9","","","21/12/2018","versehentlich fehlendes A-Fähnchen gehisst","D-CH-A","etabliert","etabliert","","C","A","","19","Ja","Ja"
"404","Adeloidea","Adelidae","Adelinae","","","Nemophora","pfeifferella","(Hübner, [1813])","Großer Abbiss-Langhornfalter","347","3733a83c-4f44-4664-9908-bc2dca32cea7","","","","","D-CH-A","etabliert","etabliert","D","","A","","16","Ja","Ja"
"405","Adeloidea","Adelidae","Adelinae","","","Nemophora","istrianellus","(Heydenreich, 1851)","","348","facbaac5-6845-42e5-a439-57562a066f70","","","","","","etabliert","etabliert","","","","","6","","Ja"
"408","Adeloidea","Adelidae","Adelinae","","","Nemophora","prodigellus","(Zeller, 1853)","Heilziest-Langhornfalter","351","e9079a7b-0433-4cf7-9fd7-8b7590927eec","","","","","D-CH-A","etabliert","etabliert","D","C","A","","17","Ja","Ja"
"410","Adeloidea","Adelidae","Adelinae","","","Nemophora","annae","(Zeller, 1853)","","353","9c7f412c-14af-4821-bc61-32e38c3a1b0c","","zu löschen!","19/01/2021","Synonym zu Nemophora fasciella","","[-]","[-]","","","","","","[-]","[-]"
"411","Adeloidea","Adelidae","Adelinae","","","Nemophora","barbatellus","(Zeller, 1847)","","354","9c9a7bb6-0090-4e03-9371-ae437069ec7f","","","","","","etabliert","etabliert","","","","","11","Ja","Ja"
"412","Adeloidea","Adelidae","Adelinae","","","Nemophora","mollella","(Hübner, [1816])","","355","1cd070ad-3ff1-4c44-addb-c0bbc351c808","","","","","","etabliert","etabliert","","","","","9","","Ja"
"415","Adeloidea","Adelidae","Adelinae","","","Nemophora","albiciliellus","(Staudinger, 1859)","","358","c2879717-cd4e-4965-b7cf-be71e9e938d2","","","","","","etabliert","etabliert","","","","","3","Ja","Ja"
"418","Adeloidea","Adelidae","Adelinae","","","Adela","mazzolella","(Hübner, 1796)","","361","67aa1e83-9326-4844-a190-5f41a7125a86","","","17/11/2018","1801 ==> 1796","D-CH-A","etabliert","etabliert","D","","A","","15","Ja","Ja"
"419","Adeloidea","Adelidae","Adelinae","","","Adela","homalella","Staudinger, 1859","","362","f3c42b2e-ae7c-4644-8eb6-8dbaa0f2b961","","","06/12/2021","vergessenes A-Fähnchen gehisst","D-CH-A","etabliert","etabliert","","","A","","7","","Ja"
"420","Adeloidea","Adelidae","Adelinae","","","Adela","paludicolella","Zeller, 1850","","363","1c97b157-61c7-48f2-a111-192478d4c174","","","","","","etabliert","etabliert","","","","","11","Ja","Ja"
"424","Adeloidea","Adelidae","Adelinae","","","Adela","pantherella","Guenée, 1849","","367","5036c1e0-0196-45d6-9152-1e9531ab770c","","","","","anscheinend ohne konkrete Fundmeldung aus Spanien; Vorkommen in Europa daher unsicher!","Vorkommen fraglich","Vorkommen fraglich","","","","nur Spanien","1","","Ja"
"425","Adeloidea","Adelidae","Adelinae","","","Adela","collicolella","Walsingham, 1904","","369","a7a068dc-c040-4040-b1a0-0a87a6aacd60","","","","","","etabliert","etabliert","","","","nur Iberische Halbinsel","2","Ja","Ja"
"426","Adeloidea","Adelidae","Adelinae","","","Adela","australis","(Heydenreich, 1851)","","370","50b53046-d2c5-4029-8086-f1bd7b9276d9","","","","","D-CH-A","etabliert","etabliert","","C","","","9","Ja","Ja"
"428","Adeloidea","Adelidae","Adelinae","","","Adela","repetitella","Mann, 1861","","00371a","b42d4d7b-94a5-43d4-ae61-5d7f77ce35ba","","","","","Vorkommen in Europa fraglich: ehemaliges Vorkommen in Griechenland und Serbien fraglich (Belegtiere vorhanden, Herkunft aber fraglich), Einzeltier aus RU-eu vermutlich fehlbestimmt, Angabe aus PT sicher falsch","Vorkommen fraglich","Vorkommen fraglich","","","","","4","Ja","Ja"
"429","Adeloidea","Adelidae","Adelinae","","","Cauchas","tridesma","(Meyrick, 1912)","","373","07a5dd40-9b3d-46e6-890a-4a87c91f3e38","","","","","","etabliert","etabliert","","","","nur Russland","1","","Ja"
"430","Adeloidea","Adelidae","Adelinae","","","Cauchas","florella","(Staudinger, 1871)","","374","f75b3ec3-ae58-4af2-a522-a2763eb2f027","","","","","","etabliert","etabliert","","","","nur Russland/Nordkaukasus","2","","Ja"
"435","Adeloidea","Adelidae","Adelinae","","","Cauchas","anatolica","(Rebel, 1902)","","379","39a012ed-1575-4010-bd5f-133d04f66736","","","","","","etabliert","etabliert","","","","nur Griechenland","1","Ja","Ja"
"438","Adeloidea","Adelidae","Adelinae","","","Cauchas","uhrikmeszarosiella","(Szent-Ivány, 1945)","","381","a3358206-a010-454f-8512-c49fa8fd676d","","zu löschen!","10/03/2021","Neuaufnahme als Synonymseite: Synonym zu Cauchas rufimitrella","","[-]","[-]","","","","","","[-]","[-]"
"439","Adeloidea","Adelidae","Adelinae","","","Cauchas","canalella","(Eversmann, 1844)","","344","0f6a9321-f3b4-4676-bb67-17f78ef75208","","","","","","etabliert","etabliert","","","","nur Russland","1","","Ja"
"441","Adeloidea","Adelidae","Nematopogoninae","","","Nematopogon","caliginella","Varenne & Nel, 2018","","00393b","fea5277c-1d3d-47e1-95b7-2e3ddb1641b4","","zu löschen!","03.06.2018 und 09.03.2021","neu beschriebene Art; zu streichen: Synonym zu Nemapogon pilella","","[-]","[-]","","","","","","[-]","[-]"
"445","Adeloidea","Adelidae","Nematopogoninae","","","Nematopogon","caucasica","(Rebel, 1893)","","00389b","e4c08ea3-9c92-49c1-89be-95443a625bec","","","05/10/2020","neu für Europa s.l. aufgenommen (Nordkaukasus)","Nordkaukasus","[nein]","etabliert: nur Nordkaukasus","","","","nur Nordkaukasus","1","",""
"446","Adeloidea","Adelidae","Nematopogoninae","","","Nematopogon","prolai","(Hartig, 1941)","","386","aaf36d2e-260c-4ddf-9411-c627b3ddd9e1","","","14/05/2019","jetzt wieder bona species (zuvor Synonym von N. adansoniella)","","etabliert","etabliert","","","","nur Italien","1","","Ja"
"447","Adeloidea","Adelidae","Nematopogoninae","","","Nematopogon","garganellus","Bryner & Huemer, 2019","","00389a","c40a4f79-bfa0-4701-91ae-6acd0cc43137","","","14/05/2019","neu beschriebene Art","","etabliert","etabliert","","","","nur Italien","1","","Ja"
"450","Adeloidea","Adelidae","Nematopogoninae","","","Nematopogon","sericinellus","Zeller, 1847","","392","8211b808-ad31-41a6-b7e5-fe22bb44b411","","","","","","etabliert","etabliert","","","","nur Mittelmeerraum","2","","Ja"
"453","Adeloidea","Adelidae","Nematopogoninae","","","Nematopogon","argentellus","Leraut & Leraut, 2015","","00392b","4abedf36-9462-4416-89b0-9e918ac20bc9","","","","","","etabliert","etabliert","","","","nur Frankreich","1","Ja","Ja"
"454","Adeloidea","Incurvariidae","Incurvariinae","","","Vespina","slovaciella","(Zagulajev & Tokár, 1990)","","416","51948514-fcff-4cd2-b8e8-95bb29ed4784","","","","","","etabliert","etabliert","","","","","2","","Ja"
"455","Adeloidea","Incurvariidae","Incurvariinae","","","Paraclemensia","cyanella","(Zeller, 1850)","","419","bfed63f0-7ae5-4c2b-acb7-d9b4a701124d","","","","","D-CH-A","etabliert","etabliert","","","e","","5","","Ja"
"457","Adeloidea","Incurvariidae","Incurvariinae","","","Alloclemensia","devotella","(Rebel, 1893)","","00421a","8eb1da17-8cca-4f12-9311-65f24b50498c","","","05/10/2020","neu für Europa s.l. aufgenommen (Nordkaukasus)","Nordkaukasus","[nein]","etabliert: nur Nordkaukasus","","","","nur Nordkaukasus","1","","Ja"
"462","Adeloidea","Incurvariidae","Incurvariinae","","","Incurvaria","pirinella","Junnilainen, Kaitila & Mutanen, 2019","","00426a","c53c58d4-e445-4ac8-a179-62bd7fdabb95","","","23/06/2019","neu beschriebene Art","","etabliert","etabliert","","","","nur Bulgarien","1","",""
"464","Adeloidea","Incurvariidae","Incurvariinae","","","Incurvaria","ullae","Schmid, 2022","","00427a","54892637-45df-46cd-8213-f7ef2ed74860","","","08/09/2022","neu beschriebene Art","D-CH-A","etabliert","etabliert","","C","","nur Schweiz","1","Ja",""
"468","Adeloidea","Incurvariidae","Incurvariinae","","","Incurvaria","stangei","Rebel, 1903","","396","c8fbdf76-4447-4503-a82e-cf1468e2985a","","","16/03/2019","von Prodoxidae (""Lampronia stangei"") zu Incurvaria verschoben","D-CH-A","etabliert","etabliert","","","A","","3","Ja","Ja"
"479","Adeloidea","Prodoxidae","","","","Lampronia","redimitella","(Lienig & Zeller, 1846)","","403","a881e3ba-ccd2-4bc9-b4be-490a40328350","","","","","D-CH-A","etabliert","etabliert","D","","","","10","Ja","Ja"
"480","Adeloidea","Prodoxidae","","","","Lampronia","altaica","Zagulajev, 1992","","404","b857e3a3-7eac-44e2-bea7-9af1094ecaf5","","zu löschen! (non-EU-Art)","14/01/2020","Neuaufnahme als non-EU-Art mit alter K+R-Nummer. Die Art kommt nur östlich des Ural vor, fehlt also in Europa","nicht in Europa","[nein]","[nein]","","","","","","[nein]","[nein]"
"484","Adeloidea","Prodoxidae","","","","Lampronia","splendidella","(Heinemann, 1870)","Gelbgrauer Hochalpen-Blattsackfalter","408","13d65696-6a20-4a65-945e-b393902c049a","","","","","D-CH-A","etabliert","etabliert","D","C","A","","8","Ja","Ja"
"486","Adeloidea","Prodoxidae","","","","Lampronia","argillella","(Zeller, 1851)","","410","f7620c44-da9a-4121-8709-673bc81b8249","","","","","D-CH-A","etabliert","etabliert","","","A","","3","","Ja"
"487","Adeloidea","Prodoxidae","","","","Lampronia","aeneella","(Heinemann, 1870)","","411","b0032f48-69be-4c3c-8839-0f3e95e3159d","Artstatus unklar!","","12/10/2021","""Artstatus unklar!"" ergänzt","D-CH-A","etabliert","etabliert","","","A","","2","",""
"488","Adeloidea","Prodoxidae","","","","Lampronia","psychidella","(Millière, 1854)","","412","dcb80080-2237-44c5-ab14-4a0a7516ab44","","","","","","etabliert","etabliert","","","","nur Frankreich","1","","Ja"
"489","Adeloidea","Prodoxidae","","","","Lampronia","intermediella","(Heinemann, 1870)","Regensburger Blattsackfalter","413","0f03ad21-4e63-4259-a778-692e72dfc47d","Artstatus unklar!","","","","D-CH-A","etabliert","etabliert","D","","","","2","",""
"490","Adeloidea","Prodoxidae","","","","Lampronia","aeripennella","(Rebel, 1889)","","414","6854f59b-01f6-4f80-8d5e-f7fbd2a42af5","","","","","D-CH-A","etabliert","etabliert","","","A","","6","","Ja"
"491","Adeloidea","Prodoxidae","","","","Lampronia","aenigma","Varenne & Nel, 2019","","00414b","42641add-2188-441b-9d28-67b0b9e56fdc","Artstatus unklar!","","12/02/2019","neu beschriebene Art","","etabliert","etabliert","","","","nur Frankreich","1","",""
"494","Tischerioidea","Tischeriidae","","","","Tischeria","ekebladoides","Puplesis & Diškus, 2003","","00440a","236225f8-b88a-4b20-97b0-9d5bee43a3e2","","","26/09/2017","versehentlich falsch eingetragene Familie und Überfamilie korrigiert","","etabliert","etabliert","","","","nur Iberische Halbinsel","2","",""
"498","Tischerioidea","Tischeriidae","","","","Coptotriche","berberella","(de Prins, 1984)","","445","560b0907-57fb-4e5a-81fa-92bf7bf0a13b","","","26/09/2017","versehentlich falsch eingetragene Familie und Überfamilie korrigiert","","etabliert","etabliert","","","","nur Iberische Halbinsel","2","","Ja"
"499","Tischerioidea","Tischeriidae","","","","Coptotriche","szocsi","(Kasy, 1961)","Wiesenknopf-Schopfstirnfalter","446","2aba34ca-6b01-4c75-9364-49e40300ef9a","","","26.09.2017 und 10.10.2019","versehentlich falsch eingetragene Familie und Überfamilie korrigiert; szoecsi ==> szocsi","D-CH-A","etabliert","etabliert","D","","A","","6","Ja","Ja"
"503","Tischerioidea","Tischeriidae","","","","Coptotriche","longiciliatella","(Rebel, 1896)","","[non-KR]","c3b3df06-d05b-457a-a550-6be23daf57d1","","","26/09/2017","versehentlich falsch eingetragene Familie und Überfamilie korrigiert","Kanaren","etabliert: nur Kanaren/ Madeira/ Azoren","etabliert: nur Kanaren/ Madeira/ Azoren","","","","nur Kanaren","1","","Ja"
"504","Tischerioidea","Tischeriidae","","","","Coptotriche","tantalella","(Walsingham, 1908)","","[non-KR]","8dc54800-d3fd-44a7-b7f3-4451a2b7ba75","","","26/09/2017","versehentlich falsch eingetragene Familie und Überfamilie korrigiert","Kanaren","etabliert: nur Kanaren/ Madeira/ Azoren","etabliert: nur Kanaren/ Madeira/ Azoren","","","","nur Kanaren","1","","Ja"
"506","Tineoidea","Meessiidae","","","","Eudarcia","herculanella","(Căpuşe, 1966)","","500","ae4922ae-db70-4090-9428-ab624e391386","","","23/05/2018","Korrektur Familienname","","etabliert","etabliert","","","","nur Balkan erweitert","2","",""
"507","Tineoidea","Meessiidae","","","","Eudarcia","leopoldella","(Costa, 1832)","","501","4475e8f3-632e-4774-87a2-d8d380f4c6f1","","","23/05/2018","Korrektur Familienname","","etabliert","etabliert","","","","nur Mittelmeerraum","3","","Ja"
"508","Tineoidea","Meessiidae","","","","Eudarcia","daghestanica","(Zagulajev, 1993)","","00510b","664648f3-10a9-4641-8693-c12057813306","","","23/05/2018","Korrektur Familienname","Nordkaukasus","[nein]","etabliert: nur Nordkaukasus","","","","nur Nordkaukasus","1","",""
"510","Tineoidea","Meessiidae","","","","Eudarcia","vacriensis","(Parenti, 1964)","","503","ece0d829-cc32-4270-8391-ad9137d650af","","","23/05/2018","Korrektur Familienname","","etabliert","etabliert","","","","nur Italien","1","",""
"511","Tineoidea","Meessiidae","","","","Eudarcia","nigraella","(Mariani, 1937)","","504","9b0fd01e-0216-4a04-ae59-81a6f9a74476","","","23/05/2018","Korrektur Familienname","","etabliert","etabliert","","","","","7","",""
"512","Tineoidea","Meessiidae","","","","Eudarcia","nerviella","(Amsel, 1954)","","505","4b91c1dd-64eb-4e22-8d6f-e0df3911950c","","","23/05/2018","Korrektur Familienname","","etabliert","etabliert","","","","nur Italien","1","",""
"513","Tineoidea","Meessiidae","","","","Eudarcia","mensella","(Walsingham, 1900)","","506","5b735b08-eb2e-438a-abc4-17d2b4cef57a","","","23/05/2018","Korrektur Familienname","","etabliert","etabliert","","","","nur Korsika","1","",""
"514","Tineoidea","Meessiidae","","","","Eudarcia","palanfreella","Baldizzone & Gaedike, 2004","","00510c","e0e81a9e-8c48-46e3-8279-a3587c3fb554","","","23/05/2018","Korrektur Familienname","","etabliert","etabliert","","","","nur Italien","1","",""
"516","Tineoidea","Meessiidae","","","","Eudarcia","ajpetrica","Budashkin & Bidzilya, 2018","","00510e","f9b606ba-ccc9-48d5-9768-57b16547e3e0","","","20/07/2018","neu beschriebene Art","","etabliert","etabliert","","","","nur Krim","1","Ja",""
"517","Tineoidea","Meessiidae","","","","Eudarcia","kimmeriella","Budashkin & Bidzilya, 2018","","00510f","cf8ed2be-cec4-446d-8b5e-09b2bb0fdec1","","","20/07/2018","neu beschriebene Art","","etabliert","etabliert","","","","nur Krim","1","Ja",""
"518","Tineoidea","Meessiidae","","","","Eudarcia","rutjani","Budashkin & Bidzilya, 2018","","00510g","a92912cc-7e54-49d2-9711-d4d8e23d1b39","","","20/07/2018","neu beschriebene Art","","etabliert","etabliert","","","","nur Krim","1","",""
"519","Tineoidea","Meessiidae","","","","Eudarcia","zagulajevi","Budashkin & Bidzilya, 2018","","00510h","06758a9a-f07b-4e89-b1e3-6237b0bb0a73","","","20/07/2018","neu beschriebene Art","","etabliert","etabliert","","","","nur Krim","1","",""
"520","Tineoidea","Meessiidae","","","","Eudarcia","pulchra","Gaedike, 2019","","00510i","ed7f6c8f-a981-4baa-9e09-24ee0f9bd78b","","","02/01/2020","neu beschriebene Art","","etabliert","etabliert","","","","nur Bulgarien","1","",""
"521","Tineoidea","Meessiidae","","","","Eudarcia","brachyptera","(Passerin d'Entrèves, 1974)","","507","c7673d84-6f77-44e5-bb64-32efe4b442de","","","23/05/2018","Korrektur Familienname","","etabliert","etabliert","","","","nur Italien","1","",""
