nOrder	ARK	Superorder	Family	Accession	VGP_accession	Class	SpeciesE	Genus	Species	long_list
Anguilliformes		Elopomorpha	Congridae		fParKar	Actinopterygii	-	Parabathymyrus	karrerae	VGP
Anguilliformes		Elopomorpha	Muraenidae		fMurPav	Actinopterygii	-	Muraena	pavonina	VGP
Characiformes		Ostariophysi	Characidae		fAphApi	Actinopterygii	-	Aphyodite	apiaka	VGP
Characiformes		Ostariophysi	Characidae		fBryYok	Actinopterygii	-	Bryconamericus	yokiae	VGP
Characiformes		Ostariophysi	Characidae		fHemPlu	Actinopterygii	-	Hemibrycon	plutarcoi	VGP
Characiformes		Ostariophysi	Characidae		fJupPir	Actinopterygii	-	Jupiaba	pirana	VGP
Characiformes		Ostariophysi	Serrasalmidae		fSerNal	Actinopterygii	-	Serrasalmus	nalseni	VGP
Cypriniformes		Ostariophysi	Cyprinidae		fLabDar	Actinopterygii	-	Labeobarbus	dartevellei	VGP
Cypriniformes		Ostariophysi	Nemacheilidae		fSchMin	Actinopterygii	-	Schistura	minuta	VGP
Siluriformes		Ostariophysi	Amphiliidae		fPhrBov	Actinopterygii	-	Phractura	bovei	VGP
Siluriformes		Ostariophysi	Bagridae		fHemImb	Actinopterygii	-	Hemibagrus	imbrifer	VGP
Siluriformes		Ostariophysi	Callichthyidae		fCorEsp	Actinopterygii	-	Corydoras	esperanzae	VGP
Siluriformes		Ostariophysi	Loricariidae		fHypSem	Actinopterygii	-	Hypostomus	seminudus	VGP
Siluriformes		Ostariophysi	Mochokidae		fAtoCha	Actinopterygii	-	Atopochilus	chabanaudi	VGP
Siluriformes		Ostariophysi	Pimelodidae		fAguToc	Actinopterygii	-	Aguarunichthys	tocantinsensis	VGP
Siluriformes		Ostariophysi	Siluridae		fKryHes	Actinopterygii	-	Kryptopterus	hesperius	VGP
Gadiformes		Paracanthopterygii	Macrouridae		fMalOka	Actinopterygii	-	Malacocephalus	okamurai	VGP
Stomiiformes		Stenopterygii	Stomiidae		fAstMic	Actinopterygii	-	Astronesthes	micropogon	VGP
Gobiesociformes		Acanthopterygii	Gobiesocidae		fLecChr	Actinopterygii	-	Lecanogaster	chrysea	VGP
Perciformes		Acanthopterygii	Acropomatidae		fParMad	Actinopterygii	-	Parascombrops	madagascariensis	VGP
Perciformes		Acanthopterygii	Artedidraconidae		fArtLon	Actinopterygii	-	Artedidraco	lonnbergi	VGP
Perciformes		Acanthopterygii	Callionymidae		fDipPau	Actinopterygii	-	Diplogrammus	paucispinis	VGP
Perciformes		Acanthopterygii	Labridae		fMacViv	Actinopterygii	-	Macropharyngodon	vivienae	VGP
Perciformes		Acanthopterygii	Leiognathidae		fLeiMaz	Actinopterygii	-	Leiognathus	mazavasaoka	VGP
Perciformes		Acanthopterygii	Sciaenidae		fAtrAnt	Actinopterygii	-	Atrobucca	antonbruun	VGP
Perciformes		Acanthopterygii	Sciaenidae		fSteZes	Actinopterygii	-	Stellifer	zestocarus	VGP
Pleuronectiformes		Acanthopterygii	Paralichthyidae		fEtrDel	Actinopterygii	-	Etropus	delsmani	VGP
Pleuronectiformes		Acanthopterygii	Soleidae		fAseMic	Actinopterygii	-	Aseraggodes	microlepidotus	VGP
Scorpaeniformes		Acanthopterygii	Aploactinidae		fParPul	Actinopterygii	-	Paraploactis	pulvinus	VGP
Scorpaeniformes		Acanthopterygii	Liparidae		fCarVla	Actinopterygii	-	Careproctus	vladibeckeri	VGP
Scorpaeniformes		Acanthopterygii	Scorpaenidae		fIdiHag	Actinopterygii	-	Idiastion	hageyi	VGP
Tetraodontiformes		Acanthopterygii	Tetraodontidae		fAurRem	Actinopterygii	-	Auriglobus	remotus	VGP
Blenniiformes		Acanthopterygii	Labrisomidae		fParMag	Actinopterygii	-	Paraclinus	magdalenae	VGP
Cichliformes		Acanthopterygii	Cichlidae		fHapMic	Actinopterygii	-	Haplochromis	microdon	VGP
Ophidiiformes		Acanthopterygii	Bythitidae		fParSol	Actinopterygii	-	Paraphyonus	solomonensis	VGP
Scombriformes		Acanthopterygii	Gempylidae		fThyLep	Actinopterygii	-	Thyrsitops	lepidopoides	VGP
Gobiiformes		Acanthopterygii	Eleotridae		fMogAiw	Actinopterygii	-	Mogurnda	aiwasoensis	VGP
Gobiiformes		Acanthopterygii	Gobiidae		fGloCli	Actinopterygii	-	Glossogobius	clitellus	VGP
Gobiiformes		Acanthopterygii	Microdesmidae		fParSin	Actinopterygii	-	Parioglossus	sinensis	VGP
Lophiiformes		Acanthopterygii	Chaunacidae		fChaMel	Actinopterygii	-	Chaunacops	melanostomus	VGP
Clupeiformes		Clupeomorpha	Pristigasteridae		fOdoCom	Actinopterygii	-	Odontognathus	compressus	VGP
Aulopiformes		Neoteleostei	Synodontidae		fSauGol	Actinopterygii	-	Saurida	golanii	VGP
Characiformes		Ostariophysi	Characidae		fBryYtu	Actinopterygii	-	Bryconamericus	ytu	VGP
Characiformes		Ostariophysi	Characidae		fHemPol	Actinopterygii	-	Hemibrycon	polyodon	VGP
Characiformes		Ostariophysi	Characidae		fJupPoe	Actinopterygii	-	Jupiaba	poekotero	VGP
Characiformes		Ostariophysi	Hemiodontidae		fHemLan	Actinopterygii	-	Hemiodus	langeanii	VGP
Characiformes		Ostariophysi	Serrasalmidae		fSerNev	Actinopterygii	-	Serrasalmus	neveriensis	VGP
Cypriniformes		Ostariophysi	Botiidae		fParHet	Actinopterygii	-	Parabotia	heterocheilus	VGP
Cypriniformes		Ostariophysi	Cyprinidae		fEntJan	Actinopterygii	-	Enteromius	janssensi	VGP
Cypriniformes		Ostariophysi	Cyprinidae		fGarPhi	Actinopterygii	-	Garra	phillipsi	VGP
Cypriniformes		Ostariophysi	Cyprinidae		fLabDim	Actinopterygii	-	Labeobarbus	dimidiatus	VGP
Cypriniformes		Ostariophysi	Cyprinidae		fOstAlf	Actinopterygii	-	Osteobrama	alfredianus	VGP
Cypriniformes		Ostariophysi	Leuciscidae		fMacEtn	Actinopterygii	-	Macrhybopsis	etnieri	VGP
Cypriniformes		Ostariophysi	Nemacheilidae		fTriSto	Actinopterygii	-	Triplophysa	stolickai	VGP
Siluriformes		Ostariophysi	Amphiliidae		fPhrBre	Actinopterygii	-	Phractura	brevicauda	VGP
Siluriformes		Ostariophysi	Bagridae		fHemLac	Actinopterygii	-	Hemibagrus	lacustrinus	VGP
Siluriformes		Ostariophysi	Callichthyidae		fCorEve	Actinopterygii	-	Corydoras	evelynae	VGP
Siluriformes		Ostariophysi	Clariidae		fClaNig	Actinopterygii	-	Clarias	nigricans	VGP
Siluriformes		Ostariophysi	Mochokidae		fAtoChr	Actinopterygii	-	Atopochilus	christyi	VGP
Siluriformes		Ostariophysi	Siluridae		fKryLai	Actinopterygii	-	Kryptopterus	lais	VGP
Gadiformes		Paracanthopterygii	Phycidae		fUroMys	Actinopterygii	-	Urophycis	mystacea	VGP
Osmeriformes		Protacanthopterygii	Microstomatidae		fNanPel	Actinopterygii	-	Nansenia	pelagica	VGP
Stomiiformes		Stenopterygii	Stomiidae		fAstNeo	Actinopterygii	-	Astronesthes	neopogon	VGP
Beryciformes		Acanthopterygii	Melamphaidae		fMelPro	Actinopterygii	-	Melamphaes	proximus	VGP
Gobiesociformes		Acanthopterygii	Gobiesocidae		fLecGor	Actinopterygii	-	Lecanogaster	gorgoniphila	VGP
Perciformes		Acanthopterygii	Callionymidae		fDipPyg	Actinopterygii	-	Diplogrammus	pygmaeus	VGP
Perciformes		Acanthopterygii	Leiognathidae		fLeiPar	Actinopterygii	-	Leiognathus	parviceps	VGP
Perciformes		Acanthopterygii	Pseudochromidae		fConWin	Actinopterygii	-	Congrogadus	winterbottomi	VGP
Pleuronectiformes		Acanthopterygii	Soleidae		fAseNig	Actinopterygii	-	Aseraggodes	nigrocirratus	VGP
Scorpaeniformes		Acanthopterygii	Aploactinidae		fParTap	Actinopterygii	-	Paraploactis	taprobanensis	VGP
Scorpaeniformes		Acanthopterygii	Scorpaenidae		fIdiKyp	Actinopterygii	-	Idiastion	kyphos	VGP
Scorpaeniformes		Acanthopterygii	Triglidae		fPriMur	Actinopterygii	-	Prionotus	murielae	VGP
Tetraodontiformes		Acanthopterygii	Tetraodontidae		fAurSil	Actinopterygii	-	Auriglobus	silus	VGP
Batrachoidiformes		Acanthopterygii	Batrachoididae		fBatOcc	Actinopterygii	-	Batrachomoeus	occidentalis	VGP
Blenniiformes		Acanthopterygii	Chaenopsidae		fEmbAtl	Actinopterygii	-	Emblemaria	atlantica	VGP
Cichliformes		Acanthopterygii	Cichlidae		fAeqVir	Actinopterygii	-	Aequidens	viridis	VGP
Cichliformes		Acanthopterygii	Cichlidae		fHapMoe	Actinopterygii	-	Haplochromis	moeruensis	VGP
Cichliformes		Acanthopterygii	Cichlidae		fMayEri	Actinopterygii	-	Mayaheros	ericymba	VGP
Ophidiiformes		Acanthopterygii	Bythitidae		fParMel	Actinopterygii	-	Parasaccogaster	melanomycter	VGP
Ophidiiformes		Acanthopterygii	Ophidiidae		fHolAeq	Actinopterygii	-	Holcomycteronus	aequatoris	VGP
Scombriformes		Acanthopterygii	Gempylidae		fTonRob	Actinopterygii	-	Tongaichthys	robustus	VGP
Gobiiformes		Acanthopterygii	Eleotridae		fMogArg	Actinopterygii	-	Mogurnda	arguni	VGP
Gobiiformes		Acanthopterygii	Gobiidae		fCteLep	Actinopterygii	-	Ctenogobius	lepturus	VGP
Lophiiformes		Acanthopterygii	Chaunacidae		fChaRos	Actinopterygii	-	Chaunacops	roseus	VGP
Myctophiformes		Neoteleostei	Myctophidae		fLamBri	Actinopterygii	-	Lampanyctus	bristori	VGP
Characiformes		Ostariophysi	Characidae		fAphTup	Actinopterygii	-	Aphyodite	tupebas	VGP
Cypriniformes		Ostariophysi	Cyprinidae		fLabEns	Actinopterygii	-	Labeobarbus	ensifer	VGP
Cypriniformes		Ostariophysi	Cyprinidae		fOstBak	Actinopterygii	-	Osteobrama	bakeri	VGP
Cypriniformes		Ostariophysi	Danionidae		fAmbMic	Actinopterygii	-	Amblypharyngodon	microlepis	VGP
Cypriniformes		Ostariophysi	Danionidae		fRasDie	Actinopterygii	-	Rasbora	dies	VGP
Cypriniformes		Ostariophysi	Nemacheilidae		fSchMob	Actinopterygii	-	Schistura	mobbsi	VGP
Siluriformes		Ostariophysi	Amphiliidae		fPhrCla	Actinopterygii	-	Phractura	clauseni	VGP
Siluriformes		Ostariophysi	Astroblepidae		fAstChi	Actinopterygii	-	Astroblepus	chimborazoi	VGP
Siluriformes		Ostariophysi	Callichthyidae		fCorEve	Actinopterygii	-	Corydoras	eversi	VGP
Siluriformes		Ostariophysi	Clariidae		fClaNig	Actinopterygii	-	Clarias	nigromarmoratus	VGP
Siluriformes		Ostariophysi	Loricariidae		fParJeq	Actinopterygii	-	Parotocinclus	jequi	VGP
Siluriformes		Ostariophysi	Pimelodidae		fBagRei	Actinopterygii	-	Bagropsis	reinhardti	VGP
Siluriformes		Ostariophysi	Sisoridae		fGlySyk	Actinopterygii	-	Glyptothorax	sykesi	VGP
Osmeriformes		Protacanthopterygii	Microstomatidae		fNanSch	Actinopterygii	-	Nansenia	schmitti	VGP
Salmoniformes		Protacanthopterygii	Salmonidae		fSalSch	Actinopterygii	-	Salmo	schiefermuelleri	VGP
Beryciformes		Acanthopterygii	Melamphaidae		fMelPum	Actinopterygii	-	Melamphaes	pumilus	VGP
Cyprinodontiformes		Acanthopterygii	Cynolebiidae		fPapFra	Actinopterygii	-	Papiliolebias	francescae	VGP
Perciformes		Acanthopterygii	Callionymidae		fDipRan	Actinopterygii	-	Diplogrammus	randalli	VGP
Perciformes		Acanthopterygii	Labridae		fMinStr	Actinopterygii	-	Minilabrus	striatus	VGP
Perciformes		Acanthopterygii	Sciaenidae		fAtrBre	Actinopterygii	-	Atrobucca	brevis	VGP
Perciformes		Acanthopterygii	Sciaenidae		fUmbAna	Actinopterygii	-	Umbrina	analis	VGP
Perciformes		Acanthopterygii	Uranoscopidae		fIchIne	Actinopterygii	-	Ichthyscopus	inermis	VGP
Scorpaeniformes		Acanthopterygii	Aploactinidae		fParTra	Actinopterygii	-	Paraploactis	trachyderma	VGP
Scorpaeniformes		Acanthopterygii	Liparidae		fCarZis	Actinopterygii	-	Careproctus	zispi	VGP
Scorpaeniformes		Acanthopterygii	Liparidae		fPseHar	Actinopterygii	-	Psednos	harteli	VGP
Batrachoidiformes		Acanthopterygii	Batrachoididae		fBatRub	Actinopterygii	-	Batrachomoeus	rubricephalus	VGP
Blenniiformes		Acanthopterygii	Chaenopsidae		fEmbAus	Actinopterygii	-	Emblemaria	australis	VGP
Cichliformes		Acanthopterygii	Cichlidae		fHapMyl	Actinopterygii	-	Haplochromis	mylergates	VGP
Cichliformes		Acanthopterygii	Cichlidae		fMaySte	Actinopterygii	-	Mayaheros	stenozonus	VGP
Ophidiiformes		Acanthopterygii	Bythitidae		fParNor	Actinopterygii	-	Parasaccogaster	normae	VGP
Gobiiformes		Acanthopterygii	Eleotridae		fMogAur	Actinopterygii	-	Mogurnda	aurifodinae	VGP
Gobiiformes		Acanthopterygii	Gobiidae		fBenBra	Actinopterygii	-	Benthophiloides	brauneri	VGP
Gobiiformes		Acanthopterygii	Gobiidae		fCteMan	Actinopterygii	-	Ctenogobius	manglicola	VGP
Gobiiformes		Acanthopterygii	Gobiidae		fTriCau	Actinopterygii	-	Trimma	caudomaculatum	VGP
Lophiiformes		Acanthopterygii	Oneirodidae		fOneFla	Actinopterygii	-	Oneirodes	flagellifer	VGP
Clupeiformes		Clupeomorpha	Pristigasteridae		fOdoPan	Actinopterygii	-	Odontognathus	panamensis	VGP
Anguilliformes		Elopomorpha	Congridae		fParPhi	Actinopterygii	-	Parabathymyrus	philippinensis	VGP
Anguilliformes		Elopomorpha	Ophichthidae		fNeeDae	Actinopterygii	-	Neenchelys	daedalus	VGP
Notacanthiformes		Elopomorpha	Notacanthidae		fPolMer	Actinopterygii	-	Polyacanthonotus	merretti	VGP
Characiformes		Ostariophysi	Characidae		fBryZet	Actinopterygii	-	Bryconamericus	zeteki	VGP
Characiformes		Ostariophysi	Characidae		fHemRaf	Actinopterygii	-	Hemibrycon	rafaelensis	VGP
Characiformes		Ostariophysi	Curimatidae		fCurCry	Actinopterygii	-	Curimatopsis	cryptica	VGP
Characiformes		Ostariophysi	Serrasalmidae		fSerNig	Actinopterygii	-	Serrasalmus	nigricauda	VGP
Cypriniformes		Ostariophysi	Botiidae		fParKim	Actinopterygii	-	Parabotia	kimluani	VGP
Cypriniformes		Ostariophysi	Cyprinidae		fScaMac	Actinopterygii	-	Scaphiodonichthys	macracanthus	VGP
Cypriniformes		Ostariophysi	Nemacheilidae		fTriTan	Actinopterygii	-	Triplophysa	tanggulaensis	VGP
Cypriniformes		Ostariophysi	Xenocyprididae		fPseKwe	Actinopterygii	-	Pseudohemiculter	kweichowensis	VGP
Siluriformes		Ostariophysi	Amphiliidae		fPhrFas	Actinopterygii	-	Phractura	fasciata	VGP
Siluriformes		Ostariophysi	Astroblepidae		fAstChi	Actinopterygii	-	Astroblepus	chinchaoensis	VGP
Siluriformes		Ostariophysi	Heptapteridae		fBraRam	Actinopterygii	-	Brachyrhamdia	rambarrani	VGP
Siluriformes		Ostariophysi	Loricariidae		fParJim	Actinopterygii	-	Parotocinclus	jimi	VGP
Siluriformes		Ostariophysi	Siluridae		fKryLum	Actinopterygii	-	Kryptopterus	lumholtzi	VGP
Siluriformes		Ostariophysi	Trichomycteridae		fTriCas	Actinopterygii	-	Trichomycterus	casitaensis	VGP
Osmeriformes		Protacanthopterygii	Microstomatidae		fNanTen	Actinopterygii	-	Nansenia	tenera	VGP
Beryciformes		Acanthopterygii	Melamphaidae		fMelShc	Actinopterygii	-	Melamphaes	shcherbachevi	VGP
Cyprinodontiformes		Acanthopterygii	Cynolebiidae		fCynEle	Actinopterygii	-	Cynodonichthys	elegans	VGP
Cyprinodontiformes		Acanthopterygii	Cynolebiidae		fPapHab	Actinopterygii	-	Papiliolebias	habluetzeli	VGP
Cyprinodontiformes		Acanthopterygii	Poeciliidae		fPriBon	Actinopterygii	-	Priapella	bonita	VGP
Gobiesociformes		Acanthopterygii	Gobiesocidae		fLepBil	Actinopterygii	-	Lepadichthys	bilineatus	VGP
Perciformes		Acanthopterygii	Acropomatidae		fParOhe	Actinopterygii	-	Parascombrops	ohei	VGP
Perciformes		Acanthopterygii	Haemulidae		fPleUmb	Actinopterygii	-	Plectorhinchus	umbrinus	VGP
Perciformes		Acanthopterygii	Sciaenidae		fUmbBro	Actinopterygii	-	Umbrina	broussonnetii	VGP
Perciformes		Acanthopterygii	Uranoscopidae		fIchIns	Actinopterygii	-	Ichthyscopus	insperatus	VGP
Pleuronectiformes		Acanthopterygii	Bothidae		fLaeTun	Actinopterygii	-	Laeops	tungkongensis	VGP
Pleuronectiformes		Acanthopterygii	Soleidae		fAseOri	Actinopterygii	-	Aseraggodes	orientalis	VGP
Blenniiformes		Acanthopterygii	Chaenopsidae		fEmbBio	Actinopterygii	-	Emblemaria	biocellata	VGP
Blenniiformes		Acanthopterygii	Labrisomidae		fParMon	Actinopterygii	-	Paraclinus	monophthalmus	VGP
Cichliformes		Acanthopterygii	Cichlidae		fMayTri	Actinopterygii	-	Mayaheros	trispilus	VGP
Cichliformes		Acanthopterygii	Cichlidae		fParCau	Actinopterygii	-	Parananochromis	caudifasciatus	VGP
Ophidiiformes		Acanthopterygii	Bythitidae		fParRha	Actinopterygii	-	Parasaccogaster	rhamphidognatha	VGP
Gobiiformes		Acanthopterygii	Gobiidae		fBenTur	Actinopterygii	-	Benthophiloides	turcomanus	VGP
Gobiiformes		Acanthopterygii	Gobiidae		fCtePhe	Actinopterygii	-	Ctenogobius	phenacus	VGP
Lophiiformes		Acanthopterygii	Oneirodidae		fOneHap	Actinopterygii	-	Oneirodes	haplonema	VGP
Clupeiformes		Clupeomorpha	Pristigasteridae		fOpiDov	Actinopterygii	-	Opisthopterus	dovii	VGP
Anguilliformes		Elopomorpha	Congridae		fParCal	Actinopterygii	-	Paraconger	californiensis	VGP
Myctophiformes		Neoteleostei	Myctophidae		fLamCry	Actinopterygii	-	Lampanyctus	crypticus	VGP
Characiformes		Ostariophysi	Characidae		fArgCon	Actinopterygii	-	Argopleura	conventus	VGP
Characiformes		Ostariophysi	Characidae		fHemRaq	Actinopterygii	-	Hemibrycon	raqueliae	VGP
Characiformes		Ostariophysi	Characidae		fJupPot	Actinopterygii	-	Jupiaba	potaroensis	VGP
Cypriniformes		Ostariophysi	Cyprinidae		fEntKes	Actinopterygii	-	Enteromius	kessleri	VGP
Cypriniformes		Ostariophysi	Cyprinidae		fGarPoi	Actinopterygii	-	Garra	poilanei	VGP
Cypriniformes		Ostariophysi	Cyprinidae		fLabFas	Actinopterygii	-	Labeobarbus	fasolt	VGP
Siluriformes		Ostariophysi	Amphiliidae		fPhrGla	Actinopterygii	-	Phractura	gladysae	VGP
Siluriformes		Ostariophysi	Heptapteridae		fBraTha	Actinopterygii	-	Brachyrhamdia	thayeria	VGP
Siluriformes		Ostariophysi	Mochokidae		fAtoPac	Actinopterygii	-	Atopochilus	pachychilus	VGP
Gadiformes		Paracanthopterygii	Macrouridae		fCoeCae	Actinopterygii	-	Coelorinchus	caelorinchus	VGP
Gadiformes		Paracanthopterygii	Macrouridae		fMatHyo	Actinopterygii	-	Mataeocephalus	hyostomus	VGP
Salmoniformes		Protacanthopterygii	Salmonidae		fSalTal	Actinopterygii	-	Salmo	taleri	VGP
Stomiiformes		Stenopterygii	Stomiidae		fAstOli	Actinopterygii	-	Astronesthes	oligoa	VGP
Stomiiformes		Stenopterygii	Stomiidae		fStoLam	Actinopterygii	-	Stomias	lampropeltis	VGP
Perciformes		Acanthopterygii	Apogonidae		fGloAbo	Actinopterygii	-	Glossamia	abo	VGP
Perciformes		Acanthopterygii	Opistognathidae		fAnoPyg	Actinopterygii	-	Anoptoplacus	pygmaeus	VGP
Perciformes		Acanthopterygii	Pseudochromidae		fHalCoc	Actinopterygii	-	Halidesmus	coccus	VGP
Perciformes		Acanthopterygii	Sciaenidae		fAtrKyu	Actinopterygii	-	Atrobucca	kyushini	VGP
Perciformes		Acanthopterygii	Serranidae		fPseGui	Actinopterygii	-	Pseudogramma	guineensis	VGP
Perciformes		Acanthopterygii	Sparidae		fDipStr	Actinopterygii	-	Diplodus	striatus	VGP
Pleuronectiformes		Acanthopterygii	Paralichthyidae		fEtrPer	Actinopterygii	-	Etropus	peruvianus	VGP
Pleuronectiformes		Acanthopterygii	Soleidae		fAsePel	Actinopterygii	-	Aseraggodes	pelvicus	VGP
Scorpaeniformes		Acanthopterygii	Aploactinidae		fProPat	Actinopterygii	-	Prosoproctus	pataecus	VGP
Scorpaeniformes		Acanthopterygii	Cottidae		fPseTot	Actinopterygii	-	Pseudoblennius	totomius	VGP
Scorpaeniformes		Acanthopterygii	Liparidae		fCryCam	Actinopterygii	-	Crystallichthys	cameliae	VGP
Scorpaeniformes		Acanthopterygii	Liparidae		fPseLon	Actinopterygii	-	Psednos	longiventris	VGP
Scorpaeniformes		Acanthopterygii	Scorpaenidae		fNeoAmp	Actinopterygii	-	Neomerinthe	amplisquamiceps	VGP
Anabantiformes		Acanthopterygii	Anabantidae		fMicCon	Actinopterygii	-	Microctenopoma	congicum	VGP
Batrachoidiformes		Acanthopterygii	Batrachoididae		fBatAlb	Actinopterygii	-	Batrichthys	albofasciatus	VGP
Blenniiformes		Acanthopterygii	Blenniidae		fHypMac	Actinopterygii	-	Hypsoblennius	maculipinna	VGP
Blenniiformes		Acanthopterygii	Chaenopsidae		fEmbCal	Actinopterygii	-	Emblemaria	caldwelli	VGP
Blenniiformes		Acanthopterygii	Labrisomidae		fParNae	Actinopterygii	-	Paraclinus	naeorhegmis	VGP
Cichliformes		Acanthopterygii	Cichlidae		fHapNan	Actinopterygii	-	Haplochromis	nanoserranus	VGP
Cichliformes		Acanthopterygii	Cichlidae		fMayTro	Actinopterygii	-	Mayaheros	troschelii	VGP
Cichliformes		Acanthopterygii	Cichlidae		fParElo	Actinopterygii	-	Parananochromis	elobatus	VGP
Ophidiiformes		Acanthopterygii	Bythitidae		fParBre	Actinopterygii	-	Parasciadonus	brevibrachium	VGP
Ophidiiformes		Acanthopterygii	Ophidiidae		fHolPro	Actinopterygii	-	Holcomycteronus	profundissimus	VGP
Gobiiformes		Acanthopterygii	Gobiidae		fCtePse	Actinopterygii	-	Ctenogobius	pseudofasciatus	VGP
Gobiiformes		Acanthopterygii	Gobiidae		fGloFus	Actinopterygii	-	Glossogobius	fusiformis	VGP
Gobiiformes		Acanthopterygii	Gobiidae		fLenAnd	Actinopterygii	-	Lentipes	andamanicus	VGP
Gobiiformes		Acanthopterygii	Gobiidae		fSchBai	Actinopterygii	-	Schismatogobius	baitabag	VGP
Gobiiformes		Acanthopterygii	Microdesmidae		fParWin	Actinopterygii	-	Parioglossus	winterbottomi	VGP
Lophiiformes		Acanthopterygii	Chaunacidae		fChaAfr	Actinopterygii	-	Chaunax	africanus	VGP
Clupeiformes		Clupeomorpha	Clupeidae		fPotWhi	Actinopterygii	-	Potamothrissa	whiteheadi	VGP
Clupeiformes		Clupeomorpha	Pristigasteridae		fOpiEff	Actinopterygii	-	Opisthopterus	effulgens	VGP
Anguilliformes		Elopomorpha	Ophichthidae		fNeeGra	Actinopterygii	-	Neenchelys	gracilis	VGP
Notacanthiformes		Elopomorpha	Notacanthidae		fTilGeg	Actinopterygii	-	Tilurus	gegenbauri	VGP
Characiformes		Ostariophysi	Characidae		fArgDiq	Actinopterygii	-	Argopleura	diquensis	VGP
Characiformes		Ostariophysi	Characidae		fHemSan	Actinopterygii	-	Hemibrycon	sanjuanensis	VGP
Characiformes		Ostariophysi	Characidae		fJupSco	Actinopterygii	-	Jupiaba	scologaster	VGP
Cypriniformes		Ostariophysi	Botiidae		fParMac	Actinopterygii	-	Parabotia	maculosus	VGP
Cypriniformes		Ostariophysi	Cyprinidae		fEntKis	Actinopterygii	-	Enteromius	kissiensis	VGP
Cypriniformes		Ostariophysi	Cyprinidae		fLabFim	Actinopterygii	-	Labeobarbus	fimbriatus	VGP
Cypriniformes		Ostariophysi	Danionidae		fBarAru	Actinopterygii	-	Barilius	arunachalensis	VGP
Cypriniformes		Ostariophysi	Leuciscidae		fAlbAki	Actinopterygii	-	Alburnus	akili	VGP
Cypriniformes		Ostariophysi	Nemacheilidae		fSchMuk	Actinopterygii	-	Schistura	mukambbikaensis	VGP
Gymnotiformes		Ostariophysi	Rhamphichthyidae		fHypVar	Actinopterygii	-	Hypopygus	varii	VGP
Siluriformes		Ostariophysi	Astroblepidae		fAstCir	Actinopterygii	-	Astroblepus	cirratus	VGP
Siluriformes		Ostariophysi	Heptapteridae		fCetBoq	Actinopterygii	-	Cetopsorhamdia	boquillae	VGP
Siluriformes		Ostariophysi	Loricariidae		fHypSub	Actinopterygii	-	Hypostomus	subcarinatus	VGP
Siluriformes		Ostariophysi	Loricariidae		fParLon	Actinopterygii	-	Parotocinclus	longirostris	VGP
Gadiformes		Paracanthopterygii	Macrouridae		fCoeCam	Actinopterygii	-	Coelorinchus	campbellicus	VGP
Beryciformes		Acanthopterygii	Melamphaidae		fMelSpi	Actinopterygii	-	Melamphaes	spinifer	VGP
Cyprinodontiformes		Acanthopterygii	Cynolebiidae		fPitBre	Actinopterygii	-	Pituna	brevirostrata	VGP
Perciformes		Acanthopterygii	Callionymidae		fDraMau	Actinopterygii	-	Draculo	maugei	VGP
Perciformes		Acanthopterygii	Ephippidae		fEphGor	Actinopterygii	-	Ephippus	goreensis	VGP
Perciformes		Acanthopterygii	Opistognathidae		fLonAnc	Actinopterygii	-	Lonchopisthus	ancistrus	VGP
Perciformes		Acanthopterygii	Pomacanthidae		fChaDim	Actinopterygii	-	Chaetodontoplus	dimidiatus	VGP
Perciformes		Acanthopterygii	Pseudochromidae		fHalPol	Actinopterygii	-	Halidesmus	polytretus	VGP
Perciformes		Acanthopterygii	Sciaenidae		fAtrMar	Actinopterygii	-	Atrobucca	marleyi	VGP
Perciformes		Acanthopterygii	Serranidae		fPseMeg	Actinopterygii	-	Pseudogramma	megamyctera	VGP
Perciformes		Acanthopterygii	Uranoscopidae		fIchMal	Actinopterygii	-	Ichthyscopus	malacopterus	VGP
Pleuronectiformes		Acanthopterygii	Bothidae		fLopMon	Actinopterygii	-	Lophonectes	mongonuiensis	VGP
Pleuronectiformes		Acanthopterygii	Paralichthyidae		fEtrRim	Actinopterygii	-	Etropus	rimosus	VGP
Pleuronectiformes		Acanthopterygii	Soleidae		fAseRam	Actinopterygii	-	Aseraggodes	ramsaii	VGP
Scorpaeniformes		Acanthopterygii	Aploactinidae		fPseCar	Actinopterygii	-	Pseudopataecus	carnatobarbatus	VGP
Scorpaeniformes		Acanthopterygii	Scorpaenidae		fNeoBau	Actinopterygii	-	Neomerinthe	bauchotae	VGP
Blenniiformes		Acanthopterygii	Blenniidae		fHypPay	Actinopterygii	-	Hypsoblennius	paytensis	VGP
Blenniiformes		Acanthopterygii	Chaenopsidae		fEmbCay	Actinopterygii	-	Emblemaria	caycedoi	VGP
Cichliformes		Acanthopterygii	Cichlidae		fHapNig	Actinopterygii	-	Haplochromis	nigrescens	VGP
Cichliformes		Acanthopterygii	Cichlidae		fParGab	Actinopterygii	-	Parananochromis	gabonicus	VGP
Ophidiiformes		Acanthopterygii	Ophidiidae		fHolPte	Actinopterygii	-	Holcomycteronus	pterotus	VGP
Gobiiformes		Acanthopterygii	Eleotridae		fMogFur	Actinopterygii	-	Mogurnda	furva	VGP
Gobiiformes		Acanthopterygii	Gobiidae		fCtePun	Actinopterygii	-	Ctenogobius	punctatus	VGP
