nOrder	ARK	Superorder	Family	Accession	VGP_accession	Class	SpeciesE	Genus	Species	long_list
Anura		Batrachia	Hylidae		aLitMys	Amphibia	-	Litoria	mystax	VGP
Anura		Batrachia	Microhylidae		aCopLen	Amphibia	Lennart's Mehely Frog; Lennarts Mehelyfrosch	Copiula	lennarti	VGP
Anura		Batrachia	Strabomantidae		aPriArd	Amphibia	-	Pristimantis	ardyae	VGP
Anura		Batrachia	Telmatobiidae		aTelBra	Amphibia	-	Telmatobius	brachydactylus	VGP
Anura		Batrachia	Centrolenidae		aNymNep	Amphibia	-	Nymphargus	nephelophila	VGP
Anura		Batrachia	Eleutherodactylidae		aElePar	Amphibia	-	Eleutherodactylus	paralius	VGP
Anura		Batrachia	Phrynobatrachidae		aPhrHie	Amphibia	-	Phrynobatrachus	hieroglyphicus	VGP
Anura		Batrachia	Rhacophoridae		aRhaPse	Amphibia	Sumatran Sharp-nosed Tree Frog	Rhacophorus	pseudacutirostris	VGP
Anura		Batrachia	Telmatobiidae		aTelBre	Amphibia	-	Telmatobius	brevipes	VGP
Anura		Batrachia	Dendrobatidae		aColFur	Amphibia	-	Colostethus	furviventris	VGP
Anura		Batrachia	Hylidae		aLitNap	Amphibia	-	Litoria	napaea	VGP
Anura		Batrachia	Hyperoliidae		aHypAcu	Amphibia	-	Hyperolius	acuticephalus	VGP
Anura		Batrachia	Telmatobiidae		aTelBre	Amphibia	-	Telmatobius	brevirostris	VGP
Anura		Batrachia	Centrolenidae		aNymOre	Amphibia	-	Nymphargus	oreonympha	VGP
Anura		Batrachia	Phrynobatrachidae		aPhrHyl	Amphibia	-	Phrynobatrachus	hylaios	VGP
Anura		Batrachia	Rhacophoridae		aPhiPal	Amphibia	-	Philautus	pallidipes	VGP
Anura		Batrachia	Centrolenidae		aNymPhe	Amphibia	-	Nymphargus	phenax	VGP
Anura		Batrachia	Hyperoliidae		aHypAcu	Amphibia	-	Hyperolius	acutirostris	VGP
Anura		Batrachia	Leptodactylidae		aLepMag	Amphibia	-	Leptodactylus	magistris	VGP
Anura		Batrachia	Ranidae		aAmoAss	Amphibia	-	Amolops	assamensis	VGP
Anura		Batrachia	Telmatobiidae		aTelCei	Amphibia	-	Telmatobius	ceiorum	VGP
Anura		Batrachia	Bufonidae		aRhaHyp	Amphibia	-	Rhaebo	hypomelas	VGP
Anura		Batrachia	Megophryidae		aScuPin	Amphibia	Pingwu Alpine Toad	Scutiger	pingwuensis	VGP
Anura		Batrachia	Ranidae		aAmoAus	Amphibia	Southern Torrent Frog	Amolops	australis	VGP
Anura		Batrachia	Rhacophoridae		aPhiPoe	Amphibia	Mottled Tree Frog	Philautus	poecilius	VGP
Anura		Batrachia	Bufonidae		aRhaLyn	Amphibia	-	Rhaebo	lynchi	VGP
Anura		Batrachia	Dendrobatidae		aColLyn	Amphibia	-	Colostethus	lynchi	VGP
Anura		Batrachia	Phrynobatrachidae		aPhrIra	Amphibia	-	Phrynobatrachus	irangi	VGP
Anura		Batrachia	Telmatobiidae		aTelCir	Amphibia	Loja Water Frog	Telmatobius	cirrhacelis	VGP
Anura		Batrachia	Centrolenidae		aNymPra	Amphibia	-	Nymphargus	prasinus	VGP
Anura		Batrachia	Dendrobatidae		aColMer	Amphibia	-	Colostethus	mertensi	VGP
Anura		Batrachia	Hylidae		aBoaHut	Amphibia	-	Boana	hutchinsi	VGP
Anura		Batrachia	Hyperoliidae		aHypAlb	Amphibia	White-fronted Reed Frog	Hyperolius	albofrenatus	VGP
Anura		Batrachia	Ranidae		aAmoCae	Amphibia	-	Amolops	caelumnoctis	VGP
Anura		Batrachia	Telmatobiidae		aTelCol	Amphibia	-	Telmatobius	colanensis	VGP
Caudata		Batrachia	Plethodontidae		aThoHan	Amphibia	Hanken's Minute Salamander	Thorius	hankeni	VGP
Anura		Batrachia	Dicroglossidae		aMinCep	Amphibia	CEPF Burrowing Frog	Minervarya	cepfi	VGP
Anura		Batrachia	Hylidae		aBoaHyp	Amphibia	-	Boana	hypselops	VGP
Anura		Batrachia	Hylidae		aLitObt	Amphibia	-	Litoria	obtusirostris	VGP
Anura		Batrachia	Ranidae		aAmoCha	Amphibia	-	Amolops	chakrataensis	VGP
Anura		Batrachia	Telmatobiidae		aTelCon	Amphibia	-	Telmatobius	contrerasi	VGP
Anura		Batrachia	Centrolenidae		aNymRui	Amphibia	-	Nymphargus	ruizi	VGP
Anura		Batrachia	Dendrobatidae		aColPoe	Amphibia	-	Colostethus	poecilonotus	VGP
Anura		Batrachia	Microhylidae		aHylInf	Amphibia	-	Hylophorbus	infulata	VGP
Anura		Batrachia	Myobatrachidae		aNotWei	Amphibia	Weigel's Toad	Notaden	weigeli	VGP
Anura		Batrachia	Rhacophoridae		aPhiSau	Amphibia	-	Philautus	saueri	VGP
Caudata		Batrachia	Plethodontidae		aBolMag	Amphibia	Magnificent Web-Footed Salamander	Bolitoglossa	magnifica	VGP
Apoda		Gymnophiona	Caeciliidae		aCaeAbi	Amphibia	-	Caecilia	abitaguae	VGP
Anura		Batrachia	Dicroglossidae		aMinChi	Amphibia	-	Minervarya	chilapata	VGP
Anura		Batrachia	Hylidae		aLitOll	Amphibia	-	Litoria	ollauro	VGP
Anura		Batrachia	Hyperoliidae		aHypAtr	Amphibia	-	Hyperolius	atrigularis	VGP
Anura		Batrachia	Microhylidae		aChiAtl	Amphibia	-	Chiasmocleis	atlantica	VGP
Anura		Batrachia	Rhacophoridae		aPhiSch	Amphibia	Mindoro Tree Frog	Philautus	schmackeri	VGP
Caudata		Batrachia	Plethodontidae		aThoLon	Amphibia	Long-tailed Minute Salamander	Thorius	longicaudus	VGP
Apoda		Gymnophiona	Caeciliidae		aCaeAlb	Amphibia	-	Caecilia	albiventris	VGP
Anura		Batrachia	Dicroglossidae		aMinDha	Amphibia	-	Minervarya	dhaka	VGP
Anura		Batrachia	Rhacophoridae		aPhiSim	Amphibia	-	Philautus	similipalensis	VGP
Anura		Batrachia	Strabomantidae		aPriNim	Amphibia	-	Pristimantis	nimbus	VGP
Anura		Batrachia	Telmatobiidae		aTelDeg	Amphibia	-	Telmatobius	degener	VGP
Apoda		Gymnophiona	Caeciliidae		aCaeAnt	Amphibia	-	Caecilia	antioquiaensis	VGP
Anura		Batrachia	Rhacophoridae		aRhaSub	Amphibia	-	Rhacophorus	subansiriensis	VGP
Anura		Batrachia	Telmatobiidae		aTelEda	Amphibia	-	Telmatobius	edaphonastes	VGP
Apoda		Gymnophiona	Caeciliidae		aCaeArm	Amphibia	Armored Caecilian, Armoured Caecilian	Caecilia	armata	VGP
Anura		Batrachia	Centrolenidae		aNymTru	Amphibia	-	Nymphargus	truebae	VGP
Anura		Batrachia	Dendrobatidae		aColTho	Amphibia	-	Colostethus	thorntoni	VGP
Anura		Batrachia	Leptodactylidae		aLepOch	Amphibia	-	Leptodactylus	ochraceus	VGP
Anura		Batrachia	Ranidae		aRanChe	Amphibia	Chevron-spotted Brown Frog	Rana	chevronta	VGP
Apoda		Gymnophiona	Caeciliidae		aCaeAtt	Amphibia	-	Caecilia	attenuata	VGP
Anura		Batrachia	Dendrobatidae		aColUcu	Amphibia	-	Colostethus	ucumari	VGP
Anura		Batrachia	Dicroglossidae		aMinGra	Amphibia	-	Minervarya	granosa	VGP
Anura		Batrachia	Hyperoliidae		aHypBic	Amphibia	-	Hyperolius	bicolor	VGP
Anura		Batrachia	Ranidae		aRanChi	Amphibia	-	Rana	chichicuahutla	VGP
Anura		Batrachia	Rhacophoridae		aPhiSur	Amphibia	Malindang Tree Frog	Philautus	surrufus	VGP
Apoda		Gymnophiona	Caeciliidae		aCaeBok	Amphibia	-	Caecilia	bokermanni	VGP
Anura		Batrachia	Bufonidae		aRhiAma	Amphibia	-	Rhinella	amabilis	VGP
Anura		Batrachia	Dendrobatidae		aColYag	Amphibia	-	Colostethus	yaguara	VGP
Anura		Batrachia	Microhylidae		aChiCen	Amphibia	-	Chiasmocleis	centralis	VGP
Anura		Batrachia	Strabomantidae		aPriBar	Amphibia	Barriga's Rainfrog	Pristimantis	barrigai	VGP
Apoda		Gymnophiona	Caeciliidae		aCaeCar	Amphibia	-	Caecilia	caribea	VGP
Anura		Batrachia	Dicroglossidae		aMinJhi	Amphibia	Jhilmil terrestrial frog	Minervarya	jhilmilensis	VGP
Anura		Batrachia	Leptodactylidae		aLepPas	Amphibia	-	Leptodactylus	pascoensis	VGP
Apoda		Gymnophiona	Caeciliidae		aCaeCor	Amphibia	-	Caecilia	corpulenta	VGP
Anura		Batrachia	Dicroglossidae		aMinKad	Amphibia	Kadar Burrowing Frog	Minervarya	kadar	VGP
Anura		Batrachia	Hylidae		aBoaLil	Amphibia	-	Boana	liliae	VGP
Anura		Batrachia	Mantellidae		aGepSpi	Amphibia	-	Gephyromantis	spiniferus	VGP
Anura		Batrachia	Microhylidae		aHylSig	Amphibia	Sigrid's Mawatta Frog; Sigrids Mawattafrosch	Hylophorbus	sigridae	VGP
Anura		Batrachia	Rhacophoridae		aPhiTyt	Amphibia	-	Philautus	tytthus	VGP
Anura		Batrachia	Rhacophoridae		aRhaTur	Amphibia	-	Rhacophorus	turpes	VGP
Anura		Batrachia	Telmatobiidae		aTelHau	Amphibia	-	Telmatobius	hauthali	VGP
Apoda		Gymnophiona	Caeciliidae		aCaeCra	Amphibia	-	Caecilia	crassisquama	VGP
Anura		Batrachia	Brachycephalidae		aIscKar	Amphibia	-	Ischnocnema	karst	VGP
Anura		Batrachia	Hylidae		aLitPip	Amphibia	Peppered Tree Frog	Litoria	piperata	VGP
Anura		Batrachia	Hyperoliidae		aHypBop	Amphibia	-	Hyperolius	bopeleti	VGP
Anura		Batrachia	Ranidae		aAmoGer	Amphibia	Tuberculated Torrent Frog	Amolops	gerutu	VGP
Apoda		Gymnophiona	Caeciliidae		aCaeDeg	Amphibia	-	Caecilia	degenerata	VGP
Anura		Batrachia	Hylidae		aLitPra	Amphibia	-	Litoria	pratti	VGP
Anura		Batrachia	Hyperoliidae		aHypBra	Amphibia	-	Hyperolius	brachiofasciatus	VGP
Anura		Batrachia	Strabomantidae		aPriBel	Amphibia	-	Pristimantis	bellae	VGP
Anura		Batrachia	Telmatobiidae		aTelHoc	Amphibia	-	Telmatobius	hockingi	VGP
Apoda		Gymnophiona	Caeciliidae		aCaeDis	Amphibia	-	Caecilia	disossea	VGP
Anura		Batrachia	Dicroglossidae		aMinKir	Amphibia	Mountain Paddy Field Frog	Minervarya	kirtisinghei	VGP
Anura		Batrachia	Megophryidae		aXenCau	Amphibia	-	Xenophrys	caudoprocta	VGP
Anura		Batrachia	Phrynobatrachidae		aPhrNan	Amphibia	-	Phrynobatrachus	nanus	VGP
Anura		Batrachia	Rhacophoridae		aRhaVir	Amphibia	-	Rhacophorus	viridimaculatus	VGP
Anura		Batrachia	Strabomantidae		aPriBel	Amphibia	-	Pristimantis	bellator	VGP
Apoda		Gymnophiona	Caeciliidae		aCaeDun	Amphibia	-	Caecilia	dunni	VGP
Anura		Batrachia	Bufonidae		aCapSel	Amphibia	Moonlight Mountain Toadlet	Capensibufo	selenophos	VGP
Anura		Batrachia	Rhacophoridae		aPhiVit	Amphibia	-	Philautus	vittiger	VGP
Anura		Batrachia	Telmatobiidae		aTelHyp	Amphibia	-	Telmatobius	hypselocephalus	VGP
Apoda		Gymnophiona	Caeciliidae		aCaeFla	Amphibia	-	Caecilia	flavopunctata	VGP
Anura		Batrachia	Megophryidae		aXenDam	Amphibia	-	Xenophrys	damrei	VGP
Anura		Batrachia	Telmatobiidae		aTelIgn	Amphibia	-	Telmatobius	ignavus	VGP
Anura		Batrachia	Dicroglossidae		aMinMan	Amphibia	Manoharan's Burrowing Frog	Minervarya	manoharani	VGP
Anura		Batrachia	Hylidae		aLitPyg	Amphibia	-	Litoria	pygmaea	VGP
Anura		Batrachia	Hyperoliidae		aHypCha	Amphibia	Fantastic Reed Frog, Chabanaud's Reed Frog	Hyperolius	chabanaudi	VGP
Anura		Batrachia	Rhacophoridae		aPolAss	Amphibia	-	Polypedates	assamensis	VGP
Anura		Batrachia	Telmatobiidae		aTelInt	Amphibia	-	Telmatobius	intermedius	VGP
Caudata		Batrachia	Plethodontidae		aThoPin	Amphibia	Pine-dwelling Minute Salamander	Thorius	pinicola	VGP
Apoda		Gymnophiona	Caeciliidae		aCaeGun	Amphibia	-	Caecilia	guntheri	VGP
Anura		Batrachia	Dicroglossidae		aMinMod	Amphibia	Shimoga Night Frog	Minervarya	modesta	VGP
Anura		Batrachia	Hylidae		aLitQua	Amphibia	-	Litoria	quadrilineata	VGP
Anura		Batrachia	Leptodactylidae		aLepRho	Amphibia	Red-thighed thin-toed frog, RÃ£-de-dedos-delgados-de-coxas-vermelhas, Rana dededos delgados de muslos rojos	Leptodactylus	rhodomerus	VGP
Anura		Batrachia	Rhacophoridae		aRhaYin	Amphibia	-	Rhacophorus	yinggelingensis	VGP
Apoda		Gymnophiona	Caeciliidae		aCaeInc	Amphibia	-	Caecilia	inca	VGP
Anura		Batrachia	Dendrobatidae		aSilDal	Amphibia	-	Silverstoneia	dalyi	VGP
Anura		Batrachia	Eleutherodactylidae		aEleRuc	Amphibia	-	Eleutherodactylus	rucillensis	VGP
Anura		Batrachia	Microhylidae		aLioRub	Amphibia	-	Liophryne	rubra	VGP
Anura		Batrachia	Ranidae		aAmoJau	Amphibia	-	Amolops	jaunsari	VGP
Anura		Batrachia	Rhacophoridae		aPolChl	Amphibia	-	Polypedates	chlorophthalmus	VGP
Anura		Batrachia	Telmatobiidae		aTelLae	Amphibia	-	Telmatobius	laevis	VGP
Caudata		Batrachia	Plethodontidae		aBolObs	Amphibia	TapantÃ­ Giant Salamander	Bolitoglossa	obscura	VGP
Anura		Batrachia	Hylidae		aHylAlb	Amphibia	-	Hyloscirtus	albopunctulatus	VGP
Anura		Batrachia	Hylidae		aLitRar	Amphibia	-	Litoria	rara	VGP
Anura		Batrachia	Hyperoliidae		aHypChr	Amphibia	-	Hyperolius	chrysogaster	VGP
Anura		Batrachia	Phrynobatrachidae		aPhrPar	Amphibia	-	Phrynobatrachus	parkeri	VGP
Anura		Batrachia	Telmatobiidae		aTelLat	Amphibia	-	Telmatobius	laticeps	VGP
Apoda		Gymnophiona	Caeciliidae		aCaeLeu	Amphibia	-	Caecilia	leucocephala	VGP
Anura		Batrachia	Leptodactylidae		aLepRho	Amphibia	-	Leptodactylus	rhodostima	VGP
Anura		Batrachia	Megophryidae		aXenJin	Amphibia	Jingdong Horned Toad	Xenophrys	jingdongensis	VGP
Anura		Batrachia	Microhylidae		aLioSim	Amphibia	-	Liophryne	similis	VGP
Anura		Batrachia	Telmatobiidae		aTelLat	Amphibia	-	Telmatobius	latirostris	VGP
Apoda		Gymnophiona	Caeciliidae		aCaeMar	Amphibia	-	Caecilia	marcusi	VGP
Anura		Batrachia	Hylidae		aBoaPar	Amphibia	-	Boana	paranaiba	VGP
Anura		Batrachia	Hylidae		aHylAnt	Amphibia	-	Hyloscirtus	antioquia	VGP
Anura		Batrachia	Phrynobatrachidae		aPhrPer	Amphibia	-	Phrynobatrachus	perpalmatus	VGP
Apoda		Gymnophiona	Caeciliidae		aCaeMer	Amphibia	-	Caecilia	mertensi	VGP
Anura		Batrachia	Bufonidae		aRhiCer	Amphibia	-	Rhinella	ceratophrys	VGP
Anura		Batrachia	Dendrobatidae		aSilMin	Amphibia	-	Silverstoneia	minima	VGP
Anura		Batrachia	Megophryidae		aXenKat	Amphibia	-	Xenophrys	katabhako	VGP
Anura		Batrachia	Rhacophoridae		aPolHec	Amphibia	Samar Tree Frog	Polypedates	hecticus	VGP
Apoda		Gymnophiona	Caeciliidae		aCaeMus	Amphibia	-	Caecilia	museugoeldi	VGP
Anura		Batrachia	Bufonidae		aDenOrg	Amphibia	-	Dendrophryniscus	organensis	VGP
Anura		Batrachia	Dendrobatidae		aSilMin	Amphibia	-	Silverstoneia	minutissima	VGP
Anura		Batrachia	Hylidae		aHylBog	Amphibia	-	Hyloscirtus	bogotensis	VGP
Anura		Batrachia	Hylidae		aSciJur	Amphibia	-	Scinax	jureia	VGP
Anura		Batrachia	Leptodactylidae		aLepSab	Amphibia	-	Leptodactylus	sabanensis	VGP
Anura		Batrachia	Rhacophoridae		aTheAnd	Amphibia	-	Theloderma	andersoni	VGP
Anura		Batrachia	Telmatobiidae		aTelMay	Amphibia	-	Telmatobius	mayoloi	VGP
Apoda		Gymnophiona	Caeciliidae		aCaeNig	Amphibia	-	Caecilia	nigricans	VGP
Anura		Batrachia	Hylidae		aSciKar	Amphibia	-	Scinax	karenanneae	VGP
Anura		Batrachia	Hylidae		aLitRob	Amphibia	-	Litoria	robinsonae	VGP
Anura		Batrachia	Megophryidae		aXenLat	Amphibia	-	Xenophrys	latidactyla	VGP
Anura		Batrachia	Telmatobiidae		aTelMen	Amphibia	-	Telmatobius	mendelsoni	VGP
Apoda		Gymnophiona	Caeciliidae		aCaeOcc	Amphibia	-	Caecilia	occidentalis	VGP
Anura		Batrachia	Bufonidae		aDenSku	Amphibia	-	Dendrophryniscus	skuki	VGP
Anura		Batrachia	Bufonidae		aRhiChr	Amphibia	-	Rhinella	chrysophora	VGP
Anura		Batrachia	Dendrobatidae		aSilPun	Amphibia	-	Silverstoneia	punctiventris	VGP
Anura		Batrachia	Hylidae		aHylCau	Amphibia	-	Hyloscirtus	caucanus	VGP
Anura		Batrachia	Megophryidae		aXenLek	Amphibia	-	Xenophrys	lekaguli	VGP
Anura		Batrachia	Microhylidae		aManMen	Amphibia	-	Mantophryne	menziesi	VGP
Anura		Batrachia	Rhacophoridae		aPolIsk	Amphibia	-	Polypedates	iskandari	VGP
Anura		Batrachia	Telmatobiidae		aTelNec	Amphibia	-	Telmatobius	necopinus	VGP
Apoda		Gymnophiona	Caeciliidae		aCaeOri	Amphibia	-	Caecilia	orientalis	VGP
Anura		Batrachia	Bufonidae		aDenSta	Amphibia	-	Dendrophryniscus	stawiarskyi	VGP
Anura		Batrachia	Bufonidae		aRhiCri	Amphibia	-	Rhinella	cristinae	VGP
Anura		Batrachia	Myobatrachidae		aAreXip	Amphibia	Southern Sandhill Frog	Arenophryne	xiphorhyncha	VGP
Anura		Batrachia	Phrynobatrachidae		aPhrPyg	Amphibia	-	Phrynobatrachus	pygmaeus	VGP
Anura		Batrachia	Ranidae		aAmoLon	Amphibia	-	Amolops	longimanus	VGP
Caudata		Batrachia	Plethodontidae		aBolPan	Amphibia	Pandi Mushroomtongue Salamander	Bolitoglossa	pandi	VGP
Apoda		Gymnophiona	Caeciliidae		aCaePac	Amphibia	-	Caecilia	pachynema	VGP
Anura		Batrachia	Brachycephalidae		aIscSur	Amphibia	-	Ischnocnema	surda	VGP
Anura		Batrachia	Hylidae		aHylChl	Amphibia	-	Hyloscirtus	chlorosteus	VGP
Anura		Batrachia	Hylidae		aSciLin	Amphibia	-	Scinax	lindsayi	VGP
Anura		Batrachia	Hylidae		aLitRub	Amphibia	-	Litoria	rubrops	VGP
Anura		Batrachia	Hyperoliidae		aHypDia	Amphibia	-	Hyperolius	diaphanus	VGP
Anura		Batrachia	Rhacophoridae		aTheBai	Amphibia	-	Theloderma	baibengense	VGP
Anura		Batrachia	Strabomantidae		aPriPaq	Amphibia	-	Pristimantis	paquishae	VGP
Anura		Batrachia	Telmatobiidae		aTelOxy	Amphibia	-	Telmatobius	oxycephalus	VGP
Apoda		Gymnophiona	Caeciliidae		aCaePer	Amphibia	-	Caecilia	perdita	VGP
Anura		Batrachia	Hylidae		aLitSan	Amphibia	-	Litoria	sanguinolenta	VGP
Anura		Batrachia	Phrynobatrachidae		aPhrRou	Amphibia	-	Phrynobatrachus	rouxi	VGP
Anura		Batrachia	Ranidae		aRanJoh	Amphibia	-	Rana	johni	VGP
Apoda		Gymnophiona	Caeciliidae		aCaePre	Amphibia	-	Caecilia	pressula	VGP
Anura		Batrachia	Dendrobatidae		aAndAbd	Amphibia	-	Andinobates	abditus	VGP
Anura		Batrachia	Microhylidae		aOreAlb	Amphibia	-	Oreophryne	albitympanum	VGP
Apoda		Gymnophiona	Caeciliidae		aCaeSub	Amphibia	-	Caecilia	subdermalis	VGP
Anura		Batrachia	Eleutherodactylidae		aEleSta	Amphibia	-	Eleutherodactylus	staurometopon	VGP
Anura		Batrachia	Hylidae		aLitSca	Amphibia	-	Litoria	scabra	VGP
Anura		Batrachia	Microhylidae		aOreAlb	Amphibia	Speckled Cross Frof; Weissfleckenbergkroete	Oreophryne	albomaculata	VGP
Caudata		Batrachia	Plethodontidae		aBolPha	Amphibia	-	Bolitoglossa	phalarosoma	VGP
Apoda		Gymnophiona	Caeciliidae		aCaeSub	Amphibia	-	Caecilia	subnigricans	VGP
Anura		Batrachia	Hylidae		aHylDen	Amphibia	-	Hyloscirtus	denticulentus	VGP
Anura		Batrachia	Hylidae		aSciLui	Amphibia	-	Scinax	luizotavioi	VGP
Anura		Batrachia	Microhylidae		aOreAlb	Amphibia	-	Oreophryne	albopunctata	VGP
Anura		Batrachia	Ranidae		aAmoMin	Amphibia	-	Amolops	minutus	VGP
Anura		Batrachia	Rhacophoridae		aPolOcc	Amphibia	-	Polypedates	occidentalis	VGP
Anura		Batrachia	Telmatobiidae		aTelPin	Amphibia	Medanitos Water Frog	Telmatobius	pinguiculus	VGP
Apoda		Gymnophiona	Caeciliidae		aCaeSub	Amphibia	-	Caecilia	subterminalis	VGP
Anura		Batrachia	Centrolenidae		aVitPar	Amphibia	Lages Glass Frog, rÃ¯Â¿Â½-de-vidro, perereca-de-vidro	Vitreorana	parvula	VGP
Anura		Batrachia	Hylidae		aBoaPul	Amphibia	-	Boana	pulidoi	VGP
Anura		Batrachia	Hylidae		aHylDia	Amphibia	-	Hyloscirtus	diabolus	VGP
Anura		Batrachia	Hyperoliidae		aHypFas	Amphibia	-	Hyperolius	fasciatus	VGP
Anura		Batrachia	Leptodactylidae		aLepTur	Amphibia	Calf frog, RÃ£-vitelo, Rana ternero	Leptodactylus	turimiquensis	VGP
Anura		Batrachia	Microhylidae		aOreAlt	Amphibia	-	Oreophryne	alticola	VGP
Anura		Batrachia	Microhylidae		aCteBar	Amphibia	-	Ctenophryne	barbatula	VGP
Anura		Batrachia	Phrynobatrachidae		aPhrSca	Amphibia	-	Phrynobatrachus	scapularis	VGP
Anura		Batrachia	Strabomantidae		aPriBus	Amphibia	-	Pristimantis	bustamante	VGP
Anura		Batrachia	Telmatobiidae		aTelPis	Amphibia	Argentine Water Frog	Telmatobius	pisanoi	VGP
Anura		Batrachia	Hyperoliidae		aHypFer	Amphibia	-	Hyperolius	ferreirai	VGP
Anura		Batrachia	Microhylidae		aOreAmp	Amphibia	-	Oreophryne	ampelos	VGP
Anura		Batrachia	Ranidae		aAmoNid	Amphibia	-	Amolops	nidorbellus	VGP
Anura		Batrachia	Telmatobiidae		aTelPla	Amphibia	Flat-headed Water Frog	Telmatobius	platycephalus	VGP
Caudata		Batrachia	Plethodontidae		aBolPse	Amphibia	-	Bolitoglossa	psephena	VGP
Apoda		Gymnophiona	Caeciliidae		aCaeTen	Amphibia	-	Caecilia	tenuissima	VGP
Anura		Batrachia	Dendrobatidae		aAndDal	Amphibia	-	Andinobates	daleswansoni	VGP
Anura		Batrachia	Dicroglossidae		aNanGue	Amphibia	-	Nannophrys	guentheri	VGP
Anura		Batrachia	Hyperoliidae		aHypFer	Amphibia	-	Hyperolius	ferrugineus	VGP
Anura		Batrachia	Telmatobiidae		aTelPun	Amphibia	-	Telmatobius	punctatus	VGP
Caudata		Batrachia	Plethodontidae		aBolPyg	Amphibia	Pygmy Web-footed Salamander	Bolitoglossa	pygmaea	VGP
Anura		Batrachia	Hylidae		aBoaRhy	Amphibia	-	Boana	rhythmica	VGP
Anura		Batrachia	Hylidae		aLitSpi	Amphibia	-	Litoria	spinifera	VGP
Anura		Batrachia	Microhylidae		aOreAns	Amphibia	-	Oreophryne	anser	VGP
Anura		Batrachia	Microhylidae		aCteMin	Amphibia	-	Ctenophryne	minor	VGP
Anura		Batrachia	Ranidae		aRanLem	Amphibia	-	Rana	lemosespinali	VGP
Anura		Batrachia	Rhacophoridae		aPolRan	Amphibia	Ranwellage anga gas gemba (Sinhala), Ranwellavin mul marath tavalai (Tamil), Ranwella's spined tree frog (English)	Polypedates	ranwellai	VGP
Anura		Batrachia	Strabomantidae		aPriCae	Amphibia	-	Pristimantis	caeruleonotus	VGP
Anura		Batrachia	Telmatobiidae		aTelRim	Amphibia	Rimac Water Frog	Telmatobius	rimac	VGP
Anura		Batrachia	Dicroglossidae		aNanNae	Amphibia	Sri Lanka Tribal Rock Frog	Nannophrys	naeyakai	VGP
Anura		Batrachia	Microhylidae		aOreAnt	Amphibia	-	Oreophryne	anthonyi	VGP
Anura		Batrachia	Phrynobatrachidae		aPhrSte	Amphibia	-	Phrynobatrachus	sternfeldi	VGP
Anura		Batrachia	Ranidae		aRanLen	Amphibia	Lenca Leopard Frog	Rana	lenca	VGP
Anura		Batrachia	Rhacophoridae		aPolSub	Amphibia	-	Polypedates	subansiriensis	VGP
Anura		Batrachia	Telmatobiidae		aTelRub	Amphibia	-	Telmatobius	rubigo	VGP
Apoda		Gymnophiona	Caeciliidae		aOscBas	Amphibia	-	Oscaecilia	bassleri	VGP
Anura		Batrachia	Bufonidae		aDutKip	Amphibia	-	Duttaphrynus	kiphirensis	VGP
Anura		Batrachia	Hyperoliidae		aHypFus	Amphibia	-	Hyperolius	fuscigula	VGP
Anura		Batrachia	Phrynobatrachidae		aPhrSte	Amphibia	-	Phrynobatrachus	stewartae	VGP
Apoda		Gymnophiona	Caeciliidae		aOscElo	Amphibia	-	Oscaecilia	elongata	VGP
Anura		Batrachia	Bufonidae		aDutKot	Amphibia	Kotagama's Dwarf Toad	Duttaphrynus	kotagamai	VGP
Anura		Batrachia	Dicroglossidae		aNanAnn	Amphibia	-	Nanorana	annandalii	VGP
Anura		Batrachia	Phrynobatrachidae		aPhrSul	Amphibia	-	Phrynobatrachus	sulfureogularis	VGP
Anura		Batrachia	Ranidae		aRanLua	Amphibia	-	Rana	luanchuanensis	VGP
Anura		Batrachia	Telmatobiidae		aTelSch	Amphibia	La Rioja Water Frog	Telmatobius	schreiteri	VGP
Apoda		Gymnophiona	Caeciliidae		aOscEqu	Amphibia	Equatorial Caecilian	Oscaecilia	equatorialis	VGP
Anura		Batrachia	Bufonidae		aDutMam	Amphibia	-	Duttaphrynus	mamitensis	VGP
Anura		Batrachia	Hylidae		aHylLyn	Amphibia	-	Hyloscirtus	lynchi	VGP
Anura		Batrachia	Hyperoliidae		aHypGhe	Amphibia	-	Hyperolius	ghesquieri	VGP
Anura		Batrachia	Microhylidae		aElaBum	Amphibia	-	Elachistocleis	bumbameuboi	VGP
Anura		Batrachia	Phrynobatrachidae		aPhrTai	Amphibia	-	Phrynobatrachus	taiensis	VGP
Anura		Batrachia	Rhacophoridae		aPolZed	Amphibia	-	Polypedates	zed	VGP
Anura		Batrachia	Rhacophoridae		aTheNag	Amphibia	-	Theloderma	nagalandense	VGP
Anura		Batrachia	Telmatobiidae		aTelScr	Amphibia	-	Telmatobius	scrocchii	VGP
Apoda		Gymnophiona	Caeciliidae		aOscHyp	Amphibia	-	Oscaecilia	hypereumeces	VGP
Anura		Batrachia	Bufonidae		aDutMan	Amphibia	-	Duttaphrynus	manipurensis	VGP
Anura		Batrachia	Eleutherodactylidae		aEleTyc	Amphibia	-	Eleutherodactylus	tychathrous	VGP
Anura		Batrachia	Hylidae		aLitTim	Amphibia	-	Litoria	timida	VGP
Anura		Batrachia	Megophryidae		aXenPar	Amphibia	-	Xenophrys	parallela	VGP
Anura		Batrachia	Microhylidae		aElaCar	Amphibia	-	Elachistocleis	carvalhoi	VGP
