	NCBI_taxon_id	Genus	species	family	target_list_status	sequencing_status	synonym	project	data_generation	in_assembly	insdc_open	insdc_submitted	sample_acquired	long_list
20		Bathyraja	longicaudata	Arhynchobatidae	long_list	sample_acquired		SQUALOMIX					SQUALOMIX	SQUALOMIX
