NCBI_taxon_id	Genus	species	family	target_list_status	sequencing_status	synonym	project	in_progress	sample_collected	sample_acquired	insdc_open	published	family_representative	long_list	other_priority
	Parasyscia	sp.	Formicidae	long_list	in_progress		GAGA	GAGA	GAGA	GAGA				GAGA	
	Colobopsis	minus	Formicidae	long_list	in_progress		GAGA	GAGA	GAGA	GAGA				GAGA	
	Leptanilla	sp.	Formicidae	long_list	in_progress		GAGA	GAGA	GAGA	GAGA				GAGA	
	Megalomyrmex	milenae	Formicidae	long_list	in_progress		GAGA	GAGA	GAGA	GAGA				GAGA	
	Tetramorium	polymorphum	Formicidae	long_list	in_progress		GAGA	GAGA	GAGA	GAGA				GAGA	
	Tetramorium	fouqueti	Formicidae	long_list	in_progress		GAGA	GAGA	GAGA	GAGA				GAGA	
	Buniapone	amblyops	Formicidae	long_list	in_progress		GAGA	GAGA	GAGA	GAGA				GAGA	
	Neoponera	goeldii	Formicidae	long_list	in_progress		GAGA	GAGA	GAGA	GAGA				GAGA	
	Proceratium	bruelheidei	Formicidae	long_list	in_progress		GAGA	GAGA	GAGA	GAGA				GAGA	
