species	family	phylum	kingdom	source	ncbi_taxon_id	target_list_status	sequencing_status	project	long_list	family_representative	other_priority	sample_collected	sample_acquired	in_progress	data_generation	in_assembly	insdc_submitted	open	insdc_open	published
Caulerpales (Caulerpa prolifera & C. cylindracea)	Caulerpaceae	 Chlorophyta	Plantae	GreeceHSp_HCMR		other_priority		GREECE-HSP	GREECE-HSP		GREECE-HSP									
Madracis pharensis / Leptopsammia pruvoti (cave-dwelling)	Pocilloporida / Dendrophylliidae	Cnidaria	Metazoa	GreeceHSp_HCMR		other_priority		GREECE-HSP	GREECE-HSP		GREECE-HSP									
Sargassum (S. acinarium, S. hornschuchii, S. trichocarpum, Sargassum (Sargassum) vulgare)	Sargassaceae	 Gyrista	Plantae	GreeceHSp_HCMR		other_priority		GREECE-HSP	GREECE-HSP		GREECE-HSP									
Paranemonia vouliagmenensis	Actiniidae	Cnidaria	Metazoa	GreeceHSp_HCMR		other_priority		GREECE-HSP	GREECE-HSP		GREECE-HSP									
Thylacodes arenarius	Vermetidae	Mollusca	Metazoa	GreeceHSp_HCMR		other_priority		GREECE-HSP	GREECE-HSP		GREECE-HSP									
Reteporella mediterranea	Phidoloporidae	Bryozoa	Metazoa	GreeceHSp_HCMR		other_priority		GREECE-HSP	GREECE-HSP		GREECE-HSP									
