	Species_name	Subspecies	Common_Name	Family	Phase	sample_collected	sample_acquired	in_progress	insdc_submitted	sequencing_status	long_list	other_priority	family_representative
435	Amazona guildingii		St. Vincent Parrot	Psittacidae	Phase Family	B10K	B10K	B10K	B10K	insdc_submitted	B10K		B10K
436	Amazona guildingii		St. Vincent Parrot	Psittacidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
437	Amazona imperialis		Imperial Parrot	Psittacidae							B10K		
438	Amazona kawalli		Kawall's Parrot	Psittacidae							B10K		
439	Amazona leucocephala		Cuban Parrot	Psittacidae							B10K		
440	Amazona mercenarius		Scaly-naped Parrot	Psittacidae							B10K		
441	Amazona ochrocephala	ochrocephala	Yellow-crowned Parrot	Psittacidae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
442	Amazona oratrix		Yellow-headed Parrot	Psittacidae							B10K		
443	Amazona pretrei		Red-spectacled Parrot	Psittacidae							B10K		
444	Amazona rhodocorytha		Red-browed Parrot	Psittacidae							B10K		
445	Amazona tucumana		Tucuman Parrot	Psittacidae	Phase Genus						B10K	B10K	
446	Amazona ventralis		Hispaniolan Parrot	Psittacidae							B10K		
447	Amazona versicolor		St. Lucia Parrot	Psittacidae							B10K		
448	Amazona vinacea		Vinaceous-breasted Parrot	Psittacidae	Phase Genus						B10K	B10K	
449	Amazona viridigenalis		Red-crowned Parrot	Psittacidae	Phase Genus						B10K	B10K	
450	Amazona vittata		Puerto Rican Parrot	Psittacidae		B10K	B10K	B10K	B10K	insdc_submitted	B10K		
451	Amazona xantholora		Yellow-lored Parrot	Psittacidae							B10K		
453	Amblycercus holosericeus	holosericeus	Yellow-billed Cacique	Icteridae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
454	Amblyornis flavifrons		Golden-fronted Bowerbird	Ptilonorhynchidae							B10K		
455	Amblyornis inornata		Vogelkop Bowerbird	Ptilonorhynchidae							B10K		
456	Amblyornis macgregoriae		MacGregor's Bowerbird	Ptilonorhynchidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
457	Amblyornis subalaris		Streaked Bowerbird	Ptilonorhynchidae		B10K	B10K	B10K	B10K	insdc_submitted	B10K		
458	Amblyospiza albifrons		Grosbeak Weaver	Ploceidae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
459	Amblyramphus holosericeus		Scarlet-headed Blackbird	Icteridae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
460	Ammodramus aurifrons		Yellow-browed Sparrow	Passerellidae							B10K		
462	Ammodramus savannarum		Grasshopper Sparrow	Passerellidae							B10K		
463	Ammomanes cinctura		Bar-tailed Lark	Alaudidae							B10K		
464	Ammomanes deserti		Desert Lark	Alaudidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
467	Ammonastes pelzelni		Gray-bellied Antbird	Thamnophilidae							B10K		
469	Ammoperdix heyi		Sand Partridge	Phasianidae							B10K		
470	Ammospiza caudacuta		Saltmarsh Sparrow	Passerellidae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
471	Ammospiza leconteii		Le Conte's Sparrow	Passerellidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
472	Ammospiza maritima		Seaside Sparrow	Passerellidae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
473	Ammospiza nelsoni		Nelson's Sparrow	Passerellidae							B10K		
474	Ampeliceps coronatus		Golden-crested Myna	Sturnidae							B10K		
475	Ampelioides tschudii		Scaled Fruiteater	Cotingidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
476	Ampelion rubrocristatus		Red-crested Cotinga	Cotingidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
477	Ampelion rubrocristatus		Red-crested Cotinga	Cotingidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
478	Ampelion rufaxilla		Chestnut-crested Cotinga	Cotingidae							B10K		
479	Ampelornis griseiceps		Gray-headed Antbird	Thamnophilidae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
480	Ampelornis griseiceps		Gray-headed Antbird	Thamnophilidae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
481	Amphilais seebohmi		Madagascar Grassbird	Locustellidae							B10K		
482	Amphispiza bilineata		Black-throated Sparrow	Passerellidae							B10K		
483	Amphispiza quinquestriata		Five-striped Sparrow	Passerellidae							B10K		
484	Amytornis ballarae		Kalkadoon Grasswren	Maluridae							B10K		
485	Amytornis barbatus		Grey Grasswren	Maluridae							B10K		
486	Amytornis dorotheae		Carpentarian Grasswren	Maluridae							B10K		
487	Amytornis goyderi		Eyrean Grasswren	Maluridae							B10K		
488	Amytornis housei		Black Grasswren	Maluridae							B10K		
489	Amytornis merrotsyi		Short-tailed Grasswren	Maluridae							B10K		
490	Amytornis modestus		Thick-billed Grasswren	Maluridae							B10K		
492	Amytornis purnelli		Dusky Grasswren	Maluridae							B10K		
493	Amytornis rowleyi		Rusty Grasswren	Maluridae							B10K		
494	Amytornis striatus		Striated Grasswren	Maluridae							B10K		
495	Amytornis textilis		Western Grasswren	Maluridae							B10K		
496	Amytornis whitei		Pilbara Grasswren	Maluridae							B10K		
497	Amytornis woodwardi		White-throated Grasswren	Maluridae							B10K		
498	Anabacerthia amaurotis		White-browed Foliage-gleaner	Furnariidae							B10K		
499	Anabacerthia lichtensteini		Ochre-breasted Foliage-gleaner	Furnariidae							B10K		
500	Anabacerthia ruficaudata		Rufous-tailed Foliage-gleaner	Furnariidae							B10K		
501	Anabacerthia striaticollis		Montane Foliage-gleaner	Furnariidae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
502	Anabacerthia striaticollis		Montane Foliage-gleaner	Furnariidae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
503	Anabacerthia variegaticeps		Scaly-throated Foliage-gleaner	Furnariidae							B10K		
504	Anabathmis hartlaubii		Principe Sunbird	Nectariniidae							B10K		
505	Anabathmis newtonii		Newton's Sunbird	Nectariniidae							B10K		
506	Anabathmis reichenbachii		Reichenbach's Sunbird	Nectariniidae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
507	Anabazenops dorsalis		Dusky-cheeked Foliage-gleaner	Furnariidae							B10K		
508	Anabazenops fuscus		White-collared Foliage-gleaner	Furnariidae							B10K		
509	Anairetes alpinus		Ash-breasted Tit Tyrant	Tyrannidae							B10K		
510	Anairetes fernandezianus		Juan Fernandez Tit Tyrant	Tyrannidae							B10K		
511	Anairetes flavirostris		Yellow-billed Tit Tyrant	Tyrannidae							B10K		
512	Anairetes nigrocristatus		Black-crested Tit Tyrant	Tyrannidae							B10K		
513	Anairetes parulus	aequatorialis	Tufted Tit Tyrant	Tyrannidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
514	Anairetes reguloides		Pied-crested Tit Tyrant	Tyrannidae							B10K		
515	Anaplectes rubriceps		Red-headed Weaver	Ploceidae		B10K				sample_collected	B10K		
516	Anarhynchus frontalis		Wrybill	Charadriidae							B10K		
517	Anas acuta		Northern Pintail	Anatidae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
519	Anas aucklandica		New Zealand Teal	Anatidae							B10K		
520	Anas bahamensis		White-cheeked Pintail	Anatidae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
521	Anas bernieri		Madagascar Teal	Anatidae							B10K		
522	Anas capensis		Cape Teal	Anatidae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
523	Anas castanea		Chestnut-breasted Teal	Anatidae							B10K		
524	Anas crecca	crecca	Common Teal	Anatidae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
526	Anas erythrorhyncha		Red-billed Teal	Anatidae							B10K		
527	Anas flavirostris		Speckled Teal	Anatidae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
528	Anas fulvigula		Mottled Duck	Anatidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
529	Anas georgica		Yellow-billed Pintail	Anatidae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
530	Anas gibberifrons		Grey Teal	Anatidae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
531	Anas laysanensis		Laysan Duck	Anatidae							B10K		
532	Anas luzonica		Philippine Duck	Anatidae							B10K		
533	Anas melleri		Meller's Duck	Anatidae							B10K		
534	Anas platyrhynchos		Mallard	Anatidae	Phase Family	B10K	B10K	B10K	B10K	insdc_submitted	B10K		B10K
535	Anas platyrhynchos		Mallard	Anatidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
536	Anas poecilorhyncha		Indian Spot-billed Duck	Anatidae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
537	Anas rubripes		American Black Duck	Anatidae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
538	Anas sparsa		African Black Duck	Anatidae							B10K		
539	Anas superciliosa		Pacific Black Duck	Anatidae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
540	Anas undulata		Yellow-billed Duck	Anatidae							B10K		
541	Anas wyvilliana		Hawaiian Duck	Anatidae							B10K		
542	Anas zonorhyncha		Chinese Spot-billed Duck	Anatidae	Phase Family	B10K	B10K	B10K	B10K	insdc_submitted	B10K		B10K
543	Anastomus lamelligerus		African Openbill	Ciconiidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
544	Anastomus oscitans		Asian Openbill	Ciconiidae							B10K		
545	Ancistrops strigilatus		Chestnut-winged Hookbill	Furnariidae							B10K		
546	Andigena cucullata		Hooded Mountain Toucan	Ramphastidae							B10K		
547	Andigena hypoglauca		Gray-breasted Mountain Toucan	Ramphastidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
548	Andigena laminirostris		Plate-billed Mountain Toucan	Ramphastidae							B10K		
549	Andigena nigrirostris		Black-billed Mountain Toucan	Ramphastidae							B10K		
550	Androdon aequatorialis		Tooth-billed Hummingbird	Trochilidae	Phase Genus						B10K	B10K	
551	Androdon aequatorialis		Tooth-billed Hummingbird	Trochilidae	Phase Genus						B10K	B10K	
552	Andropadus importunus		Sombre Greenbul	Pycnonotidae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
554	Anhima cornuta		Horned Screamer	Anhimidae							B10K		
555	Anhinga anhinga		Anhinga	Anhingidae	Phase Family	B10K	B10K	B10K	B10K	insdc_submitted	B10K		B10K
556	Anhinga anhinga		Anhinga	Anhingidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
557	Anhinga anhinga		Anhinga	Anhingidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
559	Anhinga novaehollandiae		Australasian Darter	Anhingidae							B10K		
560	Anhinga rufa		African Darter	Anhingidae	Phase Family	B10K	B10K	B10K	B10K	insdc_submitted	B10K		B10K
561	Anisognathus igniventris		Scarlet-bellied Mountain Tanager	Thraupidae							B10K		
562	Anisognathus lacrymosus		Lacrimose Mountain Tanager	Thraupidae							B10K		
563	Anisognathus melanogenys		Black-cheeked Mountain Tanager	Thraupidae							B10K		
564	Anisognathus notabilis		Black-chinned Mountain Tanager	Thraupidae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
565	Anisognathus somptuosus		Blue-winged Mountain Tanager	Thraupidae							B10K		
566	Anodorhynchus glaucus		Glaucous Macaw	Psittacidae							B10K		
567	Anodorhynchus hyacinthinus		Hyacinth Macaw	Psittacidae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
568	Anodorhynchus hyacinthinus		Hyacinth Macaw	Psittacidae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
569	Anodorhynchus leari		Indigo Macaw	Psittacidae							B10K		
571	Anopetia gounellei		Broad-tipped Hermit	Trochilidae							B10K		
572	Anorrhinus galeritus		Bushy-crested Hornbill	Bucerotidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
573	Anous minutus		Black Noddy	Laridae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
574	Anous stolidus		Brown Noddy	Laridae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
575	Anous tenuirostris		Lesser Noddy	Laridae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
576	Anser albifrons		Greater White-fronted Goose	Anatidae		B10K	B10K	B10K	B10K	insdc_submitted	B10K		
577	Anser anser		Greylag Goose	Anatidae		B10K	B10K	B10K		in_progress	B10K		
578	Anser brachyrhynchus		Pink-footed Goose	Anatidae		B10K	B10K	B10K	B10K	insdc_submitted	B10K		
580	Anser canagicus		Emperor Goose	Anatidae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
583	Anser erythropus		Lesser White-fronted Goose	Anatidae		B10K	B10K	B10K		in_progress	B10K		
584	Anser fabalis		Bean Goose	Anatidae		B10K	B10K	B10K		in_progress	B10K		
585	Anser indicus		Bar-headed Goose	Anatidae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
586	Anser rossii		Ross's Goose	Anatidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
587	Anseranas semipalmata		Magpie Goose	Anseranatidae	Phase Family	B10K	B10K	B10K	B10K	insdc_submitted	B10K		B10K
588	Anseranas semipalmata		Magpie Goose	Anseranatidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
589	Anthipes monileger		White-gorgetted Flycatcher	Muscicapidae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
590	Anthipes monileger		White-gorgetted Flycatcher	Muscicapidae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
591	Anthipes solitaris		Rufous-browed Flycatcher	Muscicapidae							B10K		
592	Anthobaphes violacea		Orange-breasted Sunbird	Nectariniidae		B10K				sample_collected	B10K		
593	Anthocephala floriceps		Blossomcrown	Trochilidae							B10K		
594	Anthochaera carunculata		Red Wattlebird	Meliphagidae							B10K		
595	Anthochaera chrysoptera		Little Wattlebird	Meliphagidae							B10K		
596	Anthochaera lunulata		Western Wattlebird	Meliphagidae							B10K		
597	Anthochaera paradoxa		Yellow Wattlebird	Meliphagidae							B10K		
598	Anthochaera phrygia		Regent Honeyeater	Meliphagidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
599	Anthornis melanocephala		Chatham Island Bellbird	Meliphagidae							B10K		
600	Anthornis melanura		New Zealand Bellbird	Meliphagidae							B10K		
608	Anthracoceros albirostris		Oriental Pied Hornbill	Bucerotidae		B10K				sample_collected	B10K		
609	Anthracoceros coronatus		Malabar Pied Hornbill	Bucerotidae							B10K		
610	Anthracoceros malayanus		Black Hornbill	Bucerotidae							B10K		
611	Anthracoceros marchei		Palawan Hornbill	Bucerotidae							B10K		
612	Anthracoceros montani		Sulu Hornbill	Bucerotidae							B10K		
613	Anthracothorax dominicus		Antillean Mango	Trochilidae							B10K		
614	Anthracothorax mango		Jamaican Mango	Trochilidae							B10K		
616	Anthracothorax prevostii		Green-breasted Mango	Trochilidae	Phase Genus	B10K				sample_collected	B10K	B10K	
617	Anthracothorax veraguensis		Veraguas Mango	Trochilidae	Phase Genus	B10K				sample_collected	B10K	B10K	
618	Anthracothorax viridigula		Green-throated Mango	Trochilidae							B10K		
619	Anthracothorax viridis		Green Mango	Trochilidae							B10K		
624	Anthreptes malacensis		Brown-throated Sunbird	Nectariniidae							B10K		
626	Anthreptes orientalis		Eastern Violet-backed Sunbird	Nectariniidae							B10K		
627	Anthreptes rectirostris		Grey-chinned Sunbird	Nectariniidae							B10K		
629	Anthreptes rhodolaemus		Red-throated Sunbird	Nectariniidae							B10K		
631	Anthreptes seimundi		Little Green Sunbird	Nectariniidae							B10K		
632	Anthreptes simplex		Plain Sunbird	Nectariniidae							B10K		
633	Anthus antarcticus		South Georgia Pipit	Motacillidae							B10K		
635	Anthus berthelotii		Berthelot's Pipit	Motacillidae							B10K		
637	Anthus brachyurus		Short-tailed Pipit	Motacillidae							B10K		
638	Anthus caffer		Bushveld Pipit	Motacillidae							B10K		
640	Anthus cervinus		Red-throated Pipit	Motacillidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
641	Anthus chacoensis		Pampas Pipit	Motacillidae							B10K		
642	Anthus cinnamomeus		African Pipit	Motacillidae							B10K		
644	Anthus crenatus		Yellow-tufted Pipit	Motacillidae							B10K		
646	Anthus godlewskii		Blyth's Pipit	Motacillidae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
647	Anthus gustavi	gustavi	Pechora Pipit	Motacillidae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
648	Anthus gutturalis		Alpine Pipit	Motacillidae							B10K		
649	Anthus hellmayri		Hellmayr's Pipit	Motacillidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
650	Anthus hodgsoni		Olive-backed Pipit	Motacillidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
651	Anthus hoeschi		Mountain Pipit	Motacillidae							B10K		
652	Anthus leucophrys		Plain-backed Pipit	Motacillidae							B10K		
653	Anthus lineiventris		Striped Pipit	Motacillidae							B10K		
657	Anthus nattereri		Ochre-breasted Pipit	Motacillidae							B10K		
658	Anthus nilghiriensis		Nilgiri Pipit	Motacillidae							B10K		
659	Anthus novaeseelandiae		New Zealand Pipit	Motacillidae							B10K		
660	Anthus nyassae		Woodland Pipit	Motacillidae							B10K		
661	Anthus pallidiventris		Long-legged Pipit	Motacillidae							B10K		
662	Anthus petrosus		Rock Pipit	Motacillidae		B10K	B10K	B10K		in_progress	B10K		
663	Anthus pratensis	pratensis	Meadow Pipit	Motacillidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
665	Anthus richardi		Richard's Pipit	Motacillidae		B10K	B10K	B10K		in_progress	B10K		
666	Anthus roseatus		Rosy Pipit	Motacillidae							B10K		
668	Anthus rufulus		Paddyfield Pipit	Motacillidae							B10K		
669	Anthus similis		Long-billed Pipit	Motacillidae							B10K		
672	Anthus spragueii		Sprague's Pipit	Motacillidae							B10K		
673	Anthus sylvanus		Upland Pipit	Motacillidae							B10K		
674	Anthus trivialis	trivialis	Tree Pipit	Motacillidae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
675	Anthus vaalensis		Buffy Pipit	Motacillidae							B10K		
676	Antigone antigone		Sarus Crane	Gruidae	Phase Genus	B10K				sample_collected	B10K	B10K	
677	Antigone canadensis	canadensis	Sandhill Crane	Gruidae	Phase Genus	B10K				sample_collected	B10K	B10K	
678	Antigone rubicunda		Brolga	Gruidae							B10K		
679	Antigone vipio		White-naped Crane	Gruidae	Phase Genus	B10K				sample_collected	B10K	B10K	
680	Antigone vipio		White-naped Crane	Gruidae	Phase Genus	B10K				sample_collected	B10K	B10K	
681	Antilophia bokermanni		Araripe Manakin	Pipridae							B10K		
682	Antilophia galeata		Helmeted Manakin	Pipridae							B10K		
683	Antrostomus arizonae		Mexican Whip-poor-will	Caprimulgidae							B10K		
685	Antrostomus carolinensis		Chuck-will's-widow	Caprimulgidae	Phase Order	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
686	Antrostomus carolinensis		Chuck-will's-widow	Caprimulgidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
689	Antrostomus ridgwayi		Buff-collared Nightjar	Caprimulgidae							B10K		
690	Antrostomus rufus		Rufous Nightjar	Caprimulgidae	Phase Genus	B10K				sample_collected	B10K	B10K	
691	Antrostomus salvini		Tawny-collared Nightjar	Caprimulgidae							B10K		
692	Antrostomus saturatus		Dusky Nightjar	Caprimulgidae							B10K		
693	Antrostomus sericocaudatus		Silky-tailed Nightjar	Caprimulgidae							B10K		
694	Antrostomus vociferus		Eastern Whip-poor-will	Caprimulgidae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
695	Anumbius annumbi		Firewood-gatherer	Furnariidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
696	Anurophasis monorthonyx		Snow Mountains Quail	Phasianidae							B10K		
697	Apalharpactes mackloti		Sumatran Trogon	Trogonidae							B10K		
699	Apalis bamendae		Bamenda Apalis	Cisticolidae							B10K		
700	Apalis binotata		Masked Apalis	Cisticolidae							B10K		
701	Apalis chapini		Chapin's Apalis	Cisticolidae							B10K		
702	Apalis chariessa		White-winged Apalis	Cisticolidae							B10K		
703	Apalis chirindensis		Chirinda Apalis	Cisticolidae							B10K		
704	Apalis cinerea		Grey Apalis	Cisticolidae							B10K		
705	Apalis flavida		Yellow-breasted Apalis	Cisticolidae							B10K		
706	Apalis goslingi		Gosling's Apalis	Cisticolidae							B10K		
707	Apalis jacksoni		Black-throated Apalis	Cisticolidae							B10K		
