"lfd. Nr","Überfamilie","Familie","Unterfamilie","Tribus","Subtribus","Gattung","Art","Autoren","Trivialnamen (meist deutsche Namen)","KR-Nr.","GUID","Anmer-kung zum Artstatus","zu löschen!","Änderungs-Datum","Kommentar Änderung gegenüber Version 1 vom 4. Februar 2017","Anmerkung Faunistik Europa","Vorkommen in Europa sensu Fauna Europaea","Vorkommen in Europa i.w.S.","D","CH","A","Hinweis auf eingeschränkte Verbreitung","Anzahl Länder mit Nachweisen","Lebendbild","Diagnosebild"
"2360","Tortricoidea","Tortricidae","Tortricinae","Tortricini","","Acleris","schalleriana","(Linnaeus, 1761)","Schneeball-Wickler","4386","9b0c1e6c-d6ae-4bc6-a0d3-94fce465f6ae","","","06.01.2019 und 20.03.2021","1761 ==> [1760]; und wieder zurück:  [1760] ==> 1761","D-CH-A","etabliert","etabliert","D","C","A","","30","Ja","Ja"
"2361","Tortricoidea","Tortricidae","Tortricinae","Tortricini","","Acleris","lorquiniana","(Duponchel, [1835])","","4387","7b7aa4e5-8a7c-4363-aa77-bfb6ed2a21fe","","","18/12/2018","eckige Klammern um Publikationsjahr ergänzt","D-CH-A","etabliert","etabliert","D","C","A","","22","Ja","Ja"
"2362","Tortricoidea","Tortricidae","Tortricinae","Tortricini","","Acleris","umbrana","(Hübner, [1799])","","4388","7457bab5-d9d9-4070-b763-6620beae4dcd","","","","","D-CH-A","etabliert","etabliert","D","C","A","","27","Ja","Ja"
"2363","Tortricoidea","Tortricidae","Tortricinae","Tortricini","","Acleris","cristana","([Denis & Schiffermüller], 1775)","","4389","665081b5-3540-4337-a705-e04f7ebe6352","","","","","D-CH-A","etabliert","etabliert","D","C","A","","31","Ja","Ja"
"2364","Tortricoidea","Tortricidae","Tortricinae","Tortricini","","Acleris","variegana","([Denis & Schiffermüller], 1775)","","4390","72a061f3-9442-4ee8-aeaa-0458b04ba7a0","","","","","D-CH-A","etabliert","etabliert","D","C","A","","47","Ja","Ja"
"2365","Tortricoidea","Tortricidae","Tortricinae","Tortricini","","Acleris","aspersana","(Hübner, [1817])","","4391","7cb64aa0-9f82-4a27-afd0-d0e7e76ac1cd","","","11/03/2020","(HÜBNER, [1814-1817]) ==> (HÜBNER, [1817]) ","D-CH-A","etabliert","etabliert","D","C","A","","34","Ja","Ja"
"2366","Tortricoidea","Tortricidae","Tortricinae","Tortricini","","Acleris","shepherdana","(Stephens, 1852)","Gegitterter Mädesüßwickler","4392","76879859-cb60-48c8-8571-f9d37a9c0599","","","","","D-CH-A","etabliert","etabliert","D","C","A","","23","Ja","Ja"
"2367","Tortricoidea","Tortricidae","Tortricinae","Tortricini","","Acleris","arcticana","(Guenée, 1845)","","4393","b5508576-bc3a-481c-9e9d-e691ff9cb57e","","","","","","etabliert","etabliert","","","","","2","","Ja"
"2368","Tortricoidea","Tortricidae","Tortricinae","Tortricini","","Acleris","hastiana","(Linnaeus, 1758)","","4394","4c9e5337-1b70-4a31-9c43-116728dce954","","","","","D-CH-A","etabliert","etabliert","D","C","A","","38","Ja","Ja"
"2369","Tortricoidea","Tortricidae","Tortricinae","Tortricini","","Acleris","hippophaeana","(Heyden, 1865)","","4395","2fb3b11b-a764-4df8-bb64-9cbc44c374d2","","","","","D-CH-A","etabliert","etabliert","D","C","A","","11","Ja","Ja"
"2370","Tortricoidea","Tortricidae","Tortricinae","Tortricini","","Acleris","permutana","(Duponchel, [1836])","","4396","f4e5364f-4c20-45db-834c-7e5e758dd1f8","","","18/12/2018","eckige Klammern um Publikationsjahr ergänzt","D-CH-A","etabliert","etabliert","D","","A","","21","Ja","Ja"
"2371","Tortricoidea","Tortricidae","Tortricinae","Tortricini","","Acleris","hyemana","(Haworth, 1811)","","4397","97759899-4ef3-4429-acde-d2636294ed7a","","","01/01/2023","eckige Klammern um Jahr entfernt","D-CH-A","etabliert","etabliert","D","C","A","","24","Ja","Ja"
"2372","Tortricoidea","Tortricidae","Tortricinae","Tortricini","","Acleris","scabrana","([Denis & Schiffermüller], 1775)","","4398","2b141a9a-cdee-4c67-9c6a-742aa32fca2d","","","","","D-CH-A","etabliert","etabliert","D","C","A","","16","","Ja"
"2374","Tortricoidea","Tortricidae","Tortricinae","Tortricini","","Acleris","obtusana","(Eversmann, 1844)","","4400","182d5c83-0465-4423-b3ce-44492e08f4fe","","","","","","etabliert","etabliert","","","","","6","Ja","Ja"
"2375","Tortricoidea","Tortricidae","Tortricinae","Tortricini","","Acleris","implexana","(Walker, 1863)","","4401","6cdabb5e-5aff-4216-822d-b3ba974ec102","","zu löschen!","26/05/2021","zu streichen! Nach Wiederaufwertung der ssp. ferrumixtana zur Art Acleris ferrumixtana nur noch in Nordamerika vorkommend","","[-]","[-]","","","","","","[-]","[-]"
"2376","Tortricoidea","Tortricidae","Tortricinae","Tortricini","","Acleris","ferrumixtana","(Benander, 1934)","","04401a","527a1c35-e3d9-406d-9800-55fe2925576f","","","26/05/2021","jetzt wieder bona species (zuvor ssp. Von Acleris implexana [, die in Europa fehlt])","","etabliert","etabliert","","","","nur Nordeuropa (fi, no, se, ru-eu)","4","","Ja"
"2377","Tortricoidea","Tortricidae","Tortricinae","Tortricini","","Acleris","ferrugana","([Denis & Schiffermüller], 1775)","","4402","c9cbf454-6e66-48a1-adde-281b7cf8fe2a","","","","","D-CH-A","etabliert","etabliert","D","C","A","","33","Ja","Ja"
"2378","Tortricoidea","Tortricidae","Tortricinae","Tortricini","","Acleris","notana","(Donovan, 1806)","","4403","ae23d3e9-b6d4-485d-8a69-c1c69257d20c","","","","","D-CH-A","etabliert","etabliert","D","C","A","","34","Ja","Ja"
"2379","Tortricoidea","Tortricidae","Tortricinae","Tortricini","","Acleris","quercinana","(Zeller, 1849)","","4404","9b18abc0-a6bf-4282-9fdc-7e963435f5ff","","","","","D-CH-A","etabliert","etabliert","D","C","A","","26","Ja","Ja"
"2380","Tortricoidea","Tortricidae","Tortricinae","Tortricini","","Acleris","kochiella","(Goeze, 1783)","","4405","e6775f88-373f-4ba6-807f-446749e399e2","","","","","D-CH-A","etabliert","etabliert","D","C","A","","29","Ja","Ja"
"2382","Tortricoidea","Tortricidae","Tortricinae","Tortricini","","Acleris","logiana","(Clerck, 1759)","","4407","9c2a56ad-eefc-4af3-9bec-a799a51e4338","","","","","D-CH-A","etabliert","etabliert","D","C","A","","31","Ja","Ja"
"2383","Tortricoidea","Tortricidae","Tortricinae","Tortricini","","Acleris","roscidana","(Hübner, [1799])","","4408","a34256ca-1b76-4989-9f00-7d5b9485af47","","","","","D-CH-A","etabliert","etabliert","D","C","A","","18","Ja","Ja"
"2384","Tortricoidea","Tortricidae","Tortricinae","Tortricini","","Acleris","literana","(Linnaeus, 1758)","","4409","ed78f50d-2d1b-4975-97a4-53b0d57b88b5","","","","","D-CH-A","etabliert","etabliert","D","C","A","","36","Ja","Ja"
"2385","Tortricoidea","Tortricidae","Tortricinae","Tortricini","","Acleris","lacordairana","(Duponchel, [1836])","","4410","1fe8e084-1070-47a3-aba5-5b9d3a3cec5c","","","18/12/2018","eckige Klammern um Publikationsjahr ergänzt","D-CH-A","etabliert","etabliert","D","C","A","","14","Ja","Ja"
"2386","Tortricoidea","Tortricidae","Tortricinae","Tortricini","","Acleris","lipsiana","([Denis & Schiffermüller], 1775)","Schieferfarbener Moorwickler","4411","f9b4cdd0-949d-40c8-853f-53819d4990b7","","","","","D-CH-A","etabliert","etabliert","D","C","A","","24","Ja","Ja"
"2387","Tortricoidea","Tortricidae","Tortricinae","Tortricini","","Acleris","rufana","([Denis & Schiffermüller], 1775)","","4412","8d0accf0-fb9a-4713-9b94-d5fc689ca6e7","","","","","D-CH-A","etabliert","etabliert","D","C","A","","24","Ja","Ja"
"2388","Tortricoidea","Tortricidae","Tortricinae","Tortricini","","Acleris","fimbriana","(Thunberg, 1791)","","4413","fbe84daa-091c-4ca8-b1b1-a76a410e69fa","","","04/01/2019","Autorschaft nur Thunberg","D-CH-A","etabliert","etabliert","D","","","","17","","Ja"
"2392","Tortricoidea","Tortricidae","Tortricinae","Cnephasiini","","Xerocnephasia","rigana","(Sodoffsky, 1829)","Küchenschellenwickler","4418","d3b38a84-f43d-4d89-b0fb-6e7aa45a6927","","","","","D-CH-A","etabliert","etabliert","D","C","A","","22","Ja","Ja"
"2393","Tortricoidea","Tortricidae","Tortricinae","Cnephasiini","","Neosphaleroptera","nubilana","(Hübner, [1799])","","4420","8f161f99-b2d3-44ee-b29f-b4be3c6c4d90","","","","","D-CH-A","etabliert","etabliert","D","C","A","","33","Ja","Ja"
"2395","Tortricoidea","Tortricidae","Tortricinae","Cnephasiini","","Sphaleroptera","alpicolana","(Frölich, [1830])","","4426","c81fdaa4-7244-45d6-a7b9-040617caa3b0","","","","","D-CH-A","etabliert","etabliert","D","C","A","","5","Ja","Ja"
"2396","Tortricoidea","Tortricidae","Tortricinae","Cnephasiini","","Sphaleroptera","occidentana","Whitebread, 2006","","04426a","8afe63e6-3f1f-4548-86aa-a01a795ee703","","","","","D-CH-A","etabliert","etabliert","","C","","","4","",""
"2398","Tortricoidea","Tortricidae","Tortricinae","Cnephasiini","","Sphaleroptera","orientana","Whitebread, 2006","","04426c","b30b4be0-74cc-4236-8ae3-72a1088f3bdd","","","","","D-CH-A","etabliert","etabliert","","","A","","2","Ja","Ja"
"2399","Tortricoidea","Tortricidae","Tortricinae","Cnephasiini","","Sphaleroptera","dentana","Whitebread, 2006","","04426d","489e1c8d-2a55-4f78-ba2c-df2fb237ce33","","","","","D-CH-A","etabliert","etabliert","","","A","nur Österreich","1","Ja","Ja"
"2400","Tortricoidea","Tortricidae","Tortricinae","Cnephasiini","","Doloploca","punctulana","([Denis & Schiffermüller], 1775)","","4428","c44edb45-2f07-4dc4-8645-8c906b7d23ab","","","","","D-CH-A","etabliert","etabliert","D","C","A","","22","Ja","Ja"
"2408","Tortricoidea","Tortricidae","Tortricinae","Cnephasiini","","Exapate","congelatella","(Clerck, 1759)","","4436","f819b4bc-5280-4877-85f3-99e0f2ce1a50","","","","","D-CH-A","etabliert","etabliert","D","C","A","","25","Ja","Ja"
"2410","Tortricoidea","Tortricidae","Tortricinae","Cnephasiini","","Exapate","duratella","von Heyden, 1864","","4437","5468774e-03f4-45ba-995f-8cb9fc673f9d","","","","","D-CH-A","etabliert","etabliert","D","C","A","","9","Ja","Ja"
"2411","Tortricoidea","Tortricidae","Tortricinae","Cnephasiini","","Tortricodes","alternella","([Denis & Schiffermüller], 1775)","","4439","8403514f-c064-4238-800a-d421425ea744","","","","","D-CH-A","etabliert","etabliert","D","C","A","","33","Ja","Ja"
"2413","Tortricoidea","Tortricidae","Tortricinae","Cnephasiini","","Tortricodes","violellus","Razowski, 1956","","4440","","","zu löschen!","12/03/2021","neue Synonymseite: Synonym zu Tortricodes alternella [Schreibweise bei K+R 1996: Tortricodes violella]","","[-]","[-]","D","C","A","","","[-]","[-]"
"2414","Tortricoidea","Tortricidae","Tortricinae","Cnephasiini","","Eana","osseana","(Scopoli, 1763)","","4443","6f2745b5-f931-40a0-92e0-92eb6c48bfa7","","","","","D-CH-A","etabliert","etabliert","D","C","A","","31","Ja","Ja"
"2415","Tortricoidea","Tortricidae","Tortricinae","Cnephasiini","","Eana","argentana","(Clerck, 1759)","","4444","c8412be1-ac0c-40f0-8eab-79055e32a7b5","","","","","D-CH-A","etabliert","etabliert","D","C","A","","32","Ja","Ja"
"2416","Tortricoidea","Tortricidae","Tortricinae","Cnephasiini","","Eana","canescana","(Guenée, 1845)","","4446","139b8e8e-e4af-4f38-be91-7809d5a5d059","","","","","D-CH-A","etabliert","etabliert","D","C","A","","21","Ja","Ja"
"2417","Tortricoidea","Tortricidae","Tortricinae","Cnephasiini","","Eana","hungariae","Razowski, 1958","","4447","bc1fe9c5-9f96-478c-832a-0c884a1da9e6","","zu löschen!","12/03/2021","neue Synonymseite: Synonym zu Eana canescana","","[-]","[-]","","","","","","[-]","[-]"
"2420","Tortricoidea","Tortricidae","Tortricinae","Cnephasiini","","Eana","incanana","(Stephens, 1852)","","4450","f7c6a169-79ac-4bfe-86de-9ae03de40309","","","","","D-CH-A","etabliert","etabliert","D","C","A","","32","Ja","Ja"
"2421","Tortricoidea","Tortricidae","Tortricinae","Cnephasiini","","Eana","freii","(Weber, 1945)","","4451","2526ed1f-0f32-49d1-a791-b90fff0ff04d","Artberechtigung fraglich!","zu löschen!","02/02/2021","zu streichen! Jetzt Synonym zu Eana incanana","D-CH-A","[-]","[-]","","C","A","","","[-]","[-]"
"2425","Tortricoidea","Tortricidae","Tortricinae","Cnephasiini","","Eana","derivana","(de La Harpe, 1858)","","4455","264a585c-1cb1-4630-9cc4-7bbcfc806b9f","","","","","D-CH-A","etabliert","etabliert","D","C","A","","17","","Ja"
"2432","Tortricoidea","Tortricidae","Tortricinae","Cnephasiini","","Eana","penziana","(Thunberg, 1791)","","4462","6d44c624-dc65-4e2f-bca9-1eb5dde7a5d8","","","04/01/2019","Autorschaft nur Thunberg","D-CH-A","etabliert","etabliert","D","C","A","","29","Ja","Ja"
"2438","Tortricoidea","Tortricidae","Tortricinae","Cnephasiini","","Cnephasia","incertana","(Treitschke, 1835)","","4471","efa7982a-b3d1-4d8a-82ae-ab7c65c4c7b2","","","","","D-CH-A","etabliert","etabliert","D","C","A","","43","Ja","Ja"
"2441","Tortricoidea","Tortricidae","Tortricinae","Cnephasiini","","Cnephasia","stephensiana","(Doubleday, [1849])","","4474","41794384-a0ef-4346-b70b-6d62c92b61fc","","","10/05/2017","eckige Klammern um Jahr","D-CH-A","etabliert","etabliert","D","C","A","","36","Ja","Ja"
"2442","Tortricoidea","Tortricidae","Tortricinae","Cnephasiini","","Cnephasia","alticolana","(Herrich-Schäffer, [1851])","","4475","260d92a1-2d63-469c-b452-66ce1846c74c","","","","","D-CH-A","etabliert","etabliert","D","C","A","","26","Ja","Ja"
"2444","Tortricoidea","Tortricidae","Tortricinae","Cnephasiini","","Cnephasia","asseclana","([Denis & Schiffermüller], 1775)","","4477","85ea940b-0dc6-428d-9c0e-c1a885f93519","","","","","D-CH-A","etabliert","etabliert","D","C","A","","33","Ja","Ja"
"2447","Tortricoidea","Tortricidae","Tortricinae","Cnephasiini","","Cnephasia","pasiuana","(Hübner, [1799])","","4479","bc21c8ac-2262-4988-ae8b-a597690e73cf","","","","","D-CH-A","etabliert","etabliert","D","C","A","","35","Ja","Ja"
"2448","Tortricoidea","Tortricidae","Tortricinae","Cnephasiini","","Cnephasia","pumicana","(Zeller, 1847)","Getreidewickler","04479a","830251a6-5c18-44bc-8c35-1bf9352b4785","","","","","D-CH-A","etabliert","etabliert","D","","A","","11","",""
"2449","Tortricoidea","Tortricidae","Tortricinae","Cnephasiini","","Cnephasia","genitalana","Pierce & Metcalfe, 1915","","4480","5a3b4631-6b89-4d6a-b507-81175f109900","","","","","D-CH-A","etabliert","etabliert","D","C","A","","26","Ja","Ja"
"2451","Tortricoidea","Tortricidae","Tortricinae","Cnephasiini","","Cnephasia","communana","(Herrich-Schäffer, [1851])","","4482","c4c378af-5e83-44f9-868b-4bc647b026d8","","","","","D-CH-A","etabliert","etabliert","D","C","A","","35","Ja","Ja"
"2453","Tortricoidea","Tortricidae","Tortricinae","Cnephasiini","","Cnephasia","cupressivorana","(Staudinger, 1870)","","4484","1874d0a5-5ba6-4d22-9914-c8cc2ae78b78","","","17.01.2019 und 12.05.2019","1871 ==> 1870; A-Einzel-Fähnchen ==> A-Fähnchen","D-CH-A","etabliert","etabliert","","C","A","","19","Ja","Ja"
"2456","Tortricoidea","Tortricidae","Tortricinae","Cnephasiini","","Cnephasia","zangheriana","Trematerra, 1991","","4487","77257a82-5fac-461a-b257-b8001ada0f8c","","","","","","etabliert","etabliert","","","","nur Italien","1","","Ja"
"2459","Tortricoidea","Tortricidae","Tortricinae","Cnephasiini","","Cnephasia","alfacarana","Razowski, 1958","","4489","d3e0d04e-f6a4-4cc6-b610-f7c381158e66","","","","","","etabliert","etabliert","","","","nur Iberische Halbinsel","2","Ja","Ja"
"2461","Tortricoidea","Tortricidae","Tortricinae","Cnephasiini","","Cnephasia","conspersana","Douglas, 1846","","4491","953a9397-5e97-4297-bcae-57b4f0744e43","","","","","","etabliert","etabliert","","","","","6","Ja","Ja"
"2462","Tortricoidea","Tortricidae","Tortricinae","Cnephasiini","","Cnephasia","longana","(Haworth, 1811)","Ährenwickler","4493","4d872f7f-b1dc-4a77-ad63-d2b8b25349dd","","","01/01/2023","eckige Klammern um Jahr entfernt","D-CH-A","etabliert","etabliert","D","C","","","28","Ja","Ja"
"2468","Tortricoidea","Tortricidae","Tortricinae","Cnephasiini","","Cnephasia","gueneana","(Duponchel, [1836])","","4499","aa0c47f2-fbca-462d-9eae-d12a414f3ce4","","","18/12/2018","eckige Klammern um Publikationsjahr ergänzt","","etabliert","etabliert","","","","","10","Ja","Ja"
"2475","Tortricoidea","Tortricidae","Tortricinae","Cnephasiini","","Cnephasia","graecana","Rebel, 1902","","4507","a8f298e0-5910-459e-805d-8e28013def5b","","","","","","etabliert","etabliert","","","","nur Balkan erweitert","2","","Ja"
"2477","Tortricoidea","Tortricidae","Tortricinae","Cnephasiini","","Cnephasia","sedana","(Constant, 1884)","","4509","e6f23552-a2c5-4991-833e-3526b94ca592","","","06/04/2021","D-Fragezeichen-Fähnchen ==> D-Fähnchen","D-CH-A","etabliert","etabliert","D","C","A","","10","Ja","Ja"
"2479","Tortricoidea","Tortricidae","Tortricinae","Cnephasiini","","Cnephasia","heinemanni","Obraztsov, 1957","","4510","a3b00e15-d22c-473b-bc81-d9aaca7b2176","","","10/03/2021","Korrektur Jahr: 1956 ==> 1957","D-CH-A","etabliert","etabliert","","?","","","8","","Ja"
"2486","Tortricoidea","Tortricidae","Tortricinae","Sparganothini","","Sparganothis","rubicundana","(Herrich-Schäffer, [1856])","","4515","70c6aaf8-ccdc-4512-838d-86f53d5114d6","","","","","","etabliert","etabliert","","","","","6","Ja","Ja"
"2487","Tortricoidea","Tortricidae","Tortricinae","Sparganothini","","Sparganothis","praecana","(Kennel, 1900)","","4516","a6c1ff44-5b10-40b8-9e87-7c8180418f4b","","","","","D-CH-A","etabliert","etabliert","","","A","","5","Ja","Ja"
"2488","Tortricoidea","Tortricidae","Tortricinae","Sparganothini","","Sparganothis","pilleriana","([Denis & Schiffermüller], 1775)","Springwurm-Wickler","4517","d851134f-1775-4b6b-aefa-8db6406097b5","","","","","D-CH-A","etabliert","etabliert","D","C","A","","35","Ja","Ja"
"2489","Tortricoidea","Tortricidae","Tortricinae","Sparganothini","","Platynota","stultana","Walsingham, 1884","Omnivorous leafroller","04517b","22415ca7-708b-4ac9-a8ef-75b0ad3d5a1f","","","25/08/2021","D-Einzelfähnchen gehisst","D-CH-A","etabliert: neu etabliert nach Einschleppung","etabliert: neu etabliert nach Einschleppung","e","","","","5","Ja","Ja"
"2490","Tortricoidea","Tortricidae","Tortricinae","Sparganothini","","Platynota","rostrana","(Walker, 1863)","","[non-KR]","d5db3ec1-d98c-4724-8141-d8108c17287f","","","","","Madeira (und Palmenhaus in England)","etabliert: nur Kanaren/ Madeira/ Azoren","etabliert: nur Kanaren/ Madeira/ Azoren","","","","","3","",""
"2491","Tortricoidea","Tortricidae","Tortricinae","Euliini","","Eulia","ministrana","(Linnaeus, 1758)","","4520","5c06fb21-40bd-4792-b561-178ae0b7a259","","","","","D-CH-A","etabliert","etabliert","D","C","A","","34","Ja","Ja"
"2492","Tortricoidea","Tortricidae","Tortricinae","Euliini","","Pseudargyrotoza","conwagana","(Fabricius, 1775)","","4522","47a11d1e-df9f-4936-aaca-07eba354dd4b","","","","","D-CH-A","etabliert","etabliert","D","C","A","","39","Ja","Ja"
"2493","Tortricoidea","Tortricidae","Tortricinae","Ramapesiini","","Ditula","angustiorana","(Haworth, 1811)","","4525","51c40168-2a54-4769-bfaa-cc40405b8d73","","","15.02.2018 und 29.10.2018 und 01.01.2023","Übertragungsfehler-Korrektur: Sparganothini ==> Ramapesiini; A-Einzel-Fähnchen ==> A-Fähnchen; eckige Klammern um Jahr entfernt","D-CH-A","etabliert","etabliert","D","C","A","","21","Ja","Ja"
"2498","Tortricoidea","Tortricidae","Tortricinae","Ramapesiini","","Epagoge","grotiana","(Fabricius, 1781)","","4531","dddbe978-16dd-487d-9a7f-4ca6aac07b54","","","15/02/2018","Übertragungsfehler-Korrektur: Sparganothini ==> Ramapesiini","D-CH-A","etabliert","etabliert","D","C","A","","38","Ja","Ja"
"2499","Tortricoidea","Tortricidae","Tortricinae","Ramapesiini","","Paramesia","gnomana","(Clerck, 1759)","","4533","1c941b46-b880-475f-85eb-63ff70c01a68","","","15/02/2018","Übertragungsfehler-Korrektur: Sparganothini ==> Ramapesiini","D-CH-A","etabliert","etabliert","D","C","A","","39","Ja","Ja"
"2500","Tortricoidea","Tortricidae","Tortricinae","Ramapesiini","","Paramesia","diffusana","(Kennel, 1899)","","4534","e6dd2fdd-96da-42be-9597-07280106768c","","zu löschen!","12/03/2021","neue Synonymseite: Synonym zu Paramesia gnomana","","[-]","[-]","","","","","","[-]","[-]"
"2503","Tortricoidea","Tortricidae","Tortricinae","Ramapesiini","","Periclepsis","cinctana","([Denis & Schiffermüller], 1775)","","4539","05cacf27-7508-43d8-a722-ab57fe36068c","","","15/02/2018","Übertragungsfehler-Korrektur: Sparganothini ==> Ramapesiini","D-CH-A","etabliert","etabliert","D","C","A","","28","Ja","Ja"
