Buxus	sempervirens	Buxaceae	DTOL	DTOL	DTOL	NA	NA
Gunnera	manicata	Gunneraceae	DTOL			NA	NA
Gunnera	tinctoria	Gunneraceae	DTOL	DTOL	DTOL	NA	NA
Ribes	alpinum	Grossulariaceae	DTOL			NA	NA
Ribes	rubrum	Grossulariaceae	DTOL	DTOL	DTOL	NA	NA
Ribes	spicatum	Grossulariaceae	DTOL			NA	NA
Chrysosplenium	alternifolium	Saxifragaceae	DTOL			NA	NA
Chrysosplenium	oppositifolium	Saxifragaceae	DTOL	DTOL	DTOL	NA	NA
Micranthes	nivalis	Saxifragaceae	DTOL			NA	NA
Micranthes	stellaris	Saxifragaceae	DTOL			NA	NA
Saxifraga	aizoides	Saxifragaceae	DTOL			NA	NA
Saxifraga	cernua	Saxifragaceae	DTOL			NA	NA
Saxifraga	cespitosa	Saxifragaceae	DTOL			NA	NA
Saxifraga	granulata	Saxifragaceae	DTOL			NA	NA
Saxifraga	hirculus	Saxifragaceae	DTOL	DTOL		NA	NA
Saxifraga	hirsuta	Saxifragaceae	DTOL			NA	NA
Saxifraga	hypnoides	Saxifragaceae	DTOL			NA	NA
Saxifraga	oppositifolia	Saxifragaceae	DTOL	DTOL	DTOL	NA	NA
Saxifraga	rivularis	Saxifragaceae	DTOL			NA	NA
Saxifraga	spathularis	Saxifragaceae	DTOL			NA	NA
Saxifraga	tridactylites	Saxifragaceae	DTOL			NA	NA
Tolmiea	menziesii	Saxifragaceae	DTOL			NA	NA
Crassula	aquatica	Crassulaceae	DTOL			NA	NA
Crassula	helmsii	Crassulaceae	DTOL	DTOL	DTOL	NA	NA
Crassula	tillaea	Crassulaceae	DTOL			NA	NA
Hylotelephium	telephium	Crassulaceae	DTOL			NA	NA
Sedum	acre	Crassulaceae	DTOL			NA	NA
Sedum	anglicum	Crassulaceae	DTOL			NA	NA
Sedum	villosum	Crassulaceae	DTOL			NA	NA
Umbilicus	rupestris	Crassulaceae	DTOL	DTOL		NA	NA
Myriophyllum	alterniflorum	Haloragaceae	DTOL	DTOL	DTOL	NA	NA
Myriophyllum	aquaticum	Haloragaceae	DTOL			NA	NA
Myriophyllum	spicatum	Haloragaceae	DTOL			NA	NA
Myriophyllum	verticillatum	Haloragaceae	DTOL			NA	NA
Anthyllis	vulneraria	Fabaceae	DTOL			NA	NA
Astragalus	alpinus	Fabaceae	DTOL			NA	NA
Astragalus	danicus	Fabaceae	DTOL			NA	NA
Astragalus	glycyphyllos	Fabaceae	DTOL			NA	NA
Cytisus	scoparius	Fabaceae	DTOL			NA	NA
Genista	anglica	Fabaceae	DTOL			NA	NA
Genista	pilosa	Fabaceae	DTOL			NA	NA
Genista	tinctoria	Fabaceae	DTOL			NA	NA
Hippocrepis	comosa	Fabaceae	DTOL			NA	NA
Lathyrus	aphaca	Fabaceae	DTOL			NA	NA
Lathyrus	japonicus	Fabaceae	DTOL	DTOL	DTOL	NA	NA
Lathyrus	linifolius	Fabaceae	DTOL	DTOL		NA	NA
Lathyrus	nissolia	Fabaceae	DTOL			NA	NA
Lathyrus	palustris	Fabaceae	DTOL			NA	NA
Lathyrus	pratensis	Fabaceae	DTOL			NA	NA
Lathyrus	sylvestris	Fabaceae	DTOL			NA	NA
Lotus	angustissimus	Fabaceae	DTOL			NA	NA
Lotus	corniculatus	Fabaceae	DTOL	DTOL		NA	NA
Lotus	pedunculatus	Fabaceae	DTOL			NA	NA
Lotus	subbiflorus	Fabaceae	DTOL			NA	NA
Lotus	tenuis	Fabaceae	DTOL			NA	NA
Lupinus	arboreus	Fabaceae	DTOL			NA	NA
Lupinus	nootkatensis	Fabaceae	DTOL			NA	NA
Medicago	arabica	Fabaceae	DTOL	DTOL	DTOL	NA	NA
Medicago	lupulina	Fabaceae	DTOL			NA	NA
Medicago	minima	Fabaceae	DTOL			NA	NA
Medicago	polymorpha	Fabaceae	DTOL			NA	NA
Medicago	sativa	Fabaceae	DTOL			NA	NA
Melilotus	altissimus	Fabaceae	DTOL			NA	NA
Onobrychis	viciifolia	Fabaceae	DTOL	DTOL		NA	NA
Ononis	reclinata	Fabaceae	DTOL			NA	NA
Ononis	repens	Fabaceae	DTOL	DTOL		NA	NA
Ononis	spinosa	Fabaceae	DTOL			NA	NA
Ornithopus	perpusillus	Fabaceae	DTOL			NA	NA
Ornithopus	pinnatus	Fabaceae	DTOL			NA	NA
Oxytropis	campestris	Fabaceae	DTOL			NA	NA
Oxytropis	halleri	Fabaceae	DTOL			NA	NA
Robinia	pseudoacacia	Fabaceae	DTOL	DTOL		NA	NA
Trifolium	arvense	Fabaceae	DTOL			NA	NA
Trifolium	bocconei	Fabaceae	DTOL			NA	NA
Trifolium	campestre	Fabaceae	DTOL			NA	NA
Trifolium	dubium	Fabaceae	DTOL			NA	NA
Trifolium	fragiferum	Fabaceae	DTOL			NA	NA
Trifolium	glomeratum	Fabaceae	DTOL			NA	NA
Trifolium	medium	Fabaceae	DTOL			NA	NA
Trifolium	micranthum	Fabaceae	DTOL			NA	NA
Trifolium	occidentale	Fabaceae	DTOL			NA	NA
Trifolium	ochroleucon	Fabaceae	DTOL			NA	NA
Trifolium	ornithopodioides	Fabaceae	DTOL			NA	NA
Trifolium	pratense	Fabaceae	DTOL	DTOL	DTOL	NA	NA
Trifolium	repens	Fabaceae	DTOL			NA	NA
Trifolium	scabrum	Fabaceae	DTOL			NA	NA
Trifolium	squamosum	Fabaceae	DTOL			NA	NA
Trifolium	striatum	Fabaceae	DTOL			NA	NA
Trifolium	strictum	Fabaceae	DTOL			NA	NA
Trifolium	subterraneum	Fabaceae	DTOL			NA	NA
Trifolium	suffocatum	Fabaceae	DTOL			NA	NA
Ulex	europaeus	Fabaceae	DTOL	DTOL		NA	NA
Ulex	gallii	Fabaceae	DTOL			NA	NA
Ulex	minor	Fabaceae	DTOL	DTOL		NA	NA
Vicia	bithynica	Fabaceae	DTOL			NA	NA
Vicia	cracca	Fabaceae	DTOL	DTOL		NA	NA
Vicia	lathyroides	Fabaceae	DTOL			NA	NA
Vicia	lutea	Fabaceae	DTOL			NA	NA
Vicia	orobus	Fabaceae	DTOL			NA	NA
Vicia	sativa	Fabaceae	DTOL			NA	NA
Vicia	sepium	Fabaceae	DTOL			NA	NA
Polygala	amarella	Polygalaceae	DTOL	DTOL	DTOL	NA	NA
Polygala	calcarea	Polygalaceae	DTOL	DTOL	DTOL	NA	NA
Polygala	serpyllifolia	Polygalaceae	DTOL			NA	NA
Polygala	vulgaris	Polygalaceae	DTOL			NA	NA
Acaena	novae-zelandiae	Rosaceae	DTOL			NA	NA
Agrimonia	eupatoria	Rosaceae	DTOL			NA	NA
Agrimonia	procera	Rosaceae	DTOL			NA	NA
Alchemilla	acutiloba	Rosaceae	DTOL			NA	NA
Alchemilla	alpina	Rosaceae	DTOL			NA	NA
Alchemilla	glabra	Rosaceae	DTOL			NA	NA
Alchemilla	glaucescens	Rosaceae	DTOL			NA	NA
Alchemilla	glomerulans	Rosaceae	DTOL			NA	NA
Alchemilla	micans	Rosaceae	DTOL			NA	NA
Alchemilla	monticola	Rosaceae	DTOL			NA	NA
Alchemilla	subcrenata	Rosaceae	DTOL			NA	NA
Alchemilla	wichurae	Rosaceae	DTOL			NA	NA
Alchemilla	xanthochlora	Rosaceae	DTOL			NA	NA
Amelanchier	lamarckii	Rosaceae	DTOL			NA	NA
Aphanes	australis	Rosaceae	DTOL			NA	NA
Comarum	palustre	Rosaceae	DTOL	DTOL		NA	NA
Cotoneaster	horizontalis	Rosaceae	DTOL			NA	NA
Cotoneaster	simonsii	Rosaceae	DTOL			NA	NA
Crataegus	laevigata	Rosaceae	DTOL	DTOL		NA	NA
Crataegus	monogyna	Rosaceae	DTOL			NA	NA
Dasiphora	fruticosa	Rosaceae	DTOL			NA	NA
Dryas	octopetala	Rosaceae	DTOL			NA	NA
Filipendula	ulmaria	Rosaceae	DTOL	DTOL	DTOL	NA	NA
Filipendula	vulgaris	Rosaceae	DTOL			NA	NA
Fragaria	vesca	Rosaceae	DTOL			NA	NA
Geum	rivale	Rosaceae	DTOL	DTOL		NA	NA
Geum	urbanum	Rosaceae	DTOL	DTOL		NA	NA
Malus	sylvestris	Rosaceae	DTOL	DTOL		NA	NA
Mespilus	germanica	Rosaceae	DTOL			NA	NA
Potentilla	anglica	Rosaceae	DTOL			NA	NA
Potentilla	anserina	Rosaceae	DTOL	DTOL		NA	NA
Potentilla	argentea	Rosaceae	DTOL			NA	NA
Potentilla	crantzii	Rosaceae	DTOL			NA	NA
Potentilla	erecta	Rosaceae	DTOL	DTOL		NA	NA
Potentilla	reptans	Rosaceae	DTOL			NA	NA
Potentilla	rupestris	Rosaceae	DTOL			NA	NA
Potentilla	sterilis	Rosaceae	DTOL			NA	NA
Potentilla	verna	Rosaceae	DTOL			NA	NA
Prunus	avium	Rosaceae	DTOL			NA	NA
Prunus	cerasus	Rosaceae	DTOL			NA	NA
Prunus	domestica	Rosaceae	DTOL			NA	NA
Prunus	laurocerasus	Rosaceae	DTOL			NA	NA
Prunus	lusitanica	Rosaceae	DTOL			NA	NA
Prunus	padus	Rosaceae	DTOL			NA	NA
Prunus	serotina	Rosaceae	DTOL			NA	NA
Prunus	spinosa	Rosaceae	DTOL			NA	NA
Pyrus	communis	Rosaceae	DTOL			NA	NA
Pyrus	cordata	Rosaceae	DTOL	DTOL		NA	NA
Rosa	agrestis	Rosaceae	DTOL			NA	NA
Rosa	arvensis	Rosaceae	DTOL			NA	NA
Rosa	canina	Rosaceae	DTOL			NA	NA
Rosa	micrantha	Rosaceae	DTOL			NA	NA
Rosa	mollis	Rosaceae	DTOL			NA	NA
Rosa	rubiginosa	Rosaceae	DTOL			NA	NA
Rosa	rugosa	Rosaceae	DTOL			NA	NA
Rosa	sherardii	Rosaceae	DTOL			NA	NA
Rosa	spinosissima	Rosaceae	DTOL			NA	NA
Rosa	stylosa	Rosaceae	DTOL			NA	NA
Rosa	tomentella	Rosaceae	DTOL			NA	NA
Rosa	tomentosa	Rosaceae	DTOL			NA	NA
Rubus	arcticus	Rosaceae	DTOL			NA	NA
Rubus	caesius	Rosaceae	DTOL			NA	NA
Rubus	chamaemorus	Rosaceae	DTOL			NA	NA
Rubus	fruticosus	Rosaceae	DTOL			NA	NA
Rubus	idaeus	Rosaceae	DTOL			NA	NA
Rubus	saxatilis	Rosaceae	DTOL			NA	NA
Sanguisorba	officinalis	Rosaceae	DTOL			NA	NA
Sibbaldia	procumbens	Rosaceae	DTOL			NA	NA
Sorbus	arvonicola	Rosaceae	DTOL			NA	NA
Sorbus	aucuparia	Rosaceae	DTOL	DTOL		NA	NA
Sorbus	evansii	Rosaceae	DTOL			NA	NA
Sorbus	greenii	Rosaceae	DTOL			NA	NA
Sorbus	herefordensis	Rosaceae	DTOL			NA	NA
Sorbus	richii	Rosaceae	DTOL			NA	NA
Sorbus	spectans	Rosaceae	DTOL			NA	NA
Spiraea	douglasii	Rosaceae	DTOL			NA	NA
Spiraea	salicifolia	Rosaceae	DTOL			NA	NA
Hippophae	rhamnoides	Elaeagnaceae	DTOL	DTOL	DTOL	NA	NA
Frangula	alnus	Rhamnaceae	DTOL	DTOL	DTOL	NA	NA
Rhamnus	cathartica	Rhamnaceae	DTOL	DTOL	DTOL	NA	NA
Ulmus	glabra	Ulmaceae	DTOL	DTOL	DTOL	NA	NA
Ulmus	minor	Ulmaceae	DTOL	DTOL	DTOL	NA	NA
Ulmus	plotii	Ulmaceae	DTOL	DTOL		NA	NA
Ulmus	procera	Ulmaceae	DTOL	DTOL		NA	NA
Humulus	lupulus	Cannabaceae	DTOL	DTOL	DTOL	NA	NA
Parietaria	judaica	Urticaceae	DTOL	DTOL	DTOL	NA	NA
Urtica	dioica	Urticaceae	DTOL	DTOL		NA	NA
Urtica	urens	Urticaceae	DTOL	DTOL	DTOL	NA	NA
Castanea	sativa	Fagaceae	DTOL			NA	NA
Fagus	sylvatica	Fagaceae	DTOL	DTOL	DTOL	NA	NA
Quercus	cerris	Fagaceae	DTOL			NA	NA
Quercus	ilex	Fagaceae	DTOL			NA	NA
Quercus	petraea	Fagaceae	DTOL	DTOL	DTOL	NA	NA
Quercus	robur	Fagaceae	DTOL			NA	NA
Myrica	gale	Myricaceae	DTOL	DTOL	DTOL	NA	NA
Juglans	regia	Juglandaceae	DTOL	DTOL	DTOL	NA	NA
Alnus	glutinosa	Betulaceae	DTOL	DTOL	DTOL	NA	NA
Alnus	incana	Betulaceae	DTOL			NA	NA
Betula	nana	Betulaceae	DTOL	DTOL	DTOL	NA	NA
Betula	pendula	Betulaceae	DTOL			NA	NA
Betula	pubescens	Betulaceae	DTOL			NA	NA
Carpinus	betulus	Betulaceae	DTOL			NA	NA
Corylus	avellana	Betulaceae	DTOL			NA	NA
Bryonia	dioica	Cucurbitaceae	DTOL	DTOL	DTOL	NA	NA
Euonymus	europaeus	Celastraceae	DTOL	DTOL	DTOL	NA	NA
Parnassia	palustris	Celastraceae	DTOL	DTOL	DTOL	NA	NA
Oxalis	acetosella	Oxalidaceae	DTOL	DTOL	DTOL	NA	NA
Hypericum	androsaemum	Hypericaceae	DTOL			NA	NA
Hypericum	elodes	Hypericaceae	DTOL			NA	NA
Hypericum	hirsutum	Hypericaceae	DTOL			NA	NA
Hypericum	humifusum	Hypericaceae	DTOL			NA	NA
Hypericum	linariifolium	Hypericaceae	DTOL			NA	NA
Hypericum	maculatum	Hypericaceae	DTOL			NA	NA
Hypericum	montanum	Hypericaceae	DTOL			NA	NA
Hypericum	perforatum	Hypericaceae	DTOL	DTOL		NA	NA
Hypericum	pulchrum	Hypericaceae	DTOL	DTOL	DTOL	NA	NA
Hypericum	tetrapterum	Hypericaceae	DTOL			NA	NA
Hypericum	undulatum	Hypericaceae	DTOL			NA	NA
Elatine	hexandra	Elatinaceae	DTOL			NA	NA
Elatine	hydropiper	Elatinaceae	DTOL			NA	NA
Viola	arvensis	Violaceae	DTOL			NA	NA
Viola	canina	Violaceae	DTOL			NA	NA
Viola	hirta	Violaceae	DTOL			NA	NA
Viola	kitaibeliana	Violaceae	DTOL			NA	NA
Viola	lactea	Violaceae	DTOL			NA	NA
Viola	lutea	Violaceae	DTOL			NA	NA
Viola	odorata	Violaceae	DTOL	DTOL	DTOL	NA	NA
Viola	palustris	Violaceae	DTOL			NA	NA
Viola	reichenbachiana	Violaceae	DTOL			NA	NA
Viola	riviniana	Violaceae	DTOL	DTOL		NA	NA
Viola	rupestris	Violaceae	DTOL			NA	NA
Viola	stagnina	Violaceae	DTOL			NA	NA
Viola	tricolor	Violaceae	DTOL			NA	NA
Populus	tremula	Salicaceae	DTOL			NA	NA
Salix	alba	Salicaceae	DTOL	DTOL		NA	NA
Salix	arbuscula	Salicaceae	DTOL			NA	NA
Salix	aurita	Salicaceae	DTOL			NA	NA
Salix	caprea	Salicaceae	DTOL			NA	NA
Salix	cinerea	Salicaceae	DTOL			NA	NA
Salix	euxina	Salicaceae	DTOL			NA	NA
Salix	herbacea	Salicaceae	DTOL	DTOL		NA	NA
Salix	lanata	Salicaceae	DTOL	DTOL	DTOL	NA	NA
Salix	lapponum	Salicaceae	DTOL			NA	NA
Salix	myrsinifolia	Salicaceae	DTOL			NA	NA
Salix	myrsinites	Salicaceae	DTOL			NA	NA
Salix	pentandra	Salicaceae	DTOL			NA	NA
Salix	phylicifolia	Salicaceae	DTOL			NA	NA
Salix	purpurea	Salicaceae	DTOL			NA	NA
Salix	repens	Salicaceae	DTOL			NA	NA
Salix	reticulata	Salicaceae	DTOL			NA	NA
Salix	triandra	Salicaceae	DTOL			NA	NA
Salix	viminalis	Salicaceae	DTOL			NA	NA
Euphorbia	amygdaloides	Euphorbiaceae	DTOL			NA	NA
Euphorbia	exigua	Euphorbiaceae	DTOL			NA	NA
Euphorbia	helioscopia	Euphorbiaceae	DTOL			NA	NA
Euphorbia	lathyris	Euphorbiaceae	DTOL	DTOL		NA	NA
Euphorbia	paralias	Euphorbiaceae	DTOL			NA	NA
Euphorbia	peplis	Euphorbiaceae	DTOL			NA	NA
Euphorbia	peplus	Euphorbiaceae	DTOL	DTOL	DTOL	NA	NA
Euphorbia	platyphyllos	Euphorbiaceae	DTOL			NA	NA
Euphorbia	portlandica	Euphorbiaceae	DTOL			NA	NA
Euphorbia	stricta	Euphorbiaceae	DTOL			NA	NA
Mercurialis	annua	Euphorbiaceae	DTOL	DTOL	DTOL	NA	NA
Mercurialis	perennis	Euphorbiaceae	DTOL			NA	NA
Linum	bienne	Linaceae	DTOL	DTOL		NA	NA
Linum	catharticum	Linaceae	DTOL	DTOL	DTOL	NA	NA
Linum	perenne	Linaceae	DTOL			NA	NA
Erodium	cicutarium	Geraniaceae	DTOL			NA	NA
Erodium	maritimum	Geraniaceae	DTOL	DTOL	DTOL	NA	NA
Erodium	moschatum	Geraniaceae	DTOL			NA	NA
Geranium	columbinum	Geraniaceae	DTOL	DTOL	DTOL	NA	NA
Geranium	dissectum	Geraniaceae	DTOL			NA	NA
Geranium	lucidum	Geraniaceae	DTOL			NA	NA
Geranium	molle	Geraniaceae	DTOL			NA	NA
Geranium	pratense	Geraniaceae	DTOL			NA	NA
Geranium	purpureum	Geraniaceae	DTOL			NA	NA
Geranium	pusillum	Geraniaceae	DTOL			NA	NA
Geranium	robertianum	Geraniaceae	DTOL	DTOL		NA	NA
Geranium	rotundifolium	Geraniaceae	DTOL			NA	NA
Geranium	sanguineum	Geraniaceae	DTOL			NA	NA
Geranium	sylvaticum	Geraniaceae	DTOL			NA	NA
Lythrum	hyssopifolia	Lythraceae	DTOL			NA	NA
Lythrum	portula	Lythraceae	DTOL	DTOL	DTOL	NA	NA
Lythrum	salicaria	Lythraceae	DTOL	DTOL		NA	NA
Chamaenerion	angustifolium	Onagraceae	DTOL	DTOL	DTOL	NA	NA
Circaea	alpina	Onagraceae	DTOL			NA	NA
Circaea	lutetiana	Onagraceae	DTOL	DTOL	DTOL	NA	NA
Epilobium	alsinifolium	Onagraceae	DTOL			NA	NA
Epilobium	anagallidifolium	Onagraceae	DTOL			NA	NA
Epilobium	hirsutum	Onagraceae	DTOL			NA	NA
Epilobium	lanceolatum	Onagraceae	DTOL			NA	NA
Epilobium	montanum	Onagraceae	DTOL			NA	NA
Epilobium	obscurum	Onagraceae	DTOL			NA	NA
