Amphiporus	lactifloreus	Amphiporidae	DTOL	DTOL	DTOL
Emplectonema	gracile	Emplectonematidae	DTOL	DTOL	DTOL
Emplectonema	neesii	Emplectonematidae	DTOL	DTOL	DTOL
Malacobdella	grossa	Malacobdellidae	DTOL	DTOL	DTOL
Oerstedia	dorsalis	Oerstediidae	DTOL	DTOL	DTOL
Tetrastemma	longissimum	Tetrastemmatidae	DTOL	DTOL	DTOL
Tetrastemma	robertianae	Tetrastemmatidae	DTOL	DTOL	DTOL
Vieitezia	luzmurubeae	No assigned Family	DTOL	DTOL	DTOL
Punnettia	splendida	Drepanophoridae	DTOL	DTOL	DTOL
Cephalothrix	linearis	Cephalotrichidae	DTOL	DTOL	DTOL
Cephalothrix	rufifrons	Cephalotrichidae	DTOL	DTOL	DTOL
Tubulanus	annulatus	Tubulanidae	DTOL	DTOL	DTOL
Tubulanus	polymorphus	Tubulanidae	DTOL	DTOL	DTOL
Lineus	longissimus	Lineidae	DTOL	DTOL	DTOL
Lineus	ruber	Lineidae	DTOL	DTOL	DTOL
Valencinia	longirostris	Valenciniidae	DTOL	DTOL	DTOL
Chimaerocestos	prudhoei	Chimaerocestidae	DTOL	DTOL	DTOL
Kuhnia	scombri	Mazocraeidae	DTOL	DTOL	DTOL
Monascus	filiformis	Fellodistomidae	DTOL	DTOL	DTOL
Tergestia	laticollis	Fellodistomidae	DTOL	DTOL	DTOL
Otodistomum	cestoides	Azygiidae	DTOL	DTOL	DTOL
Otodistomum	veliporum	Azygiidae	DTOL	DTOL	DTOL
Derogenes	varicus	Derogenidae	DTOL	DTOL	DTOL
Halvorsenius	exilis	Didymozoidae	DTOL	DTOL	DTOL
Hemipera	ovocaudata	Gonocercidae	DTOL	DTOL	DTOL
Hemipera	sharpei	Gonocercidae	DTOL	DTOL	DTOL
Hemiurus	communis	Hemiuridae	DTOL	DTOL	DTOL
Brachyphallus	crenatus	Hemiuridae	DTOL	DTOL	DTOL
Botulus	microporus	Hirudinellidae	DTOL	DTOL	DTOL
Hirudinella	ventricosa	Hirudinellidae	DTOL	DTOL	DTOL
Kenmackenzia	gigas	Sclerodistomidae	DTOL	DTOL	DTOL
Copiatestes	filiferus	Syncoeliidae	DTOL	DTOL	DTOL
Profundivermis	intercalarius	Lepidapedidae	DTOL	DTOL	DTOL
Lepidauchen	stenostoma	Acanthocolpidae	DTOL	DTOL	DTOL
Neophasis	anarrhichae	Acanthocolpidae	DTOL	DTOL	DTOL
Anomalotrema	koiae	Opecoelidae	DTOL	DTOL	DTOL
