	gen	sp	fam	family_representative	long_list	other_priority
4823	Capnophialophora	pinophila	Metacapnodiaceae		DTOL	
4824	Metacapnodium	dingleyae	Metacapnodiaceae		DTOL	
4825	Metacapnodium	juniperi	Metacapnodiaceae	DTOL	DTOL	
4838	Pseudallescheria	boydii	Microascaceae		DTOL	
4851	Stomiopeltis	cupressicola	Micropeltidaceae		DTOL	
4853	Stomiopeltis	dryadis	Micropeltidaceae	DTOL	DTOL	
4854	Stomiopeltis	pinastri	Micropeltidaceae	DTOL	DTOL	
4860	Steraechmella	buski	Microporidae	DTOL	DTOL	
4863	Microspora	ficulinae	Microsporaceae	DTOL	DTOL	
4866	Microstroma	juglandis	Microstromataceae		DTOL	
4868	Microthyrium	ciliatum	Microthyriaceae		DTOL	
4870	Microthyrium	pinophyllum	Microthyriaceae		DTOL	
4871	Microthyrium	versicolor	Microthyriaceae		DTOL	
4879	Mitrula	alba	Mitrulaceae	DTOL	DTOL	
4880	Mitrula	serpentina	Mitrulaceae	DTOL	DTOL	
4938	Molgula	simplex	Molgulidae		DTOL	
4939	Molgula	siphonata	Molgulidae		DTOL	
4940	Molgula	tubifera	Molgulidae		DTOL	
4944	Tapesia	fusca	Mollisiaceae		DTOL	
4945	Thyrsidium	hedericola	Mollisiaceae		DTOL	
4946	Belonopsis	filispora	Mollisiaceae		DTOL	
4947	Trichobelonium	kneiffii	Mollisiaceae		DTOL	
4955	Moniliella	tomentosa	Moniliellaceae		DTOL	
4956	Moniliella	acetoabutans	Moniliellaceae	DTOL	DTOL	
4958	Acrocordia	salweyi	Monoblastiaceae		DTOL	
4961	Anisomeridium	biforme	Monoblastiaceae	DTOL	DTOL	
4966	Monoblepharis	sphaerica	Monoblepharidaceae	DTOL	DTOL	
4977	Mitrophora	semilibera	Morchellaceae		DTOL	
4983	Mortierella	elongata	Mortierellaceae		DTOL	
4984	Mortierella	humilis	Mortierellaceae		DTOL	
4985	Mortierella	gamsii	Mortierellaceae	DTOL	DTOL	
4986	Mortierella	parvispora	Mortierellaceae	DTOL	DTOL	
5001	Ebala	nitidissima	Murchisonellidae	DTOL	DTOL	
5025	Neovison	vison	Mustelidae		DTOL	
5029	Muyocopron	eleocharidis	Muyocopronaceae	DTOL	DTOL	
5039	Chaenothecopsis	caespitosa	Mycocaliciaceae		DTOL	
5041	Stenocybe	septata	Mycocaliciaceae		DTOL	
5042	Chaenothecopsis	nigra	Mycocaliciaceae	DTOL	DTOL	
5043	Stenocybe	nitida	Mycocaliciaceae	DTOL	DTOL	
5044	Mycocladus	verticillatus	Mycocladaceae	DTOL	DTOL	
5045	Mycoporum	antecellens	Mycoporaceae		DTOL	
5046	Mycoporum	lacteum	Mycoporaceae		DTOL	
5047	Mycosphaerella	tassiana	Mycosphaerellaceae		DTOL	
5048	Ramularia	ari	Mycosphaerellaceae		DTOL	
5058	Mymar	pulchellum	Mymaridae	DTOL	DTOL	
5059	Mymaromma	anomalum	Mymarommatidae	DTOL	DTOL	
5065	Cyrtosia	marginata	Mythicomyiidae	DTOL	DTOL	
5075	Mytilinidion	gemmigenum	Mytilinidiaceae	DTOL	DTOL	
5080	Myxine	ios	Myxinidae	DTOL	DTOL	
5085	Protascus	subuliformis	Myzocytiopsidaceae		DTOL	
5086	Chlamydomyzium	sphaericum	Myzocytiopsidaceae	DTOL	DTOL	
5087	Myzocytiopsis	bolata	Myzocytiopsidaceae	DTOL	DTOL	
5091	Leptorhaphis	maggiana	Naetrocymbaceae		DTOL	
5092	Tomasellia	diffusa	Naetrocymbaceae		DTOL	
5093	Tomasellia	gelatinosa	Naetrocymbaceae		DTOL	
5094	Leptorhaphis	atomaria	Naetrocymbaceae	DTOL	DTOL	
5095	Leptorhaphis	epidermidis	Naetrocymbaceae	DTOL	DTOL	
5107	Neckera	complanata	Neckeraceae		DTOL	
5108	Neckera	crispa	Neckeraceae		DTOL	
5117	Gibberella	avenacea	Nectriaceae		DTOL	
5124	Itonoa	marginifera	Nemastomataceae	DTOL	DTOL	
5131	Neozygites	acaridis	Neozygitaceae	DTOL	DTOL	
5146	Cerithiella	metula	Newtoniellidae	DTOL	DTOL	
5155	Trichosphaerella	decipiens	Niessliaceae	DTOL	DTOL	
5156	Meligethes	aeneus	Nitidulidae	DTOL	DTOL	
5157	Nitschkia	collapsa	Nitschkiaceae		DTOL	
5158	Nitschkia	confertula	Nitschkiaceae		DTOL	
5159	Nitschkia	cupularis	Nitschkiaceae		DTOL	
5161	Nitschkia	grevillii	Nitschkiaceae	DTOL	DTOL	
5167	Nolella	dilatata	Nolellidae	DTOL	DTOL	
5176	Nowakowskiella	delica	Nowakowskiellaceae		DTOL	
5178	Nowakowskiella	profusa	Nowakowskiellaceae		DTOL	
5208	Melitaea	athalia	Nymphalidae	DTOL	DTOL	
5227	Xerotrema	megalosporum	Odontotremataceae	DTOL	DTOL	
5234	Notocirrus	scoticus	Oenonidae	DTOL	DTOL	
5243	Oliveonia	citrispora	Oliveoniaceae		DTOL	
5244	Oliveonia	nodosa	Oliveoniaceae		DTOL	
5246	Oliveonia	fibrillosa	Oliveoniaceae	DTOL	DTOL	
5247	Olpidiaster	brassicae	Olpidiaceae		DTOL	
5248	Olpidium	luxurians	Olpidiaceae		DTOL	
5249	Olpidium	pendulum	Olpidiaceae		DTOL	
5250	Leiolpidium	agrostidis	Olpidiaceae	DTOL	DTOL	
5251	Olpidium	gregarium	Olpidiaceae	DTOL	DTOL	
5253	Olpidiopsis	fusiformis	Olpidiopsidaceae	DTOL	DTOL	
5255	Ammonicera	rota	Omalogyridae	DTOL	DTOL	
5287	Chrysosporium	luteum	Onygenaceae		DTOL	
5289	Onygena	piligena	Onygenaceae		DTOL	
5293	Malbranchea	sulfurea	Onygenaceae		DTOL	
5297	Oonops	domesticus	Oonopidae	DTOL	DTOL	
5301	Opegrapha	xerica	Opegraphaceae		DTOL	
5302	Cresponea	premnea	Opegraphaceae	DTOL	DTOL	
5303	Opegrapha	herbarum	Opegraphaceae	DTOL	DTOL	
5305	Ophelia	borealis	Opheliidae	DTOL	DTOL	
5310	Ophiocordyceps	gracilis	Ophiocordycipitaceae	DTOL	DTOL	
5323	Klasterskya	acuum	Ophiostomataceae	DTOL	DTOL	
5327	Habrostictis	rubra	Orbiliaceae		DTOL	
5333	Orbinia	sertulata	Orbiniidae	DTOL	DTOL	
5340	Coeloglossum	viride	Orchidaceae		DTOL	
5347	Dactylorhiza	traunsteinerioides	Orchidaceae		DTOL	
5355	Epipactis	sancta	Orchidaceae		DTOL	
5360	Gymnadenia	densiflora	Orchidaceae		DTOL	
5391	Euphrasia	campbelliae	Orobanchaceae		DTOL	
5417	Parentucellia	viscosa	Orobanchaceae		DTOL	
5428	Arctorthezia	cataphracta	Ortheziidae	DTOL	DTOL	
5439	Nyholmiella	gymnostoma	Orthotrichaceae		DTOL	
5440	Nyholmiella	obtusifolia	Orthotrichaceae		DTOL	
5460	Ulota	calvescens	Orthotrichaceae		DTOL	
5479	Simnia	hiscocki	Ovulidae	DTOL	DTOL	
5491	Pachnocybe	albida	Pachnocybaceae		DTOL	
5492	Pachnocybe	grisea	Pachnocybaceae		DTOL	
5494	Tapinella	castanea	Pachytroctidae	DTOL	DTOL	
5496	Palloptera	muliebris	Pallopteridae	DTOL	DTOL	
5502	Pandora	inaequivalvis	Pandoridae	DTOL	DTOL	
5519	Fumaria	reuteri	Papaveraceae		DTOL	
5522	Papaver	cambricum	Papaveraceae		DTOL	
5524	Roemeria	argemone	Papaveraceae		DTOL	
5525	Roemeria	hispida	Papaveraceae		DTOL	
5543	Parasympodiella	clarkii	Parasympodiellaceae	DTOL	DTOL	
5561	Dimeriella	sacchari	Parodiopsidaceae	DTOL	DTOL	
5562	Dimerium	meliolicola	Parodiopsidaceae	DTOL	DTOL	
5565	Poetschia	cratincola	Patellariaceae		DTOL	
5567	Tryblidaria	melaxantha	Patellariaceae		DTOL	
5568	Lecanidion	atratum	Patellariaceae	DTOL	DTOL	
5569	Patellaria	compressa	Patellariaceae	DTOL	DTOL	
5583	Amphictene	auricoma	Pectinariidae	DTOL	DTOL	
5592	Pellia	endiviifolia	Pelliaceae	DTOL	DTOL	
5608	Scytinostroma	portentosum	Peniophoraceae		DTOL	
5616	Cochlodesma	tenerum	Periplomatidae	DTOL	DTOL	
5623	Plasmopara	crustosa	Peronosporaceae		DTOL	
5630	Perophora	listeri	Perophoridae	DTOL	DTOL	
5632	Perophora	listeri	Perophoridae	DTOL	DTOL	
5637	Pertusaria	amara	Pertusariaceae	DTOL	DTOL	
5654	Peziza	micropus	Pezizaceae		DTOL	
5656	Peziza	succosa	Pezizaceae		DTOL	
5658	Calycina	herbarum	Pezizellaceae		DTOL	
5659	Phialina	pseudopuberula	Pezizellaceae		DTOL	
5661	Pezizella	alniella	Pezizellaceae		DTOL	
5663	Psilachnum	chrysostigmum	Pezizellaceae	DTOL	DTOL	
5664	Phacus	pyrum	Phacaceae	DTOL	DTOL	
5666	Cytotriplospora	pini	Phacidiaceae		DTOL	
5668	Ceuthospora	lauri	Phacidiaceae		DTOL	
5674	Phaeochora	steinheilii	Phaeochoraceae		DTOL	
5675	Phaeochora	chamaeropis	Phaeochoraceae	DTOL	DTOL	
5683	Phaeosphaeria	nodorum	Phaeosphaeriaceae		DTOL	
5685	Eudarluca	caricis	Phaeosphaeriaceae	DTOL	DTOL	
5686	Ophiobolus	acuminatus	Phaeosphaeriaceae	DTOL	DTOL	
5688	Phaeotrichum	circinatum	Phaeotrichaceae		DTOL	
5691	Trichodelitschia	adelphica	Phaeotrichaceae	DTOL	DTOL	
5692	Trichodelitschia	microspora	Phaeotrichaceae	DTOL	DTOL	
5696	Dicranopalpus	caudatus	Phalangiidae	DTOL	DTOL	
5721	Rhynchozoon	bispinosum	Phidoloporidae	DTOL	DTOL	
5725	Philinoglossa	helgolandica	Philinoglossidae	DTOL	DTOL	
5731	Megathrips	lativentris	Phlaeothripidae	DTOL	DTOL	
5732	Helicogloea	farinacea	Phleogenaceae		DTOL	
5733	Helicogloea	graminicola	Phleogenaceae		DTOL	
5735	Helicogloea	vestita	Phleogenaceae		DTOL	
5743	Pagophilus	groenlandicus	Phocidae		DTOL	
5751	Zirfaea	crispata	Pholadidae	DTOL	DTOL	
5755	Phomatospora	arenaria	Phomatosporaceae		DTOL	
5756	Phomatospora	coprophila	Phomatosporaceae		DTOL	
5757	Phomatospora	dinemasporium	Phomatosporaceae		DTOL	
5758	Phomatospora	endopteris	Phomatosporaceae		DTOL	
5759	Phomatospora	berkeleyi	Phomatosporaceae	DTOL	DTOL	
5768	Phragmoxenidium	mycophilum	Phragmoxenidiaceae	DTOL	DTOL	
5774	Spinellus	chalybeus	Phycomycetaceae		DTOL	
5776	Spinellus	gigasporus	Phycomycetaceae		DTOL	
5778	Isothea	rhytismoides	Phyllachoraceae		DTOL	
5779	Phyllachora	dactylidis	Phyllachoraceae		DTOL	
5793	Phyllosticta	rhodorae	Phyllostictaceae		DTOL	
5795	Guignardia	istriaca	Phyllostictaceae	DTOL	DTOL	
5796	Phyllosticta	impatientis	Phyllostictaceae	DTOL	DTOL	
5797	Viteus	vitifoliae	Phylloxeridae	DTOL	DTOL	
5801	Xerula	radicata	Physalacriaceae		DTOL	
5802	Oudemansiella	mucida	Physalacriaceae	DTOL	DTOL	
5814	Physeter	macrocephalus	Physeteridae	DTOL	DTOL	
5815	Physoderma	alfalfae	Physodermataceae		DTOL	
5816	Physoderma	graminis	Physodermataceae		DTOL	
5817	Physoderma	pulposum	Physodermataceae		DTOL	
5818	Physoderma	vagans	Physodermataceae		DTOL	
5824	Trichosporum	chartaceum	Piedraiaceae	DTOL	DTOL	
5825	Trichosporum	murinum	Piedraiaceae	DTOL	DTOL	
5835	Glyphohesione	klatti	Pilargidae	DTOL	DTOL	
5838	Pilobolus	oedipus	Pilobolaceae		DTOL	
5850	Dorylomorpha	clavifemora	Pipunculidae	DTOL	DTOL	
5856	Placynthium	lismorense	Placynthiaceae		DTOL	
5857	Placynthium	tremniacum	Placynthiaceae		DTOL	
5874	Isopterygiopsis	pulchella	Plagiotheciaceae		DTOL	
5891	Plagiothecium	undulatum	Plagiotheciaceae	DTOL	DTOL	
5895	Planocera	folia	Planoceridae	DTOL	DTOL	
5913	Plasmodiophora	alni	Plasmodiophoridae		DTOL	
5914	Sorosphaera	veronicae	Plasmodiophoridae		DTOL	
5918	Inostemma	walkeri	Platygastridae	DTOL	DTOL	
5919	Achroomyces	arrhytidiae	Platygloeaceae		DTOL	
5920	Achroomyces	insignis	Platygloeaceae		DTOL	
5921	Achroomyces	micrus	Platygloeaceae		DTOL	
5922	Achroomyces	affinis	Platygloeaceae	DTOL	DTOL	
5923	Achroomyces	henricii	Platygloeaceae	DTOL	DTOL	
5925	Platypus	parallelus	Platypodidae	DTOL	DTOL	
5930	Spermosporina	aricola	Plectosphaerellaceae	DTOL	DTOL	
5932	Discocelides	langi	Plehniidae	DTOL	DTOL	
5935	Splanchnonema	argus	Pleomassariaceae		DTOL	
5936	Splanchnonema	foedans	Pleomassariaceae		DTOL	
5941	Lewia	infectoria	Pleosporaceae		DTOL	
5943	Pleospora	herbarum	Pleosporaceae	DTOL	DTOL	
5950	Pleurostoma	minimum	Pleurostomataceae	DTOL	DTOL	
5951	Pleurostomophora	richardsiae	Pleurostomataceae	DTOL	DTOL	
5959	Swiftia	dubia	Plexauridae	DTOL	DTOL	
5969	Limonium	dodartiforme	Plumbaginaceae		DTOL	
5971	Limonium	loganicum	Plumbaginaceae		DTOL	
5973	Limonium	paradoxum	Plumbaginaceae		DTOL	
5974	Limonium	parvum	Plumbaginaceae		DTOL	
5975	Limonium	transwallianum	Plumbaginaceae		DTOL	
5998	Ammophila	arenaria	Poaceae		DTOL	
5999	Anisantha	diandra	Poaceae		DTOL	
6000	Anisantha	sterilis	Poaceae		DTOL	
6002	Aristavena	setacea	Poaceae		DTOL	
6012	Bromopsis	benekenii	Poaceae		DTOL	
6013	Bromopsis	erecta	Poaceae		DTOL	
6014	Bromopsis	ramosa	Poaceae		DTOL	
6020	Calamagrostis	epigejos	Poaceae		DTOL	
6023	Calamagrostis	stricta	Poaceae		DTOL	
6040	Festuca	huonii	Poaceae		DTOL	
6073	Phleum	bertolonii	Poaceae		DTOL	
6078	Poa	angustifolia	Poaceae		DTOL	
6084	Poa	humilis	Poaceae		DTOL	
6096	Sasaella	ramosa	Poaceae		DTOL	
6097	Schedonorus	arundinaceus	Poaceae		DTOL	
6098	Schedonorus	giganteus	Poaceae		DTOL	
6101	Spartina	anglica	Poaceae		DTOL	
6102	Spartina	maritima	Poaceae		DTOL	
6104	Vulpia	bromoides	Poaceae		DTOL	
6105	Vulpia	ciliata	Poaceae		DTOL	
6106	Vulpia	fasciculata	Poaceae		DTOL	
6107	Vulpia	myuros	Poaceae		DTOL	
6108	Vulpia	unilateralis	Poaceae		DTOL	
6133	Polycitor	searli	Polycitoridae		DTOL	
6136	Aplidium	caeruleum	Polyclinidae		DTOL	
6137	Aplidium	coeruleum	Polyclinidae		DTOL	
6138	Aplidium	densum	Polyclinidae		DTOL	
6142	Aplidium	ocellatum	Polyclinidae		DTOL	
6143	Aplidium	pallidum	Polyclinidae		DTOL	
6144	Aplidium	proliferum	Polyclinidae		DTOL	
6145	Aplidium	punctum	Polyclinidae		DTOL	
6147	Synoicum	beauchampi	Polyclinidae		DTOL	
6148	Synoicum	incrustatum	Polyclinidae		DTOL	
6149	Synoicum	pulmonaria	Polyclinidae		DTOL	
6154	Clypeococcum	hypocenomycis	Polycoccaceae		DTOL	
6155	Polycoccum	peltigerae	Polycoccaceae		DTOL	
6157	Polycoccum	marmoratum	Polycoccaceae	DTOL	DTOL	
6158	Polycoccum	microsticticum	Polycoccaceae	DTOL	DTOL	
6176	Polygonum	depressum	Polygonaceae		DTOL	
6196	Reynoutria	sachalinensis	Polygonaceae		DTOL	DTOL
6205	Polyplax	spinigera	Polyplacidae	DTOL	DTOL	
6210	Polyporus	squamosus	Polyporaceae		DTOL	
6218	Datronia	mollis	Polyporaceae		DTOL	
6221	Cryptocelides	loveni	Polyposthiidae	DTOL	DTOL	
6222	Polyposthia	similis	Polyposthiidae	DTOL	DTOL	
6223	Dothidella	ulmi	Polystomellaceae	DTOL	DTOL	
6242	Homonotus	sanguinolentus	Pompilidae	DTOL	DTOL	
6249	Porina	coralloidea	Porinaceae		DTOL	
6251	Porina	linearis	Porinaceae		DTOL	
6307	Didymodon	australasiae	Pottiaceae		DTOL	
6309	Didymodon	fallax	Pottiaceae		DTOL	
6310	Didymodon	ferrugineus	Pottiaceae		DTOL	
6313	Didymodon	luridus	Pottiaceae		DTOL	
6314	Didymodon	maximus	Pottiaceae		DTOL	
6315	Didymodon	nicholsonii	Pottiaceae		DTOL	
6317	Didymodon	sinuosus	Pottiaceae		DTOL	
6318	Didymodon	spadiceus	Pottiaceae		DTOL	
6321	Didymodon	umbrosus	Pottiaceae		DTOL	
6322	Didymodon	vinealis	Pottiaceae		DTOL	
6424	Didymodon	insulanus	Pottiaceae	DTOL	DTOL	
6431	Lysimachia	arvensis	Primulaceae		DTOL	
6432	Lysimachia	europaea	Primulaceae		DTOL	
6436	Lysimachia	tenella	Primulaceae		DTOL	
6452	Procerodes	lobata	Procerodidae	DTOL	DTOL	
6453	Proctotrupes	gravidator	Proctotrupidae	DTOL	DTOL	
6460	Buerenia	inundata	Protomycetaceae	DTOL	DTOL	
6465	Protothelenella	sphinctrinoides	Protothelenellaceae		DTOL	
6468	Prunella	modularis	Prunellidae	DTOL	DTOL	
6477	Psathyrella	candolleana	Psathyrellaceae		DTOL	
6494	Pseudomassaria	corni	Pseudomassariaceae		DTOL	
6495	Pseudomassaria	islandica	Pseudomassariaceae		DTOL	
6497	Pseudomassaria	thistletonia	Pseudomassariaceae		DTOL	
6499	Bryomyces	microcarpus	Pseudoperisporiaceae		DTOL	
6500	Raciborskiomyces	peltigericola	Pseudoperisporiaceae		DTOL	
6516	Psoquilla	marginepunctata	Psoquillidae	DTOL	DTOL	
6533	Cleonymus	laticornis	Pteromalidae	DTOL	DTOL	
6538	Acrotrichis	rosskotheni	Ptiliidae	DTOL	DTOL	
6539	Ptilodactyla	exotica	Ptilodactylidae	DTOL	DTOL	
6555	Naohidemyces	vacciniorum	Pucciniastraceae		DTOL	
6574	Spiralinella	spiralis	Pyramidellidae	DTOL	DTOL	
6577	Pyrenidium	hetairizans	Pyrenidiaceae		DTOL	
6582	Pyrenula	dermatodes	Pyrenulaceae		DTOL	
6586	Pyricularia	juncicola	Pyriculariaceae	DTOL	DTOL	
6587	Pyricularia	lauri	Pyriculariaceae	DTOL	DTOL	
6607	Pythiogeton	utriforme	Pythiogetonaceae	DTOL	DTOL	
6609	Bolteniopsis	prenanti	Pyuridae		DTOL	
6611	Heterostigma	reptans	Pyuridae		DTOL	
6612	Heterostigma	separ	Pyuridae		DTOL	
6616	Pyura	tessellata	Pyuridae		DTOL	
6619	Pyxidiophora	petchii	Pyxidiophoraceae		DTOL	
6620	Pyxidiophora	spinulorostrata	Pyxidiophoraceae		DTOL	
6621	Pyxidiophora	asterophora	Pyxidiophoraceae	DTOL	DTOL	
6622	Pyxidiophora	grovei	Pyxidiophoraceae	DTOL	DTOL	
6632	Aphanobasidium	filicinum	Radulomycetaceae		DTOL	
6657	Pulsatilla	vulgaris	Ranunculaceae		DTOL	
6690	Triphragmium	filipendulae	Raveneliaceae	DTOL	DTOL	
6691	Ferreria	marqueti	Raymondionymidae	DTOL	DTOL	
6700	Lycogala	terrestre	Reticulariidae		DTOL	
6701	Reticularia	lobata	Reticulariidae		DTOL	
6702	Tubulifera	arachnoidea	Reticulariidae		DTOL	
6711	Cynodontium	polycarpon	Rhabdoweisiaceae		DTOL	
6735	Rhipidium	americanum	Rhipidiaceae		DTOL	
6736	Rhipidium	parthenosporum	Rhipidiaceae		DTOL	
6738	Araiospora	pulchra	Rhipidiaceae	DTOL	DTOL	
6739	Mindeniella	spinospora	Rhipidiaceae	DTOL	DTOL	
6744	Rhizocarpon	richardii	Rhizocarpaceae		DTOL	
6747	Rhizophlyctis	ingoldii	Rhizophlyctidaceae		DTOL	
6748	Rhizophlyctis	petersenii	Rhizophlyctidaceae		DTOL	
6750	Rhizophydium	keratinophilum	Rhizophydiaceae		DTOL	
6751	Rhizophydium	stipitatum	Rhizophydiaceae		DTOL	
6752	Rhizophydium	ubiquetum	Rhizophydiaceae		DTOL	
6754	Rhizophydium	gibbosum	Rhizophydiaceae	DTOL	DTOL	
6764	Rhodella	maculata	Rhodellaceae	DTOL	DTOL	
6802	Alloclavaria	purpurea	Rickenellaceae		DTOL	
6812	Rissoella	opalina	Rissoellidae	DTOL	DTOL	
6824	Ropalospora	hibernica	Ropalosporaceae	DTOL	DTOL	
6834	Alchemilla	minima	Rosaceae		DTOL	
6840	Aphanes	arvensis	Rosaceae		DTOL	
6855	Potentilla	rupestris	Rosaceae		DTOL	
6858	Poterium	sanguisorba	Rosaceae		DTOL	
6883	Rubus	fruticosus	Rosaceae		DTOL	
6888	Sorbus	admonitor	Rosaceae		DTOL	
6889	Sorbus	anglica	Rosaceae		DTOL	
6890	Sorbus	aria	Rosaceae		DTOL	
6891	Sorbus	arranensis	Rosaceae		DTOL	
6892	Sorbus	arvonicola	Rosaceae		DTOL	
6893	Sorbus	bristoliensis	Rosaceae		DTOL	
6894	Sorbus	cambrensis	Rosaceae		DTOL	
6895	Sorbus	cheddarensis	Rosaceae		DTOL	
6896	Sorbus	cuneifolia	Rosaceae		DTOL	
6897	Sorbus	devoniensis	Rosaceae		DTOL	
6898	Sorbus	domestica	Rosaceae		DTOL	
6899	Sorbus	eminens	Rosaceae		DTOL	
6900	Sorbus	eminentiformis	Rosaceae		DTOL	
6901	Sorbus	eminentoides	Rosaceae		DTOL	
6902	Sorbus	evansii	Rosaceae		DTOL	
6903	Sorbus	greenii	Rosaceae		DTOL	
6904	Sorbus	herefordensis	Rosaceae		DTOL	
6905	Sorbus	hibernica	Rosaceae		DTOL	
6906	Sorbus	lancastriensis	Rosaceae		DTOL	
6907	Sorbus	leighensis	Rosaceae		DTOL	
6908	Sorbus	leptophylla	Rosaceae		DTOL	
6909	Sorbus	leyana	Rosaceae		DTOL	
6910	Sorbus	margaretae	Rosaceae		DTOL	
6911	Sorbus	minima	Rosaceae		DTOL	
6912	Sorbus	parviloba	Rosaceae		DTOL	
6913	Sorbus	porrigentiformis	Rosaceae		DTOL	
6914	Sorbus	pseudofennica	Rosaceae		DTOL	
6915	Sorbus	pseudomeinichii	Rosaceae		DTOL	
6916	Sorbus	richii	Rosaceae		DTOL	
6917	Sorbus	rupicola	Rosaceae		DTOL	
6918	Sorbus	rupicoloides	Rosaceae		DTOL	
6919	Sorbus	saxicola	Rosaceae		DTOL	
6921	Sorbus	spectans	Rosaceae		DTOL	
6922	Sorbus	stenophylla	Rosaceae		DTOL	
6923	Sorbus	stirtoniana	Rosaceae		DTOL	
6924	Sorbus	subcuneata	Rosaceae		DTOL	
6925	Sorbus	torminalis	Rosaceae		DTOL	
6926	Sorbus	vexans	Rosaceae		DTOL	
6927	Sorbus	whiteana	Rosaceae		DTOL	
6928	Sorbus	wilmottiana	Rosaceae		DTOL	
6942	Roussoella	serrulata	Roussoellaceae	DTOL	DTOL	
6964	Ruppia	spiralis	Ruppiaceae		DTOL	
6977	Sabacon	viscayanum	Sabaconidae	DTOL	DTOL	
6982	Epibelonium	gaeumannii	Saccardiaceae	DTOL	DTOL	
6988	Pichia	burtonii	Saccharomycetaceae		DTOL	
6990	Pichia	vini	Saccharomycetaceae		DTOL	
7001	Metasphaeria	complanata	Saccotheciaceae		DTOL	
7002	Metasphaeria	hederae	Saccotheciaceae		DTOL	
7013	Saldula	setulosa	Saldidae	DTOL	DTOL	
7034	Cyclosalpa	bakeri	Salpidae		DTOL	
7035	Cyclosalpa	foxtoni	Salpidae		DTOL	
7036	Cyclosalpa	pinnata	Salpidae		DTOL	
7037	Helicosalpa	virgula	Salpidae		DTOL	
7038	Ihlea	punctata	Salpidae		DTOL	
7063	Isoachlya	subterranea	Saprolegniaceae		DTOL	DTOL
7071	Scoliolegnia	subeccentrica	Saprolegniaceae		DTOL	DTOL
7073	Newbya	pascuicola	Saprolegniaceae	DTOL	DTOL	
7079	Microstoma	protractum	Sarcoscyphaceae	DTOL	DTOL	
7082	Pseudoplectania	sphagnophila	Sarcosomataceae		DTOL	
7143	Scelio	rugulosus	Scelionidae	DTOL	DTOL	
7146	Scotiellopsis	oocystiformis	Scenedesmaceae	DTOL	DTOL	
7154	Coniella	petrakii	Schizoparmaceae		DTOL	
7155	Coniella	pulchella	Schizoparmaceae		DTOL	
7158	Schizophyllum	amplum	Schizophyllaceae		DTOL	
7167	Schizosaccharomyces	malidevorans	Schizosaccharomycetaceae		DTOL	
7170	Zygophiala	jamaicensis	Schizothyriaceae		DTOL	
7172	Schizothyrium	speireum	Schizothyriaceae	DTOL	DTOL	
7181	Sciurus	carolinensis	Sciuridae	DTOL	DTOL	
7188	Kenmackenzia	gigas	Sclerodistomidae	DTOL	DTOL	
7195	Moellerodiscus	tenuistipes	Sclerotiniaceae		DTOL	
7197	Ciboria	batschiana	Sclerotiniaceae	DTOL	DTOL	
7247	Scutigerella	linsleyi	Scutigerellidae	DTOL	DTOL	
7249	Scythris	siccella	Scythrididae	DTOL	DTOL	
7255	Cristella	submutabilis	Sebacinaceae		DTOL	
7266	Monoraphidium	griffithii	Selenastraceae		DTOL	DTOL
7308	Thysanus	ater	Signiphoridae	DTOL	DTOL	
7309	Silpha	atrata	Silphidae	DTOL	DTOL	
7311	Ailanthus	altissima	Simaroubaceae	DTOL	DTOL	
7315	Sirobasidium	compactum	Sirobasidiaceae	DTOL	DTOL	
7318	Dikoleps	nitens	Skeneidae	DTOL	DTOL	
7319	Skenea	serpuloides	Skeneidae	DTOL	DTOL	
7321	Smittina	landsborovii	Smittinidae	DTOL	DTOL	
7326	Solariella	amabilis	Solariellidae	DTOL	DTOL	
7328	Solecurtus	scopula	Solecurtidae	DTOL	DTOL	
7342	Sordaria	minima	Sordariaceae		DTOL	
7354	Sparassis	simplex	Sparassidaceae		DTOL	
7360	Sphaceloderma	caespitulum	Sphacelodermaceae	DTOL	DTOL	
7416	Sphinctrina	tubaeformis	Sphinctrinaceae		DTOL	
7418	Sphinctrina	anglica	Sphinctrinaceae	DTOL	DTOL	
7422	Spiculogloea	minuta	Spiculogloeaceae		DTOL	
7423	Spiculogloea	subminuta	Spiculogloeaceae		DTOL	
7424	Spiculogloea	occulta	Spiculogloeaceae	DTOL	DTOL	
7425	Spinther	oniscoides	Spintheridae	DTOL	DTOL	
7441	Rhodotorula	minuta	Sporidiobolaceae		DTOL	
7442	Rhodotorula	fragaria	Sporidiobolaceae		DTOL	
7443	Sporobolomyces	gracilis	Sporidiobolaceae		DTOL	
7444	Sporobolomyces	odorus	Sporidiobolaceae		DTOL	
7447	Sporobolomyces	tsugae	Sporidiobolaceae		DTOL	
7449	Rhodotorula	rubra	Sporidiobolaceae	DTOL	DTOL	
7451	Paradidymella	clarkii	Sporocadaceae		DTOL	
7452	Seimatosporium	macrospermum	Sporocadaceae		DTOL	
7453	Coryneopsis	microsticta	Sporocadaceae	DTOL	DTOL	
7454	Discostroma	corticola	Sporocadaceae	DTOL	DTOL	
7458	Sporormiella	lageniformis	Sporormiaceae		DTOL	
7459	Sporormiella	minima	Sporormiaceae		DTOL	
7460	Sporormiella	australis	Sporormiaceae	DTOL	DTOL	
7461	Sporormiella	grandispora	Sporormiaceae	DTOL	DTOL	
7462	Stachybotrys	dichrous	Stachybotryaceae		DTOL	
7463	Stachybotrys	echinatus	Stachybotryaceae		DTOL	
